announce.msbt
AnnounceEmpty	お{r2[し]}知{/r2}らせは　まだありません
W4G1_136	{[0301|cdcc4c3e]}{r2[あか]}赤{/r2}い{r2[ふね]}船{/r2}のマークが　{r2[げんざいち]}現在地{/r2}だ。\nこの{r2[かいず]}海図{/r2}で　{r2[かくにん]}確認{/r2}しながら{r2[すす]}進{/r2}めば\nキリの{r2[なか]}中{/r2}でも　{r2[まよ]}迷{/r2}うことはない。\x0f\x03\x01{[0004]}{[0301|cdcc4c3e]}{r2[いま]}今{/r2}はほとんど{r2[はくし]}白紙{/r2}だが、\n{r2[あら]}新{/r2}たに　{r2[しま]}島{/r2}を{r2[はっけん]}発見{/r2}したら\nここに{r2[か]}描{/r2}きこんでいくぞ。\x0f\x03\x01
W4G1_148	{[0301|cdcc4c3e]}これはすでに　オレが{r2[み]}見{/r2}つけた{r2[しま]}島{/r2}だ。\nさしずめ、ドクロ{r2[じま]}島{/r2}と{r2[よ]}呼{/r2}んでいる。\x0f\x03\x01
W4G1_149	{[0301|cdcc4c3e]}このドクロ{r2[じま]}島{/r2}には　{r2[おおうなばら]}大海原{/r2}とキリの\n{r2[じゅうだい]}重大{/r2}な{r2[ひみつ]}秘密{/r2}があるといわれている。\nまずは、ここを{r2[めざ]}目指{/r2}せ。\x0f\x03\x01
W4G1_144	{[0301|cdcc4c3e]}マリン{r2[ごう]}号{/r2}は\x0f\x03\x01　{[0301|cdcc4c3e]}　で{r2[もぐ]}潜{/r2}るぞ。\nあやしい{r2[ばしょ]}場所{/r2}で　{r2[もぐ]}潜{/r2}ってみれば\nなにかが{r2[み]}見{/r2}つかるかもしれない。\x0f\x03\x01{[0004]}{[0301|cdcc4c3e]}それでは　ドクロ{r2[じま]}島{/r2}に{r2[しんろ]}針路{/r2}をとれ。\n{r2[しゅっこう]}出航{/r2}！\x0f\x03\x01
W4G1_140	ドクロ{r2[じま]}島{/r2}へ{r2[い]}行{/r2}きましょー！{[0100|b80b0000]}
W4G1_338	すごいキリだー！\nあたり{r2[いちめん]}一面{/r2}　{r2[ま]}真{/r2}っ{r2[しろ]}白{/r2}だー！{[0004]}これじゃ　{r2[すす]}進{/r2}む{r2[ほうこう]}方向{/r2}がわからず\n{r2[まよ]}迷{/r2}ってしまう！\nこれ{r2[いじょうすす]}以上進{/r2}むのは　{r2[きけん]}危険{/r2}ですー！
W4G1_336	うーん…　{r2[こま]}困{/r2}ったな！\nこんなとき　{r2[かいず]}海図{/r2}があれば\n{r2[まよ]}迷{/r2}わずに　{r2[すす]}進{/r2}めるんですが…
W4G1_382	そうそう、{r2[かいず]}海図{/r2}といえば…\n{r2[いま]}今{/r2}よりはるか{r2[むかし]}昔{/r2}、ピオって{r2[なまえ]}名前{/r2}の\n{r2[でんせつ]}伝説{/r2}の{r2[ふな]}船{/r2}{r2[の]}乗{/r2}りが　いたそうでしてね！{[0004]}その{r2[でんせつ]}伝説{/r2}のピオが　{r2[でんせつ]}伝説{/r2}の{r2[かいず]}海図{/r2}で\nこの{r2[おおうなばら]}大海原{/r2}を　かけめぐってたって\n{r2[でんせつ]}伝説{/r2}があるんです！{[0004]}まあとにかく　{r2[でんせつ]}伝説{/r2}だらけで\n{r2[ほんとう]}本当{/r2}かどうか　あやしいもんですが…{[0004]}とにかく　その{r2[でんせつ]}伝説{/r2}のピオの\n{r2[かいず]}海図{/r2}でも{r2[な]}無{/r2}い{r2[かぎ]}限{/r2}り、\nキリの{r2[なか]}中{/r2}を{r2[すす]}進{/r2}むのは　{r2[むり]}無理{/r2}ですね！
W4G1_339	ぴお？\nなんか　そのなまえ\nどこかで　{r2[き]}聞{/r2}いたような…
W4G1_381	え？\nぴおさんなら　ハクブツカンに\n{r2[い]}行{/r2}くって　{r2[い]}言{/r2}ってましたわよ。
W4G1_390	ハッハッハ！\nそんなバカな！\nはるか{r2[むかし]}昔{/r2}の　{r2[でんせつ]}伝説{/r2}のピオが！？{[0004]}それが{r2[ほんとう]}本当{/r2}なら　さっそく\n{r2[はくぶつかん]}博物館{/r2}に{r2[い]}行{/r2}ってみたらどうです？
W4G1_29	アニキ！\n{r2[いま]}今{/r2}は　プリンセスピーチ{r2[ごう]}号{/r2}へ！
W4G1_213	アニキ！\n{r2[はや]}早{/r2}く　オリビアさんのところへ！
W4G1_411	うわー　ストップ！{[0100|c4090000]}
W4G1_412	キリだー！　{r2[ひ]}引{/r2}き{r2[かえ]}返{/r2}します！{[0100|c4090000]}
W4G1_323	わーい！{[0100|c4090000]}
W4G1_325	おーうなばらだー！{[0100|c4090000]}
W4G1_340	{r2[ふね]}船{/r2}たのしー！{[0100|c4090000]}
W4G1_324	わ～　{r2[う]}浮{/r2}いてる～！
W4G1_327	{[0301|cdcc4c3e]}{r2[おお]}大{/r2}いなる{r2[うみ]}海{/r2}の{r2[いぶき]}息吹{/r2}、か\x0f\x03\x01
W4G1_329	{r2[うえ]}上{/r2}へ～　まいりまぁ～す♪
W4G1_330	また{r2[う]}浮{/r2}いてますわ～！
W4G1_331	お～うなばらの　ふんすい～
W4G1_342	プリンセスピーチ{r2[ごう]}号{/r2}に{r2[い]}行{/r2}くっす！{[0100|c4090000]}
W4G1_344	キリですよー！{[0100|c4090000]}
W4G1_346	{[0301|cdcc4c3e]}おそれるな、{r2[かいず]}海図{/r2}がある\x0f\x03\x01{[0100|c4090000]}
W4G1_335	ドクロ{r2[じま]}島{/r2}、こっちであってる？{[0100|c4090000]}
W4G1_113	マリオさん！\nカミテープが　{r2[うみ]}海{/r2}の{r2[なか]}中{/r2}に！\nもーう　どこ{r2[い]}行{/r2}っちゃうのかしら？
W4G1_54	おーっ！？\nこんなところに　{r2[しま]}島{/r2}がありましたよー！
W4G1_36	{[0301|cdcc4c3e]}{r2[しかく]}四角{/r2}いな。\nいったい　どんな{r2[しま]}島{/r2}なんだ？\x0f\x03\x01
W4G1_37	あれー？\nこんなところに　{r2[ふね]}船{/r2}が{r2[と]}停{/r2}まってる！\nなんでだー！？
W4G1_147	アニキー！\nあれが　プリンセスピーチ{r2[ごう]}号{/r2}っす！
W4G1_60	{[0301|cdcc4c3e]}そうか、あの{r2[ふね]}船{/r2}は\nプリンセスピーチ{r2[ごう]}号{/r2}というのか。\x0f\x03\x01
W4G1_305	あーっ　ドクロですわ！{[0100|b80b0000]}
W4G1_306	{[0301|cdcc4c3e]}ハートの{r2[かたち]}形{/r2}をしているな。\nハート{r2[じま]}島{/r2}と{r2[なづ]}名付{/r2}けよう。\x0f\x03\x01
W4G1_307	{[0301|cdcc4c3e]}クラブの{r2[かたち]}形{/r2}をしているな。\nクラブ{r2[じま]}島{/r2}と{r2[なづ]}名付{/r2}けよう。\x0f\x03\x01
W4G1_308	{[0301|cdcc4c3e]}スペードの{r2[かたち]}形{/r2}をしているな。\nスペード{r2[じま]}島{/r2}と{r2[なづ]}名付{/r2}けよう。\x0f\x03\x01
W4G1_309	{[0301|cdcc4c3e]}？か。\nハテナ{r2[じま]}島{/r2}でいいか？\x0f\x03\x01
W4G1_310	{[0301|cdcc4c3e]}{r2[おおうなばら]}大海原{/r2}に{r2[う]}浮{/r2}かぶハンマー…\nハンマー{r2[じま]}島{/r2}と{r2[なづ]}名付{/r2}けよう。\x0f\x03\x01
W4G1_311	{[0301|cdcc4c3e]}どう{r2[み]}見{/r2}てもキノコだ。\n{r2[い]}言{/r2}ってみれば、キノコ{r2[じま]}島{/r2}だな。\x0f\x03\x01
W4G1_312	{[0301|cdcc4c3e]}これは{r2[つき]}月{/r2}…\nいわゆる　{r2[みかづき]}三日月{/r2}というやつか。\nならば、ミカヅキ{r2[じま]}島{/r2}だな。\x0f\x03\x01
W4G1_33	えー！？\nすごい　たかーい！\nこれって　なに{r2[じま]}島{/r2}？
W4G1_35	{[0301|cdcc4c3e]}{r2[おおうなばら]}大海原{/r2}にそびえ{r2[た]}立{/r2}つ{r2[タワー]}塔{/r2}\nこれは　ウナバラタワーだな。\x0f\x03\x01
W4G1_34	{r2[むらさき]}紫{/r2}のテープも\nぐるぐる　まきついてます。\nどうやったら　とれるの？　これ。
W4G1_368	{[0301|cdcc4c3e]}フッ　よかったな\x0f\x03\x01{[0100|c4090000]}
W4G1_388	{[0301|cdcc4c3e]}なにもないな\x0f\x03\x01{[0100|c4090000]}
W4G1_206	{[0301|cdcc4c3e]}ここは…　なにかありそうだ。\nくわしく{r2[ちょうさ]}調査{/r2}してみるか。\x0f\x03\x01
W4G1_391	{[0301|cdcc4c3e]}{r2[ほか]}他{/r2}にも　{r2[みち]}未知{/r2}の{r2[ざいほう]}財宝{/r2}が\n{r2[み]}見{/r2}つかるかもしれない。\nあやしい{r2[ばしょ]}場所{/r2}があれば　{r2[もぐ]}潜{/r2}ってみろ。\x0f\x03\x01
W4G1_369	{[0301|cdcc4c3e]}キリの{r2[なか]}中{/r2}で、マリン{r2[ごう]}号{/r2}は{r2[うご]}動{/r2}かせない\x0f\x03\x01
W4G1_198	おーうなばらの{r2[そこ]}底{/r2}って　キレイ～！{[0100|c4090000]}
W4G1_383	あら～？\nカミテープが　{r2[すな]}砂{/r2}の{r2[なか]}中{/r2}ですわ。{[0004]}これじゃ　どこ{r2[い]}行{/r2}ってるか\nわかんないですわね。
W4G1_386	やっぱりテープが　{r2[すな]}砂{/r2}の{r2[なか]}中{/r2}です{[0100|c4090000]}
W4G1_208	{[0301|cdcc4c3e]}を{r2[かたむ]}傾{/r2}け　まわりを{r2[しら]}調{/r2}べろ\x0f\x03\x01
W4G1_209	{[0301|cdcc4c3e]}で　まわりを{r2[しら]}調{/r2}べろ\x0f\x03\x01
W4G1_214	{[0301|cdcc4c3e]}なにかあるぞ、\x0f\x03\x01{[0301|cdcc4c3e]}でアームを{r2[だ]}出{/r2}せ\x0f\x03\x01
W4G1_218	{[0301|cdcc4c3e]}を{r2[かたむ]}傾{/r2}け　アームを{r2[うご]}動{/r2}かせ\x0f\x03\x01
W4G1_222	{[0301|cdcc4c3e]}で　アームを{r2[うご]}動{/r2}かせ\x0f\x03\x01
W4G1_219	{[0301|cdcc4c3e]}よし、つかむんだ\x0f\x03\x01
W4G1_220	{[0301|cdcc4c3e]}{r2[ひ]}引{/r2}きあげろ\x0f\x03\x01
W4G1_221	{[0301|cdcc4c3e]}よし、{r2[ふじょう]}浮上{/r2}する\x0f\x03\x01{[0100|c4090000]}
W4G1_226	{[0301|cdcc4c3e]}{r2[こてい]}固定{/r2}されているようだ\x0f\x03\x01
W4G1_223	なに？　このふくろ。\n{r2[なか]}中{/r2}には　なにが\nはいってるのかしら。
W4G1_224	おっき～！\nこれ　どこかで\n{r2[や]}焼{/r2}いたりしてみた～い。
W4G1_225	{r2[かん]}缶{/r2}づめ？\nあけてみたいけど\n{r2[かんき]}缶切{/r2}りがないから　むりかも。
W4G1_30	おっきーい！　なにこれ！？{[0100|c4090000]}
W4G1_211	{[0301|cdcc4c3e]}これは…\n{r2[うみ]}海{/r2}の{r2[そこ]}底{/r2}に　{r2[きょだい]}巨大{/r2}なダイヤとは\n{r2[こだいじん]}古代人{/r2}もビックリだな！\x0f\x03\x01
W4G1_68	{[0301|cdcc4c3e]}{r2[あな]}穴{/r2}があるな\x0f\x03\x01{[0100|c4090000]}
W4G1_87	{[0301|cdcc4c3e]}ちがうな\x0f\x03\x01{[0100|dc050000]}
W4G1_92	あいたー！　{r2[なか]}中{/r2}に{r2[はい]}入{/r2}ってみません！？{[0100|b80b0000]}
W4G1_97	{[0301|cdcc4c3e]}{r2[ふじょう]}浮上{/r2}するか？\x0f\x03\x01{[0104|0a007900650073006e006f000100000000000000]}
W4G1_96	タウンにもどりますか？{[0104|0a007900650073006e006f000100000000000000]}
W4G1_7	{r2[しゅっこう]}出航{/r2}しますかー？{[0104|0a007900650073006e006f000100000000000000]}
W4G1_14	ボクの　だいじなもの\n{r2[うみ]}海{/r2}に　おとしちゃった…
W4G1_15	ありがとう！\nその{r2[ふくろ]}袋{/r2}　ボクが　おとした　\nだいじな　サイフだよ。{[0004]}おれいに　ちょびっとだけ\nコインを　わけてあげるよ。
W4G1_23	ボクって　こがねもち　でしょ。
W4G1_6	この{r2[うみ]}海{/r2}には\nたたかいのための　{r2[しま]}島{/r2}があるんだ。{[0004]}うでに　じしんがあるなら\nいってみたら？{[0004]}ここから　{r2[した]}下{/r2}にある　がんしょうの\n{r2[ひだり]}左{/r2}がわに　あるよ。
W4G1_10	{r2[うみ]}海{/r2}のそこに\nキラキラしたものが　みえるんだ！\nきっと　おたからに　ちがいないよ。
W4G1_13	なーんだ　{r2[かん]}缶{/r2}づめだったの。\nまだ　{r2[あ]}開{/r2}いてないみたいだけど\nなかみは　だいじょうぶかな？
W4G1_19	{r2[かん]}缶{/r2}づめ　おいしかった？
W4G1_50	キリが　すごい。{[0004]}キリのなかを\nもくてきちも　わからず\nすすむのは　ぜったいムリ。
W4G1_56	{r2[うみ]}海{/r2}って　ひろい。\nまよったら　{r2[かいず]}海図{/r2}。\nこれ　だいじ。
W4G1_4	さいきん　この{r2[うみ]}海{/r2}に\nカミテープが　あらわれたんだ。{[0004]}{r2[うみ]}海{/r2}に　もぐったり、あらわれたり\nいったい　どこに\nつながってるんだろう？
W4G1_5	カミテープが　きえたよ。\nきっと　どこかの　ヒゲの\nヒーローが　かつやくしたんだろうね。
W4G1_57	{r2[うみ]}海{/r2}は　ひろくて　{r2[いどう]}移動{/r2}がたいへんだ。\nの{r2[かそく]}加速{/r2}は　つかってる？
W4G1_62	そのパワーアップした　{r2[ふね]}船{/r2}なら\nの{r2[かそく]}加速{/r2}で　テキも　ふっ{r2[と]}飛{/r2}ばせそう。
W4G1_3	{r2[うみ]}海{/r2}のそこに　ひときわ　{r2[おお]}大{/r2}きな\n{r2[かい]}貝{/r2}が　みえるんだ。{[0004]}さすがに　もぐって\nあそこまで　いけないよ。
W4G1_8	すごーい！\n{r2[おお]}大{/r2}きな{r2[かい]}貝{/r2}　とれたんだね。{[0004]}やいて　たべたら　おいしそうだね。\n{r2[バーベキュー]}ＢＢＱ{/r2}　したくなっちゃうよ。
W4G1_17	{r2[おお]}大{/r2}きな{r2[かい]}貝{/r2}　おいしかった？
W4G1_18	この{r2[うみ]}海{/r2}には　ぜんぶで\n１１の{r2[しま]}島{/r2}が　あるんだよ。\nみつけられた？
W4G1_27	すごい！\nこの{r2[うみ]}海{/r2}にある　１１の{r2[しま]}島{/r2}を\nぜんぶ　みつけたんだね。
W4G1_58	ゲッソーみたいな　かたちの\nがんしょうが　あるらしい。\n{r2[かいず]}海図{/r2}に　のってない？
W4G1_61	クラブ{r2[じま]}島{/r2}には　いった？\nここから　{r2[ひだりした]}左下{/r2}　のほうに\nすすむと　みえてくるよ。
W4G1_64	キノピオの{r2[ぞう]}像{/r2}って　ナゾだよね。\nこんど　ぜんぶの{r2[しま]}島{/r2}の{r2[ぞう]}像{/r2}を\nめぐってみようかな。
W4G1_389	うわー\nぶきみですわ…{[0004]}しかも　このドクロって\nよく{r2[み]}見{/r2}たら\nまるで　お{r2[かお]}顔{/r2}みたいですわ…
W4G1_380	{[0301|cdcc4c3e]}この{r2[しま]}島{/r2}に　{r2[なに]}何{/r2}があるかは\n{r2[じぶん]}自分{/r2}たちで　{r2[たし]}確{/r2}かめてみろ。\x0f\x03\x01
W4G1_74	{[0200]}{r2[ごくらく]}極楽{/r2}に{r2[き]}来{/r2}たければ\x0f\x02\0\n{[0200]}ダイヤ{r2[じま]}島{/r2}で　３つのオーブを\x0f\x02\0\n{[0200]}{r2[て]}手{/r2}に{r2[い]}入{/r2}れよ\x0f\x02\0
W4G1_129	ごくらく？\nそんな　わけわかんない　ところ\nどこにあるかも　しらないし…
W4G1_75	{[0200]}さーがして　みーつけて\x0f\x02\0\n{[0200]}さあ　おいで～　はい！\x0f\x02\0\n{[0200]}パ～ラダ～イス～♪\x0f\x02\0
W4G1_332	おいで～　ですって！？\nおもしろそう！{[0004]}でも…　{r2[い]}行{/r2}ってみたいけど\n{r2[むらさき]}紫{/r2}テープが　あるしなあ…
W4G1_385	わー！\nキリが　ぜんぶ　なくなりましたー！\nすごーい！
W4G1_102	ありがとうございます！\nお{r2[れい]}礼{/r2}に　この{r2[うみ]}海{/r2}にねむる\nおたからの{r2[ばしょ]}場所{/r2}を　{r2[おし]}教{/r2}えます。
W4G1_103	そうなんです。{[0004]}そうなん　しちゃったんです。\nここで　むかえを{r2[ま]}待{/r2}ちます。
W4G1_392	さーて、キリも　なくなって\nこれで　おーうなばらの\nどこでも　いけちゃうかも！
W4G1_387	あっ　ほら\nあそこに　カミテープもあるし！\nそれじゃ　しゅっぱーつ！
W4G1_77	なにこれ？\nこのマーク　だいじそうだけど\nわたしには　ぜんぜん　わかんない。{[0004]}わかんないから\nメモだけ　しておきますわ。{[0004]}おーうなばらに　いるとき\nで　{r2[よ]}呼{/r2}んでくれたら\nいつでも　お{r2[み]}見{/r2}せしますわね。
W4G1_333	これ　もう\nメモしてありますわ。\nで　いつでも　お{r2[み]}見{/r2}せします。
W4G1_83	{r2[で]}出{/r2}ました、また　このマーク。\nやっぱり　わかんないから\nメモだけしておきますね。
W4G1_337	このマークは　もう\nわたしたちには　いらないかも。
W4G1_65	わー　ほんとに　このかたち、\nおつきさま　みたい！{[0004]}みかづき、っていうんですね。\nべんきょうになったなー
W4G1_31	ありがとうございます！\nお{r2[れい]}礼{/r2}に　この{r2[うみ]}海{/r2}にねむる\nおたからの{r2[ばしょ]}場所{/r2}を　{r2[おし]}教{/r2}えます。
W4G1_46	こんどは\n{r2[わたし]}私{/r2}が　{r2[つ]}釣{/r2}ってみようかな？
W4G1_47	あれ？\n{r2[およ]}泳{/r2}いでいたはずなのに\nいつのまに　{r2[りく]}陸{/r2}にあがったんだろ？
W4G1_120	この{r2[しま]}島{/r2}って\nミカヅキ　みたいですよね。
W4G1_121	この{r2[しま]}島{/r2}って\nマンゲツ　だったんですね。
W4G1_9	{[0200]}サカナ{r2[つ]}釣{/r2}りをする？\x0f\x02\0{[0104|0a007900650073006e006f000100000000000000]}
W4G1_12	{[0200]}サカナ{r2[つ]}釣{/r2}りをやめる？\x0f\x02\0{[0104|0a007900650073006e006f000100000000000000]}
W4G1_11	ここで　{r2[つち]}土{/r2}ガミさまって、\nいったい　なんでしょう？{[0004]}なにが　おきるか　わからないけど、\nとりあえず　もりあげてみます？
W4G1_20	うわー！\nみかづきが　まんげつに\nなっちゃいました。
W4G1_173	{[0200]}３つのオーブを　{r2[て]}手{/r2}に{r2[い]}入{/r2}れるには\x0f\x02\0\n{[0200]}ダイヤ{r2[じま]}島{/r2}をめざせ。\x0f\x02\0
W4G1_152	わーい\nなにが　{r2[はい]}入{/r2}ってるのかしら？\nわくわくわく。
W4G1_154	おめでとう！\nダイヤのカギ　ゲットです～！
W4G1_153	なにこれ\nお{r2[てがみ]}手紙{/r2}？
W4G1_159	カギを{r2[て]}手{/r2}に{r2[い]}入{/r2}れたよ！\nキノコの{r2[しま]}島{/r2}で{r2[ま]}待{/r2}ってるね。\n{[0202]}{color[2e7611ff]}ルイージ{color[404040ff]}\x0f\x02\x02
W4G1_174	あら？\nまだなにか　{r2[はい]}入{/r2}ってるみたい。
W4G1_177	なにそれ？\nにぎるのに　ちょうどよさそうな\nサイズ{r2[かん]}感{/r2}ですけど。
W4G1_394	カギを{r2[て]}手{/r2}に{r2[い]}入{/r2}れたら\nこの{r2[せきばん]}石板{/r2}も　{r2[わす]}忘{/r2}れず{r2[み]}見{/r2}てね～！
W4G1_21	{[0301|cdcc4c3e]}{r2[みかづき]}三日月{/r2}は{r2[み]}満{/r2}ちて\n{r2[まんげつ]}満月{/r2}となる、か…\x0f\x03\x01{[0004]}{[0301|cdcc4c3e]}ミカヅキ{r2[じま]}島{/r2}は　もはや\nマンゲツ{r2[じま]}島{/r2}として\n{r2[かた]}語{/r2}り{r2[つ]}継{/r2}がれるだろう。\x0f\x03\x01
