announce.msbt
AnnounceEmpty	No notifications yet.
W6C2_28	I've been looking everywhere, but\nI just can't find it. I'm-a sorry for\nletting you down, Bro.\x0e\0\x04\0It's got to be somewhere...\ndoesn't it?
W6C2_98	Aww, don't worry about it, Luigi.\nYou tried really hard, and that's\nwhat counts sometimes.
W6C2_36	You did your best, Luigi...
W6C2_39	The one key I couldn't find...
W6C2_99	Bah! This is Luigi we're talking\nabout, right? The key's probably\nright around here somewhere, and\nhe doesn't even know it!
W6C2_109	We need to find the key and get\ninto the castle! What can we do?
W6C2_134	I'm-a sorry, Bro.
W6C2_4	Bwahaha! No wonder your kart\nis so slow. How long has that\nthing been stuck in the pipe?!
W6C2_110	Mamma mia! It's been there the\nwhole time? So all this searching\nI've been doing was for nothing...
W6C2_5	Well, you had a way of finding\nOTHER keys that we needed,\nright when we needed them.\nThat was helpful!\x0e\0\x04\0And now you've brought us the\nright key at the right time. Way\nto go, Luigi!
W6C2_106	Really? Well, it's no big deal.\nI guess I just got lucky...
W6C2_111	Bahaha! You heard him. It was luck!\nSo let's cut the pity party and bust\ninto that castle already!
W6C2_122	Not this again...
W6C2_123	Unfold...unfold...UNFOLD! BAH!
W6C2_7	\x0e\x01\x03\x04\x02\0\0\0You're finally here, Mario.\nI'm so happy. So... Happy...
W6C2_8	Princess! I'm-a coming!
W6C2_9	\x0e\x01\x03\x04\x02\0\0\0Follow me...
W6C2_44	Won't open, huh? I bet they didn't\neven put anything on the other side.\nBah! Patch in the rest of the castle,\nyou cowards!
W6C2_10	\x0e\x01\x03\x04\x02\0\0\0You are the blessed few to have\nbeen invited by King Olly himself.\x0e\0\x04\0\x0e\x01\x03\x04\x02\0\0\0Come along, and witness!
W6C2_40	\x0e\x02\0\0{s[150]}An origami castle?!{s[100]}\x0f\x02\0
W6C2_37	I can't believe it. He folded up\nPeach's Castle into his own\norigami castle!\x0e\0\x04\0I guess he really is serious about\nturning everything in the world\ninto origami...
W6C2_38	So it's all folded up now. Big deal!\nIt's still Peach's Castle, right?\x0e\0\x04\0Your brother and Princess Peach\nare both still in there, so let's go\nget 'em!
W6C2_121	I have a feeling that it's going to be\npretty dangerous up ahead, Mario.\nMaybe you should save first...
W6C2_29	\x0e\x03\x02\0It's Mario! Alert King Olly!\x0f\x03\x02
W6C2_32	I ordered you to stop Mario and\nhis friends, and you've failed.\x0e\0\x04\0You pathetic cowards!
W6C2_78	\x0e\x03\x02\0I was going to retire tomorrow...\x0f\x03\x02
W6C2_113	\x0e\x03\x02\0Recycle me...\x0f\x03\x02
W6C2_114	I suppose this is fitting.\nWelcome to Origami Castle, Mario.
W6C2_112	Hold on, Brother!\x0e\0\x04\0Folding Peach's Castle into this\norigami castle is too far. There's\nno coming back from that!\x0e\0\x04\0If you do anything worse, I...I...
W6C2_33	Oh, my dear Olivia... If only you\nshared my wisdom. If only you\nshared my VISION for an origami\nkingdom...\x0e\0\x04\0I assure you...folding all of Peach's\nCastle into origami is just the\nbeginning...
W6C2_34	Mario, since I know best, I have\nrefolded this castle in my image.\nI sincerely hope you enjoy it.
W6C2_77	How do you like Origami Castle\nso far? Too easy?\x0e\0\x04\0Say no more. I hear your feedback\nloud and clear and will be happy\nto implement changes immediately!
W6C2_83	Whaaat?! Did they just steal\nthat Magic Circle?
W6C2_85	\x0e\x03\x02\0It's Mario! Get him, everybody!\x0f\x03\x02
W6C2_18	You're not giving up, huh?\nGuess you really like those\nflat losers. Pathetic.\x0e\0\x04\0Anyway, it doesn't matter.\nMy vision of a perfect origami\nkingdom is almost realized...
W6C2_17	Huh?! You're still working on some\nevil plan?\x0e\0\x04\0Why won't you just give up?!
W6C2_19	How dare you criticize me!\nIf it weren't for me, you wouldn't\neven be here.\x0e\0\x04\0Whatever. I'm tired of trying to\nexplain myself to fools. You leave\nme with no choice.
W6C2_25	Bind them.
W6C2_26	Hey! That's the thing! That's the\nthing that turned me into...this!\x0e\0\x04\0Mario...you GOTTA win this one!
W6C2_20	Ahhh...something came loose...
W6C2_21	Ooh! This could be our chance to\nfix poor Bowser!
W6C2_22	C'mon, Mario! Use your hammer and\nflatten me out. I let you fire my\ncannon, remember? You owe me!
W6C2_23	YES! I'M BACK! We never speak of\nthis again. Got it?!
W6C2_89	Wow! So that's what you actually\nlook like? You're so big and strong!\x0e\0\x04\0...And kinda scary too...
W6C2_96	BWAHAHA! That's right! Now, let's\nfind that twerp brother of yours\nand see what HE thinks of me in\nall my glory.\x0e\0\x04\0...I also wouldn't mind showing\nPrincess Peach that I'm not a\nsandwich board anymore.
W6C2_35	Where are you going?! I'm not\ngoing anywhere until I get my\nrevenge. I'll wait here!
W6C2_76	All right, let's go!\x0e\x01\0\x04\xc4\t\0\0
W6C2_104	All right! If I know evil lairs—and\nI think I do—this should be the top\nfloor. That's where the throne room\nusually is.\x0e\0\x04\0Your brother must be on the\nother side of that door. So let's\ngo get him!
W6C2_107	I...I'm scared.\x0e\0\x04\0I can't believe my own brother\nwould set that vicious Stapler\non me.\x0e\0\x04\0Can we even stop him now?\nOr is he already too powerful...
W6C2_118	Thank you, Mario. You're always\nthere for me when I'm at my\nabsolute flimsiest...
W6C2_127	This has just been such a long\nand difficult journey...\x0e\0\x04\0But I've had so much help along the\nway! I'm so grateful for you and\nLuigi, Kamek, the Bowsers...\x0e\0\x04\0and Bobby, of course...\x0e\0\x04\0{s[075]}Oh, and the professor, Captain T. Ode,\nOl' Grandsappy, the Shangri-Spa Toads,\nthe sea captain, the oarsman, and the\nOrigami Craftsman...{s[100]}
W6C2_128	You've all been so amazing\nand helpful...\x0e\0\x04\0And now I just feel bad that\nI'm putting you all in danger\nyet again...
W6C2_108	Hey, origami girl! Look at me. I'm\nBowser! I breathe fire and punch\nthrough solid rock sometimes! You\nthink I'm scared of that little twerp?\x0e\0\x04\0Plus, I mean...I'm raising Junior. You\nthink that's easy? Try parenting a\n"high-energy" kid with access to\na flying car and his own army!\x0e\0\x04\0Your brother doesn't scare me.
W6C2_116	Wow. That really puts it\nin perspective.
W6C2_117	You know what? I'm feeling better!\nHow about you, Mario? Are you\nready to do this?
W6C2_119	All riiiight! I feel like I'll be ready\nto do my part when the time comes.\x0e\0\x04\0I just have to do my best and\ncount on all of you—my friends!
W6C2_105	Well, you're finally here.\nTook you long enough.\x0e\0\x04\0As a matter of fact, it took you\nso long that there's nothing\nyou can do to stop me now.
W6C2_129	Brother! Are you still planning\nmore terrible things?!
W6C2_132	Yeah! Who do you think you are,\nfolding up me and my minions like\nthat? Like you could keep all THIS\nfrom bustin' loose!\x0e\0\x04\0Anyway, where's Princess Peach?\nIs she safe? Is she comfortable?\nDoes she have something to read?\n...Asking for a friend.
W6C2_130	Oh, the princess is right in\nfront of you. Behold!
W6C2_86	I told you, didn't I? That I would\ntransform all of Peach's Castle\ninto an origami castle. Including\nthe princess herself.\x0e\0\x04\0She is at one with the castle now.\nBeautiful, precious, and silent.\nI'm sure she's happier this way.
W6C2_47	You monster! Folding Princess Peach\ninto the castle is too much. You've\ngone too far!\x0e\0\x04\0You couldn't possibly do anything\nworse! Except... Wait... *gasp*
W6C2_87	All those paper cranes...\nYou wouldn't...
W6C2_48	I would. And I did.\x0e\0\x04\0Witness the Thousand Cranes\ntechnique! He who has the patience\nto fold 1,000 origami cranes shall\nhave any wish granted.\x0e\0\x04\0That is real, ultimate power, and I\nshall use it to turn every last one\nof those wretched Toads into mere\nblank paper.
W6C2_49	What?! That's crazy talk. The\nToads can't come back from\nthat, you know.\x0e\0\x04\0I wouldn't even do that. And I've\ndone some mean stuff, believe me!\nAsk Kamek!
W6C2_50	I still don't understand what\nyou've got against the Toads.\x0e\0\x04\0Do you realize that even YOU\nwere originally folded by a Toad?
W6C2_51	Of course I do! He's the whole\nreason I'm doing this!\x0e\0\x04\0That fool disrespected the very\npaper I am made of...\x0e\x01\0\x04\xf4\x01\0\0\x0e\x01\x01\0 He scribbled\nall over it!\x0e\0\x04\0Now I bear the hideous scar of\nhis negligence and disregard for\norigami... And he shall pay!
W6C2_52	THAT'S why you're doing this?
W6C2_54	But even if you're mad at him,\nwhy take it out on all of the\nother Toads?
W6C2_53	If you've seen one Toad, you've\nseen them all! They're all the\nsame to me!\x0e\0\x04\0That's why I have to turn them all\ninto blank pieces of scrap paper.\nSo I never have to see a single one\nof their stupid faces again!\x0e\0\x04\0That...is my vision for a glorious\norigami kingdom.
W6C2_115	As for you, Mario. You've proven\nto be quite annoying.\x0e\0\x04\0But there's nothing you can do\nnow to stop me. Already, 999 of\nmy cranes are complete...
W6C2_120	After I defeat you...\x0e\x01\x01\0I'll honor your\npaper by folding you into the very\nlast crane!
W6C2_126	No, Olivia...\x0e\0\x04\0That hammer attack was divine.\nYou put everything into it...and\nit was enough to awaken me from\nthis dark dream.\x0e\0\x04\0I was too proud, too entitled...\nMy heart was blintzed, my path\nwas creased... I was a mess.
W6C2_57	I'm sorry, Brother. I had no choice...\x0e\0\x04\0Oh, but your poor body is all\ncrumpled now. Maybe I went\ntoo far...
W6C2_58	Wait...what's this? On your belly?
W6C2_59	Oh...*cough*! It hurts to move, but...\nThat is the cause of all of this\nmadness. The careless scrawl\nthat Toad marked me with...\x0e\0\x04\0Read it for me, will you? I must know\nwhat is written there... What words\nor gibberish mark this foolish body?\nPlease...I could use one last laugh.
W6C2_88	OK. Um, let's see...
W6C2_60	\x0e\x01\x03\x04\0\0\0\0\x0e\x02\0\0{s[100]}{c[7a44a9]}Dearest Olly, may you grow{c[404040]}{s[100]}\x0f\x02\0\n\x0e\x02\0\0{s[100]}{c[7a44a9]}into a fair and kind king.{c[404040]}{s[100]}\x0f\x02\0\x0e\x01\0\x04\xb8\x0b\0\0
W6C2_61	...It's not just a scribble.\x0e\0\x04\0It's a very sweet message from the\nOrigami Craftsman. He just wished\nyou the best as a new king...
W6C2_62	Ha. HA.\x0e\0\x04\0AHAHAH!\x0e\0\x04\0Oh, I've been a terrible king.\nTo think, this is how I repaid\nhis kindness.
W6C2_131	I just became so blinded by rage.\nI did so many unforgivable things...\x0e\0\x04\0I'm so sorry that Princess Peach\nand Mario became caught up in\nall this.
W6C2_124	Olivia...there's something you must\ndo for me.\x0e\0\x04\0Please accept these 999 cranes.\nAnd then fold my body into the\n1,000th.
W6C2_125	When the last fold is complete,\nyou will gain the ability to have\nany wish granted.\x0e\0\x04\0I don't suppose it'll make up for\neverything I've done, but it's\nall I have left.
W6C2_133	I'm begging you, Olivia.\nDo this for me.
W6C2_64	\x0e\x02\0\0{s[150]}BROTHER!{s[100]}\x0f\x02\0
W6C2_65	Mario...I have something\nto confess...
W6C2_84	I don't know how to fold a crane!\x0e\0\x04\0Maybe Olly could have taught\nme—after all, he folded the whole\ncastle and even ME—but look\nat him now...
W6C2_66	Hey, guys! I hope I didn't miss\ntoo much. I found the Origami\nCraftsman!\x0e\0\x04\0Maybe he can talk Olly out of all\nthis nonsense, right? Because he's\nthe one who originally folded him!
W6C2_82	Ah yes... I remember this paper\nwell. Such a lovely royal purple...\x0e\0\x04\0And Olivia! So good to see you\nmaking use of the giant-hammer\ntechnique I folded into your design.
W6C2_67	Wait! There are an awful lot\nof cranes here. Is one of you\nattempting the forbidden 1,000-\ncrane technique?!
W6C2_68	Yes, but...I promise I won't use\nit for evil! Can you teach me\nhow to fold the last crane?\x0e\0\x04\0I want to fulfill my brother's final\nwish and complete the thousandth\ncrane myself.
W6C2_69	Very well, I will teach you. I suppose\nall of this trouble is my fault, in a\nway. After all, I was the one who\noriginally folded your brother.\x0e\0\x04\0This will be my last Fold of Life,\nthen. Olivia...prepare to fold as\nyou have never folded before!
W6C2_70	Well done. With that, the technique\nis complete.\x0e\0\x04\0You may make your wish, Olivia.
W6C2_71	OK. My wish...my wish...
W6C2_79	Thousandth crane, grant\nme my wish...
W6C2_90	May all of the origami folded by\nmy brother be undone!
W6C2_72	Where are you going, Bro?\nI'll just wait here...
W6C2_73	You're back! Let's-a go.
W6C2_74	Bah! Pipes are your thing. I'll be here\nwhen you get back.
W6C2_75	Finally. C'mon, let's do this!
W6C2_80	Has there always been a pipe here?\nI wonder if it's connected somewhere\noutside...
W7C1.msbt
W7C1_106	GAH! Phew! Thank you so much,\nMario... I thought I'd be jammed\nin there forever!\x0e\0\x04\0This is one of the Sensor Lab's\nsatellite offices, located right here\nin \x0e\x03\0\x04\0\0\0\0.
W7C1_107	We develop advanced sensory tech\nto help adventurers like you! I can't\noffer you anything myself, but...\x0e\0\x04\0I'm sure the head researcher has\nsomething useful! You should pay\nhim a visit!
W7C1_120	Getting to the main Sensor Lab\nis a total breeze. Let me show you\nsome truly cutting-edge tech...
W7C1_108	We've developed this "fax travel"\nsystem to help folks zip between\nour many office locations.\x0e\0\x04\0It'll let you zap from this satellite\noffice to our main Sensor Lab in an\ninstant! Give it a try!
W7C1_49	What do you say, Mario? Want to\n"fax travel" to our main Sensor Lab\nlocation?\x0e\x01\x04\x14\n\0y\0e\0s\0n\0o\0\x01\0\0\0\0\0\0\0
W7C1_48	Want to "fax travel" to\nthe main Sensor Lab?\x0e\x01\x04\x14\n\0y\0e\0s\0n\0o\0\x01\0\0\0\0\0\0\0
W7C1_110	This is one of the Sensor Lab's\nsatellite offices, located right here\nin \x0e\x03\0\x04\0\0\0\0.\x0e\0\x04\0You can use our fancy machine to\n"fax travel" to the main Sensor Lab!
W7C1_118	If you exit Shogun Studios, your\nCommoner Pass will be nullified.\nAre you sure you're ready to leave?\x0e\x01\x04\x14\n\0y\0e\0s\0n\0o\0\x01\0\0\0\0\0\0\0
W7C1_85	Sensational! You found me, Mario!\nThis is perfect! I've finally found a\nsuitable tester...\x0e\0\x04\0See, I'm the head researcher here\nat the Sensor Lab.\x0e\0\x04\0We develop technology capable of\ndetecting all kinds of things that\nare otherwise difficult to see.\x0e\0\x04\0Sensor tech is changing the world!\nWe're breaking conventions and\nshifting all manner of paradigms!
W7C1_86	Because you've shown an aptitude\nfor Toad detection, I shall let you\ntest our new creation...Toad Radar!\x0e\0\x04\0With this little beauty, you can suss\nout hidden Toads without suffering\neven a single crease in your brow!
W7C1_113	Sensational. I've truly outdone\nmyself this time...\x0e\0\x04\0Ah! Mario! Join me in a little\nthought experiment, won't you?\x0e\0\x04\0What if, rather than detect unseen\nobjects...we were to create a device\nthat makes YOU undetectable?\x0e\0\x04\0You needn't wonder! Feast your\neyes, while you can, upon...the\nLamination Suit!\x0e\0\x04\0Wearing this will make it easier for\nyou to sneak by enemies! BOOM!\nAnother paradigm shifted!
W7C1_115	At long last...my opus is complete.\nMy work has reached its zenith.\x0e\0\x04\0My Hidden Block Unhider will turn\nnearby hidden blocks into regular,\nunhidden blocks!\x0e\0\x04\0We've taken this paradigm and\nHURLED it into the lake of progress!\nBEGONE, PARADIGM!
W7C1_89	Hop down that pipe and I'll give you\na quick primer on how to work the\n\x0e\x03\0\x04\0\0\0\0.
W7C1_97	I must say, that went exceedingly\nwell. The Toad Radar didn't even\nexplode this time! How lucky!\x0e\0\x04\0All that remains before certification\nis a robust field test.\x0e\0\x04\0Go out into the world, Mario!\nUse the Toad Radar to rescue\nsome hapless, folded Toads!
W7C1_98	Yet another explosion-free test!\nThis may be our longest streak ever!\x0e\0\x04\0We're free to advance to the\nfield test for this item as well.\x0e\0\x04\0As I mentioned in the test, more-\npowerful foes may still sense your\npresence. Be careful out there!
W7C1_99	We have shifted every existing\nparadigm. A new era of superior\nsensory apparatus is dawning.\x0e\0\x04\0You know what to do, Mario. Take\nthis Hidden Block Unhider with you!\nFind every ? Block out there!\x0e\0\x04\0Most importantly, if it explodes...\ndo NOT tell anyone. I've already\nsent some rather boastful faxes.
W7C1_100	When the battery runs out, you can\nuse our proprietary device charger\nto juice it back up! However...\x0e\0\x04\0Its use requires a MODEST donation.\nPower isn't cheap, and funding is\nhard to come by...
W7C1_6	My work here is incomplete. There\nare paradigms yet unshifted, so...\nback to it!
W7C1_88	My work is finally complete.\nSo...now what?\x0e\0\x04\0I guess I could...find a new hobby?\nMaybe I'll learn how to fold origami...
W7C1_116	Would you like to test\nthe \x0e\x03\0\x04\0\0\0\0?\x0e\x01\x04\x14\n\0y\0e\0s\0n\0o\0\x01\0\0\0\0\0\0\0
W7C1_117	Want to go one more round with the\n\x0e\x03\0\x04\0\0\0\0? No rush!\x0e\x01\x04\x14\n\0y\0e\0s\0n\0o\0\x01\0\0\0\0\0\0\0
W7C1_114	Aha! I sensed you'd be back for\nmore, Mario! Which of my creations\nwould you like to test today?\x0e\x01\x04\x1a\x10\0W\07\0C\01\0_\01\00\09\0\x03\0\0\0\0\0\0\0
W7C1_109	Toad Radar\nLamination Suit\nHidden Block Unhider\nCancel
W7C1_96	I sensed...wrong? Oh, dear me.\nThis will require some serious\nrecalibration.\x0e\0\x04\0If you change your mind, our doors\nare always open for testing!
W7C1_102	PREPARING CHARGE. REQUIRES\n\x0e\x03\0\x04\0\0\0\0 COINS. BEGIN CHARGING?\x0e\x01\x04\x14\n\0y\0e\0s\0n\0o\0\x01\0\0\0\0\0\0\0
W7C1_112	INSUFFICIENT COINS.\nCHARGE CANCELED.
W7C1_111	PLEASE EQUIP A SENSOR DEVICE.
W7C1_101	SENSOR DEVICE IS ALREADY\nFULLY CHARGED.
W7C1_66	NOW CHARGING...
W7C1_104	CHARGING COMPLETE.
W7C1_36	Ah, I'm afraid that office is being\nunresponsive. Perhaps there's a\npaper jam on the other end?
W7C1_119	Would you like to visit our satellite\noffice at \x0e\x03\0\x04\0\0\0\0?\x0e\x01\x04\x14\n\0y\0e\0s\0n\0o\0\x01\0\0\0\0\0\0\0
W7C1_32	Which satellite office would you\nlike to visit?\x0e\x01\x04\x18\x0e\0W\07\0C\01\0_\03\03\0\x06\0\0\0\0\0\0\0
