album.msbt
armor.msbt
Fighter00	みならいのよろい
RescueQuest01_Main_B_03	{r2[しんぱい]}心配{/r2}で　どうにか\nなっちゃいそう{[1100|02cd100073006f00720072006f0077005f004500]}{[1100|00cd100073006f00720072006f0077005f004500]}{[1100|00cd08007700610069007400]}
RescueQuest01_Main_B_04	{r2[いっしょう]}一生{/r2}の\nおねがい{[1100|02cd100062006100740074006c00650049006e00]}{[1100|00cd1400730075007200700072006900730065005f004500]}
RescueQuest01_Main_B_05	{[0f01|01cd]}を\nたすけて！{[1100|02cd100073006f00720072006f0077005f004500]}{[1100|00cd10006e006f0072006d0061006c005f004500]}
RescueQuest01_Yes_B_00	ほっ　ほんと？\nありがとう！{[1100|02cd160069006d0070007200650073007300650064005f004500]}{[1100|00cd0e0073006d0069006c0065005f004500]}
RescueQuest01_Yes_B_01	{[0f01|01cd]}を\nさらったのは…{[1100|02cd0e0061006e006700650072005f004500]}{[1100|00cd10006e006f0072006d0061006c005f004500]}
RescueQuest01_Yes_B_02	{[1002|00cd]}\nから{r2[き]}来{/r2}た　{r2[かいぶつ]}怪物{/r2}だよ{[1100|00cd0e0061006e006700650072005f004500]}{[1100|00cd0a006e006f00640030003100]}
RescueQuest01_Yes_B_03	おねがい\nいそいで！{[1100|02cd0c00610066007200610069006400]}{[1100|00cd100062006100740074006c00650049006e00]}
RescueQuest01_No_B_00	そっ\nそんなあ{[1100|02cd1000730074006100720074006c0065006400]}
RescueQuest01_No_B_01	どうしよう\nどうしよう{[1100|02cd0600630072007900]}{[1100|00cd100073006f00720072006f0077005f004500]}
RescueQuest01_Order_B_00	{[0f01|01cd]}\n{r2[ぶじ]}無事{/r2}でいて{[1100|02cd100073006f00720072006f0077005f004500]}
RescueQuest01_Defeat	たすかったの？
RescueQuest01_ReturnFace	はっ！
ClearRescueQuest01_first_E_00	{[0f01|01cd]}！{[1100|04cd1400730075007200700072006900730065005f004500]}{[1100|05cd1400730075007200700072006900730065005f004500]}{[1100|00cd1400730075007200700072006900730065005f004500]}
ClearRescueQuest01_first_E_01	{r2[しんぱい]}心配{/r2}したよ\n{r2[ぶじ]}無事{/r2}でよかった{[1100|04cd160069006d0070007200650073007300650064005f004500]}{[1100|00cd10006e006f0072006d0061006c005f004500]}
ClearRescueQuest01_first_F_02	こわかったよー\n{[0f01|00cd]}{[1100|05cd0600630072007900]}
ClearRescueQuest01_first_E_03	よしよし{[1100|04cd160069006d0070007200650073007300650064005f004500]}{[1100|04cd0a006e006f00640030003100]}{[1100|00cd0e0073006d0069006c0065005f004500]}
ClearRescueQuest01_first_a_E_00	ありがとう\nございました{[1100|04cd06006e006f006400]}{[1100|00cd10006e006f0072006d0061006c005f004500]}
ClearRescueQuest01_first_a_F_01	ありがとう{[1100|05cd080067006c0061006400]}{[1100|00cd0e0073006d0069006c0065005f004500]}
ClearRescueQuest01_first_a_E_02	コレ　{r2[こころ]}心{/r2}からの\nお{r2[れい]}礼{/r2}です{[1100|04cd08006700690076006500]}{[1100|05cd08007700610069007400]}
ClearRescueQuest01_second_E_00	さあ　{r2[かえ]}帰{/r2}ろ\n{[0f01|01cd]}{[1100|04cd100067006f006f0064004d006f006f006400]}
ClearRescueQuest01_second_F_01	うんっ{[1100|05cd100067006f006f0064004d006f006f006400]}{[1100|00cd0e0073006d0069006c0065005f004500]}
RescueQuest01_Cleared_B_00	{[0f01|01cd]}が…{[1100|02cd160069006d0070007200650073007300650064005f004500]}
RescueQuest01_Cleared_B_01	{[0f01|01cd]}が\n{r2[かえ]}帰{/r2}ってきたー！{[1100|02cd100067006f006f0064004d006f006f006400]}{[1100|00cd0e0073006d0069006c0065005f004500]}
RescueQuest01_WindowMsg	{r2[とも]}友{/r2}だちの　{[0f01|01cd]}が\nさらわれた！\nたすけて！
RescueQuest01_InfoMsg	{[0f01|01cd]}を　たすけよう！
RescueQuest01C_Main_B_00	あわわわ\nどうしよう…{[1100|02cd100061006600720061006900640030003100]}
RescueQuest01C_Main_B_01	{r2[とも]}友{/r2}だちの\n{[0f01|01cd]}が…{[1100|02cd100073006f00720072006f0077005f004500]}{[1100|00cd0c00770065006c006c0030003000]}
RescueQuest01C_Main_B_02	{[0f01|01cd]}が\nさらわれたんだ！{[1100|02cd1400730075007200700072006900730065005f004500]}{[1100|00cd1000730074006100720074006c0065006400]}
RescueQuest01C_Main_B_03	{r2[しんぱい]}心配{/r2}で　どうにか\nなっちゃいそう{[1100|02cd100073006f00720072006f0077005f004500]}{[1100|00cd100073006f00720072006f0077005f004500]}
RescueQuest01C_Main_B_04	たすけに\n{r2[い]}行{/r2}かなきゃ！{[1100|02cd100062006100740074006c00650049006e00]}{[1100|00cd0a006e006f00640030003100]}{[1100|00cd0e0061006e006700650072005f004500]}
RescueQuest01C_Main_B_05	でも　ひとりで\nだいじょうぶかな…{[1100|02cd100073006f00720072006f0077005f004500]}{[1100|00cd100073006f00720072006f0077005f004500]}
RescueQuest01C_Main_B_06	キミ　おねがい！\nいっしょに{r2[き]}来{/r2}て！{[1100|02cd0a006e006f00640030003100]}{[1100|00cd10006e006f0072006d0061006c005f004500]}
RescueQuest01C_Yes_B_00	ほっ　ほんと？\nありがとう！{[1100|02cd160069006d0070007200650073007300650064005f004500]}{[1100|00cd0e0073006d0069006c0065005f004500]}
RescueQuest01C_Yes_B_01	{[0f01|01cd]}を\nさらったのは…{[1100|02cd0e0061006e006700650072005f004500]}{[1100|00cd10006e006f0072006d0061006c005f004500]}
RescueQuest01C_Yes_B_02	{[1002|00cd]}\nから{r2[き]}来{/r2}た　{r2[かいぶつ]}怪物{/r2}だよ{[1100|00cd0e0061006e006700650072005f004500]}{[1100|00cd0a006e006f00640030003100]}
RescueQuest01C_Yes_B_03	いそごう！{[1100|02cd100062006100740074006c00650049006e00]}{[1100|00cd100062006100740074006c00650049006e00]}
RescueQuest01C_No_B_00	そっ\nそんなあ{[1100|02cd1000730074006100720074006c0065006400]}
RescueQuest01C_No_B_01	どうしよう\nどうしよう{[1100|02cd0600630072007900]}{[1100|00cd100073006f00720072006f0077005f004500]}
ClearRescueQuest01C_first_E_00	{[0f01|01cd]}！{[1100|04cd160069006d0070007200650073007300650064005f004500]}{[1100|05cd1400730075007200700072006900730065005f004500]}
ClearRescueQuest01C_first_E_01	{r2[しんぱい]}心配{/r2}したよ\n{r2[ぶじ]}無事{/r2}でよかった
ClearRescueQuest01C_first_F_02	こわかったよー\n{[0f01|00cd]}{[1100|05cd0600630072007900]}{[1100|04cd0e0073006d0069006c0065005f004500]}{[1100|00cd0e0073006d0069006c0065005f004500]}
ClearRescueQuest01C_first_E_03	よしよし{[1100|04cd160069006d0070007200650073007300650064005f004500]}{[1100|04cd0a006e006f00640030003100]}
ClearRescueQuest01C_first_a_E_00	ありがとう\nございました{[1100|04cd06006e006f006400]}{[1100|00cd10006e006f0072006d0061006c005f004500]}
ClearRescueQuest01C_first_a_F_01	ありがとう{[1100|05cd080067006c0061006400]}{[1100|00cd0e0073006d0069006c0065005f004500]}
ClearRescueQuest01C_first_a_E_02	コレ　{r2[こころ]}心{/r2}からの\nお{r2[れい]}礼{/r2}です{[1100|04cd08006700690076006500]}{[1100|05cd08007700610069007400]}
ClearRescueQuest01C_second_E_00	さあ　{r2[かえ]}帰{/r2}ろ\n{[0f01|01cd]}{[1100|04cd100067006f006f0064004d006f006f006400]}
ClearRescueQuest01C_second_F_01	うんっ{[1100|05cd100067006f006f0064004d006f006f006400]}{[1100|00cd0e0073006d0069006c0065005f004500]}
RescueQuest01C_Cleared_B_00	{[0f01|01cd]}が…{[1100|02cd160069006d0070007200650073007300650064005f004500]}
RescueQuest01C_Cleared_B_01	{[0f01|01cd]}が\n{r2[かえ]}帰{/r2}ってきたー！{[1100|02cd100067006f006f0064004d006f006f006400]}{[1100|00cd0e0073006d0069006c0065005f004500]}
RescueQuest01C_WindowMsg	{r2[とも]}友{/r2}だちの　{[0f01|01cd]}を\nたすけたい！\nいっしょに{r2[き]}来{/r2}て！
RescueQuest01C_InfoMsg	{[0f01|01cd]}を　いっしょに　たすけよう！
Sweets00_Main_B_00	うーっ{[1100|02cd12007100750061007200720065006c0030003000]}
Sweets00_Main_B_01	{r2[まいにち]}毎日{/r2}{r2[まいにち]}毎日{/r2}\nサラダばっかり！{[1100|02cd100073006f00720072006f0077005f004500]}{[1100|00cd0c00770065006c006c0030003000]}
Sweets00_Main_B_02	たまには…{[1100|02cd18006400690073006100700070006f0069006e00740065006400]}{[1100|00cd08007700610069007400]}
Sweets00_Main_B_03	たまには　{r2[あま]}甘{/r2}いもの\n{r2[た]}食{/r2}べたいよーっ！{[1100|02cd0a0061006e00670072007900]}
Sweets00_Main_B_04	あら\nあんた{[1100|02cd1000630061006c006d0044006f0077006e00]}{[1100|00cd160073006300720061007400630068004800650061006400]}
Sweets00_Main_B_05	いいこと\n{r2[おし]}教{/r2}えてあげる{[1100|02cd16006c0069006b006500570069006e006b004c005f004500]}
Sweets00_Main_B_06	{[1002|00cd]}の\nどこかにね…{[1100|02cd0e0062006c0069006e006b005f004500]}
Sweets00_Main_B_07	{r2[あま]}甘{/r2}ーい　おやつが\nあるんだって{[1100|02cd1000770061006b007500770061006b007500]}{[1100|00cd0c00770065006c006c0030003000]}
Sweets00_Main_B_08	{r2[い]}行{/r2}くわよ\nついてきなさい{[1100|02cd080067006c0061006400]}{[1100|00cd1000730074006100720074006c0065006400]}
Sweets00_Yes_B_00	いい{r2[へんじ]}返事{/r2}ね{[1100|02cd06006e006f006400]}{[1100|00cd1000630061006c006d0044006f0077006e00]}
Sweets00_Yes_B_01	じゃあ\n{r2[い]}行{/r2}きましょ{[1100|02cd080067006c0061006400]}{[1100|00cd080067006c0061006400]}
Sweets00_No_B_00	んもーっ！{[1100|02cd0a0061006e00670072007900]}{[1100|00cd1000630061006c006d0044006f0077006e00]}
Sweets00_No_B_01	ひとりで\n{r2[い]}行{/r2}けっていうの？{[1100|02cd12007100750061007200720065006c0030003100]}
Sweets00_Cleared_B_00	あの　おやつ\nおいしかったなー{[1100|02cd1000770061006b007500770061006b007500]}{[1100|00cd0e0073006d0069006c0065005f004500]}
Sweets00_Cleared_B_01	あんなに　{r2[あま]}甘{/r2}いもの\nはじめて{r2[た]}食{/r2}べたわ{[1100|02cd0c00770065006c006c0030003000]}{[1100|00cd1000630061006c006d0044006f0077006e00]}
Sweets00_Cleared_B_02	また\n{r2[た]}食{/r2}べたいなー{[1100|00cd0e0073006d0069006c0065005f004500]}{[1100|02cd0e0073006d0069006c0065005f004500]}{[1100|02cd08007700610069007400]}
Sweets00_WindowMsg	{[1002|00cd]}で\n{r2[あま]}甘{/r2}ーい　おやつを{r2[さが]}探{/r2}そう
Sweets00_InfoMsg	{[1002|00cd]}で　{r2[あま]}甘{/r2}ーい　おやつを{r2[さが]}探{/r2}そう
QuizQuest00_Main_B_00	{[1100|02cd080067006c0061006400]}わたしは　ミスター\nクイズマンだ！
QuizQuest00_Main_B_01	{[1100|02cd0c00770065006c006c0030003000]}そこの　キミ\n{r2[しょうぶ]}勝負{/r2}だ！
QuizQuest00_Main_B_02	{[1100|02cd080067006f0047006f00]}{[1002|00cd]}で\nわたしと　{r2[しょうぶ]}勝負{/r2}しよう！
QuizQuest00_Yes_B_00	{[1100|00cd06006e006f006400]}{[1100|02cd080067006c0061006400]}いい\nへんじだ！
QuizQuest00_Yes_B_01	{[1100|02cd14006e00610072006300690073007300690073007400]}では　{r2[さき]}先{/r2}に{r2[い]}行{/r2}って\n{r2[ま]}待{/r2}ってるぞ！
QuizQuest00_No_B_00	{[1100|02cd18006400690073006100700070006f0069006e00740065006400]}{[1100|00cd04006f006800]}がくっ…
QuizQuest00_Order_B_00	{[1100|02cd06006a006f007900]}{[1002|00cd]}で\n{r2[ま]}待{/r2}ってるぞ！
QuizQuest00_Cleared_B_00	{[1100|00cd0e0073006d0069006c0065005f004500]}{[1100|02cd04006f006800]}どうだ\nたのしかっただろう？
QuizQuest00_Cleared_B_01	{[1100|02cd06006a006f007900]}{[1100|00cd160073006300720061007400630068004800650061006400]}わたしは\nたのしかったぞ！
QuizQuest00_WindowMsg	{[1002|00cd]}で\nわたしと　{r2[しょうぶ]}勝負{/r2}だ！
QuizQuest00_InfoMsg	{[1002|00cd]}で　{r2[しょうぶ]}勝負{/r2}しよう！
RareMimit00_Main_B_00	ムムム{[1100|02cd0c00770065006c006c0030003100]}{[1100|02cd0e0062006c0069006e006b005f004500]}
RareMimit00_Main_B_01	これは\nチャンスかも{[1100|02cd0e0061006e006700650072005f004500]}
RareMimit00_Main_B_02	ボクも　お{r2[かね]}金{/r2}を\nガッポリ　かせいで…{[1100|00cd0c00770065006c006c0030003000]}{[1100|02cd0e0073006d0069006c0065005f004500]}
RareMimit00_Main_B_03	キャー　お{r2[かね]}金{/r2}もちの\n{[0f01|00cd]}さーん！{[1100|02cd100067006f006f0064004d006f006f006400]}{[1100|00cd1400730075007200700072006900730065005f004500]}
RareMimit00_Main_B_04	…なんてね{[1100|02cd0c00770065006c006c0030003100]}
RareMimit00_Main_B_05	フッ\nこまるな{[1100|02cd14006e00610072006300690073007300690073007400]}{[1100|00cd0c00670061007a0065005f004500]}
RareMimit00_Main_B_06	あっ　キミは！{[1100|02cd1200730075007200700072006900730065006400]}{[1100|00cd08007700610069007400]}
RareMimit00_Main_B_07	ボクだよ　{r2[たんけんか]}探検家{/r2}の\n{[0f00|1e0054006f0077006e00300031005f004500780070006c006f00720065007200]}だよ{[1100|02cd080067006c0061006400]}{[1100|00cd080067006c0061006400]}
RareMimit00_Main_B_08	キミだけに\nお{r2[とく]}得{/r2}な{r2[じょうほう]}情報{/r2}あげる{[1100|02cd06006e006f006400]}{[1100|00cd0c00770065006c006c0030003000]}
RareMimit00_Main_B_09	エルフの{r2[くに]}国{/r2}の\n{[1002|00cd]}にね{[1100|02cd1000630061006c006d0044006f0077006e00]}
RareMimit00_Main_B_10	めずらしい{r2[かいぶつ]}怪物{/r2}が\nあらわれたんだって{[1100|02cd100062006100740074006c00650049006e00]}{[1100|00cd1000730074006100720074006c0065006400]}
RareMimit00_Main_B_11	{r2[きんいろ]}金色{/r2}で　キラキラ\n{r2[ひか]}光{/r2}ってるとか{[1100|02cd1000630061006c006d0044006f0077006e00]}{[1100|00cd1000630061006c006d0044006f0077006e00]}
RareMimit00_Main_B_12	その{r2[かいぶつ]}怪物{/r2}　すっごい\nお{r2[かね]}金{/r2}もちらしいよ{[1100|02cd1000770061006b007500770061006b007500]}{[1100|00cd10006100700070006c006100750073006500]}
RareMimit00_Main_B_13	{[1002|00cd]}\n{r2[い]}行{/r2}ってみる？{[1100|02cd0c00770065006c006c0030003100]}{[1100|02cd10006e006f0072006d0061006c005f004500]}{[1100|00cd1000630061006c006d0044006f0077006e00]}
RareMimit00_Yes_B_00	じゃあ　{r2[ばしょ]}場所{/r2}を\n{r2[おし]}教{/r2}えてあげる{[1100|02cd08006700690076006500]}{[1100|00cd06006e006f006400]}
RareMimit00_Yes_B_01	ボクは\nやめとくよ{[1100|02cd08006f00680030003100]}{[1100|00cd1000630061006c006d0044006f0077006e00]}
RareMimit00_Yes_B_02	どうせ\n{r2[か]}勝{/r2}てないし{[1100|02cd160073006300720061007400630068004800650061006400]}{[1100|00cd0c00770065006c006c0030003000]}
RareMimit00_No_B_00	え　いいの？{[1100|02cd0c00770065006c006c0030003100]}{[1100|02cd1400730075007200700072006900730065005f004500]}
RareMimit00_No_B_01	せっかくの\nチャンスなのに{[1100|02cd10006e006f0072006d0061006c005f004500]}{[1100|00cd04006f006800]}
RareMimit00_Order_B_00	ムムム{[1100|02cd0c00770065006c006c0030003100]}{[1100|02cd0e0062006c0069006e006b005f004500]}
RareMimit00_Order_B_01	あっ　キミは！{[1100|02cd1000730074006100720074006c0065006400]}
RareMimit00_Order_B_02	{r2[ちょうし]}調子{/r2}は\nどうだい？{[1100|02cd06006e006f006400]}{[1100|00cd160073006300720061007400630068004800650061006400]}{[1100|00cd0e0073006d0069006c0065005f004500]}
RareMimit00_Cleared_B_00	ムムム{[1100|02cd0c00770065006c006c0030003100]}{[1100|02cd0e0062006c0069006e006b005f004500]}
RareMimit00_Cleared_B_01	あっ　キミは！{[1100|02cd1000730074006100720074006c0065006400]}
RareMimit00_Cleared_B_02	{r2[ちょうし]}調子{/r2}は\nどうだい？{[1100|02cd06006e006f006400]}{[1100|00cd160073006300720061007400630068004800650061006400]}{[1100|00cd0e0073006d0069006c0065005f004500]}
RareMimit00_WindowMsg	{[1002|00cd]}で\nめずらしい{r2[かいぶつ]}怪物{/r2}\nたおしてみる？
RareMimit00_InfoMsg	{[1002|00cd]}で　めずらしい{r2[かいぶつ]}怪物{/r2}を　たおそう！
RareMimit01_Main_B_00	ムムム{[1100|02cd0c00770065006c006c0030003100]}{[1100|02cd0e0062006c0069006e006b005f004500]}
RareMimit01_Main_B_01	これは\nチャンスかも{[1100|02cd0e0061006e006700650072005f004500]}
RareMimit01_Main_B_02	ボクも　{r2[げき]}激{/r2}レア\n{r2[りょうり]}料理{/r2}をゲットして…{[1100|00cd0c00770065006c006c0030003000]}{[1100|02cd0e0073006d0069006c0065005f004500]}
RareMimit01_Main_B_03	わたしも　{r2[た]}食{/r2}べたーい\n{[0f01|00cd]}さーん！{[1100|02cd100067006f006f0064004d006f006f006400]}{[1100|00cd1400730075007200700072006900730065005f004500]}
RareMimit01_Main_B_04	…なんてね{[1100|02cd0c00770065006c006c0030003100]}
RareMimit01_Main_B_05	{r2[た]}食{/r2}べすぎちゃ\nダメだぞ{[1100|02cd14006e00610072006300690073007300690073007400]}{[1100|00cd0c00670061007a0065005f004500]}
RareMimit01_Main_B_06	あっ　キミは！{[1100|02cd1200730075007200700072006900730065006400]}{[1100|00cd08007700610069007400]}
RareMimit01_Main_B_07	ボクだよ　{r2[たんけんか]}探検家{/r2}の\n{[0f00|1e0054006f0077006e00300031005f004500780070006c006f00720065007200]}だよ{[1100|02cd080067006c0061006400]}{[1100|00cd080067006c0061006400]}
RareMimit01_Main_B_08	キミだけに\nお{r2[とく]}得{/r2}な{r2[じょうほう]}情報{/r2}あげる{[1100|02cd06006e006f006400]}{[1100|00cd0c00770065006c006c0030003000]}
RareMimit01_Main_B_09	エルフの{r2[くに]}国{/r2}の\n{[1002|00cd]}にね{[1100|02cd1000630061006c006d0044006f0077006e00]}
RareMimit01_Main_B_10	めずらしい{r2[かいぶつ]}怪物{/r2}が\nあらわれたんだって{[1100|02cd100062006100740074006c00650049006e00]}{[1100|00cd1000730074006100720074006c0065006400]}
RareMimit01_Main_B_11	そいつは　{r2[あか]}赤{/r2}く\n{r2[ひか]}光{/r2}ってて…{[1100|02cd1000630061006c006d0044006f0077006e00]}{[1100|00cd1000630061006c006d0044006f0077006e00]}
RareMimit01_Main_B_12	たおすと　レアな{r2[りょうり]}料理{/r2}が\n{r2[て]}手{/r2}に{r2[はい]}入{/r2}るみたい{[1100|02cd1000770061006b007500770061006b007500]}{[1100|00cd10006100700070006c006100750073006500]}
RareMimit01_Main_B_13	{[1002|00cd]}\n{r2[い]}行{/r2}ってみる？{[1100|02cd0c00770065006c006c0030003100]}{[1100|02cd10006e006f0072006d0061006c005f004500]}{[1100|00cd1000630061006c006d0044006f0077006e00]}
RareMimit01_Yes_B_00	じゃあ　{r2[ばしょ]}場所{/r2}を\n{r2[おし]}教{/r2}えてあげる{[1100|02cd08006700690076006500]}{[1100|00cd06006e006f006400]}
RareMimit01_Yes_B_01	ボクは\nやめとくよ{[1100|02cd08006f00680030003100]}{[1100|00cd1000630061006c006d0044006f0077006e00]}
RareMimit01_Yes_B_02	どうせ\n{r2[か]}勝{/r2}てないし{[1100|02cd160073006300720061007400630068004800650061006400]}{[1100|00cd0c00770065006c006c0030003000]}
RareMimit01_No_B_00	え　いいの？{[1100|02cd0c00770065006c006c0030003100]}{[1100|02cd1400730075007200700072006900730065005f004500]}
RareMimit01_No_B_01	せっかくの\nチャンスなのに{[1100|02cd10006e006f0072006d0061006c005f004500]}{[1100|00cd04006f006800]}
RareMimit01_Order_B_00	ムムム{[1100|02cd0c00770065006c006c0030003100]}{[1100|02cd0e0062006c0069006e006b005f004500]}
RareMimit01_Order_B_01	あっ　キミは！{[1100|02cd1000730074006100720074006c0065006400]}
RareMimit01_Order_B_02	{r2[ちょうし]}調子{/r2}は\nどうだい？{[1100|02cd06006e006f006400]}{[1100|00cd160073006300720061007400630068004800650061006400]}{[1100|00cd0e0073006d0069006c0065005f004500]}
RareMimit01_Cleared_B_00	ムムム{[1100|02cd0c00770065006c006c0030003100]}{[1100|02cd0e0062006c0069006e006b005f004500]}
RareMimit01_Cleared_B_01	あっ　キミは！{[1100|02cd1000730074006100720074006c0065006400]}
RareMimit01_Cleared_B_02	{r2[ちょうし]}調子{/r2}は\nどうだい？{[1100|02cd06006e006f006400]}{[1100|00cd160073006300720061007400630068004800650061006400]}{[1100|00cd0e0073006d0069006c0065005f004500]}
RareMimit01_WindowMsg	{[1002|00cd]}で\nめずらしい{r2[かいぶつ]}怪物{/r2}\nたおしてみる？
RareMimit01_InfoMsg	{[1002|00cd]}で　めずらしい{r2[かいぶつ]}怪物{/r2}を　たおそう！
