album.msbt
armor.msbt
Fighter00	Squire Armor
Town02_Jealousy	Green-Eyed Lady
Town02_Lazy	Lazybones
Town02_Imp	Mischievous Witch
Town02_Injured	Injured Elf
Town04_Guide	Town Guide
Town04_SkyLand00	Friend from Nimbus
Town04_SnowMountain01	Kidnapped Friend
Town04_RescueQuest00	Lost Friend
Town04_RescueQuest01	Abducted Friend
Investigator	Scholarly Pioneer
Reincarnation	Dark Curse
npc_role_Attr.msbt
party.msbt
WaitKind	I'll do my best!
WaitVital	Woop woop!
WaitMypace	Let's just\ntake it easy...
WaitCool	What's the plan?
WaitWary	*gulp*
WaitGoofy	Ooh, I'll do it!
WaitRocky	I'll handle this.
RegistKind	Let's do it.
RegistVital	Woo-hoo!
RegistMypace	If I have to...
RegistCool	Got it.
RegistWary	All right!
RegistGoofy	Let's go!
RegistRocky	That's what\nI like to see!
ExplainSelect	You can pick up to {[0200|00010000]} members.
ExplainSelectRubyRi	You can pick up to {[0200|00010000]} members.
ExplainEndS	Set out?
ExplainEndP	Set out with this party?
ExplainLastBattle00	Pick 3 friends to fight the left hand!
ExplainLastBattle01	Pick 3 friends to fight the right hand!
ExplainLastBattle02	The last 4 members fight the body!
ExplainCold	{[1400]}{[0300|00cd]} is too ill.
ExplainCanNotRemove	{[1400]}{[0300|00cd]} has to stay.
ExplainNotFull	Set out with {[0200|00010000]} members?
ExplainNotFullRubyRi	Set out alone?
TutorialItem	HP Bananas and MP Candy\nare precious snacks that\ncan recover your stats.{[0004]}They're always kept at inns.{[0004]}Your party will grab whatever\nsnacks they can get their\nhands on when you set out.{[0004]}When you get to an inn, any\nextra snacks you have will\nbe placed in storage.{[0004]}Don't worry—they'll never\nget thrown away!
T_PartyLevel	Level
present.msbt
PresentCheap00	Toy Ring
PresentCheap01	Bead
PresentCheap02	Glass Ball
PresentCheap03	Wooden Spoon
PresentCheap04	Quill Pen
PresentCheap05	Brick
PresentCheap06	Magnifying Glass
PresentCheap07	Spider Cricket\nSpecimen
PresentCheap08	Centipede Specimen
PresentCheap09	Spider Specimen
PresentCheap10	Balloon
PresentCheap11	Bashed-Up Bike
PresentCheap12	Bar of Soap
PresentCheap13	Toothbrush
PresentCheap14	Log
PresentCheap15	Empty Can
PresentCheap16	Pencil
PresentCheap17	Acorn
PresentCheap18	Poem by\n{[0202|000a]}
PresentNormal00	Cuddly Bunny
PresentNormal01	Teddy Bear
PresentNormal02	Cuddly Pony
PresentNormal03	Cuddly Cow
PresentNormal04	Copper Goblet
PresentNormal05	Silver Candelabra
PresentNormal06	Tambourine
PresentNormal07	Castanets
PresentNormal08	Silver Spoon
PresentNormal09	Silver Ring
PresentNormal10	Mirror
PresentNormal11	Music Box
PresentNormal12	Handkerchief
PresentNormal13	Perfume
PresentNormal14	Candle
PresentNormal15	Butterfly Specimen
PresentNormal16	Rhinoceros Beetle\nSpecimen
PresentNormal17	Portrait of\n{[0202|000a]}
PresentNormal18	Photo of\n{[0202|000a]}
PresentHigh00	Bouquet of Roses
PresentHigh01	Crystal Ball
PresentHigh02	Lyre
PresentHigh03	Guitar
PresentHigh04	Violin
PresentHigh05	Trumpet
PresentHigh06	Gold Ring
PresentHigh07	Rainbow Shell
PresentHigh08	Satin Cushion
PresentHigh09	{[0202|000a]}\nDoll
PresentHighest00	Thank-You Vase
PresentHighest01	Avant-Garde\nPainting
PresentHighest02	Grand Piano
PresentHighest03	Platinum Ring
PresentHighest04	Chandelier
PresentHighest05	Sofa
PresentHighest06	New Car
PresentHighest07	Statue of\n{[0202|000a]}
profile.msbt
Fellow	Party
PersonalityAndJob	{[0303|000100cd]} {[0304|0000]}
PersonalityAndJobNull	{[0303|000100cd]} Traveler
JobHorseMale	Male Horse
JobHorseFemale	Female Horse
JobSkill	{[0600|0000]} Skills
LoveSkillTitle	{[1400]}{[0300|00cd]} can use {[0c00|00cd]} with...
HorseLoveSkillTitle00	{[0300|00cd]} & {[1900]}'s Assist
HorseLoveSkillTitle01	Party members who can use {[1901|00cd]}
JobName	{[0600|0000]}
JobSkillInfoTitle	{[0b00|00cd]}
LoveSkillInfoTitle	{[0c00|00cd]}
HorseLoveSkillInfoTitle	{[1901|00cd]}
NoLoveSkill	Don't know any yet.
NoHorseLoveSkill	Don't know any yet.
NoJobSkill	Don't know any yet.
AchievementLabel	{[0300|00cd]}'s Stats
WeaponText	{[0900|0000]}
ArmorHatText	{[0a00|0000]}
ArmorClothText	{[0a00|0000]}
quest.msbt
quest_demo.msbt
quest_food.msbt
quiz.msbt
quiz_cult_easy.msbt
quiz_parade.msbt
return_face.msbt
demo_6_PostBossGorrila_A_00	The royal countenance\nis restored again!{[1100|00cd1400730075007200700072006900730065005f004500]}{[1100|00cd16006e00700063004b0069006e00670047006c0061006400]}
demo_6_PostBossGorrila_B_01	Isn't it wonderful, Papa?{[1100|01cd1000770061006b007500770061006b007500]}
demo_6_PostBossGorrila_A_02	You've saved our royal\nbacon again!{[1100|00cd0e0073006d0069006c0065005f004500]}{[1100|00cd16006e00700063004b0069006e0067004d00650061007400]}
demo_6_PostBossGorrila_B_03	You have our thanks!{[1100|01cd06006e006f006400]}
demo_6_PostBossGorrila_A_04	Blast that infernal\nDark Lord!{[1100|00cd0e0062006c0069006e006b005f004500]}
demo_6_PostBossGorrila_A_05	Or should we say\nDarker Lord?{[1100|00cd0e0062006c0069006e006b005f004500]}
demo_6_PostBossGorrila_B_06	The fight isn't over yet.{[1100|01cd08006f00680030003100]}
demo_6_PostBossGorrila_A_07	But if anyone can\ndo it, you can!{[1100|00cd0e0061006e006700650072005f004500]}{[1100|00cd16006e00700063004b0069006e00670047006c0061006400]}
demo_6_PostBossGorrila_B_08	Good luck!{[1100|01cd0a006e006f00640030003100]}{[1100|01cd0e0061006e006700650072005f004500]}
demo_6_PostBossGorrila_A_09	Om nom nom...\n*munch munch*{[1100|00cd14006e00700063004b0069006e006700450061007400]}
demo_6_PostBossGorrila_B_10	Farewell!{[1100|01cd0e0073006d0069006c0065005f004500]}
demo_6_PostBossPharao_A_00	WAAHOOOO!{[1100|00cd0e0073006d0069006c0065005f004500]}{[1100|00cd1a006e0070006300470065006e0069006500530068006f0075007400]}
demo_6_PostBossPharao_A_01	{[1100|00cd24006e0070006300470065006e00690065005200650066006c0065006300740069006f006e00]}How does this keep\nhappening?! My poor face...{[1100|00cd100073006f00720072006f0077005f004500]}
demo_6_PostBossPharao_A_02	{[1100|00cd18006e0070006300470065006e006900650050006f0073006500]}Curse you, Darker Lord!!{[1100|00cd0e0061006e006700650072005f004500]}
demo_6_PostBossPharao_A_03	You've gotta go and\ntake that sucker out!
demo_6_PostBossPharao_A_04	{[1100|00cd18006e0070006300470065006e00690065005700610069007400]}Ahem. Not that I'm back to\nmy evil ways or anything...{[1100|00cd1400730075007200700072006900730065005f004500]}
demo_6_PostBossPharao_A_05	{[1100|00cd1a006e0070006300470065006e00690065004c006100750067006800]}You stay safe, now!{[1100|00cd0e0073006d0069006c0065005f004500]}
demo_6_PostBossFrog_C_00	Ahahaha!{[1100|02cd0e0073006d0069006c0065005f004500]}
demo_6_PostBossFrog_A_01	What a relief...{[1100|01cd0e0073006d0069006c0065005f004500]}{[1100|02cd10006e006f0072006d0061006c005f004500]}
demo_6_PostBossFrog_B_02	Whew...{[1100|01cd0e0062006c0069006e006b005f004500]}
demo_6_PostBossFrog_C_03	Looks like the Dark Lord's\nbeen given quite the leg up.{[1100|02cd0c00770065006c006c0030003000]}{[1100|02cd10006e006f0072006d0061006c005f004500]}{[1100|00cd10006e006f0072006d0061006c005f004500]}{[1100|01cd10006e006f0072006d0061006c005f004500]}
demo_6_PostBossFrog_A_04	"Darker Lord {[0f00|08005300610067006500]}"...?\nOh gosh.{[1100|00cd100073006f00720072006f0077005f004500]}
demo_6_PostBossFrog_B_05	Whoever he is, he's\ngetting to be a pain!{[1100|01cd0a0061006e00670072007900]}
demo_6_PostBossFrog_C_06	We know you can\ndo this, darling!{[1100|02cd08007700610069007400]}{[1100|02cd0e0073006d0069006c0065005f004500]}{[1100|01cd12007100750061007200720065006c0030003000]}
demo_6_PostBossFrog_A_07	Please, take care! We'll be\nwaiting in the Retreat.{[1100|00cd06006e006f006400]}
demo_6_PostBossFrog_B_08	Don't you dare lose, or you'll\nhave me to deal with!{[1100|01cd080067006c0061006400]}
skill.msbt
JobSkillFighterDouble	Jump Slash
JobSkillFighterGuard	Proud Protector
JobSkillFighterSlap	Snap Out of It
JobSkillFighterTwice	Double Slash
JobSkillFighterSpin	Spin Slash
JobSkillFighterEyeSlash	Darkeye Slash
JobSkillFighterReviveSlap	Super Snap Out of It
JobSkillFighterSpin2	Super Spin Slash
JobSkillWizardFire	Fire
JobSkillWizardExplosion	Explosion
JobSkillWizardSleep	Sleep Tight
JobSkillWizardLightning	Lightning
JobSkillWizardBarrier	Barrier
JobSkillWizardBigWeapon	Enlarge Weapon
JobSkillWizardFire2	Mega Fire
JobSkillWizardLightning2	Mega Lightning
JobSkillWizardExplosion2	Mega Explosion
JobSkillWizardLightning3	Giga Lightning
JobSkillWizardExplosion3	Giga Explosion
JobSkillWizardFlameTower	Tower of Flame
JobSkillPriestCure	Cure
JobSkillPriestResurrect	Resurrection
JobSkillPriestCalm	Calm
JobSkillPriestCureAll	Panacea
JobSkillPriestKarma	Righteous Anger
JobSkillPriestCure2	Mega Cure
JobSkillPriestHoly	Aura
JobSkillPriestCure3	Giga Cure
JobSkillPriestResurrect2	Giga Resurrection
JobSkillPriestCureAll2	Giga Panacea
JobSkillThiefTrap	Booby Trap
JobSkillThiefStealItem	Pilfer
JobSkillThiefHighJump	Backflip
JobSkillThiefCreep	Sneak Attack
JobSkillThiefLargeTrap	Huge Trap
JobSkillThiefDagger	Whirlwind Blades
JobSkillThiefDagger2	Phantom Strike
JobSkillThiefRock	Rock Rain
JobSkillIdolEncore	Encore
JobSkillIdolFunService	Cheer On
JobSkillIdolLoveCall	Love Song
JobSkillIdolConcert	Earworm
JobSkillIdolHowling	Out of Tune
JobSkillIdolDance	Smooth Moves
JobSkillIdolAngelSong	Angelic Voice
JobSkillIdolHowling2	Way Out of Tune
JobSkillIdolLoveAndPeace	Love & Peace
JobSkillVampireCurse	Curse
JobSkillVampireRevive	Revive
JobSkillVampireEat	Bite
JobSkillVampireZombify	Enthrall
JobSkillVampireBatRose	Bat Tornado
JobSkillVampireBreath	Poison Mist
JobSkillVampireBreath2	Chill Mist
JobSkillVampireBreath3	Scorching Breath
JobSkillCookCooking	Home Cooking
JobSkillCookSpicy	Spicy Dish
JobSkillCookBakedBanana	Banana Fritter
JobSkillCookHeating	Flambé
JobSkillCookBanquet	Feast
JobSkillCookCooking2	Pro Cooking
JobSkillCookSpicyAll	Spicy Dinner
JobSkillCookCooking3	Maestro Cooking
JobSkillCookCookMonster	Monster Dinner
JobSkillTankDefense	Defense
JobSkillTankWildShot	Wild Shot
JobSkillTankHumanCannon	Human Cannonball
JobSkillTankBeam	Laser
JobSkillTankRepair	Repair
JobSkillTankHeatShot	Hot Shot
JobSkillTankBeam2	Ultra Laser
JobSkillDevilWhisper	Sweet Whispers
JobSkillDevilJokeFork	Naughty Pitchfork
JobSkillDevilPickHip	Butt Jab
JobSkillDevilMagicDrain	Brain Drain
JobSkillDevilSeduce	Charm
JobSkillDevilEnergyDrain	Energy Drain
JobSkillDevilPunishFork	Punishing Pitchfork
JobSkillDevilDeathWhisper	Demonic Whisper
JobSkillDevilGrindFork	Wicked Pitchforks
JobSkillRoyaltyDance	Regal Dance
JobSkillRoyaltyWave	Royal Wave
JobSkillRoyaltyEscort	Escort
JobSkillRoyaltyTeatime	High Tea
JobSkillRoyaltyCologne	Eau de Cologne
JobSkillRoyaltyDoubleWave	Double Royal Wave
JobSkillRoyaltyBlind	Blindfold
JobSkillRoyaltyWaveAll	Ultimate Royal Wave
JobSkillFlowerFlower	Gentle Fragrance
JobSkillFlowerLifeDew	Life Dew
JobSkillFlowerWhistle	Restoring Whistle
JobSkillFlowerFan	Bluster
JobSkillFlowerFlowerPark	Flower Bed
JobSkillFlowerFlower2	Sweet Fragrance
JobSkillFlowerEarthAnger	Flower Power
JobSkillFlowerFlowerPark2	Mega Flower Bed
JobSkillFlowerFanAll	Hurricane
JobSkillScientistBugCrush	Glitch
JobSkillScientistCureCode	Cure.exe
JobSkillScientistIgnition	Ignite
JobSkillScientistGuardMask	Safety Mask
JobSkillScientistJetFlask	Unstable Formula
JobSkillScientistAbsorbent	Absorb
JobSkillScientistJetFlask2	Volatile Formula
JobSkillScientistBlackHole	Black Hole
JobSkillCatPunch	Cat's Paw
JobSkillCatFrisk	Playful Antics
JobSkillCatDoubleScratch	Double Scratch
JobSkillCatPolishNail	Sharpen Claws
JobSkillCatGroom	Grooming
JobSkillCatStealDish	Steal Grub
JobSkillCatLick	Lick Wounds
JobSkillCatScratchAll	Feline Frenzy
JobSkillElfDanceArrow	Dancing Arrow
JobSkillElfCureMelody	Healing Melody
JobSkillElfMagicArrow	Enchanted Arrows
JobSkillElfForestGrace	Forest Aegis
JobSkillElfGuardArrow	Counter Arrow
JobSkillElfPrayer	Forest's Blessing
JobSkillElfArrowRain	Hail of Arrows
PersonSkillKindNotKill	Spare
PersonSkillKindGiveItem	Donate
PersonSkillKindCover	Cover
PersonSkillVitalSlip	Charge
PersonSkillVitalSurvive	Hang On
PersonSkillVitalCheer	Cheer
PersonSkillMypaceLaze	Slack Off
PersonSkillMypaceSerious	Get Serious
PersonSkillMypaceTakeItem	Cadge
PersonSkillMypaceHide	Hide
PersonSkillMypaceAvoidFeel	Nah...
PersonSkillCoolAvoid	Avoid
PersonSkillCoolAvoidFeel	Indifference
PersonSkillCoolCritical	Pressure Point
PersonSkillCoolNoCover	Shan't
PersonSkillWarySlow	Warm Up
PersonSkillWaryFinisher	Finisher
PersonSkillWaryPrepared	Prepped and Ready
PersonSkillGoofyWrong	Oops!
PersonSkillGoofySleep	Sleepyhead
PersonSkillGoofyPlay	Frolic
PersonSkillRockyAgain	Again
PersonSkillRockyHarden	Patience
PersonSkillRockyReject	Bluff
LoveSkillAppeal1	Show Off
LoveSkillCover1	Sacrifice
LoveSkillRevenge1	Avenge
LoveSkillHelp1	Lend a Hand
LoveSkillGiveItem1	Charity
LoveSkillPincer1	Pincer
LoveSkillAdvice1	Warning
LoveSkillGetWell1	Get Well Soon
LoveSkillAngerRevive1	Resurgence
LoveSkillHeartVoice1	Last Wish
LoveSkillPraise1	Praise
LoveSkillCare1	Concern
LoveSkillShareItem1	Share
LoveSkillAppeal2	Show Off II
LoveSkillCover2	Sacrifice II
LoveSkillRevenge2	Avenge II
LoveSkillHelp2	Lend a Hand II
LoveSkillPincer2	Pincer II
LoveSkillAdvice2	Warning II
LoveSkillGetWell2	Get Well Soon II
LoveSkillAppeal3	Show Off III
LoveSkillCover3	Sacrifice III
LoveSkillRevenge3	Avenge III
LoveSkillHelp3	Lend a Hand III
LoveSkillPincer3	Pincer III
LoveSkillGetWell3	Get Well Soon III
LoveSkillInterrupt	Interrupt
LoveSkillSulk	Sulk
LoveSkillDistracted	Distracted
LoveSkillDogfight	Trouble
LoveSkillCranky	Moody
LoveSkillAngry	Angry
HorseStreetRide1	Saddle Up
HorseStreetRide2	Saddle Up II
HorseCheek1	Cheek Rub
HorseCheek2	Cheek Rub II
HorseCheek3	Cheek Rub III
HorseNeigh1	Neigh
HorseNeigh2	Neigh II
HorseNeigh3	Neigh III
HorseSleep1	Snuggle Up
HorseSleep2	Snuggle Up II
HorseSleep3	Snuggle Up III
HorseRiding1	Mounted Attack
HorseRiding2	Mounted Attack II
HorseRiding3	Mounted Attack III
HorseBreath1	Snort
HorseBreath2	Snort II
HorseBreath3	Snort III
HorseJob	Horse Whispering
HorseJobCat	Horse-Whispering Cat
HorseJobCook	Horse-Whispering Chef
HorseJobDevil	Horse-Whispering Imp
HorseJobElf	Horse-Whispering Elf
HorseJobFighter	Horse-Whispering Warrior
HorseJobFlower	Horse-Whispering Flower
HorseJobIdol	Horse-Whispering Pop Star
HorseJobPriest	Horse-Whispering Cleric
HorseJobRoyalty	Horse-Whispering Princess
HorseJobScientist	Horse-Whispering Scientist
HorseJobTank	Horse-Whispering Tank
HorseJobThief	Horse-Whispering Thief
HorseJobVampire	Horse-Whispering Vampire
HorseJobWizard	Horse-Whispering Mage
skillExplain.msbt
ExplainJSFighterDouble	Leap into the air, and slice down\nto strike an enemy from above.
ExplainJSFighterGuard	Focus on defense to absorb the\ndamage aimed at a friend.
ExplainJSFighterSlap	Snap a friend out of it when\nthey're not themselves. (auto)
ExplainJSFighterTwice	Unleash two powerful slashes\nin succession.
ExplainJSFighterSpin	Swing your sword in a big circle,\nstriking all enemies in the vicinity.
ExplainJSFighterEyeSlash	Slice an enemy, dealing heavy\ndamage if they're wearing eyes.
ExplainJSFighterReviveSlap	Snap a fallen friend back into action\nwith a whopper of a wake-up call.
ExplainJSFighterSpin2	Whirl your sword around in a large\ncircle to mow down all enemies.
ExplainJSWizardFire	Toast a single enemy with\nmystic fire. (magic)
ExplainJSWizardExplosion	Invoke an explosion, sending all\nenemies up in flames. (magic)
ExplainJSWizardSleep	Make a friend doze off, recovering\ntheir HP as they sleep. (magic)
ExplainJSWizardLightning	Zap an enemy with lightning. Also\nhits enemies on either side. (magic)
ExplainJSWizardBarrier	Erect a barrier in front of you that\nreduces all damage taken. (magic)
ExplainJSWizardBigWeapon	Make a friend's weapon really big\nfor one attack. (auto) (magic)
ExplainJSWizardFire2	Char-grill a single enemy with\nsearing flame. (magic)
ExplainJSWizardLightning2	Sizzle an enemy plus those on either\nside with fierce lightning. (magic)
ExplainJSWizardExplosion2	Invoke a huge explosion, sending\nall enemies up in flames. (magic)
ExplainJSWizardLightning3	Zap an enemy plus those on either\nside with fierce lightning. (magic)
ExplainJSWizardExplosion3	Invoke a huge fireball that deals\nhuge damage to all enemies. (magic)
ExplainJSWizardFlameTower	Bake one enemy to a crisp with a\nmage-tastic flaming pillar. (magic)
ExplainJSPriestCure	Restore a friend's HP with the\npower of prayer. (magic)
ExplainJSPriestResurrect	Revive a fallen friend using\ncurative powers. (magic)
ExplainJSPriestCalm	Bring the whole party to their senses\nwith a soothing spell. (magic)
ExplainJSPriestCureAll	Bathe the party in a gentle light,\nrestoring everyone's HP. (magic)
ExplainJSPriestKarma	Dispatch an enemy with the light\nof absolute justice. (magic)
ExplainJSPriestCure2	Restore a great amount of HP to\na friend with divine light. (magic)
ExplainJSPriestHoly	Bombard an enemy with light\nfor great damage. (magic)
ExplainJSPriestCure3	Restore an enormous amount\nof HP with radiant light. (magic)
ExplainJSPriestResurrect2	Revive a fallen friend with a\nsizeable amount of HP. (magic)
