AchieveList.msbt
AchieveListCategoriesHeroKirby	のうりょく
RogueGameOver_15_Body	{c[ff8c00]}こうげきりょく{c[000000]}の {r2[たか]}高{/r2}い てきとの バトル！\n\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0で しっかり\n{c[ff8c00]}ガード {c[000000]}しながら {r2[たたか]}戦{/r2}おう！
RogueGameOver_16_Title	ゴルボールの{r2[ま]}間{/r2}
RogueGameOver_16_Body	{c[ff8c00]}ゴルボール{c[000000]}ばかり おちてくる！\n{c[ff8c00]}ゴルドーダメージのおまもり{c[000000]}が あれば\nとても ゆうりに {r2[たたか]}戦{/r2}える！
RogueGameOver_17_Title	{r2[こうそく]}高速{/r2}メカギミックの{r2[ま]}間{/r2}
RogueGameOver_17_Body	ステージの {c[ff8c00]}メカ{r2[けい]}系{/r2} しかけ{c[000000]}の\n{c[ff8c00]}スピードが 2{r2[ばい]}倍{/r2}{c[000000]}に なる！\nあたらない ように ちゅうい！
RogueGameOver_18_Title	シャドーカービィを たおすには
RogueGameOver_18_Body	こうげき だけでなく\n{c[ff8c00]}ほおばり/つかみ{c[000000]}や\n{c[ff8c00]}そのばかいひ{c[000000]}も {r2[つか]}使{/r2}って みよう！
RogueGameOver_19_Title	ばくはつアイテムの{r2[ま]}間{/r2}
RogueGameOver_19_Body	{c[ff8c00]}ばくはつ アイテム{c[000000]}ばかりが {r2[で]}出{/r2}る！\nダメージを へらすには\n{c[ff8c00]}ばくはつダメージのおまもり{c[000000]}が オススメ！
RogueGameOver_20_Title	クラッカーの{r2[ま]}間{/r2}
RogueGameOver_20_Body	{c[ff8c00]}クラッカー{c[000000]} ばかりが {r2[で]}出{/r2}る！\n{c[ff8c00]}すばやく{c[000000]} とって\nてきに {c[ff8c00]}たま{c[000000]}を あてよう！ 
RogueGameOver_21_Title	ハプニングスターの{r2[ま]}間{/r2}
RogueGameOver_21_Body	{c[ff8c00]}ハプニングスター {c[000000]}ばかりが {r2[で]}出{/r2}る！\n{r2[なに]}何{/r2}が おこるか わからない けれど、\n{c[ff8c00]}じぶんで はつどう{c[000000]}した{r2[ほう]}方{/r2}が\nイイことが おこりやすい みたい！
RogueGameOver_22_Title	ゴーストからの ふっかつ
RogueGameOver_22_Body	ゴーストのとき、 てきに こうげきを\nあてると {c[ff8c00]}ふっかつ {c[000000]}できる！\n{c[ff8c00]}ゴースト{r2[きょうか]}強化{/r2}の{r2[いし]}石{/r2}{c[000000]}が あれば\nふっかつ しやすくなる！
RogueGameOver_23_Title	ふたりで ストーリーモード
RogueGameOver_23_Body	ストーリーモードは {c[ff8c00]}ふたりでプレイ{c[000000]}が できる！\nふたり あわせて たのしさは 2{r2[ばい]}倍{/r2}！\nなんいどは {r2[はんぶん]}半分{/r2}… かも？
RogueGameOver_24_Title	くちうつしで かいふく
RogueGameOver_24_Body	{c[ff8c00]}たべもの{c[000000]}を とったら\nバディに {c[ff8c00]}くちうつし {c[000000]}しよう！\nふたりとも {c[ff8c00]}かいふく{c[000000]} できるぞ！
RogueGameOver_26_Title	まけても あきらめない こころ
RogueGameOver_26_Body	{r2[なんど]}何度{/r2}も {r2[たたか]}戦{/r2}っていると\nてきも つかれてくる！\n{c[ff8c00]}あきらめず{c[000000]}に チャンスを ねらえ！
RogueGameOver_27_Title	あんぜんな {r2[ばしょ]}場所{/r2}
RogueGameOver_27_Body	デデデ{r2[だいおう]}大王{/r2}と メタナイトの\nつよい {c[ff8c00]}れんけいワザ{c[000000]}も、\n{c[ff8c00]}あたらない {r2[ばしょ]}場所{/r2}{c[000000]}を {r2[み]}見{/r2}つければ\nよけることが できる！
Single_1_Title	ひとりでモード
Single_1_Body	れんぞくバトルを くりかえし\n{c[ff8c00]}タイムアタック{c[000000]}を きそう モードだ！\nたいりょくは {c[ff8c00]}{r2[まいせん]}毎戦{/r2} リセット{c[000000]} されるぞ！
Single_2_Title	クリアタイムを ちぢめるには
Single_2_Body	まけても {r2[なんど]}何度{/r2}も ちょうせん できるが、\nその{r2[ぶん]}分{/r2} {c[ff8c00]}{r2[じかん]}時間{/r2}は けいか{c[000000]} していく！\nすばやく かちつづけよう！
Single_3_Title	プラチナメダルを めざそう
Single_3_Body	クリアタイムは {c[ff8c00]}キャラクター{c[000000]}と\n{c[ff8c00]}なんいど{c[000000]} ごとに きろく される！\nすべての キャラクターで\n{c[ff8c00]}プラチナメダル{c[000000]}を めざそう！
Single_4_Title	カービィの カゲとの {r2[たたか]}戦{/r2}い
Single_4_Body	しんしゅつきぼつ で やんちゃな {c[ff8c00]}カゲ{c[000000]}が、\nどこから ともなく あらわれて、\nひさびさに バトルの{r2[たいかい]}大会{/r2}に {c[ff8c00]}さん{r2[せん]}戦{/r2}する！{c[000000]}
SingleGameOver_1_Title	ふくすうの てきとの バトル
SingleGameOver_1_Body	てきに{c[ff8c00]} はさまれない{c[000000]}ように しよう！\n{c[ff8c00]}はきだし/なげる{c[000000]}で、 てき どうしを\nぶつけるのも イイぞ！
SingleGameOver_2_Title	シャドーカービィを たおすには
SingleGameOver_2_Body	こうげき だけでなく\n{c[ff8c00]}ほおばり/つかみ{c[000000]}や\n{c[ff8c00]}そのばかいひ{c[000000]}も {r2[つか]}使{/r2}って みよう！
SingleGameOver_4_Title	たべものを ゲットしよう
SingleGameOver_4_Body	ステージに {r2[で]}出{/r2}る {c[ff8c00]}たべもの{c[000000]}は\nとられる{r2[まえ]}前{/r2}に ゲットして\n{c[ff8c00]}かいふく{c[000000]} しよう！
Online_1_Title	だれかとマッチは チーム{r2[せん]}戦{/r2}
Online_1_Body	オンラインモードの {c[ff8c00]}だれかとマッチ{c[000000]}は\nかならず だれかと{c[ff8c00]}チーム{c[000000]}を {r2[く]}組{/r2}む\n{c[ff8c00]}2{r2[たい]}対{/r2}2{c[000000]}の チーム{r2[せん]}戦{/r2}だ！
Online_2_Title	だれかとあそぶと ボーナス
Online_2_Body	{c[ff8c00]}オンラインモード{c[000000]}や {c[ff8c00]}ローカルモード{c[000000]}では\nいつもより {c[ff8c00]}ファイターズポイント{c[000000]}を\nたくさん ゲットできるぞ！
Online_3_Title	のこり{r2[じかん]}時間{/r2}が なくなると
Online_3_Body	だれかとマッチでは、{c[ff8c00]}のこり{r2[じかん]}時間{/r2}{c[000000]}が\nなくなると ゲームセット！\nふたりの {c[ff8c00]}ごうけいたいりょく{c[000000]}が\n{r2[たか]}高{/r2}い チームの しょうり！
Online_4_Title	バトルの ステージは おまかせ
Online_4_Body	{c[ff8c00]}だれかとマッチ{c[000000]}の バトルでは\nステージは {c[ff8c00]}ランダム{c[000000]}で えらばれる！
Online_5_Title	つよきものは やさしきもの
Online_5_Body	{c[ff8c00]}だれかとマッチ{c[000000]}で あつまる4{r2[にん]}人{/r2}は\nてきも みかたも {c[ff8c00]}どこかの だれか{c[000000]}だ！\n{c[ff8c00]}おもいやり{c[000000]}を もって\nせいせいどうどう {r2[たたか]}戦{/r2}おう！
Online_7_Title	{r2[れんしょう]}連勝{/r2}きろくは つよさの しるし
Online_7_Body	まけずに かちつづけると\n{c[ff8c00]}{r2[れんしょう]}連勝{/r2}{c[000000]}の きろくが ひょうじ される！
Practice_1_Title	トレーニングモード
Practice_1_Body	{r2[あたら]}新{/r2}しく ゲットした コピーのうりょくや\nバディは、 {c[ff8c00]}トレーニングモード{c[000000]}で\nじっくり {c[ff8c00]}れんしゅう{c[000000]}しよう！
Practice_2_Title	トレーニングの あいて
Practice_2_Body	{c[ff8c00]}トレーニングモード{c[000000]}で {r2[で]}出{/r2}てくる\nあいては なにも してこない。\nたおしたら \x0e\x04\t\x02`\0+\x0e\x04\n\x02a\0 で {c[ff8c00]}リセット{c[000000]} しよう！
Practice_3_Title	いちを もとに もどす
Practice_3_Body	{c[ff8c00]}トレーニングモード{c[000000]}で、\nじぶんと てきの いちを もどしたい{r2[とき]}時{/r2}は\n\x0e\x04\t\x02`\0+\x0e\x04\n\x02a\0 で {c[ff8c00]}リセット{c[000000]} しよう！
Ability_1_Title	ソードのコツ その1
Ability_1_Body	\x0e\x04\x17\x02Ä\0を {r2[なが]}長{/r2}おし すると\n{c[ff8c00]}スカイエナジーソード{c[000000]} はつどう！\n{c[ff8c00]}すこし {r2[とお]}遠{/r2}く{c[000000]}から こうげき できる！
Ability_2_Title	ソードのコツ その2
Ability_2_Body	{c[ff8c00]}ドリルソード{c[000000]}からの {c[ff8c00]}きり{r2[あ]}上{/r2}げスラッシュ{c[000000]}は\nソードの きほんてきな {c[ff8c00]}コンボ{c[000000]}だ！
Ability_3_Title	ソードのコツ その3
Ability_3_Body	{c[ff8c00]}{r2[かい]}回{/r2}てんぎり{c[000000]}{r2[ちゅう]}中{/r2}も、 \x0e\x04\x16\x02Ã\0/\x0e\x04\x14\x02Á\0 で\n{r2[さゆう]}左右{/r2}に {c[ff8c00]}うごいて{c[000000]} こうげき できる！
Ability_4_Title	カッターのコツ その1
Ability_4_Body	なげた {c[ff8c00]}カッターブーメラン{c[000000]}は\n\x0e\x04\x17\x02Ä\0/\x0e\x04\x15\x02Â\0で {c[ff8c00]}うごきを かえられる！{c[000000]}
Ability_5_Title	カッターのコツ その2
Ability_5_Body	なげて もどってきた カッターを\nジャンプで かわすと\n{c[ff8c00]}どこまでも とんでいく{c[000000]} こうげきとなる！
Ability_6_Title	カッターのコツ その3
Ability_6_Body	{c[ff8c00]}ハイパーブーメラン{c[000000]}は \x0e\x04\x06\x022\0{r2[なが]}長{/r2}おし！\nすべてを {c[ff8c00]}かんつう{c[000000]}して こうげき できる！
Ability_7_Title	ビームのコツ その1
Ability_7_Body	ななめ{r2[した]}下{/r2}に むかって ビームを はなつ\n{c[ff8c00]}ビームマシンガン{c[000000]}は\n{r2[くうちゅう]}空中{/r2}で {c[ff8c00]}{r2[なんど]}何度{/r2}でも うてる！{c[000000]}
Ability_8_Title	ビームのコツ その2
Ability_8_Body	\x0e\x04\x06\x022\0{r2[なが]}長{/r2}おしで {c[ff8c00]}はどうビーム！{c[000000]}\n{c[ff8c00]}{r2[とお]}遠{/r2}くの てき{c[000000]}にも あてることが できる\n{r2[だい]}大{/r2}ダメージの ワザだ！ 
Ability_9_Title	ビームのコツ その3
Ability_9_Body	\x0e\x04\x06\x022\0で はなつ {c[ff8c00]}ビームウィップ{c[000000]}の\nこうげきは {c[ff8c00]}{r2[うえほうこう]}上方向{/r2}{c[000000]}に ひろい！\n{c[ff8c00]}すりぬけゆか{c[000000]}の {r2[した]}下{/r2}から こうげきだ！
Ability_10_Title	パラソルのコツ その1
Ability_10_Body	パラソルは {c[ff8c00]}かべぎわ{c[000000]}が つよい！\n{c[ff8c00]}パラソルドリル{c[000000]}と {c[ff8c00]}ぐりぐりパラソル{c[000000]}を\nうまく {r2[つか]}使{/r2}おう！
Ability_11_Title	パラソルのコツ その2
Ability_11_Body	{r2[くうちゅう]}空中{/r2}の {c[ff8c00]}{r2[たか]}高{/r2}いところ{c[000000]}から いっきに\n{c[ff8c00]}パラソルダイブ{c[000000]}で こうげきだ！
Ability_12_Title	パラソルのコツ その3
Ability_12_Body	ダッシュして ジャンプしても\n{c[ff8c00]}パラソルドリル{c[000000]}が はつどう できる！
Ability_13_Title	ハンマーのコツ その1
Ability_13_Body	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0の {c[ff8c00]}おにごろし{r2[かえん]}火炎{/r2}ハンマー{c[000000]}は\n{c[ff8c00]}{r2[さいだい]}最大{/r2}{c[000000]}まで {c[ff8c00]}チャージ{c[000000]}すると\nものすごく つよい こうげきと なる！
Ability_14_Title	ハンマーのコツ その2
Ability_14_Body	{c[ff8c00]}ジャイアントスイング{c[000000]}は、 ふくすうにんを\nいっきに {c[ff8c00]}まきこんで{c[000000]} こうげき できる！
Ability_15_Title	ハンマーのコツ その3
Ability_15_Body	{c[ff8c00]}ぐりぐりハンマー{c[000000]}は {c[ff8c00]}{r2[くうちゅう]}空中{/r2}{c[000000]}でも {r2[だ]}出{/r2}せる！\nてきの {c[ff8c00]}ずじょう{c[000000]}から こうげき してみよう！
Ability_16_Title	ボムのコツ その1
Ability_16_Body	ボムの {c[ff8c00]}ばくだんかかげ{c[000000]}を\nそのままに すると、 ばくはつして\n{c[ff8c00]}じぶん{c[000000]}も ダメージを うけてしまうぞ！
Ability_17_Title	ボムのコツ その2
Ability_17_Body	{c[ff8c00]}ダッシュして ジャンプ{c[000000]}から はなつ\n{c[ff8c00]}ストライクボウル{c[000000]}が\nもっとも {c[ff8c00]}{r2[とお]}遠{/r2}く{c[000000]}に ボムを なげられる！
Ability_18_Title	ボムのコツ その3
Ability_18_Body	{c[ff8c00]}しかけばくだん{c[000000]}は 2コ{r2[め]}目{/r2}を おくと\n{r2[さき]}先{/r2}に おいた{c[ff8c00]} 1コ{r2[め]}目{/r2}が すぐ ばくはつ{c[000000]}する！\nうまく {r2[つか]}使{/r2}って ダメージを あたえよう！
Ability_19_Title	ウィップのコツ その1
Ability_19_Body	ウィップは {c[ff8c00]}キャプチャーウィップ{c[000000]}が つよい！\n{c[ff8c00]}{r2[なが]}長{/r2}いリーチ{c[000000]}を いかして つかみまくれ！
Ability_20_Title	ウィップのコツ その2
Ability_20_Body	{c[ff8c00]}キャプチャーウィップ{c[000000]}は\nすこし {c[ff8c00]}はなれた {r2[ばしょ]}場所{/r2}{c[000000]}の\nアイテムも つかみとれる！
Ability_21_Title	ウィップのコツ その3
Ability_21_Body	\x0e\x04\x17\x02Ä\0を {r2[い]}入{/r2}れながら {c[ff8c00]}キャプチャーウィップ{c[000000]}で\n{c[ff8c00]}{r2[うえ]}上{/r2}の てき{c[000000]}も つかむことが できる！
Ability_22_Title	スナイパーのコツ その1
Ability_22_Body	スナイパーの {c[ff8c00]}ショット{c[000000]}は\n{c[ff8c00]}\x0e\x04\x06\x022\0{r2[なが]}長{/r2}おし{c[000000]}の {r2[じかん]}時間{/r2}で{c[ff8c00]} こうかが かわる！{c[000000]}\nれんしゃ、 かんつう {r2[おも]}思{/r2}いのまま！
Ability_23_Title	スナイパーのコツ その2
Ability_23_Body	\x0e\x04\x15\x02Â\0での {c[ff8c00]}ぎたい{c[000000]}{r2[ちゅう]}中{/r2}に、\n\x0e\x04\x06\x022\0を おすと {c[ff8c00]}ヒットマン{c[000000]}になる！\nいつもより {r2[や]}矢{/r2}のスピードが はやい！
Ability_24_Title	スナイパーのコツ その3
Ability_24_Body	{c[ff8c00]}ジャンピングスナイパー{c[000000]}を うったあと、\n\x0e\x04\x16\x02Ã\0/\x0e\x04\x14\x02Á\0で {r2[む]}向{/r2}きを かえると\n{r2[くうちゅう]}空中{/r2}で{c[ff8c00]} {r2[なんど]}何度{/r2}でも うてる！{c[000000]}
Ability_25_Title	ファイターのコツ その1
Ability_25_Body	くり{r2[だ]}出{/r2}す{c[ff8c00]} ワザの {r2[かず]}数{/r2}{c[000000]}は ピカイチ！\n\x0e\x04\x12\x02\x95\0/\x0e\x04\x11\x02\x94\0で {c[ff8c00]}ポーズ{c[000000]}を ひらいて\nワザの {r2[だ]}出{/r2}し{r2[かた]}方{/r2}を {r2[み]}見{/r2}てみよう！
Ability_26_Title	ファイターのコツ その2
Ability_26_Body	{c[ff8c00]}あしばらい{c[000000]}から {c[ff8c00]}スピンキック{c[000000]}や\n{c[ff8c00]}ライジンブレイク{c[000000]}に つなげる\nコンボが できる！
Ability_27_Title	ファイターのコツ その3
Ability_27_Body	{c[ff8c00]}そっこうメガはどうショット{c[000000]}を\nマスター すれば\nすばやく {r2[よこ]}横{/r2}に こうげき できる！
Ability_28_Title	ニンジャのコツ その1
Ability_28_Body	こうげきを うける {c[ff8c00]}ちょくぜん{c[000000]}に\n\x0e\x04\x15\x02Â\0＋\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0で {c[ff8c00]}かわりみのじゅつ！{c[000000]}\nこうげきを かわして {c[ff8c00]}はんげき{c[000000]} できる！
Ability_29_Title	ニンジャのコツ その2
Ability_29_Body	{c[ff8c00]}いづなおとし{c[000000]}は {c[ff8c00]}{r2[くうちゅう]}空中{/r2}の てき{c[000000]}にも\n{r2[つか]}使{/r2}うことが できる！
Ability_30_Title	ニンジャのコツ その3
Ability_30_Body	{c[ff8c00]}みだれ{r2[はな]}花{/r2}ふぶき{c[000000]}を うまく {r2[つか]}使{/r2}うと\nこうげきを {c[ff8c00]}よける{c[000000]} {r2[ほうほう]}方法{/r2}としても {r2[つか]}使{/r2}える！
Ability_31_Title	ビートルのコツ その1
Ability_31_Body	ダッシュ＋\x0e\x04\x06\x022\0で {r2[で]}出{/r2}る {c[ff8c00]}ロケットホーン{c[000000]}は\n{c[ff8c00]}ガード{c[000000]}している てきも\n{c[ff8c00]}つかむ{c[000000]}ことが できる！
Ability_32_Title	ビートルのコツ その2
Ability_32_Body	{r2[くうちゅう]}空中{/r2}で {c[ff8c00]}\x0e\x04\x05\x021\0{r2[なが]}長{/r2}おし{c[000000]} すると\n{r2[はね]}羽{/r2}を {r2[つか]}使{/r2}って ブンブン{c[ff8c00]} とびまわれる！{c[000000]}
Ability_33_Title	ビートルのコツ その3
Ability_33_Body	\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0で {r2[で]}出{/r2}る\n{c[ff8c00]}スパイラルホーン{c[000000]}で てきを {c[ff8c00]}うち{r2[あ]}上{/r2}げて{c[000000]}\nれんぞく こうげきを ねらえ！
Ability_34_Title	ベルのコツ その1
Ability_34_Body	ベルの {c[ff8c00]}イン・ベル{c[000000]}で ガードすると\nじどうで {c[ff8c00]}カウンターこうげき{c[000000]}が はつどう！
Ability_35_Title	ベルのコツ その2
Ability_35_Body	\x0e\x04\x17\x02Ä\0{r2[なが]}長{/r2}おし～\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0で はなつ\n{c[ff8c00]}そっこうディンフィナーレ{c[000000]}は\n{c[ff8c00]}{r2[さゆう]}左右{/r2}どうじ{c[000000]}に こうげき できる！
Ability_36_Title	ベルのコツ その3
Ability_36_Body	{c[ff8c00]}リンディンドン{c[000000]}は \x0e\x04\x06\x022\0れんだで ずっと\n{r2[だ]}出{/r2}しつづけることが できる！\n{c[ff8c00]}かべぎわ{c[000000]}で ねらおう！
Ability_37_Title	レスラーのコツ その1
Ability_37_Body	{c[ff8c00]}うちあげラリアット{c[000000]}で てきを うちあげたら\nそこから {c[ff8c00]}つかみ{r2[たか]}高{/r2}とび{c[000000]}をして てきを\nキャッチできる！
Ability_38_Title	レスラーのコツ その2
Ability_38_Body	{c[ff8c00]}リフトアップ{c[000000]}は てきが {c[ff8c00]}ガード{r2[ちゅう]}中{/r2}{c[000000]}でも\nはつどう できる！
Ability_39_Title	レスラーのコツ その3
Ability_39_Body	{c[ff8c00]}レスラーバックドロップ{c[000000]}の\nちゃくちと どうじに \x0e\x04\x05\x021\0を おすと、\n{c[ff8c00]}ローリングブレイカー{c[000000]}に つながる\nコンボとなる！
