FlowchartMsg_USen_szs\ActivityAchievements.msbt
Conjunction00	Furthermore!
Tops_015	ⅥSpring Dancer
Bottoms_015	ⅦSpring Dancer
Shoes_015	ⅧSpring Dancer
All_015	ⅥⅦⅧSpring Dancer
Tops_016	ⅥCrystal Dancer
Bottoms_016	ⅦCrystal Dancer
Shoes_016	ⅧCrystal Dancer
Tops_017	ⅥGame Machine
Bottoms_017	ⅦGame Machine
Shoes_017	ⅧGame Machine
All_017	ⅥⅦⅧGame Machine
Tops_018	ⅥBattle Machine
Bottoms_018	ⅦBattle Machine
Shoes_018	ⅧBattle Machine
Tops_019	ⅥBlue Aurora
Bottoms_019	ⅦBlue Aurora
Shoes_019	ⅧBlue Aurora
Tops_020	ⅥGreen Aurora
Bottoms_020	ⅦGreen Aurora
Shoes_020	ⅧGreen Aurora
Tops_021	ⅥShadow Aurora
Bottoms_021	ⅦShadow Aurora
Shoes_021	ⅧShadow Aurora
All_021	ⅥⅦⅧShadow Aurora
Tops_022	ⅥSunset Runner
Bottoms_022	ⅦSunset Runner
Shoes_022	ⅧSunset Runner
Tops_023	ⅥSplash Runner
Bottoms_023	ⅦSplash Runner
Shoes_023	ⅧSplash Runner
Tops_024	ⅥStreet Runner
Bottoms_024	ⅦStreet Runner
Shoes_024	ⅧStreet Runner
Tops_025	ⅥAbs Master
Bottoms_025	ⅦAbs Master
Shoes_025	ⅧAbs Master
All_025	ⅥⅦⅧAbs Master
Tops_026	ⅥShadow Jogger
Bottoms_026	ⅦShadow Jogger
Shoes_026	ⅧShadow Jogger
Tops_027	ⅥGuru Gear
Bottoms_027	ⅦGuru Gear
Shoes_027	ⅧGuru Gear
Set_027	Guru Gear
All_027	ⅥⅦⅧGuru Gear
Tops_028	ⅥMisty Athlete
Bottoms_028	ⅦMisty Athlete
Shoes_028	ⅧMisty Athlete
Tops_029	ⅥBlue Chameleon
Bottoms_029	ⅦBlue Chameleon
Shoes_029	ⅧBlue Chameleon
Tops_030	ⅥCoral Snake
Bottoms_030	ⅦCoral Snake
Shoes_030	ⅧCoral Snake
Tops_031	ⅥJungle Gator
Bottoms_031	ⅦJungle Gator
Shoes_031	ⅧJungle Gator
Tops_032	ⅥBleached Skeleton
Bottoms_032	ⅦBleached Skeleton
Shoes_032	ⅧBleached Skeleton
Tops_033	ⅥBlue Skeleton
Bottoms_033	ⅦBlue Skeleton
Shoes_033	ⅧBlue Skeleton
Tops_034	ⅥMustard Skeleton
Bottoms_034	ⅦMustard Skeleton
Shoes_034	ⅧMustard Skeleton
Tops_035	ⅥDragon Breaker
Bottoms_035	ⅦDragon Breaker
Shoes_035	ⅧDragon Breaker
Tops_036	ⅥPeacock Contender
Bottoms_036	ⅦPeacock Contender
Shoes_036	ⅧPeacock Contender
Tops_037	ⅥLegs Master
Bottoms_037	ⅦLegs Master
Shoes_037	ⅧLegs Master
Tops_038	ⅥBurning Ant
Bottoms_038	ⅦBurning Ant
Shoes_038	ⅧBurning Ant
Tops_039	ⅥCrimson Phoenix
Bottoms_039	ⅦCrimson Phoenix
Shoes_039	ⅧCrimson Phoenix
Tops_040	ⅥPink Flamingo
Bottoms_040	ⅦPink Flamingo
Shoes_040	ⅧPink Flamingo
Tops_041	ⅥTropical Parrot
Bottoms_041	ⅦTropical Parrot
Shoes_041	ⅧTropical Parrot
Tops_042	ⅥStone Dragon
Bottoms_042	ⅦStone Dragon
Shoes_042	ⅧStone Dragon
Tops_043	ⅥMetallic Neuron
Bottoms_043	ⅦMetallic Neuron
Shoes_043	ⅧMetallic Neuron
Tops_044	ⅥArmored Muscle
Bottoms_044	ⅦArmored Muscle
Shoes_044	ⅧArmored Muscle
Tops_100	ⅥBasic Jogger Ⅱ
Bottoms_100	ⅦBasic Jogger Ⅱ
Shoes_100	ⅧBasic Jogger Ⅱ
Tops_101	ⅥGalactic Jogger Ⅱ
Bottoms_101	ⅦGalactic Jogger Ⅱ
Shoes_101	ⅧGalactic Jogger Ⅱ
Tops_102	ⅥSky Jogger Ⅱ
Bottoms_102	ⅦSky Jogger Ⅱ
Shoes_102	ⅧSky Jogger Ⅱ
Tops_103	ⅥSavannah Athlete Ⅱ
Bottoms_103	ⅦSavannah Athlete Ⅱ
Shoes_103	ⅧSavannah Athlete Ⅱ
Tops_104	ⅥOcean Athlete Ⅱ
Bottoms_104	ⅦOcean Athlete Ⅱ
Shoes_104	ⅧOcean Athlete Ⅱ
Tops_105	ⅥVolcanic Athlete Ⅱ
Bottoms_105	ⅦVolcanic Athlete Ⅱ
Shoes_105	ⅧVolcanic Athlete Ⅱ
Tops_106	ⅥVolt Contender Ⅱ
Bottoms_106	ⅦVolt Contender Ⅱ
Shoes_106	ⅧVolt Contender Ⅱ
Tops_107	ⅥAtomic Contender Ⅱ
Bottoms_107	ⅦAtomic Contender Ⅱ
Shoes_107	ⅧAtomic Contender Ⅱ
Tops_108	ⅥFlame Contender Ⅱ
Bottoms_108	ⅦFlame Contender Ⅱ
Shoes_108	ⅧFlame Contender Ⅱ
Tops_109	ⅥArms Master Ⅱ
Bottoms_109	ⅦArms Master Ⅱ
Shoes_109	ⅧArms Master Ⅱ
Tops_110	ⅥFitness Machine Ⅱ
Bottoms_110	ⅦFitness Machine Ⅱ
Shoes_110	ⅧFitness Machine Ⅱ
Tops_111	ⅥCinder Beetle Ⅱ
Bottoms_111	ⅦCinder Beetle Ⅱ
Shoes_111	ⅧCinder Beetle Ⅱ
Tops_112	ⅥSilver Cocoon Ⅱ
Bottoms_112	ⅦSilver Cocoon Ⅱ
Shoes_112	ⅧSilver Cocoon Ⅱ
Tops_113	ⅥSkip Hopper Ⅱ
Bottoms_113	ⅦSkip Hopper Ⅱ
Shoes_113	ⅧSkip Hopper Ⅱ
Tops_114	ⅥStorm Dancer Ⅱ
Bottoms_114	ⅦStorm Dancer Ⅱ
Shoes_114	ⅧStorm Dancer Ⅱ
Tops_115	ⅥSpring Dancer Ⅱ
Bottoms_115	ⅦSpring Dancer Ⅱ
Shoes_115	ⅧSpring Dancer Ⅱ
Tops_116	ⅥCrystal Dancer Ⅱ
Bottoms_116	ⅦCrystal Dancer Ⅱ
Shoes_116	ⅧCrystal Dancer Ⅱ
Tops_117	ⅥGame Machine Ⅱ
Bottoms_117	ⅦGame Machine Ⅱ
Shoes_117	ⅧGame Machine Ⅱ
Tops_118	ⅥBattle Machine Ⅱ
Bottoms_118	ⅦBattle Machine Ⅱ
Shoes_118	ⅧBattle Machine Ⅱ
Tops_119	ⅥBlue Aurora Ⅱ
Bottoms_119	ⅦBlue Aurora Ⅱ
Shoes_119	ⅧBlue Aurora Ⅱ
Tops_120	ⅥGreen Aurora Ⅱ
Bottoms_120	ⅦGreen Aurora Ⅱ
Shoes_120	ⅧGreen Aurora Ⅱ
Tops_121	ⅥShadow Aurora Ⅱ
Bottoms_121	ⅦShadow Aurora Ⅱ
Shoes_121	ⅧShadow Aurora Ⅱ
Tops_122	ⅥSunset Runner Ⅱ
Bottoms_122	ⅦSunset Runner Ⅱ
Shoes_122	ⅧSunset Runner Ⅱ
Tops_123	ⅥSplash Runner Ⅱ
Bottoms_123	ⅦSplash Runner Ⅱ
Shoes_123	ⅧSplash Runner Ⅱ
Tops_124	ⅥStreet Runner Ⅱ
Bottoms_124	ⅦStreet Runner Ⅱ
Shoes_124	ⅧStreet Runner Ⅱ
Tops_125	ⅥAbs Master Ⅱ
Bottoms_125	ⅦAbs Master Ⅱ
Shoes_125	ⅧAbs Master Ⅱ
Tops_126	ⅥShadow Jogger Ⅱ
Bottoms_126	ⅦShadow Jogger Ⅱ
Shoes_126	ⅧShadow Jogger Ⅱ
Tops_127	ⅥGuru Gear Ⅱ
Bottoms_127	ⅦGuru Gear Ⅱ
Shoes_127	ⅧGuru Gear Ⅱ
Tops_128	ⅥMisty Athlete Ⅱ
Bottoms_128	ⅦMisty Athlete Ⅱ
Shoes_128	ⅧMisty Athlete Ⅱ
Tops_129	ⅥBlue Chameleon Ⅱ
Bottoms_129	ⅦBlue Chameleon Ⅱ
Shoes_129	ⅧBlue Chameleon Ⅱ
Tops_130	ⅥCoral Snake Ⅱ
Bottoms_130	ⅦCoral Snake Ⅱ
Shoes_130	ⅧCoral Snake Ⅱ
Tops_131	ⅥJungle Gator Ⅱ
Bottoms_131	ⅦJungle Gator Ⅱ
Shoes_131	ⅧJungle Gator Ⅱ
Tops_132	ⅥBleached Skeleton Ⅱ
Bottoms_132	ⅦBleached Skeleton Ⅱ
Shoes_132	ⅧBleached Skeleton Ⅱ
Tops_133	ⅥBlue Skeleton Ⅱ
Bottoms_133	ⅦBlue Skeleton Ⅱ
Shoes_133	ⅧBlue Skeleton Ⅱ
Tops_134	ⅥMustard Skeleton Ⅱ
Bottoms_134	ⅦMustard Skeleton Ⅱ
Shoes_134	ⅧMustard Skeleton Ⅱ
Tops_135	ⅥDragon Breaker Ⅱ
Bottoms_135	ⅦDragon Breaker Ⅱ
Shoes_135	ⅧDragon Breaker Ⅱ
Tops_136	ⅥPeacock Contender Ⅱ
Bottoms_136	ⅦPeacock Contender Ⅱ
Shoes_136	ⅧPeacock Contender Ⅱ
Tops_137	ⅥLeg Master Ⅱ
Bottoms_137	ⅦLeg Master Ⅱ
Shoes_137	ⅧLeg Master Ⅱ
Tops_138	ⅥBurning Ant Ⅱ
Bottoms_138	ⅦBurning Ant Ⅱ
Shoes_138	ⅧBurning Ant Ⅱ
Tops_139	ⅥCrimson Phoenix Ⅱ
Bottoms_139	ⅦCrimson Phoenix Ⅱ
Shoes_139	ⅧCrimson Phoenix Ⅱ
Tops_140	ⅥPink Flamingo Ⅱ
Bottoms_140	ⅦPink Flamingo Ⅱ
Shoes_140	ⅧPink Flamingo Ⅱ
Tops_141	ⅥTropical Parrot Ⅱ
Bottoms_141	ⅦTropical Parrot Ⅱ
Shoes_141	ⅧTropical Parrot Ⅱ
Tops_142	ⅥStone Dragon Ⅱ
Bottoms_142	ⅦStone Dragon Ⅱ
Shoes_142	ⅧStone Dragon Ⅱ
Tops_200	ⅥBasic Jogger Ⅲ
Bottoms_200	ⅦBasic Jogger Ⅲ
Shoes_200	ⅧBasic Jogger Ⅲ
Tops_201	ⅥGalactic Jogger Ⅲ
Bottoms_201	ⅦGalactic Jogger Ⅲ
Shoes_201	ⅧGalactic Jogger Ⅲ
Tops_202	ⅥSky Jogger Ⅲ
Bottoms_202	ⅦSky Jogger Ⅲ
Shoes_202	ⅧSky Jogger Ⅲ
Tops_203	ⅥSavannah Athlete Ⅲ
Bottoms_203	ⅦSavannah Athlete Ⅲ
Shoes_203	ⅧSavannah Athlete Ⅲ
Tops_204	ⅥOcean Athlete Ⅲ
Bottoms_204	ⅦOcean Athlete Ⅲ
Shoes_204	ⅧOcean Athlete Ⅲ
Tops_205	ⅥVolcanic Athlete Ⅲ
Bottoms_205	ⅦVolcanic Athlete Ⅲ
Shoes_205	ⅧVolcanic Athlete Ⅲ
Tops_206	ⅥVolt Contender Ⅲ
Bottoms_206	ⅦVolt Contender Ⅲ
Shoes_206	ⅧVolt Contender Ⅲ
Tops_207	ⅥAtomic Contender Ⅲ
Bottoms_207	ⅦAtomic Contender Ⅲ
Shoes_207	ⅧAtomic Contender Ⅲ
Tops_208	ⅥFlame Contender Ⅲ
Bottoms_208	ⅦFlame Contender Ⅲ
Shoes_208	ⅧFlame Contender Ⅲ
Tops_209	ⅥArms Master Ⅲ
Bottoms_209	ⅦArms Master Ⅲ
Shoes_209	ⅧArms Master Ⅲ
Tops_210	ⅥFitness Machine Ⅲ
Bottoms_210	ⅦFitness Machine Ⅲ
Shoes_210	ⅧFitness Machine Ⅲ
Tops_211	ⅥCinder Beetle Ⅲ
Bottoms_211	ⅦCinder Beetle Ⅲ
Shoes_211	ⅧCinder Beetle Ⅲ
Tops_212	ⅥSilver Cocoon Ⅲ
Bottoms_212	ⅦSilver Cocoon Ⅲ
Shoes_212	ⅧSilver Cocoon Ⅲ
Tops_213	ⅥSkip Hopper Ⅲ
Bottoms_213	ⅦSkip Hopper Ⅲ
Shoes_213	ⅧSkip Hopper Ⅲ
Tops_214	ⅥStorm Dancer Ⅲ
Bottoms_214	ⅦStorm Dancer Ⅲ
Shoes_214	ⅧStorm Dancer Ⅲ
Tops_215	ⅥSpring Dancer Ⅲ
Bottoms_215	ⅦSpring Dancer Ⅲ
Shoes_215	ⅧSpring Dancer Ⅲ
Tops_216	ⅥCrystal Dancer Ⅲ
Bottoms_216	ⅦCrystal Dancer Ⅲ
Shoes_216	ⅧCrystal Dancer Ⅲ
Tops_217	ⅥGame Machine Ⅲ
Bottoms_217	ⅦGame Machine Ⅲ
Shoes_217	ⅧGame Machine Ⅲ
Tops_218	ⅥBattle Machine Ⅲ
Bottoms_218	ⅦBattle Machine Ⅲ
Shoes_218	ⅧBattle Machine Ⅲ
Tops_219	ⅥBlue Aurora Ⅲ
Bottoms_219	ⅦBlue Aurora Ⅲ
Shoes_219	ⅧBlue Aurora Ⅲ
Tops_220	ⅥGreen Aurora Ⅲ
Bottoms_220	ⅦGreen Aurora Ⅲ
Shoes_220	ⅧGreen Aurora Ⅲ
Tops_221	ⅥShadow Aurora Ⅲ
Bottoms_221	ⅦShadow Aurora Ⅲ
Shoes_221	ⅧShadow Aurora Ⅲ
Tops_222	ⅥSunset Runner Ⅲ
Bottoms_222	ⅦSunset Runner Ⅲ
Shoes_222	ⅧSunset Runner Ⅲ
Tops_223	ⅥSplash Runner Ⅲ
Bottoms_223	ⅦSplash Runner Ⅲ
Shoes_223	ⅧSplash Runner Ⅲ
Tops_224	ⅥStreet Runner Ⅲ
Bottoms_224	ⅦStreet Runner Ⅲ
Shoes_224	ⅧStreet Runner Ⅲ
Tops_225	ⅥAbs Master Ⅲ
Bottoms_225	ⅦAbs Master Ⅲ
Shoes_225	ⅧAbs Master Ⅲ
Tops_226	ⅥShadow Jogger Ⅲ
Bottoms_226	ⅦShadow Jogger Ⅲ
Shoes_226	ⅧShadow Jogger Ⅲ
Tops_227	ⅥGuru Gear Ⅲ
Bottoms_227	ⅦGuru Gear Ⅲ
Shoes_227	ⅧGuru Gear Ⅲ
Tops_228	ⅥMisty Athlete Ⅲ
Bottoms_228	ⅦMisty Athlete Ⅲ
Shoes_228	ⅧMisty Athlete Ⅲ
Tops_229	ⅥBlue Chameleon Ⅲ
Bottoms_229	ⅦBlue Chameleon Ⅲ
Shoes_229	ⅧBlue Chameleon Ⅲ
Tops_230	ⅥCoral Snake Ⅲ
Bottoms_230	ⅦCoral Snake Ⅲ
Shoes_230	ⅧCoral Snake Ⅲ
Tops_231	ⅥJungle Gator Ⅲ
Bottoms_231	ⅦJungle Gator Ⅲ
Shoes_231	ⅧJungle Gator Ⅲ
Tops_232	ⅥBleached Skeleton Ⅲ
Bottoms_232	ⅦBleached Skeleton Ⅲ
Shoes_232	ⅧBleached Skeleton Ⅲ
Tops_233	ⅥBlue Skeleton Ⅲ
Bottoms_233	ⅦBlue Skeleton Ⅲ
Shoes_233	ⅧBlue Skeleton Ⅲ
Tops_234	ⅥMustard Skeleton Ⅲ
Bottoms_234	ⅦMustard Skeleton Ⅲ
Shoes_234	ⅧMustard Skeleton Ⅲ
Tops_235	ⅥDragon Breaker Ⅲ
Bottoms_235	ⅦDragon Breaker Ⅲ
Shoes_235	ⅧDragon Breaker Ⅲ
Tops_236	ⅥPeacock Contender Ⅲ
Bottoms_236	ⅦPeacock Contender Ⅲ
Shoes_236	ⅧPeacock Contender Ⅲ
Tops_237	ⅥLeg Master Ⅲ
Bottoms_237	ⅦLeg Master Ⅲ
Shoes_237	ⅧLeg Master Ⅲ
Tops_238	ⅥBurning Ant Ⅲ
Bottoms_238	ⅦBurning Ant Ⅲ
Shoes_238	ⅧBurning Ant Ⅲ
Tops_239	ⅥCrimson Phoenix Ⅲ
Bottoms_239	ⅦCrimson Phoenix Ⅲ
Shoes_239	ⅧCrimson Phoenix Ⅲ
Tops_240	ⅥPink Flamingo Ⅲ
Bottoms_240	ⅦPink Flamingo Ⅲ
Shoes_240	ⅧPink Flamingo Ⅲ
Tops_241	ⅥTropical Parrot Ⅲ
