FlowchartMsg_JPja_szs\ActivityAchievements.msbt
Conjunction00	さらに…!
Sm_108	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ黄色攻撃力 超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_109	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ黄色攻撃力 超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_110	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ黄色攻撃力 超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ連続行動の確定
Sm_111	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ黄色攻撃力 超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿラッシュ確定
Sm_112	【バトル】\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ黄色攻撃力 超アップ\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ ＋ \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿスキル色替え\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ
Sm_113	【バトル】負けた時に飲むと 復活できる
Sm_115	【バトル】負けた時に飲むと 復活できる
Sm_116	【バトル】負けた時に飲むと 復活できる
Sm_117	【バトル】負けた時に飲むと 復活できる
Sm_118	【バトル】負けた時に飲むと 復活できる
Sm_119	【バトル】負けた時に飲むと 復活できる
Sm_120	【バトル】負けた時に飲むと 復活できる
ListMsg_JPja_szs\ItemName.msbt
HeartContainer	ハート最大値＋1
SmoothieAbility	スムージーの能力
RaftAbility	川渡りの能力
WingAbility	翼の能力
WeakPointAbility	色バトルの能力
DJumpAbility	高跳びの能力
Sm_001	キャロットスープ
Sm_002	かぼちゃスープ
Sm_003	パパイヤスムージー
Sm_004	チアシードスムージー
Sm_005	パパイヤソーダ
Sm_006	チアシードソーダ
Sm_007	紅茶
Sm_008	柿スムージー
Sm_009	オレンジアーモンドミルク
Sm_010	トロピカルスムージー
Sm_011	ほうれん草スムージー
Sm_012	上ほうれん草スムージー
Sm_013	クレソンスムージー
Sm_014	上クレソンスムージー
Sm_015	バジルビネガー
Sm_016	フダンソウスムージー
Sm_017	バジルミントスムージー
Sm_018	フダンソウミックス
Sm_019	ルッコラスムージー
Sm_020	上ルッコラスムージー
Sm_021	明日葉スムージー
Sm_022	ケールスムージー
Sm_023	上ケールスムージー
Sm_024	上明日葉スムージー
Sm_025	ロイヤルグリーンスムージー
Sm_026	ウィートグラススムージー
Sm_027	上ウィートグラススムージー
Sm_028	グリーンバジルスムージー
Sm_029	ごまスムージー
Sm_030	牛乳プリン
Sm_031	ケフィアヨーグルト
Sm_032	ドラゴンドリンク
Sm_033	キャベツのソイポタージュ
Sm_034	チーズオニオンスープ
Sm_035	チカラドリンク
Sm_036	マモリドリンク
Sm_037	スキルドリンク
Sm_038	ココア
Sm_039	ほうじ茶ラテ
Sm_040	キャラメルコーヒー
Sm_041	キャラメルミルクティー
Sm_042	いちごスムージー
Sm_043	ザクロジュース
Sm_044	トマトスムージー
Sm_045	ザクロソーダ
Sm_046	リンゴスムージー
Sm_047	リンゴと玉ねぎのスープ
Sm_048	ザクロアーモンドミルク
Sm_049	ラズベリースムージー
Sm_050	ブラッドオレンジジュース
Sm_051	リンゴトマトスムージー
Sm_052	ラズベリーシナモンジュース
Sm_053	いちじくスムージー
Sm_054	プラムジュース
Sm_055	レッドミックススムージー
Sm_056	トマトハーブスムージー
Sm_057	ザクロティー
Sm_058	ストロベリーシェイク
Sm_059	レッドムーンスムージー
Sm_060	ディープレッドスムージー
Sm_061	ぶどうスムージー
Sm_062	ブルーベリースムージー
Sm_063	レーズンミルク
Sm_064	ブルーベリーソーダ
Sm_065	プルーンスムージー
Sm_066	プルーンヨーグルトスムージー
Sm_067	ブルーベリーアーモンドミルク
Sm_068	カシススムージー
Sm_069	飲むプルーン
Sm_070	トレビススムージー
Sm_071	クランベリーシナモンスムージー
Sm_072	ラベンダーティー
Sm_073	パープルミックススムージー
Sm_074	クランベリーハーブスムージー
Sm_075	ブルーベリーティー
Sm_076	グレープシェイク
Sm_077	パープルサンセットスムージー
Sm_078	ディープパープルスムージー
Sm_079	緑茶
Sm_080	大葉スムージー
Sm_081	抹茶ラテ
Sm_082	クリームソーダ
Sm_083	アスパラスムージー
Sm_084	アスパラ玉ねぎスープ
Sm_085	ライムスムージー
Sm_086	レタスとミルクのスムージー
Sm_087	アボカドスムージー
Sm_088	ライムシナモンスムージー
Sm_089	キウイスムージー
Sm_090	グリーンミックススムージー
Sm_091	アボカドハーブスムージー
Sm_092	洋ナシジュース
Sm_093	抹茶シェイク
Sm_094	ディープライムグリーンスムージー
Sm_095	バナナスムージー
Sm_096	アプリコットスムージー
Sm_097	りんご酢
Sm_098	アプリコットソーダ
Sm_099	レモンスムージー
Sm_100	はちみつレモン
Sm_101	アプリコットアーモンドミルク
Sm_102	コーンスープ
Sm_103	コーンポタージュ
Sm_104	パイナップルジンジャー
Sm_105	シナモンジンジャースムージー
Sm_106	グレープフルーツスムージー
Sm_107	イエローミックススムージー
Sm_108	ジンジャーハーブスムージー
Sm_109	アプリコットコーヒー
Sm_110	バナナシェイク
Sm_111	イエロースカイスムージー
Sm_112	ディープイエロースムージー
Sm_113	ピーチスムージー
Sm_115	ピーチヨーグルト
Sm_116	スイカスムージー
Sm_117	ピンクグレープフルーツスムージー
Sm_118	グアバスムージー
Sm_119	チェリースムージー
Sm_120	ピーチシェイク
Rp_Map03_01	ほうれん草のレシピ
Rp_Map04_01	基本の4色レシピ
Rp_Map04_02	牛乳プリンのレシピ
Rp_Map04_03	ごまスムージーのレシピ
Rp_Map05_01	ザクロのレシピ
Rp_Map05_02	トマトとりんごのレシピ
Rp_Map06_01	ピーチスムージーのレシピ
Rp_Map07_01	ブルーベリーのレシピ
Rp_Map07_02	レーズンとプルーンのレシピ
Rp_Map07_03	キャロットスープのレシピ
Rp_Map07_04	かぼちゃスープのレシピ
Rp_Map08_01	クレソンのレシピ
Rp_Map08_02	アプリコットのレシピ
Rp_Map08_03	レモンと酢のレシピ
Rp_Map09_01	パパイヤのレシピ
Rp_Map09_02	チアシードのレシピ
Rp_Map09_03	ピーチヨーグルトのレシピ
Rp_Map10_01	大葉スムージーのレシピ
Rp_Map10_02	抹茶ラテとクリームソーダのレシピ
Rp_Map10_03	アスパラガスのレシピ
Rp_Map11_01	バジルのレシピ
Rp_Map11_02	フダンソウのレシピ
Rp_Map12_01	ケフィアヨーグルトのレシピ
Rp_Map12_02	ココアとほうじ茶ラテのレシピ
Rp_Map12_03	アーモンドミルクのレシピ
Rp_Map13_01	ルッコラのレシピ
Rp_Map13_02	明日葉スムージーのレシピ
Rp_Map13_03	ドラゴンドリンクのレシピ
Rp_Map14_01	キャベツのソイポタージュのレシピ
Rp_Map14_02	キャラメルのレシピ
Rp_Map14_03	トウモロコシのレシピ
Rp_Map14_04	ショウガのレシピ
Rp_Map14_05	グレープフルーツスムージーのレシピ
Rp_Map15_01	紅茶のレシピ
Rp_Map15_02	柿スムージーのレシピ
Rp_Map15_03	黄のアレンジレシピ
Rp_Map15_04	グアバスムージーのレシピ
Rp_Map16_01	カシススムージーのレシピ
Rp_Map16_02	紫のアレンジレシピⅠ
Rp_Map17_01	紫のアレンジレシピⅡ
Rp_Map18_01	ケールのレシピ
Rp_Map18_02	チーズオニオンスープのレシピ
Rp_Map18_03	ラズベリーのレシピ
Rp_Map18_04	赤のアレンジレシピⅠ
Rp_Map18_05	チェリースムージーのレシピ
Rp_Map19_01	赤のアレンジレシピⅡ
Rp_Map20_01	ライムスムージーのレシピ
Rp_Map20_02	黄緑のアレンジレシピⅠ
Rp_Map20_03	黄緑のアレンジレシピⅡ
Rp_Map21_01	スイカスムージーのレシピ
Rp_Map21_02	ピンクグレープフルーツスムージーのレシピ
Rp_Map22_01	上明日葉スムージーのレシピ
Rp_Map22_02	レッドムーンスムージーのレシピ
Rp_Map22_03	パープルサンセットスムージーのレシピ
Rp_Map22_04	抹茶シェイクのレシピ
Rp_Map22_05	イエロースカイスムージーのレシピ
Rp_Map23_01	ウィートグラスのレシピ
Rp_Map23_02	グリーンバジルスムージーのレシピ
Rp_Ex_01	ピーチシェイクのレシピ
Rp_Ex_02	ロイヤルグリーンスムージーのレシピ
Rp_Ex_03	ディープレッドスムージーのレシピ
Rp_Ex_04	ディープパープルスムージーのレシピ
Rp_Ex_05	ディープライムグリーンスムージーのレシピ
Rp_Ex_06	ディープイエロースムージーのレシピ
Rp_Ex_07	トロピカルスムージーのレシピ
Fd_001	牛乳
Fd_002	豆乳
Fd_003	バナナ
Fd_004	レモン
Fd_005	りんご
Fd_006	いちご
Fd_007	パイナップル
Fd_008	柿
Fd_009	ぶどう
Fd_010	スイカ
Fd_011	マンゴー
Fd_012	みかん
Fd_013	オレンジ
Fd_014	ブラッドオレンジ
Fd_015	グレープフルーツ
Fd_016	モモ
Fd_017	メロン
Fd_018	いちじく
Fd_019	キウイ
Fd_020	パパイヤ
Fd_021	洋ナシ
Fd_022	ピンクグレープフルーツ
Fd_023	ブルーベリー
Fd_024	ラズベリー
Fd_025	カシス
Fd_026	ザクロ
Fd_027	ドラゴンフルーツ
Fd_028	グアバ
Fd_029	プルーン
Fd_030	レーズン
Fd_031	トマト
Fd_032	ニンジン
Fd_033	トウモロコシ
Fd_034	かぼちゃ
Fd_035	玉ねぎ
Fd_036	アボカド
Fd_037	セロリ
Fd_038	アスパラガス
Fd_039	ショウガ
Fd_040	レタス
Fd_041	ほうれん草
Fd_042	ケール
Fd_043	大葉
Fd_045	白ごま
Fd_046	酢
Fd_047	ヨーグルト
Fd_048	はちみつ
Fd_049	カカオ
Fd_050	バニラアイス
Fd_051	キャラメル
Fd_052	コーヒー豆
Fd_053	紅茶葉
Fd_054	緑茶葉
Fd_055	抹茶パウダー
Fd_056	ほうじ茶葉
Fd_057	炭酸水
Fd_058	ゼラチン
Fd_059	チェリー
Fd_060	ライム
Fd_061	クレソン
Fd_062	フダンソウ
Fd_063	バジル
Fd_064	プラム
Fd_065	クランベリー
Fd_066	アプリコット
Fd_067	ルッコラ
Fd_068	シナモン
Fd_069	ミント
Fd_070	砂糖
Fd_071	クリームチーズ
Fd_072	チアシード
Fd_073	アーモンドミルク
Fd_074	レモングラス
Fd_078	パセリ
Fd_079	ウィートグラス
Fd_080	フェンネル
Fd_084	つるむらさき
Fd_085	ターサイ
Fd_087	明日葉
Fd_090	トレビス
Fd_092	キャベツ
Fd_094	ケフィアグレイン
Fd_095	ラベンダー
Mt_002	ドラゴン石像のカケラ
Mt_003	ドラゴン石像のコア
Mt_004	オーパール
Mt_005	フォ－スライト
Mt_006	エメラルラ
Mt_007	ルビーナ
Mt_008	サファイラ
Mt_009	アメイジスト
Mt_010	ダイヤール
Mt_011	オニクス
Mt_012	シトリラン
Mt_013	トパージュ
Mt_014	グリドット
Mt_015	ガーネットーン
Mt_016	ロージークォーツ
Mt_017	ジルコーン
ListMsg_JPja_szs\ItemWork.msbt
NoneEffect	今使っても効果はありません
HpCure	ハートが回復しました!
AtkUp	攻撃力が＋\x0eú\x01\x04\0\0\0Í上がりました!
DefUp	防御力が＋\x0eú\x01\x04\0\0\0Í上がりました!
SkillPt	スキルポイントを＋\x0eú\x01\x04\0\0\0ÍPゲット!
FDash	ダッシュ・モモ上げの負荷が減りました!
FAvoidEnemy	魔物の気配が 辺りから消えました!
FSpawnUp	素材収穫量が 2倍になりました!
BAlwaysRush	力がみなぎる! ラッシュの予感!
BCureDebuff	おかしな状態がすべて治った!
BRechargeSkill	全てのスキルが すぐ使えるようになった!
BExpUp	バトル後に獲得できる経験値が増えた!
BLibbyUp	バトル後に獲得できるお金が増えた!
BAttackAgain	やる気MAX! 連続で行動できそうだ!
BArmSkillChg	攻撃スキルの色が すべて\x0e\0\x03\x02\x04\0赤色\x0e\0\x03\x02ÿÿに変わった!
BAbsSkillChg	攻撃スキルの色が すべて\x0e\0\x03\x02\x05\0黄色\x0e\0\x03\x02ÿÿに変わった!
BLegSkillChg	攻撃スキルの色が すべて\x0e\0\x03\x02\x06\0青色\x0e\0\x03\x02ÿÿに変わった!
BYogaSkillChg	攻撃スキルの色が すべて\x0e\0\x03\x02\x07\0緑色\x0e\0\x03\x02ÿÿに変わった!
BArmSkillUp1	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ赤色スキルの攻撃力が上がった!
BArmSkillUp2	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ赤色スキルの攻撃力が大きく上がった!
BAbsSkillUp1	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ黄色スキルの攻撃力が上がった!
BAbsSkillUp2	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ黄色スキルの攻撃力が大きく上がった!
BLegSkillUp1	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ青色スキルの攻撃力が上がった!
BLegSkillUp2	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ青色スキルの攻撃力が大きく上がった!
BYogaSkillUp1	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ緑色スキルの攻撃力が上がった!
BYogaSkillUp2	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ緑色スキルの攻撃力が大きく上がった!
BDefUp1	防御力が上がった!
BDefUp2	防御力が大きく上がった!
BArmSkillChgOff	\x0e\0\x03\x02\x04\0赤色\x0e\0\x03\x02ÿÿに変化していたスキルが 元に戻った
BAbsSkillChgOff	\x0e\0\x03\x02\x05\0黄色\x0e\0\x03\x02ÿÿに変化していたスキルが 元に戻った
BLegSkillChgOff	\x0e\0\x03\x02\x06\0青色\x0e\0\x03\x02ÿÿに変化していたスキルが 元に戻った
BYogaSkillChgOff	\x0e\0\x03\x02\x07\0緑色\x0e\0\x03\x02ÿÿに変化していたスキルが 元に戻った
BArmSkillUpOff	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\x04\0赤色スキル\x0e\0\x03\x02ÿÿの攻撃力が 元に戻った
BAbsSkillUpOff	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\x05\0黄色スキル\x0e\0\x03\x02ÿÿの攻撃力が 元に戻った
BLegSkillUpOff	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\x06\0青色スキル\x0e\0\x03\x02ÿÿの攻撃力が 元に戻った
BYogaSkillUpOff	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\x07\0緑色スキル\x0e\0\x03\x02ÿÿの攻撃力が 元に戻った
BDefUpOff	防御力が 元に戻った
BArmSkillSealedOff	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\x04\0赤色スキル\x0e\0\x03\x02ÿÿの封印が解けた!
BAbsSkillSealedOff	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\x05\0黄色スキル\x0e\0\x03\x02ÿÿの封印が解けた!
BLegSkillSealedOff	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\x06\0青色スキル\x0e\0\x03\x02ÿÿの封印が解けた!
BYogaSkillSealedOff	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\x07\0緑色スキル\x0e\0\x03\x02ÿÿの封印が解けた!
BSmoothiesSealedOff	スムージーが飲めるようになった!
BattleEnemySpCmn00	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ赤色スキルの攻撃力が下がった!
BattleEnemySpBigCmn00	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ赤色スキルの攻撃力が大きく下がった!
BattleEnemySpCmn01	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ黄色スキルの攻撃力が下がった!
BattleEnemySpBigCmn01	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ黄色スキルの攻撃力が大きく下がった!
BattleEnemySpCmn02	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ青色スキルの攻撃力が下がった!
BattleEnemySpBigCmn02	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ青色スキルの攻撃力が大きく下がった!
BattleEnemySpCmn03	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ緑色スキルの攻撃力が下がった!
BattleEnemySpBigCmn03	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ緑色スキルの攻撃力が大きく下がった!
BattleEnemySpCmn04	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ赤色スキルの攻撃が封じられた!
BattleEnemySpCmn05	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ黄色スキルの攻撃が封じられた!
BattleEnemySpCmn06	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ青色スキルの攻撃が封じられた!
BattleEnemySpCmn07	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ緑色スキルの攻撃が封じられた!
BattleEnemySpCmn08	防御力が下がった!
BattleEnemySpBigCmn08	防御力が大きく下がった!
BattleEnemySpCmn09	スムージーが飲めなくなった!
BattleEnemySpSafe00	何も起こらなかった…
ListMsg_JPja_szs\LapName.msbt
Prologue	はじまりの場所
Battle	夜の国
Smoothie	よろず屋と光る玉
IKADA	スポルタ王国とスパルタ隊長
Master4	ドラゴ VS マスター4
ElDorago	支配された国
RunningBeauty	走れる森の美女
Amaterasu	アメフラスの涙
Dojo	タルマン道総本山
Wing	ツクロスの飛行船
OZ	願いの谷
GameLand	ゲームランド
LiarGame	クイズの村
ElDorago2	エル・ドラゴ
GhostTown	消えた子供達
WolfBoy	オオカミ少年
TrueMirror	世界一の女
HotMan	寒い国の熱い男
Robo	ロボの国
SleepingBeauty	眠れない国
Yomi_Gate	はざまの国
Yomi	黄泉の国
LastDragon	最果ての国
ListMsg_JPja_szs\LapNpcTownTitle.msbt
Smoothie_Cmn003	スムージーって……
Smoothie_Cmn009	ウェアの秘密……
Smoothie_Cmn015	あらあら……
Smoothie_Cmn018	冷えた水サイコー!
IKADA_Cmn000	腹筋鍛えないとなぁ……
IKADA_Cmn014	最近のスポルタの若者は……
IKADA_Cmn018	沈んじゃうんだよなぁ……
Master4_Cmn005	お尻のカタチ……
Master4_Cmn001	と…… 止まらない……
Master4_Cmn013	まったく……
ElDorago_Cmn010	憧れの マスター4!
ElDorago_Cmn002	摂取カロリーを減らすには……
RunningBeauty_Cmn003	ランニング?タンクトップ?
RunningBeauty_Cmn016	全てはバランスじゃ!
RunningBeauty_Cmn009	お腹の脂肪が……
Amaterasu_Cmn021	どうしたのかしらねぇ……
Amaterasu_Cmn010	太陽の光ってスゴい!
Amaterasu_Cmn023	不思議だなぁ……
Dojo_Cmn006	タルんどる!
Dojo_Cmn018	見よ この力こぶを!
Dojo_Cmn012	男の憧れ!
GameLand_Robo001	スーパーキッズ……
GameLand_Cmn004	サイズを下げてみようかねぇ……
GameLand_Cmn020	何でこんなに腹がでるんや……
OZ_Cmn009	『願いの谷』に行けたなら……
OZ_Cmn014	ふっ…… へっ…… へ…
OZ_Cmn000	ストレスには……
Wing_Cmn020	ツクロス家の悲願
Wing_Cmn023	だど? だど!
Wing_Cmn000	のわっ!
ElDorago2_Cmn018	うーん……
ElDorago2_Cmn001	アッ!
ElDorago2_Cmn003	見ないように……
GhostTown_Cmn013	先生どうしちゃったのかしら……
GhostTown_Cmn014	マーミさん……
GhostTown_Cmn000	くびれの唄……だったかな
LiarGame_Cmn016	はぁ……
LiarGame_Cmn003	誰かいないかなぁ……
LiarGame_Cmn009	疲れた時こそ……
TrueMirror_Cmn010	セルライトの呪い……
TrueMirror_Cmn014	スーパーフードを見つけたぞ!
TrueMirror_Cmn018	俺の尻が……
WolfBoy_Cmn001	自分のBMIぐらい知っとかないとね…
WolfBoy_Cmn004	若い時に気をつけておけばのぅ……
WolfBoy_Cmn023	あんちえいじんぐ!
HotMan_Cmn002	うーっ さっむ!
HotMan_Cmn003	おまじない……
HotMan_Cmn011	へ…… へ……
Robo_Robo001	ドラゴン……
Robo_RoboBlue001	ハニー……
Robo_RoboGold001	ロボッロボッロボボボッ!
SleepingBeauty_Cmn005	あのね……
SleepingBeauty_Cmn000	もしやお疲れかい?
SleepingBeauty_Cmn015	睡眠の時間……
Yomi_Cmn020	ワシ流長生きのコツ……
Yomi_Cmn004	ダマされたわいさ～
Yomi_Cmn002	番犬ケトルベルス……
ExtLap26_Cmn003	スムージーって……
ExtLap26_Cmn009	ウェアの秘密……
ExtLap26_Cmn015	あらあら……
ExtLap26_Cmn018	冷えた水サイコー!
ExtLap27_Cmn000	腹筋鍛えないとなぁ……
ExtLap27_Cmn014	スポルタの民は……
ExtLap27_Cmn018	沈んじゃうんだよなぁ……
ExtLap28_Cmn005	お尻のカタチ……
ExtLap28_Cmn001	と…… 止まらない……
ExtLap28_Cmn013	まったく……
ExtLap29_Cmn010	憧れの マスター4!
ExtLap29_Cmn002	摂取カロリーを減らすには……
ExtLap30_Cmn003	ランニング?タンクトップ?
ExtLap30_Cmn016	全てはバランスじゃ!
ExtLap30_Cmn009	お腹の脂肪が……
ExtLap31_Cmn021	どうしたのかしらねぇ……
ExtLap31_Cmn010	太陽の光ってスゴい!
ExtLap31_Cmn023	不思議だなぁ……
ExtLap32_Cmn006	タルんどる!
ExtLap32_Cmn018	見よ この力こぶを!
ExtLap32_Cmn012	男の憧れ!
ExtLap33_Robo001	スーパーキッズ……
ExtLap33_Cmn004	サイズを下げてみようかねぇ……
ExtLap33_Cmn020	何でこんなに腹がでるんや……
ExtLap34_Cmn014	ふっ…… へっ…… へ…
ExtLap34_Cmn000	ストレスには……
ExtLap35_Cmn020	ツクロス家の悲願
ExtLap35_Cmn023	だど? だど!
ExtLap35_Cmn000	のわっ!
ExtLap36_Cmn001	アッ!
ExtLap36_Cmn003	見ないように……
ExtLap37_Cmn013	先生どうしちゃったのかしら……
ExtLap37_Cmn014	マーミさん……
ExtLap37_Cmn000	くびれの唄……だったかな
ExtLap38_Cmn016	はぁ……
ExtLap38_Cmn003	誰かいないかなぁ……
ExtLap38_Cmn009	疲れた時こそ……
ExtLap39_Cmn010	セルライトの呪い……
ExtLap39_Cmn014	スーパーフードを見つけたぞ!
ExtLap39_Cmn018	俺の尻が……
ExtLap40_Cmn001	自分のBMIぐらい知っとかないとね…
ExtLap40_Cmn004	若い時に気をつけておけばのぅ……
ExtLap40_Cmn023	あんちえいじんぐ!
ExtLap41_Cmn002	うーっ さっむ!
ExtLap41_Cmn003	おまじない……
ExtLap41_Cmn011	へ…… へ……
ExtLap42_Robo001	バランス! バランス!
ExtLap42_RoboGold001	ロボッロボッロボボボッ!
ExtLap43_Cmn000	もしやお疲れかい?
ExtLap43_Cmn015	睡眠の時間……
ExtLap45_Cmn020	ワシ流長生きのコツ……
ExtLap45_Cmn004	ダマされたわいさ～
ExtLap49_Cmn003	スムージーって……
ExtLap49_Cmn009	ウェアの秘密……
ExtLap49_Cmn015	あらあら……
ExtLap49_Cmn018	冷えた水サイコー!
ExtLap50_Cmn000	腹筋鍛えないとなぁ……
ExtLap50_Cmn014	スポルタの民は……
ExtLap50_Cmn018	沈んじゃうんだよなぁ……
ExtLap51_Cmn005	お尻のカタチ……
ExtLap51_Cmn001	と…… 止まらない……
ExtLap51_Cmn013	まったく……
ExtLap52_Cmn010	憧れの マスター4!
ExtLap52_Cmn002	摂取カロリーを減らすには……
ExtLap53_Cmn003	ランニング?タンクトップ?
ExtLap53_Cmn016	全てはバランスじゃ!
ExtLap53_Cmn009	お腹の脂肪が……
ExtLap54_Cmn021	どうしたのかしらねぇ……
ExtLap54_Cmn010	太陽の光ってスゴい!
ExtLap54_Cmn023	不思議だなぁ……
ExtLap55_Cmn006	タルんどる!
ExtLap55_Cmn018	見よ この力こぶを!
ExtLap55_Cmn012	男の憧れ!
ExtLap56_Robo001	スーパーキッズ……
ExtLap56_Cmn004	サイズを下げてみようかねぇ……
ExtLap56_Cmn020	何でこんなに腹がでるんや……
ExtLap57_Cmn014	ふっ…… へっ…… へ…
ExtLap57_Cmn000	ストレスには……
ExtLap58_Cmn020	ツクロス家の悲願
ExtLap58_Cmn023	だど? だど!
ExtLap58_Cmn000	のわっ!
ExtLap59_Cmn001	アッ!
ExtLap59_Cmn003	見ないように……
ExtLap60_Cmn013	先生どうしちゃったのかしら……
