bag
SS_bag_000	YOUR MONEY
WAZAINFO_426	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_427	The user tears at the target with blades formed by\npsychic power. Critical hits land more easily.
WAZAINFO_428	The user focuses its willpower to its head and\nattacks the target. This may also make the\ntarget flinch.
WAZAINFO_429	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_430	The user gathers all its light energy and releases it\nall at once. This may also lower the target’s\nSp. Def stat.
WAZAINFO_431	A charging attack that may also leave the foe confused.\nIt’s also one of the Pokétch’s hidden moves.
WAZAINFO_432	A strong wind blows away the target’s barriers, such as\nReflect or Light Screen, and lowers their evasiveness.\nIt’s also one of the Pokétch’s hidden moves.
WAZAINFO_433	The user creates a bizarre area in which slower\nPokémon get to move first for five turns.
WAZAINFO_434	Comets are summoned down from the sky onto the\ntarget. The attack’s recoil harshly lowers the user’s\nSp. Atk stat.
WAZAINFO_435	The user strikes everything around it by letting loose\na flare of electricity. This may also cause paralysis.
WAZAINFO_436	The user torches everything around it in an inferno\nof scarlet flames. This may also leave those it hits\nwith a burn.
WAZAINFO_437	The user whips up a storm of leaves around the\ntarget. The attack’s recoil harshly lowers the user’s\nSp. Atk stat.
WAZAINFO_438	The user violently whirls its vines, tentacles, or the\nlike to harshly lash the target.
WAZAINFO_439	The user launches a huge boulder at the target to\nattack. The user can’t move on the next turn.
WAZAINFO_440	A slashing attack with a poisonous blade that may\nalso poison the target. Critical hits land more easily.
WAZAINFO_441	The user shoots filthy garbage at the target to\nattack. This may also poison the target.
WAZAINFO_442	The user slams the target with its steel-hard head.\nThis may also make the target flinch.
WAZAINFO_443	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_444	The user stabs the target from below with\nsharpened stones. Critical hits land more easily.
WAZAINFO_445	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_446	The user lays a trap of levitating stones around the\nopposing team. The trap hurts opposing Pokémon\nthat switch into battle.
WAZAINFO_447	The user snares the target with grass and trips it.\nThe heavier the target, the greater the\nmove’s power.
WAZAINFO_448	The user attacks the target with sound waves of\ndeafening chatter. This confuses the target.
WAZAINFO_449	The user releases countless shots of light at the\ntarget. This move’s type varies depending on the\nkind of Plate the user is holding.
WAZAINFO_450	The user bites the target. If the target is holding a\nBerry, the user eats it and gains its effect.
WAZAINFO_451	The user attacks the target with an electric charge.\nThe user may use any remaining electricity to raise its\nSp. Atk stat.
WAZAINFO_452	The user slams its rugged body into the target to\nattack. This also damages the user quite a lot.
WAZAINFO_453	The user lunges at the target at a speed that makes\nit almost invisible. This move always goes first.
WAZAINFO_454	The user calls out its underlings to pummel the\ntarget. Critical hits land more easily.
WAZAINFO_455	The user calls out its underlings to shield its body,\nraising its Defense and Sp. Def stats.
WAZAINFO_456	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_457	The user attacks the target with a hazardous,\nfull-power headbutt. This also damages the\nuser terribly.
WAZAINFO_458	The user slams the target with a long tail, vines, or a\ntentacle. The target is hit twice in a row.
WAZAINFO_459	The user blasts the target with power that distorts\neven time. The user can’t move on the next turn.
WAZAINFO_460	The user tears the target along with the space\naround it. Critical hits land more easily.
WAZAINFO_461	The user faints. In return, the Pokémon taking its\nplace will have its status and HP fully restored.
WAZAINFO_462	The target is crushed with great force. The more HP\nthe target has left, the greater this move’s power.
WAZAINFO_463	The target becomes trapped within a maelstrom of\nfire that rages for four to five turns.
WAZAINFO_464	Opposing Pokémon are dragged into a world of total\ndarkness that makes them sleep.
WAZAINFO_465	The user emits a shock wave from its body to attack\nits target. This may also harshly lower the target’s\nSp. Def stat.
WAZAINFO_466	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_467	The user disappears, then strikes the target on the\nnext turn. This move hits even if the target\nprotects itself.
WAZAINFO_468	The user sharpens its claws to boost its Attack stat\nand accuracy.
WAZAINFO_469	The user and its allies are protected from\nwide-ranging attacks for one turn.
WAZAINFO_470	The user employs its psychic power to average its\nDefense and Sp. Def stats with those of the target.
WAZAINFO_471	The user employs its psychic power to average its\nAttack and Sp. Atk stats with those of the target.
WAZAINFO_472	The user creates a bizarre area in which Pokémon’s\nDefense and Sp. Def stats are swapped for\nfive turns.
WAZAINFO_473	The user materializes an odd psychic wave to attack\nthe target. This attack does physical damage.
WAZAINFO_474	The user drenches the target in a special poisonous\nliquid. This move’s power is doubled if the target\nis poisoned.
WAZAINFO_475	The user sheds part of its body to make itself lighter\nand sharply raise its Speed stat.
WAZAINFO_476	The user scatters a cloud of irritating powder to\ndraw attention to itself. Opposing Pokémon aim only at\nthe user.
WAZAINFO_477	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_478	The user creates a bizarre area in which Pokémon’s\nheld items lose their effects for five turns.
WAZAINFO_479	The user throws a stone or similar projectile to\nattack the target. A flying Pokémon will fall to the\nground when it’s hit.
WAZAINFO_480	The user strikes the target with a fierce blow.\nThis attack always results in a critical hit.
WAZAINFO_481	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_482	The user strikes everything around it by swamping\nthe area with a giant sludge wave. This may also\npoison those hit.
WAZAINFO_483	The user lightly performs a beautiful, mystic dance.\nThis boosts the user’s Sp. Atk, Sp. Def, and\nSpeed stats.
WAZAINFO_484	The user slams into the target with its heavy body.\nThe more the user outweighs the target, the greater\nthe move’s power.
WAZAINFO_485	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_486	The user hurls an electric orb at the target.\nThe faster the user is than the target, the greater\nthe move’s power.
WAZAINFO_487	The user shoots a torrent of water at the target and\nchanges the target’s type to Water.
WAZAINFO_488	Cloaking itself in flame, the user attacks the target.\nThen, building up more power, the user raises its\nSpeed stat.
WAZAINFO_489	The user coils up and concentrates. This raises its\nAttack and Defense stats as well as its accuracy.
WAZAINFO_490	The user makes a swift attack on the target’s legs,\nwhich lowers the target’s Speed stat.
WAZAINFO_491	The user spits fluid that works to melt the target.\nThis harshly lowers the target’s Sp. Def stat.
WAZAINFO_492	The user turns the target’s power against it.\nThe higher the target’s Attack stat, the greater\nthe damage it deals.
WAZAINFO_493	The user’s mysterious psychic wave changes the\ntarget’s Ability to Simple.
WAZAINFO_494	The user dances with an odd rhythm that compels\nthe target to mimic it, making the target’s Ability\nthe same as the user’s.
WAZAINFO_495	The user helps the target and makes it use its move\nright after the user.
WAZAINFO_496	The user attacks the target with a song. Others can\njoin in the Round to increase the power of\nthe attack.
WAZAINFO_497	The user attacks the target with an echoing voice.\nIf this move is used every turn, its power\nis increased.
WAZAINFO_498	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_499	The user attacks the target by throwing a clump of\nspecial mud. All stat changes are returned to normal.
WAZAINFO_500	The user attacks the target with stored power.\nThe more the user’s stats are raised, the greater\nthe move’s power.
WAZAINFO_501	The user protects itself and its allies from\npriority moves.
WAZAINFO_502	The user teleports using a strange power and\nswitches places with one of its allies.
WAZAINFO_503	The user shoots boiling hot water at its target.\nThis may also leave the target with a burn.
WAZAINFO_504	The user breaks its shell, which lowers Defense and\nSp. Def stats but sharply raises its Attack, Sp. Atk,\nand Speed stats.
WAZAINFO_505	The user emits a healing pulse that restores the\ntarget’s HP by up to half of its max HP.
WAZAINFO_506	This relentless attack does massive damage to a\ntarget affected by status conditions.
WAZAINFO_507	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_508	This move can’t be used.\nIt’s recommended that this move is forgotten.\nOnce forgotten, this move can’t be remembered.
WAZAINFO_509	The target is thrown, and a different Pokémon is\ndragged out. In the wild, this ends a battle against\na single Pokémon.
WAZAINFO_510	The user attacks opposing Pokémon with fire.\nIf a Pokémon is holding a certain item, such as a\nBerry, the item becomes burned up and unusable.
