bag
SS_bag_000	零用錢
TOKUSEIINFO_171	可防住對手的\n球和彈類的招式。
TOKUSEIINFO_172	能力被降低時，\n特攻會大幅提高。
TOKUSEIINFO_173	顎部強壯，\n會提高啃咬類招式的威力。
TOKUSEIINFO_174	一般屬性的招式\n會變為冰屬性。\n威力會少量提高。
TOKUSEIINFO_175	我方的寶可夢\n不會陷入睡眠狀態。
TOKUSEIINFO_176	若使出攻擊招式，會變為刀劍形態，\n若使出招式「王者盾牌」，\n會變為盾牌形態。
TOKUSEIINFO_177	ＨＰ全滿時，\n可以搶先在對手之前\n使出飛行屬性的招式。
TOKUSEIINFO_178	波動和波導類招式的\n威力會提高。
TOKUSEIINFO_179	在青草場地時，\n防禦會提高。
TOKUSEIINFO_180	同伴使用道具時，\n會把自己持有的道具交給同伴。
TOKUSEIINFO_181	接觸到對手的招式\n威力會提高。
TOKUSEIINFO_182	一般屬性的招式\n會變為妖精屬性。\n威力會少量提高。
TOKUSEIINFO_183	對手用攻擊接觸到自己時，\n降低此對手的速度。
TOKUSEIINFO_184	一般屬性的招式\n會變為飛行屬性。\n威力會少量提高。
TOKUSEIINFO_185	親子倆可合計攻擊２次。
TOKUSEIINFO_186	全體的惡屬性招式變強。
TOKUSEIINFO_187	全體的妖精屬性招式變強。
TOKUSEIINFO_188	讓氣場的效果逆轉，\n並降低威力。
TOKUSEIINFO_189	變為讓火屬性攻擊\n失效的天氣。
TOKUSEIINFO_190	變為讓水屬性攻擊\n失效的天氣。
TOKUSEIINFO_191	變為令飛行屬性的弱點\n消失的天氣。
TOKUSEIINFO_192	受到攻擊時，\n防禦會提高。
TOKUSEIINFO_193	ＨＰ變為一半時，\n會慌慌張張逃走，\n退回同行隊伍裡面。
TOKUSEIINFO_194	ＨＰ減到一半時，\n為了避開危險，\n會退回同行隊伍裡面。
TOKUSEIINFO_195	受到水屬性的招式攻擊時，\n防禦會大幅提高。
TOKUSEIINFO_196	攻擊中毒狀態的對手時，\n必定會擊中要害。
TOKUSEIINFO_197	ＨＰ變為一半時，\n殼會壞掉，變得更有攻擊性。
TOKUSEIINFO_198	可以向替換出場的對手\n以２倍的傷害進行攻擊。
TOKUSEIINFO_199	降低自己受到的火屬性\n招式的威力。不會灼傷。
TOKUSEIINFO_200	鋼屬性的招式威力會提高。
TOKUSEIINFO_201	ＨＰ因對手的攻擊\n降到一半時，\n特攻會提高。
TOKUSEIINFO_202	天氣為冰雹時，\n速度會提高。
TOKUSEIINFO_203	可以不接觸對手\n就使出所有的招式。
TOKUSEIINFO_204	所有的聲音招式\n都變為水屬性。
TOKUSEIINFO_205	可以搶先使出回復招式。
TOKUSEIINFO_206	一般屬性的招式\n會變為電屬性。\n威力會少量提高。
TOKUSEIINFO_207	電氣場地時，\n速度會變為２倍。
TOKUSEIINFO_208	ＨＰ多的時候會聚起來變強。\nＨＰ剩餘量變少時，\n群體會分崩離析。
TOKUSEIINFO_209	用畫皮覆蓋住身體，\n可防住１次攻擊。
TOKUSEIINFO_210	打倒對手時，與訓練家的牽絆會加深，\n變化成小智版甲賀忍蛙。\n飛水手裡劍的威力會增強。
TOKUSEIINFO_211	ＨＰ變為一半時，\n細胞們會趕來支援，\n變為完全體形態。
TOKUSEIINFO_212	就算對方是鋼屬性或毒屬性寶可夢，\n也可讓對方陷入中毒狀態。
TOKUSEIINFO_213	總是半夢半醒的狀態，\n絕對不會醒來。\n可在睡著的狀況下進行攻擊。
TOKUSEIINFO_214	向對手施加威懾力，\n使其無法對我方使出先制招式。
TOKUSEIINFO_215	被對手打倒的時候，\n會給予對手相當於\nＨＰ剩餘量的傷害。
TOKUSEIINFO_216	當有誰使出跳舞招式時，\n自己也能接著使出跳舞招式。
TOKUSEIINFO_217	會提高我方的\n特殊招式的威力。
TOKUSEIINFO_218	會將對手所給予的接觸類招式的傷害減半，\n但火屬性招式的傷害會變為２倍。
TOKUSEIINFO_219	讓對手嚇一跳，\n使其無法對我方使出先制招式。
TOKUSEIINFO_220	每當場上有寶可夢\n陷入瀕死狀態時，\n特攻就會提高。
TOKUSEIINFO_221	對手用攻擊接觸到自己時，\n降低此對手的速度。
TOKUSEIINFO_222	繼承被打倒的同伴的特性，\n變為相同的特性。
TOKUSEIINFO_223	繼承被打倒的同伴的特性，\n變為相同的特性。
TOKUSEIINFO_224	打倒對手的時候，\n會提高自己最高的那項能力。
TOKUSEIINFO_225	根據持有的記憶碟，\n自己的屬性會改變。
TOKUSEIINFO_226	出場時，\n會布下電氣場地。
TOKUSEIINFO_227	出場時，\n會布下精神場地。
TOKUSEIINFO_228	出場時，\n會布下薄霧場地。
TOKUSEIINFO_229	出場時，\n會布下青草場地。
TOKUSEIINFO_230	不會因對手的招式或特性\n而被降低能力。
TOKUSEIINFO_231	ＨＰ全滿時，\n受到的傷害會變少。
TOKUSEIINFO_232	受到效果絕佳的攻擊時，\n可減弱其威力。
TOKUSEIINFO_233	可進一步提升\n效果絕佳招式的威力。
TOKUSEIINFO_234	出場時，\n攻擊會提高。
TOKUSEIINFO_235	出場時，\n防禦會提高。
TOKUSEIINFO_236	變為與自己使出的招式\n相同的屬性。
TOKUSEIINFO_237	當寶可夢沒有攜帶道具時，\n會撿回第１個投出後\n捕捉失敗的精靈球。
TOKUSEIINFO_238	受到攻擊時會撒下棉絮，\n降低除自己以外的\n所有寶可夢的速度。
TOKUSEIINFO_239	能無視具有吸引\n對手招式效果的\n特性或招式的影響。
TOKUSEIINFO_240	只反彈自己受到的\n能力降低效果。
TOKUSEIINFO_241	衝浪或潛水時會叼來獵物。\n當受到傷害時，\n會吐出獵物攻擊對手。
TOKUSEIINFO_242	能無視具有吸引\n對手招式效果的\n特性或招式的影響。
TOKUSEIINFO_243	受到水屬性或\n火屬性招式攻擊時，\n速度會極大幅提高。
TOKUSEIINFO_244	聲音招式的威力會提高。\n受到聲音招式的傷害會減半。
TOKUSEIINFO_245	受到攻擊時，\n會刮起沙暴。
TOKUSEIINFO_246	得到冰鱗粉的守護，\n受到的特殊攻擊傷害會減半。
TOKUSEIINFO_247	讓樹果成熟，\n使效果變為２倍。
TOKUSEIINFO_248	頭部的冰會代替自己承受\n物理攻擊，但是樣子會改變。\n下冰雹時，冰會回復原狀。
TOKUSEIINFO_249	只要站在旁邊，\n招式的威力就會提高。
TOKUSEIINFO_250	寶可夢的屬性會隨著\n場地的狀態而改變。
TOKUSEIINFO_251	出場時，敵方和我方的\n光牆、反射壁和極光幕的效果會消失。
TOKUSEIINFO_252	我方的鋼屬性\n攻擊威力會提高。
TOKUSEIINFO_253	在受到接觸類招式攻擊時，\n３個回合後雙方都會陷入瀕死。\n替換寶可夢後效果就會消失。
TOKUSEIINFO_254	與使用接觸類招式\n攻擊自己的寶可夢互換特性。
TOKUSEIINFO_255	攻擊雖然會提高，\n但只能使出\n最初選擇的招式。
TOKUSEIINFO_256	當場上有特性是化學變化氣體的寶可夢時，\n所有寶可夢的特性效果\n都會消失或無法發動。
TOKUSEIINFO_257	自己和我方同伴都不會\n陷入中毒的異常狀態。
TOKUSEIINFO_258	在每個回合結束時，\n會在滿腹花紋和空腹花紋之間\n交替改變樣子。
TOKUSEIINFO_259	有時能比對手先一步行動。
TOKUSEIINFO_260	只要是接觸到對手的招式，\n就可以無視對手的防守效果進行攻擊。
TOKUSEIINFO_261	出場時，會從貝殼撒藥，\n將我方的能力變化復原。
TOKUSEIINFO_262	電屬性的招式威力會提高。
TOKUSEIINFO_263	龍屬性的招式威力會提高。
TOKUSEIINFO_264	打倒對手時\n會用冰冷的聲音嘶鳴\n並提高攻擊。
TOKUSEIINFO_265	打倒對手時\n會用恐怖的聲音嘶鳴\n並提高特攻。
TOKUSEIINFO_266	兼具蕾冠王的緊張感和\n雪暴馬的蒼白嘶鳴這２種特性。
TOKUSEIINFO_267	兼具蕾冠王的緊張感和\n靈幽馬的漆黑嘶鳴這２種特性。
trainermemo
SS_trainermemo_001	[VAR FF00(0001)]勤奮[VAR FF00(0000)]的性格。
SS_trainermemo_002	[VAR FF00(0001)]怕寂寞[VAR FF00(0000)]的性格。
SS_trainermemo_003	[VAR FF00(0001)]勇敢[VAR FF00(0000)]的性格。
SS_trainermemo_004	[VAR FF00(0001)]固執[VAR FF00(0000)]的性格。
SS_trainermemo_005	[VAR FF00(0001)]頑皮[VAR FF00(0000)]的性格。
SS_trainermemo_006	[VAR FF00(0001)]大膽[VAR FF00(0000)]的性格。
SS_trainermemo_007	[VAR FF00(0001)]坦率[VAR FF00(0000)]的性格。
SS_trainermemo_008	[VAR FF00(0001)]悠閒[VAR FF00(0000)]的性格。
SS_trainermemo_009	[VAR FF00(0001)]淘氣[VAR FF00(0000)]的性格。
SS_trainermemo_010	[VAR FF00(0001)]樂天[VAR FF00(0000)]的性格。
SS_trainermemo_011	[VAR FF00(0001)]膽小[VAR FF00(0000)]的性格。
SS_trainermemo_012	[VAR FF00(0001)]急躁[VAR FF00(0000)]的性格。
SS_trainermemo_013	[VAR FF00(0001)]認真[VAR FF00(0000)]的性格。
SS_trainermemo_014	[VAR FF00(0001)]爽朗[VAR FF00(0000)]的性格。
SS_trainermemo_015	[VAR FF00(0001)]天真[VAR FF00(0000)]的性格。
SS_trainermemo_016	[VAR FF00(0001)]內斂[VAR FF00(0000)]的性格。
SS_trainermemo_017	[VAR FF00(0001)]慢吞吞[VAR FF00(0000)]的性格。
SS_trainermemo_018	[VAR FF00(0001)]冷靜[VAR FF00(0000)]的性格。
SS_trainermemo_019	[VAR FF00(0001)]害羞[VAR FF00(0000)]的性格。
SS_trainermemo_020	[VAR FF00(0001)]馬虎[VAR FF00(0000)]的性格。
SS_trainermemo_021	[VAR FF00(0001)]溫和[VAR FF00(0000)]的性格。
SS_trainermemo_022	[VAR FF00(0001)]溫順[VAR FF00(0000)]的性格。
SS_trainermemo_023	[VAR FF00(0001)]自大[VAR FF00(0000)]的性格。
SS_trainermemo_024	[VAR FF00(0001)]慎重[VAR FF00(0000)]的性格。
SS_trainermemo_025	[VAR FF00(0001)]浮躁[VAR FF00(0000)]的性格。
SS_trainermemo_026	20[VAR 0201(0000)]年[VAR 0201(0001)]月[VAR 0201(0002)]日\n在[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]\n遇見了當時Lv.[VAR 0202(0003)]的牠。
SS_trainermemo_027	20[VAR 0201(0000)]年[VAR 0201(0001)]月[VAR 0201(0002)]日\n好像是在[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]\n遇見了當時Lv.[VAR 0202(0003)]的牠。
SS_trainermemo_028	20[VAR 0201(0000)]年[VAR 0201(0001)]月[VAR 0201(0002)]日\n在[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]，\n當時Lv.[VAR 0202(0003)]的牠到來了。
SS_trainermemo_029	20[VAR 0201(0000)]年[VAR 0201(0001)]月[VAR 0201(0002)]日\n好像是在[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]，\n當時Lv.[VAR 0202(0003)]的牠到來了。
SS_trainermemo_030	20[VAR 0201(0005)]年[VAR 0201(0006)]月[VAR 0201(0007)]日\n在[VAR FF00(0001)][VAR 0105(0008)][VAR FF00(0000)]\n得到的蛋，於20[VAR 0201(0000)]年[VAR 0201(0001)]月[VAR 0201(0002)]日\n在[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]\n孵出後相遇了。
SS_trainermemo_031	20[VAR 0201(0005)]年[VAR 0201(0006)]月[VAR 0201(0007)]日\n在[VAR FF00(0001)][VAR 0105(0008)][VAR FF00(0000)]\n得到的蛋，好像是於20[VAR 0201(0000)]年[VAR 0201(0001)]月[VAR 0201(0002)]日\n在[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]\n孵出後相遇了。
SS_trainermemo_032	20[VAR 0201(0005)]年[VAR 0201(0006)]月[VAR 0201(0007)]日\n從[VAR FF00(0001)][VAR 0105(0008)][VAR FF00(0000)]那裡\n得到的蛋，於20[VAR 0201(0000)]年[VAR 0201(0001)]月[VAR 0201(0002)]日\n在[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]\n孵出後相遇了。
SS_trainermemo_033	20[VAR 0201(0005)]年[VAR 0201(0006)]月[VAR 0201(0007)]日\n從[VAR FF00(0001)][VAR 0105(0008)][VAR FF00(0000)]那裡\n得到的蛋，好像是於20[VAR 0201(0000)]年[VAR 0201(0001)]月[VAR 0201(0002)]日\n在[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]\n孵出後相遇了。
SS_trainermemo_034	20[VAR 0201(0000)]年[VAR 0201(0001)]月[VAR 0201(0002)]日\n在[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]\n彷彿命中注定般地\n遇見了當時Lv.[VAR 0202(0003)]的牠。
SS_trainermemo_035	20[VAR 0201(0000)]年[VAR 0201(0001)]月[VAR 0201(0002)]日\n好像是在[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]\n彷彿命中注定般地\n遇見了當時Lv.[VAR 0202(0003)]的牠。
SS_trainermemo_036	20[VAR 0201(0005)]年[VAR 0201(0006)]月[VAR 0201(0007)]日\n在[VAR FF00(0001)][VAR 0105(0008)][VAR FF00(0000)]\n得到的蛋，於20[VAR 0201(0000)]年[VAR 0201(0001)]月[VAR 0201(0002)]日\n在[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]孵出後，\n彷彿命中注定般地相遇了。
SS_trainermemo_037	20[VAR 0201(0005)]年[VAR 0201(0006)]月[VAR 0201(0007)]日\n在[VAR FF00(0001)][VAR 0105(0008)][VAR FF00(0000)]\n得到的蛋，好像是在20[VAR 0201(0000)]年[VAR 0201(0001)]月[VAR 0201(0002)]日\n在[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]孵出後，\n彷彿命中注定般地相遇了。
SS_trainermemo_038	從[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]\n穿越時間和空間，\n千里迢迢地到來了。
SS_trainermemo_039	好像是從[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]\n穿越時間和空間，\n千里迢迢地到來了。
SS_trainermemo_040	從經歷了命中注定般相遇的\n[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]\n穿越時間和空間，\n千里迢迢地到來了。
SS_trainermemo_041	好像是從經歷了命中注定般相遇的\n[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]\n穿越時間和空間，\n千里迢迢地到來了。
SS_trainermemo_042	從令人懷念的\n[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]\n穿越時間和空間，\n千里迢迢地到來了。
SS_trainermemo_043	好像是從令人懷念的\n[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]\n穿越時間和空間，\n千里迢迢地到來了。
SS_trainermemo_044	從經歷了命中注定般的相遇，\n令人懷念的[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]\n穿越時間和空間，\n千里迢迢地到來了。
SS_trainermemo_045	好像是從經歷了命中注定般的相遇，\n令人懷念的[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]\n穿越時間和空間，\n千里迢迢地到來了。
SS_trainermemo_048	20[VAR 0201(0005)]年[VAR 0201(0006)]月[VAR 0201(0007)]日\n在[VAR FF00(0001)][VAR 0105(0008)][VAR FF00(0000)]\n得到的蛋，於20[VAR 0201(0000)]年[VAR 0201(0001)]月[VAR 0201(0002)]日\n在[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]\n孵出後相遇了。
SS_trainermemo_049	20[VAR 0201(0005)]年[VAR 0201(0006)]月[VAR 0201(0007)]日\n在[VAR FF00(0001)][VAR 0105(0008)][VAR FF00(0000)]\n得到的蛋，好像是於20[VAR 0201(0000)]年[VAR 0201(0001)]月[VAR 0201(0002)]日\n在[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]\n孵出後相遇了。
SS_trainermemo_050	非常喜歡吃東西。
SS_trainermemo_051	經常睡午覺。
SS_trainermemo_052	常常打瞌睡。
SS_trainermemo_053	經常亂扔東西。
SS_trainermemo_054	喜歡悠然自在。
SS_trainermemo_055	以力氣大為傲。
SS_trainermemo_056	喜歡胡鬧。
SS_trainermemo_057	有點容易生氣。
SS_trainermemo_058	喜歡打架。
SS_trainermemo_059	血氣方剛。
SS_trainermemo_060	身體強壯。
SS_trainermemo_061	抗打能力強。
SS_trainermemo_062	頑強不屈。
SS_trainermemo_063	能吃苦耐勞。
SS_trainermemo_064	善於忍耐。
SS_trainermemo_065	喜歡比誰跑得快。
SS_trainermemo_066	對聲音敏感。
SS_trainermemo_067	冒冒失失。
SS_trainermemo_068	有點容易得意忘形。
SS_trainermemo_069	逃得快。
SS_trainermemo_070	好奇心強。
SS_trainermemo_071	喜歡惡作劇。
SS_trainermemo_072	做事萬無一失。
SS_trainermemo_073	經常思考。
SS_trainermemo_074	一絲不苟。
SS_trainermemo_075	性格強勢。
SS_trainermemo_076	有一點點愛慕虛榮。
SS_trainermemo_077	爭強好勝。
SS_trainermemo_078	不服輸。
SS_trainermemo_079	有一點點固執。
SS_trainermemo_080	20[VAR 0201(0005)]年[VAR 0201(0006)]月[VAR 0201(0007)]日\n從[VAR FF00(0001)][VAR 0105(0008)][VAR FF00(0000)]那裡\n拿到了神奇的寶可夢蛋。
SS_trainermemo_081	20[VAR 0201(0000)]年[VAR 0201(0001)]月[VAR 0201(0002)]日\n在[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]\n得到了神奇的寶可夢蛋。
SS_trainermemo_082	20[VAR 0201(0005)]年[VAR 0201(0006)]月[VAR 0201(0007)]日\n在[VAR FF00(0001)][VAR 0105(0008)][VAR FF00(0000)]\n得到了無比神奇的寶可夢蛋。
SS_trainermemo_083	20[VAR 0201(0000)]年[VAR 0201(0001)]月[VAR 0201(0002)]日\n在[VAR FF00(0001)][VAR 0105(0004)][VAR FF00(0000)]\n得到了無比神奇的寶可夢蛋。
SS_trainermemo_084	20[VAR 0201(0005)]年[VAR 0201(0006)]月[VAR 0201(0007)]日\n在[VAR FF00(0001)][VAR 0105(0008)][VAR FF00(0000)]\n得到了神奇的寶可夢蛋。
SS_trainermemo_085	「蛋的樣子」\n能聽到從裡面傳來的聲音！\n好像快要孵出來了！
SS_trainermemo_086	「蛋的樣子」\n好像偶爾在動。\n再過一些時間才會孵出來吧？
SS_trainermemo_087	「蛋的樣子」\n會孵出什麼來呢？\n好像還要過段時間才會孵出來。
SS_trainermemo_088	「蛋的樣子」\n這顆蛋要孵出來好像\n需要很長一段時間。
SS_trainermemo_089	喜歡[VAR FF00(0001)]辣味[VAR FF00(0000)]。
SS_trainermemo_090	喜歡[VAR FF00(0001)]澀味[VAR FF00(0000)]。
SS_trainermemo_091	喜歡[VAR FF00(0001)]甜味[VAR FF00(0000)]。
SS_trainermemo_092	喜歡[VAR FF00(0001)]苦味[VAR FF00(0000)]。
SS_trainermemo_093	喜歡[VAR FF00(0001)]酸味[VAR FF00(0000)]。
SS_trainermemo_094	什麼都愛吃。
SS_trainermemo_095	從過去的[VAR FF00(0001)]神奧地區[VAR FF00(0000)]穿越時空，\n千里迢迢地到來了。
SS_trainermemo_096	好像是從過去的[VAR FF00(0001)]神奧地區[VAR FF00(0000)]穿越時空，\n千里迢迢地到來了。
SS_trainermemo_097	從經歷了命中注定般的相遇，\n過去的[VAR FF00(0001)]神奧地區[VAR FF00(0000)]穿越時空，\n千里迢迢地到來了。
SS_trainermemo_098	好像是從經歷了命中注定般的相遇，\n過去的[VAR FF00(0001)]神奧地區[VAR FF00(0000)]穿越時空，\n千里迢迢地到來了。
trainer_license
SS_trainer_license_001	零用錢
SS_trainer_license_002	[VAR 0206(0000)]
SS_trainer_license_005	BP
SS_trainer_license_006	[VAR 0206(0001)]pt
SS_trainer_license_008	[VAR 0100(0000)]
SS_trainer_license_009	[VAR 0202(0000)]/[VAR 0202(0001)]
SS_trainer_license_010	[VAR 0203(0000)]/[VAR 0201(0001)]/[VAR 0201(0002)] [VAR 0201(0003)]:[VAR 0201(0004)]
SS_trainer_license_013	等級[VAR 0201(0000)]以下的寶可夢\n都會聽從訓練家的指示。
SS_trainer_license_017	所有的寶可夢\n都會聽從訓練家的指示。
SS_trainer_license_019	能捕捉到\n等級[VAR 0201(0000)]以下的寶可夢。
SS_trainer_license_023	能捕捉到\n所有的寶可夢。
SS_trainer_license_038	確定
SS_trainer_license_039	退出
SS_trainer_license_040	翻轉卡片
SS_trainer_license_041	排序
SS_trainer_license_042	選擇並丟棄
SS_trainer_license_043	我的最愛
SS_trainer_license_045	選擇
SS_trainer_license_046	丟棄
SS_trainer_license_049	接收
SS_trainer_license_050	退出
SS_trainer_license_085	ＹＹ通訊
SS_trainer_license_086	連線對戰
SS_trainer_license_087	寶可夢交換
trainer_license_common
SS_trainer_license_common_02	[VAR 0100(0000)]
SS_trainer_license_common_04	圖鑑
SS_trainer_license_common_07	[VAR 0202(0000)]隻
SS_trainer_license_common_09	[VAR 0203(0000)]/[VAR 0201(0001)]/[VAR 0201(0002)]
SS_trainer_license_common_10	IDNo.
SS_trainer_license_common_11	[VAR 0205(0000)]
SS_trainer_license_common_32	名字
SS_trainer_license_common_33	零用錢
SS_trainer_license_common_34	[VAR 0206(0000)]
SS_trainer_license_common_35	遊戲時間
SS_trainer_license_common_36	[VAR 0202(0000)]:[VAR 0201(0001)]
SS_trainer_license_common_37	開始冒險的日期
SS_trainer_license_common_38	初次登入名人堂
SS_trainer_license_common_39	挖掘化石的次數
SS_trainer_license_common_40	[VAR 0202(0000)]
SS_trainer_license_common_41	找到的石像種類
SS_trainer_license_common_42	[VAR 0202(0000)]
SS_trainer_license_common_63	華麗大賽級別
SS_trainer_license_common_43	帥氣華麗大賽
