bag
SS_bag_000	零花钱
WAZANAME_427	精神利刃
WAZANAME_428	意念头锤
WAZANAME_429	镜光射击
WAZANAME_430	加农光炮
WAZANAME_431	攀岩
WAZANAME_432	清除浓雾
WAZANAME_433	戏法空间
WAZANAME_434	流星群
WAZANAME_435	放电
WAZANAME_436	喷烟
WAZANAME_437	飞叶风暴
WAZANAME_438	强力鞭打
WAZANAME_439	岩石炮
WAZANAME_440	十字毒刃
WAZANAME_441	垃圾射击
WAZANAME_442	铁头
WAZANAME_443	磁铁炸弹
WAZANAME_444	尖石攻击
WAZANAME_445	诱惑
WAZANAME_446	隐形岩
WAZANAME_447	打草结
WAZANAME_448	喋喋不休
WAZANAME_449	制裁光砾
WAZANAME_450	虫咬
WAZANAME_451	充电光束
WAZANAME_452	木槌
WAZANAME_453	水流喷射
WAZANAME_454	攻击指令
WAZANAME_455	防御指令
WAZANAME_456	回复指令
WAZANAME_457	双刃头锤
WAZANAME_458	二连击
WAZANAME_459	时光咆哮
WAZANAME_460	亚空裂斩
WAZANAME_461	新月舞
WAZANAME_462	捏碎
WAZANAME_463	熔岩风暴
WAZANAME_464	暗黑洞
WAZANAME_465	种子闪光
WAZANAME_466	奇异之风
WAZANAME_467	暗影潜袭
WAZANAME_468	磨爪
WAZANAME_469	广域防守
WAZANAME_470	防守平分
WAZANAME_471	力量平分
WAZANAME_472	奇妙空间
WAZANAME_473	精神冲击
WAZANAME_474	毒液冲击
WAZANAME_475	身体轻量化
WAZANAME_476	愤怒粉
WAZANAME_477	意念移物
WAZANAME_478	魔法空间
WAZANAME_479	击落
WAZANAME_480	山岚摔
WAZANAME_481	烈焰溅射
WAZANAME_482	污泥波
WAZANAME_483	蝶舞
WAZANAME_484	重磅冲撞
WAZANAME_485	同步干扰
WAZANAME_486	电球
WAZANAME_487	浸水
WAZANAME_488	蓄能焰袭
WAZANAME_489	盘蜷
WAZANAME_490	下盘踢
WAZANAME_491	酸液炸弹
WAZANAME_492	移花接木
WAZANAME_493	单纯光束
WAZANAME_494	找伙伴
WAZANAME_495	您先请
WAZANAME_496	轮唱
WAZANAME_497	回声
WAZANAME_498	逐步击破
WAZANAME_499	清除之烟
WAZANAME_500	辅助力量
WAZANAME_501	快速防守
WAZANAME_502	交换场地
WAZANAME_503	热水
WAZANAME_504	破壳
WAZANAME_505	治愈波动
WAZANAME_506	祸不单行
WAZANAME_507	自由落体
WAZANAME_508	换档
WAZANAME_509	巴投
WAZANAME_510	烧净
WAZANAME_511	延后
WAZANAME_512	杂技
WAZANAME_513	镜面属性
WAZANAME_514	报仇
WAZANAME_515	搏命
WAZANAME_516	传递礼物
WAZANAME_517	烈火深渊
WAZANAME_518	水之誓约
WAZANAME_519	火之誓约
WAZANAME_520	草之誓约
WAZANAME_521	伏特替换
WAZANAME_522	虫之抵抗
WAZANAME_523	重踏
WAZANAME_524	冰息
WAZANAME_525	龙尾
WAZANAME_526	自我激励
WAZANAME_527	电网
WAZANAME_528	疯狂伏特
WAZANAME_529	直冲钻
WAZANAME_530	二连劈
WAZANAME_531	爱心印章
WAZANAME_532	木角
WAZANAME_533	圣剑
WAZANAME_534	贝壳刃
WAZANAME_535	高温重压
WAZANAME_536	青草搅拌器
WAZANAME_537	疯狂滚压
WAZANAME_538	棉花防守
WAZANAME_539	暗黑爆破
WAZANAME_540	精神击破
WAZANAME_541	扫尾拍打
WAZANAME_542	暴风
WAZANAME_543	爆炸头突击
WAZANAME_544	齿轮飞盘
WAZANAME_545	火焰弹
WAZANAME_546	高科技光炮
WAZANAME_547	古老之歌
WAZANAME_548	神秘之剑
WAZANAME_549	冰封世界
WAZANAME_550	雷击
WAZANAME_551	青焰
WAZANAME_552	火之舞
WAZANAME_553	冰冻伏特
WAZANAME_554	极寒冷焰
WAZANAME_555	大声咆哮
WAZANAME_556	冰柱坠击
WAZANAME_557	Ｖ热焰
WAZANAME_558	交错火焰
WAZANAME_559	交错闪电
WAZANAME_560	飞身重压
WAZANAME_561	掀榻榻米
WAZANAME_562	打嗝
WAZANAME_563	耕地
WAZANAME_564	黏黏网
WAZANAME_565	致命针刺
WAZANAME_566	潜灵奇袭
WAZANAME_567	万圣夜
WAZANAME_568	战吼
WAZANAME_569	等离子浴
WAZANAME_570	抛物面充电
WAZANAME_571	森林咒术
WAZANAME_572	落英缤纷
WAZANAME_573	冷冻干燥
WAZANAME_574	魅惑之声
WAZANAME_575	抛下狠话
WAZANAME_576	颠倒
WAZANAME_577	吸取之吻
WAZANAME_578	戏法防守
WAZANAME_579	鲜花防守
WAZANAME_580	青草场地
WAZANAME_581	薄雾场地
WAZANAME_582	输电
WAZANAME_583	嬉闹
WAZANAME_584	妖精之风
WAZANAME_585	月亮之力
WAZANAME_586	爆音波
WAZANAME_587	妖精之锁
WAZANAME_588	王者盾牌
WAZANAME_589	和睦相处
WAZANAME_590	密语
WAZANAME_591	钻石风暴
WAZANAME_592	蒸汽爆炸
WAZANAME_593	异次元洞
WAZANAME_594	飞水手里剑
WAZANAME_595	魔法火焰
WAZANAME_596	尖刺防守
WAZANAME_597	芳香薄雾
WAZANAME_598	怪异电波
WAZANAME_599	毒液陷阱
WAZANAME_600	粉尘
WAZANAME_601	大地掌控
WAZANAME_602	磁场操控
WAZANAME_603	欢乐时光
WAZANAME_604	电气场地
WAZANAME_605	魔法闪耀
WAZANAME_606	庆祝
WAZANAME_607	牵手
WAZANAME_608	圆瞳
WAZANAME_609	蹭蹭脸颊
WAZANAME_610	手下留情
WAZANAME_611	纠缠不休
WAZANAME_612	增强拳
WAZANAME_613	归天之翼
WAZANAME_614	千箭齐发
WAZANAME_615	千波激荡
WAZANAME_616	大地神力
WAZANAME_617	破灭之光
WAZANAME_618	根源波动
WAZANAME_619	断崖之剑
WAZANAME_620	画龙点睛
WAZANAME_621	异次元猛攻
WAZANAME_622	究极无敌大冲撞
WAZANAME_623	究极无敌大冲撞
WAZANAME_624	全力无双激烈拳
WAZANAME_625	全力无双激烈拳
WAZANAME_626	极速俯冲轰烈撞
WAZANAME_627	极速俯冲轰烈撞
WAZANAME_628	强酸剧毒灭绝雨
WAZANAME_629	强酸剧毒灭绝雨
WAZANAME_630	地隆啸天大终结
WAZANAME_631	地隆啸天大终结
WAZANAME_632	毁天灭地巨岩坠
WAZANAME_633	毁天灭地巨岩坠
WAZANAME_634	绝对捕食回旋斩
WAZANAME_635	绝对捕食回旋斩
WAZANAME_636	无尽暗夜之诱惑
WAZANAME_637	无尽暗夜之诱惑
WAZANAME_638	超绝螺旋连击
WAZANAME_639	超绝螺旋连击
WAZANAME_640	超强极限爆焰弹
WAZANAME_641	超强极限爆焰弹
WAZANAME_642	超级水流大漩涡
WAZANAME_643	超级水流大漩涡
WAZANAME_644	绚烂缤纷花怒放
WAZANAME_645	绚烂缤纷花怒放
WAZANAME_646	终极伏特狂雷闪
WAZANAME_647	终极伏特狂雷闪
WAZANAME_648	至高精神破坏波
WAZANAME_649	至高精神破坏波
WAZANAME_650	激狂大地万里冰
WAZANAME_651	激狂大地万里冰
WAZANAME_652	究极巨龙震天地
WAZANAME_653	究极巨龙震天地
WAZANAME_654	黑洞吞噬万物灭
WAZANAME_655	黑洞吞噬万物灭
WAZANAME_656	可爱星星飞天撞
WAZANAME_657	可爱星星飞天撞
WAZANAME_658	皮卡皮卡必杀击
WAZANAME_659	集沙
WAZANAME_660	迎头一击
WAZANAME_661	碉堡
WAZANAME_662	缝影
WAZANAME_663	ＤＤ金勾臂
WAZANAME_664	泡影的咏叹调
WAZANAME_665	冰锤
WAZANAME_666	花疗
WAZANAME_667	十万马力
WAZANAME_668	吸取力量
WAZANAME_669	日光刃
WAZANAME_670	树叶
WAZANAME_671	聚光灯
WAZANAME_672	毒丝
WAZANAME_673	磨砺
WAZANAME_674	辅助齿轮
WAZANAME_675	深渊突刺
WAZANAME_676	花粉团
WAZANAME_677	掷锚
WAZANAME_678	精神场地
WAZANAME_679	猛扑
WAZANAME_680	火焰鞭
WAZANAME_681	嚣张
WAZANAME_682	燃尽
WAZANAME_683	速度互换
WAZANAME_684	修长之角
WAZANAME_685	净化
WAZANAME_686	觉醒之舞
WAZANAME_687	核心惩罚者
WAZANAME_688	热带踢
WAZANAME_689	号令
WAZANAME_690	鸟嘴加农炮
WAZANAME_691	鳞片噪音
WAZANAME_692	龙锤
WAZANAME_693	狂舞挥打
WAZANAME_694	极光幕
WAZANAME_695	遮天蔽日暗影箭
WAZANAME_696	极恶飞跃粉碎击
WAZANAME_697	海神庄严交响乐
WAZANAME_698	巨人卫士・阿罗拉
WAZANAME_699	七星夺魂腿
WAZANAME_700	驾雷驭电戏冲浪
WAZANAME_701	认真起来大爆击
WAZANAME_702	九彩升华齐聚顶
WAZANAME_703	起源超新星大爆炸
WAZANAME_704	陷阱甲壳
WAZANAME_705	花朵加农炮
WAZANAME_706	精神之牙
WAZANAME_707	跺脚
WAZANAME_708	暗影之骨
WAZANAME_709	冲岩
WAZANAME_710	水流裂破
WAZANAME_711	棱镜镭射
WAZANAME_712	暗影偷盗
WAZANAME_713	流星闪冲
WAZANAME_714	暗影之光
WAZANAME_715	泪眼汪汪
WAZANAME_716	麻麻刺刺
WAZANAME_717	自然之怒
WAZANAME_718	多属性攻击
WAZANAME_719	千万伏特
WAZANAME_720	惊爆大头
WAZANAME_721	等离子闪电拳
WAZANAME_722	光子喷涌
WAZANAME_723	焚天灭世炽光爆
WAZANAME_724	日光回旋下苍穹
WAZANAME_725	月华飞溅落灵霄
WAZANAME_726	亲密无间大乱揍
WAZANAME_727	狼啸石牙飓风暴
WAZANAME_728	炽魂热舞烈音爆
WAZANAME_729	电电加速
WAZANAME_730	滔滔冲浪
WAZANAME_731	飘飘坠落
WAZANAME_732	闪闪雷光
WAZANAME_733	活活气泡
WAZANAME_734	麻麻电击
WAZANAME_735	熊熊火爆
WAZANAME_736	哗哗气场
WAZANAME_737	坏坏领域
WAZANAME_738	茁茁炸弹
WAZANAME_739	冰冰霜冻
WAZANAME_740	亮亮风暴
WAZANAME_741	砰砰击破
WAZANAME_742	钢拳双击
WAZANAME_743	极巨防壁
WAZANAME_744	极巨炮
WAZANAME_745	狙击
WAZANAME_746	紧咬不放
WAZANAME_747	大快朵颐
WAZANAME_748	背水一战
WAZANAME_749	沥青射击
WAZANAME_750	魔法粉
WAZANAME_751	龙箭
WAZANAME_752	茶会
WAZANAME_753	蛸固
WAZANAME_754	电喙
WAZANAME_755	鳃咬
WAZANAME_756	换场
WAZANAME_757	极巨火爆
WAZANAME_758	极巨虫蛊
WAZANAME_759	极巨闪电
WAZANAME_760	极巨攻击
WAZANAME_761	极巨拳斗
WAZANAME_762	极巨幽魂
WAZANAME_763	极巨寒冰
WAZANAME_764	极巨酸毒
WAZANAME_765	极巨水流
WAZANAME_766	极巨飞冲
WAZANAME_767	极巨妖精
WAZANAME_768	极巨龙骑
WAZANAME_769	极巨超能
WAZANAME_770	极巨岩石
WAZANAME_771	极巨大地
WAZANAME_772	极巨恶霸
WAZANAME_773	极巨草原
WAZANAME_774	极巨钢铁
WAZANAME_775	魂舞烈音爆
WAZANAME_776	扑击
WAZANAME_777	装饰
WAZANAME_778	鼓击
WAZANAME_779	捕兽夹
WAZANAME_780	火焰球
WAZANAME_781	巨兽斩
WAZANAME_782	巨兽弹
WAZANAME_783	气场轮
WAZANAME_784	广域破坏
WAZANAME_785	木枝突刺
WAZANAME_786	破音
WAZANAME_787	苹果酸
WAZANAME_788	万有引力
WAZANAME_789	灵魂冲击
WAZANAME_790	神奇蒸汽
WAZANAME_791	生命水滴
WAZANAME_792	拦堵
WAZANAME_793	假跪真撞
WAZANAME_794	流星突击
WAZANAME_795	无极光束
WAZANAME_796	铁蹄光线
WAZANAME_797	广域战力
WAZANAME_798	铁滚轮
WAZANAME_799	鳞射
WAZANAME_800	流星光束
WAZANAME_801	臂贝武器
WAZANAME_802	薄雾炸裂
WAZANAME_803	青草滑梯
WAZANAME_804	电力上升
WAZANAME_805	大地波动
WAZANAME_806	爬击
WAZANAME_807	妒火
WAZANAME_808	泄愤
WAZANAME_809	灵骚
WAZANAME_810	腐蚀气体
WAZANAME_811	指导
WAZANAME_812	快速折返
WAZANAME_813	三旋击
WAZANAME_814	双翼
WAZANAME_815	热沙大地
WAZANAME_816	丛林治疗
WAZANAME_817	暗冥强击
WAZANAME_818	水流连打
WAZANAME_819	雷电囚笼
WAZANAME_820	巨龙威能
WAZANAME_821	冰冷视线
WAZANAME_822	怒火中烧
WAZANAME_823	雷鸣蹴击
WAZANAME_824	雪矛
WAZANAME_825	星碎
WAZANAME_826	诡异咒语
waza_remember
SS_waza_remember_000	[VAR 0102(0000)]
SS_waza_remember_001	持有物
SS_waza_remember_002	[VAR 0109(0000)]
SS_waza_remember_003	[VAR 0101(0000)]
SS_waza_remember_004	No.[VAR 0202(0000)]
SS_waza_remember_007	[VAR 0201(0000)]
SS_waza_remember_009	[VAR 0107(0000)]
SS_waza_remember_012	HP
SS_waza_remember_013	攻击
SS_waza_remember_014	防御
SS_waza_remember_015	特攻
SS_waza_remember_016	特防
SS_waza_remember_017	速度
SS_waza_remember_018	特性
SS_waza_remember_019	[VAR 0106(0000)]
SS_waza_remember_020	威力
SS_waza_remember_021	命中
SS_waza_remember_022	-
SS_waza_remember_023	要回忆起\n[VAR 0107(0000)]吗？
SS_waza_remember_024	是
SS_waza_remember_025	否
SS_waza_remember_026	要放弃让[VAR 0102(0000)]\n回忆起招式吗？
SS_waza_remember_028	为了学习[VAR 0107(0000)]，\n请选择要忘记的招式！
SS_waza_remember_031	Lv.[VAR 0202(0000)]
SS_waza_remember_032	[VAR 0202(0000)]
SS_waza_remember_033	[VAR 0202(0000)]/[VAR 0202(0001)]
SS_waza_remember_034	[VAR 0201(0000)]/[VAR 0201(0001)]
SS_waza_remember_035	确定
SS_waza_remember_036	返回
SS_waza_remember_037	要忘记\n[VAR 0107(0000)]吗？
SS_waza_remember_038	１[WAIT 20]，２[WAIT 20]…[WAIT 20]…[WAIT 20]空！[VAR BE05(0003)][VAR BE05(0005)]\c\n[VAR 0102(0000)]把[VAR 0107(0002)]的\n使用方法忘得干干净净了！
SS_waza_remember_040	１[WAIT 20]，２[WAIT 20]…[WAIT 20]…[WAIT 20]空！[VAR BE05(0003)][VAR BE05(0000)]\c\n[VAR 0102(0000)]把[VAR 0107(0002)]的\n使用方法忘得干干净净了！\c\n于是……！\c\n[VAR 0102(0000)]学会了\n[VAR 0107(0001)]！[VAR BE05(0004)][VAR BE05(0000)]
SS_waza_remember_042	为了学习[VAR 0107(0000)]，\n请选择要忘记的招式！
SS_waza_remember_043	要放弃学习\n[VAR 0107(0000)]吗？
SS_waza_remember_045	要忘记[VAR 0107(0000)]，\n学习[VAR 0107(0001)]吗？
SS_waza_remember_046	分类
xmenu
SS_xmenu_27	宝可梦
SS_xmenu_28	图鉴
SS_xmenu_29	记录
SS_xmenu_30	包包
SS_xmenu_31	城镇地图
SS_xmenu_38	设置
SS_xmenu_40	神秘礼物
SS_xmenu_42	确定
SS_xmenu_43	返回
SS_xmenu_44	替换
SS_xmenu_46	记录
SS_xmenu_47	训练家卡
SS_xmenu_48	球壳装饰
SS_xmenu_49	退出
SS_xmenu_50	是
SS_xmenu_51	否
SS_xmenu_52	[VAR 0201(0000)]
SS_xmenu_53	x
SS_xmenu_54	退出
xmenu_net
SS_xmenu_net_02	捉到过的宝可梦
SS_xmenu_net_03	进化过的宝可梦
SS_xmenu_net_04	孵化过的蛋
SS_xmenu_net_05	进行过的连接对战
SS_xmenu_net_06	交换过的宝可梦
SS_xmenu_net_14	骑自行车冲刺的次数
SS_xmenu_net_15	换过衣服的次数
SS_xmenu_net_16	发现过的道具
SS_xmenu_net_17	吹过指哨的次数
SS_xmenu_net_18	对战竞技场
SS_xmenu_net_19	现场大赛
SS_xmenu_net_20	聚集的人数
SS_xmenu_net_21	[VAR 0202(0000)]
SS_xmenu_net_23	[VAR 0202(0000)]
SS_xmenu_net_24	返回
SS_xmenu_net_25	是
SS_xmenu_net_26	否
SS_xmenu_net_27	确定
SS_xmenu_net_28	正在收集通过本地联机\n擦肩而过的玩家数据……
SS_xmenu_net_29	正在收集通过互联网\n擦肩而过的玩家数据……
SS_xmenu_net_30	即将接收所需信息\n以进行互联网连接。\c\n接收信息后将写入记录，可以吗？
SS_xmenu_net_31	正在连接……\n请稍等片刻。
SS_xmenu_net_32	已接收互联网连接所必需的信息。
SS_xmenu_net_33	正在写入记录……\n请稍等片刻。
SS_xmenu_net_34	已切换到互联网连接。
SS_xmenu_net_35	断开互联网连接，可以吗？
SS_xmenu_net_36	正在断开……\n请稍等片刻。
SS_xmenu_net_37	已切换到本地联机。
xmenu_timeline
ui_msg_xmenu_timeline_info_00	去看看
ui_msg_xmenu_timeline_guide_01	欢迎来到宝可梦的世界。
ui_msg_xmenu_timeline_guide_02	看看电视吧。
ui_msg_xmenu_timeline_guide_03	去１楼吧。
ui_msg_xmenu_timeline_guide_04	去见见[VAR 0100(0001)]吧。
ui_msg_xmenu_timeline_guide_05	去看看[VAR 0100(0001)]的情况吧。
ui_msg_xmenu_timeline_guide_06	去心齐湖看看吧。
ui_msg_xmenu_timeline_guide_07	去归还宝可梦吧。
ui_msg_xmenu_timeline_guide_08	去宝可梦研究所吧。
ui_msg_xmenu_timeline_guide_09	把要去冒险的事告诉妈妈吧。
ui_msg_xmenu_timeline_guide_10	前往祝庆市吧。
ui_msg_xmenu_timeline_guide_11	去训练家学校吧。
ui_msg_xmenu_timeline_guide_12	探索祝庆市吧。
ui_msg_xmenu_timeline_guide_13	解答由３名小丑出的\n宝可表活动的问题吧。
ui_msg_xmenu_timeline_guide_14	去拿宝可表吧。
ui_msg_xmenu_timeline_guide_15	前往黑金市吧。
ui_msg_xmenu_timeline_guide_16	去寻找黑金道馆的道馆馆主吧。
ui_msg_xmenu_timeline_guide_17	击败黑金道馆的瓢太吧。
ui_msg_xmenu_timeline_guide_18	前往下一段冒险吧。
ui_msg_xmenu_timeline_guide_19	返回祝庆市吧。
ui_msg_xmenu_timeline_guide_20	未使用
ui_msg_xmenu_timeline_guide_21	前往[VAR 0100(0001)]的目的地\n百代市吧。
ui_msg_xmenu_timeline_guide_22	去山谷发电厂看看吧。
ui_msg_xmenu_timeline_guide_23	去寻找发电厂钥匙吧。
ui_msg_xmenu_timeline_guide_24	进入山谷发电厂吧。
ui_msg_xmenu_timeline_guide_25	击败位于发电厂的银河队吧。
ui_msg_xmenu_timeline_guide_27	与芽米合作穿过森林吧。
ui_msg_xmenu_timeline_guide_80	探索百代市吧。
ui_msg_xmenu_timeline_guide_29	击败百代道馆的菜种吧。
ui_msg_xmenu_timeline_guide_30	找到藏在道馆里的训练家吧。
ui_msg_xmenu_timeline_guide_31	去阻止银河队吧。
ui_msg_xmenu_timeline_guide_81	和身在银河百代大楼的大叔搭话吧。
ui_msg_xmenu_timeline_guide_32	去自行车店吧。
ui_msg_xmenu_timeline_guide_33	去拜访地下大叔吧。
ui_msg_xmenu_timeline_guide_34	通过自行车道前往南方吧。
ui_msg_xmenu_timeline_guide_35	前往家缘市吧。
ui_msg_xmenu_timeline_guide_36	去华丽大赛会场吧。
ui_msg_xmenu_timeline_guide_37	探索家缘市吧。
ui_msg_xmenu_timeline_guide_38	前往帷幕市吧。
ui_msg_xmenu_timeline_guide_82	探索帷幕市吧。
ui_msg_xmenu_timeline_guide_39	击败帷幕道馆的道馆馆主吧。
ui_msg_xmenu_timeline_guide_40	去道馆外边看看吧。
ui_msg_xmenu_timeline_guide_41	去拿回[VAR 0100(0002)]的宝可梦图鉴吧。
ui_msg_xmenu_timeline_guide_83	前往野原市吧。
ui_msg_xmenu_timeline_guide_42	击败野原道馆的道馆馆主吧。
ui_msg_xmenu_timeline_guide_43	探索野原市吧。
ui_msg_xmenu_timeline_guide_44	去追逃往野原市东侧的手下吧。
ui_msg_xmenu_timeline_guide_46	去帮助２１０号道路的可达鸭们吧。
ui_msg_xmenu_timeline_guide_47	把古代护符送去神和镇吧。
ui_msg_xmenu_timeline_guide_84	去阻止位于遗迹前的银河队吧。
ui_msg_xmenu_timeline_guide_85	调查遗迹吧。
ui_msg_xmenu_timeline_guide_48	击败家缘道馆的梅丽莎吧。
ui_msg_xmenu_timeline_guide_49	前往水脉市吧。
