msg_bgm+zh_tw.msbt
bgm_arrange	改編
tip_title_0825	{[0107|00000100]}海拉魯城堡 ： \x0f\x01\x07龍捲風的效果
tip_text_0825	被龍捲風擊飛後，會有短暫時間無法操作。\r\n累積傷害越高，無法操作的時間會變得越長。
tip_title_0826	海盜船
tip_text_0826	於被海浪搖擺的海盜船上進行亂鬥的場地。\r\n破浪前進的海盜船會發生各式各樣的事情。
tip_title_0827	{[0107|00000100]}海盜船 ： \x0f\x01\x07觸礁
tip_text_0827	海盜船會觸礁而大幅傾斜。\r\n這時，鬥士也能夠在船隻所擱淺的淺灘上戰鬥。
tip_title_0828	{[0107|00000100]}海盜船 ： \x0f\x01\x07龍捲風
tip_text_0828	海盜船可能會被龍捲風捲上空中。\r\n場地離開海面時，可以趁此機會以隕石攻擊擊落對手。
tip_title_0829	{[0107|00000100]}海盜船 ： \x0f\x01\x07海流
tip_text_0829	飄浮在海上的鬥士會被海水沖往右邊。\r\n被沖走後撞到船頭便會立即失誤，因此要小心。
tip_title_0830	{[0107|00000100]}海盜船 ： \x0f\x01\x07砲擊
tip_text_0830	登場於背景中的「高台」會對鬥士發動砲擊。\r\n被砲擊的爆炸波命中後，會受到巨大傷害並且被擊飛。
tip_title_0831	{[0107|00000100]}海盜船 ： \x0f\x01\x07天候的變化
tip_text_0831	天氣偶爾會變化為「晴天」、「陰天」和「雨天」。\r\n只有在龍捲風接近時，才會發生轉變為「雨天」的變化。
tip_title_0832	{[0107|00000100]}海盜船 ： \x0f\x01\x07投石器
tip_text_0832	登場於船頭的投石器會將鬥士強烈擊飛。\r\n如果有人踏上投石器，投石器彈射的時間就會縮短。
tip_title_0833	Super Mario Maker
tip_text_0833	每次遊玩時都會改變形態的自動產生場地。\r\n地面與空中的立足處會相互組合，產生出多采多姿的形態。
tip_title_0834	{[0107|00000100]}Super Mario Maker ： \x0f\x01\x07手的種類
tip_text_0834	亂鬥開始後，「人類的手」會創造出場地。\r\n這時，「貓的手」或「瑪利歐的手」偶爾會登場。
tip_title_0835	{[0107|00000100]}Super Mario Maker ： \x0f\x01\x07開始時的立足處
tip_text_0835	亂鬥開始後，鬥士在會消失的立足處上登場。\r\n鬥士能夠向下穿越這個立足處。
tip_title_0836	{[0107|00000100]}Super Mario Maker ： \x0f\x01\x07場地產生
tip_text_0836	產生的場地中，分別有浮島型與接壤型。\r\n浮島型場地的產生機率較高。
tip_title_0837	{[0107|00000100]}Super Mario Maker ： \x0f\x01\x07道具磚塊
tip_text_0837	？磚塊中所出現的道具，\r\n較容易出現與瑪利歐系列相關的東西。
tip_title_0838	{[0107|00000100]}Super Mario Maker ： \x0f\x01\x07場地變化與音樂
tip_text_0838	場地的外觀偶爾會轉變。\r\n其中有些音樂會隨著外觀一起變化。
tip_title_0839	{[0107|00000100]}米德加 ： \x0f\x01\x07召喚獸
tip_text_0839	任何人得到召喚魔晶石後召喚獸就會出現。\r\n會根據出現的召喚獸的不同，給予戰場不同的影響。
tip_title_0840	{[0107|00000100]}米德加 ： \x0f\x01\x07召喚獸造成的擊落
tip_text_0840	如果鬥士因為召喚獸的攻擊而被擊落，\r\n分數會算進得到召喚魔晶石的鬥士上。
tip_title_0841	{[0107|00000100]}米德加 ： \x0f\x01\x07奧汀
tip_text_0841	以一擊必殺的斬鐵劍，將立足處一分為二。\r\n如果被這記斬擊命中，就幾乎沒救了。
tip_title_0842	{[0107|00000100]}米德加 ： \x0f\x01\x07立足處復原
tip_text_0842	被一刀兩斷的立足處，過一段時間後就會恢復原狀。\r\n如果這時被立足處給夾住，就會立即失誤。
tip_title_0843	{[0107|00000100]}米德加 ： \x0f\x01\x07伊弗利特
tip_text_0843	以地獄火焰撼動整個地形。\r\n待在被加熱的立足處上也會受到傷害，因此要小心。
tip_title_0844	{[0107|00000100]}米德加 ： \x0f\x01\x07巴哈姆特零式
tip_text_0844	自衛星軌道發射強勁的光束。\r\n垂直向下的雷射，以其極高的破壞力引以為傲。
tip_title_0845	{[0107|00000100]}米德加 ： \x0f\x01\x07利維坦
tip_text_0845	以大海衝將場地捲入激流中。\r\n被捲入水流中的鬥士，會被強烈地沖向左方。
tip_title_0846	{[0107|00000100]}米德加 ： \x0f\x01\x07因利維坦的水流立即失誤
tip_text_0846	被水流沖刷，並撞上場地右側後會被水花沖起來。\r\n如果這時的累積傷害在100％以上，就會立即失誤。
tip_title_0847	{[0107|00000100]}米德加 ： \x0f\x01\x07拉姆
tip_text_0847	制裁之雷會改變空中立足處的位置。\r\n這時，如果在帶電的立足處落地，就會被麻痺並被擊飛。
tip_title_0848	安柏拉的時鐘塔
tip_text_0848	於無限持續落下的時鐘塔上進行亂鬥的場地。\r\n如果時鐘塔穿越了魔法陣，就能夠見到天使們。
tip_title_0849	{[0107|00000100]}安柏拉的時鐘塔 ： \x0f\x01\x07瓦礫立足處
tip_text_0849	能把偶爾飛來的瓦礫當成立足處進行亂鬥。\r\n總共會出現7種立足處。
tip_title_0850	{[0107|00000100]}安柏拉的時鐘塔 ： \x0f\x01\x07飄浮的立足處
tip_text_0850	飄浮在時鐘塔下方的立足處，其邊緣是能夠攀住的。\r\n只要善加利用，即使在難以返回的情況下也能夠存活。
tip_title_0851	{[0107|00000100]}安柏拉的時鐘塔 ： \x0f\x01\x07立足處退場
tip_text_0851	即使一直站在要退場至上空中的立足處上，\r\n鬥士也會在途中就落下，因此不會造成失誤。
tip_title_0852	{[0107|00000100]}安柏拉的時鐘塔 ： \x0f\x01\x07時鐘的指針
tip_text_0852	場地上的巨大時鐘指著實際的時間，\r\n如果仔細看，就會發現長針與短針在微微地動著。
tip_title_0853	甲蟲
tip_text_0853	如果攻擊命中飛來的甲蟲，便會使之180度返回。\r\n也可以藉此回敬將甲蟲扔來的對手。
tip_title_0854	Golden Hammer
tip_text_0854	偶爾會變成BB槌子。\r\n即使命中對手，也只會發出嗶嗶的聲音，不會給予傷害。
tip_title_0855	旋轉攻擊（改）
tip_text_0855	進行旋轉攻擊時，能夠使出空中攻擊。\r\n隨著招式的組合，能化為強勁的連續技。
tip_title_0856	大師球
tip_text_0856	寫著M字的紫色的球。\r\n與精靈球不同，從中出現的寶可夢全是傳說級的。
tip_title_0857	飛旋鏢
tip_text_0857	如果配合時機，確實接住返回的飛旋鏢，\r\n下一次投擲時，傷害會提升。
tip_title_0858	Daybreak
tip_text_0858	完成後，能以普通招式鍵來發射光束。\r\n如果在發射之前受到衝擊就會脫手掉下，這點要小心。
tip_title_0859	炸藥箱
tip_text_0859	如果火焰攻擊命中，就會立即爆炸的危險箱子。\r\n即使被敲打或投擲，也不太會爆炸。
tip_title_0860	妖精之瓶
tip_text_0860	取得後，體力會回復100％。\r\n然而，如果累積傷害在100％以下時無法使用。
tip_title_0861	用多露芬炸彈連續命中
tip_text_0861	飛往上方期間，會連續命中正上方的對手。\r\n也會有將對手直接擊飛至畫面外的情況。
tip_title_0862	沙包哥
tip_text_0862	會如同鬥士般累積傷害。\r\n每當受到傷害，就會越來越容易被擊飛。
tip_title_0863	多露芬炸彈
tip_text_0863	炸彈在落下後會引發大爆炸。\r\n儘管爆炸的範圍很廣，但發射的人並不會受到傷害。
tip_title_0864	Lip's Stick
tip_text_0864	被Lip's Stick的攻擊擊中時，頭頂會長出花朵。\r\n當花朵綻放時，會逐漸地受到傷害。
tip_title_0865	{[0107|00000100]}寶可夢 ： \x0f\x01\x07頑皮雷彈
tip_text_0865	即將爆炸時身體會閃爍紅光。\r\n在這時候，可以像撿起道具般將之抓著然後投擲。
tip_title_0866	{[0107|00000100]}寶可夢 ： \x0f\x01\x07卡比獸
tip_text_0866	跳起後變大再落下。\r\n亂鬥時，如果在適當時機使用，就能將對手一網打盡。
tip_title_0867	{[0107|00000100]}寶可夢 ： \x0f\x01\x07好啦魷
tip_text_0867	以「顛倒」將附近的對手跌倒。\r\n由於在空中時不會中招，要是有人在附近使出，就以跳躍進行迴避吧。
tip_title_0868	{[0107|00000100]}寶可夢 ： \x0f\x01\x07粉蝶蛹
tip_text_0868	受到攻擊時會撒出「麻痺粉」，\r\n如果沒有受到攻擊則不會做任何事。在他的附近戰鬥時要多加注意。
tip_title_0869	{[0107|00000100]}寶可夢 ： \x0f\x01\x07蓋歐卡
tip_text_0869	「水炮」會將對手推至畫面外。\r\n一旦被捲入就會很難逃脫。
tip_title_0870	{[0107|00000100]}寶可夢 ： \x0f\x01\x07炎帝
tip_text_0870	「火焰旋渦」會強力捲入接觸到的對手。\r\n要是被捲入到中心的巨大火柱中，會受到大幅傷害。
tip_title_0871	{[0107|00000100]}寶可夢 ： \x0f\x01\x07水水獺
tip_text_0871	「衝浪」會將被捲入的對手沖走。\r\n也能針對那些想要以跳躍避開的對手進行攻擊。
tip_title_0872	{[0107|00000100]}寶可夢 ： \x0f\x01\x07咚咚鼠
tip_text_0872	以咚咚鼠為中心用「放電」向周圍攻擊。\r\n觸碰到電擊的對手會被連續命中。
tip_title_0873	{[0107|00000100]}寶可夢 ： \x0f\x01\x07美麗花
tip_text_0873	只是靠近就會陷入睡眠。要特別注意，在累積傷害較多時，\r\n睡覺時間也會較長。
tip_title_0875	{[0107|00000100]}寶可夢 ： \x0f\x01\x07角金魚
tip_text_0875	會活力十足地「躍起」。但什麼也不會發生。\r\n偶爾會從大師球中出來。
tip_title_0876	{[0107|00000100]}寶可夢 ： \x0f\x01\x07達克萊伊
tip_text_0876	「暗黑洞」的吸引力強，接觸後會陷入睡眠。\r\n如果在空中接觸到，也會在落到地上後開始睡眠。
tip_title_0877	{[0107|00000100]}寶可夢 ： \x0f\x01\x07酋雷姆
tip_text_0877	被「冰凍之風」擊中時會一擊就被凍結。\r\n除了攻擊範圍大，亦能長時間持續攻擊。
tip_title_0878	{[0107|00000100]}寶可夢 ： \x0f\x01\x07沙奈朵
tip_text_0878	在沙奈朵的四周會出現能反彈飛行道具的護盾。\r\n自己的飛行道具則不會受影響。
tip_title_0879	{[0107|00000100]}寶可夢 ： \x0f\x01\x07坐騎山羊
tip_text_0879	像載具般能讓鬥士乘坐在背上。\r\n被坐騎山羊衝撞到的對手會受到傷害。
tip_title_0880	{[0107|00000100]}寶可夢 ： \x0f\x01\x07喵喵
tip_text_0880	使出以放射線狀連射金幣的「聚寶功」。\r\n雖然攻擊範圍較大，但傷害較少。
tip_title_0882	{[0107|00000100]}寶可夢 ： \x0f\x01\x07阿爾宙斯
tip_text_0882	以「重力」將空中的對手往正下方敲擊。\r\n在場外的對手會直接落下。
tip_title_0883	{[0107|00000100]}寶可夢 ： \x0f\x01\x07美洛耶塔
tip_text_0883	美洛耶塔的歌撞到牆壁或立足處時會被反射。\r\n在狹窄的場地使用會不規則地反射，令人更難以迴避。
tip_title_0884	{[0107|00000100]}寶可夢 ： \x0f\x01\x07藤藤蛇
tip_text_0884	連射「飛葉快刀」。雖然攻擊範圍較小，\r\n但一旦擊中，接下來的都很容易連續命中。
tip_title_0885	{[0107|00000100]}寶可夢 ： \x0f\x01\x07巨金怪
tip_text_0885	巨金怪會將碰到的對手掩埋地面。\r\n較遲逃脫的對手更會被「地震」攻擊。
tip_title_0886	{[0107|00000100]}寶可夢 ： \x0f\x01\x07海星星
tip_text_0886	移到盯上的對手的身旁後高速連射星型彈。\r\n由於子彈是能量型的，以吸收飛行道具的招式能有效應付。
tip_title_0887	{[0107|00000100]}寶可夢 ： \x0f\x01\x07火焰鳥
tip_text_0887	出現在場後，會慢慢往上起飛。\r\n只要觸碰到火焰鳥就會被強烈地擊飛。
tip_title_0888	{[0107|00000100]}寶可夢 ： \x0f\x01\x07帕路奇亞
tip_text_0888	畫面會180度旋轉而上下顛倒。\r\n但操作方法並不會變，要小心別因弄錯而落下。
tip_title_0889	{[0107|00000100]}寶可夢 ： \x0f\x01\x07暴雪王
tip_text_0889	被「暴風雪」命中的對手會被暴雪王拉近。\r\n「暴風雪」結束後還會使出「冰凍拳」。
tip_title_0890	{[0107|00000100]}寶可夢 ： \x0f\x01\x07騎拉帝納
tip_text_0890	發射巨型的風漩渦。由於會連續命中，\r\n對手會較難逃脫，甚至會被推走至畫面外。
tip_title_0891	{[0107|00000100]}寶可夢 ： \x0f\x01\x07洛奇亞
tip_text_0891	從畫面深處以「氣旋攻擊」進行大範圍攻擊。\r\n由於無法以防護罩防禦，盡可能遠離攻擊範圍吧。
tip_title_0892	{[0107|00000100]}寶可夢 ： \x0f\x01\x07蓋諾賽克特
tip_text_0892	會以雷射及單發光彈這2種方式進行攻擊。\r\n但無論是哪一種攻擊都能貫穿牆壁，因此和他站在同一高度會十分危險。
tip_title_0893	{[0107|00000100]}寶可夢 ： \x0f\x01\x07哈力栗
tip_text_0893	在哈力栗周圍的「種子炸彈」會爆炸。\r\n要注意，如果命中會受到大幅傷害。
tip_title_0894	{[0107|00000100]}寶可夢 ： \x0f\x01\x07綿綿泡芙
tip_text_0894	在綿綿泡芙附近的對手的動作會變得緩慢。\r\n由於自己不會受到影響，是攻擊的好機會。
tip_title_0895	{[0107|00000100]}寶可夢 ： \x0f\x01\x07索羅亞克
tip_text_0895	以「亂抓」將對手砸向下方。\r\n如果在落下地點準備，便能乘勝追擊。
tip_title_0896	{[0107|00000100]}輔助模型 ： \x0f\x01\x07吉拉希姆
tip_text_0896	輕靈地行動並使用劍和飛刀。\r\n並且會將正面飛來的飛行道具反射。
tip_title_0897	{[0107|00000100]}輔助模型 ： \x0f\x01\x07骷髏小子
tip_text_0897	以各種效果向玩家造成混亂。\r\n要注意，身為召喚者的玩家也會受到效果影響。
tip_title_0898	{[0107|00000100]}輔助模型 ： \x0f\x01\x07骷髏小子的效果
tip_text_0898	總共有3種效果。分別是「全體隱形化」、\r\n「畫面左右反轉」和「畫面上下反轉」。
tip_title_0899	{[0107|00000100]}輔助模型 ： \x0f\x01\x07Mother Brain
tip_text_0899	能以攻擊擊倒。在從眼睛射出雷射後，\r\n周圍的玻璃會碎裂，能更容易給予傷害。
tip_title_0900	{[0107|00000100]}輔助模型 ： \x0f\x01\x07Phosphora的特徵
tip_text_0900	攻擊擊中時會退縮，並能將之擊倒。\r\n雷彈是能量型攻擊，因此能被反射或吸收。
tip_title_0901	{[0107|00000100]}輔助模型 ： \x0f\x01\x07Starman
tip_text_0901	擊出能讓對手麻痺的PK Beam γ和PK Beam Ω。\r\nγ是瞄準1名對手的光束，Ω則是向周圍連射的光束。
tip_title_0902	{[0107|00000100]}輔助模型 ： \x0f\x01\x07Starman的特性
tip_text_0902	會以瞬間移動到處逃跑，但進行攻擊便能將之擊倒。\r\nPK Beams是能量型攻擊，因此反射和吸收很有效。
tip_title_0903	{[0107|00000100]}輔助模型 ： \x0f\x01\x07Ashley
tip_text_0903	Ashley的周圍會產生暗黑空間。在空間內的對手會\r\n陷入緩速並持續受到傷害，亦會發生各種變化。
tip_title_0904	{[0107|00000100]}輔助模型 ： \x0f\x01\x07米多娜
tip_text_0904	頭髮變成一隻巨型的手，將附近的競爭對手抓起投擲。\r\n與鬥士的抓住一樣，無法以防護罩防禦。
tip_title_0905	{[0107|00000100]}輔助模型 ： \x0f\x01\x07米多娜的移動
tip_text_0905	附近沒有對手時會以瞬間移動追擊。\r\n另外，即使被擊飛至場外，亦會以瞬間移動返回。
tip_title_0906	{[0107|00000100]}輔助模型 ： \x0f\x01\x07Sheriff
tip_text_0906	Sheriff的子彈十分高速，傷害和擊飛力很強。\r\n此外，不能反射也不能吸收。
tip_title_0907	{[0107|00000100]}輔助模型 ： \x0f\x01\x07Ghosts
tip_text_0907	會出現Blinky、Inky、Pinky和Clyde這4隻。\r\n4隻會分散移動，並會向觸碰到的對手給予傷害。
tip_title_0908	火焰棒
tip_text_0908	將5個火球連成一列的打擊武器。\r\n火球的數目會隨攻擊次數逐漸減少。
tip_title_0909	火焰棒的戰術
tip_text_0909	被柄部的火球擊中時的傷害會較大。\r\n能活用其攻擊距離，亦能用其發動近身戰。
tip_title_0910	{[0107|00000100]}寶可夢 ： \x0f\x01\x07火狐狸
tip_text_0910	以「燒盡」將燃燒中的火柱向前方發射。\r\n擊中對手時會觸發連續命中。
tip_title_0911	{[0107|00000100]}輔助模型 ： \x0f\x01\x07Ashley與食物
