msg_bgm+us_en.msbt
bgm_arrange	Remix
tip_title_1054	{[0107|00000100]}Tortimer Island: \x0f\x01\x07Sharks
tip_text_1054	The shallow waters around the island are home to some vicious\r\nsharks. They'll swim close and try to make a meal of an\r\nunsuspecting fighter.
tip_title_1055	{[0107|00000100]}Find Mii: \x0f\x01\x07Launch the Trapped Mii
tip_text_1055	The faster you can rescue the Mii trapped in the cage, the faster\r\nthe Dark Emperor will leave the battle.\r\n
tip_title_1056	{[0107|00000100]}Balloon Fight: \x0f\x01\x07Savage Fish
tip_text_1056	Beware the fish lurking beneath those pixelated waves—they'll\r\nsurface and try to get a mouthful of Smash Bros. fighter.\r\n
tip_title_1057	{[0107|00000100]}Paper Mario: \x0f\x01\x07Ocean Stage
tip_text_1057	A Big Blooper will appear on the ocean stage. Don't worry—it won't\r\nattack. It will rock the ship, though, generating some waves.\r\n
tip_title_1058	{[0107|00000100]}3D Land: \x0f\x01\x07Donut Blocks
tip_text_1058	As tasty as they may sound, the Donut Blocks are not for eating.\r\nYou can, however, jump on top of them for a bit before they collapse\r\nfrom your weight.
tip_title_1059	{[0107|00000100]}3D Land: \x0f\x01\x07Flip Panels
tip_text_1059	The Flip Panels at the beginning of this stage will flip, gradually\r\ncreating more places for you to stand.\r\n
tip_title_1060	{[0107|00000100]}3D Land: \x0f\x01\x07Note Blocks
tip_text_1060	Note Blocks appear at the beginning of the stage. Jumping on them\r\nwill send fighters flying into the sky!\r\n
tip_title_1061	{[0107|00000100]}3D Land: \x0f\x01\x07Rotating Platforms
tip_text_1061	This rotating platform may seem like a good place to fight, but it'll\r\ntoss anyone who's still on it when it rotates!\r\n
tip_title_1063	{[0107|00000100]}Tortimer Island: \x0f\x01\x07Setting Sail
tip_text_1063	Kapp'n's boat will sail out to sea after some time has passed.\r\nDisembark before he sails you off the stage!\r\n
tip_title_1064	{[0107|00000100]}Tortimer Island: \x0f\x01\x07Attack Fruit
tip_text_1064	Durians and coconuts have no healing power, but sometimes they\r\ncan explode when thrown.\r\n
tip_title_1065	Green Hill Zone
tip_text_1065	The object with the blue ball on top is called a Point Marker. A\r\nPoint Marker will twirl when the ball is hit, dealing damage to\r\nanyone too close.
tip_title_1066	{[0107|00000100]}Distant Planet: \x0f\x01\x07Beware the Red Bulborb
tip_text_1066	The Red Bulborb will appear on the right, opening its mouth and\r\nlooking for food. Being eaten by the Red Bulborb counts as a KO.\r\n
tip_title_1067	{[0107|00000100]}Distant Planet: \x0f\x01\x07Rain's Effect
tip_text_1067	The slanted hill on the left side of the stage will flood with water\r\nwhen it rains. The strong current can sweep you off the edge.\r\nWatch out!
tip_title_1068	{[0107|00000100]}Distant Planet: \x0f\x01\x07Flower Numbers
tip_text_1068	The objects labeled with numbers that blossom in the center of the\r\nflowers are called Pellets. Bigger numbers deal more damage when\r\nthrown.
tip_title_1069	{[0107|00000100]}Distant Planet: \x0f\x01\x07Pellets and Onions
tip_text_1069	Occasionally you might see Onions float down. Hit them with Pellets\r\nto get items!\r\n
tip_title_1070	PictoChat 2
tip_text_1070	The stage changes as the background changes. Adjust your tactics\r\ndepending on the drawing shown in the background.\r\n
tip_title_1071	Yoshi's Island
tip_text_1071	Fly Guys sometimes appear from the sky, carrying yummy food.\r\nAttack them to make them drop their tasty snacks!\r\n
tip_title_1072	{[0107|00000100]}Unova Pokémon League: \x0f\x01\x07Background Pokémon
tip_text_1072	Sometimes Milotic, Whimsicott, and Shaymin will appear. Don't\r\nworry—these three are only here to watch.\r\n
tip_title_1073	{[0107|00000100]}Unova Pokémon League: \x0f\x01\x07Legendary Pokémon
tip_text_1073	Reshiram and Zekrom will attack when they appear on this stage.\r\nYou might see some other Pokémon, too!\r\n
tip_title_1074	{[0107|00000100]}Unova Pokémon League: \x0f\x01\x07Stair-Breaking Flames
tip_text_1074	Reshiram's Fusion Flare move will unleash a burst of flames and then\r\ndestroy the stairs, so be careful!\r\n
tip_title_1075	{[0107|00000100]}Unova Pokémon League: \x0f\x01\x07Stage-Changing Lightning
tip_text_1075	Zekrom, the Dragon/Electric-type Legendary Pokémon, charges in\r\nusing Fusion Bolt, which breaks the stairs or leaves platforms askew.\r\n
tip_title_1076	{[0107|00000100]}Tortimer Island: \x0f\x01\x07Beehives from Trees
tip_text_1076	Beehives will occasionally fall from the trees. Unless you like swarms\r\nof bees attacking you, be careful not to hit those beehives...\r\n
tip_title_1077	{[0107|00000100]}Find Mii: \x0f\x01\x07Magic Effects Display
tip_text_1077	The Dark Emperor uses random magic during the battle. What effect\r\nhis magic will have is displayed above the heads of the fighters.\r\n
tip_title_1078	{[0107|00000100]}Arena Ferox: \x0f\x01\x07Platform Types
tip_text_1078	Four types of platforms appear on this stage. Some of them can be\r\ndestroyed! The statues too!\r\n
tip_title_1079	{[0107|00000100]}Golden Plains: \x0f\x01\x07Blue Coins
tip_text_1079	Step on the P Switch (or just hit it) to make blue coins appear.\r\nThey won't stay around for long, so look lively!\r\n
tip_title_1087	Team Power and Power
tip_text_1087	The strength of your team is called Team Power. It's determined\r\nbased on the power of your primary spirit and the support spirit skills.\r\n
tip_title_1088	Effect of Primary Spirit Types
tip_text_1088	If your spirit's type has an advantage on the opponent's type, you'll\r\nbe in a good place! Grab beats Shield, Shield beats Attack, and\r\nAttack beats Grab!
tip_title_1089	Series Bonus
tip_text_1089	If you use a fighter and primary spirit from the same series, you'll\r\nreceive a slight power boost.\r\n
tip_title_1090	Trait: Initial Damage 30%
tip_text_1090	You'll start off with some damage, but pairing this with skills that give\r\nyou advantages when damaged is a solid plan!\r\n
tip_title_1091	Support Slots
tip_text_1091	Many primary spirits that can't team up with a support spirit make up\r\nfor it with improved attack or defense.\r\n
tip_title_1092	Support Skill: Item Equipped
tip_text_1092	Try equipping two of these skills. If you do, the fighter will return\r\nfrom a KO holding the second item!\r\n
tip_title_1093	Support Skill: Stacked Boosts
tip_text_1093	It's possible to equip multiple sources of the same effect. There are\r\nalso boosting skills.\r\n
tip_title_1094	Support Skill: Improved Escape
tip_text_1094	Allows a fighter to quickly escape from grabs or from being buried.\r\nIt's also effective against shock, sleep, dizzy, ice, and more!\r\n
tip_title_1095	Support Skill: Ice-Floor Immunity
tip_text_1095	This skill can also disable freezing effects from things other than\r\nfloors. For example, Lucas's PK Freeze, or the Freezie item!\r\n
tip_title_1098	Spirit Board: FS Meter
tip_text_1098	In Spirits, fighters can charge up a meter to use their Final Smash.\r\nThe skill Fast Final Smash Meter allows this meter to charge faster\r\nthan usual!
tip_title_1099	Spirit Board: Experience
tip_text_1099	Spirits earn experience even if you lose. The more you battle with\r\nthem, the more they'll gain.\r\n
tip_title_1100	Spirit Board: Rewards
tip_text_1100	Defeating strong targets will net you strong rewards.\r\n\r\n
tip_title_1101	Spirit Board: Autopick
tip_text_1101	Press the Y Button to equip recommended spirits based on the\r\ntarget you're fighting. Your spirit team will change each time you\r\npress the button.
tip_title_1102	Create Team: Saving a Team
tip_text_1102	If you save a spirit team, you can use the team in normal Smash\r\nmode too.\r\n
tip_title_1103	Create Team: Save Slots
tip_text_1103	You can save up to 99 spirit teams. If you want to delete a team,\r\nselect Create Team from Collection, select a team, and then\r\npress the X Button.
tip_title_1104	Collection: Activities
tip_text_1104	Spirits doing activities must be fully focused on their task. You can't\r\nuse them until they're done, but you can pull them out of activities\r\nif necessary.
tip_title_1105	Collection: Favorites
tip_text_1105	Mark your best spirits as Favorites to avoid accidentally dismissing\r\nthem. Better safe than sorry!\r\n
tip_title_1106	Collection: Level Up with a Core
tip_text_1106	Power up a spirit with a core that has the same type as the spirit to\r\ngain more experience.\r\n
tip_title_1107	Smash with Spirits
tip_text_1107	You can equip spirit teams even in regular Smash. Just make sure\r\nyou've turned spirits on in the rules.\r\n
tip_title_1108	Shield Damage
tip_text_1108	A spirit's defensive power affects shields too. If a fighter has low\r\ndefense, their shield may break from a single strike!\r\n
tip_title_1109	Spirit Board: Co-op
tip_text_1109	Work together with others to take down the target! The more\r\nplayers, the tougher the fight.\r\n
tip_title_1110	Collection: Dismiss
tip_text_1110	The stronger the spirit, the more SP you can earn by dismissing them.\r\nHigh-level and high-rank spirits are worth more.\r\n
tip_title_1111	Collection: Summon
tip_text_1111	There are some spirits you can only get by summoning. Use\r\nReverse Lookup to see which spirits can be summoned.\r\n
tip_title_1113	Spirit List: Fighter Spirit
tip_text_1113	Once obtained, you might be able to look in the Spirit List to see\r\nwhat they looked like in their original game as well as in Smash Bros.\r\n
tip_title_1114	Adventure: Rescuing Fighters
tip_text_1114	Captured fighters are used as tools to mass produce puppet fighters.\r\nThey can become your allies if you defeat them and break the control\r\nover them.
tip_title_1115	Adventure: Swapping Displayed Fighter
tip_text_1115	You can change the fighter who appears on the map by opening the\r\nmenu and selecting Party.\r\n
tip_title_1116	Adventure: Obstacles and Hazards
tip_text_1116	If a path is blocked and you can't continue, come back to it later.\r\nYou may be able to get through using the help of spirits you've\r\nyet to meet.
tip_title_1117	Adventure: Difficulty
tip_text_1117	The harder the difficulty, the bigger the reward you'll get by winning.\r\nYou can change the difficulty setting at any time from the menu.\r\n
tip_title_1118	Adventure: Stacking Adventure Skills
tip_text_1118	It's possible to stack some of the effects from skills given by spirits.\r\nIt's a great way to really power up your fighter. Try stacking an\r\nAdventure Skill and a Support Skill!
tip_title_1119	Adventure: Learning Adventure Skills
tip_text_1119	You can forget and learn Adventure Skills countless times. You'll need\r\nto use SP to reset them though.\r\n
tip_title_1120	Adventure: Slowpoke's Dojo
tip_text_1120	You can forget a style that you've learned. Once forgotten, you can\r\nreturn to that style's Dojo to remember it again.\r\n
tip_title_1121	Adventure: Canceling Dojo Training
tip_text_1121	You can interrupt style training if necessary. If you enter the Dojo\r\nagain, you can pick up training where you left off.\r\n
tip_title_1122	Adventure: Ruins / Caves / Jungle Thicket
tip_text_1122	It's easier to get SP in Ruins, support items in Caves, and snacks\r\nin Jungle Thicket.\r\n
tip_title_1123	Adventure: Treasure from Explore
tip_text_1123	Treasure changes based on the number of explorers, their ranks,\r\nlevels, conditions, and even their style!\r\n
tip_title_1124	Adventure: Store Inventory (Pt. 1)
tip_text_1124	In Sheldon's store, it's easier to find spirits related to weapons.\r\nIn Anna's store, you'll find more spirits with equipment,\r\nand in Beedle's store, you'll find more living creatures.
tip_title_1125	Adventure: Store Inventory (Pt. 2)
tip_text_1125	In Funky Kong's store, it's easier to find transportation-related spirits.\r\nIt's easier to find spirits related to items at Timmy and Tommy's.\r\n
tip_title_1126	Adventure: Hazards and Stores
tip_text_1126	Don't have a spirit you need to get past an obstacle? Take a glance\r\nat the stores and see what they have in stock!\r\n
tip_title_1127	Adventure: Skill Spheres
tip_text_1127	On rare occasions, you'll find skill spheres on sale too. The frequency\r\nof their appearance differs from store to store.\r\n
tip_title_1128	Adventure: The Final Battle
tip_text_1128	Things can change drastically in the final battle. The power of the\r\nforces of light and darkness will be affected by how many enemies\r\nremain.
tip_title_1129	Adventure: New Game+
tip_text_1129	Carry some things over, and have all spirits and bosses return! You\r\ncan also obtain spirits and skill spheres again.\r\n
tip_title_1131	Directional Air Dodge
tip_text_1131	During an air dodge, you can move toward the direction you tilt\r\nthe control stick. However, this leaves you more vulnerable\r\nthan a normal air dodge afterward.
tip_title_1132	Charging Smash Attacks
tip_text_1132	You can charge up a smash attack by pressing and holding the\r\nbutton. One second is enough for max power, but you can hold\r\nit for up to three.
tip_title_1133	Grab Attacks
tip_text_1133	Grab opponents and press the attack button to perform a grab\r\nattack. You can deal extra damage to the opponent before throwing\r\nthem, but make sure they don't escape!
tip_title_1134	Continuous Dodging Penalty
tip_text_1134	If you dodge too often, you'll move slower and be invincible for less\r\ntime. Dodging away from an opponent has even a bigger penalty.\r\n
tip_title_1135	Attacking from Ladders
tip_text_1135	When you're on a ladder, you'll react as if you were in midair. You\r\ncan still attack while on the ladder but some moves will remove\r\nyou from the ladder.
tip_title_1136	Hitstun Shrinks Based On Battle Participant Count
tip_text_1136	When an attack hits, the hitstun may stop an opponent from moving\r\nfor a short while. But when fighting more people, the hitstun becomes\r\nshorter.
tip_title_1137	Attack Power in 1-on-1 Battles
