msg_bgm+zh_cn.msbt
bgm_arrange	改编
tip_text_0374	翅膀发光后，会沿着之前按下的方向飞行。\r\n飞行距离非常长，返场的能力很高。
tip_title_0375	{[0107|00000100]}胖丁：\x0f\x01\x07睡觉（下必杀技）
tip_text_0375	虽然很难击中对手，但只要击中就能将对手狠狠击飞。\r\n适合紧贴对手，配合对手的攻击来使用。
tip_title_0376	{[0107|00000100]}胖丁：\x0f\x01\x07拍击（横向必杀技）
tip_text_0376	一边横向移动一边拍击对手。在空中能够多次使出该招式，\r\n如果将其和跳跃组合起来使用的话，就能实现长时间滞空。
tip_title_0377	{[0107|00000100]}耀西：\x0f\x01\x07生蛋（普通必杀技）
tip_text_0377	用长长的舌头捉住并吞食对手后会生蛋。\r\n虽然可以肆无忌惮地攻击无法动弹的对手，但造成的伤害会降低。
tip_title_0378	{[0107|00000100]}鲁弗莱：\x0f\x01\x07雷电的2级蓄力招式（普通必杀技）
tip_text_0378	光的颜色变成紫红后，就可以发射“暴雷”。\r\n撞到物体后会扩散开来的电流具有强大的攻击力。
tip_title_0379	{[0107|00000100]}鲁弗莱：\x0f\x01\x07雷电的最大蓄力招式（普通必杀技）
tip_text_0379	蓄满力后就能发射“托隆”。\r\n能快速飞行具有穿透能力的激光可以攻击多个对手。
tip_title_0380	{[0107|00000100]}罗莎塔＆琪琪：\x0f\x01\x07发射琪琪（普通必杀技）
tip_text_0380	琪琪会向前方猛冲过去狠狠撞飞对手。\r\n蓄力后威力就会提高，击飞距离也会变长。
tip_title_0381	{[0107|00000100]}机器人：\x0f\x01\x07机器人升空的燃料消耗（上必杀技）
tip_text_0381	能通过喷射来飞行。比起持续按上，\r\n连按必杀技键能更好地节省燃料，飞得更远。
tip_title_0383	{[0107|00000100]}Mii 格斗类型：\x0f\x01\x07爆裂侧踢（普通必杀技）
tip_text_0383	能横向猛烈地踢出去。按下按键后立刻按后，\r\n就能转身猛踢背后。威力也会有些上升。
tip_title_0385	{[0107|00000100]}Mii 剑术类型：\x0f\x01\x07喷射刺击（下必杀技）
tip_text_0385	在地上施放这招的话，就能一剑刺出向着前方猛冲过去。\r\n在空中使用的话会斜着快速下降。剑尖的威力很高。
tip_title_0386	{[0107|00000100]}Mii 剑术类型：\x0f\x01\x07冲刺出剑（上必杀技）
tip_text_0386	一边连续斩击一边向前猛冲。输入方向可以控制猛冲的方向。\r\n在空中还能使用这招突袭下面的对手。
tip_title_0387	{[0107|00000100]}Mii 剑术类型：\x0f\x01\x07龙卷风剑气的特征（普通必杀技）
tip_text_0387	发射后龙卷风的威力会逐渐下降。\r\n因为是速度较慢的飞行道具，所以可以追上与之同步进攻。
tip_title_0388	{[0107|00000100]}森喜刚：\x0f\x01\x07巨型重拳（普通必杀技）
tip_text_0388	蓄力到最大后，头上就会冒出烟，一脸充满气势的表情。\r\n虽然能打出强力一击，但容易被对手提防，也会失误。
tip_title_0389	{[0107|00000100]}马力欧：\x0f\x01\x07超级斗篷的效果（横向必杀技）
tip_text_0389	超级斗篷有让对手转身的效果。\r\n很适合用来对付那些想要返场的对手。
tip_title_0390	{[0107|00000100]}马力欧：\x0f\x01\x07用超级斗篷回避（横向必杀技）
tip_text_0390	在空中使用后，坠下速度会瞬间变慢。特别是第一次使用时的\r\n效果非常明显，身体会上浮，也能使用它来回避对手的攻击。
tip_title_0391	{[0107|00000100]}路易吉：\x0f\x01\x07用路易吉飓风上升（下必杀技）
tip_text_0391	使出招式的时候连按按键的话身体就会上升。\r\n出招时会变成无敌状态，并能吸引附近的对手。
tip_title_0392	{[0107|00000100]}皮克敏＆欧力马：\x0f\x01\x07红色皮克敏
tip_text_0392	使用红色皮克敏的招式伤害是标准值的1.4倍。\r\n优点是受到火系攻击也不会受伤，缺点是不擅长对付投掷攻击。
tip_title_0393	{[0107|00000100]}皮克敏＆欧力马：\x0f\x01\x07紫色皮克敏
tip_text_0393	使用紫色皮克敏的招式伤害是标准值的1.6倍。\r\n击飞力量很强，但招式的范围较小，动作也很迟缓。
tip_title_0394	{[0107|00000100]}皮克敏＆欧力马：\x0f\x01\x07黄色皮克敏
tip_text_0394	黄色皮克敏的招式判定是标准值的1.5倍，很容易击中对手。\r\n另外还拥有免疫电系攻击的特性。
tip_title_0395	{[0107|00000100]}皮克敏＆欧力马：\x0f\x01\x07蓝色皮克敏
tip_text_0395	使用蓝色皮克敏的投掷伤害是标准值的1.7倍。\r\n除此之外招式没有什么弱点，能力较为平均。
tip_title_0396	{[0107|00000100]}皮克敏＆欧力马：\x0f\x01\x07白色皮克敏
tip_text_0396	使用横向必杀技时，跟在旁边的白色皮克敏，\r\n给予的伤害是标准值的2倍，非常强力。动作迅速跳得高是其特征。
tip_title_0398	{[0107|00000100]}奈斯：\x0f\x01\x07利用意念之雷进行撞击（上必杀技）
tip_text_0398	如果让发射出去的电击击中自己，就能以强力的撞击进行攻击。\r\n撞击角度会改变飞行方向，所以也能用来返场。
tip_title_0399	{[0107|00000100]}村民：\x0f\x01\x07用砍伐的树木攻击（下必杀技）
tip_text_0399	如果让砍倒的树撞到对手就能造成大大的伤害。\r\n捡起从倒下的树里散落出来的木材，可以用来当作飞行道具。
tip_title_0400	{[0107|00000100]}鲁弗莱：\x0f\x01\x07击落后的复活时间减少
tip_text_0400	魔道书和Levin Sword用光后，需要一段时间恢复才能再次使用。\r\n不过击落对手可以略微减少恢复所需的时间。
tip_title_0401	{[0107|00000100]}鲁弗莱：\x0f\x01\x07魔吸的使用次数（下必杀技）
tip_text_0401	魔吸最多能用3次。因为它是一个还能用于回复的强力招式，所以次数较少。\r\n用光后，需要非常长的时间才能再次使用，大概30秒左右。
tip_title_0402	{[0107|00000100]}打猎：\x0f\x01\x07西部快枪手（下必杀技）
tip_text_0402	会出现一个由像素组成的枪手往前方射击。\r\n出现的枪手是随机的，不同枪手的能力也不尽相同。
tip_title_0403	{[0107|00000100]}鲁弗莱：\x0f\x01\x07炽焰的使用次数（横向必杀技）
tip_text_0403	炽焰最多可以使用6次。用光后松开魔道书，\r\n然后需要大约12秒的时间才能再次使用炽焰。
tip_title_0404	{[0107|00000100]}鲁弗莱：\x0f\x01\x07Levin Sword的使用次数
tip_text_0404	Levin Sword最多可以使用8次。用完后松开，10秒内无法再次使用。\r\n另外，如果在地面上使用弱攻击等，就会换成青铜剑攻击。
tip_title_0405	{[0107|00000100]}鲁弗莱：\x0f\x01\x07雷电的使用次数（普通必杀技）
tip_text_0405	雷电最多可以使用20次。魔法越强，魔道书的消耗就越大。\r\n狂雷需要消耗3次魔道书，暴雷是5次，托隆是8次。
tip_title_0406	{[0107|00000100]}鲁弗莱：\x0f\x01\x07狂风的使用次数（上必杀技）
tip_text_0406	在1次使用中使出2次狂风并上升后，就会消耗对应份额的魔道书。\r\n耐久值不足2次的情况下，只能使出1次狂风，飞起的高度也会降低。
tip_title_0407	{[0107|00000100]}露琪娜：\x0f\x01\x07Anti-Air Slash（上强攻击）
tip_text_0407	会以半月斩的形式从前方往后方斩去。给后方造成的\r\n伤害较大，适合用来对付从后面靠近的对手。
tip_title_0408	{[0107|00000100]}马力欧医生：\x0f\x01\x07超级床单（横向必杀技）
tip_text_0408	和马力欧的披风相比，它在横向上的射程较短。但可以上下\r\n大范围地攻击，所以引诱对手靠近自己后攻击比较好。
tip_title_0409	{[0107|00000100]}卡通林克：\x0f\x01\x07空中钩索的技巧（抓住）
tip_text_0409	射出钩索时就算落地破绽也不大。快要落地时射出钩索的话，\r\n可以一边牵制对手一边落地，并在落地后立刻发动攻击。
tip_title_0410	{[0107|00000100]}卡通林克：\x0f\x01\x07飞旋镖（横向必杀技）
tip_text_0410	飞回来时可以穿透对手进行攻击。可以引导它飞回自己身边，\r\n所以扔出去后可以通过上下移动来让它攻击多个对手。
tip_title_0411	{[0107|00000100]}卡通林克：\x0f\x01\x07勇者之弓的技巧（普通必杀技）
tip_text_0411	不蓄力发射的话射不了多远距离就会落到地面上。\r\n不过有时也可以故意不蓄力，攻击下方的目标。
tip_title_0412	{[0107|00000100]}卡通林克：\x0f\x01\x07勇者之弓（普通必杀技）
tip_text_0412	因为射击后的破绽很小，容易进行连续攻击。\r\n在空中边移动边射击的话，不论是进攻还是防守都可以使用。
tip_title_0413	{[0107|00000100]}卡通林克：\x0f\x01\x07Two Part Slash（普通空中攻击）
tip_text_0413	可以前后挥剑。虽然威力不高，但攻击速度快，\r\n几乎可以同时对前方和后方发起连续攻击。
tip_title_0414	{[0107|00000100]}卡通林克：\x0f\x01\x07空中钩索（抓住）
tip_text_0414	空中按抓取键也能发射钩索。除了可以用它来攻击，\r\n还能用它来攀住边缘，但无法抓住对手。
tip_title_0415	{[0107|00000100]}马力欧医生：\x0f\x01\x07医生龙卷风（下必杀技）
tip_text_0415	招式施放途中连按按键就能上升到空中。\r\n结束时的破绽很大，很难用它来返场。
tip_title_0416	{[0107|00000100]}卡比：\x0f\x01\x07复制路卡利欧的能力
tip_text_0416	虽然复制路卡利欧后能使用“波导弹”，\r\n但它的威力不会随着卡比的累积伤害增多而变强。
tip_title_0417	{[0107|00000100]}卡比：\x0f\x01\x07复制罗莎塔＆琪琪的能力
tip_text_0417	复制罗莎塔＆琪琪后，琪琪就能飞行了。\r\n但猛冲起来后它会消失，所以无法对其遥控操作。
tip_title_0418	{[0107|00000100]}火狐：\x0f\x01\x07空中的反射罩（下必杀技）
tip_text_0418	在空中使用反射罩能够减缓自己的坠下速度。利用这点可以\r\n扰乱对手的攻击时机，以防自己落地后立刻受到攻击。
tip_title_0419	{[0107|00000100]}火狐：\x0f\x01\x07Tornado Kick（前空中攻击）
tip_text_0419	在第5段落地时故意攻击不中，让对手弹起，\r\n可以成为连续攻击的起点。
tip_title_0420	{[0107|00000100]}皮卡丘：\x0f\x01\x07电光一闪（上必杀技）
tip_text_0420	结束空中移动后，落地前自身的破绽都会很大，\r\n但如果以撞地形式落地的话，就能稍微轻快地再次行动。
tip_title_0421	{[0107|00000100]}皮卡丘：\x0f\x01\x07用打雷放电（下必杀技）
tip_text_0421	以自身承受打雷然后再放电的话，就能攻击自身周围的对手。\r\n刚出现的落雷可以贯穿地形，所以在可穿透地板的下方也能使用。
tip_title_0422	{[0107|00000100]}皮卡丘：\x0f\x01\x07火箭头锤（横向必杀技）
tip_text_0422	输入快弹后，就能从微微蓄力的状态蓄力招式。\r\n这样可以减少一些蓄满力所需的时间。
tip_title_0423	{[0107|00000100]}皮卡丘：\x0f\x01\x07头锤（弱攻击）
tip_text_0423	持续按住攻击键就可以进行连击。连续攻击对手的话，\r\n皮卡丘就会慢慢后退，注意及时停手不要击空。
tip_title_0424	{[0107|00000100]}路易吉：\x0f\x01\x07火球（普通必杀技）
tip_text_0424	笔直飞行的绿色火球虽然没有马力欧的火球飞得远，\r\n但是威力稍高一些，碰到墙壁反弹回来是其特征。
tip_title_0426	{[0107|00000100]}路易吉：\x0f\x01\x07超级跳跃拳（上必杀技）
tip_text_0426	紧贴对手，一开始就立刻使用这招完全命中的话，\r\n就会变成攻击力和击飞力兼具的强力上勾拳。
tip_title_0427	{[0107|00000100]}路易吉：\x0f\x01\x07利用路易吉飓风着陆（下必杀技）
tip_text_0427	在空中使用路易吉飓风着陆的话，就会朝着所输入的\r\n左方或右方滑行，因此也可以用来避开对手的追击。
tip_title_0428	{[0107|00000100]}路易吉：\x0f\x01\x07Luigi Kick（普通空中攻击）
tip_text_0428	能将击中的对手几乎笔直地向上击飞。\r\n由于能清楚判断对方的击飞方向，所以很容易打出连续攻击。
tip_title_0430	{[0107|00000100]}路易吉：\x0f\x01\x07Lead Headbutt（上猛击）
tip_text_0430	击中面前的对手的话，能将对手往路易吉的后方击飞。\r\n击中背后的对手的话，能将对手往路易吉的前方击飞。
tip_title_0431	{[0107|00000100]}飞隼队长：\x0f\x01\x07飞隼俯冲的朝向（上必杀技）
tip_text_0431	蹲下时输入左右方向可以稍微调整一下飞行角度。\r\n如果按向前进的方向键，就可以大幅延长抓住对手的距离。
tip_title_0432	{[0107|00000100]}飞隼队长：\x0f\x01\x07飞隼踢（下必杀技）
tip_text_0432	招式刚使出来时攻击力最高，移动得越多威力就越弱。\r\n在空中使用的话，攻击力会比在地面上使用时更不容易减弱。
tip_title_0433	{[0107|00000100]}飞隼队长：\x0f\x01\x07飞隼勾拳（横向必杀技）
tip_text_0433	在空中使用时向下挥去的手带有陨石效果。\r\n使用这招的关键是要击中位置低于飞隼队长的对手。
tip_title_0434	{[0107|00000100]}飞隼队长：\x0f\x01\x07Wheel Kick（上强攻击）
tip_text_0434	猛力叩击命中的对手，会有陨石效果。\r\n专挑从边缘返场的斗士攻击会更有效果。
tip_title_0435	{[0107|00000100]}飞隼队长：\x0f\x01\x07蓝色猎鹰的表演（最终绝招）
tip_text_0435	地面和空中，根据使用的场地不同，击中敌人后的胜利姿势也会不一样。\r\n如果在地面上谁也没打中招式落空时，就会表现的非常不甘心。
tip_title_0436	{[0107|00000100]}奈斯：\x0f\x01\x07意念之光的扩大（普通必杀技）
tip_text_0436	按住按键蓄力后威力和攻击范围都会得到提高。\r\n可以左右操控摇杆进行移动。
tip_title_0437	{[0107|00000100]}奈斯：\x0f\x01\x07利用意念之雷牵制对手（上必杀技）
tip_text_0437	可以通过输入方向自由移动，当对手想要返场时，\r\n让它在边缘附近旋转的话，就能牵制对手了。
tip_title_0438	{[0107|00000100]}奈斯：\x0f\x01\x07意念之雷的特性（上必杀技）
tip_text_0438	电击后半部分就算击中对手也不会消散。\r\n另外，招式发出的瞬间就算击中对手也不会消散。
tip_title_0439	{[0107|00000100]}奈斯：\x0f\x01\x07Reverse PK Throw（后投掷）
tip_text_0439	击飞力度会随着对手累积伤害的多少而发生很大的改变。\r\n对于累积了较多伤害的对手，能利用这招直接击落对方。
tip_title_0440	{[0107|00000100]}奈斯：\x0f\x01\x07边缘外的追击
tip_text_0440	下空中攻击的陨石效果以及前 / 后空中攻击等很多招式都可用来\r\n追击边缘外的对手，但不要因为一味追击而自取灭亡。
tip_title_0441	{[0107|00000100]}桃花公主：\x0f\x01\x07桃花阳伞和攀住边缘（上必杀技）
tip_text_0441	打开阳伞时，就算背靠边缘也无法攀住。\r\n按下关闭阳伞后，就能攀住背后的边缘了。
tip_title_0442	{[0107|00000100]}桃花公主：\x0f\x01\x07拔菜菜（下必杀技）
tip_text_0442	可以拔的蔬菜全部有8种，菜菜的表情不同攻击力也不同。\r\n皱巴巴的脸特别强大，如果用输入快弹投掷，可以给予30％以上的伤害。
tip_title_0443	{[0107|00000100]}桃花公主：\x0f\x01\x07拔菜菜的稀有率（下必杀技）
tip_text_0443	在极少数情况下拔出的不是蔬菜，而是炸弹兵和Mr. Saturn。\r\n炸弹兵出现的几率是250分之1，Mr.Saturn是166分之1。
tip_title_0444	{[0107|00000100]}酷霸王：\x0f\x01\x07酷霸王吐息的方向（普通必杀技）
tip_text_0444	可以通过输入方向调整火焰方向。对手在地面上时，稍微往上方喷火\r\n就能让对手难以逃脱。火势会渐渐减弱，停止喷火的时机很关键。
