msg_bgm+jp_ja.msbt
bgm_arrange	アレンジ
tip_text_1311	{r2[と]}飛{/r2}ばすタネだけでなく、{r2[じぶん]}自分{/r2}の{r2[からだ]}体{/r2}でも{r2[あいて]}相手{/r2}を{r2[う]}打{/r2}ち{r2[あ]}上{/r2}げることができる。\r\n{r2[ちか]}近{/r2}くにいる{r2[あいて]}相手{/r2}をまとめて{r2[ま]}巻{/r2}き{r2[こ]}込{/r2}むことも{r2[かのう]}可能{/r2}。
tip_title_1312	フシギソウ ： タネマシンガンの{r2[はっしゃ]}発射{/r2}{r2[じかん]}時間{/r2}  【{r2[つうじょう]}通常{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1312	{r2[ひっさつ]}必殺{/r2}ワザボタンを{r2[ながお]}長押{/r2}しすることで、タネマシンガンを{r2[はっしゃ]}発射{/r2}する{r2[じかん]}時間{/r2}が{r2[の]}延{/r2}びる。\r\n{r2[よこ]}横{/r2}から{r2[ちか]}近{/r2}づく{r2[あいて]}相手{/r2}には{r2[ちゅうい]}注意{/r2}が{r2[ひつよう]}必要{/r2}だが、うまく{r2[あ]}当{/r2}てれば{r2[だい]}大{/r2}ダメージを{r2[ねら]}狙{/r2}える。
tip_title_1313	フシギソウ ： はっぱカッター  【{r2[よこ]}横{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1313	はじき{r2[にゅうりょく]}入力{/r2}で、より{r2[とお]}遠{/r2}くへはっぱを{r2[う]}打{/r2}ち{r2[だ]}出{/r2}すことができる。\r\n{r2[と]}飛{/r2}ぶ{r2[ほうこう]}方向{/r2}は{r2[いってい]}一定{/r2}ではないため、{r2[まよこ]}真横{/r2}ではなく{r2[なな]}斜{/r2}めに{r2[と]}飛{/r2}ぶこともある。
tip_title_1314	フシギソウ ： つるのムチ  【{r2[うえ]}上{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1314	{r2[くうちゅう]}空中{/r2}で{r2[なんど]}何度{/r2}も{r2[しよう]}使用{/r2}でき、{r2[はっしゃ]}発射{/r2}する{r2[む]}向{/r2}きを{r2[すこ]}少{/r2}しだけ{r2[か]}変{/r2}えられる。\r\n{r2[らっか]}落下{/r2}しそうになった{r2[とき]}時{/r2}、つるのムチがガケをつかめば、{r2[ふっき]}復帰{/r2}することもできる。
tip_title_1316	フシギソウ ： ばくれつフラワー  【{r2[うえ]}上{/r2}スマッシュ{r2[こうげき]}攻撃{/r2}】
tip_text_1316	{r2[ひじょう]}非常{/r2}に{r2[つよ]}強{/r2}いふっとばし{r2[りょく]}力{/r2}を{r2[も]}持{/r2}つが、ワザが{r2[で]}出{/r2}るのが{r2[おそ]}遅{/r2}く{r2[あ]}当{/r2}てるのが{r2[むずか]}難{/r2}しい。\r\n{r2[あいて]}相手{/r2}の{r2[ちゃくち]}着地{/r2}する{r2[ばしょ]}場所{/r2}や、{r2[かいひ]}回避{/r2}での{r2[いどうさき]}移動先{/r2}を{r2[よ]}読{/r2}んで、{r2[はや]}早{/r2}めに{r2[だ]}出{/r2}して{r2[ねら]}狙{/r2}おう。
tip_title_1317	フシギソウ ： ツボミの{r2[かふん]}花粉{/r2}
tip_text_1317	{r2[うえ]}上{/r2}スマッシュ{r2[こうげき]}攻撃{/r2}、{r2[じょうげ]}上下{/r2}{r2[くうちゅうこうげき]}空中攻撃{/r2}はツボミの{r2[かふん]}花粉{/r2}で{r2[こうげき]}攻撃{/r2}を{r2[おこな]}行{/r2}う。\r\n{r2[あ]}当{/r2}たれば{r2[あいて]}相手{/r2}を{r2[おお]}大{/r2}きくふっとばす。
tip_title_1318	ポケモントレーナー
tip_text_1318	「ゼニガメ」「フシギソウ」「リザードン」が{r2[たたか]}戦{/r2}っている{r2[あいだ]}間{/r2}、{r2[うし]}後{/r2}ろで{r2[しじ]}指示{/r2}を{r2[だ]}出{/r2}している。\r\nカラーバリエーションを{r2[か]}変{/r2}えると、{r2[おんな]}女{/r2}の{r2[こ]}子{/r2}のポケモントレーナーを{r2[えら]}選{/r2}べる。
tip_title_1319	ポケモントレーナー ： しぐさ
tip_text_1319	アピールした{r2[とき]}時{/r2}や、ポケモンがダメージを{r2[あた]}与{/r2}えたり{r2[う]}受{/r2}けたりした{r2[とき]}時{/r2}に、\r\nいろいろなしぐさをする。{r2[おとこ]}男{/r2}の{r2[こ]}子{/r2}と、{r2[おんな]}女{/r2}の{r2[こ]}子{/r2}トレーナーで{r2[か]}変{/r2}わる。
tip_title_1320	ポケモントレーナー ： ポケモンチェンジ  【{r2[した]}下{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1320	ゼニガメ → フシギソウ → リザードンの{r2[じゅん]}順{/r2}に、{r2[い]}入{/r2}れ{r2[か]}替{/r2}えが{r2[かのう]}可能{/r2}。\r\n{r2[なんど]}何度{/r2}でも{r2[い]}入{/r2}れ{r2[か]}替{/r2}え{r2[かのう]}可能{/r2}なので、{r2[す]}好{/r2}きなポケモンを{r2[つか]}使{/r2}おう。
tip_title_1321	ゼニガメ ： さんみいったい  【{r2[さいご]}最後{/r2}の{r2[き]}切{/r2}りふだ】
tip_text_1321	{r2[て]}手{/r2}もちポケモン３{r2[びき]}匹{/r2}の{r2[ちから]}力{/r2}を{r2[けっしゅう]}結集{/r2}した、{r2[さいご]}最後{/r2}の{r2[き]}切{/r2}りふだ。\r\nゼニガメによるハイドロポンプは{r2[じょうげ]}上下{/r2}に{r2[ひろ]}広{/r2}く、{r2[あいて]}相手{/r2}を{r2[す]}吸{/r2}いよせる{r2[こうか]}効果{/r2}がある。
tip_title_1322	フシギソウ ： さんみいったい  【{r2[さいご]}最後{/r2}の{r2[き]}切{/r2}りふだ】
tip_text_1322	{r2[て]}手{/r2}もちポケモン３{r2[びき]}匹{/r2}の{r2[ちから]}力{/r2}を{r2[けっしゅう]}結集{/r2}した、{r2[さいご]}最後{/r2}の{r2[き]}切{/r2}りふだ。\r\nフシギソウによるソーラービームは{r2[しゃてい]}射程{/r2}が{r2[なが]}長{/r2}く、{r2[あ]}当{/r2}たった{r2[あいて]}相手{/r2}を{r2[こうそく]}拘束{/r2}する。
tip_title_1324	ポケモントレーナー ： さんみいったい  【{r2[さいご]}最後{/r2}の{r2[き]}切{/r2}りふだ】
tip_text_1324	{r2[さいご]}最後{/r2}の{r2[き]}切{/r2}りふだは、３{r2[びき]}匹{/r2}のポケモンが{r2[そうこうげき]}総攻撃{/r2}をしかける。\r\nどのポケモンが{r2[はつどう]}発動{/r2}しても、{r2[こうか]}効果{/r2}は{r2[おな]}同{/r2}じ。
tip_title_1325	リドリーの{r2[はつとうじょうさくひん]}初登場作品{/r2}
tip_text_1325	リドリーの{r2[はつとうじょう]}初登場{/r2}{r2[さくひん]}作品{/r2}は、１９８６{r2[ねん]}年{/r2}に{r2[はつばい]}発売{/r2}された『メトロイド』。\r\nノルフェアの{r2[しんぶ]}深部{/r2}で、ボスとして{r2[とうじょう]}登場{/r2}。{r2[こうげき]}攻撃{/r2}は{r2[は]}跳{/r2}ねる{r2[ひ]}火{/r2}の{r2[たま]}玉{/r2}のみだが、かなりの{r2[きょうてき]}強敵{/r2}。
tip_title_1326	{[0107|00000100]}リドリー ： \x0f\x01\x07{r2[げんさく]}原作{/r2}では
tip_text_1326	サムスの{r2[しゅくてき]}宿敵{/r2}として、{r2[さまざま]}様々{/r2}な{r2[ばめん]}場面{/r2}で{r2[けいたい]}形態{/r2}を{r2[か]}変{/r2}えながら{r2[てきたい]}敵対{/r2}することになる。\r\nWiiで{r2[とうじょう]}登場{/r2}した『METROID Other M』では、リドリーの{r2[せいちょう]}成長{/r2}{r2[かてい]}過程{/r2}を{r2[かくにん]}確認{/r2}できる。
tip_title_1327	{[0107|00000100]}リドリー ： \x0f\x01\x07リドリーブレス  【{r2[つうじょう]}通常{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1327	{r2[くち]}口{/r2}にエネルギーをため、{r2[ほのお]}炎{/r2}の{r2[たま]}弾{/r2}を{r2[はっしゃ]}発射{/r2}する。ためればためるほど{r2[たま]}弾{/r2}の{r2[かず]}数{/r2}は{r2[ふ]}増{/r2}えるが、\r\nこの{r2[とき]}時{/r2}、{r2[くち]}口{/r2}に{r2[こうげき]}攻撃{/r2}を{r2[う]}受{/r2}けると、{r2[ばくはつ]}爆発{/r2}して{r2[だい]}大{/r2}ダメージを{r2[う]}受{/r2}けてしまう。
tip_title_1328	{[0107|00000100]}リドリー ： \x0f\x01\x07グラビングスクラッチ  【{r2[よこ]}横{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1328	つかんだファイターを{r2[じめん]}地面{/r2}にこすりつけながら{r2[ぜんしん]}前進{/r2}し、ダメージを{r2[あた]}与{/r2}えるワザ。\r\n{r2[ぜんしんちゅう]}前進中{/r2}にボタンを{r2[お]}押{/r2}すか、ガケに{r2[とうたつ]}到達{/r2}すると{r2[な]}投{/r2}げ{r2[と]}飛{/r2}ばす。
tip_title_1329	{[0107|00000100]}リドリー ： \x0f\x01\x07グラビングスクラッチでのミス  【{r2[よこ]}横{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1329	{r2[くうちゅう]}空中{/r2}にいる{r2[あいて]}相手{/r2}に{r2[とっしん]}突進{/r2}しつかむと、そのままの{r2[いきお]}勢{/r2}いで、{r2[いっき]}一気{/r2}に{r2[らっか]}落下{/r2}していく。\r\n{r2[あしば]}足場{/r2}に{r2[き]}気{/r2}をつけないと、{r2[じぶん]}自分{/r2}も{r2[お]}落{/r2}ちてしまう。{r2[ついか]}追加{/r2}でボタン{r2[にゅうりょく]}入力{/r2}すれば、{r2[あいて]}相手{/r2}を{r2[はな]}離{/r2}す。
tip_title_1330	{[0107|00000100]}リドリー ： \x0f\x01\x07グラビングスクラッチからの{r2[だっしゅつ]}脱出{/r2}  【{r2[よこ]}横{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1330	つかまれた{r2[あいて]}相手{/r2}は、レバガチャで{r2[だっしゅつ]}脱出{/r2}できる。\r\nリドリーよりも{r2[あいて]}相手{/r2}の{r2[ちくせき]}蓄積{/r2}ダメージが{r2[たか]}高{/r2}ければ{r2[たか]}高{/r2}いほど、{r2[だっしゅつ]}脱出{/r2}は{r2[むずか]}難{/r2}しくなる。
tip_title_1331	{[0107|00000100]}リドリー ： \x0f\x01\x07リドリーチャージ  【{r2[うえ]}上{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1331	{r2[う]}浮{/r2}いた{r2[あと]}後{/r2}、{r2[じょうげ]}上下{/r2}{r2[さゆう]}左右{/r2}にスティックを{r2[にゅうりょく]}入力{/r2}することで、その{r2[ほうこう]}方向{/r2}へ{r2[とっしん]}突進{/r2}する。\r\n{r2[したほうこう]}下方向{/r2}へ{r2[とっしん]}突進{/r2}する{r2[とき]}時{/r2}は、メテオ{r2[こうか]}効果{/r2}があるキックをくり{r2[だ]}出{/r2}す。
tip_title_1332	{[0107|00000100]}リドリー ： \x0f\x01\x07デススタッブ  【{r2[した]}下{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1332	しっぽの{r2[せんたん]}先端{/r2}を{r2[あいて]}相手{/r2}に{r2[つ]}突{/r2}き{r2[さ]}刺{/r2}すと、クリティカルヒットとなり、{r2[だい]}大{/r2}ダメージを{r2[あた]}与{/r2}える。\r\n{r2[なんにん]}何人{/r2}かが{r2[らんとう]}乱闘{/r2}して、{r2[みっしゅう]}密集{/r2}しているところが{r2[ねら]}狙{/r2}いやすい。{r2[たいりょくせい]}体力制{/r2}で{r2[つか]}使{/r2}うと、{r2[とく]}特{/r2}に{r2[こうかてき]}効果的{/r2}。
tip_title_1333	{[0107|00000100]}リドリー ： \x0f\x01\x07デストロイビーム  【{r2[さいご]}最後{/r2}の{r2[き]}切{/r2}りふだ】
tip_text_1333	スターシップに{r2[たた]}叩{/r2}きつけ、{r2[ねつ]}熱{/r2}{r2[こうせん]}光線{/r2}を{r2[あ]}浴{/r2}びせる。{r2[あいて]}相手{/r2}を２{r2[たい]}体{/r2}まで{r2[ま]}巻{/r2}き{r2[こ]}込{/r2}める。\r\nワザ{r2[しゅうりょうご]}終了後{/r2}、{r2[ちくせき]}蓄積{/r2}ダメージが１００％を{r2[こ]}超{/r2}えた{r2[あいて]}相手{/r2}は、その{r2[ば]}場{/r2}で{r2[ばくはつ]}爆発{/r2}する。
tip_title_1334	リヒターの{r2[はつとうじょうさくひん]}初登場作品{/r2}
tip_text_1334	リヒターの{r2[はつとうじょう]}初登場{/r2}は１９９３{r2[ねん]}年{/r2}{r2[はつばい]}発売{/r2}の『{r2[あくまじょう]}悪魔城{/r2}ドラキュラX {r2[ち]}血{/r2}の{r2[ロンド]}輪廻{/r2}』。\r\n{r2[とら]}囚{/r2}われた{r2[こいびと]}恋人{/r2}アネットの{r2[きゅうしゅつ]}救出{/r2}と、ドラキュラ{r2[はくしゃく]}伯爵{/r2}を{r2[たお]}倒{/r2}すために{r2[しろ]}城{/r2}へと{r2[の]}乗{/r2}り{r2[こ]}込{/r2}む。
tip_title_1335	{[0107|00000100]}リヒター ： \x0f\x01\x07{r2[げんさく]}原作{/r2}では
tip_text_1335	{r2[せんぞ]}先祖{/r2}{r2[だいだい]}代々{/r2}{r2[つた]}伝{/r2}わる{r2[せい]}聖{/r2}なるムチと、{r2[さまざま]}様々{/r2}なサブウェポンや{r2[ちゅう]}宙{/r2}{r2[がえ]}返{/r2}りのような{r2[たいじゅつ]}体術{/r2}も{r2[つか]}使{/r2}う。\r\n{r2[ぞくへん]}続編{/r2}の『{r2[あくまじょう]}悪魔城{/r2}ドラキュラX {r2[げっか]}月下{/r2}の{r2[やそうきょく]}夜想曲{/r2}』では、ルート{r2[しだい]}次第{/r2}でラスボスとして{r2[とうじょう]}登場{/r2}。
tip_title_1336	{[0107|00000100]}リヒター ： \x0f\x01\x07{r2[おの]}斧{/r2}  【{r2[つうじょう]}通常{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1336	{r2[やま]}山{/r2}なりに{r2[と]}飛{/r2}んでいく、{r2[と]}飛{/r2}び{r2[どうぐ]}道具{/r2}。スティックの{r2[さゆう]}左右{/r2}{r2[にゅうりょく]}入力{/r2}で、{r2[な]}投{/r2}げる{r2[いち]}位置{/r2}を{r2[ちょうせい]}調整{/r2}できる。\r\nステージを{r2[かんつう]}貫通{/r2}するため、{r2[はな]}離{/r2}れた{r2[いち]}位置{/r2}にいる{r2[あいて]}相手{/r2}を{r2[ねら]}狙{/r2}うことができる。
tip_title_1337	{[0107|00000100]}リヒター ： \x0f\x01\x07クロス  【{r2[よこ]}横{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1337	はじき{r2[にゅうりょく]}入力{/r2}で、{r2[ひきょり]}飛距離{/r2}と{r2[いりょく]}威力{/r2}がアップする。\r\n{r2[い]}行{/r2}きと{r2[もど]}戻{/r2}りで２{r2[かい]}回{/r2}{r2[こうげき]}攻撃{/r2}を{r2[あ]}当{/r2}てられるが、{r2[い]}行{/r2}きの{r2[ほう]}方{/r2}が{r2[こうげきりょく]}攻撃力{/r2}が{r2[たか]}高{/r2}い。
tip_title_1338	{[0107|00000100]}リヒター ： \x0f\x01\x07アッパー  【{r2[うえ]}上{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1338	{r2[と]}飛{/r2}び{r2[あ]}上{/r2}がりながら{r2[れんぞく]}連続{/r2}ヒットするアッパーをくり{r2[だ]}出{/r2}すワザ。\r\n{r2[さいご]}最後{/r2}の{r2[いちげき]}一撃{/r2}が、{r2[あいて]}相手{/r2}をもっとも{r2[とお]}遠{/r2}くへふっとばす。
tip_title_1339	{[0107|00000100]}リヒター ： \x0f\x01\x07{r2[せいすい]}聖水{/r2}  【{r2[した]}下{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1339	{r2[ぜんぽう]}前方{/r2}に{r2[せいすい]}聖水{/r2}の{r2[はい]}入{/r2}った{r2[びん]}瓶{/r2}を{r2[な]}投{/r2}げる。{r2[あいて]}相手{/r2}や{r2[ちけい]}地形{/r2}に{r2[あ]}当{/r2}たると、{r2[あお]}青{/r2}い{r2[ひばしら]}火柱{/r2}が{r2[あ]}上{/r2}がる。\r\n{r2[ひばしら]}火柱{/r2}の{r2[れんぞく]}連続{/r2}{r2[こうげき]}攻撃{/r2}で{r2[あいて]}相手{/r2}の{r2[うご]}動{/r2}きを{r2[おさ]}抑{/r2}え、ムチなどで{r2[ついげき]}追撃{/r2}するのが{r2[こうかてき]}効果的{/r2}。
tip_title_1340	{[0107|00000100]}リヒター ： \x0f\x01\x07グランドクロス  【{r2[さいご]}最後{/r2}の{r2[き]}切{/r2}りふだ】
tip_text_1340	{r2[ぜんぽう]}前方{/r2}に{r2[きょだい]}巨大{/r2}な{r2[ひつぎ]}棺{/r2}を{r2[しゅつげん]}出現{/r2}させ、{r2[ふ]}触{/r2}れた{r2[あいて]}相手{/r2}を{r2[ふう]}封{/r2}じ{r2[こ]}込{/r2}める。\r\n{r2[せいすい]}聖水{/r2}の{r2[ひばしら]}火柱{/r2}で{r2[こうそく]}拘束{/r2}したり、{r2[あいて]}相手{/r2}が{r2[たお]}倒{/r2}れている{r2[とき]}時{/r2}を{r2[ねら]}狙{/r2}うと{r2[あ]}当{/r2}てやすい。
tip_title_1341	{[0107|00000100]}マリオ ： \x0f\x01\x07マリオファイナル  【{r2[さいご]}最後{/r2}の{r2[き]}切{/r2}りふだ】
tip_text_1341	{r2[さいご]}最後{/r2}の{r2[き]}切{/r2}りふだは、{r2[らせんじょう]}螺旋状{/r2}に{r2[ひろ]}広{/r2}がる{r2[いっつい]}一対{/r2}の{r2[きょだい]}巨大{/r2}な{r2[かえんきゅう]}火炎球{/r2}で、{r2[あいて]}相手{/r2}を{r2[ま]}巻{/r2}き{r2[こ]}込{/r2}み{r2[お]}押{/r2}し{r2[だ]}出{/r2}す。\r\n{r2[しきん]}至近{/r2}{r2[きょり]}距離{/r2}で{r2[あ]}当{/r2}てれば{r2[だい]}大{/r2}ダメージを{r2[あた]}与{/r2}えられるほか、{r2[ふっき]}復帰{/r2}の{r2[ぼうがい]}妨害{/r2}にも{r2[つか]}使{/r2}いやすい。
tip_title_1342	{[0107|00000100]}マリオ ： \x0f\x01\x07マリオファイナル{r2[しようじ]}使用時{/r2}の{r2[ちゅうい]}注意{/r2}  【{r2[さいご]}最後{/r2}の{r2[き]}切{/r2}りふだ】
tip_text_1342	マリオファイナルを{r2[はな]}放{/r2}つと{r2[どうじ]}同時{/r2}に、{r2[すこ]}少{/r2}しずつ{r2[あと]}後{/r2}ずさりをしている。\r\nガケや{r2[せま]}狭{/r2}い{r2[あしば]}足場{/r2}の{r2[うえ]}上{/r2}で{r2[はつどう]}発動{/r2}させると、いつの{r2[ま]}間{/r2}にか{r2[くうちゅう]}空中{/r2}に……なんてことも。
tip_title_1343	{[0107|00000100]}マリオ ： \x0f\x01\x07{r2[げんさく]}原作{/r2}では
tip_text_1343	マリオと{r2[い]}言{/r2}えば「Mamma Mia!」や「It’s-a me, Mario!」などの{r2[とくちょうてき]}特徴的{/r2}なセリフ。\r\n『スーパーマリオ64』ではじめて{r2[こえ]}声{/r2}が{r2[はい]}入{/r2}り、いまもそのままのイメージ｡
tip_title_1344	{[0107|00000100]}マリオ ： \x0f\x01\x07スーパーマントで{r2[そうさ]}操作{/r2}も{r2[はんてん]}反転{/r2}  【{r2[よこ]}横{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1344	スーパーマントには、{r2[あいて]}相手{/r2}を{r2[はんてん]}反転{/r2}させるだけでなく、\r\n{r2[すこ]}少{/r2}しの{r2[あいだ]}間{/r2}、{r2[あいて]}相手{/r2}の{r2[そうさ]}操作{/r2}も{r2[はんてん]}反転{/r2}させる{r2[こうか]}効果{/r2}がある。
tip_title_1345	{[0107|00000100]}マリオ ： \x0f\x01\x07スーパージャンプパンチ  【{r2[うえ]}上{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1345	{r2[と]}飛{/r2}び{r2[で]}出{/r2}るコインが、『スーパーマリオ オデッセイ』のローカルコインになることがある。\r\nその{r2[とき]}時{/r2}は、マリオのぼうしも「キャッピー」に{r2[へんか]}変化{/r2}！
tip_title_1346	{[0107|00000100]}マリオ ： \x0f\x01\x07ジャイアントスイング  【{r2[うし]}後{/r2}ろ{r2[な]}投{/r2}げ】
tip_text_1346	{r2[あいて]}相手{/r2}をつかんで{r2[ふ]}振{/r2}り{r2[まわ]}回{/r2}す{r2[とき]}時{/r2}、{r2[ほか]}他{/r2}のファイターを{r2[ま]}巻{/r2}き{r2[こ]}込{/r2}んで{r2[こうげき]}攻撃{/r2}できる。\r\n{r2[うま]}上手{/r2}く{r2[つか]}使{/r2}えば、{r2[らんせん]}乱戦{/r2}で{r2[おお]}多{/r2}くの{r2[あいて]}相手{/r2}にダメージを{r2[あた]}与{/r2}えられる。
tip_title_1347	{[0107|00000100]}マリオ ： \x0f\x01\x07ポンプでの{r2[ほうすい]}放水{/r2}  【{r2[した]}下{/r2}{r2[ひっさつ]}必殺{/r2}ワザ】
tip_text_1347	スティックを{r2[じょうげ]}上下{/r2}に{r2[うご]}動{/r2}かすことで、{r2[ほうすい]}放水{/r2}する{r2[かくど]}角度{/r2}を{r2[か]}変{/r2}えることができる。\r\n{r2[ほうすいりょう]}放水量{/r2}はためていた{r2[りょう]}量{/r2}に{r2[ひれい]}比例{/r2}して{r2[おお]}多{/r2}くなり、{r2[いきお]}勢{/r2}いも{r2[ま]}増{/r2}す。
tip_title_1348	{[0107|00000100]}マリオ ： \x0f\x01\x07スーパーマリオサンシャインでのポンプ
tip_text_1348	『スーパーマリオサンシャイン』に{r2[とうじょう]}登場{/r2}した、「オヤ・マーサイエンス{r2[しゃ]}社{/r2}」の{r2[しょうひん]}商品{/r2}。\r\n{r2[ほうすい]}放水{/r2}することで{r2[てき]}敵{/r2}を{r2[たお]}倒{/r2}せたり、ノズルを{r2[か]}変{/r2}えることで{r2[せいのう]}性能{/r2}が{r2[へんか]}変化{/r2}する、{r2[たよ]}頼{/r2}れる{r2[あいぼう]}相棒{/r2}。
