aaa.msbt
pro_00	Mail call!{b}
un_starpiece_0003	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is in Rogueport Square.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Near the\npath to the east side...{b}{[0004]}It is between the fence and the\ncrates there.{b}
un_starpiece_0004	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is in Rogueport Square.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You go\nthrough the alley under the catwalk...{b}{[0004]}You then go to the left and enter\nthe house...{[0100|2c010000]} It is in the shadow of\nsome rubbish there.{b}
un_starpiece_0005	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is in Rogueport Square.{[0110]}{[0100|2c010000]}\x0f\x01\x10 On the roof\nof Zess T.'s house...{b}{[0004]}It is on the far side of the roof on\nthe left.{b}
un_starpiece_0006	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is in Rogueport Square.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Just before\nthe exit to Rogueport Harbor...{b}{[0004]}It pops out of a strange panel that\nflips when you Spin Jump near it.{b}
un_starpiece_0007	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is in east Rogueport.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Just in front of\nthe Goomba archaeologist's house...{b}{[0004]}It pops out of a strange panel that\nflips when you Spin Jump near it.{b}
un_starpiece_0008	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is in east Rogueport,{[0110]}{[0100|2c010000]}\x0f\x01\x10 just before\nthe exit to the main square...{b}{[0004]}You go into the strange wall and go\ndeep into the shadow of the house...{b}{[0004]}It is on top of a crate.{b}
un_starpiece_0009	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is in east Rogueport.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Riding a small,\nenergetic friend, you cross the canal\nand climb crates to reach the roof...{b}{[0004]}You make your way across to a\nroof on the left...{[0100|fa000000]} It is behind the\nfirst chimney.{b}
un_starpiece_0010	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is in east Rogueport.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You turn\nsideways to go between two houses...{b}{[0004]}It is behind a barrel.{b}
un_starpiece_0011	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is in east Rogueport.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Riding a small,\nenergetic friend, you cross the canal\nand climb crates to reach the roof...{b}{[0004]}It pops out of a strange panel that\nflips when you Spin Jump near it.{b}
un_starpiece_0012	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is in west Rogueport.{[0110]}{[0100|2c010000]}\x0f\x01\x10 In front of the\ndoor to the Pianta Parlor...{b}{[0004]}It pops out of a strange panel that\nflips when you Spin Jump near it.{b}
un_starpiece_0013	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is in west Rogueport.{[0110]}{[0100|2c010000]}\x0f\x01\x10 There is a\nwall along the path that leads to\nthe square...{b}{[0004]}It's hiding in the shade on the right\nside of the wall.{b}
un_starpiece_0014	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is in west Rogueport.{[0110]}{[0100|2c010000]}\x0f\x01\x10 To the front\nand diagonally away from the store...{b}{[0004]}It is behind a garbage can.{b}
un_starpiece_0015	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is in west Rogueport.{[0110]}{[0100|2c010000]}\x0f\x01\x10 It is behind\nthe tall pipe...{b}
un_starpiece_0016	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is in north Rogueport.{[0110]}{[0100|2c010000]}\x0f\x01\x10 On the left\nside of the train platform.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Near the\nToad girl...{b}{[0004]}It pops out of a strange panel that\nflips when you Spin Jump near it.{b}
un_starpiece_0017	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is in north Rogueport.{[0110]}{[0100|2c010000]}\x0f\x01\x10 To the right\nof the pipe on the blimp landing pad...{b}{[0004]}It pops out of a strange panel that\nflips when you Spin Jump near it.{b}
un_starpiece_0018	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is below Rogueport.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You leave\nhere and head to the other side\nof the fence...{b}{[0004]}It is behind pieces of a fallen column\non the right.{b}
un_starpiece_0019	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is below Rogueport.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Just to the\nright of this building...{[0100|fa000000]} Behind the\ncolumn...{b}
un_starpiece_0020	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is below Rogueport.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Left of\nthe leftmost building...{[0100|2c010000]} Behind a\ncolumn there.{b}
un_starpiece_0021	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is below Rogueport.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Inside the\nsecond building from the left...{[0100|fa000000]}\nBefore Wonky...{b}{[0004]}It pops out of a strange panel that\nflips when you Spin Jump near it.{b}
un_starpiece_0022	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is below Rogueport.{[0110]}{[0100|2c010000]}\x0f\x01\x10 There's a\nsunken area with a moving floor\nnear where you enter the sewers.{b}{[0004]}It pops out of a strange panel that\nflips when you Spin Jump near it.{b}
un_starpiece_0023	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is below Rogueport.{[0110]}{[0100|2c010000]}\x0f\x01\x10 In the room\nwith the pipe to the Great Tree.{b}{[0004]}It pops out of a strange panel that\nflips when you Spin Jump near it.{b}
un_starpiece_0024	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is below Rogueport.{[0110]}{[0100|2c010000]}\x0f\x01\x10 In the place\nwhere you first encountered the\nlittle one...{b}{[0004]}Near the pipe there.{b}
un_starpiece_0025	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is far below Rogueport.{[0110]}{[0100|2c010000]}\x0f\x01\x10 In the great \ndoor's room...{[0110]}{[0100|2c010000]}\x0f\x01\x10 There, in the vast open\narea before the door...{b}{[0004]}It pops out of a strange panel that\nflips when you Spin Jump near it.{b}
un_starpiece_0026	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is far below Rogueport.{[0110]}{[0100|2c010000]}\x0f\x01\x10 To the left\nof the room with the great door...{b}{[0004]}Where the pipe to the Pit of 100\nTrials is...{b}{[0004]}It is behind the stairs to the entrance.{b}
un_starpiece_0027	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}You start in west Rogueport.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You turn\npapery thin to fall into the sewers...{b}{[0004]}You enter the pipe on the left and\ngo right to find it.{b}
un_starpiece_0028	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}You start in west Rogueport.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You turn\npapery thin to fall into the sewers...{b}{[0004]}It lies in a hidden space near the\ntwo platforms that sink when you\nstand on them...{b}
un_starpiece_0029	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is below Rogueport.{[0110]}{[0100|2c010000]}\x0f\x01\x10 You leave this\nbuilding and go right...{b}{[0004]}When you see water, you do a\nSpring Jump to the bar above and\ngo enter a pipe...{b}{[0004]}When you exit, you go left until\nyou find a room with a hammock...\n{[0100|fa000000]}It rests there.{b}
un_starpiece_0030	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}It is below Rogueport.{[0110]}{[0100|2c010000]}\x0f\x01\x10 Just in front of\nthe black chest...{b}{[0004]}It pops out of a strange panel that\nflips when you Spin Jump near it.{b}
un_starpiece_0031	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}In the meadows leading to an\neasygoing burg...{[0100|fa000000]} A large castle can\nbe seen far in the distance...{b}{[0004]}You hit a tree to the left of a pipe\nto get it.{b}
un_starpiece_0032	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}In the meadows leading to an\neasygoing burg...{[0110]}{[0100|2c010000]}\x0f\x01\x10 You enter a pipe\nbefore a bridge and go right to find it.{b}
un_starpiece_0033	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}Beyond the easygoing burg...{[0110]}{[0100|2c010000]}\x0f\x01\x10 You hit\nthe first shrub you see...{b}
un_starpiece_0034	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}In an easygoing burg...{[0110]}{[0100|2c010000]}\x0f\x01\x10 There's an\narea with an inn...{[0110]}{[0100|2c010000]}\x0f\x01\x10 Near the flower-\nheaded guy...{b}{[0004]}It pops out of a strange panel that\nflips when you Spin Jump near it.{b}
un_starpiece_0035	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}In an easygoing burg...{[0110]}{[0100|2c010000]}\x0f\x01\x10 Near the\nflowers and butterflies by the\ngatekeeper...{b}{[0004]}It pops out of a strange panel that\nflips when you Spin Jump near it.{b}
un_starpiece_0036	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}Inside the big castle...{[0110]}{[0100|2c010000]}\x0f\x01\x10 Where\nthere are many cells...{[0110]}{[0100|2c010000]}\x0f\x01\x10inside the\nleftmost cell...{b}{[0004]}It pops out of a strange panel that\nflips when you Spin Jump near it.{b}
un_starpiece_0037	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}Inside the big castle...{[0110]}{[0100|2c010000]}\x0f\x01\x10 In the big room\nwhere the switch moves the stairs...{b}{[0004]}Up high...{[0110]}{[0100|2c010000]}\x0f\x01\x10 But you can't get to it\nfrom that room...{[0110]}{[0100|2c010000]}\x0f\x01\x10 You come in from\nanother room...{b}{[0004]}You go to where there are many\nwindows. You gather your courage\nand walk off the edge...{b}{[0004]}You land on a ledge and walk right\nto find it.{b}
un_starpiece_0038	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}Inside the big castle...{[0110]}{[0100|2c010000]}\x0f\x01\x10 In the big room\nwhere the switch moves the stairs...{b}{[0004]}Up high...{[0110]}{[0100|2c010000]}\x0f\x01\x10 But you can't get to it\nfrom that room...{[0110]}{[0100|2c010000]}\x0f\x01\x10 You come in from\nanother room...{b}{[0004]}You go to where there are many\nwindows and find the open one...{b}{[0004]}You jump out of it and go all the way\nto the right...{b}
un_starpiece_0039	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}Inside the big castle...{[0110]}{[0100|2c010000]}\x0f\x01\x10 In the big room\nwhere the switch moves the stairs...{b}{[0004]}Ride a purple block up with the help\nof an ally with a shell...{b}{[0004]}Then, go right to find it.{b}
un_starpiece_0040	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}Inside the big castle...{[0110]}{[0100|2c010000]}\x0f\x01\x10 In the room\nwith the glowing panel...{[0110]}{[0100|2c010000]}\x0f\x01\x10 Invisible\nfrom below...{b}{[0004]}Ride a yellow block up with the help\nof an ally with a shell...{b}{[0004]}You cross the panel to get to the\nfar side and walk all the way to\nthe right.{b}
un_starpiece_0041	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}In a deep, thick forest...{[0110]}{[0100|2c010000]}\x0f\x01\x10 A panel glows\nas you approach...{b}{[0004]}You follow the narrow, tree-lined path\nall the way to the left to find it...{b}
un_starpiece_0042	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}In a deep, thick forest...{[0110]}{[0100|2c010000]}\x0f\x01\x10where you\ncan see the wind-user's house...{b}{[0004]}You hit the third tree from the left.{b}
un_starpiece_0043	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}In a deep, thick forest...{[0110]}{[0100|2c010000]}\x0f\x01\x10where you\ncan see the wind-user's house...{b}{[0004]}You find it to the left of a pipe...{b}
un_starpiece_0044	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}In the wind-user's house...{[0110]}{[0100|2c010000]}\x0f\x01\x10in the\nroom with the bed...{[0110]}{[0100|2c010000]}\x0f\x01\x10to the left of\nthe dresser...{b}{[0004]}It pops out of a strange panel that\nflips when you Spin Jump near it.{b}
un_starpiece_0045	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}Inside the Great Tree where the little\nones live...{[0110]}{[0100|2c010000]}\x0f\x01\x10 Above the bubble room...{[0100|2c010000]}\nNear the pipe that goes up.{b}{[0004]}It pops out of a strange panel that\nflips when you Spin Jump near it.{b}
un_starpiece_0046	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}Inside the Great Tree where the\nlittle ones live...{[0110]}{[0100|2c010000]}\x0f\x01\x10 In the middle of\nthe blue cell.{b}{[0004]}It pops out of a strange panel that\nflips when you Spin Jump near it.{b}
un_starpiece_0047	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}Inside the Great Tree where the\nlittle ones live...{[0110]}{[0100|2c010000]}\x0f\x01\x10 By the twisty,\nnarrow path...{b}{[0004]}You check the shrub far below and\nto the left to find it.{b}
un_starpiece_0048	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}Inside the Great Tree where the little\nones live...{[0110]}{[0100|2c010000]}\x0f\x01\x10 Just before the trap room\nyou were once stuck in...{b}{[0004]}Behind the pipe going up...{b}
un_starpiece_0049	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}Inside the Great Tree where the little\nones live...{[0110]}{[0100|2c010000]}\x0f\x01\x10 In the lowest room, you use\na pipe on the far right to ascend.{b}{[0004]}Then, you check the third shrub from\nthe left to find it.{b}
un_starpiece_0050	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}Inside the Great Tree where the little\nones live...{[0110]}{[0100|2c010000]}\x0f\x01\x10 In the room with the four\npillars carved with symbols.{b}{[0004]}Behind the pipe...{b}
un_starpiece_0051	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}In the city in the clouds...{[0110]}{[0100|2c010000]}\x0f\x01\x10 Behind the\ncounter of a juice shop...{[0110]}{[0100|2c010000]}\x0f\x01\x10 It is in the\nback on the left.{b}
un_starpiece_0052	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}In the city in the clouds...{[0110]}{[0100|2c010000]}\x0f\x01\x10behind the\nphone box...{b}
un_starpiece_0053	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}In the city in the clouds...{[0110]}{[0100|2c010000]}\x0f\x01\x10 In front of\nthe arena...{b}{[0004]}Behind the plant to the right of\nthe entrance...{b}
un_starpiece_0054	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}In the city in the clouds...{[0110]}{[0100|2c010000]}\x0f\x01\x10 On the\njuice-shop roof...{b}{[0004]}Behind the jump pad...{b}
un_starpiece_0055	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}In the city in the clouds...{[0110]}{[0100|2c010000]}\x0f\x01\x10 Far in front\nof the arena...{[0110]}{[0100|2c010000]}\x0f\x01\x10 Before the star...{b}{[0004]}It pops out of a strange panel that\nflips when you Spin Jump near it.{b}
un_starpiece_0056	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}In the city in the clouds...{[0110]}{[0100|2c010000]}\x0f\x01\x10 In the\narena's first-floor lobby...{[0110]}{[0100|2c010000]}\x0f\x01\x10 To the left\nof the ring door...{b}{[0004]}It pops out of a strange panel that\nflips when you Spin Jump near it.{b}
un_starpiece_0057	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}In the city in the clouds...{[0110]}{[0100|2c010000]}\x0f\x01\x10 In the\narena, in the promoter's room...{b}{[0004]}Behind the decorative plant behind\nthe sofa...{b}
un_starpiece_0058	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}In the city in the clouds...{[0110]}{[0100|2c010000]}\x0f\x01\x10 In the\narena, in the promoter's room...{b}{[0004]}Inside the desk drawer...{b}
un_starpiece_0059	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}In the city in the clouds...{[0110]}{[0100|2c010000]}\x0f\x01\x10 In the\nmiddle of the first floor of the\narena's storage room.{b}{[0004]}It pops out of a strange panel that\nflips when you Spin Jump near it.{b}
un_starpiece_0060	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}In the city in the clouds...{[0110]}{[0100|2c010000]}\x0f\x01\x10 In the\narena, on the second floor of the\nstorage room.{b}{[0004]}There is a room filled with boxes to\nthe right. It lies behind some of\nthose boxes...{b}
un_starpiece_0061	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}In the twilit village...{[0110]}{[0100|2c010000]}\x0f\x01\x10 Where the\ninn is...{b}{[0004]}In the clump of grass just to the left\nof the tree in the front...{b}
un_starpiece_0062	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}In the twilit village...{[0110]}{[0100|2c010000]}\x0f\x01\x10 Where the inn\nis...{[0110]}{[0100|2c010000]}\x0f\x01\x10 Behind the house on the left...{b}
un_starpiece_0063	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}In the twilit village...{[0110]}{[0100|2c010000]}\x0f\x01\x10 Where the\nshop is...{b}{[0004]}Hidden out of sight behind a barrel on\nthe right and in front...{b}
un_starpiece_0064	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}Beyond the twilit village...{[0110]}{[0100|2c010000]}\x0f\x01\x10 On the\npath to the woods...{b}{[0004]}Behind the fallen tree...{b}
un_starpiece_0065	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}Beyond the twilit village...{[0110]}{[0100|2c010000]}\x0f\x01\x10 Beyond\nthe fallen tree...{b}{[0004]}Behind the pipe...{b}
un_starpiece_0066	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}Outside the scary steeple...{[0110]}{[0100|2c010000]}\x0f\x01\x10 Near the\nbroken gate by the entrance...{b}{[0004]}Behind a low wall...{b}
un_starpiece_0067	I see...{[0100|fa000000]}a Star Piece.{b}{[0004]}Inside the scary steeple...{[0110]}{[0100|2c010000]}\x0f\x01\x10 In the room\nwith the staircase that changes...{b}{[0004]}In the space just between the far\ndoor and the near door...{b}{[0004]}It pops out of a strange panel that\nflips when you Spin Jump near it.{b}
