aaa.msbt
pro_00	有您的信～
stg3_tou_294_05_yos	虽然不太清楚，但总觉得不太对劲。{[0100|fa000000]}\n大概就像冈萨雷兹说的，\n那颗星之石是个假货。
stg3_tou_294_06	给本大爷等等！
stg3_tou_294_06_01	居然敢说本大爷的腰带是假货，\n你算老几！{[0004]}看来最近的选手\n没一个懂礼貌的！
stg3_tou_294_07_yos	抱歉，{[0100|fa000000]}\n我不是说你的腰带是假货。
stg3_tou_294_08	{[0307|00004040]}你敢瞧不起本大爷！{[0307|0000803f]}{[0100|fa000000]}\n这里不是擂台，\n算你捡了条命！{[0004]}等下次在擂台上见面，\n本大爷要把你打个落花流水！\n{[0101]}{[0307|00004040]}洗干净脖子等着吧！
stg3_tou_294_09_yos	唉，惹他生气了。
stg3_tou_294_10_yos	没想到那条冠军腰带上的\n星之石是假的……{[0004]}但魔法地图上显示的\n的确是这个乌龙街的斗技场。{[0004]}真正的星之石到底在哪里……
stg3_tou_294_11_yos	冈萨雷兹！{[0100|fa000000]}\n你好像收到邮件了。{[0100|fa000000]}\n是谁发来的？
stg3_tou_294_12	“若 想 接 近 星 之 石 ，\n　今 后 需 听 从 我 的 指 示 。\n{[0100|f4010000]}{[0202]}Ｘ”\x0f\x02\x02
stg3_tou_294_13_yos	Ｘ是谁？{[0100|fa000000]}\n看这人的说法，就跟知道\n星之石在哪里一样啊。{[0004]}他会告诉我们星之石的情报吗？{[0100|fa000000]}\n总觉得很可疑……{[0004]}喂，冈萨雷兹。{[0100|fa000000]}\n虽然腰带是假的，但事已至此，\n就先努力当上冠军吧。{[0004]}当上冠军之后，\n调查这座斗技场也会更容易的。
stg3_tou_297_03_kur	马力欧！{[0100|fa000000]}\n你好像又收到邮件了。{[0100|fa000000]}\n这次上面写了什么？
stg3_tou_297_03_nok	马力欧！{[0100|fa000000]}\n你好像又收到邮件了。{[0100|fa000000]}\n这次上面写了什么？
stg3_tou_297_03_win	马力欧！{[0100|fa000000]}\n你好像又收到邮件了哟。{[0100|fa000000]}\n这次上面写了什么呢？
stg3_tou_297_03_yos	冈萨雷兹！{[0100|fa000000]}\n你好像又收到邮件了。{[0100|fa000000]}\n这次写了什么？
stg3_tou_297_04	“去 斗 技 场 附 近 的 饮 料 吧 。{[0100|f4010000]}\n{[0202]}Ｘ”\x0f\x02\x02
stg3_tou_297_05_kur	又是Ｘ那家伙发来的。{[0100|fa000000]}\n让我们“去斗技场附近的饮料吧”……{[0004]}话说回来，\n这个Ｘ究竟是谁呢？
stg3_tou_297_05_nok	又是Ｘ那家伙发来的。{[0100|fa000000]}\n让我们“去斗技场附近的饮料吧”……{[0004]}话说回来，\n这个Ｘ究竟是谁？
stg3_tou_297_05_win	又是Ｘ那家伙发来的哟。{[0100|fa000000]}\n让我们“去斗技场附近的饮料吧”……{[0004]}话说回来，\n这个Ｘ究竟是谁呢？
stg3_tou_297_05_yos	又是Ｘ那家伙发来的。{[0100|fa000000]}\n让我们“去斗技场附近的饮料吧”……{[0004]}话说回来，\n这个Ｘ究竟是谁？
stg3_tou_297_22_kur	马力欧！{[0100|fa000000]}\n又来邮件了。{[0100|fa000000]}\n这次写了什么呢？
stg3_tou_297_22_nok	马力欧！{[0100|fa000000]}\n又来邮件了。{[0100|fa000000]}\n不知这次写了什么？
stg3_tou_297_22_win	马力欧！{[0100|fa000000]}\n又来邮件了哟。{[0100|fa000000]}\n这次写了什么呢？
stg3_tou_297_22_yos	冈萨雷兹！{[0100|fa000000]}\n又来邮件了。{[0100|fa000000]}\n这次写了什么？
stg3_tou_297_23	“再多管闲事的话，\n　当心小命不保。”
stg3_tou_297_24_kur	讨厌……是恐吓邮件？{[0100|fa000000]}\n似乎不是Ｘ那家伙发来的。{[0004]}到底是谁发的这种邮件……
stg3_tou_297_24_nok	这是……恐吓邮件吧。{[0100|fa000000]}\n似乎不是Ｘ那家伙发来的。{[0004]}到底是谁发的这种邮件……
stg3_tou_297_24_win	哎呀……是恐吓邮件哟。{[0100|fa000000]}\n似乎不是Ｘ那家伙发来的呢。{[0004]}到底是谁发的这种邮件嘛……
stg3_tou_297_24_yos	喂……这是恐吓邮件啊。{[0100|fa000000]}\n似乎不是Ｘ那家伙发来的。{[0004]}到底是谁发的这种邮件……
stg3_tou_295	冈萨雷兹啊，{[0100|fa000000]}\n刚刚奇诺席可娃送了\n粉丝的慰问品过来。
stg3_tou_296_kur	哇，这个蛋糕看上去好好吃！{[0100|fa000000]}\n感觉吃了它就能恢复精神了。
stg3_tou_296_nok	哇，这个蛋糕看上去好好吃！{[0100|fa000000]}\n吃了它一定能恢复精神。
stg3_tou_296_win	哎呀，这个蛋糕看上去好好吃哟！{[0100|fa000000]}\n虽然我正在节食，不过还是尝尝吧。
stg3_tou_296_yos	哇，这个蛋糕看上去好好吃！{[0100|fa000000]}\n我都快流口水了！
stg3_tou_297	要吃蛋糕吗？{[0101]}
stg3_tou_297_yn	{[010d|00000000010000009600000028000000]}吃\n不吃
stg3_tou_298_kur	马力欧真坏心眼！{[0100|fa000000]}\n明明看起来这么好吃……
stg3_tou_298_nok	真的不吃吗？{[0100|fa000000]}\n明明看起来这么好吃……
stg3_tou_298_win	既然马力欧这么说……{[0100|fa000000]}\n那我就继续加油节食了哟
stg3_tou_298_yos	为什么啊，冈萨雷兹？{[0100|fa000000]}\n明明蛋糕就在眼前，\n却不让人吃！
stg3_tou_299_kur	太好了～我不客气了～！
stg3_tou_299_nok	那我不客气了～！
stg3_tou_299_win	那我不客气了哟～
stg3_tou_299_yos	我不客气了～
stg3_tou_297_1	蛋糕太过美味，\n疲劳都消失了！
stg3_tou_297_2	嗨，冈萨雷兹。{[0004]}看你不吃那块蛋糕，{[0100|fa000000]}\n我就把它给吃掉了。{[0004]}哎呀，特别～好吃。
stg3_tou_403_11_kur	想不到会突然出现那种家伙……{[0100|fa000000]}\n吓了我一跳。
stg3_tou_403_11_nok	没想到会突然出现那种家伙……{[0100|fa000000]}\n吓我一跳。
stg3_tou_403_11_win	没想到会突然出现那种家伙呢……{[0100|fa000000]}\n吓了我一跳哟。
stg3_tou_403_11_yos	没想到会突然出现那种家伙……{[0100|fa000000]}\n让我稍微吃了一惊。
stg3_tou_297_25_kur	马力欧！{[0100|fa000000]}\n又有邮件了哦！
stg3_tou_297_25_nok	马力欧！{[0100|fa000000]}\n又有邮件了！
stg3_tou_297_25_win	马力欧！{[0100|fa000000]}\n又有邮件了哟！
stg3_tou_297_25_yos	冈萨雷兹！{[0100|fa000000]}\n又有邮件了！
stg3_tou_297_26	“去 乌 龙 街 的 电 话 亭 。{[0100|f4010000]}\n{[0202]}Ｘ”\x0f\x02\x02
stg3_tou_297_27_kur	这次是Ｘ那家伙发的。{[0100|fa000000]}\n让我们去乌龙街的电话亭……{[0004]}呃～电话亭在哪里来着？{[0100|fa000000]}\n算了，总之先去看看吧。
stg3_tou_297_27_nok	这次是Ｘ那家伙发的。{[0100|fa000000]}\n让我们去乌龙街的电话亭……{[0004]}呃～电话亭在哪里来着？{[0100|fa000000]}\n算了，总之先去看看吧。
stg3_tou_297_27_win	这次是Ｘ那家伙发的哟。{[0100|fa000000]}\n让我们去乌龙街的电话亭……{[0004]}哎呀呀，电话亭在哪里呀？{[0100|fa000000]}\n总之先去看看吧。
stg3_tou_297_27_yos	这次是Ｘ那家伙发的。{[0100|fa000000]}\n让我们去乌龙街的电话亭……{[0004]}呃～电话亭在哪里来着？{[0100|fa000000]}\n算了，总之先去看看吧。
stg3_tou_326_01	“这是最后通牒！\n　不要再继续追查星之石了。{[0004]}　否则你的命运\n　也将和那些失踪者一样……”
stg3_tou_326_02_kur	看来发这封邮件的人……{[0004]}不仅知道星之石，\n还知道选手们失踪的事……{[0004]}对方一定是\n这起事件的关键人物！{[0004]}但到底会是谁呢？{[0100|fa000000]}\n有嫌疑的人物太多了……
stg3_tou_326_02_nok	看来发这封邮件的人……{[0004]}不仅知道星之石，\n还知道选手们失踪的事……{[0004]}对方一定是\n这起事件的关键人物！{[0004]}但到底会是谁呢？{[0100|fa000000]}\n有嫌疑的人物太多了……
stg3_tou_326_02_win	看来发这封邮件的人……{[0004]}不仅知道星之石，\n还知道选手们失踪的事……{[0004]}对方一定是\n这起事件的关键人物哟……{[0004]}不过，到底会是谁呢？{[0100|fa000000]}\n有嫌疑的人物太多了哟……
stg3_tou_326_02_yos	看来发这封邮件的人……{[0004]}不仅知道星之石，\n还知道选手们失踪的事……{[0004]}对方一定是\n这起事件的关键人物！{[0004]}但到底会是谁！？{[0100|fa000000]}\n有嫌疑的人物太多了……
stg3_tou_295_doku	冈萨雷兹选手。{[0100|fa000000]}\n有人送了慰问品给你。{[0004]}我就放在这里了，\n吃掉也好，丢掉也罢，\n随你处置吧。
stg3_tou_296_doku_kur	哇，看上去好好吃！{[0100|fa000000]}\n我们就好好享用吧。
stg3_tou_296_doku_nok	哇，看上去好好吃！{[0100|fa000000]}\n我们就好好享用吧。
stg3_tou_296_doku_win	哎呀，看上去好好吃呢！{[0100|fa000000]}\n我们就好好享用吧～
stg3_tou_296_doku_yos	哇，看上去好好吃！{[0100|fa000000]}\n就好好享用吧。
stg3_tou_297_doku	要吃蛋糕吗？{[0101]}
stg3_tou_297_yn_doku	{[010d|00000000010000009600000028000000]}吃\n不吃
stg3_tou_298_doku_kur	马力欧真坏心眼！{[0100|fa000000]}\n明明看起来这么好吃……
stg3_tou_298_doku_nok	真的不吃吗？{[0100|fa000000]}\n明明看起来这么好吃……
stg3_tou_298_doku_win	哎呀呀？不吃吗？{[0100|fa000000]}\n难得我都不节食了……
stg3_tou_298_doku_yos	为什么啊，冈萨雷兹？{[0100|fa000000]}\n明明蛋糕就在眼前，\n却不让人吃！
stg3_tou_299_doku_kur	太好了～我不客气了～
stg3_tou_299_doku_nok	那我不客气了～
stg3_tou_299_doku_win	那我不客气了哟～
stg3_tou_299_doku_yos	我不客气了～
stg3_tou_300_kur	嗯，好好吃！{[0004]}马力欧，稍等一下，{[0100|fa000000]}\n我这就分一点给你……
stg3_tou_300_nok	嗯，好好吃——！{[0004]}马力欧，稍等一下，{[0100|fa000000]}\n我这就分一点给你……
stg3_tou_300_win	真是的，好好吃哦～！{[0004]}马力欧，稍等一下哟，{[0100|fa000000]}\n我这就分一点给你……
stg3_tou_300_yos	哇，好好吃！{[0004]}冈萨雷兹，稍等一下，{[0100|fa000000]}\n我这就分一点给你……
stg3_tou_301_kur	怎么回事……？{[0100|fa000000]}\n总觉得全身发麻……
stg3_tou_301_nok	咦……？{[0100|fa000000]}\n总觉得全身发麻……
stg3_tou_301_win	哎呀呀呀呀……？{[0100|fa000000]}\n总觉得全身发麻呢……
stg3_tou_301_yos	啊啊啊啊……？{[0100|fa000000]}\n总觉得全身发麻……
stg3_tou_303_kur	{[0309|01000000]}不行……{[0100|fa000000]}\n我动不了了……
stg3_tou_303_nok	{[0309|01000000]}不行……{[0100|fa000000]}\n我动不了了……
stg3_tou_303_win	{[0309|01000000]}讨厌……{[0100|fa000000]}\n我动不了了嘛……
stg3_tou_303_yos	{[0309|01000000]}不行……{[0100|fa000000]}\n动不了了……
stg3_tou_304_01	什么！？{[0100|fa000000]}\n你说你的同伴全身发麻，动不了了？{[0004]}我才不管那些。{[0100|fa000000]}\n观众都在等着你。{[0100|fa000000]}\n好了，跟我来吧。
stg3_tou_306_kur	我的身体已经没事了哦。{[0100|2c010000]}\n不过没了我们也能取胜，\n马力欧你真厉害。{[0004]}话又说回来……{[0100|2c010000]}\n居然送来了有毒蛋糕……{[0004]}看来有人盯上了我们的性命……{[0100|2c010000]}\n今后必须要小心才行。
stg3_tou_306_nok	我的身体已经没事了。{[0100|2c010000]}\n不过没了我们也能取胜，\n马力欧你真厉害。{[0004]}话又说回来……{[0100|2c010000]}\n居然送来了有毒蛋糕……{[0004]}看来有人盯上了我们的性命……{[0100|2c010000]}\n今后我会小心的。
stg3_tou_306_win	我的身体已经没事了哟。{[0100|2c010000]}\n不过没了我们也能取胜，\n马力欧你真厉害呢。{[0004]}话又说回来……{[0100|2c010000]}\n居然送来了有毒蛋糕……{[0004]}看来有人盯上了我们的性命呢……{[0100|2c010000]}\n今后必须要小心才行哟。
stg3_tou_306_yos	我的身体已经没事了。{[0100|2c010000]}\n不过没了我们也能取胜，\n冈萨雷兹你真厉害。{[0004]}话又说回来……{[0100|2c010000]}\n那居然是有毒蛋糕……{[0004]}看来有人盯上了我们的性命……{[0100|2c010000]}\n今后必须要小心才行。
stg3_tou_307_kur	对不起，马力欧。{[0100|2c010000]}\n都是因为我们不在害你输掉了……{[0004]}我的身体已经没事了哦。\n下一场就能好好战斗了。{[0004]}话又说回来……{[0100|2c010000]}\n居然送来了有毒蛋糕……{[0004]}看来有人盯上了我们的性命啊……{[0100|2c010000]}\n今后必须要小心才行。
stg3_tou_307_nok	马力欧，对不起。{[0100|2c010000]}\n都是因为我们不在害你输掉了……{[0004]}我的身体已经没事了。\n下一场就能好好战斗。{[0004]}话又说回来……{[0100|2c010000]}\n居然送来了有毒蛋糕……{[0004]}看来有人盯上了我们的性命……{[0100|2c010000]}\n今后我会小心的。
stg3_tou_307_win	马力欧，对不起哟。{[0100|2c010000]}\n都是因为我们不在害你输掉了……{[0004]}我的身体已经没事了。\n下一场就能好好战斗了哟。{[0004]}话又说回来……{[0100|2c010000]}\n居然送来了有毒蛋糕……{[0004]}看来有人盯上了我们的性命呢……{[0100|2c010000]}\n今后必须要小心才行哟。
stg3_tou_307_yos	对不起，冈萨雷兹。{[0100|2c010000]}\n都是因为我们不在害你输掉了……{[0004]}我的身体已经没事了。\n下一场就能好好战斗。{[0004]}话又说回来……{[0100|2c010000]}\n那居然是个有毒蛋糕……{[0004]}看来有人盯上了我们的性命啊……{[0100|2c010000]}\n今后必须要小心才行。
stg3_tou_307_01_kur	对了，马力欧。{[0100|fa000000]}\n那个……
stg3_tou_307_01_nok	对了，马力欧。{[0100|fa000000]}\n那个……
stg3_tou_307_01_win	对了，马力欧。{[0100|fa000000]}\n哎呀……
stg3_tou_307_01_yos	对了，冈萨雷兹。{[0100|fa000000]}\n那个……
stg3_tou_307_02	{[0309|01000000]}呜呜呜……{[0100|fa000000]}\n我吃了那块蛋糕后，\n就、就浑身……发麻……
stg3_tou_307_03_kur	那块蛋糕有毒！{[0004]}当时要是不小心吃了它就麻烦了！
stg3_tou_307_03_nok	那块蛋糕有毒！{[0004]}当时要是不小心吃了它就麻烦了……
stg3_tou_307_03_win	那块蛋糕是有毒的嘛？{[0004]}当时要是不小心吃了它就麻烦了哟……
stg3_tou_307_03_yos	那块蛋糕有毒啊？{[0004]}当时要是不小心吃了它就危险了！
stg3_tou_307_04	{[0309|01000000]}浑～身～发～麻……
stg3_tou_307_05_kur	又收到邮件了！{[0100|fa000000]}\n这次写着什么呢？
stg3_tou_307_05_nok	又收到邮件了！{[0100|fa000000]}\n不知这次写着什么？
stg3_tou_307_05_win	又收到邮件了呢！{[0100|fa000000]}\n这次写着什么呀？
stg3_tou_307_05_yos	又收到邮件了！{[0100|fa000000]}\n这次写着什么？
stg3_tou_307_06	“撕 掉 贴 在 大 厅 的\n　伟 大 的 冈 萨 雷 兹 的 海 报 。{[0100|f4010000]}\n{[0202]}Ｘ”\x0f\x02\x02
stg3_tou_307_07_kur	这次是Ｘ发的。{[0100|fa000000]}\n虽然很可疑，\n但寻找星之石的线索就只有它了……{[0004]}“撕掉贴在大厅的\n　伟大的冈萨雷兹的海报。”{[0004]}好，我们去大厅吧。
stg3_tou_307_07_nok	这次是Ｘ发的。{[0100|fa000000]}\n虽然很可疑，\n但寻找星之石的线索就只有它了。{[0004]}“撕掉贴在大厅的\n　伟大的冈萨雷兹的海报。”{[0004]}那我们去大厅吧。
stg3_tou_307_07_win	这次是Ｘ发的嘛？{[0100|fa000000]}\n虽然很可疑，\n但寻找星之石的线索就只有它了呢。{[0004]}“撕掉贴在大厅的\n　伟大的冈萨雷兹的海报。”{[0004]}好，我们去大厅吧。
stg3_tou_307_07_yos	这次是Ｘ发的。{[0100|fa000000]}\n虽然很可疑，\n但寻找星之石的线索就只有它了……{[0004]}“撕掉贴在大厅的\n　伟大的冈萨雷兹的海报。”{[0004]}好，去大厅吧。
stg3_tou_t_00	里面有人。
stg3_tou_422_kur	是甲级联赛的选手休息室！{[0100|fa000000]}\n好了，我们快去擂台吧！
stg3_tou_422_nok	是甲级联赛的选手休息室！{[0100|fa000000]}\n好了，我们快去擂台吧！
stg3_tou_422_win	是甲级联赛的选手休息室哟！{[0100|fa000000]}\n好了，我们快去擂台吧！
stg3_tou_422_yos	是甲级联赛的选手休息室！{[0100|fa000000]}\n好了，快去擂台吧！
stg3_tou_445	冈萨雷兹，\n终于成功了啊！{[0100|fa000000]}\n从今天开始，Ｙｏｕ就是冠军了。{[0004]}{[0101]}奇诺席可娃，{[0100|fa000000]}\n把战斗费给他。
stg3_tou_447	事不宜迟，请Ｙｏｕ\n立即开始使用冠军房间吧。{[0004]}奇诺席可娃，{[0100|fa000000]}\n带冈萨雷兹去冠军房间。
stg3_tou_448	好的，社长。{[0004]}那么，冠军。{[0100|fa000000]}\n这边请。
stg3_tou_105	欢迎使用比赛登记系统。\n您有什么需要？{[0101]}
stg3_tou_105_yn	{[010d|00000000040000000401000028000000]}排名赛\n查看排名\n热身赛\n查看规则\n退出
