aaa.msbt
pro_00	有信喔～
un_supercoin_0032	我看見「太陽之力」了。{[0004]}地點是南海小島的洞窟裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n那裡不僅白浪滔滔，\n還有許多尖刺逼近。{[0004]}它就在往左前進後的地方閃閃發光。{[0004]}先敲打它下面的隱藏磚塊後，\n再取走它吧。
un_supercoin_0033	我看見「太陽之力」了。{[0004]}地點是南海小島的洞窟裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n那裡不僅白浪滔滔，\n還有許多尖刺逼近。{[0004]}它就在那裡的海上閃閃發光。
un_supercoin_0034	我看見「太陽之力」了。{[0004]}地點是閃閃發亮的豪華列車裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n它就在5號房閃閃發光。
un_supercoin_0036	我看見「太陽之力」了。{[0004]}地點是豪華列車中途停靠的車站。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在車站外面能看見美麗夕陽的地方。{[0004]}它就在那裡的樓梯旁閃閃發光。
un_supercoin_0037	我看見「太陽之力」了。{[0004]}地點是豪華列車中途停靠的車站。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n它就在從左邊直直延伸到右邊的\n樓梯上閃閃發光。
un_supercoin_0038	我看見「太陽之力」了。{[0004]}地點是有錢人居住的城鎮裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n它就在神殿的旁邊閃閃發光。
un_supercoin_0039	我看見「太陽之力」了。{[0004]}地點是有錢人住的城鎮中，神殿裡面。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n在進入水管後抵達的房間。{[0004]}它就在入口那側的高處閃閃發光。
un_supercoin_0040	我看見「太陽之力」了。{[0004]}地點是寒冷飄雪村莊。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n它就在村莊最裡面的\n積雪中閃閃發光。
un_supercoin_0041	我看見「太陽之力」了。{[0004]}地點是前往寒冷飄雪村莊的路上。{[0110]}{[0100|2c010000]}\x0f\x01\x10\n從連接惡棍鎮地下的水管出來後往右走。{[0004]}它就在左側靠前的樹後面閃閃發光。
tou.msbt
stg3_tou_00	本飛船會開往惡棍鎮。{[0100|fa000000]}\n請問您要搭乘嗎？{[0101]}
stg3_tou_00_yn	{[010d|00000000010000009600000028000000]}要\n不要
stg3_tou_01	已確認您的票。{[0100|fa000000]}\n那麼，搭乘時請留意腳下。
stg3_tou_02	衷心期待您再度搭乘。
stg3_tou_03_kur	這裡就是飄浮在空中的城鎮——烏龍街啊。{[0100|fa000000]}\n居然真的飄浮在空中，真是嚇一跳栗！
stg3_tou_03_nok	這裡就是飄浮在空中的城鎮——烏龍街啊。{[0100|fa000000]}\n究竟是怎麼飄浮在空中的呢？{[0100|fa000000]}\n應該不會掉下去吧？
stg3_tou_03_win	這裡就是飄浮在空中的城鎮——烏龍街啊。{[0100|fa000000]}\n鬥技場裡面有很多熱血澎湃的男人吧？{[0004]}總覺得好令人興奮唷
stg3_tou_04_kur	好了，瑪利歐，\n我們去尋找星之石吧！
stg3_tou_04_nok	好，瑪利歐，\n我們去尋找星之石吧！
stg3_tou_04_win	走吧，瑪利歐，\n我們去尋找星之石！
stg3_tou_241	{[0309|01000000]}哎呀——！{[0309|00000000]}{[0100|fa000000]}\n糟糕唷～！！
stg3_tou_242	蛋逃走了唷。{[0100|fa000000]}\n誰快來幫忙抓住唷～！
stg3_tou_243	明明沒有手腳，動作卻很敏捷，\n根本抓不到唷。{[0004]}那是我為了製作「特製蛋熱狗」\n這個新菜色……{[0004]}專程從遙遠的南方小島買來的蛋唷……{[0004]}你也別愣在那邊，\n快幫我抓住那顆蛋唷～！
stg3_tou_244	{[0309|01000000]}哎呀——！{[0309|00000000]}{[0004]}居然跑到那麼高的地方，\n除非我們能在天上飛，\n否則根本抓不到唷～
stg3_tou_245	{[0103|64000000]}…………{[0100|f4010000]}
stg3_tou_247_kur	咦？{[0100|fa000000]}\n你不想被吃掉嗎？{[0004]}瑪利歐，怎麼辦？{[0100|fa000000]}\n要幫他嗎？{[0101]}
stg3_tou_247_nok	什麼？{[0100|fa000000]}\n你不想被吃掉嗎？{[0004]}瑪利歐，該怎麼辦？{[0100|fa000000]}\n我們要幫他嗎？{[0101]}
stg3_tou_247_win	哎呀？{[0100|fa000000]}\n蛋蛋你不想被吃掉嗎？{[0004]}瑪利歐，怎麼辦？{[0100|fa000000]}\n要幫他嗎？{[0101]}
stg3_tou_247_yn	{[010d|00000000ffffffffaf00000028000000]}幫他\n不幫他
stg3_tou_248_kur	店長。{[0100|fa000000]}\n這顆蛋好像不想被吃掉喔。{[0100|fa000000]}\n可以放過他吧？
stg3_tou_248_nok	店長。{[0100|fa000000]}\n這顆蛋似乎不想被吃掉。{[0100|fa000000]}\n可以放過他嗎？
stg3_tou_248_win	店長。{[0100|fa000000]}\n這顆蛋蛋好像不想被吃掉唷。{[0100|fa000000]}\n我們可不可以就放過他呀？
stg3_tou_249_kur	瑪利歐真是的，別說那種嚇人的話啦。{[0100|fa000000]}\n瑪利歐你也已經不是小孩了。
stg3_tou_249_nok	瑪利歐，不可以說那種嚇人的話喔。{[0100|fa000000]}\n畢竟瑪利歐你已經是大人了。
stg3_tou_249_win	瑪利歐真是的，不能說那種嚇人的話唷。{[0100|fa000000]}\n你已經是個大人了嘛，瑪利歐。
stg3_tou_249_yes_kur	好啊。{[0100|fa000000]}\n既然瑪利歐都這麼說了，\n我們就幫幫他吧。
stg3_tou_249_yes_nok	說得也是。{[0100|fa000000]}\n既然瑪利歐這麼說了，\n我們就幫幫他吧。
stg3_tou_249_yes_win	好唷。{[0100|fa000000]}\n既然瑪利歐都這麼說了，\n我們就幫幫他吧。
stg3_tou_250	這種四處亂跳的蛋太噁心了，\n根本不能吃唷。{[0100|fa000000]}\n我不要了唷～
stg3_tou_251_kur	好了，你想去哪就去哪吧。{[0100|fa000000]}\n再見囉。
stg3_tou_251_nok	去吧，你已經自由了。{[0100|fa000000]}\n再見。
stg3_tou_251_win	好了，蛋蛋。{[0100|fa000000]}\n你可以自由行動了。{[0100|fa000000]}\n再見囉。
stg3_tou_252_kur	咦？你在做什麼？{[0100|fa000000]}\n難道你想跟我們走嗎？
stg3_tou_252_nok	咦？你怎麼了？{[0100|fa000000]}\n你想跟我們走嗎？
stg3_tou_252_win	哎呀？怎麼了？{[0100|fa000000]}\n難道蛋蛋你想跟我們走嗎？
stg3_tou_253_kur	他說想要跟我們走。\n瑪利歐，你覺得呢？{[0101]}
stg3_tou_253_nok	他說想要跟我們走。\n瑪利歐，你打算怎麼辦？{[0101]}
stg3_tou_253_win	他說想要跟我們走唷。\n瑪利歐，你想怎麼做呢？{[0101]}
stg3_tou_253_yn	{[010d|00000000fffffffff000000028000000]}可以跟來\n不行
stg3_tou_254_kur	真是太好了呢。{[0100|2c010000]}\n但是不可以妨礙我們喔。
stg3_tou_254_nok	真是太好了。{[0100|2c010000]}\n但是請不要妨礙我們喔。
stg3_tou_254_win	真是太好了呢。{[0100|2c010000]}\n但是不可以妨礙我們唷。
stg3_tou_255_kur	不要說這種壞心眼的話啦。{[0004]}好吧。{[0100|fa000000]}\n你可以照自己的想法行動，\n但是不能妨礙我們喔。
stg3_tou_255_nok	不可以說這種壞心眼的話喔。{[0004]}真拿你沒辦法……{[0100|fa000000]}\n你可以照自己的想法行動，\n但請不要妨礙我們喔。
stg3_tou_255_win	不能說這種壞心眼的話唷。{[0004]}真拿你沒辦法呢……{[0100|fa000000]}\n蛋蛋，你可以照自己的想法行動，{[0100|fa000000]}\n但是別妨礙我們唷。
stg3_tou_479_kur	這樣就得到3顆星之石了。{[0004]}好，我們快點回去惡棍鎮吧。
stg3_tou_479_nok	這樣就得到3顆星之石了。{[0004]}好，我們趕緊回去惡棍鎮吧。
stg3_tou_479_win	這樣我們就得到3顆星之石了呢。{[0004]}好了，趕快回去惡棍鎮吧。
stg3_tou_479_yos	這樣就得到3顆星之石了吧。{[0004]}那我們趕快去惡棍鎮吧。
stg3_tou_05	歡迎光臨。{[0100|fa000000]}\n熱愛鬥技場的粉絲都聚集在這裡喔。{[0004]}請隨便坐……
stg3_tou_06	歡迎光臨。{[0100|fa000000]}\n熱愛鬥技場的粉絲都聚集在這裡喔。{[0004]}「想要成為全世界最強」{[0100|fa000000]}\n呵呵，男人都至少懷抱過一次這種夢想。{[0004]}我以前也……{[0100|fa000000]}{b}{[0004]}{[0100|fa000000]}不，沒什麼。{[0100|2c010000]}\n請好好加油吧。
stg7_tou_01	白色將軍？{[0100|fa000000]}\n喔……\n是指那個白色的炸彈兵嗎？{[0004]}那個人常常來這裡喔。{[0004]}但最近都沒見到他呢。{[0004]}這麼說來，他好像有說\n要去某座森林的大樹之類的話……
stg3_tou_re_144	多虧你的精彩表現，\n我們店裡的客人也變多了。{[0004]}我很期待有天能再次目睹\n偉大的岡薩雷茲的英姿喔。
stg3_tou_re_145	你又要站上擂台了嗎？{[0100|fa000000]}\n我很期待能看見\n比以往更火熱的戰鬥喔。
stg3_tou_re_146	不愧是岡薩雷茲選手。{[0100|fa000000]}\n一轉眼就成為冠軍了。{[0100|fa000000]}\n總之恭喜你。
stg3_tou_re_146_1	選手當久了，\n總是會碰到狀況好跟不好的時候。{[0004]}只要腳踏實地向前走，\n一定能看見光明的未來。{[0100|fa000000]}\n請好好加油喔。
stg3_tou_297_06	哦，岡薩雷茲選手！{[0100|fa000000]}\n恭候多時了。
stg3_tou_297_06_01	其實不久之前……{[0100|fa000000]}\n有人在店門前放了一封信和某個東西。{[0004]}信上寫著：「如果岡薩雷茲選手來了，\n麻煩把這個交給他」。{[0100|fa000000]}\n而這就是那樣東西。
stg3_tou_297_08	就我所知，這是一把名叫\n「漢摩拉斯2004」的新型鎚子。{[0004]}不過話說回來，這把鎚子還真是不錯。{[0100|fa000000]}\n尤其是握把的部分十分講究，\n可以感受到工匠的用心。{[0004]}據說這把鎚子很挑人。{[0100|fa000000]}\n肯定是你的忠實粉絲送的禮物吧。{[0004]}不過，他為什麼要寄放在本店呢？\n既然是岡薩雷茲選手的粉絲，\n親手交給你不就好了……
stg3_tou_297_09	話說回來，\n居然還收到了粉絲的禮物……{[0004]}岡薩雷茲選手真是越來越受人矚目了呢。
stg3_tou_297_10_kur	瑪利歐！{[0100|fa000000]}\n又有郵件了！
stg3_tou_297_10_nok	瑪利歐！{[0100|fb000000]}\n又收到郵件了！
stg3_tou_297_10_win	瑪利歐！{[0100|fb000000]}\n又有郵件囉！
stg3_tou_297_10_yos	岡薩雷茲！{[0100|fb000000]}\n又有郵件啦！
stg3_tou_297_11	「把 休 息 室 裡\n　封 住 的 牆 壁 破 壞 掉。{[0100|f4010000]}\n{[0202]}X 上」\x0f\x02\x02
stg3_tou_297_12_kur	「把休息室裡\n　封住的牆壁破壞掉」？{[0100|fa000000]}\n那裡有什麼東西嗎？
stg3_tou_297_12_nok	「把休息室裡\n　封住的牆壁破壞掉」？{[0100|fa000000]}\n那個地方有什麼東西嗎？
stg3_tou_297_12_win	「把休息室裡\n　封住的牆壁破壞掉」？{[0100|fa000000]}\n那裡有什麼東西呢？
stg3_tou_297_12_yos	「把休息室裡\n　封住的牆壁破壞掉」？{[0100|fa000000]}\n那裡有什麼東西啊？
stg3_tou_297_28	「打 開 倉 庫 的 門。{[0100|f4010000]}\n{[0202]}X 上」\x0f\x02\x02
stg3_tou_297_29_kur	鬥技場倉庫的門？{[0004]}真是的……{[0100|fa000000]}\n一直叫人跑來跑去……{[0100|fa000000]}\n好煩喔。
stg3_tou_297_29_nok	鬥技場倉庫的門？{[0004]}可是……{[0100|fa000000]}\n一直叫人跑來跑去……{[0100|fa000000]}\n我們會不會被耍了……
stg3_tou_297_29_win	鬥技場倉庫的門？{[0004]}不過……{[0100|fa000000]}\n一直叫人跑來跑去……{[0100|fa000000]}\n真是討厭呢。
stg3_tou_297_29_yos	鬥技場倉庫的門？{[0004]}真是的……{[0100|fa000000]}\n一直叫人跑來跑去……{[0100|fa000000]}\n真煩耶。
stg3_npc_01_01_01	這裡就是烏龍街啊。{[0100|fa000000]}\n看起來挺不錯的嘛。{[0004]}首先就把那間熱狗攤的商品全包下來吧。{[0100|fa000000]}\n別擔心，我有的是錢！
stg3_npc_01_01_02	啊，那邊那位。{[0100|fa000000]}\n你知道這裡的老闆在哪嗎？{[0004]}{[0101]}為什麼要問這個？{[0100|fa000000]}\n因為我看到這裡的觀眾這麼癡狂，\n覺得背後有商機啊。{[0004]}所以我想要簽約，\n成為這間鬥技場的贊助商。
stg3_npc_01_01_03	我決定要成為\n這間鬥技場的贊助商了。{[0100|fa000000]}\n沒事，也不是什麼大不了的金額。{[0004]}{[0101]}倒是你，岡薩雷茲選手，{[0100|fa000000]}\n我很期待你的表現喔。
stg3_npc_01_01_04	哦，岡薩雷茲選手！{[0100|fa000000]}\n我看了剛才的比賽喔。{[0100|fa000000]}\n你真是一位優秀的選手啊！{[0004]}{[0101]}雖然金色霍克沒有明講，\n不過他肯定也注意到你了。{[0100|fa000000]}\n加把勁炒熱場上的氣氛吧。
stg3_npc_01_01_05	這不是岡薩雷茲選手嗎？{[0100|fa000000]}\n金色霍克好像很關注你喔。{[0004]}搞不好再過不久，你就會成為冠軍了。
stg3_npc_01_01_06	岡薩雷茲選手！{[0100|fa000000]}\n恭喜你成為冠軍！{[0004]}今後也要繼續好好表現，\n讓大家看得盡興喔。{[0004]}身為一名贊助商，\n我承諾一定會提供後援。{[0100|fa000000]}\n用不著擔心，我有的是錢！
stg3_npc_01_01_07	這樣啊，你要離開這裡了啊。{[0100|fa000000]}\n每個人都有自己的苦衷。{[0100|fa000000]}\n這也是沒辦法的事。{[0004]}不過我很期待你回來的時候，\n能夠一如既往地戰鬥喔。
stg3_npc_01_01_07_1	我們打算再待在這裡一陣子。{[0004]}畢竟這裡很有特色，是個不錯的城鎮。
stg3_npc_01_02_01	想不到有飄浮在空中的城鎮，\n真是有意思的說。{[0004]}如果要在這座城鎮蓋別墅，\n不知道要付多少錢呢？
stg3_npc_01_02_02	格鬥技這種東西真是野蠻呢。{[0100|fa000000]}\n我想泡溫泉的說……{[0004]}{[0101]}這裡要是沒有溫泉，\n我就去拜託孩子的爸打造一座的說。{[0004]}什麼？{[0100|fa000000]}\n你說這裡飄在空中，所以挖不到溫泉嗎？{[0004]}原來是這樣……的說。{[0100|fa000000]}\n我以為只要出錢，\n就能打造任何東西的說……
stg3_npc_01_02_03	我生平第一次觀賞格鬥技的說。{[0004]}兇惡的男人互相碰撞、大吼大叫，\n真是野蠻的說！
stg3_npc_01_02_04	讓小金公子看格鬥技這種東西，\n會對他的教養產生不良影響的說！{[0004]}我要讓小金公子接受\n未來掌管金公子財團所需的教育的說。
stg3_npc_01_02_05	雖然格鬥技很野蠻，\n但小金公子將來也會成為大人物的說……{[0004]}讓他先學會一種防身術也不錯的說。{[0004]}不知道哪裡能請到優秀的家庭教師呢……
stg3_npc_01_02_06	你要不要來當小金公子的家庭教師呢？{[0004]}雖然格鬥技很野蠻，\n但請冠軍來當家庭教師的話，\n在鄰里之間也會有不錯的風評的說。
stg3_npc_01_02_07	這樣啊……{[0100|fa000000]}\n你要去旅行啊……{[0004]}本來想請你當小金公子的家庭教師的說，\n看來是沒辦法的說。
stg3_npc_01_02_07_1	這樣啊……{[0100|fa000000]}\n你正在旅行啊……{[0004]}本來想請你當小金公子的家庭教師的說，\n看來是沒辦法的說。
stg3_npc_01_03_01	爸爸！{[0100|fa000000]}\n我肚子餓了，\n好想吃那邊的熱狗喔。
stg3_npc_01_03_02	這裡空氣很稀薄呢。{[0100|fa000000]}\n媽媽會如此心浮氣躁，\n一定也是因為空氣很稀薄的緣故。
stg3_npc_01_03_03	我還以為可以吃到\n熱狗攤的特製蛋熱狗呢……{[0004]}唉～{[0100|64000000]}好～{[0100|32000000]}可惜喔……
stg3_npc_01_03_04	那艘飛船……{[0100|fa000000]}\n真希望我家也有一艘……
stg3_npc_01_03_05	我有看剛剛的比賽喔。{[0100|fa000000]}\n叔叔你好強呀！{[0100|fa000000]}\n爸爸也看得很開心！{[0004]}{[0101]}只要是爸爸看上的人，\n大家都會變得很厲害！{[0100|fa000000]}\n感覺叔叔也會變成很厲害的人！
stg3_npc_01_03_06	叔叔你成為冠軍了呢。{[0100|fa000000]}\n下次來我家玩吧。\n我家只有名人才能來喔。
stg3_npc_01_03_07	叔叔，{[0100|fa000000]}\n你不當冠軍了嗎？{[0004]}冠軍可是有錢也當不了的耶……{[0100|fa000000]}\n真是可惜……
stg3_npc_01_03_07_1	叔叔，{[0100|fa000000]}\n你活得好瀟灑呀。{[0004]}不知道我長大之後\n能不能像你一樣瀟灑……
stg3_npc_01_04_01	那間熱狗攤的餐點很美味，\n只有這裡才能品嚐到喔。{[0004]}話說回來，你要成為選手嗎？{[0100|fa000000]}\n如果你要的話，我會支持你。
stg3_npc_01_04_02	岡薩雷茲選手，請好好加油。{[0100|fa000000]}\n我會支持你的。
stg3_npc_01_04_03	前陣子我幫老闆修理飲料吧的屋頂……{[0004]}結果發現那上面有一塊\n畫著箭頭的奇妙地板。{[0100|fa000000]}\n那到底是什麼東西啊……{[0004]}順帶一提，想去屋頂上面的話，\n要在飲料吧旁邊的藍色開關上\n使出會旋轉一圈的跳躍。
stg3_npc_01_04_04	我一直都很支持你喔。{[0100|fa000000]}\n今後也請你繼續加油！
stg3_npc_01_04_05	贏得腰帶的機會來臨了。{[0100|fa000000]}\n今後我也會繼續支持你喔！
stg3_npc_01_04_06	恭喜你成為冠軍！{[0100|fa000000]}\n我從你還在打乙級聯賽時就是粉絲了，\n真是與有榮焉。
stg3_npc_01_04_07	岡薩雷茲選手。{[0100|fa000000]}\n真想再看一次你戰鬥的英姿……{[0004]}我會永遠等著你喔。
stg3_npc_re_001	我一直都堅信著……{[0100|fa000000]}\n你會再次回到鬥技場當選手！
