aaa.msbt
pro_00	ゆうびんで～す
stg6_rsh_219_2_nok	・・・・・・{[0004]}それって・・・{[0100|fa000000]}\nたべても　だいじょうぶなのですか？
stg6_rsh_219_2_yos	・・・・・・{[0004]}それって・・・{[0100|fa000000]}\nたべても　だいじょうぶなのか？
stg6_rsh_219_2_win	・・・・・・{[0004]}それって・・・{[0100|fa000000]}\nたべても　だいじょうぶなのン？
stg6_rsh_219_2_viv	・・・・・・{[0004]}それって・・・{[0100|fa000000]}\nたべても　だいじょうぶなの？
stg6_rsh_219_2_bom	・・・・・・{[0004]}それは・・・{[0100|fa000000]}\nたべても　だいじょうぶなのか？
stg6_rsh_219_2_chu	・・・・・・{[0004]}それって・・・{[0100|fa000000]}\nたべても　だいじょうぶですの？
stg6_rsh_236_00	・・・・・・・・・・
stg6_rsh_236_01	{[0307|00008040]}は！{[0307|0000803f]}{[0004]}・・・・・・・・・・{[0100|fa000000]}\n！！！！！！！！！！？{[0004]}わたしは・・・　たしか・・・{[0100|fa000000]}\n{r2[くろ]}黒{/r2}いヤツが　たくさん　おそってきて・・・{[0100|fa000000]}\nた　{r2[たす]}助{/r2}かったのか？{[0004]}そ　それでは・・・
stg6_rsh_256	{[030a|01000000]}さっきぃ　もとカレからぁ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nれんらくがぁ　あったのぉ{[0004]}かいがらのピアスゥ　ぬすまれなくってぇ{[0110]}{[0100|2c010000]}\x0f\x01\x10\nホントーに　よかったぁ！{[030a|00000000]}
stg6_rsh_257	さてと・・・{[0100|fa000000]}\nまた　シコフミを　しなくては！{[0004]}オー！　また　まちがいましたネー！{[0100|fa000000]}\nシコミ　デース{[0004]}あたらしい　キノコりょうりも\nかんがえマース！
stg6_rsh_268	ナプキンや　おさらが\nキレイに　ならべられている
stg6_rsh_269	リッパな　オーブンが　ついている\nピカピカに　みがかれていて\nとても　せいけつそうだ
stg6_rsh_270	{r2[み]}見{/r2}たこともない　ちょうみりょうが\nところ　せましと　ならべられている
stg6_rsh_271	どんどん　アイテムを　{r2[か]}買{/r2}って\nショップポイントを　ためましょう！{[0004]}めざすは\n３００ポイントの　『きんかい３』！！
stg6_rsh_c_11	{[030a|01000000]}いらっしゃいませぇ{[030a|00000000]}
stg6_rsh_c_11_1	{[030a|01000000]}いらっしゃいませぇ{[030a|00000000]}
stg6_rsh_c_12	さぁ　{r2[きょう]}今日{/r2}も　おいしい　おりょうりを\nつくりマース！{[0100|fa000000]}\nふん　ふん　ふん{[0307|00008040]}♪{[0307|0000803f]}
stg6_rsh_c_12_1	さぁ　{r2[きょう]}今日{/r2}も　おいしい　おりょうりを\nつくりマース！{[0100|fa000000]}\nふん　ふん　ふん{[0307|00008040]}♪{[0307|0000803f]}
stg6_rsh_c_25	いますぐ　ここを　はなれたまえ！{[0004]}{[0101]}なぜかって？・・・{[0100|fa000000]}\n・・・{[0100|fa000000]}\n・・・うっぷ！
stg6_rsh_c_26	むかし　むかし　この{r2[れっしゃ]}列車{/r2}で　{r2[で]}出{/r2}た\nキノコりょうりに　あたって\nなくなった{r2[ひと]}人{/r2}が　いたそうよ{[0004]}{[0101]}けれど　さいごは　とっても\nしあわせそうな　カオだったんだって{[0100|fa000000]}\nわかるような　わからないような・・・
stg6_rsh_c_27	カレに　サヨナラを　つげて\nこの{r2[れっしゃ]}列車{/r2}に　とびのったの{[0004]}もしかしたら　カレが\nおいかけてきてくれるかも・・・{[0004]}{[0101]}なーんて・・・{[0100|fa000000]}\nちょっぴり　きたいしてたんだけど\nげんじつは　あまくないわね
stg6_rsh_c_28	さわいでいる　{r2[かんこうきゃく]}観光客{/r2}に\nこちとら　しごとで　きているんだぞ！{[0100|fa000000]}\nと　ふんがいしていましたが・・・{[0004]}いまでは　わたしも　すっかり\n{r2[かんこうきぶん]}観光気分{/r2}なのです
stg6_rsh_c_29	{r2[たび]}旅{/r2}で　かんじる　よろこび　かなしみ　{[0100|fa000000]}\nすべてが　わすれられない　おもいでよ{[0100|fa000000]}\nあなたも　そう　おもうでしょう？{[0101]}
stg6_rsh_c_29_sel	{[010d|00000000ffffffff9600000028000000]}は　い\nいいえ
stg6_rsh_c_29_01	フフフ・・・　あなた　いい{r2[ひと]}人{/r2}ね
stg6_rsh_c_29_02	そうね・・・{[0100|fa000000]}\nたいせつな　おもいでも\nいつかは　わすれてしまうのかしら{[0004]}でも　わたしは　わすれたくないな{[0100|fa000000]}\nあなたと　こうして　{r2[はなし]}話{/r2}を　していることも・・・
stg6_rsh_c_30	がったん　ごっとん{[0100|fa000000]}\n{r2[れっしゃ]}列車{/r2}は　すすむ♪（すすむ♪）{[0004]}がったん　ごっとん{[0100|fa000000]}\nたのしいな♪（ポッポー♪）
stg6_rsh_c_31	{r2[れっしゃ]}列車{/r2}の　マドから{r2[み]}見{/r2}える　{r2[うみ]}海{/r2}って\nすっごく　キレイよね！{[0004]}{r2[うみ]}海{/r2}が　{r2[み]}見{/r2}えたとき\nおもわず　{r2[こえ]}声{/r2}が　{r2[だ]}出{/r2}ちゃったわ！
stg6_rsh_c_32	ゴロツキタウンから　ピカリーヒルズへ\nあるいていったら　どれぐらい\n{r2[じかん]}時間{/r2}が　かかるのだろうか・・・{[0004]}うーん・・・　{r2[れっしゃ]}列車{/r2}は　{r2[じかん]}時間{/r2}を\nちぢめることが　できるのだから\nタイムマシンも　つくれるかもな
stg6_rsh_c_33	カレーと　シチュー　どっちが　スキか？{[0100|fa000000]}\nなんて　とつぜん　おもってしまう\nボクは　ヘンかな・・・{[0004]}{[0101]}あ　ちなみに　カレーが　スキです{[0100|fa000000]}\nそういう　けつろんです
stg6_rsh_c_34	ばきゅーん！　ばきゅーん！{[0100|fa000000]}\nぼくは　ガンマンだぞ{[0100|fa000000]}\nほあんかんでも　まあオッケー{[0004]}ごくあく{r2[にん]}人{/r2}　ゴンザレス　はっけん！{[0100|fa000000]}\nたいじするぞー！{[0100|fa000000]}\nばきゅーん！　ばきゅーん！
stg6_rsh_c_35	{r2[きゃく]}客{/r2}は　みな　うかれているが\n{r2[たび]}旅{/r2}が　いい　おもいでばかりとは\nかぎらないんだぜ？{[0004]}{r2[きぶん]}気分{/r2}が　わるくなったり\nスリや　おき{r2[び]}引{/r2}きに　あったりと\nイヤなことも　たくさん　あるんだぜ
stg6_rsh_c_36	あーあ{[0100|fa000000]}\nしごとで　{r2[れっしゃ]}列車{/r2}に　ゆられて\n{r2[ながたび]}長旅{/r2}なんて　やってられないよ{[0004]}{[0101]}しんこんライフが　だいなしだ！{[0100|fa000000]}\nはやく　{r2[いえ]}家{/r2}に　かえりたい！{[0100|fa000000]}\nああ！　マイ・ラブリー・ワイフ！
stg6_rsh_c_37	{r2[たびさき]}旅先{/r2}で　じこを　おこすと\nまっているものが　かなしむぞ{[0100|fa000000]}\n{r2[かぞく]}家族{/r2}の　カオを　おもいだせ{[0004]}{r2[たびさき]}旅先{/r2}で　{r2[ひと]}人{/r2}を　キズつけたら\n{r2[いっしょう]}一生{/r2}　こうかいするぞ{[0100|fa000000]}\nその{r2[ひと]}人{/r2}の　{r2[かぞく]}家族{/r2}を　おもいうかべろ{[0004]}それでも　おまえは\n{r2[たび]}旅{/r2}を　すると　いうのか？{[0101]}
stg6_rsh_c_37_sel	{[010d|00000000ffffffff9600000028000000]}は　い\nいいえ
stg6_rsh_c_37_01	{r2[たび]}旅{/r2}は　いのちがけで　するものだ！
stg6_rsh_c_38	わたしは　きんべんな　わかもの{[0100|fa000000]}\nいま　ウエイトレスの　お{r2[ねえ]}姉{/r2}さんに\n{r2[こい]}恋{/r2}を　してしまいました・・・{[0004]}いったい　どうすれば　いいのだろう{[0100|fa000000]}\n{r2[こい]}恋{/r2}をしたとき　どうすれば　いいか\nがっこうで　おしえてくれなかったな・・・
stg6_rsh_c_39	いつまでも　のっていたい・・・{[0100|fa000000]}\nそう　おもえる　{r2[れっしゃ]}列車{/r2}の{r2[たび]}旅{/r2}に　したいな
stg6_rsh_c_40	あ～～　あ～{[0100|fa000000]}\nイヤに　なっちゃうな{[0004]}あ～～　あ～{[0100|fa000000]}\nしゅっちょうだ～{[0004]}つまと　{r2[むすめ]}娘{/r2}の　つめたい　しせん{[0100|fa000000]}\nされど　パパは　はたらくのです
stg6_rsh_c_41	つらいことや　かなしいことが\nあったとき{[0100|fa000000]}\n{r2[ひと]}人{/r2}は　とおくへ　{r2[い]}行{/r2}きたいと　おもう{[0004]}なぜだろうか？{[0100|fa000000]}\nそれは　のりものが　{r2[じかん]}時間{/r2}や\nきょりを　こえるからだと　おもう{[0004]}くるしい　いまを　かこに　するため\n{r2[ひと]}人{/r2}は　とおくを　めざすんだ{[0004]}{[0101]}へへ　どう？{[0100|fa000000]}\nこのセリフ　かっこいいでしょ？\nさっき　{r2[しょうせつ]}小説{/r2}で　よんだんだ
stg6_rsh_c_42	わしは　{r2[たび]}旅{/r2}の　たつじんなのじゃ{[0100|fa000000]}\n{r2[たび]}旅{/r2}が　より　たのしくなるような\n３つの　オキテを　しりたいか？{[0101]}
stg6_rsh_c_42_sel	{[010d|00000000ffffffff9600000028000000]}は　い\nいいえ
stg6_rsh_c_42_01	しからば・・・　ひとつ！{[0100|fa000000]}\nにちじょうは　おいていくべし！{[0100|fa000000]}\nおもに　けいたいでんわなどじゃ{[0004]}ふたつ！{[0100|fa000000]}\nいつもより　とおくを　{r2[み]}見{/r2}つめるべし{[0100|fa000000]}\nけしきを　ぞんぶんに　たのしむのじゃ{[0004]}みっつ！{[0100|fa000000]}\nゆうがた　５{r2[じ]}時{/r2}を　ねらうべし！{[0100|fa000000]}\nねびきの　おそうざいを　ゲットじゃ{[0004]}おっと　これは　{r2[きんじょ]}近所{/r2}の\nスーパーの　オキテじゃった{[0100|fa000000]}\nしつれい　しつれい{[0004]}{[0101]}まあ　こんなとこかの{[0100|fa000000]}\nこれで　{r2[たび]}旅{/r2}は　いちだんと\nたのしくなるじゃろう
stg6_rsh_c_42_02	それも　よかろう
stg6_rsh_c_42_03	まだ　{r2[たび]}旅{/r2}のオキテを\nききたいと　もうすか{[0100|fa000000]}\nそうじゃな・・・{[0004]}ひとつ！{[0100|fa000000]}\n{r2[ひとり]}１人{/r2}で　{r2[い]}行{/r2}くべし！{[0004]}{[0101]}ときには　{r2[ひとり]}１人{/r2}になって\n{r2[かぞく]}家族{/r2}や　ゆうじんの　たいせつさを\nかみしめるのじゃよ
stg6_rsh_c_43	ここの　りょうりは\nキノコばっかりだよ・・・{[0004]}キノコが　ニガテな　オレは{[0100|fa000000]}\nいったい　どうすりゃいいんだ・・・
stg6_rsh_c_44	{r2[れっしゃ]}列車{/r2}が　スキな{r2[ひと]}人{/r2}は\nマニアックに　{r2[み]}見{/r2}られがちだよな{[0100|fa000000]}\nオタクって　ヤツ？{[0004]}でも　べつに　いいじゃん{[0100|fa000000]}\nスキならさ{[0100|fa000000]}\n{r2[き]}気{/r2}にすること　ないじゃん
irai_22_00	おお　ムシュー{[0100|fa000000]}\nあなたが　いらいを　{r2[ひ]}引{/r2}きうけて\nくれたのデースね{[0004]}ほしい　しょくざいは\nつぎの　３つデース{[0004]}『おうごんはっぱ』\n『ふしぎなタマゴ』\n『トロピコマンゴー』{[0004]}しょくざいの　ありかなのデースが\nきいたことが　あるのデース{[0004]}『おうごんはっぱ』は\nオドロン{r2[じいん]}寺院{/r2}の　ドコカに・・・{[0004]}『ふしぎなタマゴ』は\n{r2[たいじゅ]}大樹{/r2}の　ドコカに・・・{[0004]}『トロピコマンゴー』は\nトロピコアイランドの　ドコカに・・・{[0004]}どれも　いこく{r2[ふうみ]}風味{/r2}タップリで\nワタクシの　とくいな　キノコりょうりに\nぜひ　{r2[つか]}使{/r2}いたいのデース
irai_22_01	おお　ムシュー{[0100|fa000000]}\nあなたが　いらいを　{r2[ひ]}引{/r2}きうけて\nくれたのデースね{[0004]}ほしい　しょくざいは\nつぎの　３つデース{[0004]}『おうごんはっぱ』\n『ふしぎなタマゴ』\n『トロピコマンゴー』{[0004]}どれも　いこく{r2[ふうみ]}風味{/r2}タップリで\nワタクシの　とくいな　キノコりょうりに\nぜひ　{r2[つか]}使{/r2}いたいのデース{[0004]}さっそく　とどけてくれたのデースか？
irai_22_02	ほしい　しょくざいは\nつぎの　３つデース{[0004]}『おうごんはっぱ』\n『ふしぎなタマゴ』\n『トロピコマンゴー』{[0004]}しょくざいの　ありかなのデースが\nきいたことが　あるのデース{[0004]}『おうごんはっぱ』は\nオドロン{r2[じいん]}寺院{/r2}の　ドコカに・・・{[0004]}『ふしぎなタマゴ』は\n{r2[たいじゅ]}大樹{/r2}の　ドコカに・・・{[0004]}『トロピコマンゴー』は\nトロピコアイランドの　ドコカに・・・{[0004]}どれも　いこく{r2[ふうみ]}風味{/r2}タップリで\nワタクシの　とくいな　キノコりょうりに\nぜひ　{r2[つか]}使{/r2}いたいのデース
irai_22_03	まだ　とどけてもらっていない　しょくざいは\n『{[030e|0000000000000000]}』と\n『{[030e|0100000000000000]}』デース{[0004]}しょくざいの　ありかなのデースが\nきいたことが　あるのデース{[0004]}『{[030e|0000000000000000]}』は\n{[030e|0200000000000000]}の　ドコカに・・・{[0004]}『{[030e|0100000000000000]}』は\n{[030e|0300000000000000]}の　ドコカに・・・{[0004]}どれも　いこく{r2[ふうみ]}風味{/r2}タップリで\nワタクシの　とくいな　キノコりょうりに\nぜひ　{r2[つか]}使{/r2}いたいのデース
irai_22_06	まだ　とどけてもらっていない　しょくざいは\n『{[030e|0000000000000000]}』だけデース{[0004]}しょくざいの　ありかなのデースが\nきいたことが　あるのデース{[0004]}『{[030e|0000000000000000]}』は\n{[030e|0100000000000000]}の　ドコカに・・・{[0004]}いこく{r2[ふうみ]}風味{/r2}タップリで\nワタクシの　とくいな　キノコりょうりに\nぜひ　{r2[つか]}使{/r2}いたいのデース
irai_22_09	ほしい　しょくざいは\nつぎの　３つデース{[0004]}『おうごんはっぱ』\n『ふしぎなタマゴ』\n『トロピコマンゴー』{[0004]}とどけてくれたのデースか？
irai_22_14	まだ　とどけてもらっていない　しょくざいは\n『{[030e|0000000000000000]}』と\n『{[030e|0100000000000000]}』デース{[0004]}とどけてくれたのデースか？
irai_22_15	まだ　とどけてもらっていない　しょくざいは\n『{[030e|0000000000000000]}』だけデース{[0004]}とどけてくれたのデースか？
irai_22_10	ゴールドに　かがやく　しんぴのリーフ！{[0100|fa000000]}\nこれは　まさしく『おうごんはっぱ』\nたしかに　うけとりまシタ
irai_22_11	キレイに　まんまる　ときめくエッグ！{[0100|fa000000]}\nこれは　まさしく『ふしぎなタマゴ』\nたしかに　うけとりまシタ
irai_22_12	カラフルな　つゆだくフルーツ！{[0100|fa000000]}\nこれは　まさしく『トロピコマンゴー』\nたしかに　うけとりまシタ
irai_22_13	これで　すべての　しょくざいを\nうけとりまシタ{[0004]}どれも　ワタクシの　コックだましいを\nふるいたたせるものばかりデース{[0004]}ドーモ　ありがとうムシュー{[0100|fa000000]}\nこれは　ほうしゅうデース
stg6_rsh_06	{[0101]}ようこそ　リッチリッチエクスプレスへ！{[0100|fa000000]}\n{r2[とう]}当{/r2}{r2[れっしゃ]}列車{/r2}の　しゃしょうでございます{[0004]}{[0101]}お{r2[きゃく]}客{/r2}さまは　たしか・・・{[0100|fa000000]}\n５{r2[ごうしつ]}号室{/r2}の　マリオさんですね？{[0110]}{[0100|f4010000]}\x0f\x01\x10\nごゆっくりと　おくつろぎください{[0004]}なお　この{r2[さき]}先{/r2}は　かもつ{r2[しつ]}室{/r2}に　なっており\nお{r2[きゃく]}客{/r2}さまの　たち{r2[い]}入{/r2}りは\nごえんりょいただいております
stg6_rsh_06_01	え・・・？{[0100|fa000000]}\nキョウハクジョウですって！？{[0004]}わ　わかりました！{[0100|fa000000]}\nごれんらくいただき　ありがとうございます{[0004]}{[0101]}マリオさんも　お{r2[き]}気{/r2}をつけて\nお{r2[へや]}部屋{/r2}に　おもどりください！
stg6_rsh_08	この{r2[さき]}先{/r2}は　かもつ{r2[しつ]}室{/r2}に　なっております{[0100|fa000000]}\nお{r2[きゃく]}客{/r2}さまの　たち{r2[い]}入{/r2}りは\nごえんりょいただいております
stg6_rsh_14	{r2[うち]}家{/r2}に　かえるところなのです{[0100|fa000000]}\nずいぶん　{r2[なが]}長{/r2}く　かえっていないので\n{r2[うち]}家{/r2}が　なつかしいですな
stg6_rsh_15	おお　キミは　たしか\nとうぎ{r2[じょう]}場{/r2}の　チャンピオン{[0100|fa000000]}\nグレート・ゴンザレスくんじゃないか{[0004]}キミも　ピカリーヒルズへ　{r2[い]}行{/r2}くのかね？{[0100|fa000000]}\nあそこは　まさに　チャンピオンに\nふさわしい{r2[ばしょ]}場所{/r2}だよ
