0.msbt
ActionScore_AvoidKouraB	躲避刺刺龟壳！
item00197	瓦力欧Mii服装
item00198	罗莎塔Mii服装
item00199	酷霸王Mii服装
item00200	森喜刚Mii服装
item00201	浅蓝色嘿呵（探险家）
item00202	耀西（金色蛋蛋）
item00203	拉里（冬季）
item00204	吞食花老大
item00205	花毛毛
item00206	森喜刚（战士）
item00207	波奇
item00208	企鹅马力欧
item00209	吞食花老大（金色）
item00210	宝琳（西部牛仔）
item00211	狐狸路易吉
item00212	猫咪路易吉
item00213	圣诞Mii服装
item00214	害羞幽灵王Mii服装
item00215	驯鹿Mii服装
item00216	马力欧（高尔夫）
item00217	宏伟狮吼Mii服装
item00218	糕点师Mii服装
item00219	路易吉（高尔夫）
item00220	金色Mii服装
item00221	银色Mii服装
item00222	铜色Mii服装
item00225	冰淇淋Mii服装
item00226	马力欧（国王）
item00227	蓝海豚Mii服装
item00228	炸弹王Mii服装
item00229	泡泡鱼Mii服装
item00230	汪汪Mii服装
item00231	凯瑟琳Mii服装
item00232	猫咪Mii服装
item00233	哞哞Mii服装
item00234	偷天兔Mii服装
item00235	？砖块Mii服装
item00236	加邦Mii服装
item00237	堡垒Mii服装
item00238	吞食花老大Mii服装
item00239	铁锤兄弟Mii服装
item00240	花毛毛Mii服装
item00241	飞行瓢瓢Mii服装
item00248	粉红色嘿呵（忍者）
item00243	碎碎龟Mii服装
item00244	扳手仔Mii服装
item00245	刺球丸子Mii服装
item00246	枯骨酷霸王Mii服装
item00247	奇诺比珂Mii服装
item00249	吞食花Mii服装
item00250	鱼骨头Mii服装
item00251	鱿鱿Mii服装
item00252	瓦路易吉Mii服装
item00253	栗宝宝Mii服装
item00254	菊花公主Mii服装
item00256	奇诺比奥（游客）
item00257	酷霸王小丑飞船Mii服装
item00258	黄鼹鼠Mii服装
item00259	拉里Mii服装
item00260	洛伊Mii服装
item00261	温缇Mii服装
item00262	洛德威格Mii服装
item00263	雷米Mii服装
item00264	伊吉Mii服装
item00265	黄色Mii服装
item00266	黑色Mii服装
item00267	蓝色Mii服装
item00268	棕色Mii服装
item00269	绿色Mii服装
item00270	浅蓝色Mii服装
item00271	黄绿色Mii服装
item00272	橙色Mii服装
item00273	粉红色Mii服装
item00274	紫色Mii服装
item00275	白色Mii服装
item00276	莫顿Mii服装
item00278	黄色嘿呵（探险家）
item00279	花毛毛（金色）
item30001	超级滑翔翼
item30010	啪沙啪沙滑翔翼
item30015	纸飞机
item30017	花朵滑翔翼
item30019	云朵气球
item30020	降落伞
item30021	滑翔伞
item30024	桃花阳伞
item30029	黄金滑翔翼
item30054	粉金色纸飞机
item30061	香蕉皮滑翔伞
item30062	炸弹兵滑翔伞
item30063	炮弹刺客降落伞
item30069	瓦力欧滑翔翼
item30074	紫色油纸伞
item30075	油纸伞
item30076	大风筝
item30079	蘑菇滑翔翼
item30080	活塞滑翔翼
item30082	水滴滑翔翼
item30083	BBIA滑翔伞
item30084	吞食花滑翔伞
item30087	龟壳降落伞
item30088	皇家降落伞
item30090	角色纸飞机
item30092	刺毛怪大风筝
item30097	枯骨酷霸王油纸伞
item30098	洛伊油纸伞
item30099	闪电油纸伞
item30108	雨云气球
item30109	暴风雪气球
item30110	晚霞气球
item30111	松鹤宝宝花札
item30112	樱花桃花公主花札
item30113	菖蒲鱿鱿花札
item30114	梅蛋花札
item30116	紫藤木桶花札
item30117	牡丹马力欧花札
item30123	芒草害羞幽灵花札
item30124	秋菊吞食花花札
item30126	枫叶栗宝宝花札
item30129	柳树马力欧花札
item30131	梧桐酷霸王花札
item30133	胡枝子炮弹刺客花札
item30139	香蕉可丽饼滑翔翼
item30140	草莓可丽饼滑翔翼
item30141	啪沙翅膀
item30142	飞行翅膀
item30143	天际计程车
item30145	滑翔之星
item30146	黄金啪沙啪沙蝙蝠
item30147	祖母绿花朵
item30148	非洲菊花朵
item30150	三色滑翔翼
item30151	滑翔虹星
item30152	滑翔银星
item30155	雏菊花朵
item30156	蝴蝶翅膀
item30159	晚霞蝴蝶
item30161	七彩凤蝶
item30163	香蕉飞行小翼
item30164	鱿鱿飞行小翼
item30167	流星气球
item30168	隐形滑翔机
item30170	金色纸鹤
item30171	纸鹤
item30172	瓦路易吉滑翔翼
item30174	丝带滑翔翼
item30177	礼物盒
item30179	新年2020
item30180	贺年滑翔翼
item30181	甜点盒
item30183	春风纸鹤
item30184	联盟滑翔伞
item30185	金色流星
item30186	粉金色流星
item30188	巧克力甜圈
item30190	草莓甜圈
item30192	心型气球
item30193	烟火降落伞
item30194	闪耀阳伞
item30196	宏伟风帆
item30199	皇家同花顺
item30200	金色心型
item30201	琪琪滑翔伞
item30202	雪花阳伞
item30203	黑色风帆
item30204	行星滑翔翼
item30205	格子丝带
item30207	飞龙翅膀
item30208	滑翔奇星
item30209	？砖块
item30211	8-bit跳跃马力欧
item30212	8-bit跳跃路易吉
item30214	黑色肉球
item30215	奶油肉球
item30216	肉球气球
item30222	安全第一滑翔翼
item30224	蛋壳滑翔翼
item30225	复活节蛋
item30229	船舵
item30239	热带滑翔翼
item30241	8-bit星星
item30245	8-bit砖块
item30247	8-bit超级滑翔翼
item30248	8-bit火之花
item30250	路易吉帽子气球
item30251	马力欧帽子气球
item30255	滑空魔鬼鱼
item30257	银色铃铛
item30259	马力欧胡子滑翔翼
item30261	祭典翅膀
item30262	浴衣丝带
item30265	藏宝图
item30267	8-bit超级蘑菇
item30269	古董书
item30271	路易吉胡子滑翔翼
item30273	瓦路易吉胡子滑翔翼
item30275	瓦力欧胡子滑翔翼
item30276	偷天兔油纸伞
item30277	偷天兔降落伞
item30278	金色滑翔机
item30281	超级马力欧卡丁车滑翔翼
item30284	泡泡鱼面具
item30286	折纸武士头盔
item30287	蜘蛛滑翔翼
item30288	8-bit 1UP蘑菇
item30289	魔法阳伞
item30290	金色折纸武士头盔
item30298	飞行企鹅
item30299	8-bit炮弹刺客
item30300	8-bit栗宝宝
item30301	夜樱折纸武士头盔
item30303	白浪折纸武士头盔
item30304	黄金飞行企鹅
item30306	圣洁铃铛
item30308	黄油蝴蝶脆饼
item30310	新年2021
item30312	黄金翅膀
item30313	吸血鬼翅膀
item30316	梦幻滑翔翼
item30318	滑翔测距仪
item30320	金色贺年滑翔翼
item30321	金色魔鬼鱼
item30322	银色魔鬼鱼
item30323	巧克力蝴蝶脆饼
item30324	金色飞行翅膀
item30325	彩虹飞行翅膀
item30327	鼯鼠滑翔术
item30330	三花滑翔伞
item30331	猫咪滑翔伞
item30332	玫瑰阳伞
item30333	黑猫滑翔伞
item30336	冰雪结晶
item30337	水珠魔鬼鱼
item30338	复活节气球
item30339	复活节丝带
item30341	冲浪大师
item30343	银色冲浪大师
item30344	海浪风帆
item30347	粉红之星风帆
item30348	蓝海豚风帆
item30351	行星丝带
item30354	金色头冠
item30355	闪亮头冠
item30356	极光气球
item30358	主场棒球场
item30360	薄荷&莓果冰淇淋
item30363	绿色双叶
item30365	飞行画架
item30366	黄金棒球场
item30372	香草&巧克力冰淇淋
item30373	金色巧克力冰淇淋
item30376	香蕉&哈密瓜冰淇淋
item30377	马力欧兄弟滑翔伞
item30378	晴天冲浪大师
item30381	恐怖&万圣节冰淇淋
item30383	狸猫滑翔伞
item30385	金色蜡烛
item30386	银色蜡烛
item30387	烛光崇拜
item30390	秋日落叶
item30391	金色狸猫滑翔伞
item30398	吞食花气球
item30399	彩绘之星
item30400	蜡烛蛋糕
item30401	害羞幽灵面具
item30403	新年2022
item30404	金色吞食花气球
item30406	金色肉球
item30408	路易吉滑翔伞
item30409	金色害羞幽灵面具
item30412	双翼
item30414	天使石榴石
item30420	天使钻石
item30424	放大镜
item30431	恶魔黄玉
item30436	金色蛋壳滑翔翼
item30439	红色棋盘格纹
item30445	绿色棋盘格纹
item30449	粉红色棋盘格纹
item30455	金色棋盘格纹
item30459	纳凉翅膀
item30460	银色圣洁铃铛
item30461	金色马力欧帽子气球
item30462	金色气球
item30463	熔岩流星
item30464	三花肉球
item30465	火焰魔鬼鱼
item30467	郁金香花饰
item30468	秘传滑翔术
item30469	金色郁金香
item30475	粉红色放大镜
item30476	路易吉银胡子滑翔翼
item30480	金色铃铛
item30481	彩虹铃铛
item30482	滑翔黑星
item30484	耀西饼干滑翔翼
item30485	彩虹计程车
item30487	马力欧冰胡子滑翔翼
item30492	绿猫滑翔伞
item30494	酥脆三明治
item30496	亚洲风雨伞
item30498	热带气球
item30501	金色亚洲风雨伞
item30503	水母降落伞
item30507	红色纹章
item30508	绿色纹章
item30511	特殊花朵滑翔翼
item30515	花毛毛降落伞
item30521	金色高尔夫帽M滑翔翼
item30522	高尔夫帽L滑翔翼
item30523	高尔夫帽M滑翔翼
item30531	新年2023
item30532	金色8-bit滑翔翼
item30533	金色建筑工头盔气球
item30534	建筑工头盔气球
item30536	泡泡气球
item40002	马力欧气球
item40003	桃花公主气球
item40004	气球
item40005	星星形状气球
item40007	爱心形状气球
item40008	害羞幽灵形状气球
item40009	鱿鱿形状气球
item40010	菊花公主气球
item40011	酷霸王气球
item40012	路易吉气球
item40013	罗莎塔气球
item40014	迪迪刚气球
item40015	森喜刚气球
item40016	卡美克气球
item40017	奇诺比奥气球
item40018	酷霸王Jr.气球
item40019	瓦路易吉气球
item40020	瓦力欧气球
item40021	耀西气球
item40022	炸弹兵气球
item40023	黄鼹鼠气球
item40024	鱿鱿气球
item40025	嘿呵气球
item40026	球盖姆气球
item40027	碎碎龟气球
item40028	栗宝宝气球
item40029	钢盔龟气球
item40030	慢慢龟气球
item40031	飞行龟气球
item40032	泡泡鱼气球
item40033	害羞幽灵气球
item40034	刺刺龟气球
item40035	1UP蘑菇气球
item40036	香蕉皮气球
item40037	金币气球
item40038	耀西蛋气球
item40039	火之花气球
item40040	？砖块气球
item40041	炮弹刺客气球
item40042	超级蘑菇气球
item40043	绿龟壳气球
item40044	吞食花气球
item40045	红龟壳气球
item40046	无敌星气球
item40047	汪汪气球
item40048	伊吉气球
item40049	拉里气球
item40050	雷米气球
item40051	洛德威格气球
item40052	莫顿气球
item40053	洛伊气球
item40054	温缇气球
item40055	云朵形状气球
item40056	杰克南瓜灯形状气球
item70009_10082_20031	香蕉越野车
item70011_10078_20008	B冲刺
item70013_10115_20051	音爆恶魔
item70015_10061_20040	生日女孩
item70016_10157_20038	火箭胡萝卜
item70017_10118_20178	古典猫车
item70019_10083_20034	小黄瓜
item70020_10084_20008	子弹鸭
item70237_10147_20183	彩虹管架越野车
item70419_10138_20204	鹰眼
item70023_10062_20040	蛋蛋1号
item70024_10124_20050	幻想曲
item70027_10081_20036	G力量
item70028_10064_20043	Ｈ{size[4b00]}2{size[6400]}Ｏ
item70029_10086_20043	喷射苏打
item70030_10165_20070	江户子
item70032_10079_20003	酷霸王小丑飞船
item70035_10092_20036	酷霸王飞船
item70037_10093_20040	大炮弹刺客卡丁车
item70038_10120_20008	蘑菇
item70039_10067_20003	鬼怪吸尘器
item70040_10128_20003	举世无双
item70041_10163_20050	公主马车
item70043_10087_20003	飞行瓢瓢
item70048_10013_20008	管架车
item70051_10148_20032	管架越野车
item70052_10035_20003	运动鞋卡丁车
item70053_10069_20043	超级泡泡鱼
item70054_10088_20003	超级之星
item70057_10113_20044	黄金卡丁车
item70058_10090_20034	木桶嘟嘟
item70060_10131_20003	兜风小子
item70061_10075_20038	疾速1号
item70062_10070_20035	恶魔帝王
item70064_10164_20155	怦怦甲壳虫
item70065_10071_20066	耀西疾速
item70421_10144_20320	火焰鹰眼
item70074_10066_20003	天蓝7号
item70077_10129_20034	火焰热浪
item70081_10154_20066	慢慢龟冲刺
item70082_10134_20066	飞行龟翅膀
item70085_10068_20008	超级鱿鱿
item70092_10169_20035	黄色计程车
item70094_10137_20008	歌舞伎冲刺
item70096_10089_20031	狸猫越野车
item70097_10175_20025	狂野之星
item70098_10065_20028	音速女王
item70099_10230_20039	恶作剧之星
item70100_10222_20003	道路画家
item70101_10161_20066	凯瑟琳疾速
item70104_10173_20003	双层巴士
item70105_10179_20045	雪橇车
item70106_10215_20075	钢铁潜艇
item70107_10209_20066	噗噗车
item70108_10210_20083	柠檬茶杯车
item70109_10240_20087	粉彩马卡龙
item70110_10224_20003	流线飞驰
item70113_10285_20047	金色泡泡鱼
item70116_10085_20049	DK巨型
item70117_10094_20040	大追踪炮弹
item70118_10116_20008	黑色B冲刺
item70119_10292_20047	黄金鱿鱿
item70120_10074_20038	疾速黑色
item70121_10294_20050	DK典雅
item70122_10267_20003	蓝色飞行瓢瓢
item70123_10244_20043	黑色女王
item70124_10245_20039	黑暗小丑飞船
item70125_10257_20092	灰色飞船
item70127_10305_20034	蓝调恶魔
item70128_10289_20034	幻影灵柩
item70129_10295_20095	黄金嘟嘟
item70130_10246_20070	白色举世无双
item70131_10059_20040	生日罗莎塔
item70132_10182_20110	黑色耀西疾速
item70133_10183_20066	蓝色耀西疾速
item70134_10184_20066	浅蓝色耀西疾速
item70135_10185_20066	橙色耀西疾速
item70136_10186_20066	粉红色耀西疾速
item70137_10187_20066	红色耀西疾速
item70138_10188_20051	白色耀西疾速
item70139_10189_20066	黄色耀西疾速
item70141_10123_20061	粉红色蘑菇
item70143_10159_20039	小萝卜火箭
item70144_10158_20098	白萝卜火箭
item70145_10266_20036	红色G力量
item70146_10193_20043	超级追踪泡泡鱼
item70147_10314_20037	圣诞蘑菇
item70148_10315_20028	狂野联盟
item70150_10232_20142	喷印流线
item70151_10233_20003	红色流线
item70152_10323_20164	超级热浪
item70155_10326_20028	狮虎热浪
item70157_10322_20237	圣诞游轮
item70158_10313_20042	圣诞女孩
item70159_10077_20028	红色B冲刺
item70160_10329_20035	白金计程车
item70161_10328_20074	鲜艳恶魔帝王
item70162_10149_20097	黑色歌舞伎冲刺
item70163_10316_20097	黑色狂野之星
item70165_10318_20003	黄金狂野之星
item70167_10320_20177	粉红色狂野之星
item70169_10290_20100	金色蛋蛋
item70171_10307_20049	叮当苹果
item70172_10330_20092	白马王子
item70173_10143_20003	绿色小子
item70176_10238_20085	巧克力马卡龙
item70178_10080_20101	P翅膀
item70179_10195_20110	黑色凯瑟琳疾速
item70180_10196_20066	蓝色凯瑟琳疾速
item70181_10197_20066	绿色凯瑟琳疾速
item70182_10198_20066	浅蓝色凯瑟琳疾速
item70183_10199_20066	橙色凯瑟琳疾速
item70184_10200_20066	红色凯瑟琳疾速
item70185_10201_20051	白色凯瑟琳疾速
item70186_10202_20066	黄色凯瑟琳疾速
item70187_10335_20032	白雪鬼怪吸尘器
item70188_10339_20003	机动雪橇
item70189_10340_20101	极光特快
item70192_10333_20104	青苹果
item70193_10334_20141	毒苹果
item70194_10348_20101	鲜红一号
item70197_10346_20044	金色机动雪橇
item70198_10300_20272	蜻蜓
item70199_10308_20274	萤火虫
item70200_10354_20133	味增小黄瓜
item70201_10338_20043	复活节兔兔
item70202_10370_20126	强力推土机
item70203_10377_20041	鲤鱼旗
item70204_10272_20089	哐当哐当矿车
item70205_10353_20053	玫瑰女王
item70206_10091_20151	生日菊花公主
item70207_10383_20148	香蕉大师
item70208_10162_20033	丛林货运
item70209_10280_20099	金色丛林货运
item70210_10262_20031	生存越野车
item70211_10281_20183	丛林装载
item70215_10355_20074	梦幻蛋蛋
item70219_10374_20070	奢华幻想曲
item70222_10379_20157	甜点幻想曲
item70224_10297_20142	粉红色翅膀
item70226_10399_20035	幸福老爷车
item70227_10380_20034	红色计程车
item70228_10388_20154	呼吸管泡泡鱼
item70229_10394_20153	金色呼吸管泡泡鱼
item70230_10275_20128	蓝色苏打
item70234_10235_20091	叩咚叩咚矿车
item70235_10273_20090	金色矿车
item70236_10360_20126	黑暗越野车
item70239_10312_20230	黄色生存越野车
item70240_10156_20062	王者酷霸王
item70241_10227_20043	沙漠跑车
item70243_10418_20149	DK极限
item70244_10170_20075	大白鲨
item70245_10344_20075	海盗大白鲨
item70246_10376_20047	金色大炮弹刺客
item70247_10406_20094	棕色生存越野车
item70248_10416_20048	银色大炮弹刺客
item70249_10342_20161	8-bit管架车
item70250_10057_20047	黄金管架车
item70251_10405_20041	祭典女孩
item70252_10362_20067	冲浪轻型车
item70254_10423_20148	椰子1号
item70255_10424_20043	凤梨1号
item70256_10381_20035	宏伟热浪
item70257_10359_20144	头号汉堡
item70259_10076_20038	疾速绿色
item70260_10256_20062	王者黑色
item70261_10429_20050	叮当南瓜
item70262_10439_20166	黑色南瓜
item70263_10409_20097	蜘蛛冲刺
item70265_10417_20162	紫色推土机
item70266_10425_20094	黑色推土机
item70267_10192_20158	黄昏彩云
item70268_10107_20003	标准型8红色
item70269_10100_20003	标准型8绿色
item70270_10446_20170	王者白雪尖牙
item70271_10471_20174	电光飞行龟翅膀
item70272_10411_20034	香肠卡丁车
item70273_10428_20245	白色香肠卡丁车
item70274_10469_20176	钢铁小黄瓜
item70275_10397_20154	跑跑企鹅
item70276_10485_20175	玫瑰计程车
item70277_10496_20043	快快企鹅
item70278_10483_20180	极地跑车
item70279_10414_20164	B冲刺Mk.2
item70280_10395_20003	橙色流线
item70282_10479_20182	闪电流线
item70284_10412_20158	紫色兔兔
item70285_10365_20047	金色兔兔
item70286_10448_20003	青蛙丸
item70287_10478_20097	赤蛙丸
item70288_10477_20044	金蛙丸
item70289_10494_20179	樱花江户子
item70290_10501_20105	黄金江户子
item70291_10247_20045	蓝色举世无双
item70292_10445_20075	喷射游轮
item70294_10518_20181	粉红色推土机
item70295_10512_20184	浪漫恶魔
item70296_10242_20081	青柠茶杯车
item70297_10555_20189	晴天冲浪轻型车
item70298_10500_20098	第一棒
item70299_10508_20097	第四棒
item70300_10503_20044	金色强打者
item70302_10561_20191	暗蛙丸
item70303_10562_20195	冰冻推土机
item70304_10421_20172	机器卡美克扫帚
item70305_10474_20196	王者银色
item70306_10492_20197	绿色双层巴士
item70309_10463_20044	金色双层巴士
item70310_10253_20097	古典黑猫车
item70311_10254_20132	古典奶油猫车
item70312_10440_20212	B冲刺Mk.2奶油
item70313_10441_20209	B冲刺Mk.2绿色
item70315_10443_20210	B冲刺Mk.2红色
item70316_10542_20206	B冲刺Mk.2粉红色
item70317_10572_20201	B冲刺Mk.2黑色
item70318_10573_20207	B冲刺Mk.2金属
item70319_10574_20213	B冲刺Mk.2天空
item70320_10575_20211	B冲刺Mk.2经典
item70321_10569_20218	黑色吸血鬼
item70322_10586_20104	黄金叮当南瓜
item70323_10587_20317	金色南瓜
item70324_10588_20227	红色蜘蛛冲刺
item70325_10236_20231	红色沙漠跑车
item70326_10403_20182	鱿鱿穿梭机
item70328_10519_20031	星际探测车
item70329_10523_20099	金色星际探测车
item70331_10510_20237	圣诞飞船
item70332_10487_20236	圣诞小丑飞船
item70333_10493_20238	白色机动雪橇
item70334_10603_20239	冰雪翅膀
item70335_10601_20180	叮当雪橇车
item70336_10610_20241	虎纹恶魔帝王
item70337_10600_20242	古典灰猫车
item70338_10468_20240	超级之星2022
item70339_10498_20244	宏伟狮吼
item70340_10539_20243	点唱机越野车
item70341_10621_20245	生香蕉越野车
item70342_10590_20247	丘比特之箭
item70343_10502_20248	狂野强打者
item70344_10612_20028	螺旋桨汽车
item70347_10604_20249	岩浆扫帚
item70348_10605_20250	星星扫帚
item70352_10436_20161	黄色8-bit管架车
item70354_10401_20097	凯歌号
item70355_10533_20248	轰天号
item70356_10540_20044	黄金号
item70357_10541_20026	白银号
item70358_10626_20251	樱花丸
item70360_10613_20276	郁金香花园
item70361_10260_20198	白色恶魔大王
item70362_10616_20280	医生胶囊
item70363_10674_20281	蓝绿色胶囊
item70364_10675_20282	粉红色胶囊
item70365_10676_20283	黄绿色胶囊
item70366_10689_20284	古典绿猫车
item70368_10218_20285	粉红色噗噗车
item70370_10458_20044	金色小子
item70371_10514_20286	鲜奶油甜点
item70372_10679_20287	嘟嘟越野摩托
item70373_10546_20288	热带卡车
item70376_10454_20047	金色子弹鸭
item70378_10654_20294	花朵水管
item70379_10677_20293	幻影水管
item70380_10681_20295	黄金水管
item70383_10664_20298	珊瑚色游轮
item70384_10655_20297	西瓜车
item70385_10703_20240	花朵恶魔
item70386_10585_20173	冰淇淋车
item70387_10595_20232	巧克力香蕉冰淇淋车
item70391_10551_20186	薄荷巧克力霜淇淋
item70392_10552_20188	草莓霜淇淋
item70394_10549_20107	金色霜淇淋
item70396_10684_20301	黑色噗噗车
item70398_10690_20110	金色噗噗车
item70399_10671_20299	红色生存越野车
item70402_10602_20291	哞哞生存越野车
item70403_10597_20300	黑色沙漠跑车
item70404_10680_20174	彩虹计程车
item70405_10547_20176	银色装甲
item70406_10566_20304	黑色装甲
item70407_10567_20303	金色装甲
item70408_10625_20035	黑色出租老爷车
item70411_10287_20313	绿色飞速
item70412_10351_20316	火焰飞速
item70413_10350_20321	粉红色飞速
item70415_10363_20314	蓝色飞速
item70417_10486_20315	假日飞速
item70418_10701_20319	红色吸血鬼
item70420_10140_20214	金色鹰眼
item70422_10271_20288	鬼怪狸猫越野车
item70423_10392_20178	粉红色运动鞋卡丁车
item70424_10034_20096	黑色运动鞋卡丁车
item70425_10259_20108	金色恶魔帝王
item70426_10464_20044	金色叮当雪橇车
item70427_10667_20097	黑色叮当雪橇车
item70428_10390_20318	七彩甲壳虫
item70429_10536_20214	金色鲜奶油
item70430_10531_20042	咕嘟咕嘟炖锅
item70431_10598_20265	蓝色蜘蛛冲刺
item70432_10648_20146	金色胶囊
item70433_10516_20148	咚镗太鼓
item70435_10426_20327	复活节女孩
item70436_10693_20177	粉樱之星
item70437_10592_20040	巨型班机
item70438_10673_20277	银色花园
item70440_10462_20044	金色画家
item70441_10432_20176	奶油色经典老车
item70443_10476_20175	铜色小黄瓜
item70444_10385_20109	金色大白鲨
item70445_10291_20092	碎碎龟冲刺
item70446_10727_20312	金色8-bit管架车
item70447_10726_20311	卡鲁鸭1号
item70448_10628_20257	红色特快
item70449_10639_20257	粉红色特快
item70450_10635_20257	绿色特快
item70453_10645_20259	金色特快
item70454_10619_20240	金色丘比特之箭
item70455_10620_20243	银色丘比特之箭
item70456_10723_20264	瓦路易吉越野车Mk.2
item70457_10725_20149	汪汪战车
item70458_10450_20050	西部牛仔货车
item70459_10692_20325	鱼骨头卡丁车
item70460_10708_20047	金色鱼骨头卡丁车
item70461_10696_20050	西部牛仔花车
item70462_10719_20310	花毛毛1号
item70463_10548_20154	黄色探索者
item70464_10665_20326	蓝色探索者
item70465_10457_20109	金色潜艇
item70466_10721_20323	蓝海豚浮艇
item70468_10716_20302	紫色叭叭车
item70469_10452_20322	火焰子弹鸭
item70470_10705_20042	花毛毛越野车
item70471_10713_20308	国王王冠
item70472_10717_20307	金色国王王冠
item70473_10465_20047	金色B冲刺
item80000	尊享挑战
item80000_detail	完成题目\r\n来获得礼物！
item90001	金币
item90001_detail	在比赛、对战或金币冲冲冲中收集，\r\n然后在商店中使用吧！
item90002	红宝石
item90002_detail	用于在商店中购物，\r\n或游玩金币冲冲冲。
item90003	红宝石
