0.msbt
ActionScore_AvoidKouraB	Spiny Shell dodged!
skillholder_0345_N_name	Mega Mushroom Plus
skillholder_0345_R_description	Further increases your chances\r\nof getting a Mega Mushroom.\r\nUsing one gets you more points.
skillholder_0345_R_name	Mega Mushroom Plus
skillholder_0345_UR_description	Greatly increases your chances\r\nof getting a Mega Mushroom.\r\nUsing one gets you more points.
skillholder_0345_UR_name	Mega Mushroom Plus
skillholder_0346_N_description	Increases your chances of\r\ngetting a Super Horn. Using\r\none will get you more points.
skillholder_0346_N_name	Super Horn Plus
skillholder_0346_R_description	Further increases your chances\r\nof getting a Super Horn. Using\r\none will get you more points.
skillholder_0346_R_name	Super Horn Plus
skillholder_0346_UR_description	Greatly increases your chances\r\nof getting a Super Horn. Using\r\none will get you more points.
skillholder_0346_UR_name	Super Horn Plus
skillholder_0357__levelup_description_level0004	You'll get two extra hammers to\r\nthrow, widening the strike zone.
skillholder_0357__levelup_description_level0005	You'll get two extra hammers to\r\nthrow, widening the strike zone.
skillholder_0357__levelup_description_level0007	You'll get two extra hammers to\r\nthrow, widening the strike zone.
skillholder_0357_description	Throws multiple Hammers in an\r\narc aimed at karts in front of\r\nyours.
skillholder_0357_description_level0001	Throws multiple Hammers in an\r\narc aimed at karts in front of\r\nyours.
skillholder_0357_description_level0004	You'll get two extra hammers to\r\nthrow, widening the strike zone.
skillholder_0357_description_level0005	You'll get two extra hammers to\r\nthrow, widening the strike zone.
skillholder_0357_description_level0007	You'll get two extra hammers to\r\nthrow, widening the strike zone.
skillholder_0357_name	Hammer
skillholder_0357_name_level0001	Hammer
skillholder_0357_name_level0004	Hammer+
skillholder_0357_name_level0005	Hammer+
skillholder_0357_name_level0007	Hammer+
skillholder_0358__levelup_description_level0004	Boosts your chances to get\r\nTriple Mushrooms, and extends\r\nthe dash time by a little.
skillholder_0358__levelup_description_level0005	Boosts your chances to get\r\nTriple Mushrooms, and extends\r\nthe dash time by a little.
skillholder_0358__levelup_description_level0007	Boosts your chances to get\r\nTriple Mushrooms, and extends\r\nthe dash time by a little.
skillholder_0358_description	Gives you three Mushrooms to\r\nuse in one go for a long-lasting\r\nboost.
skillholder_0358_description_level0001	Gives you three Mushrooms to\r\nuse in one go for a long-lasting\r\nboost.
skillholder_0358_description_level0004	Increases your chances to get\r\nTriple Mushrooms and extends\r\nthe dash time by a little.
skillholder_0358_description_level0005	Increases your chances to get\r\nTriple Mushrooms and extends\r\nthe dash time by a little.
skillholder_0358_description_level0007	Increases your chances to get\r\nTriple Mushrooms and extends\r\nthe dash time by a little.
skillholder_0358_name	Triple Mushrooms
skillholder_0358_name_level0001	Triple Mushrooms
skillholder_0358_name_level0004	Triple Mushrooms+
skillholder_0358_name_level0005	Triple Mushrooms+
skillholder_0358_name_level0007	Triple Mushrooms+
skillholder_0359__levelup_description_level0004	Fires a larger payload\r\nof Mushrooms in three\r\ndirections.
skillholder_0359__levelup_description_level0005	Fires a larger payload\r\nof Mushrooms in three\r\ndirections.
skillholder_0359__levelup_description_level0007	Fires a larger payload\r\nof Mushrooms in three\r\ndirections.
skillholder_0359_description	Rapidly fires Mushrooms onto\r\nthe course. Grab as many as\r\nyou can to dash ahead!
skillholder_0359_description_level0001	Rapidly fires Mushrooms onto\r\nthe course. Grab as many as\r\nyou can to dash ahead!
skillholder_0359_description_level0004	Fires a larger payload\r\nof Mushrooms in three\r\ndirections.
skillholder_0359_description_level0005	Fires a larger payload\r\nof Mushrooms in three\r\ndirections.
skillholder_0359_description_level0007	Fires a larger payload\r\nof Mushrooms in three\r\ndirections.
skillholder_0359_name	Mushroom Cannon
skillholder_0359_name_level0001	Mushroom Cannon
skillholder_0359_name_level0004	Mushroom Cannon+
skillholder_0359_name_level0005	Mushroom Cannon+
skillholder_0359_name_level0007	Mushroom Cannon+
skillholder_0360__levelup_description_level0004	Adds another ice ball, allowing\r\nyou to throw four total!
skillholder_0360__levelup_description_level0005	Adds another ice ball, allowing\r\nyou to throw four total!
skillholder_0360__levelup_description_level0007	Adds another ice ball, allowing\r\nyou to throw four total!
skillholder_0360_description	Lets you throw three ice balls.\r\nFreeze your opponents solid!
skillholder_0360_description_level0001	Lets you throw three ice balls.\r\nFreeze your opponents solid!
skillholder_0360_description_level0004	Adds another ice ball, allowing\r\nyou to throw four total!
skillholder_0360_description_level0005	Adds another ice ball, allowing\r\nyou to throw four total!
skillholder_0360_description_level0007	Adds another ice ball, allowing\r\nyou to throw four total!
skillholder_0360_name	Ice Flower
skillholder_0360_name_level0001	Ice Flower
skillholder_0360_name_level0004	Ice Flower+
skillholder_0360_name_level0005	Ice Flower+
skillholder_0360_name_level0007	Ice Flower+
skillholder_0380_description	Vacuum up nearby coins while\r\nracing on favorite courses.
skillholder_0380_name	Coin Vacuum
skillholder_0395_N_0001	{color[ffdc00ff]}{size[8200]}+5{size[6400]}{color[000000ff]} points for landing a hit with\r\na Banana.
skillholder_0395_R_0001	{color[ffdc00ff]}{size[8200]}+10 {size[6400]}{color[000000ff]}points for landing a hit with\r\na Banana.
skillholder_0395_UR_0001	{color[ffdc00ff]}{size[8200]}+15{size[6400]}{color[000000ff]} points for landing a hit with\r\na Banana.
skillholder_0396_N_0001	{color[ffdc00ff]}{size[8200]}+5{size[6400]}{color[000000ff]} points for using a\r\nMushroom.
skillholder_0396_R_0001	{color[ffdc00ff]}{size[8200]}+10{size[6400]}{color[000000ff]} points for using a\r\nMushroom.
skillholder_0396_UR_0001	{color[ffdc00ff]}{size[8200]}+15{size[6400]}{color[000000ff]} points for using a\r\nMushroom.
skillholder_0397_N_0001	{color[ffdc00ff]}{size[8200]}+5{size[6400]}{color[000000ff]} points for landing a hit with\r\na Green Shell.
skillholder_0397_R_0001	{color[ffdc00ff]}{size[8200]}+10 {size[6400]}{color[000000ff]}points for landing a hit with\r\na Green Shell.
skillholder_0397_UR_0001	{color[ffdc00ff]}{size[8200]}+15{size[6400]}{color[000000ff]} points for landing a hit with\r\na Green Shell.
skillholder_0398_N_0001	{color[ffdc00ff]}{size[8200]}+5{size[6400]}{color[000000ff]} points for landing a hit with\r\na Red Shell.
skillholder_0398_R_0001	{color[ffdc00ff]}{size[8200]}+10 {size[6400]}{color[000000ff]}points for landing a hit with\r\na Red Shell.
skillholder_0398_UR_0001	{color[ffdc00ff]}{size[8200]}+15{size[6400]}{color[000000ff]} points for landing a hit with\r\na Red Shell.
skillholder_0399_N_0001	{color[ffdc00ff]}{size[8200]}+5{size[6400]}{color[000000ff]} points for landing a hit with\r\na Bob-omb.
skillholder_0399_R_0001	{color[ffdc00ff]}{size[8200]}+10 {size[6400]}{color[000000ff]}points for landing a hit with\r\na Bob-omb.
skillholder_0399_UR_0001	{color[ffdc00ff]}{size[8200]}+15{size[6400]}{color[000000ff]} points for landing a hit with\r\na Bob-omb.
skillholder_0400_N_0001	{color[ffdc00ff]}{size[8200]}+5{size[6400]}{color[000000ff]} points when blinding an\r\nopponent with a Blooper.
skillholder_0400_R_0001	{color[ffdc00ff]}{size[8200]}+10 {size[6400]}{color[000000ff]}points when blinding an\r\nopponent with a Blooper.
skillholder_0400_UR_0001	{color[ffdc00ff]}{size[8200]}+15{size[6400]}{color[000000ff]} points when blinding an\r\nopponent with a Blooper.
skillholder_0401_N_0001	{color[ffdc00ff]}{size[8200]}+5{size[6400]}{color[000000ff]} points for landing a hit\r\nwith Lightning.
skillholder_0401_R_0001	{color[ffdc00ff]}{size[8200]}+10 {size[6400]}{color[000000ff]}points for landing a hit\r\nwith Lightning.
skillholder_0401_UR_0001	{color[ffdc00ff]}{size[8200]}+15{size[6400]}{color[000000ff]} points for landing a hit\r\nwith Lightning.
skillholder_0402_N_0001	{color[ffdc00ff]}{size[8200]}+5{size[6400]}{color[000000ff]} points for hitting an\r\nopponent as a Bullet Bill.
skillholder_0402_R_0001	{color[ffdc00ff]}{size[8200]}+10 {size[6400]}{color[000000ff]}points for hitting an\r\nopponent as a Bullet Bill.
skillholder_0402_UR_0001	{color[ffdc00ff]}{size[8200]}+15{size[6400]}{color[000000ff]} points for hitting an\r\nopponent as a Bullet Bill.
skillholder_0403_N_0001	{color[ffdc00ff]}{size[8200]}+5 {size[6400]}{color[000000ff]}points when crashing into\r\nan opponent after using a\r\nMega Mushroom.
skillholder_0403_R_0001	{color[ffdc00ff]}{size[8200]}+10 {size[6400]}{color[000000ff]}points when crashing into\r\nan opponent after using a\r\nMega Mushroom.
skillholder_0403_UR_0001	{color[ffdc00ff]}{size[8200]}+15{size[6400]}{color[000000ff]} points when crashing into\r\nan opponent after using a\r\nMega Mushroom.
skillholder_0404_N_0001	{color[ffdc00ff]}{size[8200]}+5 {size[6400]}{color[000000ff]}points for landing a hit with\r\na Super Horn.
skillholder_0404_R_0001	{color[ffdc00ff]}{size[8200]}+10 {size[6400]}{color[000000ff]}points for landing a hit with\r\na Super Horn.
skillholder_0404_UR_0001	{color[ffdc00ff]}{size[8200]}+15 {size[6400]}{color[000000ff]}points for landing a hit with\r\na Super Horn.
skillholder_0429_N_0001	{color[ffdc00ff]}{size[8200]}+10{size[6400]}{color[000000ff]} points for a successful\r\nRocket Start.
skillholder_0429_R_0001	{color[ffdc00ff]}{size[8200]}+12{size[6400]}{color[000000ff]} points for a successful\r\nRocket Start.
skillholder_0429_UR_0001	{color[ffdc00ff]}{size[8200]}+15{size[6400]}{color[000000ff]} points for a successful\r\nRocket Start.
skillholder_0430_N_0001	{color[ffdc00ff]}{size[8200]}+1{size[6400]}{color[000000ff]} point for a successful\r\nMini-Turbo.
skillholder_0430_R_0001	{color[ffdc00ff]}{size[8200]}+2{size[6400]}{color[000000ff]} points for a successful\r\nMini-Turbo.
skillholder_0430_UR_0001	{color[ffdc00ff]}{size[8200]}+3{size[6400]}{color[000000ff]} points for a successful\r\nMini-Turbo.
skillholder_0431_N_0001	{color[ffdc00ff]}{size[8200]}+2{size[6400]}{color[000000ff]} points for driving over\r\na Dash Panel.
skillholder_0431_R_0001	{color[ffdc00ff]}{size[8200]}+3{size[6400]}{color[000000ff]} points for driving over\r\na Dash Panel.
skillholder_0431_UR_0001	{color[ffdc00ff]}{size[8200]}+4{size[6400]}{color[000000ff]} points for driving over\r\na Dash Panel.
skillholder_0432_N_0001	{color[ffdc00ff]}{size[8200]}+5{size[6400]}{color[000000ff]} points for a successful\r\nSlipstream.
skillholder_0432_R_0001	{color[ffdc00ff]}{size[8200]}+6{size[6400]}{color[000000ff]} points for a successful\r\nSlipstream.
skillholder_0432_UR_0001	{color[ffdc00ff]}{size[8200]}+7{size[6400]}{color[000000ff]} points for a successful\r\nSlipstream.
skillholder_0433_N_0001	{color[ffdc00ff]}{size[8200]}+2{size[6400]}{color[000000ff]} points for a successful\r\nJump Boost.
skillholder_0433_R_0001	{color[ffdc00ff]}{size[8200]}+3{size[6400]}{color[000000ff]} points for a successful\r\nJump Boost.
skillholder_0433_UR_0001	{color[ffdc00ff]}{size[8200]}+4{size[6400]}{color[000000ff]} points for a successful\r\nJump Boost.
skillholder_0443_N_description	Increases Rocket Start boost\r\ntime and points earned for\r\nperforming one.
skillholder_0443_N_name	Rocket Start Plus
skillholder_0443_R_description	Further increases Rocket Start\r\nboost time and points earned\r\nfor performing one.
skillholder_0443_R_name	Rocket Start Plus
skillholder_0443_UR_description	Greatly increases Rocket Start\r\nboost time and points earned\r\nfor performing one.
skillholder_0443_UR_name	Rocket Start Plus
skillholder_0444_N_description	Increases Mini-Turbo boost\r\ntime and points earned for\r\nperforming one.
skillholder_0444_N_name	Mini-Turbo Plus
skillholder_0444_R_description	Further increases Mini-Turbo\r\nboost time and points earned\r\nfor performing one.
skillholder_0444_R_name	Mini-Turbo Plus
skillholder_0444_UR_description	Greatly increases Mini-Turbo\r\nboost time and points earned\r\nfor performing one.
skillholder_0444_UR_name	Mini-Turbo Plus
skillholder_0445_N_description	Increases Dash Panel boost\r\ntime and points earned for\r\nusing one.
skillholder_0445_N_name	Dash Panel Plus
skillholder_0445_R_description	Further increases Dash Panel\r\nboost time and points earned\r\nfor using one.
skillholder_0445_R_name	Dash Panel Plus
skillholder_0445_UR_description	Greatly increases Dash Panel\r\nboost time and points earned\r\nfor using one.
skillholder_0445_UR_name	Dash Panel Plus
skillholder_0446_N_description	Increases Slipstream boost\r\ntime and points earned for\r\nperforming one.
skillholder_0446_N_name	Slipstream Plus
skillholder_0446_R_description	Further increases Slipstream\r\nboost time and points earned\r\nfor performing one.
skillholder_0446_R_name	Slipstream Plus
skillholder_0446_UR_description	Greatly increases Slipstream\r\nboost time and points earned\r\nfor performing one.
skillholder_0446_UR_name	Slipstream Plus
skillholder_0447_N_description	Increases Jump Boost boost\r\ntime and points earned for\r\nperforming one.
skillholder_0447_N_name	Jump Boost Plus
skillholder_0447_R_description	Further increases Jump Boost\r\nboost time and points earned\r\nfor performing one.
skillholder_0447_R_name	Jump Boost Plus
skillholder_0447_UR_description	Greatly increases Jump Boost\r\nboost time and points earned\r\nfor performing one.
skillholder_0447_UR_name	Jump Boost Plus
skillholder_0448_N_0001	+0% chance of starting a Frenzy.
skillholder_0448_N_0002	+2% chance of starting a Frenzy.\r\n×1 bonus-points boost.
skillholder_0448_N_0003	+2% chance of starting a Frenzy.\r\n×2 bonus-points boost.
skillholder_0448_N_0004	+4% chance of starting a Frenzy.\r\n×3 bonus-points boost.
skillholder_0448_N_0005	+4% chance of starting a Frenzy.\r\n×4 bonus-points boost.
skillholder_0448_N_0006	+6% chance of starting a Frenzy.\r\n×5 bonus-points boost.
skillholder_0448_N_0007	+6% chance of starting a Frenzy.\r\n×6 bonus-points boost.
skillholder_0448_N_0008	+8% chance of starting a Frenzy.\r\n×7 bonus-points boost.
skillholder_0448_R_0001	+1% chance of starting a Frenzy.
skillholder_0448_R_0002	+3% chance of starting a Frenzy.\r\n×1 bonus-points boost.
skillholder_0448_R_0003	+3% chance of starting a Frenzy.\r\n×2 bonus-points boost.
