0.msbt
ActionScore_AvoidKouraB	避開刺刺龜殼！
skillholder_0445_UR_description	衝刺板的\r\n衝刺時間和分數\r\n更加更加強化！
skillholder_0445_UR_name	衝刺板 強化
skillholder_0446_N_description	滑流的\r\n衝刺時間和分數強化！
skillholder_0446_N_name	滑流 強化
skillholder_0446_R_description	滑流的\r\n衝刺時間和分數\r\n更加強化！
skillholder_0446_R_name	滑流 強化
skillholder_0446_UR_description	滑流的\r\n衝刺時間和分數\r\n更加更加強化！
skillholder_0446_UR_name	滑流 強化
skillholder_0447_N_description	跳躍動作的\r\n衝刺時間和分數強化！
skillholder_0447_N_name	跳躍動作 強化
skillholder_0447_R_description	跳躍動作的\r\n衝刺時間和分數\r\n更加強化！
skillholder_0447_R_name	跳躍動作 強化
skillholder_0447_UR_description	跳躍動作的\r\n衝刺時間和分數\r\n更加更加強化！
skillholder_0447_UR_name	跳躍動作 強化
skillholder_0448_N_0001	狂熱機率+0%
skillholder_0448_N_0002	狂熱機率+2%\r\n分數嘉獎1倍
skillholder_0448_N_0003	狂熱機率+2%\r\n分數嘉獎2倍
skillholder_0448_N_0004	狂熱機率+4%\r\n分數嘉獎3倍
skillholder_0448_N_0005	狂熱機率+4%\r\n分數嘉獎4倍
skillholder_0448_N_0006	狂熱機率+6%\r\n分數嘉獎5倍
skillholder_0448_N_0007	狂熱機率+6%\r\n分數嘉獎6倍
skillholder_0448_N_0008	狂熱機率+8%\r\n分數嘉獎7倍
skillholder_0448_R_0001	狂熱機率+1%
skillholder_0448_R_0002	狂熱機率+3%\r\n分數嘉獎1倍
skillholder_0448_R_0003	狂熱機率+3%\r\n分數嘉獎2倍
skillholder_0448_R_0004	狂熱機率+5%\r\n分數嘉獎3倍
skillholder_0448_R_0005	狂熱機率+5%\r\n分數嘉獎4倍
skillholder_0448_R_0006	狂熱機率+8%\r\n分數嘉獎5倍
skillholder_0448_R_0007	狂熱機率+8%\r\n分數嘉獎6倍
skillholder_0448_R_0008	狂熱機率+10%\r\n分數嘉獎7倍
skillholder_0448_UR_0001	狂熱機率+2%
skillholder_0448_UR_0002	狂熱機率+4%\r\n分數嘉獎1倍
skillholder_0448_UR_0003	狂熱機率+4%\r\n分數嘉獎2倍
skillholder_0448_UR_0004	狂熱機率+7%\r\n分數嘉獎3倍
skillholder_0448_UR_0005	狂熱機率+7%\r\n分數嘉獎4倍
skillholder_0448_UR_0006	狂熱機率+10%\r\n分數嘉獎5倍
skillholder_0448_UR_0007	狂熱機率+10%\r\n分數嘉獎6倍
skillholder_0448_UR_0008	狂熱機率+12%\r\n分數嘉獎7倍
skillholder_0450_N_0001	所有動作分數1倍
skillholder_0450_N_0002	所有動作分數1.05倍\r\n分數嘉獎1倍
skillholder_0450_N_0003	所有動作分數1.05倍\r\n分數嘉獎2倍
skillholder_0450_N_0004	所有動作分數1.1倍\r\n分數嘉獎3倍
skillholder_0450_N_0005	所有動作分數1.1倍\r\n分數嘉獎4倍
skillholder_0450_N_0006	所有動作分數1.15倍\r\n分數嘉獎5倍
skillholder_0450_N_0007	所有動作分數1.15倍\r\n分數嘉獎6倍
skillholder_0450_N_0008	所有動作分數1.2倍\r\n分數嘉獎7倍
skillholder_0450_R_0001	所有動作分數1.05倍
skillholder_0450_R_0002	所有動作分數1.1倍\r\n分數嘉獎1倍
skillholder_0450_R_0003	所有動作分數1.1倍\r\n分數嘉獎2倍
skillholder_0450_R_0004	所有動作分數1.15倍\r\n分數嘉獎3倍
skillholder_0450_R_0005	所有動作分數1.15倍\r\n分數嘉獎4倍
skillholder_0450_R_0006	所有動作分數1.2倍\r\n分數嘉獎5倍
skillholder_0450_R_0007	所有動作分數1.2倍\r\n分數嘉獎6倍
skillholder_0450_R_0008	所有動作分數1.25倍\r\n分數嘉獎7倍
skillholder_0450_UR_0001	所有動作分數1.1倍
skillholder_0450_UR_0002	所有動作分數1.15倍\r\n分數嘉獎1倍
skillholder_0450_UR_0003	所有動作分數1.15倍\r\n分數嘉獎2倍
skillholder_0450_UR_0004	所有動作分數1.2倍\r\n分數嘉獎3倍
skillholder_0450_UR_0005	所有動作分數1.2倍\r\n分數嘉獎4倍
skillholder_0450_UR_0006	所有動作分數1.25倍\r\n分數嘉獎5倍
skillholder_0450_UR_0007	所有動作分數1.25倍\r\n分數嘉獎6倍
skillholder_0450_UR_0008	所有動作分數1.3倍\r\n分數嘉獎7倍
skillholder_0451_N_0001	動作分數倍率提升\r\n1.5倍
skillholder_0451_N_0002	動作分數倍率提升\r\n1.6倍
skillholder_0451_N_0003	動作分數倍率提升\r\n1.7倍
skillholder_0451_N_0004	動作分數倍率提升\r\n1.8倍
skillholder_0451_N_0005	動作分數倍率提升\r\n1.9倍
skillholder_0451_N_0006	動作分數倍率提升\r\n2倍
skillholder_0451_N_0007	動作分數倍率提升\r\n2.2倍
skillholder_0451_R_0001	動作分數倍率提升\r\n1.6倍
skillholder_0451_R_0002	動作分數倍率提升\r\n1.7倍
skillholder_0451_R_0003	動作分數倍率提升\r\n1.8倍
skillholder_0451_R_0004	動作分數倍率提升\r\n1.9倍
skillholder_0451_R_0005	動作分數倍率提升\r\n2倍
skillholder_0451_R_0006	動作分數倍率提升\r\n2.1倍
skillholder_0451_R_0007	動作分數倍率提升\r\n2.3倍
skillholder_0451_UR_0001	動作分數倍率提升\r\n1.8倍
skillholder_0451_UR_0002	動作分數倍率提升\r\n2倍
skillholder_0451_UR_0003	動作分數倍率提升\r\n2.2倍
skillholder_0451_UR_0004	動作分數倍率提升\r\n2.4倍
skillholder_0451_UR_0005	動作分數倍率提升\r\n2.6倍
skillholder_0451_UR_0006	動作分數倍率提升\r\n2.8倍
skillholder_0451_UR_0007	動作分數倍率提升\r\n3倍
skillholder_0454__levelup_description_level0004	用肥皂泡進行\r\n漂浮移動的速度提升！
skillholder_0454__levelup_description_level0005	用肥皂泡進行\r\n漂浮移動的速度提升！
skillholder_0454__levelup_description_level0007	用肥皂泡進行\r\n漂浮移動的速度提升！
skillholder_0454_description	會被肥皂泡包覆著，輕飄飄地移動。\r\n在肥皂泡破裂之前都能安心。
skillholder_0454_description_level0001	會被肥皂泡包覆著，輕飄飄地移動。\r\n在肥皂泡破裂之前都能安心。
skillholder_0454_description_level0004	用肥皂泡進行\r\n漂浮移動的速度提升！
skillholder_0454_description_level0005	用肥皂泡進行\r\n漂浮移動的速度提升！
skillholder_0454_description_level0007	用肥皂泡進行\r\n漂浮移動的速度提升！
skillholder_0454_name	肥皂泡
skillholder_0454_name_level0001	肥皂泡
skillholder_0454_name_level0004	肥皂泡+
skillholder_0454_name_level0005	肥皂泡+
skillholder_0454_name_level0007	肥皂泡+
skillholder_0455__levelup_description_level0004	圓環的數量增加了2個！\r\n穿過變成5個的圓環進行連續衝刺！
skillholder_0455__levelup_description_level0005	圓環的數量增加了2個！\r\n穿過變成5個的圓環進行連續衝刺！
skillholder_0455__levelup_description_level0007	圓環的數量增加了2個！\r\n穿過變成5個的圓環進行連續衝刺！
skillholder_0455_description	穿過圓環就能透過衝刺來加速！\r\n不過勁敵也能穿過，要多加注意喔。
skillholder_0455_description_level0001	穿過圓環就能透過衝刺來加速！\r\n不過勁敵也能穿過，要多加注意喔。
skillholder_0455_description_level0004	圓環的數量增加了2個！\r\n穿過變成5個的圓環進行連續衝刺！
skillholder_0455_description_level0005	圓環的數量增加了2個！\r\n穿過變成5個的圓環進行連續衝刺！
skillholder_0455_description_level0007	圓環的數量增加了2個！\r\n穿過變成5個的圓環進行連續衝刺！
skillholder_0455_name	衝刺圓環
skillholder_0455_name_level0001	衝刺圓環
skillholder_0455_name_level0004	衝刺圓環+
skillholder_0455_name_level0005	衝刺圓環+
skillholder_0455_name_level0007	衝刺圓環+
skillholder_0456_N_0001	連段時間+0%
skillholder_0456_N_0002	連段時間+5%\r\n分數嘉獎1倍
skillholder_0456_N_0003	連段時間+5%\r\n分數嘉獎2倍
skillholder_0456_N_0004	連段時間+10%\r\n分數嘉獎3倍
skillholder_0456_N_0005	連段時間+10%\r\n分數嘉獎4倍
skillholder_0456_N_0006	連段時間+15%\r\n分數嘉獎5倍
skillholder_0456_N_0007	連段時間+15%\r\n分數嘉獎6倍
skillholder_0456_N_0008	連段時間+20%\r\n分數嘉獎7倍
skillholder_0456_R_0001	連段時間+5%
skillholder_0456_R_0002	連段時間+10%\r\n分數嘉獎1倍
skillholder_0456_R_0003	連段時間+10%\r\n分數嘉獎2倍
skillholder_0456_R_0004	連段時間+15%\r\n分數嘉獎3倍
skillholder_0456_R_0005	連段時間+15%\r\n分數嘉獎4倍
skillholder_0456_R_0006	連段時間+20%\r\n分數嘉獎5倍
skillholder_0456_R_0007	連段時間+20%\r\n分數嘉獎6倍
skillholder_0456_R_0008	連段時間+25%\r\n分數嘉獎7倍
skillholder_0456_UR_0001	連段時間+10%
skillholder_0456_UR_0002	連段時間+15%\r\n分數嘉獎1倍
skillholder_0456_UR_0003	連段時間+15%\r\n分數嘉獎2倍
skillholder_0456_UR_0004	連段時間+20%\r\n分數嘉獎3倍
skillholder_0456_UR_0005	連段時間+20%\r\n分數嘉獎4倍
skillholder_0456_UR_0006	連段時間+25%\r\n分數嘉獎5倍
skillholder_0456_UR_0007	連段時間+25%\r\n分數嘉獎6倍
skillholder_0456_UR_0008	連段時間+30%\r\n分數嘉獎7倍
skillholder_0457_N_0001	連段時間 提升\r\n+0.5秒
skillholder_0457_N_0002	連段時間 提升\r\n+0.6秒
skillholder_0457_N_0003	連段時間 提升\r\n+0.7秒
skillholder_0457_N_0004	連段時間 提升\r\n+0.8秒
skillholder_0457_N_0005	連段時間 提升\r\n+0.9秒
skillholder_0457_N_0006	連段時間 提升\r\n+1秒
skillholder_0457_R_0001	連段時間 提升\r\n+0.6秒
skillholder_0457_R_0002	連段時間 提升\r\n+0.7秒
skillholder_0457_R_0003	連段時間 提升\r\n+0.8秒
skillholder_0457_R_0004	連段時間 提升\r\n+0.9秒
skillholder_0457_R_0005	連段時間 提升\r\n+1秒
skillholder_0457_R_0006	連段時間 提升\r\n+1.1秒
skillholder_0457_UR_0001	連段時間 提升\r\n+0.8秒
skillholder_0457_UR_0002	連段時間 提升\r\n+1秒
skillholder_0457_UR_0003	連段時間 提升\r\n+1.2秒
skillholder_0457_UR_0004	連段時間 提升\r\n+1.4秒
skillholder_0457_UR_0005	連段時間 提升\r\n+1.6秒
skillholder_0457_UR_0006	連段時間 提升\r\n+1.8秒
skillholder_0463__levelup_description_level0004	鈴鐺響起的次數多1次！\r\n攻擊時間變長了。
skillholder_0463__levelup_description_level0005	鈴鐺響起的次數多1次！\r\n攻擊時間變長了。
skillholder_0463__levelup_description_level0007	鈴鐺響起的次數多1次！\r\n攻擊時間變長了。
skillholder_0463_description_level0001	用鈴鐺的音波對週遭進行攻擊！\r\n鈴鐺作響時還能進行防護！
skillholder_0463_description_level0004	鈴鐺響起的次數多1次！\r\n攻擊時間變長了！
skillholder_0463_description_level0005	鈴鐺響起的次數多1次！\r\n攻擊時間變長了！
skillholder_0463_description_level0007	鈴鐺響起的次數多1次！\r\n攻擊時間變長了！
skillholder_0463_name_level0001	超級鈴鐺
skillholder_0463_name_level0004	超級鈴鐺+
skillholder_0463_name_level0005	超級鈴鐺+
skillholder_0463_name_level0007	超級鈴鐺+
skillholder_0464__levelup_description_level0004	凱瑟琳蛋變大了！\r\n從蛋中出現的道具也多了1個！
skillholder_0464__levelup_description_level0005	凱瑟琳蛋變大了！\r\n從蛋中出現的道具也多了1個！
skillholder_0464__levelup_description_level0007	凱瑟琳蛋變大了！\r\n從蛋中出現的道具也多了1個！
skillholder_0464_description	追逐勁敵，敬請期待裂開後\r\n蛋裡面的物品吧。
skillholder_0464_description_level0001	追逐勁敵，敬請期待裂開後\r\n蛋裡面的物品吧。
skillholder_0464_description_level0004	凱瑟琳蛋變大了！\r\n從蛋中出現的道具也多了1個！
skillholder_0464_description_level0005	凱瑟琳蛋變大了！\r\n從蛋中出現的道具也多了1個！
skillholder_0464_description_level0007	凱瑟琳蛋變大了！\r\n從蛋中出現的道具也多了1個！
skillholder_0464_name	凱瑟琳蛋
skillholder_0464_name_level0001	凱瑟琳蛋
skillholder_0464_name_level0004	凱瑟琳蛋+
skillholder_0464_name_level0005	凱瑟琳蛋+
skillholder_0464_name_level0007	凱瑟琳蛋+
skillholder_0465__levelup_description_level0004	旋轉尾巴移動時的\r\n速度提升！
skillholder_0465__levelup_description_level0005	旋轉尾巴移動時的\r\n速度提升！
skillholder_0465__levelup_description_level0007	旋轉尾巴移動時的\r\n速度提升！
skillholder_0465_description	奮力旋轉蓬鬆的尾巴！\r\n橫掃附近的勁敵！
skillholder_0465_description_level0001	奮力旋轉蓬鬆的尾巴！\r\n橫掃附近的勁敵！
skillholder_0465_description_level0004	旋轉尾巴移動時的\r\n速度提升！
skillholder_0465_description_level0005	旋轉尾巴移動時的\r\n速度提升！
skillholder_0465_description_level0007	旋轉尾巴移動時的\r\n速度提升！
skillholder_0465_name	超級樹葉
skillholder_0465_name_level0001	超級樹葉
skillholder_0465_name_level0004	超級樹葉+
skillholder_0465_name_level0005	超級樹葉+
skillholder_0465_name_level0007	超級樹葉+
skillholder_0468__levelup_description_level0004	增加了1個膠囊！\r\n膠囊的大小也稍微變大了！
skillholder_0468__levelup_description_level0005	增加了1個膠囊！\r\n膠囊的大小也稍微變大了！
skillholder_0468__levelup_description_level0007	增加了1個膠囊！\r\n膠囊的大小也稍微變大了！
skillholder_0468_description	裝備3個色彩繽紛的膠囊。\r\n投擲的話，膠囊就會朝著勁敵彈跳過去！
skillholder_0468_description_level0001	裝備3個色彩繽紛的膠囊。\r\n投擲的話，膠囊就會朝著勁敵彈跳過去！
skillholder_0468_description_level0004	增加了1個膠囊！\r\n膠囊的大小也稍微變大了！
skillholder_0468_description_level0005	增加了1個膠囊！\r\n膠囊的大小也稍微變大了！
skillholder_0468_description_level0007	增加了1個膠囊！\r\n膠囊的大小也稍微變大了！
skillholder_0468_name	膠囊
skillholder_0468_name_level0001	膠囊
skillholder_0468_name_level0004	膠囊+
skillholder_0468_name_level0005	膠囊+
skillholder_0468_name_level0007	膠囊+
Wappen_Detail	多多收集，\r\n向大家展示一番吧！
Wappen_Name	別針徽章
9.msbt
Cc100Description_0	{color[ff5000ff]}100cc{color[000000ff]}已經開放！\r\n\r\n速度更快，\r\n{color[ff5000ff]}勁敵變得難纏{color[000000ff]}。
Cc100OpenByMK8_0	如果已經習慣了\r\n車輛的操作，\r\n要不要試著用{color[ff5000ff]}100cc{color[000000ff]}\r\n奔馳一下呢？
Cc150Description_0	{color[ff5000ff]}150cc{color[000000ff]}已經開放！\r\n\r\n{color[ff5000ff]}勁敵變得更難纏{color[000000ff]}！
Cc150OpenByMK8_0	如果已經習慣了\r\n車輛的操作，\r\n要不要試著用{color[ff5000ff]}150cc\r\n{color[000000ff]}奔馳一下呢？
Cc200Description_0	{color[ff5000ff]}200cc{color[000000ff]}已經開放！\r\n\r\n來感受一下\r\n{color[ff5000ff]}專家級的速度{color[000000ff]}吧！
ChallengeDescription_0	達成挑戰，\r\n可以獲贈{color[ff5000ff]}別針徽章{color[000000ff]}或是{color[ff5000ff]}崇高之星{color[000000ff]}喔！\r\n\r\n佩戴喜歡的別針徽章，\r\n向大家展示你的成績吧。
CoinRaceDescription_0	在金幣衝衝衝裡，\r\n可以使用金色瑪利歐\r\n在{color[ff5000ff]}金幣堆積如山的賽道{color[000000ff]}上行駛。\r\n\r\n這是獲取大量金幣的好機會！
FestivalEndingPost_0	這次的VS巡迴賽在此閉幕！\r\n\r\n敬請期待下一場\r\n全新的巡迴賽！
FestivalEndingPre_0	就在剛才\r\nVS巡迴賽的結果公布了！\r\n\r\n究竟會是哪一隊獲勝呢……！？\r\n
FestivalOpening_0	VS巡迴賽開幕了！\r\n所有角色會分成2隊\r\n進行{color[ff5000ff]}團體戰{color[000000ff]}！
FestivalPartsSelectDescription_0	使用隊伍成員參加比賽\r\n就能獲得{color[ff5000ff]}隊伍獎牌{color[000000ff]}！\r\n\r\n大量收集獎牌\r\n在商店進行交換吧！
FinalRaceDescription_0	{color[ff5000ff]}以第1名過關{color[000000ff]}\r\n就能通過最終決賽！\r\n\r\n集中精神，開始比賽吧！
FirstCupClearBonus_0	首次完成盃賽，\r\n將獲贈{color[ff5000ff]}紅寶石{color[000000ff]}作為紀念！
FirstDailyChallenge_0	{color[ff5000ff]}挑戰{color[000000ff]}已開放！\r\n\r\n在每日挑戰中\r\n會有{color[ff5000ff]}每天新增{color[000000ff]}的\r\n全新挑戰！
