0.msbt
ActionScore_AvoidKouraB	トゲゾーかいひ！
item70222_10379_20157	スイートファンタジア
item70224_10297_20142	ピンクウイング
item70226_10399_20035	ハッピーライド
item70227_10380_20034	レッドキャビン
item70228_10388_20154	プクシュノーケル
item70229_10394_20153	ゴールドプクシュ
item70230_10275_20128	ブルーサイダー
item70234_10235_20091	ゴトゴトロッコ
item70235_10273_20090	ゴールドトロッコ
item70236_10360_20126	ダークバギー
item70239_10312_20230	サバイバルイエロー
item70240_10156_20062	キングクッパ
item70241_10227_20043	サンドランナー
item70243_10418_20149	DKマキシマム
item70244_10170_20075	ホージロー
item70245_10344_20075	パイレーツホージロー
item70246_10376_20047	ゴールドマグナム
item70247_10406_20094	サバイバルブラウン
item70248_10416_20048	シルバーマグナム
item70249_10342_20161	8-bitスケルトン
item70250_10057_20047	ゴールドスケルトン
item70251_10405_20041	おまつりガール
item70252_10362_20067	サーフライド
item70254_10423_20148	ココナッツ・ワン
item70256_10381_20035	グレートホットロッド
item70257_10359_20144	ファーストバーガー
item70259_10076_20038	ターボ・グリーン
item70260_10256_20062	キングブラック
item70261_10429_20050	ランランタン
item70262_10439_20166	ブラックパンプキン
item70263_10409_20097	スパイダッシュ
item70265_10417_20162	パープルドーザー
item70266_10425_20094	ブラックドーザー
item70267_10192_20158	たそがれぐも
item70268_10107_20003	スタンダード8レッド
item70269_10100_20003	スタンダード8グリーン
item70270_10446_20170	キングスノーファング
item70271_10471_20174	パタエレクトロ
item70272_10411_20034	ソーセージカート
item70273_10428_20245	ホワイトソーセージ
item70274_10469_20176	アイアンキューカンバー
item70275_10397_20154	ゴーゴーペンギン
item70276_10485_20175	ローズキャビン
item70277_10496_20043	すくすくペンギン
item70278_10483_20180	アイスランナー
item70279_10414_20164	BダッシュMk.2
item70280_10395_20003	オレンジストリーム
item70282_10479_20182	ライトニングストリーム
item70284_10412_20158	パープルバニー
item70285_10365_20047	ゴールドバニー
item70286_10448_20003	かえるまる
item70287_10478_20097	くれないまる
item70289_10494_20179	サクラサク
item70291_10247_20045	ブルーピアレス
item70292_10445_20075	ジェットクルーザー
item70294_10518_20181	ピンクドーザー
item70295_10512_20184	ロマンスデイモン
item70296_10242_20081	イムティーラ
item70297_10555_20189	サニーサーフライド
item70298_10500_20098	トップバッター
item70299_10508_20097	クリーンナップ
item70302_10561_20191	くらやみまる
item70303_10562_20195	アイスドーザー
item70304_10421_20172	メカメックほうき
item70305_10474_20196	キングシルバー
item70306_10492_20197	グリーンデッカー
item70309_10463_20044	ゴールドデッカー
item70310_10253_20097	クロネコクラシカル
item70311_10254_20132	クリームネコクラシカル
item70312_10440_20212	BダッシュMk.2クリーム
item70313_10441_20209	BダッシュMk.2グリーン
item70315_10443_20210	BダッシュMk.2レッド
item70316_10542_20206	BダッシュMk.2ピンク
item70318_10573_20207	BダッシュMk.2メタル
item70319_10574_20213	BダッシュMk.2スカイ
item70320_10575_20211	BダッシュMk.2クラシック
item70321_10569_20218	ブラックヴァンパイア
item70322_10586_20104	ランランタンゴールド
item70323_10587_20317	ゴールドパンプキン
item70324_10588_20227	スパイダッシュレッド
item70325_10236_20231	サンドレッド
item70326_10403_20182	ゲッソーシャトル
item70328_10519_20031	アストローダー
item70329_10523_20099	ゴールドローダー
item70331_10510_20237	クリスマスシップ
item70332_10487_20236	クリスマスクラウン
item70333_10493_20238	ホワイトモービル
item70334_10603_20239	スノーウイング
item70335_10601_20180	リンリンベル
item70336_10610_20241	トラビデール
item70337_10600_20242	グレネコクラシカル
item70338_10468_20240	スーパースター2022
item70339_10498_20244	グレートロアー
item70340_10539_20243	ジュークライド
item70341_10621_20245	ワカバナナバギー
item70342_10590_20247	キューピッドアロー
item70343_10502_20248	ワイルドスラッガー
item70344_10612_20028	プロペライダー
item70347_10604_20249	マグマほうき
item70348_10605_20250	ほうきぼし
item70352_10436_20161	8-bitスケルトンイエロー
item70354_10401_20097	かちどき号
item70355_10533_20248	とどろき号
item70358_10626_20251	さくらまる
item70360_10613_20276	チューリップガーデン
item70361_10260_20198	シロビデール
item70362_10616_20280	ドクターカプセル
item70363_10674_20281	ブルーグリーンカプセル
item70364_10675_20282	ピンクカプセル
item70365_10676_20283	グリーンイエローカプセル
item70366_10689_20284	みどりネコクラシカル
item70368_10218_20285	ぶーぶーピンク
item70370_10458_20044	キッズゴールド
item70371_10514_20286	ホイップスイート
item70372_10679_20287	トゥクトゥクライド
item70373_10546_20288	トロピカルトラック
item70376_10454_20047	ゴールドダック
item70378_10654_20294	フラワードッカン
item70383_10664_20298	コーラルクルーザー
item70384_10655_20297	スイスイカー
item70385_10703_20240	フラワーデイモン
item70386_10585_20173	アイスクリームバン
item70387_10595_20232	チョコバナナアイスバン
item70392_10552_20188	ストロベリーソフト
item70396_10684_20301	ぶーぶーブラック
item70399_10671_20299	サバイバルレッド
item70402_10602_20291	モーモーサバイバル
item70403_10597_20300	サンドブラック
item70404_10680_20174	レインボーキャビン
item70405_10547_20176	シルバーアーマー
item70408_10625_20035	ブラックキャリッジ
item70411_10287_20313	ファストグリーン
item70412_10351_20316	ファストファイア
item70413_10350_20321	ファストピンク
item70415_10363_20314	ファストブルー
item70417_10486_20315	ファストホリデー
item70418_10701_20319	レッドヴァンパイア
item70420_10140_20214	ゴールドイーグル
item70422_10271_20288	バケダヌキバギー
item70423_10392_20178	ピンクスニーカート
item70424_10034_20096	ブラックスニーカート
item70425_10259_20108	ゴールドビデール
item70426_10464_20044	ゴールドリンリン
item70429_10536_20214	ホイップゴールド
item80000	プレミアムチャレンジ
item80000_detail	お題をクリアして\r\nギフトをゲット！
item90001	コイン
item90001_detail	レースやバトル コインラッシュで あつめて\r\nショップで使おう！
item90002	ルビー
item90002_detail	ショップでの買いものや\r\nコインラッシュを遊ぶのに使います
item90003	ルビー
item90003_detail	ショップでの買いものや\r\nコインラッシュを遊ぶのに使います
item90004	グランドスター
item90004_detail	たくさん あつめて\r\nツアーギフトをゲット！
item90005	アイテムチケット
item90005_detail	チケットを使って レース中に\r\n1回だけアイテムスロットを回せます
item90006	スターチケット
item90006_detail	グランドスターと\r\n交換できます
item90007	お急ぎチケット
item90007_detail	カップの設営時間の 短縮や\r\n今日のラインナップの 更新などができます
item90020	ドカン
item90020_detail	何が出るかは\r\n打ち上げるまでの おたのしみ！
item90021	ドカン
item90021_detail	何が出るかは\r\n打ち上げるまでの おたのしみ！
item90022	ドカン
item90022_detail	何が出るかは\r\n打ち上げるまでの おたのしみ！
item90305	キャラレベルアップN
item90305_detail	キャラ（ノーマル）の\r\nレベルを強化できます
item90306	キャラレベルアップR
item90306_detail	キャラ（レア）の\r\nレベルを強化できます
item90307	キャラレベルアップUR
item90307_detail	キャラ（ウルトラレア）の\r\nレベルを強化できます
item90309	マシンレベルアップN
item90309_detail	マシン（ノーマル）の\r\nレベルを強化できます
item90310	マシンレベルアップR
item90310_detail	マシン（レア）の\r\nレベルを強化できます
item90311	マシンレベルアップUR
item90311_detail	マシン（ウルトラレア）の\r\nレベルを強化できます
item90313	グライダーレベルアップN
item90313_detail	グライダー（ノーマル）の\r\nレベルを強化できます
item90314	グライダーレベルアップR
item90314_detail	グライダー（レア）の\r\nレベルを強化できます
item90315	グライダーレベルアップUR
item90315_detail	グライダー（ウルトラレア）の\r\nレベルを強化できます
item90404	キャラポイントアップ
item90404_detail	キャラのポイントを\r\n強化できます
item90408	マシンポイントアップ
item90408_detail	マシンのポイントを\r\n強化できます
item90412	グライダーポイントアップ
item90412_detail	グライダーのポイントを\r\n強化できます
item90500	コインラッシュチケット
item90500_detail	ルビーを使わずに\r\nコインラッシュを遊べます
item90605	キャラポイントアンロックN
item90605_detail	キャラ（ノーマル）のポイントを\r\nさらに強化できるようになります
item90606	キャラポイントアンロックR
item90606_detail	キャラ（レア）のポイントを\r\nさらに強化できるようになります
item90607	キャラポイントアンロックUR
item90607_detail	キャラ（ウルトラレア）のポイントを\r\nさらに強化できるようになります
item90609	マシンポイントアンロックN
item90609_detail	マシン（ノーマル）のポイントを\r\nさらに強化できるようになります
item90610	マシンポイントアンロックR
item90610_detail	マシン（レア）のポイントを\r\nさらに強化できるようになります
item90611	マシンポイントアンロックUR
item90611_detail	マシン（ウルトラレア）のポイントを\r\nさらに強化できるようになります
item90613	グライダーポイントアンロックN
item90613_detail	グライダー（ノーマル）のポイントを\r\nさらに強化できるようになります
item90614	グライダーポイントアンロックR
item90614_detail	グライダー（レア）のポイントを\r\nさらに強化できるようになります
item90615	グライダーポイントアンロックUR
item90615_detail	グライダー（ウルトラレア）のポイントを\r\nさらに強化できるようになります
PinkCoin	ルビー
skillholder_0056_N_description	ダッシュキノコの確率と\r\nポイントをプラス！
skillholder_0056_N_name	ダッシュキノコ プラス
skillholder_0056_R_description	ダッシュキノコの確率と\r\nポイントを もっとプラス！
skillholder_0056_R_name	ダッシュキノコ プラス
skillholder_0056_UR_description	ダッシュキノコの確率と\r\nポイントを もっともっとプラス！
skillholder_0056_UR_name	ダッシュキノコ プラス
skillholder_0057_N_description	ミドリこうらの確率と\r\nポイントをプラス！
skillholder_0057_N_name	ミドリこうら プラス
skillholder_0057_R_description	ミドリこうらの確率と\r\nポイントを もっとプラス！
skillholder_0057_R_name	ミドリこうら プラス
skillholder_0057_UR_description	ミドリこうらの確率と\r\nポイントを もっともっとプラス！
skillholder_0057_UR_name	ミドリこうら プラス
skillholder_0058_N_description	アカこうらの確率と\r\nポイントをプラス！
skillholder_0058_N_name	アカこうら プラス
skillholder_0058_R_description	アカこうらの確率と\r\nポイントを もっとプラス！
skillholder_0058_R_name	アカこうら プラス
skillholder_0058_UR_description	アカこうらの確率と\r\nポイントを もっともっとプラス！
skillholder_0058_UR_name	アカこうら プラス
skillholder_0059_N_description	バナナの確率と\r\nポイントをプラス！
skillholder_0059_N_name	バナナ プラス
skillholder_0059_R_description	バナナの確率と\r\nポイントを もっとプラス！
skillholder_0059_R_name	バナナ プラス
skillholder_0059_UR_description	バナナの確率と\r\nポイントを もっともっとプラス！
skillholder_0059_UR_name	バナナ プラス
skillholder_0060_N_description	ボムへいの確率と\r\nポイントをプラス！
skillholder_0060_N_name	ボムへい プラス
skillholder_0060_R_description	ボムへいの確率と\r\nポイントを もっとプラス！
skillholder_0060_R_name	ボムへい プラス
skillholder_0060_UR_description	ボムへいの確率と\r\nポイントを もっともっとプラス！
skillholder_0060_UR_name	ボムへい プラス
skillholder_0061_N_description	ゲッソーの確率と\r\nポイントをプラス！
skillholder_0061_N_name	ゲッソー プラス
skillholder_0061_R_description	ゲッソーの確率と\r\nポイントを もっとプラス！
skillholder_0061_R_name	ゲッソー プラス
skillholder_0061_UR_description	ゲッソーの確率と\r\nポイントを もっともっとプラス！
skillholder_0061_UR_name	ゲッソー プラス
skillholder_0062_N_description	サンダーの確率と\r\nポイントをプラス！
skillholder_0062_N_name	サンダー プラス
skillholder_0062_R_description	サンダーの確率と\r\nポイントを もっとプラス！
skillholder_0062_R_name	サンダー プラス
skillholder_0062_UR_description	サンダーの確率と\r\nポイントを もっともっとプラス！
