CheckSaveData.msbt
CreateFile	正在创建{c[dc000d]}保存数据{c[000000]}，\n请稍等片刻。
WArea6Stage3Mission1	通过“神：D大王\x0e\x17\0\0・\x0f\x17\0意向”
WArea6Stage3Mission2	装备\x0e\x05\x03\x023\0“白金”套装通过探索
WArea6Stage3Mission3	通过探索时获得黄金勋章
WArea6Stage3Mission4	通过探索时获得白金勋章
WArea6Stage3Mission5	装备\x0e\x05\x03\x023\0“星空之杖DX”获得\x0e\x05\x06\x026\0
WArea6Stage3Mission6	在没有任何人力竭的情况下获得\x0e\x05\x06\x026\0
WArea6Stage3Mission7	装备“新手”套装获得\x0e\x05\x06\x026\0
WArea6Stage3Mission8	在50秒内通过探索
WArea1Stage11Mission1	通过“超：火焰加尔波洛斯”
WArea1Stage11Mission2	没有任何人力竭
WArea1Stage11Mission3	通过探索时获得白金勋章
WArea1Stage11Mission4	在1分钟内通过探索
WArea1Stage11Mission5	装备\x0e\x05\0\x020\0“黄金帽盔DX”获得\x0e\x05\x06\x026\0
WArea1Stage11Mission6	装备\x0e\x05\x01\x021\0“独眼巨人锤矛DX”获得\x0e\x05\x06\x026\0
WArea1Stage11Mission7	在50秒内通过探索
WArea1Stage11Mission8	在40秒内通过探索
WArea3Stage9Mission1	通过“超：毒液独眼云”
WArea3Stage9Mission2	使用职业\x0e\x05\x03\x023\0停止时间2次
WArea3Stage9Mission3	通过探索时获得白金勋章
WArea3Stage9Mission4	在1分钟内通过探索
WArea3Stage9Mission5	装备\x0e\x05\x03\x023\0“魔力魔法洛亚神杖DX”获得\x0e\x05\x06\x026\0
WArea3Stage9Mission6	在没有任何人力竭的情况下获得\x0e\x05\x06\x026\0
WArea3Stage9Mission7	在50秒内通过探索
WArea3Stage9Mission8	在40秒内通过探索
WArea7Stage2Mission1	通过“超：电龙”
WArea7Stage2Mission2	装备\x0e\x05\0\x020\0“骑士”套装通过探索
WArea7Stage2Mission3	通过探索时获得白金勋章
WArea7Stage2Mission4	在1分钟内通过探索
WArea7Stage2Mission5	装备\x0e\x05\0\x020\0“鲨鱼锯DX”和“南洋鱼头帽DX”获得\x0e\x05\x06\x026\0
WArea7Stage2Mission6	以好友陨石给予最后一击
WArea7Stage2Mission7	装备SDX强化的武器与防具通过探索
WArea7Stage2Mission8	在50秒内通过探索
WArea5Stage8Mission1	通过“超：队伍\x0e\x17\0\0・\x0f\x17\0三重浮空”
WArea5Stage8Mission2	装备\x0e\x05\x02\x022\0“医生”套装通过探索
WArea5Stage8Mission3	通过探索时获得白金勋章
WArea5Stage8Mission4	在1分钟内通过探索
WArea5Stage8Mission5	装备\x0e\x05\x02\x022\0“塔狼蛛玻璃瓶DX”获得\x0e\x05\x06\x026\0
WArea5Stage8Mission6	在没有任何人力竭的情况下获得\x0e\x05\x06\x026\0
WArea5Stage8Mission7	在50秒内通过探索
WArea5Stage8Mission8	在40秒内通过探索
WArea7Stage3Mission1	通过“超：毒波洛斯”
WArea7Stage3Mission2	装备\x0e\x05\x01\x021\0“凝视者”套装通过探索
WArea7Stage3Mission3	通过探索时获得白金勋章
WArea7Stage3Mission4	在1分钟内通过探索
WArea7Stage3Mission5	装备\x0e\x05\x01\x021\0“哇姆霸姆拳DX”获得\x0e\x05\x06\x026\0
WArea7Stage3Mission6	在不使用好友陨石的情况下获得\x0e\x05\x06\x026\0
WArea7Stage3Mission7	装备\x0e\x05\x03\x023\0“魔噜酷之杖DX”获得\x0e\x05\x06\x026\0
WArea7Stage3Mission8	在50秒内通过探索
WArea5Stage7Mission1	通过“超：队伍\x0e\x17\0\0・\x0f\x17\0双重摆动屁屁”
WArea5Stage7Mission2	装备\x0e\x05\x03\x023\0“惊奇非凡”套装获得\x0e\x05\x07\x027\0
WArea5Stage7Mission3	通过探索时获得白金勋章
WArea5Stage7Mission4	在1分钟内通过探索
WArea5Stage7Mission5	装备\x0e\x05\x03\x023\0“皇女造型DX”获得\x0e\x05\x06\x026\0
WArea5Stage7Mission6	在自己没有被压扁过的情况下获得\x0e\x05\x06\x026\0
WArea5Stage7Mission7	在50秒内通过探索
WArea5Stage7Mission8	在40秒内通过探索
WArea7Stage4Mission1	通过“超：队伍\x0e\x17\0\0・\x0f\x17\0三重元素”
WArea7Stage4Mission2	装备SDX强化的防具通过探索
WArea7Stage4Mission3	通过探索时获得白金勋章
WArea7Stage4Mission4	在1分钟内通过探索
WArea7Stage4Mission5	装备\x0e\x05\x02\x022\0“惊奇非凡冠帽SDX”获得\x0e\x05\x06\x026\0
WArea7Stage4Mission6	在没有任何人力竭的情况下获得\x0e\x05\x06\x026\0
WArea7Stage4Mission7	在50秒内通过探索
WArea7Stage4Mission8	在40秒内通过探索
WArea4Stage9Mission1	通过“超：火山蛙EX”
WArea4Stage9Mission2	装备SDX强化的武器通过探索
WArea4Stage9Mission3	通过探索时获得白金勋章
WArea4Stage9Mission4	在50秒内通过探索
WArea4Stage9Mission5	装备\x0e\x05\x02\x022\0“惊奇非凡烧瓶SDX”获得\x0e\x05\x06\x026\0
WArea4Stage9Mission6	在自己没有被吞食过的情况下获得\x0e\x05\x06\x026\0
WArea4Stage9Mission7	以等级75或以上通过探索
WArea4Stage9Mission8	在40秒内通过探索
WArea2Stage8Mission1	通过“超：队伍\x0e\x17\0\0・\x0f\x17\0三重怪兽”
WArea2Stage8Mission2	没有任何人力竭
WArea2Stage8Mission3	通过探索时获得白金勋章
WArea2Stage8Mission4	在1分钟内通过探索
WArea2Stage8Mission5	装备\x0e\x05\0\x020\0“剑士之剑DX”获得\x0e\x05\x06\x026\0
WArea2Stage8Mission6	使用招式“龙卷斩”命中敌人3次并获得\x0e\x05\x06\x026\0
WArea2Stage8Mission7	在50秒内通过探索
WArea2Stage8Mission8	在40秒内通过探索
WArea5Stage9Mission1	通过“超：塔狼蛛”
WArea5Stage9Mission2	装备\x0e\x05\x02\x022\0“塔狼蛛”套装通过探索
WArea5Stage9Mission3	通过探索时获得白金勋章
WArea5Stage9Mission4	在1分钟内通过探索
WArea5Stage9Mission5	装备\x0e\x05\x02\x022\0“暗塔狼蛛SDX”套装获得\x0e\x05\x06\x026\0
WArea5Stage9Mission6	在自己没有受到任何伤害的情况下通过探索
WArea5Stage9Mission7	装备稀有度7以下的武器防具获得\x0e\x05\x06\x026\0
WArea5Stage9Mission8	在45秒内通过探索
WArea6Stage4Mission1	通过“超：Pres.异次元苏姿”
WArea6Stage4Mission2	以好友陨石给予最后一击
WArea6Stage4Mission3	通过探索时获得白金勋章
WArea6Stage4Mission4	在1分钟内通过探索
WArea6Stage4Mission5	装备\x0e\x05\0\x020\0“暗物质魔剑SDX”获得\x0e\x05\x06\x026\0
WArea6Stage4Mission6	在没有任何人力竭的情况下获得\x0e\x05\x06\x026\0
WArea6Stage4Mission7	以招式“龙卷斩”给予最后一击
WArea6Stage4Mission8	在45秒内通过探索
WArea6Stage5Mission1	通过“超：异次元梦魇 复仇”
WArea6Stage5Mission2	装备\x0e\x05\x01\x021\0“逆袭”套装通过探索
WArea6Stage5Mission3	通过探索时获得白金勋章
WArea6Stage5Mission4	在1分10秒内通过探索
WArea6Stage5Mission5	装备\x0e\x05\x01\x021\0“D狂锤\x0e\x17\0\0・\x0f\x17\0意向 复仇SDX”获得\x0e\x05\x06\x026\0
WArea6Stage5Mission6	以招式“鬼杀火焰锤”给予最后一击
WArea6Stage5Mission7	在1分钟内通过探索
WArea6Stage5Mission8	在50秒内通过探索
WArea6Stage6Mission1	通过“超：异次元龙帝亚”
WArea6Stage6Mission2	装备\x0e\x05\0\x020\0“异次元龙帝翁”套装通过探索
WArea6Stage6Mission3	通过探索时获得白金勋章
WArea6Stage6Mission4	在1分钟内通过探索
WArea6Stage6Mission5	装备\x0e\x05\0\x020\0“异次元龙帝翁帽盔SDX”获得\x0e\x05\x06\x026\0
WArea6Stage6Mission6	在没有任何人力竭的情况下获得\x0e\x05\x06\x026\0
WArea6Stage6Mission7	装备稀有度6以下的武器防具获得\x0e\x05\x06\x026\0
WArea6Stage6Mission8	在45秒内通过探索
WArea8Stage1Mission1	通过“超：围绕渊源的英雄”
WArea8Stage1Mission2	装备\x0e\x05\0\x020\0“冥蝶”套装获得\x0e\x05\x07\x027\0
WArea8Stage1Mission3	通过探索时获得白金勋章
WArea8Stage1Mission4	在1分钟内通过探索
WArea8Stage1Mission5	装备\x0e\x05\0\x020\0“冥王之斩闪冥蝶SDX”获得\x0e\x05\x06\x026\0
WArea8Stage1Mission6	在没有任何人力竭的情况下获得\x0e\x05\x06\x026\0
WArea8Stage1Mission7	以好友陨石给予最后一击
WArea8Stage1Mission8	在45秒内通过探索
WArea6Stage7Mission1	通过“极超：异次元梦魇 复仇”
WArea6Stage7Mission2	装备\x0e\x05\x03\x023\0“店主魔法洛亚”套装获得\x0e\x05\x07\x027\0
WArea6Stage7Mission3	通过探索时获得白金勋章
WArea6Stage7Mission4	在1分15秒内通过探索
WArea6Stage7Mission5	使用职业\x0e\x05\x03\x023\0“店主魔法洛亚SDX”套装获得\x0e\x05\x06\x026\0
WArea6Stage7Mission6	装备\x0e\x05\x03\x023\0“魔噜酷SDX”套装获得\x0e\x05\x06\x026\0
WArea6Stage7Mission7	在没有任何人力竭的情况下获得\x0e\x05\x06\x026\0
WArea6Stage7Mission8	在1分05秒内通过探索
WArea6Stage8Mission1	通过“极超：D大王\x0e\x17\0\0・\x0f\x17\0意向 复仇”
WArea6Stage8Mission2	没有任何人力竭
WArea6Stage8Mission3	通过探索时获得白金勋章
WArea6Stage8Mission4	在1分10秒内通过探索
WArea6Stage8Mission5	装备\x0e\x05\x01\x021\0“逆袭之锤\x0e\x17\0\0・\x0f\x17\0改SDX”通过探索
WArea6Stage8Mission6	在没有任何人力竭的情况下获得\x0e\x05\x06\x026\0
WArea6Stage8Mission7	以等级90或以上通过探索
WArea6Stage8Mission8	在55秒内通过探索
WArea8Stage2Mission1	通过“极超：真 最终决战EX”
WArea8Stage2Mission2	装备\x0e\x05\0\x020\0“骑士DX”套装通过探索
WArea8Stage2Mission3	通过探索时获得白金勋章
WArea8Stage2Mission4	在1分10秒内通过探索
WArea8Stage2Mission5	装备\x0e\x05\0\x020\0“新手之剑SDX”获得\x0e\x05\x06\x026\0
WArea8Stage2Mission6	在没有任何人力竭的情况下获得\x0e\x05\x06\x026\0
WArea8Stage2Mission7	装备“星光SDX”套装获得\x0e\x05\x06\x026\0
WArea8Stage2Mission8	在55秒内通过探索
Quest1	在故事探索中通过7个鬼级别探索
Quest2	解锁故事探索中的“梦幻异界”区域
Quest3	通过所有鬼级别热闹探索
Quest4	解锁热闹探索的极超级别
Level1	达到等级3
Level2	达到等级5
Level3	达到等级7
Level4	达到等级10
Level5	达到等级12
Level6	达到等级15
Level7	达到等级17
Level8	达到等级20
Level9	达到等级22
Level10	达到等级25
Level11	达到等级27
Level12	达到等级30
Level13	达到等级32
Level14	达到等级35
Level15	达到等级37
Level16	达到等级40
Level17	达到等级42
Level18	达到等级45
Level19	达到等级47
Level20	达到等级50
Level21	达到等级52
Level22	达到等级55
Level23	达到等级57
Level24	达到等级60
Level25	达到等级62
Level26	达到等级65
Level27	达到等级67
Level28	达到等级70
Level29	达到等级72
Level30	达到等级75
Level31	达到等级77
Level32	达到等级80
Level33	达到等级82
Level34	达到等级85
Level35	达到等级87
Level36	达到等级90
Level37	达到等级92
Level38	达到等级95
Level39	达到等级97
Level40	达到等级100
JobSword1	使用职业\x0e\x05\0\x020\0通过5次探索
JobSword2	使用职业\x0e\x05\0\x020\0通过10次探索
JobSword3	使用职业\x0e\x05\0\x020\0通过20次探索
JobSword4	使用职业\x0e\x05\0\x020\0通过30次探索
JobSword5	使用职业\x0e\x05\0\x020\0通过50次探索
JobHammer1	使用职业\x0e\x05\x01\x021\0通过5次探索
JobHammer2	使用职业\x0e\x05\x01\x021\0通过10次探索
JobHammer3	使用职业\x0e\x05\x01\x021\0通过20次探索
JobHammer4	使用职业\x0e\x05\x01\x021\0通过30次探索
JobHammer5	使用职业\x0e\x05\x01\x021\0通过50次探索
JobDoctor1	使用职业\x0e\x05\x02\x022\0通过5次探索
JobDoctor2	使用职业\x0e\x05\x02\x022\0通过10次探索
JobDoctor3	使用职业\x0e\x05\x02\x022\0通过20次探索
JobDoctor4	使用职业\x0e\x05\x02\x022\0通过30次探索
JobDoctor5	使用职业\x0e\x05\x02\x022\0通过50次探索
JobBeam1	使用职业\x0e\x05\x03\x023\0通过5次探索
JobBeam2	使用职业\x0e\x05\x03\x023\0通过10次探索
JobBeam3	使用职业\x0e\x05\x03\x023\0通过20次探索
JobBeam4	使用职业\x0e\x05\x03\x023\0通过30次探索
JobBeam5	使用职业\x0e\x05\x03\x023\0通过50次探索
Equipment1	购买3个装备
Equipment2	购买6个装备
Equipment3	购买10个装备
Equipment4	购买20个装备
Equipment5	购买30个装备
Equipment6	购买40个装备
Equipment7	购买50个装备
Equipment8	购买60个装备
Equipment9	购买70个装备
Equipment10	购买80个装备
Equipment11	购买90个装备
Equipment12	购买100个装备
AllEquipmentSword	收集所有\x0e\x05\0\x020\0的装备
AllEquipmentHammer	收集所有\x0e\x05\x01\x021\0的装备
AllEquipmentDoctor	收集所有\x0e\x05\x02\x022\0的装备
AllEquipmentBeam	收集所有\x0e\x05\x03\x023\0的装备
ArmsForgeZ1	将1个武器进行DX强化
ArmsForgeZ2	将20个武器进行DX强化
ArmsForgeZ3	将50个武器进行DX强化
AllArmsForgeZ	将所有武器进行DX强化
HatForgeZ1	将1个防具进行DX强化
HatForgeZ2	将20个防具进行DX强化
HatForgeZ3	将50个防具进行DX强化
AllHatForgeZ	将所有防具进行DX强化
ArmsForgeSZ1	将1个武器进行SDX强化
ArmsForgeSZ2	将20个武器进行SDX强化
ArmsForgeSZ3	将50个武器进行SDX强化
AllArmsForgeSZ	将所有武器进行SDX强化
HatForgeSZ1	将1个防具进行SDX强化
HatForgeSZ2	将20个防具进行SDX强化
HatForgeSZ3	将50个防具进行SDX强化
AllHatForgeSZ	将所有防具进行SDX强化
SupportItem1	第一次购买辅助道具
SupportItem2	购买3个辅助道具
SupportMiniExp1	使用迷你经验值球
SupportMiniExp2	使用迷你经验值球3次
SupportExp1	使用经验值球
SupportExp2	使用经验值球3次
SupportHP1	使用体力药
SupportHP2	使用体力药3次
SupportAtk1	使用攻击药
SupportAtk2	使用攻击药3次
SupportBook1	购买1本书
SupportBook2	购买3本书
SupportBook3	购买5本书
SupportBook4	购买8本书
SupportBook5	购买10本书
SupportBook6	购买15本书
SupportBook7	购买20本书
SupportBook8	购买30本书
SupportBook9	购买40本书
SupportBook10	购买50本书
HighScore1	合计最高分数达到3000
HighScore2	合计最高分数达到10000
HighScore3	合计最高分数达到20000
HighScore4	合计最高分数达到30000
HighScore5	合计最高分数达到50000
HighScore6	合计最高分数达到75000
HighScore7	合计最高分数达到100000
HighScore8	合计最高分数达到120000
HighScore9	合计最高分数达到130000
HighScore10	合计最高分数达到150000
HighScore11	合计最高分数达到170000
HighScore12	合计最高分数达到200000
HighScore13	合计最高分数达到220000
HighScore14	合计最高分数达到240000
HighScore15	合计最高分数达到260000
HighScore16	合计最高分数达到280000
Clear1	通过故事探索3次或以上
Clear2	通过故事探索7次或以上
Clear3	通过故事探索10次或以上
Clear4	通过故事探索20次或以上
Clear5	通过故事探索30次或以上
Clear6	通过故事探索50次或以上
Clear7	通过故事探索70次或以上
Clear8	通过故事探索100次或以上
Clear9	通过故事探索120次或以上
Clear10	通过故事探索150次或以上
Clear11	通过故事探索170次或以上
Clear12	通过故事探索200次或以上
Clear13	通过故事探索220次或以上
Clear14	通过故事探索250次或以上
Clear15	通过故事探索270次或以上
Clear16	通过故事探索300次或以上
MultiPlay1	第一次和其他人一起通过探索
MultiPlay2	和其他人一起通过探索3次或以上
MultiPlay3	和其他人一起通过探索7次或以上
MultiPlay4	和其他人一起通过探索10次或以上
MultiPlay5	和其他人一起通过探索15次或以上
MultiPlay6	和其他人一起通过探索20次或以上
MultiPlay7	和其他人一起通过探索30次或以上
MultiPlay8	和其他人一起通过探索40次或以上
MultiPlay9	和其他人一起通过探索50次或以上
MultiPlay10	和其他人一起通过探索60次或以上
MultiPlay11	和其他人一起通过探索70次或以上
MultiPlay12	和其他人一起通过探索80次或以上
AllArea1Clear	通过所有海岸的探索
AllArea2Clear	通过所有沙丘的探索
AllArea3Clear	通过所有古迹的探索
AllArea4Clear	通过所有火山的探索
AllArea5Clear	通过所有天空的探索
AllArea6Clear	通过所有大决战的探索
AllArea7Clear	通过所有草原的探索
AllArea8Clear	通过所有梦幻异界的探索
AllArea1ClearPlatinum	海岸的探索全都获得\x0e\x05\x06\x026\0
AllArea2ClearPlatinum	沙丘的探索全都获得\x0e\x05\x06\x026\0
AllArea3ClearPlatinum	古迹的探索全都获得\x0e\x05\x06\x026\0
AllArea4ClearPlatinum	火山的探索全都获得\x0e\x05\x06\x026\0
AllArea5ClearPlatinum	天空的探索全都获得\x0e\x05\x06\x026\0
AllArea6ClearPlatinum	大决战的探索全都获得\x0e\x05\x06\x026\0
AllArea7ClearPlatinum	草原的探索全都获得\x0e\x05\x06\x026\0
AllArea8ClearPlatinum	梦幻异界的所有探索\x0e\x05\x06\x026\0
VisitTraveller1	和15名旅人相遇
VisitTraveller2	和30名旅人相遇
VisitTraveller3	和60名旅人相遇
VisitTraveller4	和100名旅人相遇
VisitTraveller5	和150名旅人相遇
VisitTraveller6	和300名旅人相遇
TravellerBell1	敲响旅人之钟5次
TravellerBell2	敲响旅人之钟15次
TravellerBell3	敲响旅人之钟30次
TravellerBell4	敲响旅人之钟50次
MaterialFrame	收集1000个或以上的炎之碎片
MaterialWater	收集1000个或以上的水之碎片
MaterialLight	收集1000个或以上的光之碎片
MaterialFrameMax	收集9999个炎之碎片
MaterialWaterMax	收集9999个水之碎片
MaterialLightMax	收集9999个光之碎片
Watchword	使用暗号
Picture	从系列历代作品跳转至Nintendo eShop
Ticket	在战斗中获得稀有碎片
StampSingle	在成员选择画面使用图章
StampStep	在战斗中使用图章
TravellerBellFirst	第一次敲响旅人之钟
TrophyClear1	达成100个勇者任务
TrophyClear2	达成200个勇者任务
TrophyClear3	达成300个勇者任务
TrophyClear4	达成400个勇者任务
TrophyClear5	达成500个勇者任务
TrophyClear6	达成600个勇者任务
TrophyClear7	达成700个勇者任务
TrophyAllComplete	达成所有的勇者任务！
StampCollect1	收集到10个图章
StampCollect2	收集到15个图章
StampCollect3	收集到20个图章
StampCollect4	收集到30个图章
StampCollect5	收集到40个图章
StampCollect6	收集到所有的图章
AppleGet1	收集到30个苹果宝石
AppleGet2	收集到100个苹果宝石
AppleGet3	收集到300个苹果宝石
AppleGet4	收集到500个苹果宝石
AppleGet5	收集到1000个苹果宝石
AppleGet6	收集到2500个苹果宝石
AppleGet7	收集到5000个苹果宝石
AppleGet8	收集到10000个苹果宝石
AppleUse1	使用30个苹果宝石
AppleUse2	使用100个苹果宝石
AppleUse3	使用300个苹果宝石
AppleUse4	使用500个苹果宝石
AppleUse5	使用1000个苹果宝石
AppleUse6	使用2500个苹果宝石
AppleUse7	使用5000个苹果宝石
AppleUse8	使用10000个苹果宝石
Nfp.msbt
Reading	正在读取……
Canceling	正在取消……
TouchNfcReader	请以amiibo触碰{c[dc000d]}NFC区域{c[000000]}。
ErrorNotSupported	这不是{c[dc000d]}amiibo{c[000000]}。
ErrorInvalidFormatVersion	不支持此{c[dc000d]}amiibo{c[000000]}。
ErrorOther	发生{c[dc000d]}错误{c[000000]}。
