CheckSaveData.msbt
CreateFile	正在建立{c[dc000d]}儲存資料{c[000000]}，\n請稍候片刻。
CashItemDescriptionDown_01	購買的話，\n樹等級將能夠{c[ff4b32]}成長至\x0e\x02\x01\0{c[000000]}！\n1次能夠收成的量會變成{c[ff4b32]}\x0e\x02\x01\0顆{c[000000]}！
CashItemDescriptionDown_01B	十分划算的{c[ff4b32]}超值MAX箱{c[000000]}！\n一旦購買，樹等級就能夠{c[ff4b32]}成長至最大等級{c[000000]}！\n1次能夠收成的量會變成{c[ff4b32]}\x0e\x02\x01\0顆{c[000000]}！
CashItemDescriptionDown_01C	一旦購買，樹等級就能夠{c[ff4b32]}成長至最大等級{c[000000]}！\n1次能夠收成的量會變成{c[ff4b32]}\x0e\x02\x01\0顆{c[000000]}！
CashItemDescriptionDown_02	即使購買，\n蘋果寶石樹也不會成長。
StampDialogText	要購買{c[dc000d]}\x0e\x02\x0f\0{c[000000]}嗎？
StampDialogBuyText	得到{c[dc000d]}\x0e\x02\x0f\0{c[000000]}了！
DialogPurchaseButton	購買
DialogCancelButton	取消
NewForShopTopMenu	NEW
StaffCredit.msbt
Staff	STAFF
GeneralDirector	GENERAL DIRECTOR
GeneralDirector_00	SHINYA KUMAZAKI
Director	DIRECTORS
Director_00	YUMI TODO
Director_01	TADASHI KAWAI
Director_02	JUN TSUDA
LeadGameDesign	LEAD GAME DESIGN
LeadGameDesign_00	JUN TANIGUCHI
LeadBattleDesign	LEAD BATTLE DESIGN
LeadBattleDesign_00	YUKI WATANABE
BattleDesign	BATTLE DESIGN
BattleDesign_00	JIDEOCK KIM
UIPlanning	UI PLANNING
UIPlanning_00	YUICHI KOBAYASHI
UIPlanning_01	SEIKA NAKATSUJI
ProgramDirector	PROGRAMMING DIRECTOR
ProgramDirector_00	HIROSHI OHNISHI
Programming	PROGRAMMING
Programming_00	KOUJI KIKKAWA
Programming_01	YOHEI FUKUDA
Programming_02	SATOSHI OHTAKE
Programming_03	HIROKI AZUMADA
Programming_04	TAKAYA NAKAMURA
ProgrammingSupport	PROGRAMMING SUPPORT
ProgrammingSupport_00	YUYA SUZUKI
DesignDirector	DESIGN DIRECTOR
DesignDirector_00	RIKI FUHRMANN
LeadDesign	LEAD DESIGN
LeadDesign_00	NATSUKI TSUJI
MotifDesign	MOTIF DESIGN
MotifDesign_00	KOUICHI NODA
MotifModeling	MOTIF MODELING
MotifModeling_00	AYAKO SOUMA
MotifModeling_01	SACHIE MIKUNI
MotifModeling_02	YUUSUKE FURUHATA
CharacterItemDesign	CHARACTER/ITEM DESIGN
CharacterItemDesign_00	SHINGO KABAYA
CharacterModeling	CHARACTER MODELING
CharacterModeling_00	TOMOKA OGURA
CharacterModeling_01	AKIRA HIGAKI
ItemModeling	ITEM MODELING
ItemModeling_00	KENSUKE FUKUMARU
ItemModeling_01	TAKAHIRO KUMADA
ItemModeling_02	HARUKA HIROTA
EffectDesign	EFFECT DESIGN
EffectDesign_00	MUNEYUKI TEJIMA
Animation	ANIMATION
Animation_00	FUMIE TOMONO
UIConceptDesign	UI CONCEPT DESIGN
UIConceptDesign_00	YUJI OSHIMOTO
UIDesign	UI DESIGN
UIDesign_00	TAKASHI SAGAWA
UIDesign_01	MASUMI SUGIYAMA
UIDesign_02	KIYOHISA SUZUHIGASHI
UIDesign_03	MIKI TANIE
UIDesign_04	JUNPEI SUZAKI
UIDesignSupport	UI DESIGN ASSIST
UIDesignSupport_00	YUKARI KEMMOCHI
Sound	SOUND
Sound_00	KIYOSHI HAZEMOTO
Sound_01	　
Sound_02	HIROKAZU ANDO
Sound_03	JUN ISHIKAWA
VoiceActor	VOICE
VoiceActor_00	MAKIKO OHMOTO
VoiceActor_01	BANJO GINGA
VoiceActor_02	　
VoiceActor_03	RYOKA YUZUKI
VoiceActor_04	RIE TAKAHASHI
VoiceActor_05	REINA UEDA
VoiceActor_06	SHIGERU CHIBA
TeamSupport	TEAM SUPPORT
TeamSupport_00	YOSHIMI TAKAHASHI
TeamSupport_01	SHIGERU HASHIGUCHI
TeamSupport_02	SHIGERU HIRAYAMA
TeamSupport_03	KATSUHIRO SAKODA
TechnicalSupport	TECHNICAL SUPPORT
TechnicalSupport_00	KAZUHIRO MIZUSAWA
TechnicalSupport_01	TETSUYA NOGE
TechnicalSupport_02	SHO TAJIMA
TechnicalSupport_03	RYOICHIRO ATONO
TechnicalSupport_04	SHINYA WATANABE
TechnicalSupport_05	MUNEMASA KIMURA
TechnicalSupport_06	KAZUKI TSUKUDA
TechnicalSupport_07	TSUYOSHI MASADA
ArtWork	ARTWORK
ArtWork_00	RIEKO KAWAHARA
ArtWork_01	SUMIKO BESSHO
ArtWork_02	EMI IMAMURA
Testing	TESTING
Testing_00	MASARU KOBAYASHI
Testing_01	TAKESHI TAMURA
Testing_02	AKIKO OHASHI
Testing_03	SHOJI MATSUYOSHI
Testing_04	MANAMI SAIGO
Testing_05	MAYUMI ITO
Testing_06	HAL DEBUG TEAM
Testing_07	Mario Club Co., Ltd.
LocalizationManagement	LOCALIZATION MANAGEMENT
LocalizationManagement_00	TETSUYA ABE
LocalizationManagement_01	SEIJI OTOGURO
NOALocalizationManagement	NOA LOCALIZATION MANAGEMENT
NOALocalizationManagement_00	REIKO NINOMIYA
NOALocalizationManagement_01	RICH AMTOWER
NOALocalizationManagement_02	TIM O'LEARY
NOALocalizationManagement_03	SCOT RITCHEY
NOALocalizationManagement_04	ÁLEX ZARZA
NOALocalization	NOA LOCALIZATION
NOALocalization_00	SAM ABOUHARB
NOALocalization_01	YANETT CEPEDA VALOR
NOALocalization_02	RICH COMEGYS
NOALocalization_03	MARJOLAINE DROUIN
NOALocalization_04	NICKO GONZALEZ DE SANTIAGO
NOALocalization_05	YUNICA HARA
NOALocalization_06	ROBERT HEIRET
NOALocalization_07	SARA HOAD
NOALocalization_08	NORIKO KAJI
NOALocalization_09	CÉSAR PÉREZ
NOALocalization_10	LUDOVIC TIENTCHEU PONKIN
NOAProductTestingManagement	NOA PRODUCT TESTING MANAGEMENT
NOAProductTestingManagement_00	KENTARO NISHIMURA
NOAProductTestingManagement_01	KIRK BUCHANAN
NOAProductTestingManagement_02	Q DEQUINA
NOAProductTestingManagement_03	TOMOKO MIKAMI
NOAProductTesting	NOA PRODUCT TESTING
NOAProductTesting_00	STEPHEN WARD
NOAProductTesting_01	DAMIANO PINTON
NOAProductTesting_02	KATHY HUGUENARD
NOAProductTesting_03	DAVID POTTS
NOAProductTesting_04	ANNA SEMENETS
NOAProductTesting_05	MICHAEL SAHLIN
NOAProductTesting_06	JOSH YAGI-STANTON
NOAProductTesting_07	JAKE LOKHOLM
NOAProductTesting_08	GARY MEADS
NOAProductTesting_09	CODY DELAY
NOAProductTesting_10	DENNIS QUIRAY
NOAProductTesting_11	PASCAL RAMIREZ
NOAProductTesting_12	TIMOTHY ROSAAEN
NOAProductTesting_13	JAMARI SUAZO-WEST
NOAProductTesting_14	DANIEL WEIMER
NOAProductTesting_15	PRODUCT TESTING TECHNICIANS
NOELocalizationProducers	NOE LOCALISATION PRODUCERS
NOELocalizationProducers_00	LIAM HIGGINS
NOELocalizationProducers_01	BARBARA WALLACE
NOELocalizationProducers_02	RYOKO SAWABE
NOETranslation	NOE TRANSLATION
NOETranslation_00	PIERRE SANCHEZ
NOETranslation_01	MARTINA LEONOR BASSANI
NOETranslation_02	EREN BAYKAL
NOETranslation_03	JOHN MULLEN
NOETranslation_04	FLORENCE D'ANTERROCHES
NOETranslation_05	JEAN-PAUL HAUSMANN
NOETranslation_06	EMMANUEL ADIEN
NOETranslation_07	CLÉMENCE DIERYCK
NOETranslation_08	GIOVANNA CANTA
NOETranslation_09	ALESSANDRO PAGANO
NOETranslation_10	GIOVANNA PRATI
NOETranslation_11	BRUNO GRAMIGNA
NOETranslation_12	ALEXANDER VAN DE BERGH
NOETranslation_13	MARTINA DEIMEL
NOETranslation_14	SASCHA WEINARD
NOETranslation_15	AINHOA BERNAD HURTADO
NOETranslation_16	ELIZABETH SÁNCHEZ LEÓN
NOETranslation_17	JÓNATAN MARCOS MILLÁN
NOETranslation_18	CHRISTIAN BUTER
NOETranslation_19	THOMAS DEN HAAN
NOETranslation_20	CARSTEN HARMANS
NOEQualityAssurance	NOE QUALITY ASSURANCE
NOEQualityAssurance_00	MARCO GRUDEN
NOEQualityAssurance_01	LAURENT SIDDI
NOEQualityAssurance_02	EMILIEN DE SALLES COSTA
NOEQualityAssurance_03	DAMIEN BRICHARD
NOEQualityAssurance_04	PASQUALE MICELI
NOEQualityAssurance_05	ANDREA MARINO
NOEQualityAssurance_06	PETER EISELT
NOEQualityAssurance_07	ZORAN TASEVSKI
NOEQualityAssurance_08	MIGUEL ÁNGEL CARNERO CALDERÓN
NOEQualityAssurance_09	JORGE HERAS GARCÍA
NOEQualityAssurance_10	SOUFIAN YAHYAOUI
NOEQualityAssurance_11	STIJN LEBON
NOEQualityAssurance_12	STEFAN VERMIJ
NOKTranslation	NOK TRANSLATION
NOKTranslation_00	JIHYUEN YOO
NOKQualityAssurance	NOK QUALITY ASSURANCE
NOKQualityAssurance_00	KIUNG SEOUNG
NOKQualityAssurance_01	KYOUNGIM NA
NOKQualityAssurance_02	Pole To Win Korea Co., Ltd.
NOKArtwork	NOK ARTWORK
NOKArtwork_00	SUZY DO
NHLLocalization	NHL LOCALIZATION
NHLLocalization_00	CLAUDIA CHAN
NHLLocalization_01	SEAN SHEN
NHLLocalization_02	TRACY CHENG
NHLLocalization_03	Pole To Win Singapore Pte. Ltd., Taiwan Branch
NHLArtwork	NHL ARTWORK
NHLArtwork_00	MIKE KAN
iQueLocalization	iQue LOCALIZATION
iQueLocalization_00	KEISUKE FUKUSHIMA
iQueLocalization_01	QIU XIAOCHUN
iQueLocalization_02	XU MING
iQueLocalization_03	ZHANG JIONG
iQueLocalization_04	Pole To Win Shanghai Co., Ltd.
EndingSong	ENDING SONG
EndingSong_00	Green Tree Memories from Kirby
EndingSong_01	VOCALS - NATSUMI IWAIDE
EndingSong_02	LYRICS - SHINYA KUMAZAKI
EndingSong_03	ENGLISH TRANSLATION - OWEN COONEY
EndingSong_04	COMPOSITION - TADASHI IKEGAMI
EndingSong_05	ARRANGEMENT - NAOHISA TANIGUCHI
EndingSong_06	HIROKAZU ANDO
SpecialThanks	SPECIAL THANKS
SpecialThanks_00	WINDS CO.,LTD.
SpecialThanks_01	YASUO TAKAGI
SpecialThanks_02	YOSHIHIRO NAGATA
SpecialThanks_03	KEITA YAMADA
SpecialThanks_04	TOMOHIRO MINEMURA
SpecialThanks_05	MASAYO NAKAGAMI
SpecialThanks_06	SATOSHI ISHIDA
SpecialThanks_07	HARUKA ABE
SpecialThanks_08	HIROAKI IKARASHI
SpecialThanks_09	AKIRA EGUCHI
SpecialThanks_10	YUMI OSADA
SpecialThanks_11	JEFF MILLER
SpecialThanks_12	manual of errors artists, inc.
SpecialThanks_13	Good-Feel Co., Ltd.
Coordinators	COORDINATOR
Coordinators_00	KEI NINOMIYA
ProjectManagement	PROJECT MANAGEMENT
ProjectManagement_00	YOSHIKI SUZUKI
ProjectManagement_01	ISAO TAKAHASHI
ProjectManagement_02	TATSUYA KIKUCHI
Producer	PRODUCERS
Producer_00	TADASHI KAMITAKE
Producer_01	HITOSHI YAMAGAMI
GeneralProducer	GENERAL PRODUCERS
GeneralProducer_00	SHIGEFUMI KAWASE
GeneralProducer_01	SHINYA TAKAHASHI
ExecutiveProducer	EXECUTIVE PRODUCER
ExecutiveProducer_00	SHUNTARO FURUKAWA
Copyright	HAL Laboratory, Inc. and Nintendo are \nthe authors of this software for the purpose \nof copyright. All rights reserved. \n©2019 HAL Laboratory, Inc. / Nintendo
Stamp.msbt
Stamp_01	請多指教！
Stamp_02	辛苦了！
Stamp_03	謝謝！
Stamp_04	被打倒了！
Stamp_06	抱歉！
Stamp_07	等我一下……
Stamp_08	大家辛苦了
Stamp_09	下次再見～！
Stamp_10	出發吧～！
Stamp_12	我的鬥志\n燃燒起來了！
Stamp_13	我還能繼續！
Stamp_14	來啦～！
Stamp_15	哈哈哈
Stamp_16	拜託你們了！
Stamp_17	再會！
Stamp_20	交給本大爺吧！
Stamp_21	一決勝負！
Stamp_22	再一起玩喔！
Stamp_23	甘、甘拜下風……
Stamp_24	久等了！
Stamp_25	請多指教
Stamp_26	太好了！
Stamp_28	超棒的！
Stamp_29	哇～！
Stamp_30	再見～
Stamp_31	辛苦了
Stamp_32	登登～！
Stamp_33	太棒了……
Stamp_34	OK＞
Stamp_35	嘿嘿嘿～
Stamp_36	喔呵呵
Stamp_37	啪沙～
Stamp_38	別小看我了！
Stamp_39	哼……做得不錯！
Stamp_40	銀河最強！
Stamp_41	我很看好你喔
Stamp_42	再見啦
Stamp_43	只要有這個的話
Stamp_44	你還挺行的嘛
Stamp_45	那就拜託了唷\x0e\x17\0\0♪\x0f\x17\0
Stamp_46	一起加油吧
Stamp_47	讓我們\n肅清一切吧！
Stamp_48	……邪魔哈洛阿
Stamp_49	我燃燒起來啦！
Stamp_50	我要來煮飯囉～！
Stamp_51	大家一起上吧
Stamp_52	久等了！
Stamp_53	（緊盯～）
Stamp_54	嗯邪？
Stamp_55	再見啦！
StampName.msbt
StampName_rocked	？？？？？？？？？？
StampName_01	基本1
StampName_02	基本3
StampName_03	基本2
StampName_04	基本6
StampName_05	基本4
StampName_06	基本7
StampName_07	基本5
StampName_08	卡比7
StampName_09	卡比6
StampName_10	卡比1
StampName_11	卡比8
StampName_12	卡比2
StampName_13	卡比3
StampName_14	卡比4
StampName_15	卡比5
StampName_16	帝帝帝大王1
StampName_17	帝帝帝大王3
StampName_18	帝帝帝大王4
StampName_19	帝帝帝大王5
StampName_20	帝帝帝大王2
StampName_21	魅塔騎士1
StampName_22	魅塔騎士4
StampName_23	魅塔騎士3
StampName_24	魅塔騎士2
StampName_25	瓦豆魯迪1
StampName_26	瓦豆魯迪2
StampName_27	瓦豆魯迪6
StampName_28	瓦豆魯迪3
StampName_29	瓦豆魯迪4
StampName_30	瓦豆魯迪5
StampName_31	夢魘
StampName_32	陸庫&海恩&空
StampName_33	闇物質
StampName_34	銀河‧新星
StampName_35	魔嚕酷
StampName_36	魔嚕酷靈魂
StampName_37	巨大鋒翼鳥
StampName_38	蠱依
StampName_39	闇魅塔騎士
StampName_40	星河騎士
StampName_41	怪盜洛切
StampName_42	魔法洛亞
StampName_43	店主魔法洛亞
StampName_44	塔狼蛛
StampName_45	秘書蘇姿
StampName_46	艾莉妮
StampName_47	雷槍帕嚕提扎努
StampName_48	冰斧基斯
StampName_49	炎劍露啾
StampName_50	廚師川崎
StampName_51	卡比9
StampName_52	阿朵萊妮&莉寶
StampName_53	闇零
StampName_54	海內司
StampName_55	暗影卡比
StoryText.msbt
StoryText_01	這是很久很久以前，一個非常遙遠的世界的故事……\n\n有個和平到令人訝異的王國──{c[ff4600]}噗噗噗王國{c[000000]}。\n然而這裡卻發生了一起事件。\x0e\0\x04\0某一天，住在{c[ff4600]}海岸{c[000000]}的\n{c[ff4600]}盔角蟲{c[000000]}突然開始肆虐。\n為了使王國重獲和平，\n{c[ff4600]}卡比獵人隊{c[000000]}踏上了戰鬥的旅途……
StoryText_02	在前往{c[ff4600]}沙丘{c[000000]}的卡比們面前，\n出現了身穿盔甲的劍士擋住去路。\n對方是手持炎之大劍的強敵！\n突破{c[ff4600]}試煉探索{c[000000]}吧！
StoryText_03	卡比們順利通過了{c[ff4600]}試煉探索{c[000000]}，\n隨之而來的是\n位於{c[ff4600]}古跡{c[000000]}的探索。\x0e\0\x04\0為了解開不斷持續的\n狂暴化騷動之謎，\n卡比們只能餓著肚子，\n繼續朝著{c[ff4600]}古跡{c[000000]}前進……
StoryText_04	除了騷動的消息之外，\n卡比們還聽到了關於{c[ff4600]}斗篷男{c[000000]}的傳聞……\n為了找出他的真實身分，\n卡比們跟著他的腳步，來到夜晚的{c[ff4600]}古跡{c[000000]}……！
StoryText_05	卡比們成功打倒了{c[ff4600]}斗篷男{c[000000]}，\n不過他卻往{c[ff4600]}火山{c[000000]}的另一頭逃走了……\x0e\0\x04\0為了追上逃走的{c[ff4600]}斗篷男{c[000000]}……\n以及保護王國的居民\n不受到處肆虐的敵人侵害……\n卡比們將前往全新區域──{c[ff4600]}火山{c[000000]}。
StoryText_06	{c[ff4600]}海岸{c[000000]}突然出現了\n能操縱寒冰利刃的藍色盔甲！\n好好整頓身上的裝備，\n通過這場{c[ff4600]}試煉探索{c[000000]}吧！
StoryText_07	卡比們漂亮地通過了\n第3個{c[ff4600]}試煉探索{c[000000]}。\n但是這場狂暴化騷動卻尚未平息。\x0e\0\x04\0雖然卡比們緊追著\n時有耳聞的{c[ff4600]}斗篷男{c[000000]}的蹤影，\n但同時也為了王國的居民們繼續戰鬥。
StoryText_08	在灼熱{c[ff4600]}火山{c[000000]}的最深處……\n烈焰之蛙──{c[ff4600]}火山蛙{c[000000]}\n從滾燙的岩漿中跳了出來！\n挑戰……第4個{c[ff4600]}試煉探索{c[000000]}吧！
StoryText_09	卡比們打倒烈焰之蛙，\n成功通過了第4個{c[ff4600]}試煉探索{c[000000]}。\n他們朝著新開啟的區域──{c[ff4600]}天空{c[000000]}前進，\n奮力挑戰更加困難的戰鬥。
StoryText_10	卡比們終於在{c[ff4600]}天空{c[000000]}發現了\n{c[ff4600]}斗篷男{c[000000]}的身影！\x0e\0\x04\0卡比們逮住了那黑影，\n向他發起挑戰……\n不過……總覺得……\n好像有什麼不對勁……！？
StoryText_11	出現在{c[ff4600]}天空{c[000000]}的{c[ff4600]}斗篷男{c[000000]}\n並不是{c[ff4600]}異次元夢魘{c[000000]}。\n他的真實身分竟然是傀儡魔法師──{c[ff4600]}塔狼蛛{c[000000]}。\x0e\0\x04\0和恢復理智的{c[ff4600]}塔狼蛛{c[000000]}道別後，\n卡比們為了追趕幕後黑手{c[ff4600]}斗篷男{c[000000]}，\n再次踏上旅程。
StoryText_12	卡比們終於找到了\n來自異世界的魔法師！\n打倒為王國帶來混亂的\n{c[ff4600]}幕後黑手{c[000000]}吧！
StoryText_13	就在即將抓住{c[ff4600]}異次元夢魘{c[000000]}時，\n他卻揮舞身上的斗篷，\n再次逃得無影無蹤……\x0e\0\x04\0在持續追趕的卡比們面前\n出現了全新區域──{c[ff4600]}大決戰{c[000000]}。\n強敵正在此處等待他們。
StoryText_14	卡比們來到了決戰之地──{c[ff4600]}大決戰{c[000000]}。\n他們終於將{c[ff4600]}異次元夢魘\n{c[000000]}這名幕後黑手逼到了絕境！\x0e\0\x04\0但是，那個男人的嘴角卻露出了一絲冷笑。\n對方肯定還有什麼{c[ff4600]}陰謀{c[000000]}……！\n{c[ff4600]}卡比獵人隊{c[000000]}，千萬別輸給他！
StoryText_15	由{c[ff4600]}異次元夢魘{c[000000]}從異世界召喚而來的\n黑暗之王──{c[ff4600]}D大王‧意向{c[000000]}，\n被4名卡比打敗了。\x0e\0\x04\0{c[ff4600]}噗噗噗王國{c[000000]}終於重獲和平。\n\n但是安穩的日子卻沒有持續太久……\n各地又再次傳出有敵人肆虐的消息！\x0e\0\x04\0有可能是被打飛的{c[ff4600]}異次元夢魘{c[000000]}\n依然持續進行他的邪惡計畫。\n卡比們立刻趕往對方墜落的\n{c[ff4600]}城堡外小鎮{c[000000]}和{c[ff4600]}草原{c[000000]}……
StoryText_16	在酷寒的 {c[ff4600]}沙丘{c[000000]}夜晚，\n升起了一朵帶有毒性的雷雲……\n穿過危險的瓦斯和毒雨，\n突破{c[ff4600]}試煉探索{c[000000]}吧！
StoryText_17	劇毒之雲──{c[ff4600]}毒液獨眼雲{c[000000]}，\n也被以勇氣和友情\n緊緊結合的卡比們打倒了。\x0e\0\x04\0不過這一帶卻找不到\n{c[ff4600]}異次元夢魘{c[000000]}的行蹤……\n卡比們為了尋找線索，\n決定繼續前進。
StoryText_18	來自異世界的魔法師……{c[ff4600]}異次元夢魘{c[000000]}。\n他的目的已經從征服王國\n轉為對卡比們{c[ff4600]}復仇{c[000000]}了……\x0e\0\x04\0現在，和他做個{c[ff4600]}了斷{c[000000]}，\n進行最終決戰的時刻終於到了……！\n和同伴一起拯救世界吧……\n{c[ff4600]}超級卡比獵人隊{c[000000]}！
StoryText_19	為了使噗噗噗王國重獲和平，\n{c[ff4600]}超級卡比獵人隊{c[000000]}4人一路奮戰至今。\x0e\0\x04\0從異世界的魔法師{c[ff4600]}異次元夢魘{c[000000]}出現後，\n王國裡就開始不斷發生\n狂暴化騷動。\x0e\0\x04\0在戰鬥的最後，\n雖然卡比們成功將{c[ff4600]}異次元夢魘{c[000000]}逼入絕境，\n但被稱為銀河最強的{c[ff4600]}遠古英雄{c[000000]}\n卻從次元裂縫中被召喚了出來。\x0e\0\x04\0即使過程充滿挫敗，令人流盡淚水，\n卡比們最終還是集結了4人之力，\n成功打倒{c[ff4600]}遠古英雄{c[000000]}。\x0e\0\x04\0這麼一來，噗噗噗王國應該能迎來\n{c[ff4600]}真正的和平{c[000000]}吧。\n今晚，夜空高掛著一彎美麗的眉月。\x0e\0\x04\0感覺從今天開始，\n終於能高枕無憂地好好睡到飽了……
StreetPass.msbt
TitleMenu.msbt
ShopConfirmDialogEclair	要移動到{c[dc000d]}Nintendo eShop{c[000000]}嗎？
HardwareName_00	Nintendo Switch
HardwareName_01	Nintendo 3DS
HardwareName_02	Wii U
ShopTitleTextParufe	Kirby: Triple Deluxe
ShopTitleTextParufeDetail	特色是不再侷限於橫向，能夠在關卡的前後移動。\n除了25種複製能力以外，\n還能夠享受「超新星吸入」帶來的衝擊性與樂趣！
ShopTitleTextPizza	Kirby Fighters Deluxe
ShopTitleTextPizzaDetail	在《Kirby: Triple Deluxe》的小遊戲新增了更多要素。\n能夠從10種複製能力當中選擇喜歡的能力進行對戰，\n也可以使用通訊遊玩4人同樂！
ShopTitleTextDrop	Dedede's Drum Dash Deluxe
ShopTitleTextDropDetail	在《Kirby: Triple Deluxe》的小遊戲新增了更多要素。\n配合節奏操作帝帝帝大王，\n使用不同跳躍往終點前進！
ShopTitleTextTorte	Kirby: Planet Robobot
ShopTitleTextTorteDetail	為了拯救被邪惡企業侵略的世界，\n卡比將與擁有10種以上不同型態的「機器博博裝甲」一同奮戰！\n可對應所有的amiibo。
