CHAPTER/chapter01_ev
C01_EV1000_00010_ENZO	亲爱的……\n艾多……！艾多娜……
SK_DETAIL_WP07_24	按下[ICON:JUMP ]后立刻按下[ICON:KICK ]，\n从门内伸出机械手，\n朝正面挥出上勾拳并上升。
SK_DETAIL_WP07_34	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]，\n从门内伸出机械手，\n朝正面攻击。\n长按按键能让伸出的武器\n变成巨大铁球，\n扩大攻击范围，提升威力。\n长按按键时能格挡对手的攻击。
SK_DETAIL_WP07_42	按住[ICON:PUNCH ]，\n在攻击前以门御敌，\n格挡对手攻击的同时蓄力。\n蓄力完成后松开按键，\n将提升攻击威力。\n\n按住[ICON:KICK ]，\n以门摆好架势并冲撞，\n格挡对手攻击的同时\n亦可发动正面攻击。
SK_DETAIL_WP07_43	[BTN:LS_ROT ]+[ICON:SHOT ]，\n发动恶魔变装技能。\n使机械装置的身体爆炸，\n击飞周围的对手。
SK_DETAIL_WP07_44	按住[ICON:SHOT ]，\n提升加特林射击的\n连射性能。
SK_DETAIL_WP07_91	[BTN:LS_ROT ]+[ICON:PUNCH ]，\n发动恶魔变装技能。\n挥舞铁球的同时，\n自身也会像钟摆般回旋，\n发动大范围攻击。
SK_DETAIL_WP07_92	[BTN:L3 ]+[BTN:R3 ]，\n发动恶魔变装技能。\n自如地分离机械装置身体内部的\n刀刃、利爪和铁球等各种部件，\n扫荡大范围内的对手。
SK_NAME_DE08_11	形态X
SK_NAME_DE08_12	“移动”的速度提升1
SK_NAME_DE08_13	“移动”的速度提升2
SK_NAME_DE08_21	超音速·振翅
SK_NAME_DE08_22	双信标
SK_NAME_DE08_23	多顿巴
SK_NAME_DE08_31	金属·前锋
SK_NAME_DE08_32	空间屏障
SK_NAME_DE08_33	威斯普雷之力
SK_DETAIL_DE08_11	[KC:B_DEFENSE ]，\n切换[ICON:MICTLAN ]的合体形态，\n通过“灵波”反射\n能感知到肉眼看不见的事物。\n同时改变基本的攻击技能。
SK_DETAIL_DE08_12	提升移动速度。
SK_DETAIL_DE08_13	提升移动速度。
SK_DETAIL_DE08_21	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]，\n解除合体，\n像投掷回旋镖般掷出下半身。
SK_DETAIL_DE08_22	[BTN:LS_ROT ]+[ICON:PUNCH ]，\n解除合体，\n各自以自身为中心呈圆形飞出，\n攻击周围的对手。
SK_DETAIL_DE08_23	[BTN:LS_D ][BTN:LS_U ]+[ICON:SHOT ]，\n将体内的电力能量集中于一点，\n放射出强烈镭射。
SK_DETAIL_DE08_31	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]，\n像舞鞭般挥舞尾巴，\n最后将对手击至上空。
SK_DETAIL_DE08_32	[BTN:LS_ROT ]+[ICON:KICK ]，\n展开屏障，使对手的攻击无效。\n经过一定时间或召唤结束后，\n展开的屏障将消失。
SK_DETAIL_DE08_33	[BTN:LS_ROT ]+[ICON:SHOT ]，\n使用大量光弹照射对手。\n亦可攻击远处的对手。
SK_NAME_WP08_11	悬浮魔法
SK_NAME_WP08_12	雷电一闪
SK_NAME_WP08_13	魔女幻象
SK_NAME_WP08_21	翻牌爆发
SK_NAME_WP08_22	断头台幻象
SK_NAME_WP08_23	反转卡牌
SK_NAME_WP08_33	巨蝠炸裂
SK_NAME_WP08_25	特斯拉线圈
SK_NAME_WP08_31	两头攻击
SK_NAME_WP08_32	诱骗
SK_NAME_WP08_24	百搭卡牌
SK_NAME_WP08_34	飞身闪击
SK_NAME_WP08_41	蝙蝠飞溅
SK_NAME_WP08_42	巨大蝙蝠
SK_NAME_WP08_43	移形换影
SK_NAME_WP08_44	废料幻象
SK_NAME_WP08_91	锁链束缚
SK_NAME_WP08_92	终极鬼牌
SK_DETAIL_WP08_11	[BTN:LS_U ]+快速按下2次[KC:B_AVOID ]，\n发动恶魔变装技能。\n挥动蝠翼般的翅膀高速移动。
SK_DETAIL_WP08_12	在空中按住[ICON:JUMP ]，\n发动恶魔变装技能。\n分离上下半身，\n并在高速移动的同时合体。
SK_DETAIL_WP08_13	[BTN:LS_U ]+快速按下2次[KC:B_DEFENSE ]，\n钻进帽子中，\n并连同帽子一起向前冲，\n将命中的对手猛踢至上空。
SK_DETAIL_WP08_21	按住[KC:B_DEFENSE ]并使用[BTN:LS_D ]+[ICON:PUNCH ]，\n挥舞手杖将对手击至上空，\n并以蝙蝠发动空中追击。\n长按按键将延长攻击时间。
SK_DETAIL_WP08_22	按住[KC:B_DEFENSE ]并使用[BTN:LS_D ]+[ICON:KICK ]，\n钻进帽子中，\n使用帽子瞬移至对手上方，\n借下降的势头狠狠踩踏对手。
SK_DETAIL_WP08_23	按住[KC:B_DEFENSE ]并使用[BTN:LS_U ]+[ICON:PUNCH ]，\n或[BTN:LS_U ][BTN:LS_U ]+[ICON:PUNCH ]，\n使召唤出的蝙蝠能够折返。\n长按按键将延长攻击时间。
SK_DETAIL_WP08_33	按住[KC:B_DEFENSE ]并使用[BTN:LS_U ]+[ICON:KICK ]，\n或[BTN:LS_U ][BTN:LS_U ]+[ICON:KICK ]，\n在空中使用[BTN:LS_U ]+[ICON:KICK ]，\n像踩球一样踩在巨大蝙蝠上，\n可使用[BTN:LS ]操作。\n碰到对手的蝙蝠将爆炸。\n亦可使用[ICON:JUMP ]跳下，\n使球独自前进。
SK_DETAIL_WP08_25	[BTN:LS_ROT ]+[ICON:KICK ]，\n发动恶魔变装技能。\n分离身体使其水平旋转，\n以连接身体的电力能量\n攻击周围的对手。
SK_DETAIL_WP08_31	按下[ICON:JUMP ]后立刻按下[ICON:PUNCH ]，\n发动恶魔变装技能。\n下半身迅速上踢，\n提起上半身的同时发动追击。\n将对手高高地击至上空。
SK_DETAIL_WP08_32	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]，\n发动恶魔变装技能。\n以上半身撞击后，\n拉来下半身\n以踢击发动猛烈追击。
SK_DETAIL_WP08_24	按下[ICON:JUMP ]后立刻按下[ICON:KICK ]，\n朝上空发动上踢。
SK_DETAIL_WP08_34	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]，\n发动恶魔变装技能。\n猛力掷出下半身\n攻击远处的对手，\n并以踢技发动追击。
SK_DETAIL_WP08_41	按住[ICON:PUNCH ]，\n延长[ICON:PUNCH ]的攻击时间。
SK_DETAIL_WP08_42	按住[ICON:KICK ]，\n使帽子中召唤出的蝙蝠巨大化，\n扩大技能的效果范围，\n提升威力。
SK_DETAIL_WP08_43	[BTN:LS_ROT ]+[ICON:SHOT ]，\n将自身变为蝙蝠群，\n对触碰到的对手造成伤害。\n可使用[BTN:LS ]移动。
SK_DETAIL_WP08_44	长按[ICON:SHOT ]后松开[ICON:SHOT ]，\n从帽子中召唤强力投掷道具。\n会出现什么呢，敬请期待。
SK_DETAIL_WP08_91	[BTN:LS_ROT ]+[ICON:PUNCH ]，\n发动恶魔变装技能。\n以弧线投掷下半身，\n使用连接身体的电力能量\n暂时困住对手。
SK_DETAIL_WP08_92	[BTN:L3 ]+[BTN:R3 ]，\n发动恶魔变装技能。\n增强连接身体的电力能量，\n释放强力镭射。\n使用[BTN:RS ]可移动准星。
SK_NAME_DE09_11	作战：聚合
SK_NAME_DE09_12	延长“冷冻”效果1
SK_NAME_DE09_13	延长“冷冻”效果2
SK_NAME_DE09_21	奥鲁塔α：鹫
SK_NAME_DE09_22	奥鲁塔δ：回旋暴风
SK_NAME_DE09_23	奥鲁塔ζ：新月
SK_NAME_DE09_31	奥鲁塔γ：条纹
SK_NAME_DE09_32	奥鲁塔β：五角形
SK_NAME_DE09_33	奥鲁塔ε：星星
SK_DETAIL_DE09_11	[KC:B_DEFENSE ]，\n分裂为小型拉波斯。\n在分裂状态中，\n将操控1只首领，\n另外4只将自动攻击四周。\n再次按下[KC:B_DEFENSE ]，\n将变回合体状态。
SK_DETAIL_DE09_12	延长[ICON:LABOLAS ]的[ICON:SHOT ]冰霜吐息\n冻结对手的时间。
SK_DETAIL_DE09_13	延长[ICON:LABOLAS ]的[ICON:SHOT ]冰霜吐息\n冻结对手的时间。
SK_DETAIL_DE09_21	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]，\n分裂并向前方径直冲去，\n冲撞到的对手将被无情击飞。\n最后将变回合体状态。
SK_DETAIL_DE09_22	[BTN:LS_ROT ]+[ICON:PUNCH ]，\n分裂并在周围绕圈移动，\n最后会变回合体状态，\n从上空咬住并击打对手。
SK_DETAIL_DE09_23	[BTN:LS_D ][BTN:LS_U ]+[ICON:SHOT ]，\n分裂并排成一排，\n组成阵形，\n各自朝前方射出冰弹。\n连按按键将增加\n射出冰弹的次数。\n最后将变回合体状态。
SK_DETAIL_DE09_31	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]，\n分裂并扩散至放射状，\n猛冲并攻击\n前方大范围内的对手。\n最后将变回合体状态。
SK_DETAIL_DE09_32	[BTN:LS_ROT ]+[ICON:KICK ]，\n分裂并排列成圆形，\n组成阵形，\n各自挥起尾巴攻击对手。\n最后将变回合体状态。
SK_DETAIL_DE09_33	[BTN:LS_ROT ]+[ICON:SHOT ]，\n分裂并排列成圆形，\n各自朝着圆形外围\n射出冰弹攻击。\n连按按键将增加\n射出冰弹的次数。\n最后将变回合体状态。
SK_NAME_WP09_11	狮子游行
SK_NAME_WP09_12	王者之路
SK_NAME_WP09_13	冰霜闪击
SK_NAME_WP09_21	火箭重拳
SK_NAME_WP09_22	平行回旋踢
SK_NAME_WP09_23	冰冻飞狮
SK_NAME_WP09_33	原子马达
SK_NAME_WP09_25	冰霜卫星
SK_NAME_WP09_31	力量加速器
SK_NAME_WP09_32	四狮机枪
SK_NAME_WP09_24	夸克直击
SK_NAME_WP09_34	冰霜胶子
SK_NAME_WP09_41	人造卫星光线
SK_NAME_WP09_42	冰霜龙卷
SK_NAME_WP09_43	冰冻加农炮
SK_NAME_WP09_91	维度光斩
SK_NAME_WP09_92	拉波斯出战
SK_DETAIL_WP09_11	[BTN:LS_U ]+快速按下2次[KC:B_AVOID ]，\n发动恶魔变装技能。\n变为四足步行的狮子王形态奔跑。
SK_DETAIL_WP09_12	在空中按住[ICON:JUMP ]，\n发动恶魔变装技能。\n挥舞背部的翅膀在空中飞舞。
SK_DETAIL_WP09_13	[BTN:LS_U ]+快速按下2次[KC:B_DEFENSE ]，\n发动恶魔变装技能。\n使身体结冰并猛冲，\n以利爪抓挠命中的对手。
SK_DETAIL_WP09_21	按住[KC:B_DEFENSE ]并使用[BTN:LS_D ]+[ICON:PUNCH ]，\n击出双手的手足部件，\n以上勾拳攻击远处的对手。
SK_DETAIL_WP09_22	按住[KC:B_DEFENSE ]并使用[BTN:LS_D ]+[ICON:KICK ]，\n在4个手足部件脱离手足的同时\n使出空翻踢击。
SK_DETAIL_WP09_23	按住[KC:B_DEFENSE ]并使用[BTN:LS_U ]+[ICON:PUNCH ]，\n或[BTN:LS_U ][BTN:LS_U ]+[ICON:PUNCH ]，\n发动恶魔变装技能。\n释放寒冰分身，\n抓挠远处的对手。
SK_DETAIL_WP09_33	按住[KC:B_DEFENSE ]并使用[BTN:LS_U ]+[ICON:KICK ]，\n或[BTN:LS_U ][BTN:LS_U ]+[ICON:KICK ]，\n射出4个手足部件的同时\n使出犀利踢击。\n长按按键将增加攻击距离。
SK_DETAIL_WP09_25	[BTN:LS_ROT ]+[ICON:KICK ]，\n发动恶魔变装技能。\n使寒冰分身围绕自身旋转。
SK_DETAIL_WP09_31	按下[ICON:JUMP ]后立刻按下[ICON:PUNCH ]，\n4个手足部件旋转，\n并同时使出上勾拳。
SK_DETAIL_WP09_32	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]，\n射出4个手足部件\n向对手发动连续攻击。\n连按按键将增加连击次数。
SK_DETAIL_WP09_24	按下[ICON:JUMP ]后立刻按下[ICON:KICK ]，\n与旋转飞出的4个手足部件\n同时朝上空发动犀利踢击。\n\n在空中使用[BTN:LS_U ]+[ICON:KICK ]，\n与旋转飞出的4个手足部件\n同时从空中朝地面发动犀利踢击。\n长按按键可在攻击命中后\n继续猛冲。
SK_DETAIL_WP09_34	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]，\n发动恶魔变装技能。\n用寒冰分身向前猛冲数次，\n最后由自己直接发动攻击。
SK_DETAIL_WP09_41	按住[ICON:PUNCH ]或[ICON:KICK ]，\n从射出的部件口中发射镭射追击。
SK_DETAIL_WP09_42	[BTN:LS_ROT ]+[ICON:SHOT ]，\n4个手足部件在旋转的同时\n释放寒气。\n触碰到寒气的对手\n会冻结一段时间。\n长按按键将延长技能效果。
SK_DETAIL_WP09_43	长按[ICON:SHOT ]后松开[ICON:SHOT ]，\n朝前方发射冰块。\n命中的对手将被冻结\n一段时间。
SK_DETAIL_WP09_91	[BTN:LS_ROT ]+[ICON:PUNCH ]，\n使用4个手足部件围住对手，\n从多个方向一齐发射镭射。\n长按按键将延长技能效果。
SK_DETAIL_WP09_92	[BTN:L3 ]+[BTN:R3 ]，\n发动恶魔变装技能。\n以寒冰狮子王的形态在四周猛冲，\n使用冰冻魔法生成巨大冰块。\n触碰到冰块的敌人\n会被冻住一段时间。
SK_NAME_DE10_11	荆棘公主的花园
SK_NAME_DE10_12	延长“荆棘公主的花园”效果时间1
SK_NAME_DE10_13	延长“荆棘公主的花园”效果时间2
SK_NAME_DE10_21	王妃之宠爱
SK_NAME_DE10_22	女帝之宿怨
SK_NAME_DE10_23	千金之欲火
SK_NAME_DE10_31	贵妇之激情
SK_NAME_DE10_32	淑女之憧憬
SK_NAME_DE10_33	宠姬之隐身
SK_DETAIL_DE10_11	[KC:B_DEFENSE ]，\n生成植物，\n自动攻击附近的对手。
SK_DETAIL_DE10_12	延长“荆棘公主的花园”中\n生成的植物的生存时间。
SK_DETAIL_DE10_13	延长“荆棘公主的花园”中\n生成的植物的生存时间。
SK_DETAIL_DE10_21	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]，\n在对手脚边生成荆棘\n并发动顶刺攻击。
SK_DETAIL_DE10_22	[BTN:LS_ROT ]+[ICON:PUNCH ]，\n以自身为中心呈放射状\n生成荆棘。
SK_DETAIL_DE10_23	[BTN:LS_D ][BTN:LS_U ]+[ICON:SHOT ]，\n朝前方散布花粉，\n夺取对手的体力。
SK_DETAIL_DE10_31	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]，\n高速旋转并猛冲。\n触碰到对手后，\n以尾巴叩击发动追击。
SK_DETAIL_DE10_32	[BTN:LS_ROT ]+[ICON:KICK ]，\n左右挥舞尾巴划出弧线，\n横扫对手。
SK_DETAIL_DE10_33	[BTN:LS_ROT ]+[ICON:SHOT ]，\n朝全方位猛力刺出荆棘。
SK_NAME_WP10_11	纯洁摇篮
SK_NAME_WP10_12	昙花一现
SK_NAME_WP10_14	甜美穿刺
SK_NAME_WP10_21	旁枝新芽
SK_NAME_WP10_22	荷叶边新芽
SK_NAME_WP10_23	扭曲的爱
SK_NAME_WP10_33	缠绕之心
SK_NAME_WP10_25	玫瑰密码
SK_NAME_WP10_31	大马士革迷香
SK_NAME_WP10_32	玫瑰狂的妒嫉
SK_NAME_WP10_24	根基新芽
SK_NAME_WP10_34	玫瑰果击倒
SK_NAME_WP10_41	束缚之鞭
SK_NAME_WP10_43	狂野棘刺
SK_NAME_WP10_44	坚硬棘刺
SK_NAME_WP10_91	旋转舞娘
SK_NAME_WP10_92	侵蚀的爱
SK_DETAIL_WP10_11	[BTN:LS_U ]+快速按下2次[KC:B_AVOID ]，\n发动恶魔变装技能。\n使地面长满荆棘并快速移动。
SK_DETAIL_WP10_12	在空中按住[ICON:JUMP ]，\n在空中让脚边盛开鲜花。\n可一段时间内当作立足点使用。
SK_DETAIL_WP10_14	[BTN:LS_U ]+快速按下2次[KC:B_DEFENSE ]，\n发动恶魔变装技能。\n猛冲并以尾巴使出强力一击。
SK_DETAIL_WP10_21	按住[KC:B_DEFENSE ]并使用[BTN:LS_D ]+[ICON:PUNCH ]，\n使用手臂的鞭子将敌人击至上空。
SK_DETAIL_WP10_22	按住[KC:B_DEFENSE ]并使用[BTN:LS_D ]+[ICON:KICK ]，\n使用腿部的鞭子将敌人击至上空。
SK_DETAIL_WP10_23	按住[KC:B_DEFENSE ]并使用[BTN:LS_U ]+[ICON:PUNCH ]，\n或[BTN:LS_U ][BTN:LS_U ]+[ICON:PUNCH ]，\n使用手臂的鞭子\n发动螺旋状刺击。\n可连续攻击。
SK_DETAIL_WP10_33	按住[KC:B_DEFENSE ]并使用[BTN:LS_U ]+[ICON:KICK ]，\n或[BTN:LS_U ][BTN:LS_U ]+[ICON:KICK ]，\n使用腿部的鞭子\n发动螺旋状刺击。\n可连续攻击。
SK_DETAIL_WP10_25	[BTN:LS_ROT ]+[ICON:KICK ]，\n发动恶魔变装技能。\n从全身各部位伸出荆棘发动攻击。
SK_DETAIL_WP10_31	按下[ICON:JUMP ]后立刻按下[ICON:PUNCH ]，\n发动恶魔变装技能。\n让荆棘如钻头般旋转并上升。
SK_DETAIL_WP10_32	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]，\n发动恶魔变装技能。\n从手臂伸出荆棘发动攻击。
SK_DETAIL_WP10_24	按下[ICON:JUMP ]后立刻按下[ICON:KICK ]，\n朝上空发动上踢。\n\n在空中使用[BTN:LS_U ]+[ICON:KICK ]，\n朝地面发动犀利踢击。\n长按按键可在攻击命中后\n继续猛冲。
SK_DETAIL_WP10_34	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]，\n发动恶魔变装技能。\n扭转身体，\n以腿部伸出的荆棘击打敌人。
SK_DETAIL_WP10_41	按住[ICON:PUNCH ]或[ICON:KICK ]，\n用鞭子缠绕对方\n并将其拉近朝地面击打。\n面对大型对手时无效，\n但能缠绕住露出破绽的大型对手。
SK_DETAIL_WP10_43	[BTN:LS_ROT ]+[ICON:SHOT ]，\n迅速朝全方位使出荆棘射击。\n使用[BTN:LS ]可改变射击方向。\n长按按键将连续发射。
SK_DETAIL_WP10_44	长按[ICON:SHOT ]后松开[ICON:SHOT ]，\n将发射更加坚硬巨大的棘刺。
SK_DETAIL_WP10_91	[BTN:LS_ROT ]+[ICON:PUNCH ]，\n发动恶魔变装技能。\n高速旋转并挥舞双手的鞭子。\n使用[BTN:LS ]可移动。
SK_DETAIL_WP10_92	[BTN:L3 ]+[BTN:R3 ]，\n发动恶魔变装技能。\n吸收自己制成的毒素，\n使身体充满瘴气，\n爆炸般地生成荆棘，\n扫荡周围的敌人。
SK_NAME_DE11_11	钻石·大颚
SK_NAME_DE11_12	提升“忍耐”的效果1
SK_NAME_DE11_13	提升“忍耐”的效果2
SK_NAME_DE11_21	缟玛瑙·猎逃
SK_NAME_DE11_22	尖晶石·旋转
SK_NAME_DE11_23	黑曜石·海滩
SK_NAME_DE11_31	绿柱石·离岸流
SK_NAME_DE11_32	黑玉·洒水器
SK_NAME_DE11_33	黑珍珠·降雨
SK_DETAIL_DE11_11	[KC:B_DEFENSE ]，\n没入地面后，\n从对手脚边破土而出，\n以大嘴捕食对手。
SK_DETAIL_DE11_12	受到敌人攻击时不容易硬直。
SK_DETAIL_DE11_13	受到敌人攻击时不容易硬直。
SK_DETAIL_DE11_21	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]，\n挥舞带锚的触手前进，\n并朝正面挥下。
SK_DETAIL_DE11_22	[BTN:LS_ROT ]+[ICON:PUNCH ]，\n挥舞带锚的触手，\n猛力旋转并跃起。
SK_DETAIL_DE11_23	[BTN:LS_D ][BTN:LS_U ]+[ICON:SHOT ]，\n从摆好架势的触手中\n释放墨汁激光横扫对手。
SK_DETAIL_DE11_31	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]，\n将触手伸至远处对手的脚边，\n将其击飞到自己跟前。
SK_DETAIL_DE11_32	[BTN:LS_ROT ]+[ICON:KICK ]，\n将触手伸至远处对手的脚边，\n像螺旋桨般旋转，\n发动数次攻击。
SK_DETAIL_DE11_33	[BTN:LS_ROT ]+[ICON:SHOT ]，\n跃至上空停滞，\n并激烈地朝正下方喷射墨汁。\n使用[BTN:LS ]可移动。
SK_NAME_WP11_11	黑色绿洲
SK_NAME_WP11_12	浮标
SK_NAME_WP11_14	斯维尔德鲁普
SK_NAME_WP11_21	油甘鱼起锚
SK_NAME_WP11_22	鲣鱼平扫
SK_NAME_WP11_23	鳟鱼踏步
SK_NAME_WP11_33	鱼雷波浪
SK_NAME_WP11_91	黑色入水
SK_NAME_WP11_31	摇曳礼服
SK_NAME_WP11_32	毛刷巨浪
SK_NAME_WP11_24	狗鱼飞踢
SK_NAME_WP11_34	触手礁湖
SK_NAME_WP11_41	远投
SK_NAME_WP11_42	大漩涡
SK_NAME_WP11_43	鱼叉
SK_NAME_WP11_25	海鳗浅滩
SK_NAME_WP11_92	卡里普索的游乐园
SK_DETAIL_WP11_11	[BTN:LS_U ]+快速按下2次[KC:B_AVOID ]，\n发动恶魔变装技能。\n操控触手，\n如游泳般在地面高速移动。
SK_DETAIL_WP11_12	在空中按住[ICON:JUMP ]，\n发动恶魔变装技能。\n朝地面喷射墨汁，\n可在一定时间内滞空。\n此外，使用[BTN:LS ]\n可不改变高度移动。
SK_DETAIL_WP11_14	[BTN:LS_U ]+快速按下2次[KC:B_DEFENSE ]，\n发动恶魔变装技能。\n改变形态猛冲，\n以后腿踢飞撞到的对手。
SK_DETAIL_WP11_21	按住[KC:B_DEFENSE ]并使用[BTN:LS_D ]+[ICON:PUNCH ]，\n挥起锚，将对手击至上空。
SK_DETAIL_WP11_22	按住[KC:B_DEFENSE ]并使用[BTN:LS_D ]+[ICON:KICK ]，\n挥舞锚并高高跃起。
SK_DETAIL_WP11_23	按住[KC:B_DEFENSE ]并使用[BTN:LS_U ]+[ICON:PUNCH ]，\n或[BTN:LS_U ][BTN:LS_U ]+[ICON:PUNCH ]，\n朝前方大步迈进，\n并挥舞锚。
SK_DETAIL_WP11_33	按住[KC:B_DEFENSE ]并使用[BTN:LS_U ]+[ICON:KICK ]，\n或[BTN:LS_U ][BTN:LS_U ]+[ICON:KICK ]，\n发动恶魔变装技能。\n潜入地面并滑行，\n发动犀利踢击。\n随后转身以触手追击。
SK_DETAIL_WP11_91	[BTN:LS_ROT ]+[ICON:KICK ]，\n发动恶魔变装技能。\n扭身跃起，\n挥舞触手攻击。\n最后以华丽的姿态入水。
SK_DETAIL_WP11_31	按下[ICON:JUMP ]后立刻按下[ICON:PUNCH ]，\n发动恶魔变装技能。\n像展开裙摆般伸展触手，\n旋转上升并攻击周围的敌人。
SK_DETAIL_WP11_32	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]，\n发动恶魔变装技能。\n使用触手朝正面\n连续发动犀利刺击。\n连按按键将增加攻击次数。
SK_DETAIL_WP11_24	按下[ICON:JUMP ]后立刻按下[ICON:KICK ]，\n朝上空发动上踢。\n\n在空中使用[BTN:LS_U ]+[ICON:KICK ]，\n朝地面发动犀利踢击。\n长按按键可在攻击命中后\n继续猛冲。
SK_DETAIL_WP11_34	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]，\n发动恶魔变装技能。\n将触手伸至远处对手脚边\n并鞭打。
SK_DETAIL_WP11_41	按住[ICON:PUNCH ]或[ICON:KICK ]，\n增加攻击时射出锚的距离，\n能攻击更远处的对手。
SK_DETAIL_WP11_42	[BTN:LS_ROT ]+[ICON:SHOT ]，\n发动恶魔变装技能。\n轻快地舞蹈并挥舞触手，\n大范围播撒墨汁。
SK_DETAIL_WP11_43	长按[ICON:SHOT ]后松开[ICON:SHOT ]，\n像发射鱼叉般射出锚的前端。
SK_DETAIL_WP11_25	[BTN:LS_ROT ]+[ICON:PUNCH ]，\n挥舞锚并旋转。\n长按按键将延长技能效果。\n使用[BTN:LS ]可移动。
SK_DETAIL_WP11_92	[BTN:L3 ]+[BTN:R3 ]，\n发动恶魔变装技能。\n令周围一带化为漆黑海洋，\n并潜入其中，\n从海面伸出触手\n发动无数刺击攻击。
SK_NAME_DE12_11	Shall We Dance?
SK_NAME_DE12_12	跳舞时回复体力1
SK_NAME_DE12_13	跳舞时回复体力2
SK_NAME_DE12_21	让我开心一下吧。
SK_NAME_DE12_22	准备好受死了吗？
SK_NAME_DE12_23	连本带利。
SK_NAME_DE12_31	玩笑别开过头了。
SK_NAME_DE12_32	来大闹一场吧。
SK_NAME_DE12_33	好戏才正要开始。
SK_DETAIL_DE12_11	[KC:B_DEFENSE ]，\n与蓓优妮塔跳双人舞，\n扫除周围的敌人。\n使用[BTN:LS ]可移动。
SK_DETAIL_DE12_12	“Shall We Dance?”发动时回复体力。
SK_DETAIL_DE12_13	“Shall We Dance?”发动时回复体力。
SK_DETAIL_DE12_21	[BTN:LS_D ][BTN:LS_U ]+[ICON:PUNCH ]，\n快速接近敌人使出强力拳击。\n长按按键将提升技能威力。
SK_DETAIL_DE12_22	[BTN:LS_ROT ]+[ICON:PUNCH ]，\n利用旋转的势头\n释放强力的套索式踢击后，\n使出上勾拳。\n长按按键将增加攻击次数。
SK_DETAIL_DE12_23	[BTN:LS_D ][BTN:LS_U ]+[ICON:SHOT ]，\n在周围展开屏障，\n使对手的攻击无效后，\n屏障将破裂并击飞对手。
SK_DETAIL_DE12_31	[BTN:LS_D ][BTN:LS_U ]+[ICON:KICK ]，\n踩踏地面后产生广域重力场。\n长按按键将提升技能威力。
SK_DETAIL_DE12_32	[BTN:LS_ROT ]+[ICON:KICK ]，\n发动回旋踢并朝斜上方上升。\n长按按键将增加攻击次数。
SK_DETAIL_DE12_33	[BTN:LS_ROT ]+[ICON:SHOT ]，\n向正上方跃起，\n朝视线下方乱射镭射。
SK_NAME_WP12_11	永劫之风
SK_NAME_WP12_12	幽玄之翼
SK_NAME_WP12_14	天翔一闪
SK_NAME_WP12_21	充满憎恨的双镰
SK_NAME_WP12_22	大天使的洗礼
SK_NAME_WP12_23	烙印苦痛的齿轮
SK_NAME_WP12_24	大弩俊脚
SK_NAME_WP12_25	大天使的圣体
SK_NAME_WP12_31	穿天正拳
SK_NAME_WP12_32	极其自傲的六把刀
SK_NAME_WP12_33	大天使的坚定信仰
