bag.dat
msg_ui_bag_okodukai_00	盘缠
msg_ui_mission_01	[VAR 01D7(0000)]
msg_ui_mission_02	主任务
msg_ui_mission_03	副任务
msg_ui_newitem_01	[VAR 0109(0000)]
msg_ui_mission_10	开启导航
msg_ui_mission_15	正在导航
msg_ui_mission_11	[VAR 0109(0000)]
msg_ui_mission_12	
msg_ui_mission_13	×
msg_ui_mission_14	[VAR 0202(0000)]
msg_ui_mission_16	[VAR 0202(0000)]
place_name_out.dat
MAPNAME_SUTEKINABASYO	美丽的地方
MAPNAME_TOOIBASYO_OUT	遥远的地方
MAPNAME_EIGA	宝可梦电影
MAPNAME_EIGA18	[~ 3]
MAPNAME_EIGA19	宝可梦电影１９
MAPNAME_EIGA20	宝可梦电影２０
MAPNAME_EIGA21	宝可梦电影２１
MAPNAME_EIGA22	宝可梦电影２２
MAPNAME_EIGA23	宝可梦电影２３
MAPNAME_EIGA24	宝可梦电影２４
MAPNAME_POKEMOANIME	宝可梦动画片
MAPNAME_POKEMONSENTAH	宝可梦中心
MAPNAME_PCTOHOKU	东北ＰＣ
MAPNAME_WCS	WCS
MAPNAME_WCS18	[~ 14]
MAPNAME_WCS19	WCS２０１９
MAPNAME_WCS20	WCS２０２０
MAPNAME_WCS21	WCS２０２１
MAPNAME_WCS22	WCS２０２２
MAPNAME_WCS23	WCS２０２３
MAPNAME_WCS24	WCS２０２４
MAPNAME_WORLDS	Ｗｏｒｌｄｓ
MAPNAME_WORLDS18	[~ 22]
MAPNAME_WORLDS19	Ｗｏｒｌｄｓ２０１９
MAPNAME_WORLDS20	Ｗｏｒｌｄｓ２０２０
MAPNAME_WORLDS21	Ｗｏｒｌｄｓ２０２１
MAPNAME_WORLDS22	Ｗｏｒｌｄｓ２０２２
MAPNAME_WORLDS23	Ｗｏｒｌｄｓ２０２３
MAPNAME_WORLDS24	Ｗｏｒｌｄｓ２０２４
MAPNAME_VGE	VGE
MAPNAME_VGE18	[~ 30]
MAPNAME_VGE19	VGE２０１９
MAPNAME_VGE20	VGE２０２０
MAPNAME_VGE21	VGE２０２１
MAPNAME_VGE22	VGE２０２２
MAPNAME_VGE23	VGE２０２３
MAPNAME_VGE24	VGE２０２４
MAPNAME_POKEMONIBENTO	宝可梦活动
MAPNAME_BATORUTAIKAI	对战大赛
MAPNAME_GEHMUIBENTO	游戏活动
MAPNAME_DAISUKIKURABU	发烧友俱乐部
MAPNAME_POKEMONBANGUMI	宝可梦节目
MAPNAME_KONSAHTO	音乐会
MAPNAME_ONRAINPUREZENTO	在线礼物
MAPNAME_PGL	PGL
MAPNAME_POKEMONIBENTO18	[~ 45]
MAPNAME_POKEMONIBENTO19	宝可梦活动１９
MAPNAME_POKEMONIBENTO20	宝可梦活动２０
MAPNAME_POKEMONIBENTO21	宝可梦活动２１
MAPNAME_POKEMONIBENTO22	宝可梦活动２２
MAPNAME_POKEMONIBENTO23	宝可梦活动２３
MAPNAME_POKEMONIBENTO24	宝可梦活动２４
MAPNAME_POKEMONFYESUTA	宝可梦庆典
MAPNAME_POKEMONFYESUTA18	[~ 53]
MAPNAME_POKEMONFYESUTA19	宝可梦庆典１９
MAPNAME_POKEMONFYESUTA20	宝可梦庆典２０
MAPNAME_POKEMONFYESUTA21	宝可梦庆典２１
MAPNAME_POKEMONFYESUTA22	宝可梦庆典２２
MAPNAME_POKEMONFYESUTA23	宝可梦庆典２３
MAPNAME_POKEMONFYESUTA24	宝可梦庆典２４
MAPNAME_POKEPAHKU	宝可公园
MAPNAME_POKEPAHKU18	[~ 61]
MAPNAME_POKEPAHKU19	宝可公园２０１９
MAPNAME_POKEPAHKU20	宝可公园２０２０
MAPNAME_POKEPAHKU21	宝可公园２０２１
MAPNAME_POKEPAHKU22	宝可公园２０２２
MAPNAME_POKEPAHKU23	宝可公园２０２３
MAPNAME_POKEPAHKU24	宝可公园２０２４
MAPNAME_IBENTOKAIZYOU	活动会场
MAPNAME_GEEMUFURIIKU	GAME FREAK
MAPNAME_SUTAJIAMU	竞技场
MAPNAME_VGC	VGC
MAPNAME_VGC18	[~ 72]
MAPNAME_VGC19	VGC２０１９
MAPNAME_VGC20	VGC２０２０
MAPNAME_VGC21	VGC２０２１
MAPNAME_VGC22	VGC２０２２
MAPNAME_VGC23	VGC２０２３
MAPNAME_VGC24	VGC２０２４
MAPNAME_VC	Virtual Console
MAPNAME_PMGO	Pokémon GO
MAPNAME_PMBANK	宝可梦虚拟银行
MAPNAME_PMSHOP	宝可梦的店
MAPNAME_TAIKENBAN	体验版
MAPNAME_MBPLUS	精灵球 Plus
MAPNAME_PMMEGABANK	Pokémon HOME
MAPNAME_PMTRAINERCLUB	[~ 86]
MAPNAME_PCTOKYO	[~ 87]
MAPNAME_PCOHSAKA	[~ 88]
MAPNAME_PCHUKUOKA	[~ 89]
MAPNAME_PCNAGOYA	[~ 90]
MAPNAME_PCSAPPORO	[~ 91]
MAPNAME_PCYOKOHAMA	[~ 92]
MAPNAME_PCTOKYOBAY	[~ 93]
MAPNAME_PCHIROSHIMA	[~ 94]
MAPNAME_PCKYOTO	[~ 95]
MAPNAME_PCSKYTREETOWN	[~ 96]
MAPNAME_POKESTORE	[~ 97]
MAPNAME_WCS16	[~ 98]
MAPNAME_WCS17	[~ 99]
MAPNAME_VGE16	[~ 100]
MAPNAME_VGE17	[~ 101]
MAPNAME_POKEMONIBENTO16	[~ 102]
MAPNAME_POKEMONIBENTO17	[~ 103]
MAPNAME_POKEMONFYESUTA16	[~ 104]
MAPNAME_POKEMONFYESUTA17	[~ 105]
MAPNAME_POKEPAHKU16	[~ 106]
MAPNAME_POKEPAHKU17	[~ 107]
MAPNAME_VGC16	[~ 108]
MAPNAME_VGC17	[~ 109]
MAPNAME_WORLDS16	[~ 110]
MAPNAME_WORLDS17	[~ 111]
MAPNAME_MTGIFT	[~ 112]
place_name_per.dat
MAPNAME_TOOKUNIIRUHITO	远处的人
MAPNAME_SODATEYA	寄放屋
MAPNAME_TOREZYAHANTA	寻宝猎人
MAPNAME_ONSENBAASAN	温泉婆婆
place_name_spe.dat
MAPNAME_NAIBUTUUSINKOUKAN	连接交换
MAPNAME_TUUSINKOUKAN	连接交换
MAPNAME_KANTO	关都地区
MAPNAME_ZYOTO	城都地区
MAPNAME_HOUEN	丰缘地区
MAPNAME_SINOH	神奥地区
MAPNAME_TOOKUHANARETATOTI	遥远的土地
MAPNAME_HUSEINAKOHDO	－－－－－－－－－－
MAPNAME_IISHU	合众地区
MAPNAME_KAROSU	卡洛斯地区
MAPNAME_3DSLINK	宝可梦连接
MAPNAME_HOLOHOLO	Pokémon GO
MAPNAME_VCKANTOH	关都地区
MAPNAME_ORAS	丰缘地区
MAPNAME_AROORA	阿罗拉地区
MAPNAME_POKERESORT	宝可度假地
MAPNAME_VCZYOTO	城都地区
MAPNAME_MEGATURTLE	Pokémon HOME
MAPNAME_LETSGO	关都地区
MAPNAME_GARARU	伽勒尔地区
MAPNAME_HISUI	洗翠地区
MAPNAME_SINOH_2	神奥地区
questlist_main.dat
msg_questlist_main_questname_0_1	[~ 0]
msg_questlist_main_questname_1_1	在未知的土地
msg_questlist_main_questname_1_2	[~ 2]
msg_questlist_main_questname_1_3	入队考试
msg_questlist_main_questname_1_4	学习工艺制作
msg_questlist_main_questname_1_5	参考图鉴课题开始调查
msg_questlist_main_questname_1_6	[~ 6]
msg_questlist_main_questname_2_1	阿米的委托
msg_questlist_main_questname_2_2	马加木队长的召见
msg_questlist_main_questname_2_3	变得狂暴的森林王
msg_questlist_main_questname_3_1	火夏的烦恼
msg_questlist_main_questname_3_2	前往新任务
msg_questlist_main_questname_4_1	没有王的岛屿
msg_questlist_main_questname_5_1	危险的登山
msg_questlist_main_questname_6_1	沉睡的雪原王
msg_questlist_main_questname_7_1	异变
msg_questlist_main_questname_7_2	寻求红色锁链
msg_questlist_main_questname_7A_1	心齐湖的考验
msg_questlist_main_questname_7B_1	立志湖的考验
msg_questlist_main_questname_7C_1	睿智湖的考验
msg_questlist_main_questname_8_1	在天冠山的山顶
msg_questlist_main_questname_9_1	另一个存在
msg_questlist_main_questname_10_1	庆典结束之后
msg_questlist_main_questname_10_2	神话的探究者
msg_questlist_main_questname_10A	湖泊的石板
msg_questlist_main_questname_10B	吹火岛的石板
msg_questlist_main_questname_10C	迎月战场的石板
msg_questlist_main_questname_10D	雪峰神殿的石板
msg_questlist_main_questname_10E	起始海滩的石板
msg_questlist_main_questname_10_3	寻求所有的石板
msg_questlist_main_questname_11_1	被称为神的宝可梦
msg_unused_01	[~ 31]
msg_questlist_main_outline_0_1a	[~ 32]
msg_questlist_main_outline_1_1a	在拉苯博士的带领下来到了祝庆村。\n陌生的地方，和陌生的人们。\n为了在这里生存下去，该做些什么呢？
msg_questlist_main_outline_1_2a	[~ 34]
msg_questlist_main_outline_1_3a	入队考试的内容是去黑曜原野\n捉住大牙狸，姆克儿和小猫怪\n这３种宝可梦。
msg_questlist_main_outline_1_4a	入队考试合格，成为了调查组的一员。\n为了任务，要学会手工制作道具的技术，\n也就是[VAR FF00(0006)]工艺制作[VAR FF00(0000)]。
msg_questlist_main_outline_1_5a	为了完成宝可梦图鉴，\n必须进行[VAR FF00(0006)]图鉴课题[VAR FF00(0000)]。\n向拉苯博士请教详细的方法吧。
msg_questlist_main_outline_2_1a	金刚队里名为阿米的人物\n似乎有事情想委托银河队。\n去了解详细情况，以调查组的身份解决问题吧。
msg_questlist_main_outline_2_1b	听说在黑曜原野的角鹿高岗，\n有一只被称为头目的宝可梦非常棘手，\n正在给人们造成许多麻烦。
msg_questlist_main_outline_2_2a	听说马加木队长\n正在找[VAR 0189(0000)]。
msg_questlist_main_outline_2_3a	调查因奇特的雷电影响\n而变得狂暴的森林王劈斧螳螂，\n并寻找解决这个现象的方法。
msg_questlist_main_outline_3_1a	红莲湿地的场长火夏\n有事想找马加木队长商量，\n于是来访了祝庆村。
msg_questlist_main_outline_3_1b	听说夕蒲负责照顾的坐骑宝可梦\n月月熊正在胡乱大闹。\n它明明没有被雷击中，为何会变成这样……？
msg_questlist_main_outline_3_1c	调查因奇特的雷电影响\n而变得狂暴的山道女王裙儿小姐，\n并寻找解决这个现象的方法。
msg_questlist_main_outline_3_2a	马加木迎接了新村民的加入。\n为了实现在洗翠地区的安稳生活，\n必须继续进行宝可梦的调查。
msg_questlist_main_outline_4_1a	在目前没有王存在的群青海岸，\n似乎接连出现了奇怪的报告。\n必须去查明事件的真相。
msg_questlist_main_outline_4_1b	调查因奇特的雷电影响\n而变得狂暴的岛屿王风速狗，\n并寻找解决这个现象的方法。
msg_questlist_main_outline_5_1a	调查因奇特的雷电影响\n而变得狂暴的洞窟王顽皮雷弹，\n并寻找解决这个现象的方法。
msg_questlist_main_outline_6_1a	调查因奇特的雷电影响\n而变得狂暴的雪原王冰岩怪，\n并寻找解决这个现象的方法。
msg_questlist_main_outline_7_1a	时空裂缝发生了异变，\n就这样从祝庆村被赶了出来。\n今后该如何是好呢？
msg_questlist_main_outline_7_1b	为了获得洗翠地区的\n神话中登场的[VAR FF00(0006)]红色锁链[VAR FF00(0000)]，\n准备前往巡访３座湖。
msg_questlist_main_outline_7_1c	地面响起了相当巨大的轰鸣声。\n到底发生了什么事呢……？
msg_questlist_main_outline_7A_1a	为了获得红色锁链，\n前往位于黑曜原野的心齐湖，\n接受守护该湖的宝可梦的考验。
msg_questlist_main_outline_7B_1a	为了获得红色锁链，\n前往位于红莲湿地的立志湖，\n接受守护该湖的宝可梦的考验。
msg_questlist_main_outline_7C_1a	为了获得红色锁链，\n前往位于纯白冻土的睿智湖，\n接受守护该湖的宝可梦的考验。
msg_questlist_main_outline_8_1a	据说马加木队长与自己错身而过，\n已经为了执行作战而前往天冠山。\n为了阻止他有勇无谋的计划，速速前往当地吧！
msg_questlist_main_outline_9_1a	竟然存在着２只神奥大尊。\n由于红色锁链已经无法使用，\n必须寻找能捕捉另外１只神奥大尊的方法。
msg_questlist_main_outline_10_1a	时空裂缝消失，令人担忧的重大异变也已平息。\n今后似乎能作为银河队调查组的一员，\n集中精力在“宝可梦图鉴”的工作上了。
msg_questlist_main_outline_10_2a	为了提升宝可梦图鉴的完成度，\n与熟知洗翠地区神话的望罗合作，\n一起调查“传说的宝可梦”。
msg_questlist_main_outline_10_2b	获得了与神话中的宝可梦阿尔宙斯\n相见的关键，[VAR FF00(0006)]天界之笛[VAR FF00(0000)]。\n吹奏这个笛子后，会发生什么事呢？
msg_questlist_main_outline_10A_1a	从吾思那里听到了关于石板的线索。\n似乎与心齐湖、立志湖还有睿智湖的\n宝可梦有所关联。
msg_questlist_main_outline_10B_1a	从吾思那里听到了关于石板的线索。\n似乎与群青海岸的王场，\n吹火岛有所关联。
msg_questlist_main_outline_10C_1a	从吾思那里听到了关于石板的线索。\n似乎与出现在迎月战场的\n神秘的宝可梦有所关联。
msg_questlist_main_outline_10D_1a	从吾思那里听到了关于石板的线索。\n似乎与被封闭在雪峰神殿地下的\n巨人有所关联。
msg_questlist_main_outline_10E_1a	从吾思那里听到了关于石板的线索。\n不知为何，邻近祝庆村的起始海滩\n似乎是个与神话有着深厚渊源的地方。
msg_questlist_main_outline_10_3	根据吾思提供的信息，\n目前一共找到了１７块石板。\n与望罗一起寻找剩下的石板吧。
msg_questlist_main_outline_11_1b	获得了与神话中的宝可梦阿尔宙斯\n相见的关键，[VAR FF00(0006)]天界之笛[VAR FF00(0000)]。\n吹奏这个笛子后，会发生什么事呢？
msg_unused_02	[~ 68]
msg_questlist_main_purpose_0_1_p1	[~ 69]
msg_questlist_main_purpose_0_1_p2	[~ 70]
msg_questlist_main_purpose_0_1_p3	[~ 71]
msg_questlist_main_purpose_0_1_p4	[~ 72]
msg_questlist_main_purpose_1_1_p1	前往食堂芋满亭
msg_questlist_main_purpose_1_1_p2	[~ 74]
msg_questlist_main_purpose_1_1_p3	前往调查组宿舍的房间
msg_questlist_main_purpose_1_1_p4	在宿舍的被窝里休息到早上
msg_questlist_main_purpose_1_2_p1	到银河队总部\n听星月说明入队考试的内容
msg_questlist_main_purpose_1_3_p1	选择最初的宝可梦\n以备参加入队考试
msg_questlist_main_purpose_1_3_p2	[~ 79]
msg_questlist_main_purpose_1_3_p3	从祝庆村的正门出发\n前往黑曜原野
msg_questlist_main_purpose_1_3_p4	捕捉第１种宝可梦\n大牙狸
msg_questlist_main_purpose_1_3_p4.1	捕捉第２种宝可梦\n姆克儿
msg_questlist_main_purpose_1_3_p4.2	捕捉第３种宝可梦\n小猫怪
msg_questlist_main_purpose_1_3_p5	向星月组长\n报告考试的结果
msg_questlist_main_purpose_1_3_p5.5	照照宿舍的镜子\n换上“调查组制服”\n与“调查组草鞋”
msg_questlist_main_purpose_1_3_p6	到银河队总部３楼\n向马加木队长问候
msg_questlist_main_purpose_1_4_p1	到工艺店\n学习[VAR FF00(0006)]工艺制作[VAR FF00(0000)]的方法
msg_questlist_main_purpose_1_4_p2	在工艺制作台\n制作[VAR FF00(0006)]精灵球[VAR FF00(0000)]
msg_questlist_main_purpose_1_5_p1	在黑曜原野\n听取图鉴课题的说明
msg_questlist_main_purpose_1_5_p2	追上[VAR 01DC(0001)]\n来听取建议
msg_questlist_main_purpose_1_5_p3	追上[VAR 01DC(0001)]\n来听取建议
msg_questlist_main_purpose_1_5_p4	追上[VAR 01DC(0001)]\n来听取建议
msg_questlist_main_purpose_1_5_p5	追上[VAR 01DC(0001)]\n来听取建议
msg_questlist_main_purpose_1_5_p6	报告图鉴课题的进度\n完成宝可梦研究点数的目标
msg_questlist_main_purpose_1_5_p7	向星月组长报告\n已完成宝可梦研究点数的目标
msg_questlist_main_purpose_2_1_p1	前往训练场\n听[VAR 01DC(0001)]想说的事
msg_questlist_main_purpose_2_1_p2	出发去调查之前\n和[VAR 01DC(0001)]对战
msg_questlist_main_purpose_2_1_p3	到黑曜原野\n与金刚队的阿米见面
msg_questlist_main_purpose_2_1_p3_2	与阿米对战来展现自己的力量
msg_questlist_main_purpose_2_1_p4	前往头目正在大闹的\n角鹿高岗
msg_questlist_main_purpose_2_1_p5	与大闹角鹿高岗的\n头目战斗
msg_questlist_main_purpose_2_1_p6	回到祝庆村
msg_questlist_main_purpose_2_2_p1	前往银河队总部的队长室
msg_questlist_main_purpose_2_3_p1	在银河队总部的调查组室里\n听取任务内容
msg_questlist_main_purpose_2_3_p1_2	前往黑曜原野\n寻求关于劈斧螳螂的线索
msg_questlist_main_purpose_2_3_p2	到巨木战场与菊伊见面\n寻求关于劈斧螳螂的线索
msg_questlist_main_purpose_2_3_p2_2	向位于基地营的\n拉苯博士传达信息
msg_questlist_main_purpose_2_3_p3	在银河队总部的研究室里\n与拉苯博士拟订作战计划
msg_questlist_main_purpose_2_3_p3_2	与菊伊等人合作制作\n……放松包？
msg_questlist_main_purpose_2_3_p4_2	与菊伊等人合作制作\n……放松包？
msg_questlist_main_purpose_2_3_p4_3	在与珠贝的对战中获胜\n来展现自己的实力
msg_questlist_main_purpose_2_3_p5	在巨木战场\n镇抚森林王劈斧螳螂
msg_questlist_main_purpose_2_3_p6	向马加木队长\n报告已完成任务
msg_questlist_main_purpose_3_1_p1	和火夏一起\n去找马加木队长
msg_questlist_main_purpose_3_1_p2	完成图鉴课题\n将队员星级提升到二星
msg_questlist_main_purpose_3_1_p3	到位于红莲湿地的\n随意遗迹见夕蒲
msg_questlist_main_purpose_3_1_p4	从可疑的野贼们手上\n夺回石板碎块
msg_questlist_main_purpose_3_1_p5	到随意遗迹告诉望罗\n有关石板碎块的事
msg_questlist_main_purpose_3_1_p6	在随意遗迹\n将石板碎块交给夕蒲
msg_questlist_main_purpose_3_1_p7	前往泥炭台地\n去见月月熊
msg_questlist_main_purpose_3_1_p8	向马加木队长报告\n月月熊的调查结果
msg_questlist_main_purpose_3_1_p9	以月月熊骑行时的\n蓝色反应为线索\n在红莲湿地寻找火夏
msg_questlist_main_purpose_3_1_p10	在舞台战场\n镇抚山道女王裙儿小姐
msg_questlist_main_purpose_3_1_p11	向马加木队长\n报告已完成任务
msg_questlist_main_purpose_3_2_p1	在银河队总部的队长室里\n听取下一个任务的内容
msg_questlist_main_purpose_4_1_p1	[~ 126]
msg_questlist_main_purpose_4_1_p2	完成图鉴课题\n将队员星级提升到三星
msg_questlist_main_purpose_4_1_p3	到群青海岸与珠贝说话
msg_questlist_main_purpose_4_1_p4	前往帷幕海角与珍珠队的瓜娜见面
msg_questlist_main_purpose_4_1_p5	前往长尾怪手山\n造访金刚队的阿芒的家
msg_questlist_main_purpose_4_1_p6	“彷徨夜灵”会在夜晚\n出现在鬼枯原一带\n带着它去阿芒所在的地方
msg_questlist_main_purpose_4_1_p7	到银杏沙滩\n呼唤幽尾玄鱼
msg_questlist_main_purpose_4_1_p8	以幽尾玄鱼骑行渡过大海\n追赶野贼前往吹火岛
msg_questlist_main_purpose_4_1_p9	从野贼三姐妹手上\n夺回被抢走的卡蒂狗
msg_questlist_main_purpose_4_1_p10	在熔岩战场\n镇抚岛屿王风速狗
msg_questlist_main_purpose_4_1_p11	向马加木队长\n报告已完成任务
msg_questlist_main_purpose_5_1_p1	与刚石对战来展现自己的力量
msg_questlist_main_purpose_5_1_p2	完成图鉴课题\n将队员星级提升到四星
msg_questlist_main_purpose_5_1_p3	到祝庆村的训练场\n与珍珠队的北尚见面
msg_questlist_main_purpose_5_1_p4	前往天冠山麓进行调查
msg_questlist_main_purpose_5_1_p5	与北尚一起登山
msg_questlist_main_purpose_5_1_p6	进入迷幻洞窟
msg_questlist_main_purpose_5_1_p7	穿过迷幻洞窟继续向前进
msg_questlist_main_purpose_5_1_p8	与北尚一起登山
msg_questlist_main_purpose_5_1_p8.1	打倒阻挡去路的木春
msg_questlist_main_purpose_5_1_p9	穿过古代采石场继续向前进
msg_questlist_main_purpose_5_1_p10	与北尚一起登山
msg_questlist_main_purpose_5_1_p10.1	与北尚对战来展现自己的力量
msg_questlist_main_purpose_5_1_p11	以大狃拉骑行攀崖\n前往迎月战场
msg_questlist_main_purpose_5_1_p11.1	打倒再次阻挡去路的木春
msg_questlist_main_purpose_5_1_p12	在迎月战场\n镇抚洞窟王顽皮雷弹
msg_questlist_main_purpose_5_1_p13	向马加木队长\n报告已完成任务
msg_questlist_main_purpose_6_1_p1	[~ 153]
msg_questlist_main_purpose_6_1_p2	完成图鉴课题\n将队员星级提升到五星
msg_questlist_main_purpose_6_1_p3	前往纯白冻土
msg_questlist_main_purpose_6_1_p4	[~ 156]
msg_questlist_main_purpose_6_1_p5	与珍珠队的滨廉见面
msg_questlist_main_purpose_6_1_p5.1	与滨廉对战来展现自己的力量
msg_questlist_main_purpose_6_1_p6	与金刚队的山葵搭话
msg_questlist_main_purpose_6_1_p7	追上山葵
msg_questlist_main_purpose_6_1_p8	追上山葵
msg_questlist_main_purpose_6_1_p9	前往雪峰神殿的顶楼
msg_questlist_main_purpose_6_1_p10	解开石像的秘密\n朝雪峰神殿的顶楼前进
msg_questlist_main_purpose_6_1_p11	在雪峰神殿的顶楼\n向山葵展现自己的力量
msg_questlist_main_purpose_6_1_p12	在雪峰神殿的屋顶\n向勇士雄鹰展现自己的力量
msg_questlist_main_purpose_6_1_p13	以勇士雄鹰骑行\n飞到冰岩块上面\n以取得永恒之冰
msg_questlist_main_purpose_6_1_p14	前往冰山战场
msg_questlist_main_purpose_6_1_p15	在冰山战场\n镇抚雪原王冰岩怪
msg_questlist_main_purpose_6_1_p16	向马加木队长\n报告已完成任务
msg_questlist_main_purpose_7_1_p0	去宿舍的外面看看情况
