bag.dat
msg_ui_bag_okodukai_00	所持金
ZKN_COMMENT_B_419_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_420_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_421_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_422_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_423_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_424_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_425_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_426_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_427_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_428_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_429_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_430_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_431_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_432_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_433_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_434_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_435_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_436_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_437_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_438_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_439_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_440_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_441_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_442_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_443_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_444_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_445_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_446_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_447_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_448_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_449_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_450_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_451_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_452_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_453_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_454_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_455_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_456_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_457_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_458_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_459_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_460_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_461_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_462_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_463_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_464_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_465_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_466_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_467_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_468_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_469_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_470_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_471_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_472_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_473_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_474_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_475_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_476_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_477_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_478_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_479_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_480_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_481_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_482_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_483_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_484_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_485_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_486_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_487_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_488_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_489_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_490_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_491_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_492_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_493_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_494_000	[~ 494]
ZKN_COMMENT_B_495_000	[~ 495]
ZKN_COMMENT_B_496_000	[~ 496]
ZKN_COMMENT_B_497_000	[~ 497]
ZKN_COMMENT_B_498_000	[~ 498]
ZKN_COMMENT_B_499_000	[~ 499]
ZKN_COMMENT_B_500_000	[~ 500]
ZKN_COMMENT_B_501_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_502_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_503_000	[~ 503]
ZKN_COMMENT_B_504_000	[~ 504]
ZKN_COMMENT_B_505_000	[~ 505]
ZKN_COMMENT_B_506_000	[~ 506]
ZKN_COMMENT_B_507_000	[~ 507]
ZKN_COMMENT_B_508_000	[~ 508]
ZKN_COMMENT_B_509_000	[~ 509]
ZKN_COMMENT_B_510_000	[~ 510]
ZKN_COMMENT_B_511_000	[~ 511]
ZKN_COMMENT_B_512_000	[~ 512]
ZKN_COMMENT_B_513_000	[~ 513]
ZKN_COMMENT_B_514_000	[~ 514]
ZKN_COMMENT_B_515_000	[~ 515]
ZKN_COMMENT_B_516_000	[~ 516]
ZKN_COMMENT_B_517_000	[~ 517]
ZKN_COMMENT_B_518_000	[~ 518]
ZKN_COMMENT_B_519_000	[~ 519]
ZKN_COMMENT_B_520_000	[~ 520]
ZKN_COMMENT_B_521_000	[~ 521]
ZKN_COMMENT_B_522_000	[~ 522]
ZKN_COMMENT_B_523_000	[~ 523]
ZKN_COMMENT_B_524_000	[~ 524]
ZKN_COMMENT_B_525_000	[~ 525]
ZKN_COMMENT_B_526_000	[~ 526]
ZKN_COMMENT_B_527_000	[~ 527]
ZKN_COMMENT_B_528_000	[~ 528]
ZKN_COMMENT_B_529_000	[~ 529]
ZKN_COMMENT_B_530_000	[~ 530]
ZKN_COMMENT_B_531_000	[~ 531]
ZKN_COMMENT_B_532_000	[~ 532]
ZKN_COMMENT_B_533_000	[~ 533]
ZKN_COMMENT_B_534_000	[~ 534]
ZKN_COMMENT_B_535_000	[~ 535]
ZKN_COMMENT_B_536_000	[~ 536]
ZKN_COMMENT_B_537_000	[~ 537]
ZKN_COMMENT_B_538_000	[~ 538]
ZKN_COMMENT_B_539_000	[~ 539]
ZKN_COMMENT_B_540_000	[~ 540]
ZKN_COMMENT_B_541_000	[~ 541]
ZKN_COMMENT_B_542_000	[~ 542]
ZKN_COMMENT_B_543_000	[~ 543]
ZKN_COMMENT_B_544_000	[~ 544]
ZKN_COMMENT_B_545_000	[~ 545]
ZKN_COMMENT_B_546_000	[~ 546]
ZKN_COMMENT_B_547_000	[~ 547]
ZKN_COMMENT_B_548_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
ZKN_COMMENT_B_549_000	[~ 549]
ZKN_COMMENT_B_550_000	[~ 550]
ZKN_COMMENT_B_551_000	[~ 551]
ZKN_COMMENT_B_552_000	[~ 552]
ZKN_COMMENT_B_553_000	[~ 553]
ZKN_COMMENT_B_554_000	[~ 554]
ZKN_COMMENT_B_555_000	[~ 555]
ZKN_COMMENT_B_556_000	[~ 556]
ZKN_COMMENT_B_557_000	[~ 557]
ZKN_COMMENT_B_558_000	[~ 558]
ZKN_COMMENT_B_559_000	[~ 559]
ZKN_COMMENT_B_560_000	[~ 560]
ZKN_COMMENT_B_561_000	[~ 561]
ZKN_COMMENT_B_562_000	[~ 562]
ZKN_COMMENT_B_563_000	[~ 563]
ZKN_COMMENT_B_564_000	[~ 564]
ZKN_COMMENT_B_565_000	[~ 565]
ZKN_COMMENT_B_566_000	[~ 566]
ZKN_COMMENT_B_567_000	[~ 567]
ZKN_COMMENT_B_568_000	[~ 568]
ZKN_COMMENT_B_569_000	[~ 569]
ZKN_COMMENT_B_570_000	[~ 570]
ZKN_COMMENT_B_571_000	[~ 571]
ZKN_COMMENT_B_572_000	[~ 572]
ZKN_COMMENT_B_573_000	[~ 573]
ZKN_COMMENT_B_574_000	[~ 574]
ZKN_COMMENT_B_575_000	[~ 575]
ZKN_COMMENT_B_576_000	[~ 576]
ZKN_COMMENT_B_577_000	[~ 577]
ZKN_COMMENT_B_578_000	[~ 578]
ZKN_COMMENT_B_579_000	[~ 579]
ZKN_COMMENT_B_580_000	[~ 580]
ZKN_COMMENT_B_581_000	[~ 581]
ZKN_COMMENT_B_582_000	[~ 582]
ZKN_COMMENT_B_583_000	[~ 583]
ZKN_COMMENT_B_584_000	[~ 584]
ZKN_COMMENT_B_585_000	[~ 585]
ZKN_COMMENT_B_586_000	[~ 586]
ZKN_COMMENT_B_587_000	[~ 587]
ZKN_COMMENT_B_588_000	[~ 588]
ZKN_COMMENT_B_589_000	[~ 589]
ZKN_COMMENT_B_590_000	[~ 590]
ZKN_COMMENT_B_591_000	[~ 591]
ZKN_COMMENT_B_592_000	[~ 592]
ZKN_COMMENT_B_593_000	[~ 593]
ZKN_COMMENT_B_594_000	[~ 594]
ZKN_COMMENT_B_595_000	[~ 595]
ZKN_COMMENT_B_596_000	[~ 596]
ZKN_COMMENT_B_597_000	[~ 597]
ZKN_COMMENT_B_598_000	[~ 598]
ZKN_COMMENT_B_599_000	[~ 599]
ZKN_COMMENT_B_600_000	[~ 600]
ZKN_COMMENT_B_601_000	[~ 601]
ZKN_COMMENT_B_602_000	[~ 602]
ZKN_COMMENT_B_603_000	[~ 603]
ZKN_COMMENT_B_604_000	[~ 604]
ZKN_COMMENT_B_605_000	[~ 605]
ZKN_COMMENT_B_606_000	[~ 606]
ZKN_COMMENT_B_607_000	[~ 607]
ZKN_COMMENT_B_608_000	[~ 608]
ZKN_COMMENT_B_609_000	[~ 609]
ZKN_COMMENT_B_610_000	[~ 610]
ZKN_COMMENT_B_611_000	[~ 611]
ZKN_COMMENT_B_612_000	[~ 612]
ZKN_COMMENT_B_613_000	[~ 613]
ZKN_COMMENT_B_614_000	[~ 614]
ZKN_COMMENT_B_615_000	[~ 615]
ZKN_COMMENT_B_616_000	[~ 616]
ZKN_COMMENT_B_617_000	[~ 617]
ZKN_COMMENT_B_618_000	[~ 618]
ZKN_COMMENT_B_619_000	[~ 619]
ZKN_COMMENT_B_620_000	[~ 620]
ZKN_COMMENT_B_621_000	[~ 621]
ZKN_COMMENT_B_622_000	[~ 622]
ZKN_COMMENT_B_623_000	[~ 623]
ZKN_COMMENT_B_624_000	[~ 624]
ZKN_COMMENT_B_625_000	[~ 625]
ZKN_COMMENT_B_626_000	[~ 626]
ZKN_COMMENT_B_627_000	発見された　ばかりの　ポケモン。\n現在調査中。　図鑑タスクをこなして\nこのポケモンの　図鑑を完成させよう。
