bag.dat
msg_ui_bag_okodukai_00	しょじきん
ZKN_COMMENT_A_350_000	[~ 350]
ZKN_COMMENT_A_351_000	[~ 351]
ZKN_COMMENT_A_352_000	[~ 352]
ZKN_COMMENT_A_353_000	[~ 353]
ZKN_COMMENT_A_354_000	[~ 354]
ZKN_COMMENT_A_355_000	丑の刻　徘徊し　悪童を　さらうとの\n怪談を　ヒスイの幼子は　みな　信じ\n己の行いを　改めるという。
ZKN_COMMENT_A_356_000	包帯　巻かれし姿の　その内を覗くと\n包帯の隙間より　吸い込まれ　戻らずと\n噂あるも　恐ろしく　確認できず。
ZKN_COMMENT_A_357_000	[~ 357]
ZKN_COMMENT_A_358_000	身の丈　超える　獲物を　倒す威力の\n空気の波を　発す。　小さき風音を\n体内にて　増幅すると　推測す。
ZKN_COMMENT_A_359_000	[~ 359]
ZKN_COMMENT_A_360_000	[~ 360]
ZKN_COMMENT_A_361_000	初雪の頃　姿　見せり。　訪れし家は\n代々　栄えると信ず。　清水より作りし\n氷塊を　戸口に供える　習わし　あり。
ZKN_COMMENT_A_362_000	鋼に勝る　硬き氷の鎧　身にまとう。\n吐く息にて　獲物を　冷凍し　これを\n氷菓の如く　胃袋に　収めたり。
ZKN_COMMENT_A_363_000	流氷　接岸し季節は　天敵　少なきゆえ\n陸地より　氷上生活を　好む。　体毛は\n保温効果　高く　極寒に　強し。
ZKN_COMMENT_A_364_000	蓄えし　白き髭は　知覚　鋭敏なり。\nタマザラシを　鼻先に　乗せ　感触と\n体臭にて　健やかなこと　確かめたり。
ZKN_COMMENT_A_365_000	太き牙　流氷を　砕くほど　頑丈なれど\n折れることあり。　されど　翌年なれば\n再生す。　折れし牙　ヒスイ名物なり。
ZKN_COMMENT_A_366_000	[~ 366]
ZKN_COMMENT_A_367_000	[~ 367]
ZKN_COMMENT_A_368_000	[~ 368]
ZKN_COMMENT_A_369_000	[~ 369]
ZKN_COMMENT_A_370_000	[~ 370]
ZKN_COMMENT_A_371_000	[~ 371]
ZKN_COMMENT_A_372_000	[~ 372]
ZKN_COMMENT_A_373_000	[~ 373]
ZKN_COMMENT_A_374_000	[~ 374]
ZKN_COMMENT_A_375_000	[~ 375]
ZKN_COMMENT_A_376_000	[~ 376]
ZKN_COMMENT_A_377_000	[~ 377]
ZKN_COMMENT_A_378_000	[~ 378]
ZKN_COMMENT_A_379_000	[~ 379]
ZKN_COMMENT_A_380_000	[~ 380]
ZKN_COMMENT_A_381_000	[~ 381]
ZKN_COMMENT_A_382_000	[~ 382]
ZKN_COMMENT_A_383_000	[~ 383]
ZKN_COMMENT_A_384_000	[~ 384]
ZKN_COMMENT_A_385_000	[~ 385]
ZKN_COMMENT_A_386_000	[~ 386]
ZKN_COMMENT_A_387_000	陽光　射すほどに　活力　たぎる。\n甲羅と　思しき　部位は　砂泥に似て\nほのかに　湿りて　温もり　あり。
ZKN_COMMENT_A_388_000	清き湧水　生じる所に　現れる。\n甲羅の　樹木に生る　果実は　甘く\n滋養に富み　誠に　美味なり。
ZKN_COMMENT_A_389_000	優美な　借景のごとき　巨体と\n無双の剛力を　持つ　傑物なり。\n清水　求めて　山野を　巡る。
ZKN_COMMENT_A_390_000	活気に　満ち　常に　気炎万丈。\n古来は　尻行燈と　呼称され\nあやかしの類と　恐れられた。
ZKN_COMMENT_A_391_000	青面の　色深きほど　豪に　長ずる。\n縦横無尽に　跳ね　飛び回り\n尾の火で　強かに　敵を打つ。
ZKN_COMMENT_A_392_000	絢爛なる　容貌を　持つ　偉丈夫。\n炎　纏いて　舞い踊るが如く\n戦う様は　眼福以外の　言葉なし。
ZKN_COMMENT_A_393_000	寒き地を　好み　海辺に　現れる。\n童に　似た　愛らしさに　反し\n気位は高く　人の　施しを　拒む。
ZKN_COMMENT_A_394_000	厳寒の海原を　揚々と　泳ぎて\n潮騒と　まごう　声色で　さえずる。\n強靭なる翼と　矜持を　有す。
ZKN_COMMENT_A_395_000	古来　ヒスイの民より　波濤殿と\n呼ばれ　奉られし　ポケモン。\nその翼　名工の業物に　匹敵す。
ZKN_COMMENT_A_396_000	野山に　群れを成し　住みつき　鳴き声\n煩わし。　小さきも　翼は　力強く\n打たれしときは　一週間　痛み引かず。
ZKN_COMMENT_A_397_000	ひときわ　大きな　群れを成し　争いは\n絶えることなし。　頭に頂く　冠羽の\n立派なるは　強者の証しと　考察す。
ZKN_COMMENT_A_398_000	群れから　離れ　単独で　生き抜く\n力を　得たり。　巨漢　鷲掴みにし\n連れ去る　飛翔力は　脅威なり。
ZKN_COMMENT_A_399_000	朴訥なる　面構えと　万事に　動じぬ\n大器。　平然と　村に入り　平然と\n家屋を　かじるという　珍事あり。
ZKN_COMMENT_A_400_000	体毛は　水弾きに　優れ　かつ　\n保温性　上々の　高性能なり。\n河川に　ダムを　こしらえ　巣とす。
ZKN_COMMENT_A_401_000	木々　色づく頃　姿が　増える。\n触角を　打ち当て　奏でる　音色は\n異国の楽器　マリンバに　似る。
ZKN_COMMENT_A_402_000	短刀の如き　腕で　音を　発す。\nメロディは　個体に　よりけりゆえ\n好みを　探すも　乙なり。
ZKN_COMMENT_A_403_000	その身　震わせ　電気を　生む。\n体格に　反し　気性は　荒く\n手懐けるには　忍耐を　要す。
ZKN_COMMENT_A_404_000	帯電せし　爪が　自慢の得物。\n狩りの成果を　仲間と　等しく\n分かち合う　仁心を　有す。
ZKN_COMMENT_A_405_000	１匹の雄を　長とし　群れ成す。\n双眼　金色に　煌めくとき\n万物を　見通すとの　伝承あり。
ZKN_COMMENT_A_406_000	日差し　強まるとき　頭上に　掲げし蕾\n開く。　この様子に　厳冬が終わり\n芽吹く季節　来たりと　人々は知る。
ZKN_COMMENT_A_407_000	両腕の花束に　猛毒　湛えし　棘の鞭を\n仕込む。　華麗なる　体捌きにて　獲物\n追い込み　鞭の裁き　まるで容赦なし。
ZKN_COMMENT_A_408_000	姿を　見ることは　極めて　稀。\n同種で　頭を　打ち合い　争うとき\n鐘の音に　似た　轟音が　響く。
ZKN_COMMENT_A_409_000	生態に　関する　情報は　乏しい。\n真珠の如き　麗しい　頭頂を\n叩きつけ　巨木も　へし折る。
ZKN_COMMENT_A_410_000	見知る者　少なく　謎　多し。\n穏やかにして　諍いを　好まず\n木石にて　顔を　磨くこと　好む。
ZKN_COMMENT_A_411_000	頑強なる　面は　金剛に　比する\n硬度にて　盤石の守りを　有す。\n生息地など　不明なこと　多し。
ZKN_COMMENT_A_412_000	わずかでも　蓑が　痛めば　辺りの\n手近な　材料にて　即　繕う。\n中身は　か細く　寒さに　弱い。
ZKN_COMMENT_A_413_000	草木で作られた　蓑は　本体と　融合し\n体毛や　皮膚の如く　体の一部となる。\n進化エネルギーの　作用と　考察す。
ZKN_COMMENT_A_414_000	鋼色の鱗粉を　散らし　羽ばたく。\n花の蜜が　主食と　観察されるも\n花畑にて　見かけること　少なし。
ZKN_COMMENT_A_415_000	女王たる　ポケモンに　忠節を　誓い\n一生懸命に　蜜を　収集し続ける。\n群れにより　蜜の味わい　異なる。
ZKN_COMMENT_A_416_000	配下らに命じ　巣を　築かせる。\n巣に　忍び込みし　不届き者は\n討ち取り　自身の糧とする。
ZKN_COMMENT_A_417_000	ピカチュウらと　近縁の種なり。\n気性　穏やかなれど　帯電せし\n尾や　頬に　触れるは　危険なり。
ZKN_COMMENT_A_418_000	二又の尾の　回転による　推進力にて\n水中を　自在に　移動。　蒸気船の\nスクリューに似るは　偶然なり。
ZKN_COMMENT_A_419_000	長く　立派なる　浮袋を　有し\n時化に　遭っても　溺れることなし。\n漁村付近にて　まま　目撃される。
ZKN_COMMENT_A_420_000	本体の　傍らに生る　実が　大きく\n肥えると　その栄養　使い　進化す。\nのちに自切し　他の生物の　糧となる。
ZKN_COMMENT_A_421_000	稀に　震える程度にて　ほぼ動かず。\n閉じた　花弁から　漏れる　香気に\n引き寄せられ　多様なポケモン　集う。
ZKN_COMMENT_A_422_000	水温　暖かな　磯辺に　多し。\n存外　人懐っこく　這い寄るが\n粘液に　まみれるため　注意。
ZKN_COMMENT_A_423_000	海の砂を　食み　糧を得る。\n色の異なる　トリトドン　同士が\n出会うと　激しい　争いが　始まる。
ZKN_COMMENT_A_424_000	２本に　増えし尻尾を　繋ぎ　輪になり\n仲間の絆　確かめる。　稀に　人も\nその輪に　混ぜてもらうこと　あり。
ZKN_COMMENT_A_425_000	幼子　惑わし　彼岸へ　連れ去ると\n伝えられし　ポケモン。　人魂より\n転生したと　噂あるも　真偽不明なり。
ZKN_COMMENT_A_426_000	夕闇を　音なく　漂う。\n儚く　物悲しき　様は　人心を　打ち\nまま　詩歌や　句に　詠まれる。
ZKN_COMMENT_A_427_000	耳を　丸める　理由は　所説あり。\n聴力　高すぎるゆえ　耳に　入る　音量\nセーブし　聴覚　守ると　推察す。
ZKN_COMMENT_A_428_000	体毛は　暖かにして　実に　軽量。\nカラテマスターの如き　蹴りを　放ち\n相対す者を　造作なく　撃退す。
ZKN_COMMENT_A_429_000	凶事を　祓う　呪文　唱えるゆえに\n家に招く　風習あり。　ただし　機嫌を\n損ねる　行いあれば　災い　もたらす。
ZKN_COMMENT_A_430_000	ひとたび　鳴けば　数多のヤミカラスが\n飛来す。　その様　夜の帳　頭上を覆い\n世を　漆黒の闇に　転ずるが如く。
ZKN_COMMENT_A_431_000	渦状の尻尾　及び　眼力にて　人を\n惑わす。　隠し持つ　爪も　鋭利ゆえ\n敵に回すと　極めて　厄介。
ZKN_COMMENT_A_432_000	厚顔無恥にして　手懐けること\n困難なれど　別珍よりも　美しき\n毛並みを　有すため　人気なり。
ZKN_COMMENT_A_433_000	その鳴き声　聞こえぬとき　耐えがたき\n頭痛に　襲われたり。　人の聴覚にて\n感知できぬ　音が　あるやも知れず。
ZKN_COMMENT_A_434_000	尻より　ほとばしる　毒は　苛烈なる\n悪臭を　伴う。　その効力たるや\n嗅げば　記憶を　喪失するほど。
ZKN_COMMENT_A_435_000	毒汁　放ちて　獲物と　対峙す。\n己の　毒汁の臭気に　耐えられず\n仕留めし獲物　喰えぬこと　あり。
ZKN_COMMENT_A_436_000	不可思議な　エネルギーで　漂う。\n背に　刻まれし　文様は　神聖とされ\n古き　墓地などに　まま　描かれる。
ZKN_COMMENT_A_437_000	鐘の音の如き　声色にて　鳴けば\n異界へと　通じる　穴　開くと　言われ\n古来より　神として　奉られたり。
ZKN_COMMENT_A_438_000	涙　流し　見る者の　同情心を　誘うも\n体内水分を　排出し　健康維持する\n生理現象なり。　騙されるべからず。
ZKN_COMMENT_A_439_000	賑やかなる　市場に　時折　ふらりと\n姿　現す。　幼子が如く　人真似をし\n瞳を　輝かせ　人間の反応を　伺う。
ZKN_COMMENT_A_440_000	ラッキーの　真似したりて　丸き石を\n腹の袋に　仕舞い　愛おしむ。\n童子に　懐き　飯事　興じることあり。
ZKN_COMMENT_A_441_000	巧みに　人語を　模倣する　芸達者。\n齢　重ね　経験を　積んだ者は\n言葉の　意味さえ　理解するという。
ZKN_COMMENT_A_442_000	邪悪なる　念にて　祟り　もたらす。\n百と八つの　悪しき　魂　集いて\n生じたと　記されし　ポケモン。
ZKN_COMMENT_A_443_000	日の届かぬ　洞を　寝床に　暮らす。\n鋭利なる　歯は　摩耗や　弾みにて\n抜け落ちるが　数日にて　再生す。
ZKN_COMMENT_A_444_000	荒い　気質の　ポケモンなれど\n興味　示した　ガラス玉　与えれば\n途端に　従順な気質に　変わりたり。
ZKN_COMMENT_A_445_000	目にも　止まらぬ　勢いにて\n天翔ける　姿は　誠に　天晴。\n気質　粗にして　野で　警戒すべし。
ZKN_COMMENT_A_446_000	胃袋　頑丈なりて　腐りしものも\n平気で　食らう。　堆肥の　原料となる\n生ごみ　狙いて　村に　出没す。
ZKN_COMMENT_A_447_000	幼子の　姿なりしも　人の　心を読む\n摩訶不思議な　力を持ち　良き　心の\n持ち主を　認め　悪しき　心を　憎む。
ZKN_COMMENT_A_448_000	凛々しき　容貌なり。　発したる　気の\n波を　思いのままに　導き　離れた者を\n感じとる　力を　波導と　命名す。
ZKN_COMMENT_A_449_000	荒地に棲むが　砂に　潜むゆえ\nその姿を　見るは　困難なり。\n気　昂りしとき　鼻より　砂を吹く。
ZKN_COMMENT_A_450_000	気は　短く　血の気　多し。\n砂交じりの　旋風を　起こし\n敵の威勢　挫きて　襲い掛かる。
ZKN_COMMENT_A_451_000	鋏の　切れ味　鋭く　毒も　含む\n実に　危険な　ポケモンなり。\nされど　冷えには　脆い　様子。
ZKN_COMMENT_A_452_000	凶暴にして　獰猛なる　気質。\n刀も　弾く　頑強なる　甲羅と\n剛力で　暴れ回り　害を成す。
ZKN_COMMENT_A_453_000	毒を有し　気質は　卑劣なり。\nされど　鳴き方　珍妙にして\n滑稽な　面構えゆえ　人気あり。
ZKN_COMMENT_A_454_000	朱に　染まりし　爪　猛毒を　宿す。\n毒　薄め　数種の野草を　混ぜ\n二晩　煎じれば　強壮の　薬となる。
ZKN_COMMENT_A_455_000	草木の　ポケモン　ながらも　\n貪欲かつ　粗暴なる　気質。\n大口　開きて　獲物を　襲う。
ZKN_COMMENT_A_456_000	桃色に　染まりし　長き　尾鰭を\nなびかせ　あでやかに　遊泳す。\nその様から　晴れ着魚の　通称あり。
ZKN_COMMENT_A_457_000	輝く　鰭を　もって　獲物を　狩る。\nネオラント　群れ成す　夜半の\n水面たるや　綺羅星の　如き　絶景。
ZKN_COMMENT_A_458_000	玉の如き　姿なれど　泳ぎ　達者なり。\nテッポウオの群れと　交流　多きものは\nやがて　進化に至ると　判明す。
ZKN_COMMENT_A_459_000	雪中にて　遭遇する　可能性　高し。\n人里に　現れるも　害は　なさず\n童の　良き友となると　伝わる。
ZKN_COMMENT_A_460_000	巨岩も　たやすく　かち割る　剛の者。\n他との　関りを　好まず　深山にて\n雪と　戯れ　密やかに　暮らす。
ZKN_COMMENT_A_461_000	リーダー　統率のもと　群れを成し\n獲物を　追い詰める。　狡猾さ　増し\n進化は　脳の発達も　促すと　思わる。
ZKN_COMMENT_A_462_000	特殊な　磁場の　影響　受け　分子構造\n変わりて　進化すると　考察。　角から\n宙に　向け　謎の電波を　発信す。
ZKN_COMMENT_A_463_000	舌は　伸縮自在なりて　己が丈の\n１０倍以上の　尺に　伸張可能なり。\n唾液は　溶解成分　含むゆえ　要注意。
ZKN_COMMENT_A_464_000	奇天烈な　道具により　進化せし姿。\n岩石に似た　皮膚は　名刀の一振りでも\n傷つかぬほど　硬き　未知の物質なり。
ZKN_COMMENT_A_465_000	長き蔓　絡まりし姿　草藪に　似たり。\n束ねた蔓を　腕の如く　振るい\n獲物に　巻きつき　からめとる。
ZKN_COMMENT_A_466_000	奇天烈な　道具により　進化せし姿。\n心拍数　上がるとき　発電量も　増加。\n尾から　２万ボルトの　電流を　放つ。
ZKN_COMMENT_A_467_000	奇天烈な　道具により　進化せし姿。\n筒状の　腕先より　放たれし　火球は\n鉄鍋をも　瞬時に　溶かす　高温なり。
ZKN_COMMENT_A_468_000	目撃例　わずか。　残る　文献　探れば\n世の暮らし　天下泰平なりしときに\n姿　現し　遭遇すること　疑いなし。
ZKN_COMMENT_A_469_000	性質　極めて凶暴。　獲物　狩りしとき\n急所のみ　狙い　無駄　一切なし。\nこの種を　従えし者は　豪胆なり。
ZKN_COMMENT_A_470_000	体毛から　植物に似た　細胞　検出す。\n硬き　尾は　大木を　一刀両断し\n切れ味　名刀にも　勝る　得物なり。
ZKN_COMMENT_A_471_000	体熱を　急低下させる　能力を　有す。\n大気　凍らせ　宝石の如き　煌めく\n細氷を　舞い躍らせる　現象　起こす。
ZKN_COMMENT_A_472_000	漆黒の翼　音　立てず　空を滑り\n鋭き牙で　獲物の喉笛に　食らいつく。\n血液　吸い尽くし　満足の様子。
ZKN_COMMENT_A_473_000	氷河期と　呼ばれし世に　全盛　極む。\n厳寒なる　ヒスイの地　その体質に適し\n眠りし力が　目覚めたと　考察す。
ZKN_COMMENT_A_474_000	奇天烈な　道具により　更に　進化す。\n攻撃力の向上　大幅なれど　比例して\n不可思議な　所作　増え　心配なり。
ZKN_COMMENT_A_475_000	肘より伸びたる得物　名刀に　勝る\n切れ味なり。　我流なれど　見事な\n太刀捌きは　目を見張るものあり。
ZKN_COMMENT_A_476_000	強き磁力を　発し　立派な髭の如く\n蓄えし　大量の砂鉄を　操る技　あり。\n硬き礫　獲物を襲い　打ち倒す。
ZKN_COMMENT_A_477_000	寿命　尽きたる者の　傍らに　来たりて\n魂を　黄泉へと　誘う。　まれに　余命\n有る者の　魂を　連れ行く　過ちあり。
ZKN_COMMENT_A_478_000	恨み抱え　雪山に　消えし　女人の魂\n宿りし　ポケモン。　行い悪し　男を\n呪い殺すと　伝承あり　肝　冷えたり。
ZKN_COMMENT_A_479_000	電気仕掛けの　人魂と　思しき\n奇々怪々なる　ポケモン。\n聡く　悪戯者ゆえ　注意すべし。
ZKN_COMMENT_A_480_000	悪しき者の　記憶を　奪い去ると\n畏れ　敬われている　ポケモン。\n知識を　司るとの　記録を　発見す。
ZKN_COMMENT_A_481_000	感情の神なる　異名を　持つ。\n不敬なる者の　感情を　狂わすとの\n伝承にて　畏怖されし　ポケモン。
ZKN_COMMENT_A_482_000	意思の神と　畏怖されし　ポケモン。\n敵対せし者の　意思を　操りて\n傀儡に　変えるとの　伝説あり。
ZKN_COMMENT_A_483_000	神と崇めし伝説　ヒスイの地に　あり。\n誕生により　うつし世の　時は　滔々と\n大河の如く　流れ始めたり。
ZKN_COMMENT_A_484_000	神と畏れし伝説　ヒスイの地に　あり。\n誕生により　うつし世の　壁　消え去り\n延々と　際限なき空　出現したり。
ZKN_COMMENT_A_485_000	テンガン山の　内部で　煮えたぎる\n溶岩より　生まれしとの　伝承あり。\n溶解した　鋼の体　得体が　知れず。
ZKN_COMMENT_A_486_000	縄で縛りし大陸　曳きて　ヒスイの地\n造りしとの　伝説あり。　疑義あれど\n真理一片　あるやも知れず。
ZKN_COMMENT_A_487_000	ヒスイの地に　伝わりし　ひと節あり。\n強き光は　深き影　生み出したり。\n深き影こそ　このポケモンと　想像す。
ZKN_COMMENT_A_488_000	眉月　想わせし　ポケモン。　夜空を\n飛翔の折　一筋の光跡　鮮明に残す。\nまるで　天の川　産みし　天女なり。
ZKN_COMMENT_A_489_000	海水温　上がりし季節に　海岸付近にて\n漂う姿あり。　蒼き体色　海に紛れし色\nゆえ　天敵より　身を守る　理屈なり。
ZKN_COMMENT_A_490_000	大洋　回遊し　ごく稀に　ヒスイの近海\n訪れると　噂あり。　フィオネに　似た\n姿なれど　違い多く　関係　分からず。
ZKN_COMMENT_A_491_000	月　消えし夜。　集落の村人　全員が\n悪夢　見る　珍事あり。　悪夢の中に\n現れしポケモンと　村人ら　証言す。
