bag.dat
msg_ui_bag_okodukai_00	Money
ZKN_COMMENT_A_574_000	[~ 573]
ZKN_COMMENT_A_575_000	[~ 574]
ZKN_COMMENT_A_576_000	[~ 575]
ZKN_COMMENT_A_577_000	[~ 576]
ZKN_COMMENT_A_578_000	[~ 577]
ZKN_COMMENT_A_579_000	[~ 578]
ZKN_COMMENT_A_580_000	[~ 579]
ZKN_COMMENT_A_581_000	[~ 580]
ZKN_COMMENT_A_582_000	[~ 581]
ZKN_COMMENT_A_583_000	[~ 582]
ZKN_COMMENT_A_584_000	[~ 583]
ZKN_COMMENT_A_585_000	[~ 584]
ZKN_COMMENT_A_586_000	[~ 585]
ZKN_COMMENT_A_587_000	[~ 586]
ZKN_COMMENT_A_588_000	[~ 587]
ZKN_COMMENT_A_589_000	[~ 588]
ZKN_COMMENT_A_590_000	[~ 589]
ZKN_COMMENT_A_591_000	[~ 590]
ZKN_COMMENT_A_592_000	[~ 591]
ZKN_COMMENT_A_593_000	[~ 592]
ZKN_COMMENT_A_594_000	[~ 593]
ZKN_COMMENT_A_595_000	[~ 594]
ZKN_COMMENT_A_596_000	[~ 595]
ZKN_COMMENT_A_597_000	[~ 596]
ZKN_COMMENT_A_598_000	[~ 597]
ZKN_COMMENT_A_599_000	[~ 598]
ZKN_COMMENT_A_600_000	[~ 599]
ZKN_COMMENT_A_601_000	[~ 600]
ZKN_COMMENT_A_602_000	[~ 601]
ZKN_COMMENT_A_603_000	[~ 602]
ZKN_COMMENT_A_604_000	[~ 603]
ZKN_COMMENT_A_605_000	[~ 604]
ZKN_COMMENT_A_606_000	[~ 605]
ZKN_COMMENT_A_607_000	[~ 606]
ZKN_COMMENT_A_608_000	[~ 607]
ZKN_COMMENT_A_609_000	[~ 608]
ZKN_COMMENT_A_610_000	[~ 609]
ZKN_COMMENT_A_611_000	[~ 610]
ZKN_COMMENT_A_612_000	[~ 611]
ZKN_COMMENT_A_613_000	[~ 612]
ZKN_COMMENT_A_614_000	[~ 613]
ZKN_COMMENT_A_615_000	[~ 614]
ZKN_COMMENT_A_616_000	[~ 615]
ZKN_COMMENT_A_617_000	[~ 616]
ZKN_COMMENT_A_618_000	[~ 617]
ZKN_COMMENT_A_619_000	[~ 618]
ZKN_COMMENT_A_620_000	[~ 619]
ZKN_COMMENT_A_621_000	[~ 620]
ZKN_COMMENT_A_622_000	[~ 621]
ZKN_COMMENT_A_623_000	[~ 622]
ZKN_COMMENT_A_624_000	[~ 623]
ZKN_COMMENT_A_625_000	[~ 624]
ZKN_COMMENT_A_626_000	[~ 625]
ZKN_COMMENT_A_627_000	Its chick-like looks belie its hotheadedness. It challenges its\nparents at every opportunity, desperate to prove its strength.
ZKN_COMMENT_A_628_000	[~ 627]
ZKN_COMMENT_A_629_000	[~ 628]
ZKN_COMMENT_A_630_000	[~ 629]
ZKN_COMMENT_A_631_000	[~ 630]
ZKN_COMMENT_A_632_000	[~ 631]
ZKN_COMMENT_A_633_000	[~ 632]
ZKN_COMMENT_A_634_000	[~ 633]
ZKN_COMMENT_A_635_000	[~ 634]
ZKN_COMMENT_A_636_000	[~ 635]
ZKN_COMMENT_A_637_000	[~ 636]
ZKN_COMMENT_A_638_000	[~ 637]
ZKN_COMMENT_A_639_000	[~ 638]
ZKN_COMMENT_A_640_000	[~ 639]
ZKN_COMMENT_A_641_000	This storm-stirring Pokémon is said to cause the seasons to\nturn by whipping up the air. I suspect its humanlike form to be\na false one.
ZKN_COMMENT_A_642_000	They say this wielder of electricity has waged war with its\nnemesis, Tornadus, since time immemorial. The lightning bolts\nit hurls pierce the very earth and enrich the soil.
ZKN_COMMENT_A_643_000	[~ 642]
ZKN_COMMENT_A_644_000	[~ 643]
ZKN_COMMENT_A_645_000	When the incarnations of wind and of lightning clash, Landorus\narrives to quell the conflict. After the tempests and thunderbolts\nabate, the land is sure to be blessed with bountiful harvests.
ZKN_COMMENT_A_646_000	[~ 645]
ZKN_COMMENT_A_647_000	[~ 646]
ZKN_COMMENT_A_648_000	[~ 647]
ZKN_COMMENT_A_649_000	[~ 648]
ZKN_COMMENT_A_650_000	[~ 649]
ZKN_COMMENT_A_651_000	[~ 650]
ZKN_COMMENT_A_652_000	[~ 651]
ZKN_COMMENT_A_653_000	[~ 652]
ZKN_COMMENT_A_654_000	[~ 653]
ZKN_COMMENT_A_655_000	[~ 654]
ZKN_COMMENT_A_656_000	[~ 655]
ZKN_COMMENT_A_657_000	[~ 656]
ZKN_COMMENT_A_658_000	[~ 657]
ZKN_COMMENT_A_659_000	[~ 658]
ZKN_COMMENT_A_660_000	[~ 659]
ZKN_COMMENT_A_661_000	[~ 660]
ZKN_COMMENT_A_662_000	[~ 661]
ZKN_COMMENT_A_663_000	[~ 662]
ZKN_COMMENT_A_664_000	[~ 663]
ZKN_COMMENT_A_665_000	[~ 664]
ZKN_COMMENT_A_666_000	[~ 665]
ZKN_COMMENT_A_667_000	[~ 666]
ZKN_COMMENT_A_668_000	[~ 667]
ZKN_COMMENT_A_669_000	[~ 668]
ZKN_COMMENT_A_670_000	[~ 669]
ZKN_COMMENT_A_671_000	[~ 670]
ZKN_COMMENT_A_672_000	[~ 671]
ZKN_COMMENT_A_673_000	[~ 672]
ZKN_COMMENT_A_674_000	[~ 673]
ZKN_COMMENT_A_675_000	[~ 674]
ZKN_COMMENT_A_676_000	[~ 675]
ZKN_COMMENT_A_677_000	[~ 676]
ZKN_COMMENT_A_678_000	[~ 677]
ZKN_COMMENT_A_679_000	[~ 678]
ZKN_COMMENT_A_680_000	[~ 679]
ZKN_COMMENT_A_681_000	[~ 680]
ZKN_COMMENT_A_682_000	[~ 681]
ZKN_COMMENT_A_683_000	[~ 682]
ZKN_COMMENT_A_684_000	[~ 683]
ZKN_COMMENT_A_685_000	[~ 684]
ZKN_COMMENT_A_686_000	[~ 685]
ZKN_COMMENT_A_687_000	[~ 686]
ZKN_COMMENT_A_688_000	[~ 687]
ZKN_COMMENT_A_689_000	[~ 688]
ZKN_COMMENT_A_690_000	[~ 689]
ZKN_COMMENT_A_691_000	[~ 690]
ZKN_COMMENT_A_692_000	[~ 691]
ZKN_COMMENT_A_693_000	[~ 692]
ZKN_COMMENT_A_694_000	[~ 693]
ZKN_COMMENT_A_695_000	[~ 694]
ZKN_COMMENT_A_696_000	[~ 695]
ZKN_COMMENT_A_697_000	[~ 696]
ZKN_COMMENT_A_698_000	[~ 697]
ZKN_COMMENT_A_699_000	[~ 698]
ZKN_COMMENT_A_700_000	It emits a soothing aura from its ribbon-shaped organs. It wraps\nthese appendages around quarrelers to instantly restore calm to\nthe situation.
ZKN_COMMENT_A_701_000	[~ 700]
ZKN_COMMENT_A_702_000	[~ 701]
ZKN_COMMENT_A_703_000	[~ 702]
ZKN_COMMENT_A_704_000	Goomy hides away in the shade of trees, where it’s nice and\nhumid. If the slime coating its body dries out, the Pokémon\ninstantly becomes lethargic.
ZKN_COMMENT_A_705_000	[~ 704]
ZKN_COMMENT_A_706_000	[~ 705]
ZKN_COMMENT_A_707_000	[~ 706]
ZKN_COMMENT_A_708_000	[~ 707]
ZKN_COMMENT_A_709_000	[~ 708]
ZKN_COMMENT_A_710_000	[~ 709]
ZKN_COMMENT_A_711_000	[~ 710]
ZKN_COMMENT_A_712_000	Lives on mountains blanketed in perennial snow. It freezes water\nvapor in the air to make the ice helmet that it dons for defense.
ZKN_COMMENT_A_713_000	[~ 712]
ZKN_COMMENT_A_714_000	[~ 713]
ZKN_COMMENT_A_715_000	[~ 714]
ZKN_COMMENT_A_716_000	[~ 715]
ZKN_COMMENT_A_717_000	[~ 716]
ZKN_COMMENT_A_718_000	[~ 717]
ZKN_COMMENT_A_719_000	[~ 718]
ZKN_COMMENT_A_720_000	[~ 719]
ZKN_COMMENT_A_721_000	[~ 720]
ZKN_COMMENT_A_722_000	Flies noiselessly on delicate wings. It has mastered the art of\ndeftly launching dagger-sharp feathers from those same wings.
ZKN_COMMENT_A_723_000	Regularly basks in sunlight to gather power—presumably due to\nthe frigid climate. Nonetheless, the edges of the blade quills set\ninto its wings are keen as ever.
ZKN_COMMENT_A_724_000	[~ 723]
ZKN_COMMENT_A_725_000	[~ 724]
ZKN_COMMENT_A_726_000	[~ 725]
ZKN_COMMENT_A_727_000	[~ 726]
ZKN_COMMENT_A_728_000	[~ 727]
ZKN_COMMENT_A_729_000	[~ 728]
ZKN_COMMENT_A_730_000	[~ 729]
ZKN_COMMENT_A_731_000	[~ 730]
ZKN_COMMENT_A_732_000	[~ 731]
ZKN_COMMENT_A_733_000	[~ 732]
ZKN_COMMENT_A_734_000	[~ 733]
ZKN_COMMENT_A_735_000	[~ 734]
ZKN_COMMENT_A_736_000	[~ 735]
ZKN_COMMENT_A_737_000	[~ 736]
ZKN_COMMENT_A_738_000	[~ 737]
ZKN_COMMENT_A_739_000	[~ 738]
ZKN_COMMENT_A_740_000	[~ 739]
ZKN_COMMENT_A_741_000	[~ 740]
ZKN_COMMENT_A_742_000	[~ 741]
ZKN_COMMENT_A_743_000	[~ 742]
ZKN_COMMENT_A_744_000	[~ 743]
ZKN_COMMENT_A_745_000	[~ 744]
ZKN_COMMENT_A_746_000	[~ 745]
ZKN_COMMENT_A_747_000	[~ 746]
ZKN_COMMENT_A_748_000	[~ 747]
ZKN_COMMENT_A_749_000	[~ 748]
ZKN_COMMENT_A_750_000	[~ 749]
ZKN_COMMENT_A_751_000	[~ 750]
ZKN_COMMENT_A_752_000	[~ 751]
ZKN_COMMENT_A_753_000	[~ 752]
ZKN_COMMENT_A_754_000	[~ 753]
ZKN_COMMENT_A_755_000	[~ 754]
ZKN_COMMENT_A_756_000	[~ 755]
ZKN_COMMENT_A_757_000	[~ 756]
ZKN_COMMENT_A_758_000	[~ 757]
ZKN_COMMENT_A_759_000	[~ 758]
ZKN_COMMENT_A_760_000	[~ 759]
ZKN_COMMENT_A_761_000	[~ 760]
ZKN_COMMENT_A_762_000	[~ 761]
ZKN_COMMENT_A_763_000	[~ 762]
ZKN_COMMENT_A_764_000	[~ 763]
ZKN_COMMENT_A_765_000	[~ 764]
ZKN_COMMENT_A_766_000	[~ 765]
ZKN_COMMENT_A_767_000	[~ 766]
ZKN_COMMENT_A_768_000	[~ 767]
ZKN_COMMENT_A_769_000	[~ 768]
ZKN_COMMENT_A_770_000	[~ 769]
ZKN_COMMENT_A_771_000	[~ 770]
ZKN_COMMENT_A_772_000	[~ 771]
ZKN_COMMENT_A_773_000	[~ 772]
ZKN_COMMENT_A_774_000	[~ 773]
ZKN_COMMENT_A_775_000	[~ 774]
ZKN_COMMENT_A_776_000	[~ 775]
ZKN_COMMENT_A_777_000	[~ 776]
ZKN_COMMENT_A_778_000	[~ 777]
ZKN_COMMENT_A_779_000	[~ 778]
ZKN_COMMENT_A_780_000	[~ 779]
ZKN_COMMENT_A_781_000	[~ 780]
ZKN_COMMENT_A_782_000	[~ 781]
ZKN_COMMENT_A_783_000	[~ 782]
ZKN_COMMENT_A_784_000	[~ 783]
ZKN_COMMENT_A_785_000	[~ 784]
ZKN_COMMENT_A_786_000	[~ 785]
ZKN_COMMENT_A_787_000	[~ 786]
ZKN_COMMENT_A_788_000	[~ 787]
ZKN_COMMENT_A_789_000	[~ 788]
ZKN_COMMENT_A_790_000	[~ 789]
ZKN_COMMENT_A_791_000	[~ 790]
ZKN_COMMENT_A_792_000	[~ 791]
ZKN_COMMENT_A_793_000	[~ 792]
ZKN_COMMENT_A_794_000	[~ 793]
ZKN_COMMENT_A_795_000	[~ 794]
ZKN_COMMENT_A_796_000	[~ 795]
ZKN_COMMENT_A_797_000	[~ 796]
ZKN_COMMENT_A_798_000	[~ 797]
ZKN_COMMENT_A_799_000	[~ 798]
ZKN_COMMENT_A_800_000	[~ 799]
ZKN_COMMENT_A_801_000	[~ 800]
ZKN_COMMENT_A_802_000	[~ 801]
ZKN_COMMENT_A_803_000	[~ 802]
ZKN_COMMENT_A_804_000	[~ 803]
ZKN_COMMENT_A_805_000	[~ 804]
ZKN_COMMENT_A_806_000	[~ 805]
ZKN_COMMENT_A_807_000	[~ 806]
ZKN_COMMENT_A_808_000	[~ 807]
ZKN_COMMENT_A_809_000	[~ 808]
ZKN_COMMENT_A_810_000	[~ 809]
ZKN_COMMENT_A_811_000	[~ 810]
ZKN_COMMENT_A_812_000	[~ 811]
ZKN_COMMENT_A_813_000	[~ 812]
ZKN_COMMENT_A_814_000	[~ 813]
ZKN_COMMENT_A_815_000	[~ 814]
ZKN_COMMENT_A_816_000	[~ 815]
ZKN_COMMENT_A_817_000	[~ 816]
ZKN_COMMENT_A_818_000	[~ 817]
ZKN_COMMENT_A_819_000	[~ 818]
ZKN_COMMENT_A_820_000	[~ 819]
ZKN_COMMENT_A_821_000	[~ 820]
ZKN_COMMENT_A_822_000	[~ 821]
ZKN_COMMENT_A_823_000	[~ 822]
ZKN_COMMENT_A_824_000	[~ 823]
ZKN_COMMENT_A_825_000	[~ 824]
ZKN_COMMENT_A_826_000	[~ 825]
ZKN_COMMENT_A_827_000	[~ 826]
ZKN_COMMENT_A_828_000	[~ 827]
ZKN_COMMENT_A_829_000	[~ 828]
ZKN_COMMENT_A_830_000	[~ 829]
ZKN_COMMENT_A_831_000	[~ 830]
ZKN_COMMENT_A_832_000	[~ 831]
ZKN_COMMENT_A_833_000	[~ 832]
ZKN_COMMENT_A_834_000	[~ 833]
ZKN_COMMENT_A_835_000	[~ 834]
ZKN_COMMENT_A_836_000	[~ 835]
ZKN_COMMENT_A_837_000	[~ 836]
ZKN_COMMENT_A_838_000	[~ 837]
ZKN_COMMENT_A_839_000	[~ 838]
ZKN_COMMENT_A_840_000	[~ 839]
ZKN_COMMENT_A_841_000	[~ 840]
ZKN_COMMENT_A_842_000	[~ 841]
ZKN_COMMENT_A_843_000	[~ 842]
ZKN_COMMENT_A_844_000	[~ 843]
ZKN_COMMENT_A_845_000	[~ 844]
ZKN_COMMENT_A_846_000	[~ 845]
ZKN_COMMENT_A_847_000	[~ 846]
ZKN_COMMENT_A_848_000	[~ 847]
ZKN_COMMENT_A_849_000	[~ 848]
ZKN_COMMENT_A_850_000	[~ 849]
ZKN_COMMENT_A_851_000	[~ 850]
ZKN_COMMENT_A_852_000	[~ 851]
ZKN_COMMENT_A_853_000	[~ 852]
ZKN_COMMENT_A_854_000	[~ 853]
ZKN_COMMENT_A_855_000	[~ 854]
ZKN_COMMENT_A_856_000	[~ 855]
ZKN_COMMENT_A_857_000	[~ 856]
ZKN_COMMENT_A_858_000	[~ 857]
ZKN_COMMENT_A_859_000	[~ 858]
ZKN_COMMENT_A_860_000	[~ 859]
ZKN_COMMENT_A_861_000	[~ 860]
ZKN_COMMENT_A_862_000	[~ 861]
ZKN_COMMENT_A_863_000	[~ 862]
ZKN_COMMENT_A_864_000	[~ 863]
ZKN_COMMENT_A_865_000	[~ 864]
ZKN_COMMENT_A_866_000	[~ 865]
ZKN_COMMENT_A_867_000	[~ 866]
ZKN_COMMENT_A_868_000	[~ 867]
ZKN_COMMENT_A_869_000	[~ 868]
ZKN_COMMENT_A_870_000	[~ 869]
ZKN_COMMENT_A_871_000	[~ 870]
ZKN_COMMENT_A_872_000	[~ 871]
ZKN_COMMENT_A_873_000	[~ 872]
ZKN_COMMENT_A_874_000	[~ 873]
ZKN_COMMENT_A_875_000	[~ 874]
ZKN_COMMENT_A_876_000	[~ 875]
ZKN_COMMENT_A_877_000	[~ 876]
ZKN_COMMENT_A_878_000	[~ 877]
ZKN_COMMENT_A_879_000	[~ 878]
ZKN_COMMENT_A_880_000	[~ 879]
ZKN_COMMENT_A_881_000	[~ 880]
ZKN_COMMENT_A_882_000	[~ 881]
ZKN_COMMENT_A_883_000	[~ 882]
ZKN_COMMENT_A_884_000	[~ 883]
ZKN_COMMENT_A_885_000	[~ 884]
ZKN_COMMENT_A_886_000	[~ 885]
ZKN_COMMENT_A_887_000	[~ 886]
ZKN_COMMENT_A_888_000	[~ 887]
ZKN_COMMENT_A_889_000	[~ 888]
ZKN_COMMENT_A_890_000	[~ 889]
ZKN_COMMENT_A_899_000	The black orbs shine with an uncanny light when the Pokémon is\nerecting invisible barriers. The fur shed from its beard retains\nheat well and is a highly useful material for winter clothing.
ZKN_COMMENT_A_900_000	A violent creature that fells towering trees with its crude axes\nand shields itself with hard stone. If one should chance upon\nthis Pokémon in the wilds, one’s only recourse is to flee.
ZKN_COMMENT_A_901_000	I believe it was Hisui’s swampy terrain that gave Ursaluna its\nburly physique and newfound capacity to manipulate peat\nat will.
ZKN_COMMENT_A_902_000	Clads itself in the souls of comrades that perished before\nfulfilling their goals of journeying upstream. No other species\nthroughout all Hisui’s rivers is Basculegion’s equal.
ZKN_COMMENT_A_903_000	Because of Sneasler’s virulent poison and daunting physical\nprowess, no other species could hope to best it on the frozen\nhighlands. Preferring solitude, this species does not form packs.
ZKN_COMMENT_A_904_000	Its lancelike spikes and savage temperament have earned it the\nnickname “sea fiend.” It slurps up poison to nourish itself.
ZKN_COMMENT_A_905_000	When it flies to this land from across the sea, the bitter winter\ncomes to an end. According to legend, this Pokémon’s love\ngives rise to the budding of fresh life across Hisui.
ZKN_COMMENT_A_003_001	[~ 897]
ZKN_COMMENT_A_006_001	[~ 898]
ZKN_COMMENT_A_006_002	[~ 899]
ZKN_COMMENT_A_006_999	[~ 900]
ZKN_COMMENT_A_009_001	[~ 901]
ZKN_COMMENT_A_012_999	[~ 902]
ZKN_COMMENT_A_015_001	[~ 903]
ZKN_COMMENT_A_018_001	[~ 904]
ZKN_COMMENT_A_019_001	[~ 905]
ZKN_COMMENT_A_020_001	[~ 906]
ZKN_COMMENT_A_020_002	[~ 907]
ZKN_COMMENT_A_025_001	[~ 908]
ZKN_COMMENT_A_025_002	[~ 909]
ZKN_COMMENT_A_025_003	[~ 910]
ZKN_COMMENT_A_025_004	[~ 911]
ZKN_COMMENT_A_025_005	[~ 912]
ZKN_COMMENT_A_025_006	[~ 913]
ZKN_COMMENT_A_025_007	[~ 914]
ZKN_COMMENT_A_025_008	[~ 915]
ZKN_COMMENT_A_025_999	[~ 916]
ZKN_COMMENT_A_026_001	[~ 917]
ZKN_COMMENT_A_027_001	[~ 918]
ZKN_COMMENT_A_028_001	[~ 919]
ZKN_COMMENT_A_037_001	These Pokémon live in packs in the snowy mountains and defend\nthemselves with icy breath. I suspect this species changed its\nform to adapt to the frigid climate.
ZKN_COMMENT_A_038_001	Dwells on sacred peaks perpetually covered in snow. Said to\nappear to virtuous people who have lost their way on mountain\npaths—it then guides them back down to the mountain’s base.
ZKN_COMMENT_A_050_001	[~ 922]
ZKN_COMMENT_A_051_001	[~ 923]
ZKN_COMMENT_A_052_001	[~ 924]
ZKN_COMMENT_A_052_002	[~ 925]
ZKN_COMMENT_A_052_999	[~ 926]
ZKN_COMMENT_A_053_001	[~ 927]
ZKN_COMMENT_A_058_001	They patrol their territory in pairs. I believe the igneous\nrock components in the fur of this species are the result of\nvolcanic activity in its habitat.
ZKN_COMMENT_A_059_001	Snaps at its foes with fangs cloaked in blazing flame. Despite its\nbulk, it deftly feints every which way, leading opponents on a\ndeceptively merry chase as it all but dances around them.
ZKN_COMMENT_A_059_002	[~ 930]
ZKN_COMMENT_A_065_001	[~ 931]
ZKN_COMMENT_A_068_999	[~ 932]
ZKN_COMMENT_A_074_001	[~ 933]
ZKN_COMMENT_A_075_001	[~ 934]
ZKN_COMMENT_A_076_001	[~ 935]
ZKN_COMMENT_A_077_001	[~ 936]
ZKN_COMMENT_A_078_001	[~ 937]
ZKN_COMMENT_A_080_001	[~ 938]
ZKN_COMMENT_A_083_001	[~ 939]
ZKN_COMMENT_A_088_001	[~ 940]
ZKN_COMMENT_A_089_001	[~ 941]
ZKN_COMMENT_A_094_001	[~ 942]
ZKN_COMMENT_A_094_999	[~ 943]
ZKN_COMMENT_A_099_999	[~ 944]
ZKN_COMMENT_A_100_001	An enigmatic Pokémon that happens to bear a resemblance to a\nPoké Ball. When excited, it discharges the electric current it has\nstored in its belly, then lets out a great, uproarious laugh.
ZKN_COMMENT_A_101_001	The tissue on the surface of its body is curiously similar in\ncomposition to an Apricorn. When irritated, this Pokémon lets\nloose an electric current equal to 20 lightning bolts.
ZKN_COMMENT_A_101_002	[~ 947]
ZKN_COMMENT_A_103_001	[~ 948]
ZKN_COMMENT_A_105_001	[~ 949]
ZKN_COMMENT_A_105_002	[~ 950]
ZKN_COMMENT_A_110_001	[~ 951]
ZKN_COMMENT_A_115_001	[~ 952]
ZKN_COMMENT_A_122_001	[~ 953]
ZKN_COMMENT_A_127_001	[~ 954]
ZKN_COMMENT_A_130_001	[~ 955]
ZKN_COMMENT_A_131_999	[~ 956]
ZKN_COMMENT_A_133_001	[~ 957]
ZKN_COMMENT_A_133_999	[~ 958]
ZKN_COMMENT_A_142_001	[~ 959]
ZKN_COMMENT_A_143_999	[~ 960]
ZKN_COMMENT_A_150_001	[~ 961]
ZKN_COMMENT_A_150_002	[~ 962]
ZKN_COMMENT_A_157_001	Said to purify lost, forsaken souls with its flames and guide them\nto the afterlife. I believe its form has been influenced by the\nenergy of the sacred mountain towering at Hisui’s center.
ZKN_COMMENT_A_181_001	[~ 964]
ZKN_COMMENT_A_201_001	It is hard to believe these strangely shaped Pokémon are truly\nliving creatures. I’ve pointed out that the species’ many forms\nresemble writing from other lands; no one will take me seriously.
ZKN_COMMENT_A_201_002	It is hard to believe these strangely shaped Pokémon are truly\nliving creatures. I’ve pointed out that the species’ many forms\nresemble writing from other lands; no one will take me seriously.
ZKN_COMMENT_A_201_003	It is hard to believe these strangely shaped Pokémon are truly\nliving creatures. I’ve pointed out that the species’ many forms\nresemble writing from other lands; no one will take me seriously.
