amulet.dat
msg_amulet_001	我正在向守護祝慶村的\n御護石表達感謝。[VAR 0114(005D)]
msg_sub088_0110_talk_04	都見到真正的結草兒了，竟然還不明白……\n看來也需要看看假的結草兒才行。[VAR 0114(0066)]
msg_sub088_0120_talk_01	拜託[VAR 1100(00FF,0101)]你妳也把他們\n說的結草兒帶來吧。[VAR 0114(004E)]
msg_sub088_0130_talk_01	[VAR 1100(00FF,0101)]你妳要讓我看看\n被垃圾包覆住的結草兒嗎？[VAR 0114(004E)]
msg_sub088_0140_talk_01	要被垃圾包覆住，\n才是真正的結草兒！\r\n幫我找到牠吧，拜託[VAR 1100(00FF,0101)]你妳了！[VAR 0114(004E)]
msg_sub088_0150_talk_01	這傢伙不是\n我認識的結草兒啊。[VAR 0114(004E)]
msg_sub088_0160_talk_01	啊，這傢伙就是結草兒！[VAR 0114(004E)]
msg_sub088_0160_talk_02	什麼？牠看起來不是啊。[VAR 0114(0042)]
msg_sub088_0160_talk_03	這隻寶可夢不是結草兒。[VAR 0114(0066)]
msg_sub088_0160_talk_04	都見到真正的結草兒了，居然還不明白。\n看來得給他們看看假的結草兒比較好。[VAR 0114(004E)]
msg_sub088_0170_talk_01	結草兒是身體上\n裹著葉片的寶可夢。\r\n我衷心期待著圖鑑的完成。[VAR 0114(0042)]
msg_sub088_0180_talk_01	身上黏著沙子或石子\n等等礦物的才是結草兒。\r\n就麻煩[VAR 1100(00FF,0101)]你妳去調查了。[VAR 0114(0066)]
msg_sub088_0190_talk_01	結草兒是被垃圾包覆住的寶可夢。\n我故鄉的結草兒也是那樣的！[VAR 0114(004E)]
msg_sub088_0200_talk_01	如果[VAR 1100(00FF,0101)]你妳完成了結草兒的圖鑑，\n請讓我看看！[VAR 0114(0042)]
msg_sub088_0200_talk_02	哦～這些通通都是\n真正的結草兒啊。[VAR 0114(0042)]
msg_sub088_0200_talk_03	明明種類相同，樣子居然差這麼多。\n真是太讓我吃驚了。[VAR 0114(0066)]
msg_sub088_0200_talk_04	原來這隻和那隻都是結草兒啊。\n我們吵成那樣真是白費力氣呢……\c\n對不起！我對你們說過頭了。[VAR 0114(004E)]
msg_sub088_0200_talk_05	不，我才是。\c\n多虧你們，讓我又加深了對寶可夢的認識。\n真是太好了。[VAR 0114(0066)]
msg_sub088_0200_talk_06	我也是一時太衝了……\n不過能解開誤會真是太好了。[VAR 0114(0042)]
msg_sub088_0200_talk_07	真抱歉我們把[VAR 1100(00FF,0101)]你妳也捲進這件事來。\n不過託[VAR 1100(00FF,0101)]你妳的福，我現在舒暢多了。[VAR 0114(0042)]
msg_sub088_0200_talk_08	這次的事情激起了\n我對寶可夢的興趣。\c\n要是[VAR 1100(00FF,0101)]你妳找到了有趣的寶可夢，\n請[VAR 1100(00FF,0101)]你妳一定要告訴我喔。[VAR 0114(0042)]
sub_089.dat
msg_sub089_0010_talk_01	調查組的，我等[VAR 1100(00FF,0101)]你妳很久囉。\c\n之前有隻幸福蛋在我被寶可夢攻擊而\n受傷時治療了我，我想向牠道謝。\r\n[VAR 1100(00FF,0101)]你妳可否幫我尋找牠呢？[VAR 0114(0099)]
msg_sub089_0010_talk_02	明明是被寶可夢攻擊，\n卻又受到寶可夢的幫助。\r\n聽起來很莫名其妙吧。\c\n不過，就算對方是寶可夢，\n要是受恩不謝，會有損我們組的名聲。[VAR 0114(0099)]
msg_sub089_0010_talk_03	我會在純白凍土的冰岩塊那裡等[VAR 1100(00FF,0101)]你妳！\n那就是我遇見幸福蛋的地方！[VAR 0114(0099)]
msg_sub089_0020_talk_01	[VAR 1100(00FF,0101)]你妳來幫忙尋找幸福蛋了嗎！\n牠當時是在這一帶，但現在不見蹤影了。[VAR 0114(0099)]
msg_sub089_0020_list_02	是在什麼時候遇見的？
msg_sub089_0020_list_03	是怎麼遇見的？
msg_sub089_0020_talk_04	印象中……當我一回頭，\n就看到暴雪王在背後。[VAR 0114(0099)]
msg_sub089_0020_talk_05	嚎～雪！！
msg_sub089_0030_talk_01	為了尋找幸福蛋！\n也為了避免其他隊員被襲擊！\c\n拜託[VAR 1100(00FF,0101)]你妳與那隻暴雪王對戰，\n讓牠鎮靜下來吧！[VAR 0114(0099)]
msg_sub089_0030_talk_09	等等！遍體鱗傷是打不贏的。\n我來治療[VAR 1100(00FF,0101)]你妳的寶可夢吧。[VAR 0114(0099)]
msg_sub089_0030_talk_10	好。拜託[VAR 1100(00FF,0101)]你妳囉！[VAR 0114(0099)]
msg_sub089_0030_talk_02	幸福蛋以外的寶可夢\n果然還是好可怕……[VAR 0114(0099)]
msg_sub089_0030_talk_11	哇，好痛！\n我好像扭到腳了。[VAR 0114(0099)]
msg_sub089_0030_talk_03	哈皮！
msg_sub089_0030_talk_04	咦！？\n是幸福蛋！！[VAR 0114(0099)]
msg_sub089_0030_talk_05	這就是所謂的因禍得福！\n這樹果是謝謝你幫我治療的謝禮！[VAR 0114(0099)]
msg_sub089_0030_talk_06	哈皮哈皮！
msg_sub089_0030_talk_07	嚎……
msg_sub089_0030_talk_08	幸福蛋多麼善良啊……\c\n對於受了傷的對象，\n不論是寶可夢或人類牠都一視同仁呢。[VAR 0114(0099)]
sub_090.dat
msg_sub090_0010_talk_01	嗨，我可以請[VAR 1100(00FF,0101)]你妳幫我跑跑腿嗎？[VAR 0114(0020)]
msg_sub090_0010_list_02	好啊
msg_sub090_0010_list_03	是什麼樣的事？
msg_sub090_0010_talk_04	就是一件簡單的差事。[VAR 0114(0020)]
msg_sub090_0010_talk_05	可以請[VAR 1100(00FF,0101)]你妳去採\n１００根療草來給我嗎？[VAR 0114(0020)]
msg_sub090_0010_list_06	什麼？？
msg_sub090_0010_list_07	１００根？？
msg_sub090_0010_talk_08	療草也被稱為旅人良伴，\n以在到處都會生長而聞名。\c\n要是由[VAR 1100(00FF,0101)]你妳出手的話，\n採個１００根應該是易如反掌吧。[VAR 0114(0020)]
msg_sub090_0010_talk_09	請[VAR 1100(00FF,0101)]你妳採到１００根\n療草後拿來給我。[VAR 0114(0020)]
msg_sub090_0020_talk_01	[VAR 1100(00FF,0101)]你妳將１００根療草採回來了呀？\n可以請[VAR 1100(00FF,0101)]你妳讓給我嗎？[VAR 0114(0020)]
msg_sub090_0030_talk_01	嗯！這些療草真棒！[VAR 0114(0020)]
msg_sub090_0030_talk_02	這樣我就能夠做出\n很多的藥來了。\c\n大家動不動就會受傷，\n藥總是一下就用完了呢。[VAR 0114(0020)]
msg_sub090_0030_talk_03	像[VAR 1100(00FF,0101)]你妳這樣會工藝製作的人就還好說，\n但有很多人並沒有這技術。\c\n所以醫療組會為他們準備藥喔。[VAR 0114(0020)]
msg_sub090_0030_talk_04	不過，隨著調查寶可夢的進展，\n受傷的人也逐漸減少了。\r\n這都是調查組的功勞喔。[VAR 0114(0020)]
sub_091.dat
msg_sub091_0010_talk_01	為了搭建營地我人是來了，\n但建築組的永四朗在哪呢？[VAR 0114(0076)]
msg_sub091_0010_talk_02	我明明就告訴他要在\n純白凍土的瀑布潭旁邊會合……[VAR 0114(0076)]
msg_sub091_0010_talk_03	永四朗不是那種會迷路的傢伙。\n拜託[VAR 1100(00FF,0101)]你妳，去幫我找永四朗吧。[VAR 0114(0076)]
msg_sub091_talk_01	我和永四朗說好要在\n瀑布潭旁邊會合的。\c\n他不是那種會迷路的傢伙。\n究竟他跑哪去了……？[VAR 0114(0076)]
msg_sub091_0020_talk_01	哦哦，調查組的人！\n[VAR 1100(00FF,0101)]你妳有沒有看到製造組的邦一？[VAR 0114(008A)]
msg_sub091_0020_talk_02	他明明說要在瀑布潭旁邊會合，\n但人卻都不出現。[VAR 0114(008A)]
msg_sub091_0020_talk_03	咦，另一邊？\n他人在對岸？[VAR 0114(008A)]
msg_sub091_talk_02	要是[VAR 1100(00FF,0101)]你妳沒有來，\n我恐怕會等到凍僵了！\c\n為了搭建營地，\n我得趕快到邦一那裡去才行。[VAR 0114(008A)]
msg_sub091_talk_03	要是[VAR 1100(00FF,0101)]你妳沒有來，\n我恐怕會等到凍僵了！\r\n我得趕快去搭建營地啦。[VAR 0114(008A)]
msg_sub091_talk_04	話說回來這裡還真冷……\n珍珠隊的人到底是怎麼過活的啊……[VAR 0114(0076)]
msg_sub091_0030_talk_01	謝謝[VAR 1100(00FF,0101)]你妳幫我找到永四朗啊！\n這麼一來，我們就可以搭建基地營了！[VAR 0114(0076)]
msg_sub091_0031_talk_01	基地營搭建好囉！\n[VAR 1100(00FF,0101)]你妳有需要的時候，儘管來這裡吧！[VAR 0114(0076)]
msg_sub091_0031_talk_02	即使是如此天寒地凍的環境，\n也存在著能活潑地四處行動的寶可夢。\c\n到底是因為牠們有厚實的皮下脂肪，\n還是有其他的秘密呢？[VAR 0114(0005)]
sub_092.dat
msg_sub092_0010_talk_01	我正等著[VAR 1100(00FF,0101)]你妳呢！\c\n凱歐凱歐牠們出去玩後，\n就一直沒回來。\r\n[VAR 1100(00FF,0101)]你妳幫我一起找牠們吧。[VAR 0114(009B)]
msg_sub092_0010_list_02	凱歐凱歐？
msg_sub092_0010_list_03	六尾呢？
msg_sub092_0010_talk_04	哎呀，抱歉。\c\n在我的故鄉阿羅拉\n都稱呼六尾為凱歐凱歐。[VAR 0114(009B)]
msg_sub092_0010_talk_06	咦？\n你沒出去玩呀？[VAR 0114(009B)]
msg_sub092_0010_talk_07	這孩子就是阿羅拉的六尾。\c\n牠白得像是要和雪融為一體了吧？\n光靠我一個人找牠們實在不容易，\r\n到現在還有５隻沒回來呢。[VAR 0114(009B)]
msg_sub092_0010_talk_05	六尾牠們應該是在\n雪崩坡附近玩耍。\r\n請[VAR 1100(00FF,0101)]你妳去找出牠們，叫牠們回來吧。[VAR 0114(009B)]
msg_sub092_talk_01	凱歐！
msg_sub092_talk_02	凱～！
msg_sub092_talk_03	凱嗚！
msg_sub092_talk_04	凱？
msg_sub092_talk_05	凱歐凱歐！
msg_sub092_talk_06	凱凱！
msg_sub092_0020_sys_01	六尾朝著雪原基地跑去了。
msg_sub092_0030_talk_01	謝謝[VAR 1100(00FF,0101)]你妳幫我找六尾！\n多虧有[VAR 1100(00FF,0101)]你妳，牠們全都回來了。[VAR 0114(009B)]
msg_sub092_0030_talk_02	咦？這個孩子\n好像喜歡上[VAR 1100(00FF,0101)]你妳了呢……[VAR 0114(009B)]
msg_sub092_0030_talk_03	如果[VAR 1100(00FF,0101)]你妳願意的話，\n可以帶牠一起走嗎？\r\n調查時，牠一定能幫上忙的。[VAR 0114(009B)]
msg_sub092_0030_talk_04	我們暫時會待在雪原基地。\c\n要是[VAR 1100(00FF,0101)]你妳能偶爾帶六尾來露個臉，\n我會很開心的。[VAR 0114(009B)]
msg_sub092_0040_talk_01	同行寶可夢已滿。
msg_sub092_0040_talk_02	等[VAR 1100(00FF,0101)]你妳準備好要接收六尾的精靈球時，\n就告訴我一聲吧。[VAR 0114(009B)]
msg_sub092_0050_talk_01	[VAR 1100(00FF,0101)]你妳決定要帶走六尾是吧。\n六尾，要保重喔。[VAR 0114(009B)]
sub_093.dat
msg_sub093_0010_talk_01	我的手指凍到沒感覺了……\n這樣實在做不了工作啊。[VAR 0114(0076)]
msg_sub093_0010_talk_02	我想提升隊員星級！\n為了這個目標，我得取暖好能工作……[VAR 0114(0076)]
msg_sub093_0010_talk_03	拜託[VAR 1100(00FF,0101)]你妳讓給我一隻能調整火堆\n讓這裡更溫暖的火屬性寶可夢吧。[VAR 0114(0076)]
msg_sub093_talk_01	或許是因為冷到快凍僵了，\n所以我沒辦法調整火堆的火勢。\r\n拜託[VAR 1100(00FF,0101)]你妳把火屬性寶可夢讓給我吧。[VAR 0114(0076)]
msg_sub093_0020_talk_01	[VAR 1100(00FF,0101)]你妳願意把擅長使用火焰的\n火屬性寶可夢讓給我嗎？[VAR 0114(0076)]
msg_sub093_0020_talk_02	我想調整火堆的火勢。\n拜託[VAR 1100(00FF,0101)]你妳把火屬性寶可夢讓給我吧。[VAR 0114(0076)]
msg_sub093_0030_talk_01	託[VAR 1100(00FF,0101)]你妳的福，\n我的身體整個都暖和起來了。\r\n好，來工作了！工作工作！[VAR 0114(0076)]
msg_sub093_0030_talk_02	不過，身體暖和起來以後，\n我總覺得眼皮有點重……[VAR 0114(0076)]
msg_sub093_0030_talk_03	……呼。[VAR 0114(0076)]
msg_sub093_0030_talk_04	哇！\n我、我沒有睡著喔！！[VAR 0114(0076)]
msg_sub093_0030_talk_05	真是強而有力的樣子……！！\c\n如果能借用頭目的力量，\n相信火堆也會燃起熊熊火焰啊！[VAR 0114(0076)]
sub_094.dat
msg_sub094_0010_talk_01	這位調查組的，[VAR 1100(00FF,0101)]你妳能幫我\n讓住在我家的風鈴鈴搬家嗎？[VAR 0114(0058)]
msg_sub094_0010_talk_02	不知從什麼時候開始，\n牠就定居在我家的屋簷下了。\c\n牠是很溫和沒錯，但寶可夢這種生物\n我總覺得還是有點恐怖……[VAR 0114(0058)]
msg_sub094_0010_talk_03	我已經看好適合風鈴鈴搬過去的家，\n並且和屋主講好了。\c\n因此，想請[VAR 1100(00FF,0101)]你妳幫忙確認\n風鈴鈴是否滿意牠的新家。\c\n畢竟，我不了解牠的心情啊……[VAR 0114(0058)]
msg_sub094_0010_talk_04	首先，麻煩[VAR 1100(00FF,0101)]你妳去田地旁的農家\n尋找看起來能讓風鈴鈴懸掛的地方。[VAR 0114(0058)]
msg_sub094_talk_01	找到了看似能讓\n風鈴鈴懸掛的地方。
msg_sub094_0020_talk_01	鈴……
msg_sub094_0020_talk_02	牠好像不滿意風向。
msg_sub094_0030_talk_01	是嗎……原來牠喜歡我家的風向。\n這裡會吹過很棒的風，我也很喜歡呢。[VAR 0114(0058)]
msg_sub094_0030_talk_02	鈴鈴！
msg_sub094_0030_talk_03	那麼，海邊的小屋怎麼樣？\n海風很舒服喔。[VAR 0114(0058)]
msg_sub094_0040_talk_01	鈴……
msg_sub094_0040_talk_02	看不見人影，\n牠好像覺得很寂寞。
msg_sub094_0050_talk_01	原來牠喜歡熱鬧的地方呀！\n我也覺得那會讓人精神百倍，很棒呢～[VAR 0114(0058)]
msg_sub094_0050_talk_02	如果是訓練場的話呢？\c\n那裡有很多警衛組的人，\n也充滿著活力喔。[VAR 0114(0058)]
msg_sub094_0060_talk_01	鈴鈴！鈴～！！
msg_sub094_0060_talk_02	這是[VAR 1100(00FF,0101)]你妳的風鈴鈴嗎？\n方便的話，就來跟我們一起訓練吧！
msg_sub094_0060_talk_03	鈴鈴！？
msg_sub094_0060_talk_04	風鈴鈴似乎不擅長對戰。
msg_sub094_0070_talk_01	是啊，也是有不擅長戰鬥的寶可夢的。\n對不起喔，你一定嚇到了吧～[VAR 0114(0058)]
msg_sub094_0070_talk_02	叮鈴鈴鈴鈴！
msg_sub094_0070_talk_03	哎呀，這是在告訴我\n「沒關係」嗎？[VAR 0114(0058)]
msg_sub094_0070_talk_04	那麼，隔壁的房子怎麼樣？\n那邊跟我家幾乎沒有不同。\c\n而且剛才鄰居聽了來龍去脈後，\n也說可以讓風鈴鈴懸掛在那裡。[VAR 0114(0058)]
msg_sub094_0080_talk_01	鈴……
msg_sub094_0080_talk_02	我說，這位調查組的。[VAR 0114(0058)]
msg_sub094_0080_talk_03	在請[VAR 1100(00FF,0101)]你妳找了搬家的地方後卻這麼說，\n我實在很過意不去……\c\n但我還是希望\n讓風鈴鈴留在我家。[VAR 0114(0058)]
msg_sub094_0080_talk_04	多虧[VAR 1100(00FF,0101)]你妳這位調查組組員，\n我才能夠了解關於風鈴鈴的事。\r\n我覺得自己能夠跟牠一起生活了。[VAR 0114(0058)]
msg_sub094_0080_talk_05	而且我發現，從屋簷下傳來的這孩子的叫聲，\n已經是我生活的一部分了呢。[VAR 0114(0058)]
msg_sub094_0080_talk_06	叮鈴！叮鈴～！！
msg_sub094_0080_talk_07	風鈴鈴，你願意\n今後也住在我家是嗎。[VAR 0114(0058)]
msg_sub094_0080_talk_08	這位調查組的，謝謝[VAR 1100(00FF,0101)]你妳的幫忙。\n村子裡有[VAR 1100(00FF,0101)]你妳在真是太好了。[VAR 0114(0058)]
sub_095.dat
msg_sub095_0010_talk_01	[VAR 1100(00FF,0101)]你妳是銀河隊的調查組員吧？\n聽說[VAR 1100(00FF,0101)]你妳要調查寶可夢並製作圖鑑。[VAR 0114(00C8)]
msg_sub095_0010_talk_02	換句話說，\n[VAR 1100(00FF,0101)]你妳也有在調查我心愛的冰寶……？[VAR 0114(00C8)]
msg_sub095_0010_talk_03	當然了[VAR 0114(00C8)]
msg_sub095_0010_talk_04	算是有吧……[VAR 0114(00C8)]
msg_sub095_0010_talk_05	那樣怎麼行啊！\c\n那豈不是代表[VAR 1100(00FF,0101)]你妳會變得\n比我還要了解冰寶嗎！？[VAR 0114(00C8)]
msg_sub095_0010_talk_06	什麼叫做「算是有吧」！\c\n[VAR 1100(00FF,0101)]你妳應該要更投入！\n更仔細地給我去調查啊！！[VAR 0114(00C8)]
msg_sub095_0010_talk_07	我啊，有信心說自己比誰都\n了解冰寶，熱愛冰寶！[VAR 0114(00C8)]
msg_sub095_0010_talk_08	要是[VAR 1100(00FF,0101)]你妳完成了冰寶的圖鑑，\n記得來讓我看看。\c\n我這個比誰都熱愛冰寶的人\n會幫[VAR 1100(00FF,0101)]你妳檢查內容正不正確的！[VAR 0114(00C8)]
msg_sub095_talk_01	要是[VAR 1100(00FF,0101)]你妳完成了冰寶的圖鑑，\n就來讓我看看吧。\c\n哎，不過我不認為[VAR 1100(00FF,0101)]你妳能把冰寶\n調查得比我更詳細就是了。[VAR 0114(00C8)]
msg_sub095_0020_talk_01	[VAR 1100(00FF,0101)]你妳完成冰寶的圖鑑了嗎！？[VAR 0114(00C8)]
msg_sub095_0020_talk_02	怎麼辦，我好想看，\n可是又不太想看……我還是看了吧！[VAR 0114(00C8)]
msg_sub095_0020_talk_03	……嗯，嗯。這樣啊。\n………………\r\n……咦，真的嗎！？\c\n…………\n哦～原來如此……[VAR 0114(00C8)]
msg_sub095_0020_talk_04	[VAR 1100(00FF,0101)]你妳調查了冰寶的身高和體重等數值，\n這點我很欣賞。\c\n[VAR 1100(00FF,0101)]你妳和許多冰寶的相遇、相處，\n而且跟牠們共度了時間，投入了熱情。\r\n這些我都透過圖鑑感受到了。[VAR 0114(00C8)]
msg_sub095_0020_talk_05	不過啊，\n這些內容我早就全都知道了！[VAR 0114(00C8)]
msg_sub095_0020_talk_06	……我、我可沒有說謊喔！\c\n畢竟最詳細了解冰寶的人\n可是我呢！！[VAR 0114(00C8)]
msg_sub095_0020_talk_07	不過不過，\n我非常欣賞[VAR 1100(00FF,0101)]你妳的冰寶圖鑑喔。\c\n圖鑑或許就這樣完成了，\n但我還是希望[VAR 1100(00FF,0101)]你妳去更加地調查牠。[VAR 0114(00C8)]
sub_096.dat
msg_sub096_0010_talk_01	彌美偷偷外出後，\n就一直沒有回來。\c\n她有做防寒措施，\n所以我想她大概是去了純白凍土。[VAR 0114(0091)]
msg_sub096_0010_talk_02	她應該不是去工作，\n但怎麼會跑到那麼危險的地方……[VAR 0114(0091)]
msg_sub096_0010_talk_03	我想借助月月熊和[VAR 1100(00FF,0101)]你妳的力量。\c\n用彌美常用的手帕當線索，\n幫我把她找出來吧……！！[VAR 0114(0091)]
msg_sub096_0010_sys_04	我也要去尋找彌美！\c\n要是每次都只會拜託[VAR 1100(00FF,0101)]你妳，\n我這個作哥哥的可就顏面掃地了。[VAR 0114(0091)]
msg_sub096_0010_talk_05	彌美，等著我啊！！[VAR 0114(0091)]
msg_sub096_0010_talk_06	啊，前輩！\n我找[VAR 1100(00FF,0101)]你妳找很久了喔。[VAR 0114(0070)]
msg_sub096_0010_list_07	咦！？
msg_sub096_0010_list_08	你們沒在路上遇到？
msg_sub096_0010_talk_09	咦咦？\n哥哥他去了純白凍土！？\c\n那個被小貓怪追得心裡有了陰影，\n從此連原野都不願再踏進半步的哥哥他！？[VAR 0114(0070)]
msg_sub096_0010_talk_10	我得快點去找他！\n前輩，請[VAR 1100(00FF,0101)]你妳也來幫忙！[VAR 0114(0070)]
msg_sub096_talk_01	我拿哥哥常用的手帕\n讓月月熊記住他的氣味了。\c\n我們去純白凍土\n把我哥哥找出來吧！[VAR 0114(0070)]
msg_sub096_0020_talk_01	拜託[VAR 1100(00FF,0101)]你妳，用大狃拉\n把我送到地面上吧。[VAR 0114(0091)]
msg_sub096_0020_talk_03	咕哦～～哩！
msg_sub096_0020_talk_02	出、出現啦～！！[VAR 0114(0091)]
msg_sub096_0030_talk_01	牆壁滑溜溜的爬不上去！\n這下沒命啦～！！[VAR 0114(0091)]
msg_sub096_0030_talk_02	沒有可以戰鬥的寶可夢。\n重整旗鼓吧。
msg_sub096_0040_talk_01	謝謝[VAR 1100(00FF,0101)]你妳在危急時救我一命！[VAR 0114(0091)]
msg_sub096_0040_talk_02	可是……\n我找不到彌美。[VAR 0114(0091)]
msg_sub096_0040_list_02	關於這個……
msg_sub096_0040_list_03	你們在路上錯過了
msg_sub096_0040_talk_09	前輩！\n[VAR 1100(00FF,0101)]你妳找到我哥哥了嗎？[VAR 0114(0070)]
msg_sub096_0040_talk_10	什麼嘛，原來彌美妳沒事啊。\n太好了……真的是太好了。[VAR 0114(0091)]
msg_sub096_0040_talk_11	對不起，讓你擔心了。[VAR 0114(0070)]
msg_sub096_0040_talk_12	話說回來，\n妳為什麼要一聲不吭地來凍土？[VAR 0114(0091)]
msg_sub096_0040_talk_04	啊，其實是……[VAR 0114(0070)]
msg_sub096_0040_talk_05	我到這裡是想要找一樣東西，\n然後送給前輩的。\c\n我聽說那是個稀有的道具，\n所以猜想也許能在調查中派上用場。[VAR 0114(0070)]
msg_sub096_0040_talk_06	哥哥，別露出那種表情。\n也有你的份喔。[VAR 0114(0070)]
msg_sub096_0040_talk_07	前輩真是我的恩人！\c\n為了有朝一日能報答[VAR 1100(00FF,0101)]你妳，\n我會更加努力的！[VAR 0114(0070)]
