A0.asset
A0_1023_PIKACHU_100_1000	鋼鎧鴉那傢伙，\n竟然把我重要的帽子給帶走了。
A5_2700_TIM_100_2000	「根據報告，極光之露有可能\n沾染著古月鳥的唾液等污漬。」
A5_2700_TIM_100_3000	「請在霍華德市長來視察前\n將工作完成。」……？
A5_2710_TIM_100_1000	這份文件上……\n寫著複雜的算式。
A5_2710_PIKACHU_100_1000	太專業了，看不懂內容。
A5_2720_TIM_100_1000	這是實驗報告嗎？
A5_2720_TIM_100_2000	為什麼報告裡貼著\n極光之露的照片？
A5_2720_PIKACHU_100_1000	我也挺好奇的……\n瀏覽一下資料的內容吧？
A5_2720_TIM_100_3000	「極光之露是宇宙飛來之物？」，\n「關於隕石及宇宙病毒」……
A5_2720_TIM_100_4000	「極光之露和隕石能量」，\n……上面寫著這些。
A5_2720_PIKACHU_100_2000	<color=#F39800FF>極光之露和宇宙？</color>
A5_2720_TIM_100_5000	我想像不出這是\n什麼樣的研究。
A5_2740_PIKACHU_100_1000	看來是已經沒有地方可以調查了。
A5_2741_PIKACHU_100_1000	我已經沒有其他在意的地方了。
A5_2745_TIM_100_1000	優尼塔斯好像對極光之露\n做了仔細的調查。
A5_2745_PIKACHU_100_1000	優尼塔斯說不定也和\n極光之露的竊盜案有關。
A5_2745_PIKACHU_100_2000	提姆，要不要稍微\n思考一下這件事？
A5_2750_PIKACHU_100_1000	這個房間已經沒有\n可以調查的地方了。
A5_2750_TIM_100_1000	是啊。\n這下頭痛了……
A5_2755_TIM_100_1000	雖然現在知道了\n極光之露為什麼會被偷……
A5_2755_PIKACHU_100_1000	但結果我們還是沒有找到\n樓梯間的密碼。
A5_2755_TIM_100_2000	把這個房間仔細找一遍吧。\n密碼也許就在哪個地方。
A5_2760_PIKACHU_100_1000	好，用這個把那群人趕出去吧。
A5_2760_TIM_100_1000	卡蒂狗牠們沒有問題嗎？
A5_2760_PIKACHU_100_2000	牠們最好是不要在樓梯前面。\n我去跟牠們說一聲。
A5_2760_PIKACHU_100_3000	我請大家換個地方了。\n這下就沒問題囉。
A5_2760_PIKACHU_100_4000	在優尼塔斯的人出來時，\n雙方不會碰個正著。
A5_2760_TIM_100_2000	那就可以放心了。\n好，我要開始囉。
A5_2760_TIM_100_3000	我看看，隔壁的房號是……
A5_2780_PIKACHU_100_1000	好，看來很順利。
A5_2780_PIKACHU_100_2000	優尼塔斯的人們都出去了。\n這下可以進去值班室囉。
A5_2780_TIM_100_1000	嗯。在優尼塔斯的人\n他們回來前進去看看吧。
A5_2781_RACHEL_100_1000	竟然能用聲音就趕跑他們，\n真不愧是提姆。
A5_2781_TIM_100_1000	只是碰巧進行得很順利罷了。
A5_2781_TIM_100_2000	接下來，就是祈禱\n能在房間裡找到密碼……
A5_2782_GARDIE_100_1000	卡蒂！
A5_2782_PIKACHU_100_1000	牠說，這下我們可以下樓了。
A5_2782_TIM_100_1000	但願在那個房間裡\n能找到密碼。
A5_2783_GHIHIDARUMA_100_1000	狒狒？
A5_2783_PIKACHU_100_1000	需不需要你也一起去？
A5_2783_TIM_100_1000	達摩狒狒，你留在這裡把風，\n看優尼塔斯的人回來了沒。
A5_2784_RENTORAR_100_1000	倫琴。
A5_2784_PIKACHU_100_1000	牠說，不好好確認一下就衝出去，\n真是一群蠢蛋。
A5_2784_PIKACHU_100_2000	那些人感覺不像是\n有接受過正規訓練。
A5_2785_GORONDA_100_1000	流流～……
A5_2785_PIKACHU_100_1000	流氓熊貓，你別擔心，\n我們已經把所有人都趕出去了。
A5_2785_PIKACHU_100_2000	不會發生任何問題的。
A5_2800_MARUMINE_100_1000	雷彈雷彈！？
A5_2800_TIM_100_1000	什麼！？
A5_2800_PIKACHU_100_1000	還有隻頑皮雷彈留在這裡！？
A5_2800_MARUMINE_100_2000	雷～彈！
A5_2800_PIKACHU_100_2000	這、這是……！
A5_2800_TIM_100_2000	這隻頑皮雷彈難道打算\n「自爆」嗎！？
A5_2800_MARUMINE_100_3000	雷～彈！
A5_2800_PIKACHU_100_3000	提姆，被你說對了！\n這下糟啦！
A5_2800_TIM_100_3000	得讓頑皮雷彈冷靜下來才行！\n但是該怎麼做……
A5_2800_RACHEL_100_1000	提姆，你才該冷靜一點！\n「自爆」是有辦法阻止的。
A5_2800_RACHEL_100_2000	如果用水把周圍的空氣弄濕，\n寶可夢應該就不能「自爆」了！
A5_2800_PIKACHU_100_4000	……原來如此。\n那麼，就有方法啦。
A5_2800_TIM_100_4000	謝謝妳，瑞秋！\n把空氣弄濕對吧！
A5_2800_PIKACHU_100_5000	趕緊行動吧，提姆！
A5_2810_RACHEL_100_1000	如果用水把周圍的空氣弄濕，\n寶可夢應該就不能「自爆」了！
A5_2810_TIM_100_1000	謝謝妳，瑞秋！\n把空氣弄濕對吧！
A5_2811_GARDIE_100_1000	卡蒂！？
A5_2811_PIKACHU_100_1000	冷靜點，卡蒂狗。
A5_2811_PIKACHU_100_2000	沒事的，\n我和提姆一定會設法搞定的！
A5_2812_GHIHIDARUMA_100_1000	狒狒！
A5_2812_PIKACHU_100_1000	你打算把頑皮雷彈\n搬到遠處去！？
A5_2812_TIM_100_1000	謝了，達摩狒狒。\n但這裡就交給我們吧。
A5_2813_RENTORAR_100_1000	倫琴？
A5_2813_PIKACHU_100_1000	牠想知道我們打算\n怎麼讓頑皮雷彈冷靜下來。
A5_2813_TIM_100_1000	我已經想到方法了。\n只要拜託那隻寶可夢幫忙……
A5_2814_TIM_100_1000	在這種情況下，\n你還是冷靜得不得了呢。
A5_2814_GORONDA_100_1000	流流～
A5_2814_PIKACHU_100_1000	牠說「有你們在就沒問題」，\n真是夠上道啊！
A5_2815_TIM_100_1000	把這些水灑滿房間怎麼樣？
A5_2815_PIKACHU_100_1000	那麼一來，房間裡是會濕答答的，\n但不確定能否阻止「自爆」……
A5_2815_PIKACHU_100_2000	要讓房間裡的空氣更潮濕的話，\n應該還有更好的方法吧？
A5_2815_TIM_100_2000	有道理。\n找別的辦法來阻止「自爆」吧。
A5_2815_PIKACHU_200_1000	比起在房間裡灑水，\n應該有更好的方法吧？
A5_2815_TIM_200_1000	有道理。\n找別的辦法來阻止「自爆」吧。
A5_2820_PIKACHU_100_1000	別靠近頑皮雷彈！\n危險啊！
A5_2840_UPAH_100_1000	烏波？
A5_2840_PIKACHU_100_1000	烏波，幫幫我們。隔壁房間裡\n有隻頑皮雷彈快要使出「自爆」了……
A5_2840_PIKACHU_100_2000	你可以到隔壁房間來，\n把空氣變得更潮濕嗎？
A5_2840_UPAH_100_2000	烏波！
A5_2840_PIKACHU_100_3000	哦，真可靠。\n謝謝你喔。
A5_2840_TIM_100_1000	你願意幫忙真的是太好了。
A5_2840_UPAH_100_3000	烏波！
A5_2840_PIKACHU_100_4000	好，我們走！\n快去阻止頑皮雷彈。
A5_2847_MARUMINE_100_1000	雷彈雷彈。
A5_2847_PIKACHU_100_1000	牠在謝謝我們阻止了爆炸。
A5_2847_TIM_100_1000	這是烏波的功勞就是了。
A5_2847_PIKACHU_100_2000	不用謙虛了。\n就大大方方地說聲不客氣吧。
A5_2847_PIKACHU_100_3000	話說頑皮雷彈，\n你為什麼突然想要爆炸？
A5_2847_MARUMINE_100_2000	雷～彈。
A5_2847_PIKACHU_100_4000	因為突然有不認識的人進來，\n所以你被嚇到了？
A5_2847_TIM_100_2000	不是因為被命令要攻擊我們啊。
A5_2847_MARUMINE_100_3000	雷彈～
A5_2847_PIKACHU_100_5000	那些人似乎\n只叫牠在這裡等著。
A5_2847_MARUMINE_200_1000	雷彈雷彈。
A5_2847_SEL_0_1000	關於頑皮雷彈
A5_2847_SEL_0_2000	關於優尼塔斯
A5_2847_TIM_300_1000	可以告訴我們關於你的事嗎？
A5_2847_MARUMINE_300_1000	雷彈～
A5_2847_PIKACHU_300_1000	牠說，當牠累積太多壓力時，\n就會變得容易爆炸。
A5_2847_TIM_300_2000	待在這麼狹小的地方，\n難免會累積壓力嘛。
A5_2847_MARUMINE_300_2000	雷彈雷彈！
A5_2847_PIKACHU_300_2000	好像不是那麼一回事。
A5_2847_PIKACHU_300_3000	是因為優尼塔斯的那些人最近\n都不陪牠玩，讓牠很鬱悶。
A5_2847_TIM_300_3000	原來是這樣……
A5_2847_PIKACHU_400_1000	關於之前在這個房間的\n穿著白衣的人類們，你知道些什麼嗎？
A5_2847_MARUMINE_400_1000	雷彈～
A5_2847_PIKACHU_400_2000	看樣子這傢伙不是\n被強行帶到這裡來的。
A5_2847_MARUMINE_400_2000	雷彈～
A5_2847_PIKACHU_400_3000	牠似乎打從一開始\n就是優尼塔斯的人的夥伴。
A5_2847_TIM_400_1000	這樣啊。原來優尼塔斯裡\n也有人會和寶可夢好好相處。
A5_2847_MARUMINE_400_3000	雷彈雷彈～
A5_2847_PIKACHU_400_4000	牠說那些人很溫柔。
A5_2847_TIM_400_2000	真是意外。
A5_2847_TIM_400_3000	我一直以為他們都是些\n利用寶可夢的壞人。
A5_2847_PIKACHU_400_5000	說不定只是為了防止頑皮雷彈爆炸，\n所以才對牠很好。
A5_2847_TIM_400_4000	我想應該不至於是那樣……
A5_2847_MARUMINE_400_4000	雷彈？
A5_2850_TIM_100_1000	既然頑皮雷彈已經冷靜下來，\n我們總算能調查這個房間了。
A5_2850_RACHEL_100_1000	多虧了烏波的「濕氣」呢！
A5_2850_TIM_100_2000	謝謝你，烏波。\n你幫了大忙喔。
A5_2850_UPAH_100_1000	烏波！
A5_2850_PIKACHU_100_1000	好，提姆，\n我們開始調查吧。
A5_2850_TIM_100_3000	嗯。\n把樓梯間的密碼找出來吧。
A5_2860_RACHEL_100_1000	頑皮雷彈冷靜下來，真是太好了。
A5_2860_RACHEL_100_2000	萬一牠在那裡爆炸，\n事情就會一發不可收拾了。
A5_2860_PIKACHU_100_1000	要是把地板炸開一個洞，\n說不定就能從那裡下樓了呢。
A5_2860_TIM_100_1000	要用那種方法下樓的話，\n頑皮雷彈也太可憐了。
A5_2860_RACHEL_100_3000	什麼什麼？\n皮卡丘說了什麼呢？
A5_2860_TIM_100_2000	……妳還是別知道比較好。
A5_2860_PIKACHU_100_2000	抱歉抱歉，\n我是開玩笑的。
A5_2860_RACHEL_200_1000	頑皮雷彈冷靜下來，真是太好了。
A5_2870_GARDIE_100_1000	卡蒂……
A5_2870_TIM_100_1000	牠是不是沒什麼精神？
A5_2870_GARDIE_100_2000	卡蒂卡蒂。
A5_2870_PIKACHU_100_1000	剛才差點要爆炸的事讓牠很慌張，\n所以牠現在很累。
A5_2870_TIM_100_2000	的確……\n我也有點累了。
A5_2870_GARDIE_200_1000	卡蒂……
A5_2870_PIKACHU_200_1000	剛才差點要爆炸的事讓牠很慌張，\n所以牠現在很累。
A5_2880_GHIHIDARUMA_100_1000	狒狒，達摩。
A5_2880_PIKACHU_100_1000	牠說如果換成是牠，\n是沒辦法阻止頑皮雷彈爆炸的。
A5_2880_TIM_100_1000	只靠我一個人也阻止不了啊。\n這是因為有大家在才成功的。
A5_2880_GHIHIDARUMA_100_2000	狒狒！
A5_2880_GHIHIDARUMA_200_1000	狒狒，達摩。
A5_2880_PIKACHU_200_1000	牠說如果換成是牠，\n是沒辦法阻止頑皮雷彈爆炸的。
A5_2890_TIM_100_1000	怎麼了嗎？\n為什麼要盯著我看？
A5_2890_RENTORAR_100_1000	倫琴。
A5_2890_PIKACHU_100_1000	我們竟然能讓那個狀態的\n頑皮雷彈冷靜下來，讓牠很驚訝。
A5_2890_PIKACHU_100_2000	看來牠總算是認同提姆你了。
A5_2890_TIM_100_2000	謝謝，很高興得到你的認同。\n不過這都是烏波的功勞。
A5_2890_RENTORAR_200_1000	倫琴。
A5_2890_PIKACHU_200_1000	我們竟然能讓那個狀態的\n頑皮雷彈冷靜下來，讓牠很驚訝。
A5_2890_PIKACHU_200_2000	看來牠總算是認同提姆你了。
A5_2900_GORONDA_100_1000	流流～
A5_2900_PIKACHU_100_1000	牠說那傢伙竟然突然要「自爆」，\n真是沒事亂添麻煩。
A5_2900_TIM_100_1000	牠也是不得已的嘛。
A5_2900_TIM_100_2000	事情發生得這麼突然，\n頑皮雷彈大概也嚇到了。
A5_2900_GORONDA_100_2000	流流～……
A5_2900_GORONDA_200_1000	流流～
A5_2900_PIKACHU_200_1000	事情發生得那麼突然，\n頑皮雷彈大概也嚇到了。
A5_29010_GARDIE_100_1000	（上面寫著什麼？）
A5_29010_PIKACHU_100_1000	「寶可夢共生研究所」，\n這是這棟建築的名字。
A5_29060_GHIHIDARUMA_100_1000	（這塊奇怪的石頭是什麼？）
A5_29060_PIKACHU_100_1000	這上面寫著這裡的名字。\n這裡叫做「寶可夢共生研究所」。
A5_2910_UPAH_100_1000	烏波～
A5_2910_PIKACHU_100_1000	剛才真是謝謝你喔，烏波。
A5_2910_UPAH_200_1000	烏波～
A5_29110_RENTORAR_100_1000	（這後面看起來什麼都沒有喔。）
A5_29110_PIKACHU_100_1000	看來秘密通道不在這裡。\n去別的地方找找看吧。
A5_29120_RENTORAR_100_1000	（這後面看起來什麼都沒有喔。）
A5_29120_PIKACHU_100_1000	看來秘密通道不在這裡。\n去別的地方找找看吧。
A5_29130_RENTORAR_100_1000	（這後面看起來什麼都沒有喔。）
A5_29130_PIKACHU_100_1000	看來秘密通道不在這裡。\n去別的地方找找看吧。
A5_29160_GHIHIDARUMA_100_1000	（把這個加進咖哩，不知道好不好吃？）
A5_29160_PIKACHU_100_1000	我勸你別啊。\n那可不是能吃的東西。
A5_29170_GHIHIDARUMA_100_1000	（把這個加進咖哩，不知道好不好吃？）
A5_29170_PIKACHU_100_1000	我勸你別啊。\n那可不是能吃的東西。
A5_29180_GHIHIDARUMA_100_1000	（把這個加進咖哩，不知道好不好吃？）
A5_29180_PIKACHU_100_1000	我勸你別啊。\n那可不是能吃的東西。
A5_2930_TIM_100_1000	這裡寫著優尼塔斯今天的行程。
A5_2930_TIM_100_2000	「搬運極光之露進來」\n「霍華德先生前來視察」
A5_2930_TIM_100_3000	「搬運方塊出去」
A5_2930_TIM_200_1000	優尼塔斯今天的行程是\n「搬運極光之露進來」，
A5_2930_TIM_200_2000	「霍華德先生前來視察」，\n還有「搬運方塊出去」。
A5_2940_TIM_100_1000	這裡寫著樓梯間的密碼！
A5_2940_PIKACHU_100_1000	太好啦，提姆！\n這下就能往地下２樓去囉。
A5_2940_TIM_100_2000	嗯。\n密碼是「７０２０」。
A5_2940_PIKACHU_100_2000	好，先把這層樓調查完，\n然後我們就到樓梯那裡去吧。
A5_2940_TIM_200_1000	樓梯間的密碼是「７０２０」。
A5_2950_TIM_100_1000	這是什麼文件？
A5_2950_TIM_100_2000	「管理組致研究組：」
A5_2950_TIM_100_3000	「為了增進研究效率，\n我們將發放錄音筆。」
A5_2950_TIM_100_4000	這裡的研究者會使用錄音筆。
A5_2950_PIKACHU_100_1000	能用聲音做筆記真不錯。\n身為偵探，也許我也該採用這東西。
A5_2950_TIM_100_5000	我覺得一般的筆記就夠了啊？
A5_2950_PIKACHU_100_2000	要是能錄下證詞，\n不是很方便嗎？
A5_2950_TIM_100_6000	啊，你這麼說也有道理。\n確實還有很多用途。
A5_2950_TIM_200_1000	是優尼塔斯的某個人寫的便條。
A5_2950_TIM_200_2000	這個設施的科學家似乎會用錄音筆\n來代替筆記。
A5_2960_TIM_100_1000	文件裡密密麻麻地\n寫著各種情報。
A5_2960_TIM_100_2000	「關於桑傑夫・丹尼斯的豪宅」\n「關於豪宅內的寶可夢」
A5_2960_PIKACHU_100_1000	看來為了要偷極光之露，\n他們還事先做了調查呢。
A5_2960_TIM_200_1000	這份文件詳細地記錄了\n和丹尼斯先生的豪宅有關的資訊。
A5_2960_TIM_200_2000	看來他們為了偷竊極光之露，\n而事先做過調查。
A5_2965_TIM_100_1000	樓梯間的門是鎖著的。
A5_2965_PIKACHU_100_1000	把密碼輸入到旁邊的機器裡吧。
A5_2970_TIM_100_1000	輸入密碼吧。
A5_2970_PIKACHU_100_1000	就是剛才找到的\n４位數的數字對吧。
A5_2990_PIKACHU_100_1000	太好啦，提姆！\n門鎖打開了。
A5_2990_TIM_100_1000	嗯！\n這樣就能去地下２樓了。
A5_3010_TIM_100_1000	好，往樓下前進吧。
A5_3010_PIKACHU_100_1000	卡蒂狗，你們快過來。\n下樓時千萬別弄出聲音。
A5_3010_GARDIE_100_1000	卡蒂。
A5_3120_TIM_100_1000	這裡就是地下２樓啊。
A5_3120_RACHEL_100_1000	跟樓上不一樣，這裡很安靜呢。\n而且感覺一個人都沒有……
A5_3120_PIKACHU_100_1000	要是大夥兒一起行動的話，\n可能會造成聲響。
A5_3120_TIM_100_2000	讓大家在這裡等著可能比較好。
A5_3120_RACHEL_100_2000	嗯，我知道了。\n要小心地調查喔，提姆。
A5_3120_PIKACHU_100_2000	啊，你看，\n那裡有這一層樓的地圖。
A5_3120_TIM_100_3000	這層樓好像有個大倉庫。
A5_3120_TIM_100_4000	通往下面樓層的樓梯\n在倉庫的另一邊。
A5_3120_PIKACHU_100_3000	真遠……\n但也只能去了。
A5_3120_TIM_100_5000	而且，要走那個樓梯的話，\n似乎又得輸入密碼。
A5_3120_PIKACHU_100_4000	好，我們一邊找密碼，\n一邊往樓梯的方向去吧。
A5_3130_PIKACHU_100_1000	喂，提姆。\n我們不需要回到樓上去吧？
A5_3130_TIM_100_1000	的確。\n來調查這一層樓吧。
A5_3140_RACHEL_100_1000	感覺一個人都沒有，真詭異……\n該不會有什麼陷阱吧？
A5_3140_TIM_100_1000	我不認為會有陷阱。\n應該還沒有人發現我們的存在。
A5_3140_TIM_100_2000	但為了避免什麼萬一，\n由我跟皮卡丘先去調查。
A5_3140_RACHEL_100_2000	謝謝你們，提姆，皮卡丘。\n你們要小心喔。
A5_3140_RACHEL_200_1000	不知道前面會發生什麼事，\n你們一定要小心喔。
A5_3150_GARDIE_100_1000	卡蒂？
A5_3150_PIKACHU_100_1000	牠說，需不需要牠再去\n聞一聞哪裡的氣味。
A5_3150_TIM_100_1000	我們先去把裡面調查一遍。\n卡蒂狗，你們在這裡等著。
A5_3150_GARDIE_100_2000	卡蒂！
A5_3150_TIM_200_1000	我們先去把裡面調查一遍。\n卡蒂狗，你們在這裡等著好嗎？
A5_3150_GARDIE_200_1000	卡蒂！
A5_3160_GHIHIDARUMA_100_1000	狒狒！
A5_3160_PIKACHU_100_1000	牠說牠會在這裡等我們。
A5_3160_TIM_100_1000	有什麼事的話，我會馬上叫你們。
A5_3160_GHIHIDARUMA_200_1000	狒狒！
A5_3160_PIKACHU_200_1000	牠說牠會在這裡等我們。
A5_3170_RENTORAR_100_1000	倫琴。
A5_3170_PIKACHU_100_1000	我們去調查的時候，\n你可以在這裡幫我們把風？
A5_3170_TIM_100_1000	謝謝你，倫琴貓。\n發生什麼事的話，就馬上告訴我們。
A5_3170_RENTORAR_200_1000	倫琴。
A5_3170_PIKACHU_200_1000	就交給你看守囉，倫琴貓。
A5_3180_GORONDA_100_1000	流流～？
A5_3180_PIKACHU_100_1000	嗯，流氓熊貓。\n你先在這裡等著吧。
A5_3180_TIM_100_1000	小心別被優尼塔斯的人發現喔。
A5_3180_GORONDA_200_1000	流流～
A5_3180_PIKACHU_200_1000	嗯，流氓熊貓。\n你先在這裡等著吧。
A5_3190_TIM_100_1000	電梯仍然停在地下５樓。
A5_3200_TIM_100_1000	是這一層樓的地圖。
A5_3200_TIM_100_2000	這層樓大概是做為倉庫使用。
A5_3200_PIKACHU_100_1000	雖然看起來沒幾個房間，\n但東西很多，感覺視野很差。
A5_3200_TIM_100_3000	倉庫的另一邊有樓梯。\n我們往那個樓梯前進吧。
A5_3204_PIKACHU_100_1000	嗯……？
A5_3204_TIM_100_1000	這裡是……？
A5_3210_PIKACHU_100_1000	有幾個看起來像是\n研究用的裝置。
A5_3210_TIM_100_1000	還有，那塊石頭是什麼……？
A5_3210_PIKACHU_100_2000	讓我挺在意的。\n我們調查看看吧。
A5_3220_PIKACHU_100_1000	雖然當前重要的是要盡快往樓梯去，\n但你覺不覺得這一區好像有什麼？
A5_3220_TIM_100_1000	……是啊。我們調查看看。
A5_3230_TIM_100_1000	這裡有好多張紙。
A5_3230_TIM_100_2000	這是研究組寫給\n執行組的便條。
