A0.asset
A0_1023_PIKACHU_100_1000	アーマーガアのヤツ\nオレの大事な帽子を持って行っちまった
NONAMETURNER	？？？
NONAMECLAUDIA	？？？
NONAMEBURNS	？？？
SECRETBERORINGA	？？？
NONAMEWOMANQUIZ	？？？
BRAD	ブラッド
YAMIRAMI	ヤミラミ
LEPARDAS	レパルダス
BEROBA	ベロバー
DEDENNE	デデンネ
MORPEKOHARAPEKO	モルペコ
MORPEKOMANPUKU	モルペコ
YOKUBARISU	ヨクバリス
INTEREON	インテレオン
GRAENA	グラエナ
METAMON	メタモン
YESSAN	イエッサン
ENEKORORO	エネコロロ
MIBRIM	ミブリム
MINOMUCCHI	ミノムッチ
SUBAME	スバメ
CHAOBOO	チャオブー
HIMENKA01	ヒメンカ
HIMENKA02	ヒメンカ
HIMENKA03	ヒメンカ
EIPAM	エイパム
OOTACHI	オオタチ
KAIRIKY	カイリキー
YABACHA	ヤバチャ
POTDEATH	ポットデス
NYAONIX	ニャオニクス
BULU	ブルー
FUWANTE	フワンテ
NYABBY	ニャビー
NYARMAR	ニャルマー
BAKECCHA	バケッチャ
NYOROTONO	ニョロトノ
IWANKO	イワンコ
NYOROMO	ニョロモ
SECRETSUBAME	？？？
PAPOLICEMAN01	警察官
PHWOMAN01	インテレオンのパートナー
PKMAN01	モルペコのパートナー
PHGIRL01	マラカッチのパートナー
PHWOMANOLD01	イエッサンのパートナー
PKBOY01	男の子
PCBOY02	男の子
PCMAN01	おにいさん
PKBUSINESSMAN01	会社員
PABUSINESSMAN02	会社員
PKBUSINESSWOMAN01	会社員
PCWOMAN02	おねえさん
PHMANOLD01	おじいさん
PKWOMAN02	おねえさん
PCMANMID03	おにいさん
PHMAN02	ベロバーのパートナー
PKWOMANOLD01	メタモンのパートナー
PXWOMANMID01	おねえさん
PAWOMANMID03	おねえさん
PAPOLICEWOMAN01	警察官
PHPOLICEWOMAN01	警察官
PHPOLICEMAN01	警察官
PAPOLICEMAN02	警察官
PHPOLICEWOMAN02	警察官
PCPOLICEMAN04	警察官
PKPOLICEWOMAN01	警察官
PHENEMYWOMAN01	ユニタスメンバー
PCMANMID01	チャオブーのパートナー
PXMAN01	おにいさん
PXWOMAN01	おねえさん
PAMANMID01	おじさん
PAMAN01	カイリキーのパートナー
PHBUSINESSWOMAN01	会社員
NOFACEANNOUNCE	アナウンス
SECRETPKWOMANOLD01	？？？
SECRETMURDOCH	？？？
JOSHUA	クリス
GORDON	ゴードン
GONBE	ゴンベ
YADON	ヤドン
NAGETUKESARU	ナゲツケサル
HASSBOH01	ハスボー
HASSBOH02	ハスボー
HASSBOH03	ハスボー
MOUKAZARU	モウカザル
SOLROCK	ソルロック
GBARRIERD	バリヤード
KACHIKOHRU	カチコール
VANIPETI	バニプッチ
KORIPPOI	コオリッポ
KORIPPON	コオリッポ
GUREGGRU01	グレッグル
GUREGGRU02	グレッグル
GHIHIDARUMAD	ヒヒダルマ（ダルマモード）
MAMMOO	マンムー
WATASHIRAGA	ワタシラガ
HAHAKOMORI	ハハコモリ
DENDIMUSHI	デンヂムシ
MOKUROH	モクロー
PY01	ピィ
PY02	ピィ
PY03	ピィ
PY04	ピィ
RINGUMA01	リングマ
RINGUMA02	リングマ
KURUMAYU01	クルマユ
KURUMAYU02	クルマユ
TSUBOTSUBO	ツボツボ
JIGUZAGUMA	ジグザグマ
IWAPALACE	イワパレス
MUCHUL	ムチュール
METENOSHELL01	メテノ
METENOSHELL02	メテノ
METENOSHELL03	メテノ
METENOREDCORE	メテノ
METENOYELLOWCORE	メテノ
METENOBLUECORE	メテノ
SPEAR01	スピアー
SPEAR02	スピアー
SPEAR03	スピアー
HAENEMY01	ユニタスメンバー
HHENEMYDARK01	ユニタスエリート
HAMANOLD01	カセキコレクター
NOFACETRANSCEIVER	無線の声
SECRETRACHEL	？？？
NONAMEJOSHUA	？？？
SECRETGORDON	？？？
SECRETGHIHIDARUMA	？？？
SECRETMUCHUL	？？？
NYARTH	ニャース
ANYARTH	ニャース
GNYARTH	ニャース
PARAS	パラス
YANCHAM	ヤンチャム
PINPUKU	ピンプク
DIRTENG	ダーテング
HORUBEE	ホルビー
LUCKY	ラッキー
YORUNOZUKU	ヨルノズク
TAMAGETAKE	タマゲタケ
GOLONE	ゴローン
HORUDO	ホルード
GOLONYA	ゴローニャ
KODORA	コドラ
HOHO	ホーホー
DEKAGOOSE	デカグース
NYMPHIA	ニンフィア
KUWAGANNON	クワガノン
HERACROS	ヘラクロス
KODUCK	コダック
MONOZU	モノズ
KIREIHANA01	キレイハナ
KIREIHANA02	キレイハナ
KIREIHANA03	キレイハナ
HOSHIGARISU	ホシガリス
DORONCH	ドロンチ
DORONCHS	ドロンチ
DORAMESHIYA	ドラメシヤ
WANPACHI	ワンパチ
MIMIKKYU	ミミッキュ
MIMIKKYUB	ミミッキュ
JUPTILE	ジュプトル
NOKOCCHI	ノコッチ
NEGIGAKNIGHT	ネギガナイト
MIMILOP	ミミロップ
EIEVUI	イーブイ
CHIREAN	チリーン
POPPO	ポッポ
DKAMONEGI	カモネギ
BIPPA	ビッパ
OTACHI	オタチ
DOTEKKOTSU01	ドテッコツ
DOTEKKOTSU02	ドテッコツ
YOUNGOOSE	ヤングース
MELECIE	メレシー
BACHURU01	バチュル
BACHURU02	バチュル
CHARCOALMASTER	竹炭屋の親方
CHARCOALDISCIPLE01	竹炭職人の弟子
PIZZASTORE	ピザ屋の店長
BAWOMANMID01	漢方薬屋の店員
BKMANMID01	みやげものや店長
BHBOY01	おとこのこ
BHMAN01	少年
BAWOMAN01	パラスのパートナー
KEITH	キース
BAENEMYDARK01	ユニタスエリート
CHARCOALDISCIPLE02	竹炭職人の弟子
BAWOMANOLD02	クワガノンのパートナー
BKWOMAN02	カレー屋の店員
BXMANMID01	ポケモン研究者
BAGIRL01	ニンフィアのパートナー
BAMAN01	カレーパンマニア
BHWOMANOLD01	陶器屋の店員
SECRETJESSICA	？？？
SECRETKODORA	？？？
SECRETNOKOCCHI	？？？
SECRETGOLONYA	？？？
SUBOMIE	スボミー
KINOCOCO	キノココ
MITSUHONEY	ミツハニー
LHMANMID01	清掃員
LHENEMYWOMANDARK01	ユニタスエリート
LAENEMYWOMAN01	ユニタスメンバー
LHENEMY01	ユニタスメンバー
LKENEMY01	ユニタスメンバー
LHENEMYDARK01	ユニタスエリート
LKENEMYDARK02	ユニタスエリート
LKENEMYWOMANDARK03	ユニタスエリート
LCENEMYWOMANDARK02	ユニタスエリート
DUSTDAS	ダストダス
DIGDA	ディグダ
MONJARA	モンジャラ
UPAH	ウパー
MARUMINE	マルマイン
YONOIR	ヨノワール
DORYUZU	ドリュウズ
NYOROBON	ニョロボン
HARITEYAMA	ハリテヤマ
GIARU	ギアル
HELLGAR	ヘルガー
DEOXYS	デオキシス
RESEARCHER01	研究員Ｂ
RESEARCHER02	研究員Ａ
NOFACEANNOUNCE02	館内放送
SECRETDORYUZU	？？？
SECRETGIARU	？？？
common.asset
INVESTIGATION_COMMON_MESSAGE_010	証言をメモしました
SYSTEM_CHOICES_OK	はい
SYSTEM_CHOICES_CANCEL	いいえ
PIKATALK_APPEAL_SUBTITLES_PIKACHU_010	よし！　推理しようぜ！
PIKATALK_APPEAL_SUBTITLES_PIKACHU_020	ティム　困ったことないか？
PIKATALK_APPEAL_SUBTITLES_PIKACHU_030	ティム！　ティム！
PIKATALK_APPEAL_SUBTITLES_PIKACHU_040	ティム　ちょっといいか？
PIKATALK_APPEAL_SUBTITLES_PIKACHU_050	ティム　話さないか……
PIKATALK_APPEAL_SUBTITLES_PIKACHU_060	ティム！　こっち来てみろよ！
PIKATALK_APPEAL_SUBTITLES_PIKACHU_070	おまえなにしてんだ？
PIKATALK_APPEAL_SUBTITLES_PIKACHU_080	おや？
PIKATALK_APPEAL_SUBTITLES_PIKACHU_090	ん？あれは？
PIKATALK_APPEAL_SUBTITLES_PIKACHU_100	ん？なんだ？
PIKATALK_APPEAL_SUBTITLES_PIKACHU_110	なんだなんだ？
PIKATALK_APPEAL_SUBTITLES_PIKACHU_120	ティム！　ティム！
PIKATALK_APPEAL_SUBTITLES_TIM_SOLO_010	推理しよう
PIKATALK_APPEAL_SUBTITLES_TIM_SOLO_020	うーん　どうしようかな？
PIKATALK_APPEAL_SUBTITLES_TIM_SOLO_030	そういえば……
PIKATALK_APPEAL_SUBTITLES_TIM_SOLO_040	あれは？
PIKATALK_APPEAL_SUBTITLES_PIKACHU_SOLO_010	推理してみるか？
PIKATALK_APPEAL_SUBTITLES_PIKACHU_SOLO_020	さて　どうする？
PIKATALK_APPEAL_SUBTITLES_PIKACHU_SOLO_030	そういえば……
PIKATALK_APPEAL_SUBTITLES_PIKACHU_SOLO_040	なんだ？
PIKATALK_APPEAL_SUBTITLES_HARRY_SOLO_010	推理してみるか？
PIKATALK_APPEAL_SUBTITLES_HARRY_SOLO_020	さて　どうする？
PIKATALK_APPEAL_SUBTITLES_HARRY_SOLO_030	そういえば……
PIKATALK_APPEAL_SUBTITLES_HARRY_SOLO_040	あれは！？
IDLING_PIKACHU_010	はぁぁぁ
IDLING_PIKACHU_020	ふーーー\nんっ　んっ
IDLING_PIKACHU_030	へっ　へっ……\nへくしゅん！\nんぁ……
IDLING_PIKACHU_040	ふぅ（帽子の埃吹く）\nほっ　（帽子投げる）\nおとと　（キャッチ）\nふふっ
IDLING_PIKACHU_050	ん？\nあれっ？あれあれ？　んっ？んんんっ？\nあぁ…そうか（照れ笑い）
IDLING_PIKACHU_060	ん？んんっ？（目を凝らす）\nぁ、おおっ　んっ　んー\nくーぅぅ　あぁ　はぁ　へぇ…。
RIDE_BUTTON_GUIDE_010	を押しながら移動でニオイをかぐ
RIDE_BUTTON_GUIDE_020	パンチする
RIDE_BUTTON_GUIDE_030	透視する
RIDE_BUTTON_GUIDE_040	重いものを押す
RIDE_BUTTON_GUIDE_050	リセットする
RIDE_RESET_CONFIRMATION_040	配置をリセットしますか？
RIDE_RESET_CONFIRMATION_YES_040	はい
RIDE_RESET_CONFIRMATION_NO_040	いいえ
E0_EYECATCH_010	その日の夜\nティムのアパート
E1_EYECATCH_010	<color=#EFCE17FF>消</color>えた<color=#E95840FF>宝</color>石
E1_EYECATCH_015	授章式　翌日
E1_EYECATCH_020	その日の夜\nティムのアパート
E3_EYECATCH_010	次の日の朝
E3_EYECATCH_020	<color=#EFCE17FF>オ</color>－ロラの<color=#E95840FF>伝</color>承
E3_EYECATCH_030	その日の夜\nライムシティ　２番街
E2_EYECATCH_010	次の日の朝
E2_EYECATCH_020	ライムシティ　ハイハットカフェ前
E2_EYECATCH_040	<color=#EFCE17FF>容</color>疑者<color=#E95840FF>ピ</color>カチュウ
E2_EYECATCH_050	保護初日　朝　ティム
E2_EYECATCH_060	保護初日　夜　ティム
E2_EYECATCH_070	保護２日目　朝　ピカチュウ
E2_EYECATCH_080	保護２日目　朝　ティム
E2_EYECATCH_090	保護２日目　夜　ティム
E2_EYECATCH_100	保護２日目　夜　ピカチュウ
E2_EYECATCH_110	保護２日目　夜　ピカチュウとティム\nライム警察署　面会室
E2_EYECATCH_120	保護３日目　朝　ピカチュウ
E2_EYECATCH_130	その日の夜\nティムのアパート
E4_EYECATCH_010	次の日の朝
E4_EYECATCH_020	<color=#EFCE17FF>竹</color>林の<color=#E95840FF>記</color>憶
E4_EYECATCH_030	探偵ハリー・グッドマン
E4_EYECATCH_040	ハリーとピカチュウ
E4_EYECATCH_050	バンブーストリート\n竹林の炭焼き小屋
E5_EYECATCH_010	次の日の朝\nティムのアパート
E5_EYECATCH_020	<color=#EFCE17FF>時</color>を超えた<color=#E95840FF>計</color>画
A0_QTE_TITLE_010	ナッシーをのぼれ！
A3_QTE_TITLE_010	ヒヒダルマをおびきだせ！
A3_QTE_TITLE_030	マンムーをやっつけろ！
A4_QTE_TITLE_010	ピカチュウをたすけろ！
A4_QTE_TITLE_020	『１０まんボルト』をはなて！
A4_QTE_TITLE_030	ゴローニャをとめろ！
A5_QTE_TITLE_010	エネルギーをぶつけろ！
QTE_INSTRUCTION_010	タイミングよく　ボタンを　おせ！
QTE_INSTRUCTION_020	ボタンを　れんだ　しろ！
QTE_SUCCESS	Good!
QTE_FAILURE	Miss
DEDUCTION_SUCCESS	Good!
VS_SUCCESS	Good!
WARNING_AUTOSAVE	このゲームはオートセーブを行ないます\nセーブ中はNintendo Switchの電源を切らないでください
MAINMENU_NEWGAME	はじめから
MAINMENU_CONTINUE	ロード
MAINMENU_STORYSELECT	つまみぐいモード
MAINMENU_SETTING	各種設定
MAINMENU_OPTION	ゲーム設定
MAINMENU_LANGUAGE	表示言語設定
MAINMENU_VOICELANGUAGE	音声言語設定
STORYSELECT_TITLE	つまみぐいモード
STORYSELECT_STORY_000	プロローグ
STORYSELECT_STORY_GUIDE_000	２年前、多くの被害が出たＲ事件は、\nティムとピカチュウの活躍により解決した。\nふたりはその後も多くの事件解決に貢献し、\n市長から勲章を授与されることになった。
STORYSELECT_STORY_010	消えた宝石
STORYSELECT_STORY_GUIDE_010	ふたりはライム警察のホリデイ警部から\n盗難事件の調査をたのまれる。\n盗まれた宝石の名は「オーロラの雫」。\n宝石商の豪邸で調査をはじめる。
STORYSELECT_STORY_020	容疑者ピカチュウ
STORYSELECT_STORY_GUIDE_020	宝石の正体を知ったティムとピカチュウだが、\n謎の組織にハリーが連れ去られてしまった。\nふたりは情報を得るために\nホリデイ警部に話を聞きに行くことにした。
STORYSELECT_STORY_030	オーロラの伝承
STORYSELECT_STORY_GUIDE_030	ティムたちは実行犯を突き止めたが、\nウッウが宝石を飲み込み飛び去ってしまう。\n宝石を知ることがハリーにつながると考え、\nゴードン教授をたずねて南の遺跡へ向かう。
STORYSELECT_STORY_040	竹林の記憶
STORYSELECT_STORY_GUIDE_040	レイチェルの友人ジェシカの身を案じた一行は、\n彼女の住むバンブーストリートヘ向かう。\nそこはティムの父親ハリーとピカチュウが\n初めて出会った場所だった。
STORYSELECT_STORY_050	時を超えた計画
STORYSELECT_STORY_GUIDE_050	謎の組織ユニタスは閉鎖されたはずの\n研究所を拠点にしているようだ。\n黒幕を突き止め、ハリーの身体を取りもどすため、\nティムたちは最後の調査に乗り出す。
STORYSELECT_CHAPTERICON	Clear
STORYSELECT_UNLOCK_GUIDE	プロローグをクリアすることで　ロックされているストーリーが解除されます
CHAPTERSELECT_TITLE_000	プロローグ
CHAPTERSELECT_TITLE_010	消えた宝石
CHAPTERSELECT_TITLE_020	容疑者ピカチュウ
CHAPTERSELECT_TITLE_030	オーロラの伝承
CHAPTERSELECT_TITLE_040	竹林の記憶
CHAPTERSELECT_TITLE_050	時を超えた計画
CHAPTERSELECT_CHAPTER_000_010	招かれざる訪問者
CHAPTERSELECT_CHAPTER_000_GUIDE_010	授章式に出席したティムとピカチュウ。\nそこで予期せぬ事態に見舞われる！
CHAPTERSELECT_CHAPTER_000_020	マメパトＳＯＳ
CHAPTERSELECT_CHAPTER_000_GUIDE_020	気を失ったマメパトを助けるために、\nピカチュウはあるポケモンのちからを借りる。
CHAPTERSELECT_CHAPTER_000_030	カジッチュを捜せ！
CHAPTERSELECT_CHAPTER_000_GUIDE_030	カジッチュの仲間が行方不明に！\n現場検証で怪しい動きが？
CHAPTERSELECT_CHAPTER_000_040	授章式の夜
CHAPTERSELECT_CHAPTER_000_GUIDE_040	ティムのアパートで、久々の一家だんらん。\nしかしテレビから不穏なニュースが流れる。
CHAPTERSELECT_CHAPTER_010_010	はじまりの朝
CHAPTERSELECT_CHAPTER_010_GUIDE_010	授章式の翌朝、\nホリデイ警部から事件調査の依頼が舞い込む。
CHAPTERSELECT_CHAPTER_010_020	デニス氏の依頼
CHAPTERSELECT_CHAPTER_010_GUIDE_020	ライムシティで最も貴重な宝石が盗まれた。\n宝石商デニスの屋敷で調査開始だ。
CHAPTERSELECT_CHAPTER_010_030	聞き込みライムシティ
CHAPTERSELECT_CHAPTER_010_GUIDE_030	コアルヒーと赤いポケモンを見つけ出すため、\n街や公園へ行き、聞き込みをはじめる。
CHAPTERSELECT_CHAPTER_010_040	たのむぜガーディ
CHAPTERSELECT_CHAPTER_010_GUIDE_040	デニス邸のガーディが調査に協力！\nガーディはピカチュウを乗せ、街なかを駆けまわる。
CHAPTERSELECT_CHAPTER_010_050	ピカッとひらめいた！
CHAPTERSELECT_CHAPTER_010_GUIDE_050	ポケモンたちの証言を集めてきたティムたち。\nヤドン噴水の前で、ピカチュウはピカッとひらめく。
CHAPTERSELECT_CHAPTER_010_060	事件は終わらない
CHAPTERSELECT_CHAPTER_010_GUIDE_060	「オーロラの雫」がついに見つかった。\nだが、そこで予想外の事態が起こる。
CHAPTERSELECT_CHAPTER_010_070	絶品マカロニチーズ
CHAPTERSELECT_CHAPTER_010_GUIDE_070	レイチェルと夕食を囲むティム一家。\nピカチュウはアイリーンの手料理に舌鼓を打つ。
CHAPTERSELECT_CHAPTER_010_080	ミュウツーが残した言葉
CHAPTERSELECT_CHAPTER_010_GUIDE_080	屋上でひと息つくピカチュウとティム。\nそこに現れるミュウツー、そしてスピアーの影。
CHAPTERSELECT_CHAPTER_020_010	ライム警察へ
CHAPTERSELECT_CHAPTER_020_GUIDE_010	ハリーの一件を家族に話すことを控えるティム。\nたしかな情報を得るためホリデイに話を聞きに行く。
CHAPTERSELECT_CHAPTER_020_020	どうするピカチュウ！？
CHAPTERSELECT_CHAPTER_020_GUIDE_020	ライム警察へ向かうふたりの前に現れるブラッド。\nピカチュウにはある容疑がかかっているという。
CHAPTERSELECT_CHAPTER_020_030	新入りへの洗礼
CHAPTERSELECT_CHAPTER_020_GUIDE_030	ライム警察署の地下に収容されたピカチュウ。\nそこにはクセのあるポケモンたちが多数いた。
CHAPTERSELECT_CHAPTER_020_040	レントラーの透視
CHAPTERSELECT_CHAPTER_020_GUIDE_040	協力関係を築いたピカチュウとレントラー。\nポケモンたちの冤罪の事実を明らかにしていく。
CHAPTERSELECT_CHAPTER_020_050	レイチェルとの合流
CHAPTERSELECT_CHAPTER_020_GUIDE_050	ピカチュウを助けるため調査にレイチェルが加わる。\n街では多くのポケモンたちが不当に保護されていた。
CHAPTERSELECT_CHAPTER_020_060	ピカッとひらめいた！
CHAPTERSELECT_CHAPTER_020_GUIDE_060	謎の組織ユニタスの存在を知ったピカチュウ。\nティムと連携して脱出の計画を立てる。
CHAPTERSELECT_CHAPTER_020_070	ポケモン大脱走
CHAPTERSELECT_CHAPTER_020_GUIDE_070	ピカチュウを乗せたレントラーは署内を疾走！\n保護されていたポケモンたち全員を解放できるか？
