A0.asset
A0_1023_PIKACHU_100_1000	アーマーガアのヤツ\nオレの　だいじなぼうしを\nもっていっちまった
A5_5110_TIM_100_2000	ハワードさんは　このことを\nはあく　してるのかな……
A5_5110_PIKACHU_100_3000	まだ　わからないことも　あるが\nジェシカが　おそわれた　りゆうは\nわかってきたな
A5_5110_TIM_100_3000	うん　じょうほうを　せいりして\nすいりしてみるよ
A5_5120_TIM_100_1000	ユニタスは　いや　マーロックさんは\nなりふりかまわず\nけんきゅうを　すすめている……
A5_5120_PIKACHU_100_1000	なんとか　しないとな……
A5_5140_PIKACHU_100_1000	この　けんきゅうしつで\nいろいろな　じょうほうが　えられたが\nとくに　じゅうような　じんぶつは　３にん
A5_5140_PIKACHU_100_2000	ハワード　マーロック\nそして　エマだ
A5_5140_TIM_100_1000	３にんとも　ユニタスに\nおおきく　かかわっているね
A5_5140_PIKACHU_100_3000	ああ　だが　それぞれ\nめざしているものが　ちがうようだ
A5_5140_PIKACHU_100_4000	この　３にんに　ついて\nせいりしておくぞ
A5_5140_SEL_0_1000	ハワードの　しんい
A5_5140_SEL_0_2000	マーロックの　もくてき
A5_5140_SEL_0_3000	エマの　りそうと　けんきゅう
A5_5140_PIKACHU_300_1000	ハワードは　ライムシティの\nポケモンたちに　キューブを\nつけようとしている
A5_5140_TIM_300_1000	ハワードさんの　きもちは　わかるんだ\nボイスレコーダーで　きいた　はなし……
A5_5140_PIKACHU_300_2000	むすめの　レイチェルを　まもること\nＲじけんのようなことを\nおこさせないこと
A5_5140_PIKACHU_300_3000	ハワードの　こころざしは　りっぱだ\nだが　やりかたは　まちがっている
A5_5140_TIM_300_2000	うん\nなんとか　せっとくしないと
A5_5140_PIKACHU_400_1000	マーロックは　なりふりかまわず\nけんきゅうを　すすめている……
A5_5140_TIM_400_1000	エマさんの　データを　うばってまで\nすすめたい　けんきゅう……
A5_5140_PIKACHU_400_2000	けんきゅうの　ないようは\nはっきりとは　わからないが\nおそらく　ろくなもんじゃない
A5_5140_TIM_400_2000	せいしんを　つなぐ　シミュレーション\nって　いってたね
A5_5140_PIKACHU_400_3000	くわしくは　ほんにんから\nちょくせつ　きくしか　なさそうだ
A5_5140_TIM_500_1000	エマさんは　ひとと　ポケモンの\nいしそつうを　めざして\nけんきゅう　していた
A5_5140_PIKACHU_500_1000	ああ　にんげんと　ポケモンが\nきょうせいする　しゃかいを\nつくろうと　していたみたいだ
A5_5140_PIKACHU_500_2000	かのじょは\nすばらしい　けんきゅうしゃだが……
A5_5140_TIM_500_2000	マーロックさんが　エマさんの\nけんきゅうデータを　りようしている
A5_5140_PIKACHU_500_3000	エマが　ふういんした\nきけんな　けんきゅうデータを　つかってな
A5_5140_PIKACHU_500_4000	エマが　いたころの　ユニタスと\nいまの　ユニタスは\nまったくの　べつものだ
A5_5145_PIKACHU_100_1000	このフロアで　しらべられそうな　ばしょは\nもう　ぜんぶ　みたよな
A5_5145_TIM_100_1000	うん\nあとは　さいかそうに　いきたいけど……
A5_5145_TIM_100_2000	さいかそうに　いくには\nカードキーが　ひつよう　なんだよね
A5_5145_PIKACHU_100_2000	けっきょく　けんきゅうしつにも\nカードキーは　なかったな
A5_5145_TIM_100_3000	でも　ほかに　さがせる　ばしょは\nなさそうだし　どうしよう……
A5_5145_PIKACHU_100_3000	いったん　このへやを　でて　あつまるか\nなにか　あたらしい　じょうほうが\nあるかも　しれない
A5_5145_TIM_100_4000	そうだね
A5_5147_PIKACHU_100_1000	この　けんきゅうしつは\nまだ　しらべていないところが\nありそうだな
A5_5147_TIM_100_1000	そうだね　しっかり　しらべよう
A5_5150_RACHEL_100_1000	パパは　わたしを\nまもろうと　してくれている
A5_5150_RACHEL_100_2000	でも　そのために　キューブを　つかうのは\nまちがってる
A5_5150_RACHEL_100_3000	……わかってくれるかな　パパは
A5_5150_RACHEL_200_1000	パパに　ポケモンの　きもちを\nだいじに　してほしい
A5_5150_RACHEL_200_2000	……わかってくれるかな　パパは
A5_5155_PIKACHU_100_1000	ん……？
A5_5155_TIM_100_1000	どうしたの？
A5_5155_PIKACHU_100_2000	ひとの　こえが　するぞ\nうえからだ
A5_5170_TIM_100_1000	やった！\nガーディたち　おてがらだね！
A5_5170_PIKACHU_100_1000	だが　よろこんでばかりも　いられない\nすぐに　ユニタスが　くるぞ
A5_5170_PIKACHU_100_2000	フロアマップによれば\nみぎのドアの　むこうに\nかいだんが　ある
A5_5170_PIKACHU_100_3000	いそぐぞ　ティム！
A5_5170_TIM_100_2000	うん！
A5_5180_RACHEL_100_1000	いそぎましょう　ティム\nすぐに　ユニタスが　ここに　くる！
A5_5180_TIM_100_1000	そうだね\nここで　つかまるわけには　いかない！
A5_5180_RACHEL_200_1000	ユニタスが　かけつけてくるまえに\nしたへ　おりないと！
A5_5190_PIKACHU_100_1000	おてがらだったぜ　ガーディ！
A5_5190_GARDIE_100_1000	ガウ！
A5_5190_PIKACHU_100_2000	ああ　れんちゅうが　くる　まえに\nいそいで　したに　おりるぞ！
A5_5190_GARDIE_200_1000	ガウガウ！
A5_5190_PIKACHU_200_1000	おてがらだったぜ　ガーディ！
A5_5200_GHIHIDARUMA_100_1000	ヒッダー！
A5_5200_PIKACHU_100_1000	あいつらが　きたら\nぼくが　おっぱらってやる？
A5_5200_PIKACHU_100_2000	いさましいのは　けっこうだが\nオレたちは　たたかいに　きたんじゃない
A5_5200_PIKACHU_100_3000	いそいで　したに　おりるぞ！
A5_5200_GHIHIDARUMA_200_1000	ヒッダー！
A5_5200_PIKACHU_200_1000	それは　さいごの　しゅだんだ！\nまずは　にげるぞ　ヒヒダルマ！
A5_5210_RENTORAR_100_1000	ラァ
A5_5210_PIKACHU_100_1000	なんだ　きんちょう　してるのか？
A5_5210_RENTORAR_100_2000	レントラ
A5_5210_PIKACHU_100_2000	オレを　けいさつしょに\nほうりこんだヤツの　かおを　おがめるのが\nたのしみなだけだ　って？
A5_5210_PIKACHU_100_3000	まったく　おまえってヤツは
A5_5210_RENTORAR_200_1000	レラゥ！
A5_5210_PIKACHU_200_1000	ああ　この　したが　ゴールだ\nいそごう　レントラー！
A5_5220_GORONDA_100_1000	ゴロゥ
A5_5220_PIKACHU_100_1000	なにがあっても　オレたちを\nしたまで　おくりとどける　か
A5_5220_PIKACHU_100_2000	たのもしい　かぎりだ\nなら　いそぐぞ　ゴロンダ！
A5_5220_GORONDA_200_1000	ゴロォウ！
A5_5220_PIKACHU_200_1000	ああ　もしものときは\nおまえを　あてに　してるぞ！
A5_5230_PIKACHU_100_1000	こっちの　ドアの　むこうは\nにもつ　ばかりで　とおれないはずだ
A5_5230_PIKACHU_100_2000	はんたいがわの　ドアに　いそげ\nティム！
A5_5240_TIM_100_1000	これで　さいかそうに　いけるね\nカードキーで　ドアを　あけて　っと……
A5_5240_PIKACHU_100_1000	……まて　ティム！\nなにか　おとが　する！　さがれ！
A5_5260_PIKACHU_100_1000	ガーディの　おかげで\nなんとか　ユニタスを　ふりきれたが……
A5_5260_TIM_100_1000	このさきは　にもつが　つまれていて\nさきに　すすめないよ！
A5_5260_PIKACHU_100_2000	なら　むりやり　とおるしかない！
A5_5260_GHIHIDARUMA_100_1000	ヒヒダ？
A5_5260_PIKACHU_100_3000	ああ　おまえの　でばんだ！\nたのむぜ　ヒヒダルマ！
A5_5260_GHIHIDARUMA_100_2000	ヒッダー！
A5_5420_PIKACHU_100_1000	やっと　さいかそうに　たどりつけたな
A5_5420_RACHEL_100_1000	うえの　みんなは　ぶじだと　いいけど……
A5_5420_TIM_100_1000	きっと　みんななら　だいじょうぶ\nいまは　ハワードさんと\nはなすことを　かんがえよう
A5_5420_RACHEL_100_2000	そうね……
A5_5420_PIKACHU_100_2000	ん？\nおくから　こえが　きこえるな……
A5_5420_SECRETMURDOCH_100_1000	フン　フフ～ン
A5_5420_TIM_100_2000	はなうた……？
A5_5420_RACHEL_100_3000	ねえ　あそこに　いる　ひとって……
A5_5420_TIM_100_3000	あれは……
A5_5420_MURDOCH_100_1000	フフフン　フフ～ン
A5_5420_TIM_100_4000	マーロックさん　だね……
A5_5420_PIKACHU_100_3000	あいつが　ここに　いるってことは\nハワードも　いるはずだ
A5_5420_PIKACHU_100_4000	やることは　わかってるな　ティム
A5_5420_TIM_100_5000	うん　ハワードさんを　せっとくして\nけいかくを　とめてもらう
A5_5420_TIM_100_6000	そのために\nマーロックさんの　たくらみを　あばくんだ
A5_5420_PIKACHU_100_5000	ハワードも　そうとうの　かくごで\nやってるはずだ
A5_5420_PIKACHU_100_6000	たくらみを　あばけたとしても\nせっとくは　むずかしいかも　しれない
A5_5420_TIM_100_7000	わかってる\nでも　やらなくちゃならない
A5_5420_PIKACHU_100_7000	レイチェルと　ハワード……
A5_5420_PIKACHU_100_8000	ライムシティの　ポケモンたち……
A5_5420_TIM_100_8000	それに\nとうさんと　ピカチュウの　ためにもね
A5_5420_PIKACHU_100_9000	ありがとよ　ティム
A5_5420_TIM_100_9000	いくよ　ピカチュウ！
A5_5420_PIKACHU_100_10000	おう！
A5_5430_RACHEL_100_1000	パパは　ここには　いないのかな？
A5_5430_TIM_100_1000	いや　きっと　ここにいると　おもう\nマーロックさんから　ききだしてみるよ
A5_5430_RACHEL_100_2000	……きをつけてね　ティム
A5_5430_PIKACHU_100_1000	しんぱいするな　レイチェル\nオレたちに　まかせておけって
A5_5430_RACHEL_200_1000	……きをつけてね　ティム　ピカチュウ
A5_5435_TIM_100_1000	ここまで　きたんだ
A5_5435_TIM_100_2000	あとは　まえに　すすむだけだ
A5_5450_TIM_100_1000	……マーロックさん
A5_5450_MURDOCH_100_1000	おや\nどうして　キミたちが　こんなところに？
A5_5450_MURDOCH_100_2000	……ああ　そうか\nさっきの　さわぎは\nキミたちが　げんいん　だったのか
A5_5450_MURDOCH_100_3000	どうりで　スタッフが　みんな\nうえに　むかっちゃったわけだ
A5_5450_MURDOCH_100_4000	で　なにを　しにきたの？
A5_5450_MURDOCH_100_5000	ハワードさんに　しょうたい　されて\nキューブの　しゅっかを　みにきたとか？
A5_5450_TIM_100_2000	しょうたいは　うけていませんが\nハワードさんに　あいにきました
A5_5450_MURDOCH_100_6000	ふーん　そうか
A5_5450_TIM_100_3000	マーロックさん\nハワードさんは　どこに……
A5_5450_PIKACHU_100_1000	まった！\n……きたみたいだぞ
A5_5520_MURDOCHD_100_1000	わたしが　なぜ\nこんなことを　したのか
A5_5520_MURDOCHD_100_2000	それは　ポケモンになるという\nゆめを　かなえるためだ！
A5_5520_TIM_100_1000	ポケモンになる　だって……？
A5_5520_MURDOCHD_100_3000	ああ　そうだ
A5_5520_MURDOCHD_100_4000	そのために\nこれが　ひつよう　だったんだよ！
A5_5560_TIM_100_1000	ガーディたちは　レイチェルに　まかせて\nぼくは　ピカチュウを　たすけださないと！
A5_5560_TIM_100_2000	いま　いくよ　ピカチュウ！
A5_5565_TIM_100_1000	はやく　ピカチュウを　たすけださないと！
A5_5570_TIM_100_1000	とうさんを　のこしては　いけない
A5_5570_TIM_100_2000	カプセルから　たすけださないと！
A5_5580_TIM_100_1000	カプセルが　ひらかない！\nなかに　ピカチュウが　いるのに！
A5_5580_TIM_100_2000	ピカチュウ　きこえる！？
A5_5580_PIKACHU_100_1000	そんなに　どならなくても\nきこえてるよ……
A5_5580_TIM_100_3000	ピカチュウ！\nよかった　ぶじだったんだね！
A5_5580_PIKACHU_100_2000	なんとかな\nだが　カプセルが　ひらかない
A5_5580_PIKACHU_100_3000	ここから　だしてもらえないか？
A5_5580_TIM_100_4000	こっちからも　あけられないんだよ！
A5_5580_PIKACHU_100_4000	ロックされてるんだな
A5_5580_PIKACHU_100_5000	どこかに　パスコードの\nにゅうりょくそうちが\nあったり　しないか？
A5_5580_TIM_100_5000	パスコード……\nさがしてみるよ！
A5_5580_PIKACHU_100_6000	たのむぞ　ティム
A5_5580_PIKACHU_200_1000	どこかに　パスコードの\nにゅうりょくそうちが\nあったり　しないか？
A5_5580_TIM_200_1000	まってて　さがしてくるから！
A5_5590_TIM_100_1000	とうさんの　からだ……！\nこんな　ところに！
