Battle\COMMON.msbt
NOT_MOVE	様子を見ている…
004	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_05_0004_pc1001\0気を付けて進もう。
Sidestory\s1008_s_06.msbt
001	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0001_pc1008\0あ……。
002	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0002_pc1001\0あの人は…！
003	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0003_mr1051\0なんだ…あの存在は…。\nパフォーマ…いや、違う…。\n魂そのものの形…？
004	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0004_pc1008\0………『\x0e\0\x03\x02\x02\0父さん\x0e\0\x03\x02ÿÿ』。
005	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0005_em1057\0以前、感じた気配は\nやはりお前の父親だったか。
006	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0006_pc1001\0どうして…ヤシロのお父さんがここに？
007	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0007_np1122\0……ヤシロ。
008	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0008_em2400\0５年前に…拾ったのだ。\nさまよっていたこの哀れな剣親臣の魂をな。
009	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0009_pc1008\0！！！
010	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0010_np1122\0ぐわああああああああっ！
011	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0011_pc1008\0父さんっ！
012	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0012_np1122\0クックックッ…。
013	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0013_mr1051\0お前はっ！？
014	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0014_np1122\0我が名は\x0e\0\x03\x02\x02\0ロンクー\x0e\0\x03\x02ÿÿ…。\n剣を極めしミラージュだ。
015	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0015_np1122\0奥底から湧き上がる圧倒的な力…。\n流石は稀代の大天才…剣親臣の魂だ！
016	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0016_pc1008\0！！！
017	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0017_em1057\0なんという剣気だ……！
018	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0018_np1122\0フハハッ！　すべて俺がいただいたぞ！
019	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0019_pc1008\0貴様ぁっ！
020	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0020_np1122\0震えているな？\n感じるぞ…お前の動揺、恐れ、怒りが。
021	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0021_np1122\0『ヤシロよ。\n感情を制御し、支配してこそ真の表現者だ』。
022	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0022_pc1008\0あ…。
023	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0023_np1122\0お前は落第だ。
024	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0024_np1122\0さぁ、『息子』よ。\nお前も無念を抱いたまま…俺の糧となれ。
SEL_01_01	立つんだ、ヤシロ！
025	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0025_pc1001\0立つんだ、ヤシロ！
SEL_01_02	このままでいいのか！？
026	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0026_pc1001\0このままでいいのか！？
027	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0027_pc1008\0！！！
028	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0028_em1057\0……イツキの言うとおりだ。\nお前がこいつを討ち、父の無念を晴らせ。
029	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0029_pc1001\0今こそ、お父さんを超えるんだ！
030	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0030_pc1008\0だが、今の俺で……。
031	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0031_pc1001\0今のお前だからできる！\nだからヤシロ！
032	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0032_pc1008\0分かった…やってやるさ。\n…力を貸せ。蒼井樹、ナバール。
033	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0033_pc1008\0あのミラージュを……斬るっ！
042	（向こうから危険な気配を感じる…。\nこの先にナバールが見つけたという\n特訓相手がいるかもしれないが…？）
043	特訓に臨むなら\x0e\0\x03\x02\x02\0ヤシロ\x0e\0\x03\x02ÿÿを\nメインキャストに入れなくてはならない…。
044	進もう
045	やめておこう
034	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0034_em2400\0クックックッ…。
035	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0035_em2400\0我が名はロンクー…。\n剣を極めしミラージュだ。
036	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0036_em2400\0奥底から湧き上がる圧倒的な力…。\n流石は稀代の大天才…剣親臣の魂だ！
037	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0037_em2400\0フハハッ！　すべて俺がいただいたぞ！
038	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0038_em2400\0震えているな？\n感じるぞ…お前の動揺、恐れ、怒りが。
039	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0039_em2400\0『ヤシロよ。\n感情を制御し、支配してこそ真の表現者だ』。
040	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0040_em2400\0お前は落第だ。
041	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_06_0041_em2400\0さぁ、『息子』よ。\nお前も無念を抱いたまま…俺の糧となれ。
Sidestory\s1008_s_07.msbt
001	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0001_np1122\0………もう良い。\nロンクーよ。
002	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0002_em2400\0ああ。
003	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0003_pc1008\0父さん！
004	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0004_pc1001\0あれ、親臣さんは食われたって…。
005	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0005_np1122\0フフ…全部、芝居だ。
006	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0006_pc1008\0………。
007	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0007_np1122\0倅が思い悩んでいると聞いてな。\nナバールに協力してもらい\nこの場を仕組ませてもらった。
008	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0008_pc1001\0いったいどうしてここに？
009	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0009_np1122\0５年前、ここにいるロンクーが\n消えるしかなかった\n私の魂を救ってくれたのだ。
010	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0010_np1122\0残された倅が気がかりでな。\n未練たらしくこの世に留まらせてもらった。
011	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0011_np1122\0フッフ…もっとも、このイドラスフィアを\nこの世と呼ぶのが正しいのならな。
012	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0012_np1122\0だが、我が気がかりは杞憂に終わったようだ。\nヤシロよ…。
013	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0013_pc1008\0……はい。
014	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0014_np1122\0強くなったな。
015	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0015_pc1008\0！！！
016	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0016_np1122\0技術の方はまだまだだが…\n友を得て…表現者として、人間として\n新たな境地に至ったか。
017	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0017_pc1008\0……父さん。
018	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0018_np1122\0イツキ君、そしてナバールよ…。\nまだまだ未熟者だが、倅をよろしく頼む。
019	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0019_pc1001\0は、はい。
020	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0020_em1057\0承知した。
021	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0021_np1122\0ロンクー…我がミラージュよ。\n本来は存在しなかった５年間\n…本当に感謝している。
022	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0022_em2400\0お前に惹かれた俺が、好きでやっていたことだ。\n礼には及ばん。
023	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0023_np1122\0ヤシロ…すまんな。\nお前には父親らしいことを何も…。
024	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0024_pc1008\0いや、十分です。父さん。\n刃を交えるごとに、あなたのすごさを\nそして想いを感じ取れた。
025	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0025_pc1008\0おかげで…俺は新たな境地に辿りつけた。\nこれが…戦いの中で生まれる敬意。
026	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0026_pc1008\0父さん…ありがとうございました。
027	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0027_np1122\0フッフ…倅につける最後の稽古が\n我が人生最後の舞台か……。\n悪くない…実に悪くない人生だった。
028	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0028_pc1001\0え…最後って。
029	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0029_np1122\0ではな。\nヤシロよ……稽古を怠るなよ。
030	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0030_pc1008\0はいっ！
031	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0031_em2400\0さらばだ、チカオミ。我がマスター。
032	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0032_em1057\0ロンクー、といったか。\n貴様はこれからどうするのだ？
033	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0033_mr1051\0お前さえ良ければ一緒に来ないか？
034	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0034_em2400\0俺が仕えるマスターは\nチカオミだけだ…。
035	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0035_em1057\0そうか…。
036	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0036_em2400\0それに、チカオミの魂を維持するのに\n少々力を使いすぎた。
037	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0037_pc1008\0……父のこと、感謝する。
038	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0038_em2400\0フッ。
039	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0039_pc1008\0戻るぞ。\n稽古の続きだ。
SEL_01_01	お父さんの教えか。
040	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0040_pc1001\0お父さんの教えか。
041	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0041_pc1008\0ああ。
SEL_01_02	少しくらい感傷に浸っても…。
042	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0042_pc1001\0少しくらい感傷に浸っても…。
043	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0043_pc1008\0稽古を怠るな。\n……父の教えだ。
044	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0044_pc1001\0……そっか。
Sidestory\s1008_s_08.msbt
001	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_08_0001_pc1008\0ナバールよ。
002	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_08_0002_pc1008\0お前が一芝居打ってくれたおかげで\n父への想いをようやく過去にすることができた。\n…礼を言うぞ。
003	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_08_0003_em1057\0ああ。
004	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_08_0004_pc1008\0それに、この俺を欺くとは…\nお前も中々の役者だな。
005	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_08_0005_em1057\0先の共謀のことか…。
006	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_08_0006_em1057\0当然だろう。\n常に一番近くで、一流の芸能に触れているのだ。
007	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_08_0007_pc1008\0そうか。
008	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_08_0008_em1057\0…フ、貴様も変わったな。\nやはりフォルトナに来て、\n正解だったようだ。
009	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_08_0009_pc1008\0………。
010	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_08_0010_em1057\0己の身一つを信じて研鑽することも\n間違いではない。
011	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_08_0011_em1057\0だが、１人では至れない境地がある、\nということもまた事実だ。
012	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_08_0012_em1057\0そこに導いてくれる友との出会いは\n人生における、最大の財産だろうな。
013	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_08_0013_pc1008\0ああ。
014	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_08_0014_pc1008\0ナバール…お前との出会いも\n俺にとっては最大の財産の１つだ。
015	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_08_0015_em1057\0……そうか。
Sidestory\s1008_s_09.msbt
001	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_09_0001_pc1008\0フハハハ！　いいぞ！　ライガ！\n刃を通して、貴様の想い、強さが伝わってくる！
002	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_09_0002_pc1008\0俺は今…四天王としてではなく\n純粋な戦士として、お前との戦いに\n身を投じている！
003	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_09_0003_np1158\0くそっ！　ドクトル・シュラウベ！\n貴様ほどの男が、どうして……。
004	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_09_0004_pc1008\0どうして…いや、どこで\n道を違えたのだろうな……。
005	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_09_0005_pc1008\0あるいは貴様とは良き友に\nなれたかもしれない…！
006	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_09_0006_np1158\0シュラウベ！
007	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_09_0007_pc1008\0だが、過去を悔やんでも詮無きこと。\n今、俺とお前は敵同士だ。
008	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_09_0008_pc1008\0さあ！　決着をつけるぞ！
Sidestory\s1008_s_10.msbt
001	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_10_0001_pc1003\0おおっ！\nヤシロ！　お前、やるじゃねーか！\nなかなかいい悪役っぷりだな！
002	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_10_0002_pc1008\0無論だ。\n俺を誰だと思っている。
003	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_10_0003_pc1001\0ホント不思議だよな。\nヤシロがこんな役をやってるなんて。
004	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_10_0004_pc1008\0おかしいか？
005	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_10_0005_pc1001\0いや…とてもいいよ。
006	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_10_0006_pc1008\0そうか。
007	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_10_0007_pc1003\0なんだなんだ、ヤシロ。\nお前ずいぶん丸くなったんじゃないの？
008	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_10_0008_pc1003\0最初は１人で突っ走るよくわからない奴ー\n…みたいな感じだったのにさ。
SEL_01_01	俺のおかげ？
009	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_10_0009_pc1001\0俺のおかげ？
010	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_10_0010_pc1008\0その通りだ。
SEL_01_02	みんなのおかげじゃない？
011	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_10_0011_pc1001\0みんなのおかげじゃない？\nフォルトナに来てから\nヤシロもすごく変わった気がする。
012	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_10_0012_pc1008\0その通りだ。\nここには個性的な人間が揃っている。\nそれが良い影響を及ぼしたのだ。
013	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_10_0013_pc1003\0あー、そう言う\nお前が一番個性的だけどな。
014	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_10_0014_pc1008\0だが、一番は…蒼井樹。\nお前のおかげだ。
SEL_01_03	ヤシロの実力だよ。
015	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_10_0015_pc1001\0ヤシロの実力だよ。
016	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_10_0016_pc1008\0それは違うな。
Sidestory\s1008_s_11.msbt
001	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_11_0001_pc1008\0蒼井樹。\n……俺はお前から様々なことを学んだ。
002	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_11_0002_pc1008\0自分は決して完璧ではないこと…。\nそして、他者がいてこその自分だということ。
003	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_11_0003_pc1008\0俺は１人では変われなかった。\nお前がいてくれたからこそ、\n俺は変わることができたんだ…。
004	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_11_0004_pc1008\0『イツキ』、お前に心よりの感謝を。
005	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_11_0005_pc1001\0買いかぶり過ぎだよ。\nヤシロにはもともと実力があったんだ。
006	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_11_0006_pc1008\0ふむ。それもそうか。
007	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_11_0007_pc1001\0うわ、凄い自信だな。
008	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_11_0008_pc1008\0当然だろう。\n何故なら俺は……。
009	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_11_0009_pc1008\0フォルトナエンタテイメントの\n超一流アーティストで…\n稀代の大俳優、剣親臣の一人息子で…。
010	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_11_0010_pc1008\0………イツキの友人だからな。
011	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_11_0011_pc1008\0これからも、よろしく頼む。\nお前の剣として、そして友として\n共に戦っていくことを誓おう。
Sidestory\s1008_s_13.msbt
001	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0027_np1122\0フッフ…倅につける最後の稽古が\n我が人生最後の舞台か……。\n悪くない…実に悪くない人生だった。
002	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0028_pc1001\0え…最後って。
003	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0029_np1122\0ではな。\nヤシロよ……稽古を怠るなよ。
004	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0030_pc1008\0はいっ！
005	\x0e\x04\0\x1d\x1a\0EVT_s1008_s_07_0039_pc1008\0戻るぞ。\n稽古の続きだ。
Sidestory\s1008_s_14.msbt
001	（向こうから危険な気配が漂ってくる…。\nこの先にナバールが見つけたという\n特訓相手がいるかもしれないが…？）
002	特訓に臨むなら\x0e\0\x03\x02\x02\0ヤシロ\x0e\0\x03\x02ÿÿを\nメインキャストに入れなくてはならない…。
Sidestory\s1009_a_02.msbt
001	\x0e\x04\0\x18\x15\0EVT_REPLY_0037_pc1009\0………来ないで。\n………来たら殺すわ。
002	\x0e\x04\0\x18\x15\0EVT_REPLY_0052_pc1009\0………来ないでって言ったでしょ。\n………殺すわよ？
SEL_01_01	こっち向いてください。
003	\x0e\x04\0\x18\x15\0EVT_REPLY_0099_pc1001\0こっち向いてください、キリアさん。\n話聞かせてください。
SEL_01_02	ご、ごめんなさい…。
004	\x0e\x04\0\x1b\x18\0EVT_m1017_03_0005_pc1001\0ご、ごめんなさい…。
005	キュート系バトルアクション\n『Ｎｏｔ　Ａ　Ｇｉｒｌ』を\n受注しますか？（推奨レベル２１）
006	サイドストーリーを受注しました。
007	\x0e\x04\0\x18\x15\0EVT_REPLY_0037_pc1009\0………話しかけないで。\n………殺すわよ。
Sidestory\s1009_a_03.msbt
001	\x0e\x04\0\x1d\x1a\0EVT_s1009_a_03_0001_pc1009\0ふーっ…ふーっ…。
002	\x0e\x04\0\x1d\x1a\0EVT_s1009_a_03_0002_pc1004\0私がキリアの仕事、間違えて取っちゃってね。\nまぁ、とりあえずってことで企画書を見せたら\n急にこうなっちゃったのよ。
003	\x0e\x04\0\x1d\x1a\0EVT_s1009_a_03_0003_pc1001\0どんな仕事なんですか？
004	\x0e\x04\0\x1d\x1a\0EVT_s1009_a_03_0004_pc1004\0えーと…それがね…。\n『\x0e\0\x03\x02\x02\0アブソリュートカワイイ！\x0e\0\x03\x02ÿÿ』\nっていう深夜番組なんだけど…。
005	\x0e\x04\0\x1d\x1a\0EVT_s1009_a_03_0005_pc1004\0キリアがかわいい着ぐるみ着て\n番組のＭＣをやることになっちゃって…。
006	\x0e\x04\0\x1d\x1a\0EVT_s1009_a_03_0006_pc1004\0イツキ君、なんとかあの子なだめてくれない？\nキャンセルならキャンセルで構わないし。
007	\x0e\x04\0\x1d\x1a\0EVT_s1009_a_03_0007_pc1001\0キリアさん？
008	\x0e\x04\0\x1d\x1a\0EVT_s1009_a_03_0008_pc1009\0…殺すわ…。\nあなたを殺して私も殺してマイコは当然殺して\n特に理由はないけどトウマも殺すわ…。
009	\x0e\x04\0\x1d\x1a\0EVT_s1009_a_03_0009_pc1009\0うふふふふ…。
010	\x0e\x04\0\x1d\x1a\0EVT_s1009_a_03_0010_pc1004\0ひいっ！
011	\x0e\x04\0\x1d\x1a\0EVT_s1009_a_03_0011_pc1001\0お、落ち着いてください！　キリアさん！
012	\x0e\x04\0\x1d\x1a\0EVT_s1009_a_03_0012_pc1009\0ふふふ…うふふふふふふ…。\nみーんな、殺すわ…。
013	\x0e\x04\0\x1d\x1a\0EVT_s1009_a_03_0013_pc1009\0………。\n………み、見苦しいところを見せたわね。
014	\x0e\x04\0\x1d\x1a\0EVT_s1009_a_03_0014_pc1001\0いったいどうしたんですか？　急に。
015	\x0e\x04\0\x1d\x1a\0EVT_s1009_a_03_0015_pc1009\0……これ。
016	\x0e\x04\0\x1d\x1a\0EVT_s1009_a_03_0016_pc1009\0………ダメなのよ。\n私…こういう…ふわふわもこもこしたものが。\n見てると我慢できなくなっちゃうの…。
017	\x0e\x04\0\x1d\x1a\0EVT_s1009_a_03_0017_pc1009\0………気持ち悪いでしょ？
SEL_01_01	そんなことないです！
018	\x0e\x04\0\x1d\x1a\0EVT_s1009_a_03_0018_pc1001\0そんなことないです。\nキリアさんだって女の子じゃないですか。\nそのくらい…普通だと思います。
SEL_01_02	逆にいいです！
019	\x0e\x04\0\x1d\x1a\0EVT_s1009_a_03_0019_pc1001\0逆にいいです！\nギャップがあって、親しみやすいし\n別に変じゃないと思います。
020	\x0e\x04\0\x1d\x1a\0EVT_s1009_a_03_0020_pc1009\0………ホントに？\n………ホントにそう思う？
