aoc_error.txt
aoc_error_01	需要新增内容\n才能继续前进。
msg_Ev_sub_162_11_talk_05	是！\n我会奋发图强的。[VAR 0114(0011)]
msg_Ev_sub_162_11_talk_06	看皙白这么听话，\n想必可尔妮是个很厉害的人。[VAR 0114(0012)]
msg_Ev_sub_162_11_talk_07	我非常感动。\n请收下这套服装。[VAR 0114(0011)]
msg_Ev_sub_162_11_talk_08	谢谢！\n不过，我的人设是不是太复杂了点？[VAR 0114(0192)]
msg_Ev_sub_162_11_talk_09	又是娑罗市道馆的馆主，\n又是超级进化继承者，\r\n现在还是超Z队的一员。[VAR 0114(0192)]
msg_Ev_sub_162_11_talk_10	我都不当轮滑手了，\n却穿上正义社的衣服的话，\r\n会不会让人很混乱呢？[VAR 0114(0192)]
msg_Ev_sub_162_11_talk_11	好吧。\n那我就送给[VAR 0100(0000)]。[VAR 0114(0011)]
msg_Ev_sub_162_11_talk_13	[VAR 0100(0000)]获得了\n皙白装扮修行套装！
msg_Ev_sub_162_11_talk_12	皙白，你真失礼。[VAR 0114(0012)]
msg_Ev_sub_162_11_wait_01	我要让身为训练家的自己超级进化。[VAR 0114(0011)]
msg_Ev_sub_162_11_wait_02	这里是……\n世上不存在的地方？[VAR 0114(0012)]
msg_Ev_sub_162_11_wait_03	过于强大的力量恐怕会伴随疼痛……\c\n而要克服这个弱点，\n需要的就是宝可梦和训练家的牵绊！[VAR 0114(0192)]
sub_163.txt
msg_Ev_sub_163_01_talk_01	这个异次元密阿雷……\n就不能变得再气派些吗？[VAR 0114(0013)]
msg_Ev_sub_163_01_talk_02	现在这样怎么看都是商住楼……\n和在现实中的密阿雷没什么两样。[VAR 0114(0014)]
msg_Ev_sub_163_01_talk_03_f	乌羽！[VAR 0114(0006)]
msg_Ev_sub_163_01_talk_03_m	乌羽！[VAR 0114(0005)]
msg_Ev_sub_163_01_talk_04	怎么啦？[VAR 0114(0013)]
msg_Ev_sub_163_01_talk_05_f	你给我小费，\n帮我把借款一笔勾销，\r\n我还没好好和你道谢呢。[VAR 0114(0006)]
msg_Ev_sub_163_01_talk_05_m	你给我小费，\n帮我把借款一笔勾销，\r\n我还没好好和你道谢呢。[VAR 0114(0005)]
msg_Ev_sub_163_01_talk_06	借钱还钱，\n就跟借命还命一样！\c\n我只是觉得我们必须保持对等，\n所以才会那么做而已。[VAR 0114(0013)]
msg_Ev_sub_163_01_talk_07	话说回来，既然你们都在，\n不如和我们来场对战吧？[VAR 0114(0013)]
msg_Ev_sub_163_01_talk_08_f	当然可以！\n[VAR 0100(0000)]，你也没问题吧？[VAR 0114(0006)]
msg_Ev_sub_163_01_talk_08_m	当然可以！\n[VAR 0100(0000)]，你也没问题吧？[VAR 0114(0005)]
msg_Ev_sub_163_01_select_01	当然可以！
msg_Ev_sub_163_01_select_02	怎么办呢
msg_Ev_sub_163_01_talk_09_f	别让乌羽久等啊。[VAR 0114(0006)]
msg_Ev_sub_163_01_talk_09_m	让乌羽等我们，\n这有点尴尬吧。[VAR 0114(0005)]
msg_Ev_sub_163_01_talk_10_f	只要队长和王牌齐上阵，\n超Z队就是无敌的！[VAR 0114(0006)]
msg_Ev_sub_163_01_talk_10_m	只要队长和王牌齐上阵，\n超Z队就是无敌的！[VAR 0114(0005)]
msg_a857b785125b9194dc0e1973503e5956	[~ 17]
msg_Ev_sub_163_10_talk_01	我希望让蜈蚣王总是为我感到自豪！\n来吧，你会和我对战的吧？[VAR 0114(0013)]
msg_Ev_sub_163_10_talk_02	我想再次在乌羽先生面前\n表现出自己是个可靠的人。[VAR 0114(0014)]
msg_Ev_sub_163_10_select_01	来对战吧！
msg_Ev_sub_163_10_select_02	稍等一下
msg_Ev_sub_163_10_talk_03	来速战速决吧。[VAR 0114(0013)]
msg_Ev_sub_163_10_talk_04	这次我一定要打哭你！[VAR 0114(0013)]
msg_Ev_sub_163_10_talk_05	我心如钢铁，处事不惊。\n无论等多久都没问题。[VAR 0114(0014)]
msg_Ev_sub_163_10_talk_06	这事也关乎乌羽先生的面子，\n所以我绝对不会手下留情。[VAR 0114(0014)]
msg_Ev_sub_163_10_talk_07_f	乌羽他们还在等我们，\n快来打宝可梦对战吧！[VAR 0114(0006)]
msg_Ev_sub_163_10_talk_07_m	乌羽他们还在等我们，\n快来打宝可梦对战吧！[VAR 0114(0005)]
msg_e44224660f311c0012d8537cdde9fdc2	[~ 28]
msg_Ev_sub_163_10_btl_01	蜈蚣王！有你并肩作战的话，\n即使是这种局面，我也能笑着渡过！[VAR 0114(0013)]
msg_Ev_sub_163_10_btl_02	让你见识一下由超级进化产生的纽带……\n会让盔甲鸟变得多美吧。[VAR 0114(0014)]
msg_Ev_sub_163_10_btl_03_f	因为有你在，\n所以我们也能突破极限！[VAR 0114(0006)]
msg_Ev_sub_163_10_btl_03_m	因为有你在，\n所以我们也能突破极限！[VAR 0114(0005)]
msg_0c7b77dd01b7f79064602b24dd21b18a	[~ 33]
msg_Ev_sub_163_11_talk_01_f	和乌羽他们对战，\n就像浑身被扎了一通……！[VAR 0114(0006)]
msg_Ev_sub_163_11_talk_01_m	和乌羽他们对战，\n就像浑身被扎了一通……！[VAR 0114(0005)]
msg_Ev_sub_163_11_talk_02	真不愧是在ZA登峰战最强的2个人。\n看来我们的配合还有不小的差距啊。[VAR 0114(0013)]
msg_Ev_sub_163_11_talk_03	都是因为我实力不足\n才导致这样的结果……十分抱歉。[VAR 0114(0014)]
msg_Ev_sub_163_11_talk_04	你表现得很好。\n我一直都很感谢你。[VAR 0114(0013)]
msg_Ev_sub_163_11_talk_05	我们在现实中的密阿雷也常见面，\n还是快散场吧。[VAR 0114(0013)]
msg_Ev_sub_163_11_talk_06	这衣服给你了！\n不过我有件事要拜托你。[VAR 0114(0013)]
msg_Ev_sub_163_11_talk_10	[VAR 0100(0000)]获得了\n乌羽装扮西服套装！
msg_Ev_sub_163_11_talk_07	超Z队和我们之间\n有点不明不白的对吧？[VAR 0114(0013)]
msg_Ev_sub_163_11_talk_08	锈蚀组会让从河里跳出来的\n鲤鱼王沉到河底，\c\n或是把正要脱皮的阿柏蛇的皮剥掉，\n是个特别狠毒的团体！[VAR 0114(0013)]
msg_Ev_sub_163_11_talk_09	我们也是要面子的，\n你们可要小心点。[VAR 0114(0013)]
msg_Ev_sub_163_11_wait_01	不管怎么说，\n密阿雷市毕竟是我长大的地方。[VAR 0114(0013)]
msg_Ev_sub_163_11_wait_02	要是你模仿老大去吓唬一般人，\n我是不会放过你的。[VAR 0114(0014)]
msg_Ev_sub_163_11_wait_03_f	宝可梦对战可真棒啊。[VAR 0114(0006)]
msg_Ev_sub_163_11_wait_03_m	宝可梦对战可真棒啊。[VAR 0114(0005)]
sub_164.txt
msg_Ev_sub_164_01_talk_01	[VAR 0100(0000)][VAR 1100(00FF,0202)]先生小姐竟然会特地来见我……\c\n我要用宝可梦对战来表达\n这份感动与感激之情！[VAR 0114(0015)]
msg_Ev_sub_164_01_talk_02	你没有找由紫小姐，而是找我搭话，\n这一点值得称赞啊。\r\n那我们就开始对战吧！[VAR 0114(0016)]
msg_Ev_sub_164_01_talk_03	等等！既然你们有两个人，\n那我也要帮[VAR 0100(0000)]的忙。[VAR 0114(000C)]
msg_Ev_sub_164_01_talk_04	如果你都准备好了，\n就直接开始宝可梦对战吧！[VAR 0114(000C)]
msg_Ev_sub_164_01_select_01	开始吧！
msg_Ev_sub_164_01_select_02	等一下
msg_Ev_sub_164_01_talk_05	毕竟这是个让人莫名其妙的状况嘛。\c\n等你做好心理准备后，\n就和MSBC的那两个人说一声吧。[VAR 0114(000C)]
msg_Ev_sub_164_01_talk_06	让MSBC的那两个人\n见识一下我们超Z队的厉害吧！[VAR 0114(000C)]
msg_f132f0dfca2f51a2e47a345e4e25569d	[~ 8]
msg_Ev_sub_164_10_talk_01	[VAR 0100(0000)][VAR 1100(00FF,0202)]先生小姐，\n请和我对战。[VAR 0114(0015)]
msg_Ev_sub_164_10_talk_02	你会和我对战的是吧？[VAR 0114(0016)]
msg_Ev_sub_164_10_select_01	对战吧！
msg_Ev_sub_164_10_select_02	稍等一下
msg_Ev_sub_164_10_talk_03	你可真会吊人胃口……\n我会等你同意和我们对战的！[VAR 0114(0015)]
msg_Ev_sub_164_10_talk_04	有春紫在，\n就意味着胜利是属于我们的！[VAR 0114(0015)]
msg_Ev_sub_164_10_talk_05	和你对战是注定的！\n就算你说不要也是白搭哦。[VAR 0114(0016)]
msg_Ev_sub_164_10_talk_06	好～！\n我一定要比由紫小姐表现得更活跃。[VAR 0114(0016)]
msg_Ev_sub_164_10_talk_07	如果你准备好对战了，\n就和MSBC的那两个人说一声吧。[VAR 0114(000C)]
msg_af27ddffbc09f69068763bd13d29a6f0	[~ 18]
msg_Ev_sub_164_10_btl_01	引导大众正是我等\n名流的职责呀，皮可西！[VAR 0114(0015)]
msg_Ev_sub_164_10_btl_02	拿出我们的看家本领！\n超级进化，大闹一场咯，毒藻龙！[VAR 0114(0016)]
msg_Ev_sub_164_10_btl_03	宝石海星，\n展示我们矫健的舞步吧。[VAR 0114(000C)]
msg_9098d73978f232dd316694818e65a861	[~ 22]
msg_Ev_sub_164_11_talk_01	哇～赢了！\n[VAR 0100(0000)]，我们赢了！[VAR 0114(000C)]
msg_Ev_sub_164_11_talk_02	[VAR 0100(0000)][VAR 1100(00FF,0202)]先生小姐就无需多言了，\n玳萝小姐的宝石海星动作也很惊人！[VAR 0114(0015)]
msg_Ev_sub_164_11_talk_03	由紫小姐。[VAR 0114(0016)]
msg_Ev_sub_164_11_talk_04	会跳舞的人核心力量强，\n而且擅长控制身体，\r\n因此具备格斗技的素质。\c\n进一步说，训练家本身的实力\n会关系到搭档宝可梦的动作。[VAR 0114(0016)]
msg_Ev_sub_164_11_talk_05	由紫小姐要不要\n趁这个机会做一下舞蹈特训呢？[VAR 0114(0016)]
msg_Ev_sub_164_11_talk_06	你呀……明明知道\n我没有节奏感还问这个。[VAR 0114(0015)]
msg_Ev_sub_164_11_talk_07	那我来教你吧！[VAR 0114(000C)]
msg_Ev_sub_164_11_talk_08	……谢谢。[VAR 0114(0015)]
msg_Ev_sub_164_11_talk_09	[VAR 0100(0000)][VAR 1100(00FF,0202)]先生小姐，\n这是你获胜的证明。[VAR 0114(0015)]
msg_Ev_sub_164_11_talk_11	[VAR 0100(0000)]获得了\n由紫装扮连衣裙！
msg_Ev_sub_164_11_talk_10	[VAR 0100(0000)]和由紫穿同一款？\n异次元密阿雷还真是无奇不有啊！[VAR 0114(000C)]
msg_Ev_sub_164_11_wait_01	要是异次元的由紫在意\n自己没有节奏感的话，\r\n那现实的由紫会不会也一样呢？[VAR 0114(000C)]
msg_Ev_sub_164_11_wait_02	一直以来，我连社交舞……\n都尽可能地避开了。[VAR 0114(0015)]
msg_Ev_sub_164_11_wait_03	我平时也喜好跳舞，\n如果由紫小姐不介意的话，\r\n要不要和我学一下？[VAR 0114(0016)]
sub_165.txt
msg_Ev_sub_165_01_talk_01	我们为什么会在这种地方？[VAR 0114(0017)]
msg_Ev_sub_165_01_talk_02	这里是那个叫做\n异次元密阿雷的地方吧？[VAR 0114(0018)]
msg_Ev_sub_165_01_talk_03	这样说来，我也是\n由某个人的潜意识创造出来的。[VAR 0114(0008)]
msg_Ev_sub_165_01_talk_04	新闪焰队的二位，\n我有事想要问你们，\r\n所以请和我们对战吧！[VAR 0114(0008)]
msg_Ev_sub_165_01_talk_07	[VAR 0100(0000)]，你也会帮忙的吧？[VAR 0114(0008)]
msg_Ev_sub_165_01_select_01	当然了
msg_Ev_sub_165_01_select_02	请等一下
msg_Ev_sub_165_01_talk_05	原来如此。\n你是打算先充分掌握现在的状况啊。[VAR 0114(0008)]
msg_Ev_sub_165_01_talk_06	只要和你并肩作战，\n就能稳操胜券～！[VAR 0114(0008)]
msg_e74cb1235faa1e23baaabade6c9eaf39	[~ 9]
msg_Ev_sub_165_10_talk_01	因为没被基格尔德选上，\n这份不甘一直在我心中烟雾缭绕……\r\n我希望来一场对战，这样也好消除我的不甘。[VAR 0114(0017)]
msg_Ev_sub_165_10_talk_02	要对战倒是可以，\n不过，输了可要来打工哦。[VAR 0114(0018)]
msg_Ev_sub_165_10_select_01	我会赢
msg_Ev_sub_165_10_select_02	我不想这么做
msg_Ev_sub_165_10_talk_03	不能一直烟雾缭绕，\n要熊熊燃烧才行！[VAR 0114(0017)]
msg_Ev_sub_165_10_talk_04	喷火龙啊，喷出黑暗的火焰吧！[VAR 0114(0017)]
msg_Ev_sub_165_10_talk_05	那你想干什么啊……[VAR 0114(0018)]
msg_Ev_sub_165_10_talk_06	我会烧掉你的！[VAR 0114(0018)]
msg_Ev_sub_165_10_talk_07	我想多了解一下大叔，\n比如他在闪焰队究竟做过什么事。[VAR 0114(0008)]
msg_36a73de6b72fab1d01009b29c402b133	[~ 19]
msg_Ev_sub_165_10_btl_01	为了能让燃尽时的光芒闪耀夺目，\n就用超级进化来肆意燃烧吧，喷火龙！[VAR 0114(0017)]
msg_Ev_sub_165_10_btl_02	为了能作为新咖啡的一员重获新生，\n我要让你看看燃烧生命的超级进化！[VAR 0114(0018)]
msg_Ev_sub_165_10_btl_03	要让你见识的不光是我们的牵绊……\n还有和大叔他们的牵绊！[VAR 0114(0008)]
msg_49d1f9a76fea850febebd9a3d825d865	[~ 23]
msg_Ev_sub_165_11_talk_01	还记得对战前的约定吗？[VAR 0114(0008)]
msg_Ev_sub_165_11_talk_02	当然了。[VAR 0114(0017)]
msg_Ev_sub_165_11_talk_03	大叔他……库瑟洛斯奇他\n为什么会在闪焰队活动呢？[VAR 0114(0008)]
msg_Ev_sub_165_11_talk_04	就像宝可梦通过超级进化来强化一样，\n他当时在研究能否强化人类。\c\n研究的成果就是扩展强化服。[VAR 0114(0017)]
msg_Ev_sub_165_11_talk_05	本来应该是由我们来测试的，\n但不知为什么受试者变成了你。[VAR 0114(0017)]
msg_Ev_sub_165_11_talk_06	我们知道的就是这些了。\n毕竟我们和库瑟洛斯奇没什么往来。[VAR 0114(0018)]
msg_Ev_sub_165_11_talk_07	大叔他很温柔的。\n所以我一直想知道他是个什么样的人。[VAR 0114(0008)]
msg_Ev_sub_165_11_talk_08	他应该是个把研究放在首位的人吧。\n不过，他也总想着要温柔对待你。[VAR 0114(0017)]
msg_Ev_sub_165_11_talk_09	人类总是会自相矛盾啊。\n你也这么认为吧？[VAR 0114(0018)]
msg_Ev_sub_165_11_select_01	回忆是不会变的
msg_Ev_sub_165_11_select_02	那份温柔是真实的
msg_Ev_sub_165_11_talk_10	谢谢！[VAR 0114(0008)]
msg_Ev_sub_165_11_talk_11	这是给你的谢礼。\c\n因为我感觉你让我明白了\n自己为什么没被基格尔德选上。[VAR 0114(0017)]
msg_Ev_sub_165_11_talk_15	[VAR 0100(0000)]获得了\n古历装扮厨师套装！
msg_Ev_sub_165_11_talk_12	要是你想在新咖啡打工了，\n就穿上它吧。[VAR 0114(0018)]
msg_Ev_sub_165_11_talk_13	那可不行。\c\n[VAR 0100(0000)]是个能为市里所有的\n宝可梦和人行动的人。[VAR 0114(0017)]
msg_Ev_sub_165_11_talk_14	不能因为打工这种小事耽误了你。\c\n当然，如果新咖啡出了什么事的话，\n我还是会找你商量的。[VAR 0114(0017)]
msg_Ev_sub_165_11_wait_01	看来宝可梦和人们\n各种各样的生活方式，\r\n都渗透在密阿雷市的各个角落啊。[VAR 0114(0017)]
msg_Ev_sub_165_11_wait_02	这可真是个煞风景的异次元密阿雷啊。\n到底是谁的愿望呀……？[VAR 0114(0018)]
msg_Ev_sub_165_11_wait_03	当侦探有机会接触到市里的\n各种事物，很有趣哦。[VAR 0114(0008)]
sub_166.txt
msg_Ev_sub_166_01_talk_01	你也来当卡友。[VAR 0114(000F)]
msg_Ev_sub_166_01_talk_02	当卡友，当卡友！[VAR 0114(000F)]
msg_Ev_sub_166_01_talk_03	不识趣的冒牌货。[VAR 0114(0012)]
msg_Ev_sub_166_01_talk_04	卡娜莉才不会说这种话。[VAR 0114(0012)]
msg_Ev_sub_166_01_talk_05	果然骗不了你。[VAR 0114(0010)]
msg_Ev_sub_166_01_talk_06	不过要让更多人领略卡娜莉的魅力，\n刚才这招也算是个法子吧？[VAR 0114(0010)]
msg_Ev_sub_166_01_talk_07	不需要跟风卡友。[VAR 0114(0012)]
msg_Ev_sub_166_01_talk_08	只有从心底喜爱卡娜莉的人，\n才有资格成为卡友。[VAR 0114(0012)]
msg_Ev_sub_166_01_talk_09	那可不成！[VAR 0114(0010)]
msg_Ev_sub_166_01_talk_10	不是只有花钱花时间的才叫粉丝，\n隐约觉得喜欢的也是正儿八经的粉丝。[VAR 0114(0010)]
msg_Ev_sub_166_01_talk_11	呃……\n要我容忍跟风卡友？[VAR 0114(0012)]
msg_Ev_sub_166_01_talk_12	爷爷！[VAR 0114(000F)]
msg_Ev_sub_166_01_talk_13	虽然我也理解沐净的心情，\n但我不希望你们发生争执～[VAR 0114(000F)]
msg_Ev_sub_166_01_talk_14	也是！训练家之间发生争执的话，\n就用宝可梦对战来一决胜负吧！[VAR 0114(0010)]
msg_Ev_sub_166_01_select_01	来吧！
msg_Ev_sub_166_01_select_02	下次再说
msg_Ev_sub_166_01_talk_15	让我打一场吧。[VAR 0114(0012)]
msg_Ev_sub_166_01_talk_16	作为一名卡友，\n我要证明自己是真爱。[VAR 0114(0012)]
msg_304f8c8a7b65b9cc04d55ea36109900e	[~ 18]
msg_Ev_sub_166_10_talk_01	虽然不想让爷爷为所欲为，\n但我是想和沐净对战的。[VAR 0114(000F)]
msg_Ev_sub_166_10_talk_02	我实质上也算是个卡娜莉。\n能和两个卡娜莉对战，棒极了吧？[VAR 0114(0010)]
msg_Ev_sub_166_10_select_01	对战吧！
msg_Ev_sub_166_10_select_02	等一下
msg_Ev_sub_166_10_talk_03	来对战嘛！\n机会难得啊。[VAR 0114(000F)]
msg_Ev_sub_166_10_talk_04	和你们交手倒是可以，\n但胜利是属于我的哦！[VAR 0114(000F)]
msg_Ev_sub_166_10_talk_05	你想做什么呀？[VAR 0114(0010)]
msg_Ev_sub_166_10_talk_06	要是我们赢了，\n你们的伙伴也都要成为卡友！[VAR 0114(0010)]
msg_Ev_sub_166_10_talk_07	身为卡友，\n我要展现自己的真爱。[VAR 0114(0012)]
msg_1bd5881fd8f0558899fcdf166732bb0c	[~ 28]
msg_Ev_sub_166_10_talk_btl_01	这次我会秀出真正的实力！\n麻麻鳗鱼王，用超级进化一飞冲天吧！[VAR 0114(000F)]
msg_Ev_sub_166_10_talk_btl_02	为了实现我的策略，\n超级进化吧，龙头地鼠！[VAR 0114(0010)]
msg_Ev_sub_166_10_talk_btl_03	水晶灯火灵……\n通过超级进化来展示真爱吧。[VAR 0114(0012)]
msg_84e6c610804acc191d46972431290c1c	[~ 32]
msg_Ev_sub_166_11_talk_01	我可是个认真的卡友……！[VAR 0114(0012)]
msg_Ev_sub_166_11_talk_02	沐净……[VAR 0114(000F)]
msg_Ev_sub_166_11_talk_03	不过，卡娜莉的魅力\n确实应该让更多人领略。[VAR 0114(0012)]
msg_Ev_sub_166_11_talk_04	粉丝的确很重要，\n但更重要的，还是沐净你啊。[VAR 0114(000F)]
msg_Ev_sub_166_11_talk_05	嗯……♡[VAR 0114(0012)]
msg_Ev_sub_166_11_talk_06	不过，用全息卡娜莉来骗人\n这一点可不好。[VAR 0114(0012)]
msg_Ev_sub_166_11_talk_07	说你呢！\n爷爷！[VAR 0114(000F)]
msg_Ev_sub_166_11_talk_08	来，\n你们两个收下这个。[VAR 0114(000F)]
msg_Ev_sub_166_11_talk_09	[VAR 0100(0000)]获得了\n另一种颜色的卡娜莉装扮套装！
msg_Ev_sub_166_11_talk_10	听说在美发沙龙\n还有人模仿我的发型呢。[VAR 0114(000F)]
msg_Ev_sub_166_11_talk_11	那还真是\n让人头疼……[VAR 0114(0012)]
msg_Ev_sub_166_11_talk_12	沐净就不用说了，\n顺便也请你今后多多指教啦！[VAR 0114(000F)]
msg_Ev_sub_166_11_talk_13	话说回来，还是赢不了你啊。\n麻麻鳗鱼王它们明明都努力锻炼过的。[VAR 0114(000F)]
msg_Ev_sub_166_11_talk_14	为了吸引更多人加入粉丝团，\n接下来该制作什么样的粉丝周边呢？[VAR 0114(0010)]
msg_Ev_sub_166_11_talk_15	卡娜莉。[VAR 0114(0012)]
sub_167.txt
msg_Ev_sub_167_01_talk_01	你为什么会追求强大呢？[VAR 0114(0011)]
msg_Ev_sub_167_01_talk_02	我是为了自己。[VAR 0114(0016)]
msg_Ev_sub_167_01_talk_03	我是为了保护沐净，\n以及为了保护大家，\r\n才会追求强大。[VAR 0114(0011)]
msg_Ev_sub_167_01_talk_04	我确实还没能打败由紫。[VAR 0114(0016)]
msg_Ev_sub_167_01_talk_05	但这样的逆境会让我变得更强。\n因为我拥有信念。[VAR 0114(0016)]
msg_Ev_sub_167_01_talk_06	如果能够超越由紫，\n我就会觉得自己不会输给任何人。\r\n为了达到这样的心境，我要不停地战斗。[VAR 0114(0016)]
msg_Ev_sub_167_01_talk_07	看来你说到底\n都是为了自己而战啊。[VAR 0114(0011)]
msg_Ev_sub_167_01_talk_08	身为宝可梦训练家，\n这种想法真的正确吗？[VAR 0114(0011)]
msg_Ev_sub_167_01_talk_09	这边这边。[VAR 0114(0012)]
msg_Ev_sub_167_01_talk_10	我要把你拉进来，\n结束他们的战斗。[VAR 0114(0012)]
msg_Ev_sub_167_01_talk_11	[VAR 0100(0000)]在这里。\n就用对战来决定哪边才是正确的好了。[VAR 0114(0012)]
msg_Ev_sub_162_01_select_01	对战吧！
msg_Ev_sub_162_01_select_02	请等一下
msg_Ev_sub_167_01_talk_12	要追求强大的话，\n比起嘴上的功夫，对战要更为实在吧！[VAR 0114(0016)]
msg_Ev_sub_167_01_talk_13	[VAR 0100(0000)]！为了证明我的信念，\n跟我一起和正义社对战吧！[VAR 0114(0016)]
msg_b41bff8492f6d09a8a761026fee53e7c	[~ 15]
msg_Ev_sub_167_10_talk_01	我也希望能来场对决！[VAR 0114(0011)]
msg_Ev_sub_167_10_talk_02	我想回去，\n所以想对战。[VAR 0114(0012)]
msg_Ev_sub_167_10_select_01	对战吧！
msg_Ev_sub_167_10_select_02	请等一下
msg_Ev_sub_167_10_talk_03	有些经验是必须战胜\n强劲的对手之后才能获得的。[VAR 0114(0011)]
msg_Ev_sub_167_10_talk_04	力，即是力量！！[VAR 0114(0011)]
msg_Ev_sub_167_10_talk_05	想不到你还挺优柔寡断的？[VAR 0114(0012)]
msg_Ev_sub_167_10_talk_06	力，即是正义！！[VAR 0114(0012)]
msg_Ev_sub_167_10_talk_07	[VAR 0100(0000)]！为了证明我的信念，\n跟我一起和正义社对战吧！[VAR 0114(0016)]
msg_888bf438bd84f59b32ff3f2bea89a8d6	[~ 25]
msg_Ev_sub_167_10_btl_01	列阵兵！通过超级进化\n伸张正义，获取胜利吧！[VAR 0114(0011)]
msg_Ev_sub_167_10_btl_02	水晶灯火灵……\n超级进化，打倒他们！[VAR 0114(0012)]
msg_Ev_sub_167_10_btl_03	拿出我们的看家本领！\n超级进化，大闹一场咯，毒藻龙！[VAR 0114(0016)]
msg_f5afa449a00ef960837cb123b7599bb1	[~ 29]
