aoc_error.txt
aoc_error_01	ここから{先|さき}は\n{追加|ついか}コンテンツが{必要|ひつよう}です。
msg_Ev_sub_195_01_talk_07	{準備|じゅんび}ができましたら\nわたしにお{声|こえ}がけください[VAR 0114(01EA)]
msg_b5584e9ef4145cc0a9e5d1d9daf40a3b	[~ 9]
msg_Ev_sub_195_10_talk_01	{警備|けいび}モルペコと\n{勝負|しょうぶ}してくださいますか？[VAR 0114(01EA)]
msg_Ev_sub_195_10_select_01	します！
msg_Ev_sub_195_10_select_02	{待|ま}ってください
msg_Ev_sub_195_10_talk_02	はい\nお{待|ま}ちしております[VAR 0114(01EA)]
msg_Ev_sub_195_10_talk_03	ありがとうございます\nでは{近|ちか}くのバトルコートに{参|まい}りましょう[VAR 0114(01EA)]
msg_Ev_sub_195_10_talk_04	それでは\nよろしくお{願|ねが}いいたします[VAR 0114(01EA)]
msg_084d1dd29cb005fcd45763b3a20e5417	[~ 16]
msg_Ev_sub_195_11_talk_01	ケッ！
msg_Ev_sub_195_11_talk_02	チッ！
msg_Ev_sub_195_11_talk_03	ああ！[VAR 0114(01EA)]
msg_Ev_sub_195_11_talk_04	ああ！　{勝負|しょうぶ}をしてはらぺこになった\nモルペコの{心|こころ}がすさんで{粗暴|そぼう}に！[VAR 0114(01EA)]
msg_Ev_sub_195_11_talk_05	この{気性|きしょう}ではクエーサーの{玄関|げんかん}を\nまかせるわけにはいきません！[VAR 0114(01EA)]
msg_Ev_sub_195_11_talk_06	{警備|けいび}はこれまでどおり{強|つよ}くてかわいい\nデデンネにお{願|ねが}いすることにします[VAR 0114(01EA)]
msg_be3c1467374f64f72b74333a57f8070c	[~ 23]
msg_Ev_sub_195_255_talk_01	{警備|けいび}はこれまでどおり{強|つよ}くてかわいい\nデデンネにお{願|ねが}いすることにします[VAR 0114(01EA)]
sub_196.txt
msg_Ev_sub_196_01_talk_01	もちろん{知|し}っているよな\nゲノセクトというポケモンを
msg_Ev_sub_196_01_select_01	{知|し}っています
msg_Ev_sub_196_01_select_02	{知|し}りません
msg_Ev_sub_196_01_talk_02	{知|し}らないことを{知|し}らないといえるのは\n{立派|りっぱ}なことだぜ
msg_Ev_sub_196_01_talk_03	{知|し}ったかぶりではないようだが\n{説明|せつめい}したいのでさせていただくぜ
msg_Ev_sub_196_01_talk_04	ゲノセクトというのは\n{古生代|こせいだい}の{虫|むし}ポケモンでね\c\nある{組織|そしき}に{改造|かいぞう}されて\n４{種類|しゅるい}のカセットを{挿|さ}せるって{話|はなし}
msg_Ev_sub_196_01_talk_05	わたしの{手元|てもと}に\nなぜか４つのカセットがあるのさ
msg_Ev_sub_196_01_talk_06	よければ４つのカセットをそろえてみな\n{特別|とくべつ}な{情報|じょうほう}をくれてやるから
msg_ff1c33566e6ae966a83bfd11f14553cc	[~ 8]
msg_Ev_sub_196_10_talk_01	４つのカセットをそろえなって！\nメガカケラで{交換|こうかん}できるからさ\c\nもしポケモンに{持|も}たせているなら\nポーチに{戻|もど}してくれ
msg_Ev_sub_196_10_talk_02	４つのカセットをそろえるとはね\c\nそんな{素直|すなお}なアンタに\nとっておきの{情報|じょうほう}を{提供|ていきょう}するぜ
msg_Ev_sub_196_10_talk_03	アンタのスマホロトムに……\n{怪|あや}しい{情報|じょうほう}をピピピッと！
msg_Ev_sub_196_10_talk_04	スマホに{座標|ざひょう}を{送|おく}ったから\nその{場所|ばしょ}にいってみな
msg_6e534022dcccf7b4e946533a6626b902	[~ 13]
msg_Ev_sub_196_30_talk_01	そいつがゲノセクトだ！\nぜってーに{捕|つか}まえな！
msg_a93ef681165106a08f6cd1f844756641	[~ 15]
msg_Ev_sub_196_31_talk_01	ゲノセクトを{捕|つか}まえなって！
msg_a3e9838ee0f6591404441b865c68cfff	[~ 17]
msg_Ev_sub_196_32_talk_01	たいしたもんだぜ
msg_Ev_sub_196_32_talk_02	おもしろい{体験|たいけん}ができただろ？\c\n{気|き}に{入|い}ったなら\n{今後|こんご}ともひいきにしてくれ
sub_197.txt
msg_Ev_sub_197_01_talk_01	[VAR 0100(0000)]さん\nミアレを{守|まも}る{会|かい}の{代表|だいひょう}マモルです[VAR 0114(01EC)]
msg_Ev_sub_197_01_talk_02	クエーサーの{社長|しゃちょう}を{取|と}り{囲|かこ}んだのは\n{大人気|おとなげ}ありませんでした[VAR 0114(01EC)]
msg_Ev_sub_197_01_talk_03	このとおり{謝|あやま}ります！\n{本当|ほんとう}に{申|もう}し{訳|わけ}ありませんでした[VAR 0114(01EC)]
msg_Ev_sub_197_01_talk_04	なにしろミアレを{守|まも}る{会|かい}の{代表|だいひょう}ですので\nいまのように{礼儀|れいぎ}も{守|まも}りますよ[VAR 0114(01EC)]
msg_Ev_sub_197_01_talk_05	そしてミアレを{守|まも}る{会|かい}の{正義|せいぎ}といえば\nミアレの{市民|しみん}を{不安|ふあん}から{守|まも}ること！[VAR 0114(01EC)]
msg_Ev_sub_197_01_talk_06	{近|ちか}ごろ{人気|にんき}の{動画|どうが}アカウント\nオカルトマニアチャンネルは{名前通|なまえどお}り\r\nオカルトネタを{扱|あつか}っているのですが[VAR 0114(01EC)]
msg_Ev_sub_197_01_talk_07	このチャンネルに{反応|はんのう}して{不安|ふあん}になる\nミアレ{市民|しみん}もいるのです！[VAR 0114(01EC)]
msg_Ev_sub_197_01_talk_08	ノースサイドストリートのビルに\n{女性|じょせい}の{幽霊|ゆうれい}がいたとか{怖|こわ}いでしょう！[VAR 0114(01EC)]
msg_Ev_sub_197_01_talk_09	そんな{事実無根|じじつむこん}のデマを{流|なが}していたら\n{運営|うんえい}にクレームをつけないと！[VAR 0114(01EC)]
msg_Ev_sub_197_01_talk_10	そのため[VAR 0100(0000)]さんには\nオカルトマニアチャンネルの{投稿|とうこう}が\r\n{事実|じじつ}かどうかを{確認|かくにん}していただきたい！[VAR 0114(01EC)]
msg_Ev_sub_197_01_talk_11	ほら！　こちらの{投稿|とうこう}の\nここの{発言|はつげん}をみてください[VAR 0114(01EC)]
msg_Ev_sub_197_01_talk_12	{光満|ひかりみ}ちておおいなる{影|かげ}の{先端|せんたん}が\n{描|えが}かれた{赤|あか}と{白|しろ}の{円|えん}に{重|かさ}なる{刻|とき}\c\n{大地|だいち}に{拳|こぶし}を{突|つ}き{立|た}てし{者|もの}の{背後|はいご}に\nこどもの{亡霊|ぼうれい}が{忍|しの}びよるだろう\c\n……{信|しん}じるか{信|しん}じないかはご{自由|じゆう}に[VAR 0114(01EC)]
msg_Ev_sub_197_01_talk_13	{適当|てきとう}なことで{注目|ちゅうもく}を{集|あつ}めたいのか\nはたまた{真実|しんじつ}を{語|かた}っているのか……\r\n[VAR 0100(0000)]さんであれば{解明|かいめい}できます[VAR 0114(01EC)]
msg_Ev_sub_197_01_talk_14	{調|しら}べてほしいのは\n{次|つぎ}のメッセージが{事実|じじつ}かどうかです\c\n{光満|ひかりみ}ちておおいなる{影|かげ}の{先端|せんたん}が\n{描|えが}かれた{赤|あか}と{白|しろ}の{円|えん}に{重|かさ}なる{刻|とき}\c\n{大地|だいち}に{拳|こぶし}を{突|つ}き{立|た}てし{者|もの}の{背後|はいご}に\nこどもの{亡霊|ぼうれい}が{忍|しの}びよるだろう[VAR 0114(01EC)]
msg_bb89132d3eb750fae49fa24761ae9805	[~ 14]
msg_Ev_sub_197_10_talk_01	{都市伝説|としでんせつ}が{示|しめ}す{場所|ばしょ}は\nここで{間違|まちが}いなさそうだが……？
msg_Ev_sub_197_10_talk_02	{都市伝説|としでんせつ}が{示|しめ}す{場所|ばしょ}に\nタワーの{影|かげ}が{落|お}ちている
msg_Ev_sub_197_10_talk_03	{大地|だいち}に{向|む}かって\n{拳|こぶし}を{突|つ}き{立|た}てますか？
msg_Ev_sub_197_10_select_01	{突|つ}き{立|た}てる！
msg_Ev_sub_197_10_select_02	やめておく
msg_Ev_sub_197_10_talk_04	{動画|どうが}の{投稿内容|とうこうないよう}が{真実|しんじつ}かどうか\n{一緒|いっしょ}に{確|たし}かめさせていただきますよ[VAR 0114(01EC)]
msg_Ev_sub_197_10_talk_05	こどもの{亡霊|ぼうれい}！？[VAR 0114(01EC)]
msg_Ev_sub_197_10_talk_06	{投稿|とうこう}の{内容|ないよう}が{本物|ほんもの}かどうか\n{確|たし}かめるために{捕獲|ほかく}しないと！[VAR 0114(01EC)]
msg_5593d6858151a5316e51f7e42a550dcd	[~ 23]
msg_Ev_sub_197_11_talk_01	ちょっとちょっと！\n{捕|つか}まえないと！[VAR 0114(01EC)]
msg_0c5cb4fe28640f79275529f1f703b419	[~ 25]
msg_Ev_sub_197_12_talk_01	なるほどなるほど[VAR 0114(01EC)]
msg_Ev_sub_197_12_talk_02	オカルトマニアチャンネルの{投稿|とうこう}は\nこのことを{伝|つた}えていたのか[VAR 0114(01EC)]
msg_Ev_sub_197_12_talk_03	ということは{真実|しんじつ}を{伝|つた}える\n{動画|どうが}アカウントというわけですね[VAR 0114(01EC)]
msg_Ev_sub_197_12_talk_04	それでは{運営|うんえい}には\nデマを{流|なが}すチャンネルではなかったと\r\n{報告|ほうこく}をいれておきますよ[VAR 0114(01EC)]
msg_Ev_sub_197_12_talk_05	どうもおつかれさまでした[VAR 0114(01EC)]
msg_Ev_sub_197_12_talk_06	だとすると……[VAR 0114(01EC)]
msg_Ev_sub_197_12_talk_07	ノースサイドストリートのビルに\n{女性|じょせい}の{幽霊|ゆうれい}は{本物|ほんもの}！？[VAR 0114(01EC)]
msg_941caf1e9fc5b4a269c62551ea8d8c31	[~ 33]
msg_Ev_sub_197_255_talk_01	タワーからミアレを{守|まも}ったあなたなら\nミアレを{守|まも}る{会|かい}の{会員|かいいん}になれます！[VAR 0114(01EC)]
sub_198.txt
msg_Ev_sub_198_01_talk_01	ようこそ\n[VAR 0100(0000)]さん[VAR 0114(01ED)]
msg_Ev_sub_198_01_talk_02	ようこそ\n[VAR 0100(0000)]さん[VAR 0114(01EE)]
msg_Ev_sub_198_01_talk_03	あなたはいろんなポケモンと\n{出会|であ}いましたね[VAR 0114(01ED)]
msg_Ev_sub_198_01_talk_04	あなたはいろんなポケモンと\n{出会|であ}いましたね[VAR 0114(01EE)]
msg_Ev_sub_198_01_talk_05	このポケモンはご{存|ぞん}じですか？[VAR 0114(01ED)]
msg_Ev_sub_198_01_talk_06	このポケモンはご{存|ぞん}じですか？[VAR 0114(01EE)]
msg_Ev_sub_198_01_talk_07	こちらのポケモンは\nラティオス[VAR 0114(01ED)]
msg_Ev_sub_198_01_talk_08	こちらのポケモンは\nラティアス[VAR 0114(01EE)]
msg_Ev_sub_198_01_talk_09	{高|たか}い{知能|ちのう}を{持|も}ち\n{人|ひと}の{言葉|ことば}を{理解|りかい}するそうです[VAR 0114(01ED)]
msg_Ev_sub_198_01_talk_10	{高|たか}い{知能|ちのう}を{持|も}ち\n{人|ひと}の{言葉|ことば}を{理解|りかい}するそうです[VAR 0114(01EE)]
msg_Ev_sub_198_01_talk_11	あとテレパシーも{使|つか}えて\n{仲間|なかま}のいる{場所|ばしょ}や{気持|きも}ちもわかるとか[VAR 0114(01ED)]
msg_Ev_sub_198_01_talk_12	あとテレパシーも{使|つか}えて\n{仲間|なかま}のいる{場所|ばしょ}や{気持|きも}ちもわかるとか[VAR 0114(01EE)]
msg_Ev_sub_198_01_talk_13	そこでお{願|ねが}いです\nぼくたちと{戦|たたか}ってくれませんか？[VAR 0114(01ED)]
msg_Ev_sub_198_01_talk_14	そこでお{願|ねが}いです\nあたしたちと{戦|たたか}ってくれませんか？[VAR 0114(01EE)]
msg_Ev_sub_198_01_talk_15	{準備|じゅんび}ができているなら\nこのまま{勝負|しょうぶ}しましょう！
msg_Ev_sub_198_01_select_01	{勝負|しょうぶ}します！
msg_Ev_sub_198_01_select_02	{待|ま}ってください
msg_b65b4d516e31a7a0a462d3b763d6abf8	[~ 17]
msg_Ev_sub_198_10_talk_01	{準備|じゅんび}ができているなら\nこのまま{勝負|しょうぶ}しましょう！
msg_Ev_sub_198_10_select_01	{勝負|しょうぶ}します！
msg_Ev_sub_198_10_select_02	{待|ま}ってください
msg_bc8448915b8a8d77018458fb449c7973	[~ 21]
msg_Ev_sub_198_11_talk_01	すばらしい！\c\nこちらのメガストーンは\nあなたが{持|も}っていてください[VAR 0114(01ED)]
msg_Ev_sub_198_11_talk_02	すばらしい！\c\nこちらのメガストーンは\nあなたが{持|も}っていてください[VAR 0114(01EE)]
msg_Ev_sub_198_11_talk_03	またどこかで\nお{会|あ}いできるといいですね[VAR 0114(01ED)]
msg_Ev_sub_198_11_talk_04	またどこかで\nお{会|あ}いできるといいですね[VAR 0114(01EE)]
msg_471033d5df95a9dd607e0a4fa702437b	[~ 26]
msg_Ev_sub_198_255_talk_01	またどこかで\nお{会|あ}いできるといいですね[VAR 0114(01ED)]
msg_Ev_sub_198_255_talk_02	またどこかで\nお{会|あ}いできるといいですね[VAR 0114(01EE)]
sub_199.txt
msg_Ev_sub_199_01_talk_01	[VAR 0100(0000)]さん\nご{足労|そくろう}いただきありがとうございます[VAR 0114(000D)]
msg_Ev_sub_199_01_talk_02	こちらをご{覧|らん}ください[VAR 0114(000D)]
msg_Ev_sub_199_01_select_01	これは？
msg_Ev_sub_199_01_select_02	ボール？
msg_Ev_sub_199_01_talk_03	マギアナといいまして\n５００{年以上前|ねんいじょうまえ}に{人|ひと}の{手|て}によって\r\n{生|う}みだされたポケモンです[VAR 0114(000D)]
msg_Ev_sub_199_01_talk_04	{都市開発中|としかいはつちゅう}に{発見|はっけん}したのですが\nどうも{休眠状態|きゅうみんじょうたい}でして……[VAR 0114(000E)]
msg_Ev_sub_199_01_talk_05	{目覚|めざ}めさせるにはエネルギーを\n{内部|ないぶ}の{装置|そうち}に{送|おく}りこまねばなりません[VAR 0114(000E)]
msg_Ev_sub_199_01_talk_06	そのためにはマギアナ{専用|せんよう}の\nメガストーンが{必要|ひつよう}になります[VAR 0114(000D)]
msg_Ev_sub_199_01_talk_07	ＡＺさんに\n{制作|せいさく}を{依頼|いらい}していましたが……\c\nわたしどもクエーサー{社|しゃ}で\nメガストーンを{用意|ようい}いたします[VAR 0114(000D)]
msg_Ev_sub_199_01_talk_08	[VAR 0100(0000)]さん\nメガストーン{精製|せいせい}に{必要|ひつよう}な[VAR FF00(0006)]メガカケラ[VAR FF00(0000)]を\r\n[VAR FF00(0006)]９９９{個|こ}[VAR FF00(0000)]ご{用意|ようい}してくださいますか[VAR 0114(000D)]
msg_Ev_sub_199_01_talk_09	{休眠状態|きゅうみんじょうたい}のマギアナ
msg_af502d962029927847bffd2f0e1e8026	[~ 11]
msg_Ev_sub_199_10_talk_01	[VAR 0100(0000)]さん\nメガストーン{精製|せいせい}に{必要|ひつよう}な[VAR FF00(0006)]メガカケラ[VAR FF00(0000)]を\r\n[VAR FF00(0006)]９９９{個|こ}[VAR FF00(0000)]ご{用意|ようい}してください[VAR 0114(000D)]
msg_Ev_sub_199_10_talk_02	[VAR 0100(0000)]さん\nメガカケラをいただいてもよろしくて？[VAR 0114(000D)]
msg_Ev_sub_199_10_select_01	どうぞ
msg_Ev_sub_199_10_select_02	{待|ま}ってください
msg_Ev_sub_199_10_talk_03	あら？\nどういうことでしょう[VAR 0114(000D)]
msg_Ev_sub_199_10_talk_16	[VAR 0100(0000)]は\nメガカケラを９９９{個|こ}{渡|わた}した！
msg_Ev_sub_199_10_talk_04	{集|あつ}めてくださり\nありがとうございます[VAR 0114(000D)]
msg_Ev_sub_199_10_talk_05	それではマギアナのための\nメガストーンを{精製|せいせい}させていただきます[VAR 0114(000E)]
msg_Ev_sub_199_10_talk_06	マギアナ{専用|せんよう}メガストーン\nマギアナイトとなります[VAR 0114(000E)]
msg_Ev_sub_199_10_talk_07	ではメガリングのキーストーンから\nマギアナにエネルギーを{送|おく}ってください[VAR 0114(000D)]
msg_Ev_sub_199_10_talk_08	……プシュ
msg_Ev_sub_199_10_talk_09	ああ！\n{目覚|めざ}めてくれましたね[VAR 0114(000D)]
msg_Ev_sub_199_10_talk_10	{本当|ほんとう}によかった……[VAR 0114(000D)]
msg_Ev_sub_199_10_talk_11	[VAR 0100(0000)]さん\nずっと{眠|ねむ}っていたマギアナに\r\n{素敵|すてき}な{世界|せかい}を{教|おし}えてあげてください[VAR 0114(000D)]
msg_Ev_sub_199_10_talk_17	[VAR 0100(0000)]は\nマギアナをもらった！
msg_Ev_sub_199_10_talk_12	あら……\nボックスがいっぱいですのね[VAR 0114(000D)]
msg_Ev_sub_199_10_talk_13	マギアナのことを\nよろしくお{願|ねが}いいたしますね[VAR 0114(000D)]
msg_Ev_sub_199_10_talk_14	こちらのメガストーンもどうぞ[VAR 0114(000D)]
msg_Ev_sub_199_10_talk_15	[VAR 0100(0000)]さん\n[VAR 018B(0001)]のことをふくめ\r\nこれからもよろしくお{願|ねが}いいたしますね[VAR 0114(000D)]
msg_9f1062de0b0317ac7938ec41f34bd539	[~ 31]
msg_Ev_sub_199_255_talk_01	だれかとのつながりを{感|かん}じられること\nそれが{街|まち}への{愛着|あいちゃく}となります[VAR 0114(000D)]
sub_200.txt
msg_Ev_sub_200_01_talk_01	あの……みたことのない\nポケモンが{現|あらわ}れて{困|こま}っているというか[VAR 0114(01EF)]
msg_Ev_sub_200_01_talk_02	なんだかグニャグニャで\nでも{硬|かた}そうな{感|かん}じもするし……[VAR 0114(01EF)]
msg_Ev_sub_200_01_talk_03	{異次元|いじげん}のひずみ？　から\nポケモンがやってくるってウワサだし[VAR 0114(01EF)]
msg_Ev_sub_200_01_talk_04	あのポケモンです！[VAR 0114(01EF)]
msg_Ev_sub_200_01_talk_05	ンメッ！！
msg_Ev_sub_200_01_talk_06	{追|お}い{払|はら}ってもまたでたら{困|こま}るし\nその……{捕|つか}まえてくれませんか？[VAR 0114(01EF)]
msg_Ev_sub_200_01_talk_07	グニャグニャだけど{硬|かた}そうな{感|かん}じの\nポケモンを{捕|つか}まえてくれませんか？[VAR 0114(01EF)]
msg_e3ba45e9a6dc9449a558970a9204de03	[~ 7]
msg_Ev_sub_200_10_talk_01	そのポケモンを{捕|つか}まえてくださいね[VAR 0114(01EF)]
msg_aaf051f4f9c56f68d0e30cf78b9c44ea	[~ 9]
msg_Ev_sub_200_11_talk_01	ちょっと！　{倒|たお}さないでください！\n{捕|つか}まえてとお{願|ねが}いしましたよね[VAR 0114(01EF)]
msg_5a433b2797679802ab528e4a07c1ff45	[~ 11]
msg_Ev_sub_200_12_talk_01	はあ……\n{捕|つか}まえてくださり{助|たす}かりました！[VAR 0114(01EF)]
msg_Ev_sub_200_12_talk_02	ってあのグニャグニャ……\nもしかしてウワサの{異次元|いじげん}のひずみ？[VAR 0114(01EF)]
msg_Ev_sub_200_12_talk_03	やっぱり{異次元|いじげん}のひずみから\nさっきのメルタン？　が{来|き}たのでは[VAR 0114(01EF)]
msg_Ev_sub_200_12_talk_04	ひずみもなんとかしてください！[VAR 0114(01EF)]
msg_3bca0528433c2d8d1a82ae2d2acd5e06	[~ 16]
