aoc_error.txt
aoc_error_01	需要擁有新增內容\n才能繼續前進。
msg_Ev_sub_153_11_talk_01	沒能成功捕捉鹽石寶……
msg_4a3a774e9d393458cc48489c25d0e7b8	[~ 21]
msg_Ev_sub_153_12_talk_01	捉到鹽石寶了！
msg_Ev_sub_153_12_talk_02	[VAR 1100(00FF,0101)]你妳捉到鹽石寶了？\n那麼請回到咖啡店來吧。[VAR 0114(01C0)]
msg_e76cdfcb4e6de0089df015fefb22fe6d	[~ 24]
msg_Ev_sub_153_13_talk_01	剛才提到鹹味太重的這位客人，\n請看這隻寶可夢。[VAR 0114(01C0)]
msg_Ev_sub_153_13_talk_02	牠叫做鹽石寶，\n身體是由岩鹽構成的。\r\n走動時，身上的鹽會被磨得掉下來。[VAR 0114(01C0)]
msg_Ev_sub_153_13_talk_03	我會幫您更換這杯\n變鹹的咖啡……[VAR 0114(01C0)]
msg_Ev_sub_153_13_talk_04	在那之後，我喝著喝著\n就愛上這個鹹味咖啡了！
msg_Ev_sub_153_13_talk_05	世上也存在著\n加鹽來喝的咖啡對吧。
msg_Ev_sub_153_13_talk_06	請務必把它列為\n帕生咖啡店的新品項。
msg_Ev_sub_153_13_talk_07	啥！？\n這……我會考慮看看的。[VAR 0114(01C0)]
msg_Ev_sub_153_13_talk_08	加了鹽石寶的鹽，\n餘韻深厚的鹽石寶咖啡。[VAR 0114(01C0)]
msg_Ev_sub_153_13_talk_09	我試著研發了，但與其說有鹹味，\n不如說實在是太鹹了……\r\n所以還是就當作隱藏品項吧。[VAR 0114(01C0)]
msg_Ev_sub_153_13_talk_10	每個人喜歡的口味都不同呢。[VAR 0114(01C0)]
msg_Ev_sub_153_13_talk_11	但是，幸好有[VAR 1100(00FF,0101)]你妳這位訓練家\n讓我能找到咖啡變鹹的原因。[VAR 0114(01C0)]
msg_9fa60d7598565c76132121c18deaf87e	[~ 36]
msg_Ev_sub_153_255_talk_01	雖然每個人喜歡的口味都不同，\n但我會努力端出大家都愛的咖啡的！[VAR 0114(01C0)]
sub_154.txt
msg_Ev_sub_154_01_talk_01	我叫法才！我正在巡遊各地，\n收集稀有的寶可夢。[VAR 0114(01C1)]
msg_Ev_sub_154_01_talk_02	這個小傢伙是索財靈。[VAR 0114(01C1)]
msg_Ev_sub_154_01_talk_03	財財～
msg_Ev_sub_154_01_talk_04	牠是我在帕底亞地區觀光的時候\n捉到的寶可夢喔。[VAR 0114(01C1)]
msg_Ev_sub_154_01_talk_05	但是要讓索財靈進化，\n必須要有索財靈的硬幣。[VAR 0114(01C1)]
msg_Ev_sub_154_01_talk_06	而且數量竟然要……[VAR 0114(01C1)]
msg_Ev_sub_154_01_talk_07	999枚！[VAR 0114(01C1)]
msg_Ev_sub_154_01_talk_08	不過在密阿雷市，\n是找不到索財靈的硬幣的。[VAR 0114(01C1)]
msg_Ev_sub_154_01_talk_09	拜託了！請[VAR 1100(00FF,0101)]你妳聽聽我的請求。\n我把索財靈託付給[VAR 1100(00FF,0101)]你妳，幫我把牠進化吧！[VAR 0114(01C1)]
msg_Ev_sub_154_01_select_01	好啊
msg_Ev_sub_154_01_select_02	請等一下
msg_Ev_sub_154_01_talk_10	密阿雷的人真冷淡……\n分一點溫柔給我吧……[VAR 0114(01C1)]
msg_Ev_sub_154_01_talk_11	[VAR 1100(00FF,0101)]你妳的盒子是滿的。\n放生寶可夢之後再來吧。[VAR 0114(01C1)]
msg_Ev_sub_154_01_talk_12	[VAR 1100(00FF,0101)]你妳真機靈！！[VAR 0114(01C1)]
msg_Ev_sub_154_01_talk_16	得到了索財靈！
msg_Ev_sub_154_01_talk_17	得到了413枚\n索財靈的硬幣！
msg_Ev_sub_154_01_talk_13	幫我把索財靈進化吧。[VAR 0114(01C1)]
msg_Ev_sub_154_01_talk_14	[VAR 1100(00FF,0101)]你妳順便收下我在帕底亞地區\n收集到的索財靈的硬幣吧。[VAR 0114(01C1)]
msg_Ev_sub_154_01_talk_15	[VAR 1100(00FF,0101)]你妳如果讓索財靈進化了，\n把牠帶來給我瞧瞧！\c\n只要收集到999枚索財靈的硬幣\n就能讓牠進化了！[VAR 0114(01C1)]
msg_87caf6bce52e314c987390aebd17c48b	[~ 19]
msg_Ev_sub_154_10_talk_01	[VAR 1100(00FF,0101)]你妳如果讓索財靈進化了，\n就帶著牠來找我吧～[VAR 0114(01C1)]
msg_Ev_sub_154_10_talk_02	[VAR 1100(00FF,0101)]你妳讓索財靈進化了嗎？\n那就趕快讓我看看吧～！[VAR 0114(01C1)]
msg_Ev_sub_154_10_talk_03	哦哦……\n這光輝真是太耀眼了。[VAR 0114(01C1)]
msg_Ev_sub_154_10_talk_04	我有個厚臉皮的請求，但[VAR 1100(00FF,0101)]你妳聽我說。[VAR 0114(01C1)]
msg_Ev_sub_154_10_talk_05	把[VAR 1100(00FF,0101)]你妳的賽富豪給我吧～！\n給我吧！給我吧～！[VAR 0114(01C1)]
msg_Ev_sub_154_10_select_01	好啊
msg_Ev_sub_154_10_select_02	請等一下
msg_Ev_sub_154_10_talk_06	說得也是……\n[VAR 1100(00FF,0101)]你妳忘了我說的話吧……[VAR 0114(01C1)]
msg_Ev_sub_154_10_talk_07	不過我會自己收集硬幣，\n讓索財靈進化的！[VAR 0114(01C1)]
msg_Ev_sub_154_10_talk_08	[VAR 1100(00FF,0101)]你妳真機靈！！[VAR 0114(01C1)]
msg_Ev_sub_154_10_talk_09	賽富豪的光輝……\n好像連我都在發光了！[VAR 0114(01C1)]
msg_Ev_sub_154_10_talk_10	我由衷地感謝[VAR 1100(00FF,0101)]你妳的努力。[VAR 0114(01C1)]
msg_c3d52d1ae7948f4008d663ec5a243f22	[~ 32]
msg_Ev_sub_154_255_talk_01	多虧了[VAR 1100(00FF,0101)]你妳的努力，\n我才能讓賽富豪成為我的搭檔！\r\n[VAR 1100(00FF,0101)]你妳別忘了我的感謝啊！[VAR 0114(01C1)]
msg_Ev_sub_154_255_talk_02	豪～豪豪～！
msg_Ev_sub_154_255_talk_03	總有一天我會讓索財靈進化的。\n[VAR 1100(00FF,0101)]你妳就好好地期待那一天到來吧！[VAR 0114(01C1)]
sub_155.txt
msg_Ev_sub_155_01_talk_01	那邊那位訓練家，\n可以請[VAR 1100(00FF,0101)]你妳幫我一個小忙嗎？[VAR 0114(01C2)]
msg_Ev_sub_155_01_talk_02	為了回去看正在看家的\n寶可夢凍脊龍狀況如何，\c\n我想離開商店一下，\n但店裡又不能放著沒人顧。[VAR 0114(01C2)]
msg_Ev_sub_155_01_talk_03	能請[VAR 1100(00FF,0101)]你妳替我顧店嗎？\c\n如果[VAR 1100(00FF,0101)]你妳能幫我好好顧店，\n獎勵會很豐厚的！[VAR 0114(01C2)]
msg_Ev_sub_155_01_talk_04	如果[VAR 1100(00FF,0101)]你妳準備好要顧店了，\n就請跟我說一聲喔。[VAR 0114(01C2)]
msg_c3c301843694819cbe05f0f833d86cf0	[~ 4]
msg_Ev_sub_155_10_talk_01	[VAR 1100(00FF,0101)]你妳願意幫忙顧店嗎？[VAR 0114(01C2)]
msg_Ev_sub_155_10_select_01	沒問題！
msg_Ev_sub_155_10_select_02	現在不方便
msg_Ev_sub_155_10_talk_02	啊啊！好擔心家裡啊！\c\n讓凍脊龍自己看家，\n家裡說不定會凍得硬梆梆！？[VAR 0114(01C2)]
msg_Ev_sub_155_10_talk_03	[VAR 1100(00FF,0101)]你妳要記住商品的價格喔。\c\n美味之水　200\n勁爽汽水　300\c\n果汁牛奶　400\n哞哞鮮奶　600\r\n我馬上就回來，拜託[VAR 1100(00FF,0101)]你妳囉！[VAR 0114(01C2)]
msg_Ev_sub_155_10_talk_10	請給我3個美味之水\n和1個哞哞鮮奶。
msg_Ev_sub_155_10_select_10	800
msg_Ev_sub_155_10_select_11	1000
msg_Ev_sub_155_10_select_12	1200
msg_Ev_sub_155_10_select_13	1400
msg_Ev_sub_155_10_talk_11	謝謝。
msg_Ev_sub_155_10_talk_12	太棒啦！\n賺到了。
msg_Ev_sub_155_10_talk_13	咦？\n不知不覺中漲價了嗎？
msg_Ev_sub_155_10_talk_20	好猶豫……\n以現在的心情來說，好像該選美味之水。[VAR 0114(0020)]
msg_Ev_sub_155_10_talk_21	我要哞哞鮮奶……\n不對不對！還是果汁牛奶好了！[VAR 0114(0023)]
msg_Ev_sub_155_10_talk_22	這樣的話，那我選勁爽汽水？\n加起來多少錢？[VAR 0114(0020)]
msg_Ev_sub_155_10_select_20	700
msg_Ev_sub_155_10_select_21	900
msg_Ev_sub_155_10_select_22	1100
msg_Ev_sub_155_10_select_23	1300
msg_Ev_sub_155_10_talk_23	新來的店員也算得很精準呢！\n那再見囉！[VAR 0114(0020)]
msg_Ev_sub_155_10_talk_24	糟糕糟糕糟糕糟糕糟糟糕！\n新來的店員不會算數，糟糕了！[VAR 0114(0023)]
msg_Ev_sub_155_10_speech_25	新店員不擅長算術耶。
msg_Ev_sub_155_10_speech_26	很不妙對吧。\n新來的這個店員。
msg_Ev_sub_155_10_talk_30	我想想～～～\n……我需要有氣泡感的那個\c\n和鮮奶！……\n裡面感覺混了各種東西的那個，\c\n然後還要什麼都\n沒加的普通的鮮奶，\c\n啊，有氣泡感的那個，\n麻煩給我3個，其他各1個。
msg_Ev_sub_155_10_select_30	1500
msg_Ev_sub_155_10_select_31	1600
msg_Ev_sub_155_10_select_32	1800
msg_Ev_sub_155_10_select_33	1900
msg_Ev_sub_155_10_talk_31	啊～～～對對，就是1900啦。\n那麼我就告辭囉。
msg_Ev_sub_155_10_talk_32	奇～怪～是這樣嗎？\n好像和平常不一樣，但我先告辭囉。
msg_Ev_sub_155_10_talk_40	噗！
msg_Ev_sub_155_10_talk_41	噗噗豬拿出了1000。
msg_Ev_sub_155_10_talk_42	噗！噗！
msg_Ev_sub_155_10_talk_43	噗噗豬叫了2聲。\c\n給牠2個加起來是\n1000的組合應該就可以了。
msg_Ev_sub_155_10_select_40	美味之水和勁爽汽水
msg_Ev_sub_155_10_select_41	勁爽汽水和果汁牛奶
msg_Ev_sub_155_10_select_42	果汁牛奶和哞哞鮮奶
msg_Ev_sub_155_10_select_43	美味之水和果汁牛奶
msg_Ev_sub_155_10_select_44	美味之水和哞哞鮮奶
msg_Ev_sub_155_10_talk_44	噗♪
msg_Ev_sub_155_10_talk_45	噗噗豬看起來很開心！
msg_Ev_sub_155_10_talk_46	噗～～～～！！
msg_Ev_sub_155_10_talk_47	噗噗豬對[VAR 1100(00FF,0101)]你妳\n使出了精神強念！
msg_Ev_sub_155_10_talk_50	突然有個派對啊，\n所以需要超多飲料啦。\c\n美味之水65個，\n勁爽汽水23個，\c\n果汁牛奶28個，\n還有哞哞鮮奶31個，拜託[VAR 1100(00FF,0101)]你妳囉！\r\n啊，快一點啦！幫幫忙拜託[VAR 1100(00FF,0101)]你妳了。
msg_Ev_sub_155_10_select_50	45700
msg_Ev_sub_155_10_select_51	46900
msg_Ev_sub_155_10_select_52	47900
msg_Ev_sub_155_10_select_53	48700
msg_Ev_sub_155_10_select_54	49700
msg_Ev_sub_155_10_talk_51	[VAR 1100(00FF,0101)]你妳是個算數小天才嘛！\n我會再來的，到時就拜託[VAR 1100(00FF,0101)]你妳囉。
msg_Ev_sub_155_10_talk_52	[VAR 1100(00FF,0101)]你妳讓人有點小失望耶。\n我會再來的，到時就拜託[VAR 1100(00FF,0101)]你妳囉。
msg_Ev_sub_155_10_talk_60	辛苦了！\n謝謝[VAR 1100(00FF,0101)]你妳幫我顧店。[VAR 0114(01C2)]
msg_Ev_sub_155_10_talk_61	那麼，我們就來確認\n商品和營業額吧。[VAR 0114(01C2)]
msg_Ev_sub_155_10_talk_62	欸～！[VAR 1100(00FF,0101)]你妳可能不適合顧店。\n以顧店級別來說是Z級耶。[VAR 0114(01C2)]
msg_Ev_sub_155_10_talk_63	唔唔唔，\n忽然要顧店可能太勉強[VAR 1100(00FF,0101)]你妳了。[VAR 0114(01C2)]
msg_Ev_sub_155_10_talk_64	作為顧店的人來說，\n感覺有一點吃力呢。[VAR 0114(01C2)]
msg_Ev_sub_155_10_talk_65	看來[VAR 1100(00FF,0101)]你妳顧店算是顧得普普通通呢。\n普通可不是什麼壞事喔。[VAR 0114(01C2)]
msg_Ev_sub_155_10_talk_66	看來[VAR 1100(00FF,0101)]你妳顧店顧得相當出色喔。[VAR 0114(01C2)]
msg_Ev_sub_155_10_talk_67	不妙！好厲害！\n我遇到顧店的勁敵了！[VAR 0114(01C2)]
msg_Ev_sub_155_10_talk_68	[VAR 0100(0000)]得到了\n[VAR 0204(0002,0000)]作為獎勵！
msg_Ev_sub_155_10_talk_69	負責看家的凍脊龍把家裡\n冰封起來也變得挺涼快的了。[VAR 0114(01C2)]
msg_Ev_sub_155_10_talk_70	總之[VAR 1100(00FF,0101)]你妳幫了我大忙！\n下次歡迎[VAR 1100(00FF,0101)]你妳來當客人喔。[VAR 0114(01C2)]
msg_Ev_sub_155_10_talk_71	要趁現在\n查看商品的價格嗎？
msg_Ev_sub_155_10_select_55	查看
msg_Ev_sub_155_10_select_56	不要
msg_Ev_sub_155_10_talk_72	美味之水　200\n勁爽汽水　300\c\n果汁牛奶　400\n哞哞鮮奶　600
sub_156.txt
msg_Ev_sub_156_01_talk_01	超Z隊的[VAR 0100(0000)]！\n請聽一下下我的請求！[VAR 0114(01C3)]
msg_Ev_sub_156_01_talk_02	拜託帶我家的狗仔包去散步吧。[VAR 0114(01C3)]
msg_Ev_sub_156_01_talk_03	為了狗仔包的健康也好，\n散步是不可或缺的，不過我有點忙……[VAR 0114(01C3)]
msg_Ev_sub_156_01_talk_04	包嗚～
msg_Ev_sub_156_01_talk_05	所以說，拜託讓狗仔包\n去散一下步吧！[VAR 0114(01C3)]
msg_Ev_sub_156_01_talk_06	準備好去散步的話，\n就跟我搭個話吧。[VAR 0114(01C3)]
msg_f08e7b2d2efc49844587b3c588d2aee5	[~ 6]
msg_Ev_sub_156_10_talk_01	[VAR 1100(00FF,0101)]你妳準備好\n要和狗仔包去散步了嗎？[VAR 0114(01C3)]
msg_Ev_sub_156_10_select_01	一起去散步吧
msg_Ev_sub_156_10_select_02	請等一下
msg_Ev_sub_156_10_talk_02	拜託了，\n請[VAR 1100(00FF,0101)]你妳帶狗仔包去散步！[VAR 0114(01C3)]
msg_Ev_sub_156_10_talk_03	狗仔包去散步時，\n有一條牠喜歡的路線。[VAR 0114(01C3)]
msg_Ev_sub_156_10_talk_04	上了這個階梯後，\n請進到右邊的巷子裡。\r\n看到黃色的郵筒就對了。[VAR 0114(01C3)]
msg_Ev_sub_156_10_talk_09	牠喜歡在野生特區的\n周邊繞個1圈喔。[VAR 0114(01C3)]
msg_Ev_sub_156_10_talk_05	那麼，\n狗仔包路上小心！[VAR 0114(01C3)]
msg_Ev_sub_156_10_talk_06	包嗚～
msg_Ev_sub_156_10_talk_07	帶狗仔包去散步的事就交給[VAR 1100(00FF,0101)]你妳了喔！\n最後請回到這邊來。[VAR 0114(01C3)]
msg_Ev_sub_156_10_talk_08	……包嗚。
msg_b929ada761de2a5fda05f6d997cab548	[~ 18]
msg_Ev_sub_156_20_talk_01	哎呀！是麵包店的狗仔包呢。\n今天是和年輕的人一起散步啊。[VAR 0114(0024)]
msg_Ev_sub_156_20_talk_02	包嗚♪
msg_Ev_sub_156_20_talk_03	這樣啊，\n散步愉快喔～[VAR 0114(0024)]
msg_Ev_sub_156_20_talk_04	……包嗚。
msg_Ev_sub_156_20_wait_01	我常常在散步的時候\n碰到麵包店的狗仔包呢！[VAR 0114(0024)]
msg_0ea6bc3793414a9d34c5ebaae7507577	[~ 24]
msg_Ev_sub_156_lost_01	和狗仔包走散了……
msg_01f12b91214196bf6f646a991b0259b1	[~ 26]
msg_Ev_sub_156_30_talk_01	吼偶偶！
msg_Ev_sub_156_30_talk_02	喂，偶叫獒。\n不用發出低吼聲啦。[VAR 0114(0020)]
msg_Ev_sub_156_30_talk_03	不好意思，\n我家的偶叫獒動不動就發脾氣。[VAR 0114(0020)]
msg_Ev_sub_156_30_select_01	沒關係的
msg_Ev_sub_156_30_select_02	偶叫獒真有精神呢
msg_Ev_sub_156_30_talk_04	不不不，太頑皮了讓我很傷腦筋。\n[VAR 1100(00FF,0101)]你妳那隻狗仔包也很可愛！[VAR 0114(0020)]
msg_Ev_sub_156_30_talk_05	哇！原來[VAR 1100(00FF,0101)]你妳是替人\n帶牠來散步的啊。[VAR 0114(0020)]
msg_Ev_sub_156_30_talk_06	吼偶？
msg_Ev_sub_156_30_talk_07	包嗷～
msg_Ev_sub_156_30_talk_08	哈哈！訓練家彼此問候一下的話，\n寶可夢也會放下戒心吧。[VAR 0114(0020)]
msg_Ev_sub_156_30_talk_09	那狗仔包，\n我們下次再見！[VAR 0114(0020)]
msg_Ev_sub_156_30_talk_10	……包嗚。
msg_9d60bdcd4044eb4be14128bacb63dd84	[~ 39]
msg_Ev_sub_156_40_talk_01	包嗚！！
msg_Ev_sub_156_40_talk_02	哇～好可愛！[VAR 0114(0021)]
msg_Ev_sub_156_40_talk_03	牠叫做狗仔包對吧。\n我知道喔。[VAR 0114(0022)]
msg_Ev_sub_156_40_talk_04	包嗷～
msg_Ev_sub_156_40_talk_05	我可以和狗仔包玩嗎？[VAR 0114(0021)]
msg_Ev_sub_156_40_talk_06	包嗚！！
msg_Ev_sub_156_40_talk_07	狗仔包不只散了步，\n還有人陪牠玩，看起來很滿足。\r\n回到委託人那裡吧。
msg_Ev_sub_156_40_talk_09	包嗚！
msg_Ev_sub_156_40_talk_08	……包嗚。
msg_Ev_sub_156_40_wait_01	狗仔包進化後，\n可是會變成麻花犬喔！
msg_Ev_sub_156_40_wait_02	狗仔包太可愛了！
msg_Ev_sub_156_40_wait_03	剛才那隻狗仔包，\n是麵包店的寶可夢對吧。
msg_9319ec256202eb84b7c77f078abd1465	[~ 52]
msg_Ev_sub_156_50_talk_01	哦～狗仔包，\n看樣子散步很愉快呢！[VAR 0114(01C3)]
msg_Ev_sub_156_50_talk_02	包嗚！！
msg_Ev_sub_156_50_talk_03	[VAR 0100(0000)]，\n謝謝[VAR 1100(00FF,0101)]你妳！[VAR 0114(01C3)]
msg_Ev_sub_156_50_talk_04	狗仔包吐出的氣息裡含有酵母，\n可以使周圍的東西發酵喔。\c\n用那個酵母做的麵包大受歡迎，\n結果這幾天都沒能去散步……[VAR 0114(01C3)]
msg_Ev_sub_156_50_talk_05	不過我以後不會再做麵包做過頭，\n會好好珍惜和狗仔包在一起的時間。[VAR 0114(01C3)]
msg_Ev_sub_156_50_talk_06	因為大家都知道\n我不知道的狗仔包的可愛之處，\r\n這讓我很不甘心啊！[VAR 0114(01C3)]
msg_Ev_sub_156_50_talk_07	包嗚！！
msg_491a8f5887fbad25f6cb65ab7a05245a	[~ 60]
msg_Ev_sub_156_255_talk_01	畢竟我想知道狗仔包\n全部的可愛之處嘛。[VAR 0114(01C3)]
msg_Ev_sub_156_255_talk_02	包嗚！！
sub_157.txt
msg_Ev_sub_157_01_talk_01	[VAR 0100(0000)][VAR 1100(00FF,0202)]先生小姐。[VAR 0114(01C4)]
msg_Ev_sub_157_01_talk_02	我是闊星公司的員工，\n負責管理野生特區。[VAR 0114(01C4)]
msg_Ev_sub_157_01_talk_03	這個8號野生特區裡的\n野生寶可夢看起來不太對勁。[VAR 0114(01C4)]
msg_Ev_sub_157_01_talk_04	不好意思給您添麻煩，\n但我想請您協助調查。[VAR 0114(01C4)]
msg_Ev_sub_157_01_talk_05	請您準備好之後，\n就去調查8號野生特區吧。[VAR 0114(01C4)]
msg_a8465c1bd6d1e20f8ab6d775983913cc	[~ 5]
msg_Ev_sub_157_10_talk_01	……沙嘶。
msg_Ev_sub_157_10_talk_02	娃吧吧啊！！
msg_7448a0ba4fe1da4b213a96877064f01e	[~ 8]
msg_Ev_sub_157_11_talk_01	嘿勾。
msg_Ev_sub_157_11_talk_02	螺溜～
msg_Ev_sub_157_11_talk_03	真不愧是[VAR 0100(0000)][VAR 1100(00FF,0202)]先生小姐。\n何止調查甚至還把問題解決好了。[VAR 0114(01C4)]
msg_Ev_sub_157_11_talk_04	恐怕是因為從異次元密阿雷來的\n沙丘娃住了下來，\r\n所以黑眼鱷牠們才會害怕的吧。[VAR 0114(01C4)]
msg_Ev_sub_157_11_talk_05	順帶一提，沙丘娃的圖鑑說明……[VAR 0114(01C4)]
msg_Ev_sub_157_11_talk_06	死者的怨念附在沙丘上，\n從而變成的寶可夢。\r\n很喜歡頭上的鏟子。[VAR 0114(01C4)]
msg_Ev_sub_157_11_talk_07	……是這麼說的。\n死者的怨念是嗎……[VAR 0114(01C4)]
msg_Ev_sub_157_11_talk_08	[VAR 0100(0000)][VAR 1100(00FF,0202)]先生小姐，\n那麼我就先告辭了。[VAR 0114(01C4)]
sub_158.txt
msg_Ev_sub_158_01_talk_01	沒想到能在這種地方遇到看起來\n有兩把刷子的訓練家，我還真走運！[VAR 0114(01C5)]
msg_Ev_sub_158_01_talk_02	……不對，哪裡走運，\n我明明遇上麻煩了。[VAR 0114(01C5)]
msg_Ev_sub_158_01_talk_03	下水道的管線堵住了。\n看來是大塊頭的寶可夢造成的。[VAR 0114(01C5)]
msg_Ev_sub_158_01_talk_04	畢竟是大塊頭的寶可夢，應該不好對付吧。\n所以就輪到[VAR 1100(00FF,0101)]你妳出場了。[VAR 0114(01C5)]
msg_Ev_sub_158_01_talk_05	我會把可能有寶可夢堵住的地點座標\n傳到[VAR 1100(00FF,0101)]你妳的地圖上的，\r\n[VAR 1100(00FF,0101)]你妳再用導航之類的幫我調查啦。[VAR 0114(01C5)]
msg_Ev_sub_158_01_talk_06	我會把座標傳到[VAR 1100(00FF,0101)]你妳的地圖上的，\n[VAR 1100(00FF,0101)]你妳再用導航之類的幫我調查啦。[VAR 0114(01C5)]
msg_9a088ccd52ff11f4983a3f37206adf8a	[~ 6]
msg_Ev_sub_158_10_talk_01	寶可夢吃吼霸堵住了。
msg_Ev_sub_158_10_talk_02	只要用寶可夢的招式給予衝擊，\n或許可以讓牠從管線裡出來！
msg_ad8dea908a5916ef9378f33c1b1a85e7	[~ 9]
msg_Ev_sub_158_20_talk_01	吃吼霸不知所以地\n大鬧了起來！
msg_Ev_sub_158_20_talk_02	啦唰啊！！
msg_81d256a56c4ad42112650bb52953a78f	[~ 12]
msg_Ev_sub_158_21_talk_01	因為寶可夢的反應消失了，\n我就過來了……這傢伙是怎麼回事啊！？[VAR 0114(01C5)]
msg_Ev_sub_158_21_talk_02	是吃吼霸啊。\n還真的是大塊頭的寶可夢耶。[VAR 0114(01C5)]
msg_Ev_sub_158_21_talk_03	……唰啊。
msg_Ev_sub_158_21_talk_04	牠是在道歉嗎？不用在意！\n你是想試著鑽過去對吧？我懂啦。[VAR 0114(01C5)]
msg_Ev_sub_158_21_talk_05	只要你願意，\n就來當我的夥伴吧。[VAR 0114(01C5)]
msg_Ev_sub_158_21_talk_06	在下水道生活的寶可夢也不少。\n有你在的話我就安心了。[VAR 0114(01C5)]
msg_Ev_sub_158_21_talk_07	啦唰啊！！
msg_Ev_sub_158_21_talk_08	那就這麼決定了！[VAR 0114(01C5)]
msg_Ev_sub_158_21_talk_09	嘿！\n謝謝[VAR 1100(00FF,0101)]你妳救了吃吼霸啊。[VAR 0114(01C5)]
msg_Ev_sub_158_21_talk_10	好！吃吼霸，\n立刻上工吧。[VAR 0114(01C5)]
msg_90500358a53c90f92493b52bcab0c435	[~ 23]
msg_Ev_sub_158_255_talk_01	多虧了大塊頭的吃吼霸，\n在下水道也能安心工作啦！[VAR 0114(01C5)]
msg_Ev_sub_158_255_talk_02	啦唰啊！！
sub_159.txt
msg_Ev_sub_159_01_talk_01	雖然有點突然，我來考考[VAR 1100(00FF,0101)]你妳。\c\n請問密阿雷市有幾間\n寶可夢中心呢？[VAR 0114(01C6)]
msg_Ev_sub_159_01_select_01	6間
msg_Ev_sub_159_01_select_02	7間
msg_Ev_sub_159_01_select_03	8間
msg_Ev_sub_159_01_select_04	9間
msg_Ev_sub_159_01_select_05	10間
msg_Ev_sub_159_01_talk_02	很可惜……\n一共有9間。[VAR 0114(01C6)]
msg_Ev_sub_159_01_talk_03	答對了！\n一共有9間。[VAR 0114(01C6)]
msg_Ev_sub_159_01_talk_04	在這當中，寶可夢中心：冬日大道的\n精靈球營業額是遠遠落後的最後一名……[VAR 0114(01C6)]
msg_Ev_sub_159_01_talk_05	但只要有某隻寶可夢在的話，\n一切都能解決。\r\n首先請[VAR 1100(00FF,0101)]你妳聽我說作戰名稱。[VAR 0114(01C6)]
msg_Ev_sub_159_01_talk_06	那就是，哎呀球賣翻天計畫！！[VAR 0114(01C6)]
msg_Ev_sub_159_01_talk_07	讓我來為[VAR 1100(00FF,0101)]你妳說明。[VAR 0114(01C6)]
msg_Ev_sub_159_01_talk_08	櫃台的這一帶\n有點空蕩蕩的對吧？[VAR 0114(01C6)]
msg_Ev_sub_159_01_talk_09	只要有酷似精靈球的\n寶可夢「[VAR FF00(0006)]哎呀球菇[VAR FF00(0000)]」在這邊的話，\r\n大家就會被吸引去買精靈球的！[VAR 0114(01C6)]
msg_Ev_sub_159_01_talk_10	拜託[VAR 1100(00FF,0101)]你妳了！\n請務必將哎呀球菇讓給我！[VAR 0114(01C6)]
msg_715424b18a0d54dbbc2916adabbbea13	[~ 15]
msg_Ev_sub_159_10_talk_10	[VAR 1100(00FF,0101)]你妳願意把哎呀球菇\n讓給我嗎？[VAR 0114(01C6)]
msg_Ev_sub_159_10_select_01	出讓哎呀球菇
msg_Ev_sub_159_10_select_02	請等一下
msg_Ev_sub_159_10_talk_01	拜託[VAR 1100(00FF,0101)]你妳了！\n請務必將哎呀球菇讓給我！[VAR 0114(01C6)]
