ActorType\ArmorHead.msbt
Armor_015_Head_Name	Hylian Hood
Talk_Challenge04	Could I bother you further to prepare the\ndish for me? I must sample it!\x0e\x01\x04\x06\x03\0\x04\0\0\x01
0002	Give him fruitcake.
0003	Give him monster cake.
0004	Not right now.
Talk_Challenge05	\x0e\x03\x01\x02\t\x0cTo taunt me with such a delectable and\nbeautiful aroma yet not share...\nSo cruel...
Talk_Challenge06	This... This is the fruitcake said to be\neaten by the princess of Hyrule...
Talk_Challenge07	*crunch* *munch...munch*\n*gulp*
Talk_Challenge08	\x0e\x04\x01\x02\x04ÍSimply...\x0e\x05\x01\0delicious...\x0e\x05\0\0 How could I possibly\ndescribe this experience?\n\n\x0e\x03\x01\x02\x0b\x01A refreshing aroma reminiscent of\ngalloping across these majestic planes\non horseback...\nNo, that undersells the dish's complexity.\n\n\nIt fills me with that heart-thumping\nintensity that seizes your very soul\nwhen you're spotted by a Guardian!
Talk_Challenge09	A truly elegant dish!\x0e\x03\x01\x02\x07\x0b I never thought I\nwould taste something quite so thrilling.\n\nI really must thank you for giving me\nsuch a beautiful meal!\x0e\x03\x01\x02\x07\x0b Here, take this.\nFor your trouble.
Talk_Challenge10	This monster cake is said to have been a\nfavorite of the minister of Hyrule.
Talk_Challenge11	\x0e\x04\x01\x02\x04ÍIt tastes...beautiful...\nHow can I put it into words?\x0e\x03\x01\x02\x0b\x01\n\nIt's like biting into a Chuchu...\n\n\nNo, no, that would be disgusting and\ndangerous. It stimulates the brain, much\nlike being pummeled by a Hinox!
Talk_near00	I could go for a bite...
Talk_near01	Mm, royal cuisine...
EventFlowMsg\SandStorm.msbt
Npc_SmallOasis007_R_001	\x0e\x03\x01\x02\x0b\0That sandstorm... They say it stops for\na few hours a day, but it hasn't let up\neven a little since I've been watching.
Npc_SmallOasis007_R_005	\x0e\x03\x01\x02\0\0Rumor has it \x0e\0\x03\x02\0\0an ancient civilization hid a\ntreasure\x0e\0\x03\x02ÿÿ inside that sandstorm.\n\nI've been here for days waiting for the\nstorm to settle down so I can nab it!\x0e\x05\x02\0\n\x0e\x03\x01\x02\x0b\0I just hope it wasn't a bad lead...
Npc_SmallOasis007_R_002	{s[080]}\x0e\x03\x01\x02\0\0Tomorrow will be the day I see this sandstorm swirl\nto a halt... I just know it!{s[100]}
Npc_SmallOasis007_F_001	\x0e\x03\x01\x02\0\0A \x0e\0\x03\x02\0\0treasure hidden inside a sandstorm by\nan ancient civilization\x0e\0\x03\x02ÿÿ...\nThe makings of a fine adventure for sure.\n\x0e\x03\x01\x02\x0b\0They say the sandstorm lets up for a few\nhours each day, but I haven't seen it\nsettle down for even an instant.\nI've had my eyes glued to it all this time.\x0e\x05\x01\0\nExcept for when I've fallen asleep...
Npc_SmallOasis007_F_008	\x0e\x03\x01\x02\0\0Wait, who did you say you are again?
Npc_SmallOasis007_F_010	\x0e\x03\x01\x02\0\0An adventure like this has been a lifelong\ndream! You could never understand!
Npc_SmallOasis007_F_004	\x0e\x03\x01\x02\0\0A \x0e\0\x03\x02\0\0treasure hidden inside a sandstorm by\nan ancient civilization\x0e\0\x03\x02ÿÿ...\n\nSounds like an adventure just waiting\nto happen.\n\n\x0e\x03\x01\x02\x0b\0They say the sandstorm lets up for a few\nhours each day, but I haven't seen it\nsettle down for even an instant.\x0e\x01\x04\x06\0\0\x01\0\0\x01
Npc_SmallOasis007_F_002	{s[080]}\x0e\x03\x01\x02\0\0Tomorrow will be the day I see this sandstorm swirl\nto a halt... I just know it!{s[100]}
Npc_SmallOasis007_F_011	\x0e\x03\x01\x02\0\0Not now! You'll distract me!
Npc_SmallOasis007_F_003	\x0e\x03\x01\x02\0\x06Shifty merchants? Sorry, no idea\nwhat you're talking about.\n\nThe only things I'm interested in right\nnow are this sandstorm and the treasure\nhiding inside its...\x0e\x05\0\0storming...\x0e\x05\0\0sands...
Npc_SmallOasis007_F_007	OK, OK, I know I keep asking you this,\nbut...\x0e\x05\x02\0 Who are you?
Npc_SmallOasis007_F_005	\x0e\x03\x01\x02\x0b\0I haven't taken my eyes off this\nsandstorm for days. Except for when\nI've fallen asleep...
Npc_SmallOasis007_F_006	\x0e\x03\x01\x02\0\0And that brings me to my next point!\x0e\x05\x01\0\n...Who are you?
Npc_SmallOasis007_F_012	\x0e\x03\x01\x02\x04\x13Huh?\x0e\x05\x01\0 Did it...\x0e\x05\0\0\nDid the sandstorm stop?!\n\n\x0e\x03\x01\x02\0\0After all this time watching it...\x0e\x05\x01\0\nWhy did it just disappear like that?\x0e\x05\0\0\nWhat a mystery!
0000	Any shifty merchants?
0001	Good-bye.
EventFlowMsg\SanrokuMini_Lizard.msbt
NewText_01	\x0e\x03\x01\x02\x03 Sure is hot, ain't it?
NewText_02	\x0e\x03\x01\x02\x03 How's it going, buddy?\x0e\x05\0\0 Sure is hot\naround these parts, ain't it? Even at\nnight, like you wouldn't believe.\nBut those folks from Goron City, I'll\ntell ya... Sure are amazing, huh?\x0e\x05\0\0\nEating hotpot even in this heat.
NewText_04	\x0e\x03\x01\x02\x07\0Oh, hey!\x0e\x05\0\0 Perfect!\x0e\x05\0\0\nYou showed up at just the right time.
NewText_05	\x0e\x03\x01\x02\0\x01I'm on my way back from \x0e\0\x03\x02\x02\0Goron City\x0e\0\x03\x02ÿÿ\x0e\x05\0\0\nbut forgot to buy souvenirs.\n\nI wanted to capture some of those\n\x0e\0\x03\x02\x02\0fireproof lizards \x0e\0\x03\x02ÿÿthat live here on Death\nMountain, but those suckers are quick.\nSay, you look pretty speedy. I bet you\ncould catch a ton! If you bring me \x0e\0\x03\x02\0\010\x0e\0\x03\x02ÿÿ, I'll\neven give you some heat-resistant armor.\nSo what do you say, buddy? Help a pal\nout of a jam by capturing me some \n\x0e\0\x03\x02\x02\0fireproof lizards\x0e\0\x03\x02ÿÿ?\x0e\x01\x04\x06\0\0\x01\0\0\x01
NewText_06	\x0e\x03\x01\x02\x06\0If you bring me \x0e\0\x03\x02\0\010\x0e\0\x03\x02ÿÿ \x0e\0\x03\x02\x02\0fireproof lizards\x0e\0\x03\x02ÿÿ, I'll\ngive you this heat-resistant armor I have.\n\nWhat do you say, buddy? Up for catching\nme some \x0e\0\x03\x02\x02\0fireproof lizards\x0e\0\x03\x02ÿÿ?\x0e\x01\x04\x06\0\0\x01\0\0\x01
0000	Leave it to me!
0001	Maybe later...
NewText_07	\x0e\x03\x01\x02\x07\0Great!\x0e\x05\x01\0\nThanks, buddy!\n\nJust \x0e\0\x03\x02\0\010 \x0e\0\x03\x02\x02\0fireproof lizards\x0e\0\x03\x02\0\0\x0e\0\x03\x02ÿÿ should be\nenough.\x0e\x05\0\0 You can probably find some\nright around here!
NewText_08	\x0e\x03\x01\x02\t\0Oh, you aren't up for it?\x0e\x05\x01\0 I guess I'll just\nhave to try harder.\x0e\x05\0\0 I mean, my knees are\npretty bad, but I'll figure it out.
NewText_09	\x0e\x03\x01\x02\x07\0Wow, look at all them \x0e\0\x03\x02\x02\0fireproof lizards\x0e\0\x03\x02ÿÿ!\n\x0e\x05\0\0You actually managed to chase down \x0e\0\x03\x02\0\010\x0e\0\x03\x02ÿÿ\nof those suckers?!\n\x0e\x03\x01\x02\x01\x01Well, a deal's a deal.\x0e\x05\0\0 Hand them over and\nI'll give you this heat-resistant armor.\x0e\x01\x04\x06\x02\0\x03\0\0\x01
0002	Here you go.
0003	Not right now...
NewText_11	\x0e\x03\x01\x02\x03\x0cDid you find any\x0e\0\x03\x02\0\0\x0e\x05\0\0\x0e\0\x03\x02ÿÿ \x0e\0\x03\x02\x02\0fireproof lizards\x0e\0\x03\x02ÿÿ?\nIf you find \x0e\0\x03\x02\0\010\x0e\0\x03\x02ÿÿ, feel free to drop them off\nwith me, buddy!
NewText_12	\x0e\x03\x01\x02\t\0Huh? \x0e\x05\0\0You wanna keep them for yourself?\nWell, that's too bad... \x0e\x05\0\0But I guess fair's\nfair. You caught them, after all.\n\x0e\x03\x01\x02\0\0But I'll be glad to take them off your\nhands if you change your mind.
NewText_13	\x0e\x03\x01\x02\x07\0Thanks, buddy!\x0e\x05\0\0\nHere, take this.
NewText_14	\x0e\x03\x01\x02\x05\x10Oh, um... \x0e\x05\0\0I'm not trying to shortchange\nyou, buddy, but...\x0e\x05\0\0you're holding too\nmany things already.\n\x0e\x03\x01\x02\0 I'll hold on to this until you can free up\nsome space, so just come back then.
NewText_15	\x0e\x03\x01\x02\0\0...\x0e\x05\x02\0\x0e\x03\x01\x02\0\x13Hmm?\x0e\x05\x02\0 Something the matter, buddy?\n\n\n\x0e\x03\x01\x02\0\x13My helmet?\x0e\x05\0\0 Sorry, it ain't for lending!\x0e\x05\x01\0 It's\ntoo expensive for that. You can buy your\nown in \x0e\0\x03\x02\x02\0Goron City\x0e\0\x03\x02ÿÿ.\nTo get to \x0e\0\x03\x02\x02\0Goron City\x0e\0\x03\x02ÿÿ, head north from\nhere. It's the fifth stop up the trail.
NewText_16	\x0e\x03\x01\x02\x01\x04I'm sure you'd agree, buddy, that it's\nalways handy to have some spare\nsouvenirs on hand.\nSo if you come across any more\n\x0e\0\x03\x02\x02\0fireproof lizards\x0e\0\x03\x02ÿÿ, I'll buy them\noff you at \x0e\0\x03\x02\0\020 rupees\x0e\0\x03\x02ÿÿ for \x0e\0\x03\x02\0\0three\x0e\0\x03\x02ÿÿ.\nAnd if I get my hands on some\n\x0e\0\x03\x02\x02\0fireproof lizards \x0e\0\x03\x02ÿÿand some \x0e\0\x03\x02\x02\0monster\nparts\x0e\0\x03\x02ÿÿ...\nI can make some \x0e\0\x03\x02\x02\0fireproof elixirs\x0e\0\x03\x02ÿÿ\nto boot!
Near_00	Are there any over here?
Near_02	Heeeere, lizard, lizard...
Near_03	*sigh...*
EventFlowMsg\SearchStone.msbt
Npc_SouthernVillage014_R_001	\x0e\x03\x01\x02\x0b\x10Hmmm...\x0e\x05\x02\0
Npc_SouthernVillage014_R_002	\x0e\x03\x01\x02\n\x15Ahhh!\x0e\x05\x02\0\x0e\0\x04\0\x0e\x03\x01\x02\0\x01Sorry about that. I was in the zone.\x0e\x05\x02\0\nDid you need something?\x0e\x01\x04\x06\0\0\x01\0\0\x01
0000	What are you doing?
0001	I don't need anything.
Npc_SouthernVillage014_R_003	\x0e\x04\x01\x02\x02ÍI was just examining this stone\nmonument.\x0e\x05\x02\0
Npc_SouthernVillage014_R_004	{s[080]}Typical...{s[100]}
0002	Can I help?
0003	Good-bye.
Npc_SouthernVillage014_R_005	\x0e\x04\x01\x02\x17ÍAh, so you're the curious type, too.
Npc_SouthernVillage014_R_006	This stone monument was once much\nlarger, but it broke apart during an\nearthquake a while back.
Npc_SouthernVillage014_R_007	\x0e\x03\x01\x02\0\x04If you really want to help, help me find\nthe missing fragments, will you? They'll\nbe scattered all around.\nI think the fragments had the same kind\nof script carved into them...\x0e\x05\x01\0\n\nIf you find a fragment, please draw a\n\x0e\0\x03\x02\0\0picture\x0e\0\x03\x02ÿÿ of it and bring it to me.\n\nI'll be here finishing my examination of\nthis stone monument!\x0e\0\x04\0\x0e\x03\x01\x02\x05\x10...\x0e\x05\x01\0Oh, right.\x0e\x05\x02\0\x0e\0\x04\0\x0e\x03\x01\x02\0\x01And the words on the stone monument\nglow with an eerie light at night...\x0e\x05\x01\0\n\nThat should make them easier to find.
Npc_SouthernVillage014_R_008	Ah, it's you. Did you need something?\x0e\x01\x04\x06\0\0\x01\0\0\x01
Npc_SouthernVillage014_R_011	\x0e\x03\x01\x02\0\x04One of them should be right around\nhere.\x0e\x05\x01\0 Please find that first!
Npc_SouthernVillage014_S1_001	Did you find any fragments of the\nstone monument?\x0e\x01\x04\x06\x04\0\x05\0\0\x01
Npc_SouthernVillage014_S1_002	\x0e\x03\x01\x02\x0b\x0cYeah, they're kind of hard to spot...\x0e\0\x04\0But the letters on the stone glow with an\neerie light at night...\x0e\x05\x01\0\n\n\x0e\x03\x01\x02\0\x01You might want to try searching for them\nafter the sun's gone down.\n\nIf you find a fragment, please draw a\n\x0e\0\x03\x02\0\0picture\x0e\0\x03\x02ÿÿ of it and show it to me.
0004	I sure did.
0005	Still looking.
Npc_SouthernVillage014_S1_003	\x0e\x03\x01\x02\x0b\x01...\x0e\x05\x01\0...\x0e\x05\x01\0...\x0e\x05\x02\0\x0e\0\x04\0\x0e\x03\x01\x02\0\x04Excellent. Thanks to you, I've got a good\nshot at deciphering the entire monument.\n\nGive me a second to see if I can put this\nall together...
Npc_SouthernVillage014_F_001	\x0e\x03\x01\x02\x0b\x10Hmm...\x0e\x05\x02\0\x0e\0\x04\0\x0e\x03\x01\x02\0\x01"When the two find their place and kneel\nin reverence, the shrine will reveal\nitself."\n...Ah!\x0e\x05\x01\0\nI...\x0e\x05\x02\0haven't the foggiest what that's\nsupposed to mean.
Npc_SouthernVillage014_S1_004	\x0e\x03\x01\x02\x0b\x10Hmm...\x0e\x05\x02\0\x0e\0\x04\0{s[080]}Some of the fragments must still be missing.{s[100]}\x0e\0\x04\0\x0e\x03\x01\x02\0\0Well, keep looking.\x0e\0\x04\0\x0e\x04\x01\x02\x04Í{s[080]}I suppose the waves may have washed some away\nor pulled them underwater...{s[100]}\x0e\x05\x02\0\n\nThe letters on the stone glow with an\neerie light at night, so you might want\nto try looking then.
Npc_SouthernVillage014_S1_005	\x0e\x03\x01\x02\x0b\x10Hmm...\x0e\x05\x02\0\x0e\0\x04\0{s[080]}Some of the fragments must still be missing...{s[100]}\x0e\0\x04\0\x0e\x03\x01\x02\0\0Well, keep looking.\x0e\0\x04\0\x0e\x04\x01\x02\x04Í{s[080]}I imagine a fragment may have rolled down to the\nbeach nearby.{s[100]}\x0e\x05\x02\0\n\nThe letters on the stone glow with an\neerie light at night, so you might want\nto try looking then.
Npc_SouthernVillage014_S1_006	\x0e\x03\x01\x02\x0b\x10Hmm...\x0e\x05\x02\0\x0e\0\x04\0{s[080]}I didn't expect any of the fragments to be washed\nTHAT far away. But some of the fragments must still\nbe missing...{s[100]}\x0e\0\x04\0\x0e\x03\x01\x02\0\0Well, keep looking.\x0e\0\x04\0\x0e\x04\x01\x02\x04Í{s[080]}I imagine a fragment may have rolled down to the\nbeach nearby.{s[100]}\x0e\x05\x02\0\n\nThe letters on the stone glow with an\neerie light at night, so you might want\nto try looking then.
Npc_SouthernVillage014_S1_007	\x0e\x03\x01\x02\x0b\x10Hmm...\x0e\x05\x02\0\x0e\0\x04\0{s[080]}Some of the fragments must still be missing...{s[100]}\x0e\0\x04\0\x0e\x03\x01\x02\0\0Well, keep looking.\x0e\0\x04\0\x0e\x04\x01\x02\x04Í{s[080]}I wonder if the currents are strong enough to have\ncarried a fragment all the way to Cape Cresia\nor Soka Point...{s[100]}\x0e\x05\x02\0\nThe letters on the stone glow with an\neerie light at night, so you might want\nto try looking then.
Npc_SouthernVillage014_S1_008	\x0e\x03\x01\x02\x0b\x10Hmm...\x0e\x05\x02\0\x0e\0\x04\0{s[080]}Some of the fragments must still be missing...{s[100]}\x0e\0\x04\0\x0e\x03\x01\x02\0\0Well, keep looking.\x0e\0\x04\0\x0e\x04\x01\x02\x04Í{s[080]}I imagine a fragment may have rolled down to the\nbeach nearby.{s[100]}\x0e\x05\x02\0\n\nThe letters on the stone glow with an\neerie light at night, so you might want\nto try looking then.
Npc_SouthernVillage014_S1_009	\x0e\x03\x01\x02\x0b\x10Hmm...\x0e\x05\x02\0\x0e\0\x04\0{s[080]}Some of the fragments must still be missing.{s[100]}\x0e\0\x04\0\x0e\x03\x01\x02\0\0Well, keep looking.\x0e\0\x04\0\x0e\x04\x01\x02\x04Í{s[080]}I suppose the waves may have washed some of\nthem away or pulled them underwater...{s[100]}\x0e\x05\x02\0\n\nThe letters on the stone glow with an\neerie light at night, so you might want\nto try looking then.
Npc_SouthernVillage014_S1_016	\x0e\x03\x01\x02\x01\x0bAmazing! Show me the next one!
Npc_SouthernVillage014_S1_017	\x0e\x03\x01\x02\x04\tPerfect! \x0e\x05\0\0You have more?!
Npc_SouthernVillage014_S1_011	\x0e\x03\x01\x02\x07\tWow!\x0e\0\x04\0\x0e\x03\x01\x02\x06\x01Thanks to you, I've deciphered the\nentire passage!
Npc_SouthernVillage014_S1_012	\x0e\x03\x01\x02\0\0"When the two find their place and kneel\nin reverence, the shrine will reveal\nitself."\n.\x0e\x05\0\0.\x0e\x05\0\0.\x0e\x05\x02\0Ah!\x0e\0\x04\0\x0e\x03\x01\x02\x03\x10I...\x0e\x05\x02\0haven't the foggiest what that's\nsupposed to mean.
Npc_SouthernVillage014_S1_013	\x0e\x04\x01\x02\x13ÍHuh?!
Npc_SouthernVillage014_S1_014	...Is that it?!
Npc_SouthernVillage014_S1_015	\x0e\x03\x01\x02\x07\tSo you found some fragments!\x0e\0\x04\0\x0e\x03\x01\x02\0\x01...\x0e\x05\x01\0...\x0e\x05\x01\0...\x0e\x05\x02\0\x0e\0\x04\0Sorry, but could you draw a \x0e\0\x03\x02\0\0picture\x0e\0\x03\x02ÿÿ so I\ncan see what was engraved on the\nfragments?
Npc_SouthernVillage014_R_Near_001	Hmm...
Npc_SouthernVillage014_R_009	This place has a very...spiritual aura to it.\nDo you feel it?
Npc_SouthernVillage014_R_010	\x0e\x04\x01\x02\x0eÍI recently realized that there is writing\nengraved on this stone monument...\n\nSo now I'm trying to figure out what\nexactly is written here.\x0e\x01\x04\x06\x02\0\x03\0\0\x01
Npc_SouthernVillage014_S1_018	\x0e\x03\x01\x02\x05\0No new findings?\n\n\n\x0e\x03\x01\x02\x0b\x10{s[080]}I suppose one may have rolled away to the nearby\nbeach...{s[100]}\x0e\x05\x02\0\n\nThe letters on the stone glow with an\neerie light at night, so you might want\nto try looking then.
Npc_SouthernVillage014_S1_019	\x0e\x03\x01\x02\x05\0...No luck?\n\n\n\x0e\x03\x01\x02\x0b\x10{s[080]}I suppose the waves could have carried some away\nor pulled them underwater...{s[100]}\x0e\x05\x02\0\n\nThe letters on the stone glow with an\neerie light at night, so you might want\nto try looking then.
Npc_SouthernVillage014_S1_020	\x0e\x03\x01\x02\x05\0...No luck?\n\n\n\x0e\x03\x01\x02\x0b\x10{s[080]}It may be possible that the ocean carried\na fragment all the way to Cape Cresia or\nSoka Point.{s[100]}\nThe letters on the stone glow with an\neerie light at night, so you might want\nto try looking then.
EventFlowMsg\SeekerEye.msbt
Talk_001	\x0e\x03\x01\x02\0\x06Hmm?\nWhat is it, my smart man?\x0e\x01\x04\x06\0\0\x01\0\0\x01
Talk_002	\x0e\x03\x01\x02\0\x04Hmm... What could it be?
Talk_006	Hmm...\nWell, if you need anything, let me know.
Talk_012	Hmm?\nDo you need something?
0000	Whatcha looking at?
0001	You look busy.
Talk_015	I happened to notice that a section of\nthe cliff face there in the distance looks\nalmost man-made.
Talk_016	\x0e\x03\x01\x02\0\tMy smart man, tell me... You can see it\ntoo, yes? I would take a closer look\nif I could get there on my own.
Talk_017	Ah, well if it isn't my smart man.
Talk_018	That section of cliff, off in the distance...\nIt almost looks man-made, no?
Talk_019	\x0e\x03\x01\x02\0\tIf I was as chock-full of energy as an\nadventurer, I would climb that cliff\nand take a closer look in a heartbeat.
Talk_100	My smart man... Are you enjoying your\nday to the fullest?
Talk_101	\x0e\x03\x01\x02\0\tMy smart man...\x0e\x05\x01\0 For inquisitive minds\nsuch as ours, solving a mystery is\nmore important than stable work.
Talk_020	Egads!
EventFlowMsg\SetugenUmayadoMini_Umahonephoto.msbt
NPC_Umahonephoto001_R_Near	Hmmm...what'll I do...
NPC_Umahonephoto001_R_006	\x0e\x03\x01\x02\0\0I've traveled to the east and the west in\nmy great hunt for information, and now\nI find myself here in the freezing north...\nI heard there was a \x0e\0\x03\x02\0\0Stalhorse\x0e\0\x03\x02ÿÿ in this\narea, but I can't take it any longer! It's\ntoo cold to look anymore!\x0e\x01\x04\x06\x02\0\x03\0\0\x01
0002	A Stalhorse?
0003	Don't give up.
NPC_Umahonephoto001_R_007	\x0e\x03\x01\x02\t\0Yeah, thanks. I'll keep at it. I've gotta set\nan example, being the oldest sister\nand all.
NPC_Umahonephoto001_R_008	\x0e\x03\x01\x02\x07\0{s[125]}Beep-beep!{s[100]}\n\n\nYou just set off Juannelle's intuition\nsensors! You're interested in the\n\x0e\0\x03\x02\0\0Stalhorse\x0e\0\x03\x02ÿÿ too, huh?\nI just wanted to see this creepy\n\x0e\0\x03\x02\0\0Stalhorse monster\x0e\0\x03\x02ÿÿ once with my\nown eyes!\nIf it really does exist, it'd be such\na big scoop!\n\n\x0e\x03\x01\x02\x03\x0cBut... \x0e\x05\0\0Well, I can handle all kinds of\ndangers and hazards, but this cold...\x0e\x05\x01\0\nBrrr, I can't stand it!\n\x0e\x03\x01\x02\0\x01Can you handle this task for me?\nI'll even reward you! All I need is\na picture!\x0e\x05\0\0 Or some notes!\x0e\x01\x04\x06\x04\0\x05\0\0\x01
NPC_Umahonephoto001_R_010	\x0e\x03\x01\x02\x01\x18Good answer!\n\n\n\x0e\x03\x01\x02\x05\x01There's a rumor that it can be\nfound with \x0e\0\x03\x02\x02\0Stalkoblins\x0e\0\x03\x02ÿÿ in the\n\x0e\0\x03\x02\x02\0North Tabantha Snowfield\x0e\0\x03\x02ÿÿ.\nSome have reported it aaaaall the way on\nthe other side of the snow field to the\neast, right in front of these bizarre \x0e\0\x03\x02\x02\0ruins\x0e\0\x03\x02ÿÿ.\n\x0e\x03\x01\x02\0\tGood luck! I'm really counting on you!
NPC_Umahonephoto001_R_011	\x0e\x03\x01\x02\x03\x0dOh, I see...\x0e\x05\0\0 Well, I suppose I should learn\nto not rely on others and do it myself.\nMy younger sisters would be proud!
NPC_Umahonephoto001_R_012	\x0e\x03\x01\x02\x01\0Oh?\x0e\x05\0\0 Did you change your mind and\ndecide to take on my request after all?\nI don't think it'll be too creepy...\n\x0e\x03\x01\x02\0\0The \x0e\0\x03\x02\0\0Stalhorse\x0e\0\x03\x02ÿÿ...\x0e\x05\x01\0 I don't care whether it's\na picture or a memo—just show me some\nproof!\x0e\x01\x04\x06\x04\0\x05\0\0\x01
NPC_Umahonephoto001_R_001	\x0e\x03\x01\x02\0\0How goes it? \x0e\x05\0\0Did you find the \x0e\0\x03\x02\0\0Stalhorse\x0e\0\x03\x02ÿÿ?\n\n\nThe last I'd heard, it supposedly wanders\naround the \x0e\0\x03\x02\x02\0North Tabantha Snowfield\x0e\0\x03\x02ÿÿ\nnear the weird \x0e\0\x03\x02\x02\0ruins \x0e\0\x03\x02ÿÿto the east.\x0e\x01\x04\x06\0\0\x01\0\0\x01
0004	I can do it.
0005	Creepy horse? Pass.
0000	Found it!
0001	No luck yet.
NPC_Umahonephoto001_R_002	\x0e\x03\x01\x02\0\0Yup, that picture's all I need!
NPC_Umahonephoto001_R_003	\x0e\x03\x01\x02\0\x04Well, don't give up! Keep working on this\nscoop for me!\n\nA \x0e\0\x03\x02\0\0Stalhorse\x0e\0\x03\x02ÿÿ is probably a lot like a\nStalkoblin... I bet it only comes out at\nnight too!
NPC_Umahonephoto001_R_004	\x0e\x03\x01\x02\x03\x0dWhat's the deal?\x0e\x05\0\0 You haven't got a\npicture or anything...\x0e\x05\0\0 I guess it must be\nreally, really tough to track down...
NPC_Umahonephoto001_R_005	\x0e\x03\x01\x02\0\tOh, thank you! This is a great picture!\nIt'll be perfect inspiration for the article\nI'm going to write!\nHere's your reward, just as I promised!
NPC_Umahonephoto001_R_009	\x0e\x03\x01\x02\0\0I hope we get a chance to work together\nagain in the future!
EventFlowMsg\Shadow_Sign.msbt
Npc_Musician_003_R_001	\x0e\x01\x03\x04Ü\0\0\0\x0e\x01\x01\x04ÍÌÌ>As light shines from the northwest skies,\x0e\x05\x02\0\nFrom the tower's shadow an arrow flies.\x0e\x05\x02\0
0000	Let's hear it.
0001	That's all right.
Npc_Musician_003_R_005	\x0e\x01\x03\x04\x0e\x01\0\0\x0e\x01\x01\x04\x9a\x99\x99>Pierce heaven's light to reveal \x0e\0\x03\x02\0\0the prize\x0e\0\x03\x02ÿÿ.
Npc_Musician_003_R_006	\x0e\x03\x01\x02\0\0I still don't quite understand the lyrics, \nbut knowing my teacher, they're the key\nto revealing a secret.\nBest of luck, and may the light illuminate\nyour path.\x0e\x05\x01\0
