AbilityList.msbt
$TownAbilityListAttackText	攻擊力
TownAreaCentralSquare_00	{[1401]}{[1900|03cd]}卡比，只要朝瓦豆魯迪們按下{color[ff4d2fff]}{[041d|a400]}{color[000000ff]}跟他們揮手，\n他們說不定也會對你揮手喔。
TownAreaCentralSquare_01	{[1401]}{[1907|01cd]}廣場上綻放著好多\n漂亮的花喔！
TownAreaCentralSquare_02	{[1401]}{[1900|02cd]}看著小鎮上不斷建造起各種設施，\n真令人開心對吧～！
WmapTownBuildingUnlocked_00	{[1401]}{[1909|01cd]}小鎮上似乎有{color[ff4d2fff]}新設施{color[000000ff]}建造完成了。\n有空的話，我們就去看看吧！
WmapCompleteWaddleDee_00	{[1401]}{[1901|03cd]}這樣所有瓦豆魯迪就都被拯救出來了吧。\n我們返回小鎮去看看大家吧！
WmapGuideToCstage_00	{[1901|00cd]}只要過關{color[ff4d2fff]}寶藏之路{color[000000ff]}，\n似乎就能獲得{color[ff4d2fff]}{[0101|8100]}稀有石{color[000000ff]}喔。
WmapBlueprint_00	{[1401]}{[1909|00cd]}為了送達新獲得的{color[ff4d2fff]}設計圖{color[000000ff]}，\n我們先{color[ff4d2fff]}返回小鎮{color[000000ff]}看看吧！
WmapBackToTown_00	{[1907|00cd]}在世界地圖中想要返回小鎮的時候，\n只要按{color[ff4d2fff]}{[0401|0100]}{color[000000ff]}就能馬上回到小鎮囉！
WmapTurboMoveFirst_00	{[1907|01cd]}只要按著{color[ff4d2fff]}{[040a|6100]}{color[000000ff]}，同時推動操控搖桿，\n就能比平常更快速地移動喔！
WmapTurboMove_00	{[1907|01cd]}只要按著{color[ff4d2fff]}{[040a|6100]}{color[000000ff]}，同時推動操控搖桿，\n就能比平常更快速地移動喔。
WmapBossStageUnlocked_00	{[1905|05cd]}在與魔王戰鬥前，\n或許先在小鎮做些準備比較好！
WmapUrgeSleep_00	{[1402]}{[1902|01cd]}卡比，你的體力減少了呢。\n要不要先返回小鎮休息一下？
WmapArea1BrokenTown_00	{[1907|01cd]}卡比，我們去拯救被抓走的\n瓦豆魯迪們吧！
WmapArea1_00	{[1401]}{[1900|02cd]}置身在綠意環繞的環境下\n感覺很舒服對吧～卡比！
WmapArea2_00	{[1401]}{[1907|04cd]}這片大海好漂亮喔。\n我們去游個泳嘛！
WmapArea3_00	{[1401]}{[1901|03cd]}哇～是遊樂園！\n有好多遊樂設施呢～
WmapArea4_00	{[1402]}{[1903|03cd]}嗚～要是一直待在這裡\n感覺會凍僵呢～
WmapArea5_00	{[1907|03cd]}哇～是一望無際的沙漠。\n不知道這片沙漠的盡頭在哪裡？
WmapArea6_00	{[1402]}{[1902|02cd]}嗚哇……要是待在這裡不動，\n感覺都要被岩漿融化了。
WmapArea7_00	{[1901|00cd]}卡比，雖然我有點害怕……\n但是現在也只能前進了對吧！
EstoryWmapFirst_00	{[1902|01cd]}這裡是由可怕的思想所創造的世界……\n我們謹慎前進吧……！
EstoryWmap1_00	{[1902|01cd]}這裡是由可怕的思想所創造的世界……\n我們謹慎前進吧……！
EstoryWmap2_00	{[1901|00cd]}……我一點也不怕喔！\n因為有卡比陪著我！
EstoryWmap3_00	{[1906|02cd]}這個世界很不安定呢。\n就好像在別人的夢境中一樣……
WmapCommon1_00	{[1401]}{[1900|00cd]}只要和卡比在一起，\n不管去哪裡冒險，我都覺得很開心喔～
WmapCommon2_00	{[1907|01cd]}對了，卡比！\n我們接下來要去哪裡呢？
WmapCommon3_00	{[1401]}{[1900|02cd]}冒險真是讓人興奮呢！\n是因為有卡比作伴，所以冒險才這麼有趣嗎？
EstorySoulRestNum_00	{[1905|00cd]}這附近好像還有{color[ff4d2fff]}{[0301|0000]}個{color[000000ff]}\n獅王的靈魂喔！
EstorySoulLast_00	{[1905|04cd]}好像還有{color[ff4d2fff]}1個{color[000000ff]}獅王的靈魂\n殘留在這附近喔！
EstorySoulCompleted_00	{[1905|05cd]}這附近似乎已經沒有\n獅王的靈魂囉。
EstoryPresentItem_00	{[1901|00cd]}啊～得阻止獅王加爾夫才行……！\n卡比，快使用這個！
TitleMenu.msbt
TopBtnContinue	繼續遊戲
TopBtnContinueP2	以兩人遊玩繼續遊戲
TopBtnFileSelect	選擇檔案
TopBtnGameStart	開始
TopMenuFileName	檔案 {[0301|0000]}
$TitleMenuCopyright	©HAL Laboratory, Inc. / Nintendo
$FileSelectFileName1Text	檔案1
$FileSelectFileName2Text	檔案2
$FileSelectFileName3Text	檔案3
$FileSelectPercentText	％
$FileSelectSubTitleCasualText	春風模式
$FileSelectSubTitleStandardText	狂野模式
$FileSelectTitleText	選擇檔案
$FileSelectDeleteText	刪除檔案
$FileSelectNetConnectText	網路設定
Town.msbt
TownName	瓦豆魯迪小鎮
Title_TheaterRoom	瓦豆魯迪電影院
Title_AbilityRoom	瓦豆魯迪武器店
Title_CapsuleToy	扭蛋機
Title_DeliveryService	瓦豆魯迪快遞
Title_KirbyHouse	卡比小屋
Title_FoodShop	瓦豆魯迪咖啡店
Title_MgameFood	工作！瓦豆魯迪咖啡店
Title_Arena	競技場
Title_LookoutTower	展望台
Title_Pharmacy	瓦豆魯迪道具店
Title_MgameFish	緊張刺激！剎那間的釣魚池
Title_MgameBall	滾啊滾啊！滾球卡比
Title_StreetLive	街角瓦豆演奏
$FigureListGuideText	收藏
$CapsuleToyTurnText	轉動
$Entry	參加大會中
$ConnectInfo	網路
$UpdateInfo	{size[6400]}資訊更新{size[6400]}
$Slash	/
$TipIn	放入1枚{color[ff4d2fff]}{[0100|8000]}{color[000000ff]}
$Auto	AUTO
$Music	TRACK No.
$MovieSelectSkipText	跳過
FigureSeries1	Vol.1
FigureSeries2	Vol.2
FigureSeries3	Vol.3
FigureSeries4	Vol.4
ShoppingWindow_Name_MaxTomato	M番茄
ShoppingWindow_Name_EnergyDrink	元氣飲料
ShoppingWindow_Name_Food1	汽車塞滿嘴蛋糕
ShoppingWindow_Name_Food2	卡比漢堡
ShoppingWindow_Name_LifeUp	生命提升
ShoppingWindow_Name_StrengthUp	攻擊提升
ShoppingWindow_Name_SpeedUp	速度提升
ShoppingWindow_Detail_MaxTomato	回復所有體力
ShoppingWindow_Detail_EnergyDrink	回復大量體力
ShoppingWindow_Detail_Food1	回復體力
ShoppingWindow_Detail_Food2	回復體力
ShoppingWindow_Detail_LifeUp	體力變為2倍\n但不超過2倍
ShoppingWindow_Detail_StrengthUp	200秒內攻擊力提升\n最多可疊加使用5個
ShoppingWindow_Detail_SpeedUp	200秒內速度提升\n最多可疊加使用5個
Wmap.msbt
$StageListGuidetText	關卡列表
$FigureListGuideText	收藏
$BackToTown	前往瓦豆魯迪小鎮
$Slash	/
ToTown	前往瓦豆魯迪小鎮
$StageStartStart	開始
$WmapComebackCountSlash	/
AddComebackedCount_Complete	瓦豆魯迪 完成！
FindPlace	調查
ToNewContinent	前往禁區之島
ToFirstContinent	前往初始大陸
StageList_CstageModeName	寶藏之路列表
StageList_StageModeName	關卡列表
TreasureRoadSearchHint	調查可疑的\n地方吧
TreasureRoadEvolvedHint	進化為\n{[0309|0000]}吧
TreasureRoadEstoryHint	繼續推進\n故事吧
$StageListClose	關閉
$EstoryCountSlash	/
CstageZoneName_Copy_Normal	普通 寶藏
CstageZoneName_Copy_Bomb	炸彈 寶藏
CstageZoneName_Copy_ChainBomb	連鎖炸彈\n寶藏
CstageZoneName_Copy_SearchBomb	自動追蹤炸彈\n寶藏
CstageZoneName_Copy_TimeCrash	時間爆裂\n寶藏
CstageZoneName_Copy_Cutter	彎刀 寶藏
CstageZoneName_Copy_ChakramCutter	環刃彎刀\n寶藏
CstageZoneName_Copy_MetalCutter	全金屬彎刀\n寶藏
CstageZoneName_Copy_Drill	鑽擊 寶藏
CstageZoneName_Copy_PencilDrill	鉛筆鑽擊\n寶藏
CstageZoneName_Copy_TwinDrill	雙重鑽擊\n寶藏
CstageZoneName_Copy_Fire	烈火 寶藏
CstageZoneName_Copy_VolcanoFire	火山烈火\n寶藏
CstageZoneName_Copy_DragonFire	龍之烈火\n寶藏
CstageZoneName_Copy_Hammer	錘子 寶藏
CstageZoneName_Copy_ToyHammer	嗶嗶錘子\n寶藏
CstageZoneName_Copy_RockHammer	狂野錘子\n寶藏
CstageZoneName_Copy_DededeHammer	蒙面錘子\n寶藏
CstageZoneName_Copy_Ice	冰凍 寶藏
CstageZoneName_Copy_FrostyIce	冰霜冰凍\n寶藏
CstageZoneName_Copy_BlizzardIce	暴風雪冰凍\n寶藏
CstageZoneName_Copy_Needle	針 寶藏
CstageZoneName_Copy_JunkNeedle	廢品針 寶藏
CstageZoneName_Copy_CrystalNeedle	水晶針 寶藏
CstageZoneName_Copy_Ranger	探巡隊 寶藏
CstageZoneName_Copy_EliteRanger	輝煌探巡隊\n寶藏
CstageZoneName_Copy_SpaceRanger	太空探巡隊\n寶藏
CstageZoneName_Copy_Sword	利劍 寶藏
CstageZoneName_Copy_GigantSword	龐大利劍\n寶藏
CstageZoneName_Copy_MetaSword	魅塔騎士利劍\n寶藏
CstageZoneName_Copy_MorphoSword	冥蝶騎士利劍\n寶藏
CstageZoneName_Copy_Tornado	龍捲風 寶藏
CstageZoneName_Copy_SwanTornado	天鵝龍捲風\n寶藏
CstageZoneName_Copy_StormTornado	風暴龍捲風\n寶藏
CstageZoneName_Deform_Car	汽車塞滿嘴\n寶藏
CstageZoneName_Deform_Cone	三角錐塞滿嘴\n寶藏
CstageZoneName_Deform_Cylinder	水管塞滿嘴\n寶藏
CstageZoneName_Deform_Elevator	作業車塞滿嘴\n寶藏
CstageZoneName_Deform_Lightbulb	燈泡塞滿嘴\n寶藏
CstageZoneName_Deform_Ring	圈圈塞滿嘴\n寶藏
CstageZoneName_Deform_Stairs	階梯塞滿嘴\n寶藏
CstageZoneName_Deform_VendingMachine	自動販賣機塞滿嘴\n寶藏
CstageZoneName_Deform_WaterBalloon	水球塞滿嘴\n寶藏
CstageZoneName_Deform_Mix	塞滿嘴總動員\n寶藏
CstageAbilityName_Deform_Mix	塞滿嘴總動員
StageList_CstageZoneName	{[030c]} 寶藏
StageList_CstageZoneName_Deform_Mix	塞滿嘴總動員 寶藏
Name\AbilityName.msbt
Kirby	卡比
BandanaWaddleDee	頭巾瓦豆魯迪
Copy_Normal	普通
Copy_Bomb	炸彈
Copy_ChainBomb	連鎖炸彈
Copy_SearchBomb	自動追蹤炸彈
Copy_Crash	爆裂
Copy_TimeCrash	時間爆裂
Copy_Cutter	彎刀
Copy_ChakramCutter	環刃彎刀
Copy_MetalCutter	全金屬彎刀
Copy_Drill	鑽擊
Copy_PencilDrill	鉛筆鑽擊
Copy_TwinDrill	雙重鑽擊
Copy_Fire	烈火
Copy_VolcanoFire	火山烈火
Copy_DragonFire	龍之烈火
Copy_Hammer	錘子
Copy_ToyHammer	嗶嗶錘子
Copy_RockHammer	狂野錘子
Copy_DededeHammer	蒙面錘子
Copy_Ice	冰凍
Copy_FrostyIce	冰霜冰凍
Copy_BlizzardIce	暴風雪冰凍
Copy_Needle	針
Copy_JunkNeedle	廢品針
Copy_CrystalNeedle	水晶針
Copy_Ranger	探巡隊
Copy_EliteRanger	輝煌探巡隊
Copy_SpaceRanger	太空探巡隊
Copy_Sleep	睡覺
Copy_DeepSleep	深層睡覺
Copy_Sword	利劍
Copy_GigantSword	龐大利劍
Copy_MetaSword	魅塔騎士利劍
Copy_MorphoSword	冥蝶騎士利劍
Copy_Tornado	龍捲風
Copy_SwanTornado	天鵝龍捲風
Copy_StormTornado	風暴龍捲風
Deform_Car	汽車塞滿嘴
Deform_Coaster	雲霄飛車塞滿嘴
Deform_Cone	三角錐塞滿嘴
Deform_Cylinder	水管塞滿嘴
Deform_DumpCar	巨大聯結車塞滿嘴
Deform_Elevator	作業車塞滿嘴
Deform_Glider	拱門塞滿嘴
Deform_Lightbulb	燈泡塞滿嘴
Deform_Locker	置物櫃塞滿嘴
Deform_Ring	圈圈塞滿嘴
Deform_Stairs	階梯塞滿嘴
Deform_VendingMachine	自動販賣機塞滿嘴
Deform_WaterBalloon	水球塞滿嘴
Deform_WaterTank	巨蛋塞滿嘴
Name\AreaName.msbt
Level1	自然草原
Level2	蔚藍海岸
Level3	驚奇樂園遺址
Level4	雪白角峰
Level5	原始荒野大地
Level6	紅通通禁區
Level7	實驗室‧摸索發覺
Estory	絕島幻夢‧遺忘
Name\ArenaCompetitionName.msbt
CartelOfMetaKnight	魅塔騎士盃
BossBattle	The 終極盃
BossBattleExtra	The 終極盃Z
Name\BossName.msbt
GigantEdge	狂野刃
BossGorillaPrefix	剛腕獸
BossGorilla	猩猛霸
BossGorillaExPrefix	剛幻獸
BossGorillaEx	猩猛霸‧幻
WhispyPalmPrefix	南國樹
WhispyPalm	熱帶大樹
WhispyPalmExPrefix	幻國樹
WhispyPalmEx	熱帶大樹‧幻
BossLeopardPrefix	女爪豹
BossLeopard	卡洛凌
BossLeopardExPrefix	幻爪豹
BossLeopardEx	卡洛凌‧幻
DededePrefix	宿敵之暴君
Dedede	帝帝帝大王
DededeExPrefix	宿敵的幻夢
DededeEx	帝帝帝大王‧幻
DededeWildPrefix	猛獸面具
DededeWild	狂野 帝帝帝
DededeWildExPrefix	幻獸面具
DededeWildEx	狂野 帝帝帝‧幻
BossLionPrefix	獸王
BossLion	獅王加爾夫
BossLionExPrefix	附身獸
BossLionEx	獅王‧遺忘
BossArmadilloPrefix	舞轉甲獸
BossArmadillo	犰魔亂舞
BossArmadilloExPrefix	舞幻甲獸
BossArmadilloEx	犰魔亂舞‧幻
BossChimeraPrefix	侵略種
BossChimera	菲克特‧遺忘
BossChimeraExPrefix	思想獸
BossChimeraEx	靈魂‧遺忘
BossChimeraPerfectPrefix	完全體
BossChimeraPerfect	菲克特‧艾菲里斯
BossChimeraPerfectSoulPrefix	魂沌新物種
BossChimeraPerfectSoul	混沌‧艾菲里斯
Bonkers	狂野錘星猩
MisterFrosty	狂野冰霜
MbossTornado	天鵝羅利那
BonkersGigantEdge	狂野錘星猩＆狂野刃
MisterFrostyMbossTornado	狂野冰霜＆天鵝羅利那
MetaKnightPrefix	孤高的騎士
MetaKnight	魅塔騎士
MetaKnightExPrefix	孤高的幻夢
MetaKnightEx	魅塔騎士‧幻
MorphoKnightPrefix	啜夢的極蝶
MorphoKnight	冥蝶騎士
MrSandbag	沙袋先生
TwinGigantEdge	雙重狂野刃
TwinBonkers	雙重狂野錘星猩
TwinMisterFrosty	雙重狂野冰霜
TwinMbossTornado	雙重天鵝羅利那
Name\CstageName.msbt
BombStage01	全倒！\n三胞胎開關
BombStage02	舉起丟出去！\n炸彈方塊
BombStageChainBomb01	戰鬥吧！\n連鎖炸彈的試煉
BombStageSearchBomb01	奮力一丟！\n追蹤開啟
CrashStageTimeCrash01	停止時間！\n緩慢世界
CutterStage01	投擲！抓住財寶
CutterStage02	投擲蓄力！\n放開抓住
CutterStageChakramCutter01	旋轉返回！\n開關開啟
CutterStageMetalCutter01	鏗鏘！\n熟練牆壁反射
DrillStage01	戰鬥吧！\n鑽擊的試煉
DrillStage02	迷路潛入！\n柵欄迷宮
DrillStagePencilDrill01	挖掘潛入！\n穿過柵欄
DrillStageTwinDrill01	鑽擊逼近！\n瘋狂巡遊車
FireStage01	燃燒奔馳！\n朝向大炮
FireStage02	逆向奔馳！\n傳送帶衝刺
FireStageVolcanoFire01	亮起來！提燈開關
FireStageDragonFire01	融化滑動！\n朝向大炮
HammerStage01	敲擊！\n打樁造路
HammerStage02	戰鬥吧！\n錘子的試煉
HammerStageToyHammer01	咻咻！釘子攀登
HammerStageRockHammer01	戰鬥吧！\n狂野錘子的試煉
IceStage01	硬邦邦！\n暴風雪溜冰
IceStage02	滑道！高速溜冰
IceStageFrostyIce01	戰鬥吧！\n冰霜冰凍的試煉
IceStageBlizzardIce01	冷凍尋找！\n岩漿溜冰
NeedleStage01	滾動吧！針路
NeedleStageJunkNeedle01	戰鬥吧！\n廢品針的試煉
NeedleStageCrystalNeedle01	快點！\n崩壞的針路
NormalStage01	美好的無敵！\n橫衝直撞
NormalStage02	卡比的吸入大決戰！
RangerStage01	擊中吧！\n彼岸的目標
RangerStage02	瞄準旋轉！目標塔
RangerStageEliteRanger01	戰鬥吧！\n輝煌探巡隊的試煉
RangerStageSpaceRanger01	射擊順流！\n恐怖的傳送帶掉落
SwordStage01	看清楚！\n剪哪條繩子
SwordStage02	戰鬥吧！\n利劍的試煉
SwordStageGigantSword01	戰鬥吧！\n龐大利劍的試煉
SwordStageMorphoSword01	戰鬥吧！\n冥蝶騎士利劍的試煉
TornadoStage01	飛越吧！荊棘路
TornadoStage02	凍僵水面！\n三胞胎開關
TornadoStageSwanTornado01	飛吧旋轉吧！\n風車島
TornadoStageStormTornado01	戰鬥吧！\n風暴龍捲風的試煉
DeformCarStage01	穿越取得！\n轉轉賽道
DeformCarStage02	飛越吧！\n傳送帶賽道
DeformConeStage01	攻擊！\n滿滿水管路
DeformConeStage02	突刺！上下塔
DeformCylinderStage01	跳躍！滾滾卡比
DeformElevatorStage01	伸長縮短！\n作業車之路
DeformLightbulbStage01	照亮吧！\n迷路的幽靈迷宮
DeformRingStage01	激烈衝突！\n圈圈小船競賽
DeformRingStage02	呼～呼～！\n風車射擊
DeformStairsStage01	搬運吧！\n階梯大移動
DeformVmachineStage01	射擊前進！\n自動販賣機的冒險
DeformWballoonStage01	順流而下！\n滑行巡遊
DeformMixStage01	卡比的塞滿嘴大師！
HammerStageDededeHammer01	戰鬥吧！\n蒙面錘子的試煉
SwordStageMetaSword01	戰鬥吧！\n魅塔騎士利劍的試煉
StageList_QuestionTitle	？？？
Name\Difficulty.msbt
Casual	春風模式
Standard	狂野模式
Name\EstoryStageName.msbt
EstoryStage01	被遺忘的‧自然
EstoryStage02	被遺忘的‧蔚藍
EstoryStage03	被遺忘的‧驚奇
EstoryStage04	被遺忘的‧角峰
EstoryStage05	被遺忘的‧原始
EstoryStage06	被遺忘的‧紅通通
EstoryStage07	被遺忘的‧陸地
Name\FigureName.msbt
KirbyNormal	卡比
SupportChara	艾菲靈
BandanaWaddleDee	頭巾瓦豆魯迪
KirbyIce	冰凍
KirbyFrostyIce	冰霜冰凍
KirbyIceBlizzard	暴風雪冰凍
KirbyCutter	彎刀
KirbyCutterChakram	環刃彎刀
KirbyCutterMetal	全金屬彎刀
KirbyCrash	爆裂
KirbyCrashTime	時間爆裂
KirbySleep	睡覺
KirbyDeep	深層睡覺
KirbySword	利劍
KirbySwordGalactic	龐大利劍
KirbySwordMeta	魅塔騎士利劍
KirbyMorpho	冥蝶騎士利劍
KirbyTornado	龍捲風
Swan	天鵝龍捲風
KirbyStorm	風暴龍捲風
KirbyNeedle	針
KirbyNeedleJunk	廢品針
KirbyNeedleCrystal	水晶針
KirbyHammer	錘子
KirbyHammerToy	嗶嗶錘子
KirbyHammerRock	狂野錘子
KirbyDedede	蒙面錘子
KirbyFire	烈火
KirbyFireVolcano	火山烈火
KirbyFireDragon	龍之烈火
KirbyBomb	炸彈
KirbyBombChain	連鎖炸彈
KirbyBombChainSearch	自動追蹤炸彈
KirbyDrill	鑽擊
KirbyPencilDrill	鉛筆鑽擊
KirbyDrillTwin	雙重鑽擊
KirbyRanger	探巡隊
KirbyEliteRanger	輝煌探巡隊
KirbySpace	太空探巡隊
DeformKirbyCar	汽車塞滿嘴
DeformKirbyCone	三角錐塞滿嘴
DeformKirbyStairs	階梯塞滿嘴
DeformKirbyRing	圈圈塞滿嘴
DeformKirbyRingBoat	圈圈塞滿嘴小船
DeformKirbyGlider	拱門塞滿嘴
DeformKirbyWaterBalloon	水球塞滿嘴
DeformKirbyDumpCar	巨大聯結車塞滿嘴
DeformKirbyLightbulb	燈泡塞滿嘴
DeformKirbyLocker	置物櫃塞滿嘴
DeformKirbyLockerBig	置物櫃塞滿嘴（弄倒牆壁）
DeformKirbyWaterTank	巨蛋塞滿嘴
DeformKirbyVendingMachine	自動販賣機塞滿嘴
DeformKirbyElevator	作業車塞滿嘴
DeformKirbyRollerCoaster	雲霄飛車塞滿嘴
DeformKirbyCylinder	水管塞滿嘴
BossGorilla	剛腕獸\n猩猛霸
WhispyPalm	南國樹\n熱帶大樹
BossLeopard	女爪豹\n卡洛凌
Metaknight	孤高的騎士\n魅塔騎士
Dedede	宿敵之暴君\n帝帝帝大王
BossArmadillo	舞轉甲獸\n犰魔亂舞
MaskDedede	猛獸面具\n狂野 帝帝帝
BossLion	獸王\n獅王加爾夫
BossOrigin	侵略種\n菲克特‧遺忘
BossOrigin_Sub	（幼體）
BossChimera	侵略種\n菲克特‧遺忘
BossChimeraPerfect	完全體\n菲克特‧艾菲里斯
BossGorillaEX	剛幻獸\n猩猛霸‧幻
WhispyPalmEX	幻國樹\n熱帶大樹‧幻
BossLeopardEX	幻爪豹\n卡洛凌‧幻
MetaknightEX	孤高的幻夢\n魅塔騎士‧幻
BossArmadilloEX	舞幻甲獸\n犰魔亂舞‧幻
DededeEX	宿敵的幻夢\n帝帝帝大王‧幻
MaskDededeEX	幻獸面具\n狂野 帝帝帝‧幻
BossLionAndOrigin	附身獸\n獅王‧遺忘
MorphoKnight	{size[6400]}啜夢的極蝶{size[6400]}\n冥蝶騎士
BossChimeraSoul	{size[6400]}魂沌新物種{size[6400]}\n混沌‧艾菲里斯
GigantEdge	狂野刃
MisterFrosty	狂野冰霜
Bonkers	狂野錘星猩
MbossTornado	天鵝羅利那
AnimalWaddleDee	加魯魯菲
BrontoBurt	飛翅球球
Shotzo	黑大炮
Kabu	石像怪
Dekabu	大石像怪
Gordo	黑刺球
GordoLongShort	黑刺棒
Bouncy	彈跳蝴蝶結
Cappy	蘑菇怪
Scarfy	尖耳怪
Blipper	蛙鏡魚
Squishy	烏賊怪
Glunk	綠海葵
Gabon	骷髏怪
SnakeEnemy	佳布爾蛇
TackleEnemy	巴伐爾牛角
RabbitEnemy	拉比兔＆大拉比兔
Alligator	鱷佳布爾
WaterBigEnemy	氣球高手
Walf	沃爾夫
Mumbies	芒比屍
Phanta	漂浮洛巴
SpookStep	恐怖踏步怪
Gigatzo	巨大炮
Pacto	帕克特
NormalEnemyWild	原始加魯魯菲
PoisonToadEnemy	毒毒蛙
BladeKnight	劍騎士
SirKibble	彎刀騎士
PoppyBrosJr	小波比兄弟
Chilly	粗眉雪人
Bomber	漫步大炸彈
Noddy	諾迪
NeedleEnemy	針蝟
RangerEnemy	伯納犬
DrillEnemy	狄古
HammerEnemy	牧吱斯
HotHead	熾熱頭
Needlous	針蟲
Twister	扭轉機
Corori	滾落粒
Totenga	托天甲
Foley	鳳犁
MaxTomato	M番茄
EnergyDrink	元氣飲料
CaptiveCage	被囚禁的瓦豆魯迪
GoalPoint	被囚禁的瓦豆魯迪們
CaptiveSelectBox	被囚禁輪盤
CaptiveSupportChara	被囚禁的艾菲靈
Blueprint	設計圖
SoulSingle	獅王的靈魂
CoinCluster	硬幣星之山
PointStar	硬幣星
PointStarGreen	綠色硬幣星
PointStarRed	紅色硬幣星
