AbilityList.msbt
$TownAbilityListAttackText	攻击力
Copy_DededeHammer	蒙面锤子
Copy_Ice	冰冻
Copy_FrostyIce	冰霜冰冻
Copy_BlizzardIce	暴风雪冰冻
Copy_Needle	针
Copy_JunkNeedle	废品针
Copy_CrystalNeedle	水晶针
Copy_Ranger	探巡队
Copy_EliteRanger	辉煌探巡队
Copy_SpaceRanger	太空探巡队
Copy_Sleep	睡觉
Copy_DeepSleep	深层睡觉
Copy_Sword	利剑
Copy_GigantSword	庞大利剑
Copy_MetaSword	魅塔骑士利剑
Copy_MorphoSword	冥蝶骑士利剑
Copy_Tornado	龙卷风
Copy_SwanTornado	天鹅龙卷风
Copy_StormTornado	风暴龙卷风
Deform_Car	汽车塞满嘴
Deform_Coaster	云霄飞车塞满嘴
Deform_Cone	三角锥塞满嘴
Deform_Cylinder	水管塞满嘴
Deform_DumpCar	巨大联结车塞满嘴
Deform_Elevator	作业车塞满嘴
Deform_Glider	拱门塞满嘴
Deform_Lightbulb	灯泡塞满嘴
Deform_Locker	置物柜塞满嘴
Deform_Ring	圈圈塞满嘴
Deform_Stairs	阶梯塞满嘴
Deform_VendingMachine	自动贩卖机塞满嘴
Deform_WaterBalloon	水球塞满嘴
Deform_WaterTank	巨蛋塞满嘴
Name\AreaName.msbt
Level1	自然草原
Level2	蔚蓝海岸
Level3	惊奇乐园遗址
Level4	雪白角峰
Level5	原始荒野大地
Level6	红通通禁区
Level7	实验室·摸索发觉
Estory	绝岛幻梦·遗忘
Name\ArenaCompetitionName.msbt
CartelOfMetaKnight	魅塔骑士杯
BossBattle	The 终极杯
BossBattleExtra	The 终极杯Z
Name\BossName.msbt
GigantEdge	狂野刃
BossGorillaPrefix	刚腕兽
BossGorilla	猩猛霸
BossGorillaExPrefix	刚幻兽
BossGorillaEx	猩猛霸·幻
WhispyPalmPrefix	南国树
WhispyPalm	热带大树
WhispyPalmExPrefix	幻国树
WhispyPalmEx	热带大树·幻
BossLeopardPrefix	女爪豹
BossLeopard	卡洛凌
BossLeopardExPrefix	幻爪豹
BossLeopardEx	卡洛凌·幻
DededePrefix	宿敌之暴君
Dedede	帝帝帝大王
DededeExPrefix	宿敌的幻梦
DededeEx	帝帝帝大王·幻
DededeWildPrefix	猛兽面具
DededeWild	狂野 帝帝帝
DededeWildExPrefix	幻兽面具
DededeWildEx	狂野 帝帝帝·幻
BossLionPrefix	兽王
BossLion	狮王加尔夫
BossLionExPrefix	附身兽
BossLionEx	狮王·遗忘
BossArmadilloPrefix	舞转甲兽
BossArmadillo	犰魔乱舞
BossArmadilloExPrefix	舞幻甲兽
BossArmadilloEx	犰魔乱舞·幻
BossChimeraPrefix	侵略种
BossChimera	菲克特·遗忘
BossChimeraExPrefix	思想兽
BossChimeraEx	灵魂·遗忘
BossChimeraPerfectPrefix	完全体
BossChimeraPerfect	菲克特·艾菲里斯
BossChimeraPerfectSoulPrefix	魂沌新物种
BossChimeraPerfectSoul	混沌·艾菲里斯
Bonkers	狂野锤星猩
MisterFrosty	狂野冰霜
MbossTornado	天鹅罗利那
BonkersGigantEdge	狂野锤星猩＆狂野刃
MisterFrostyMbossTornado	狂野冰霜＆天鹅罗利那
MetaKnightPrefix	孤高的骑士
MetaKnight	魅塔骑士
MetaKnightExPrefix	孤高的幻梦
MetaKnightEx	魅塔骑士·幻
MorphoKnightPrefix	啜梦的极蝶
MorphoKnight	冥蝶骑士
MrSandbag	沙袋先生
TwinGigantEdge	双重狂野刃
TwinBonkers	双重狂野锤星猩
TwinMisterFrosty	双重狂野冰霜
TwinMbossTornado	双重天鹅罗利那
Name\CstageName.msbt
BombStage01	全倒！\n三胞胎开关
BombStage02	举起丢出去！\n炸弹方块
BombStageChainBomb01	战斗吧！\n连锁炸弹的试炼
BombStageSearchBomb01	奋力一丢！\n追踪开启
CrashStageTimeCrash01	停止时间！\n缓慢世界
CutterStage01	投掷！抓住财宝
CutterStage02	投掷蓄力！\n放开抓住
CutterStageChakramCutter01	旋转返回！\n开关开启
CutterStageMetalCutter01	铿锵！\n熟练墙壁反射
DrillStage01	战斗吧！\n钻击的试炼
DrillStage02	迷路潜入！\n栅栏迷宫
DrillStagePencilDrill01	挖掘潜入！\n穿过栅栏
DrillStageTwinDrill01	钻击逼近！\n疯狂巡游车
FireStage01	燃烧奔驰！\n朝向大炮
FireStage02	逆向奔驰！\n传送带冲刺
FireStageVolcanoFire01	亮起来！提灯开关
FireStageDragonFire01	融化滑动！\n朝向大炮
HammerStage01	敲击！\n打桩造路
HammerStage02	战斗吧！\n锤子的试炼
HammerStageToyHammer01	咻咻！钉子攀登
HammerStageRockHammer01	战斗吧！\n狂野锤子的试炼
IceStage01	硬邦邦！\n暴风雪溜冰
IceStage02	滑道！高速溜冰
IceStageFrostyIce01	战斗吧！\n冰霜冰冻的试炼
IceStageBlizzardIce01	冷冻寻找！\n岩浆溜冰
NeedleStage01	滚动吧！针路
NeedleStageJunkNeedle01	战斗吧！\n废品针的试炼
NeedleStageCrystalNeedle01	快点！\n崩坏的针路
NormalStage01	美好的无敌！\n横冲直撞
NormalStage02	卡比的吸入大决战！
RangerStage01	击中吧！\n彼岸的目标
RangerStage02	瞄准旋转！目标塔
RangerStageEliteRanger01	战斗吧！\n辉煌探巡队的试炼
RangerStageSpaceRanger01	射击顺流！\n恐怖的传送带掉落
SwordStage01	看清楚！\n剪哪条绳子
SwordStage02	战斗吧！\n利剑的试炼
SwordStageGigantSword01	战斗吧！\n庞大利剑的试炼
SwordStageMorphoSword01	战斗吧！\n冥蝶骑士利剑的试炼
TornadoStage01	飞越吧！荆棘路
TornadoStage02	冻僵水面！\n三胞胎开关
TornadoStageSwanTornado01	飞吧旋转吧！\n风车岛
TornadoStageStormTornado01	战斗吧！\n风暴龙卷风的试炼
DeformCarStage01	穿越取得！\n转转赛道
DeformCarStage02	飞越吧！\n传送带赛道
DeformConeStage01	攻击！\n满满水管路
DeformConeStage02	突刺！上下塔
DeformCylinderStage01	跳跃！滚滚卡比
DeformElevatorStage01	伸长缩短！\n作业车之路
DeformLightbulbStage01	照亮吧！\n迷路的幽灵迷宫
DeformRingStage01	激烈冲突！\n圈圈小船竞赛
DeformRingStage02	呼～呼～！\n风车射击
DeformStairsStage01	搬运吧！\n阶梯大移动
DeformVmachineStage01	射击前进！\n自动贩卖机的冒险
DeformWballoonStage01	顺流而下！\n滑行巡游
DeformMixStage01	卡比的塞满嘴大师！
HammerStageDededeHammer01	战斗吧！\n蒙面锤子的试炼
SwordStageMetaSword01	战斗吧！\n魅塔骑士利剑的试炼
StageList_QuestionTitle	？？？
Name\Difficulty.msbt
Casual	春风模式
Standard	狂野模式
Name\EstoryStageName.msbt
EstoryStage01	被遗忘的·自然
EstoryStage02	被遗忘的·蔚蓝
EstoryStage03	被遗忘的·惊奇
EstoryStage04	被遗忘的·角峰
EstoryStage05	被遗忘的·原始
EstoryStage06	被遗忘的·红通通
EstoryStage07	被遗忘的·陆地
Name\FigureName.msbt
KirbyNormal	卡比
SupportChara	艾菲灵
BandanaWaddleDee	头巾瓦豆鲁迪
KirbyIce	冰冻
KirbyFrostyIce	冰霜冰冻
KirbyIceBlizzard	暴风雪冰冻
KirbyCutter	弯刀
KirbyCutterChakram	环刃弯刀
KirbyCutterMetal	全金属弯刀
KirbyCrash	爆裂
KirbyCrashTime	时间爆裂
KirbySleep	睡觉
KirbyDeep	深层睡觉
KirbySword	利剑
KirbySwordGalactic	庞大利剑
KirbySwordMeta	魅塔骑士利剑
KirbyMorpho	冥蝶骑士利剑
KirbyTornado	龙卷风
Swan	天鹅龙卷风
KirbyStorm	风暴龙卷风
KirbyNeedle	针
KirbyNeedleJunk	废品针
KirbyNeedleCrystal	水晶针
KirbyHammer	锤子
KirbyHammerToy	哔哔锤子
KirbyHammerRock	狂野锤子
KirbyDedede	蒙面锤子
KirbyFire	烈火
KirbyFireVolcano	火山烈火
KirbyFireDragon	龙之烈火
KirbyBomb	炸弹
KirbyBombChain	连锁炸弹
KirbyBombChainSearch	自动追踪炸弹
KirbyDrill	钻击
KirbyPencilDrill	铅笔钻击
KirbyDrillTwin	双重钻击
KirbyRanger	探巡队
KirbyEliteRanger	辉煌探巡队
KirbySpace	太空探巡队
DeformKirbyCar	汽车塞满嘴
DeformKirbyCone	三角锥塞满嘴
DeformKirbyStairs	阶梯塞满嘴
DeformKirbyRing	圈圈塞满嘴
DeformKirbyRingBoat	圈圈塞满嘴小船
DeformKirbyGlider	拱门塞满嘴
DeformKirbyWaterBalloon	水球塞满嘴
DeformKirbyDumpCar	巨大联结车塞满嘴
DeformKirbyLightbulb	灯泡塞满嘴
DeformKirbyLocker	置物柜塞满嘴
DeformKirbyLockerBig	置物柜塞满嘴（弄倒墙壁）
DeformKirbyWaterTank	巨蛋塞满嘴
DeformKirbyVendingMachine	自动贩卖机塞满嘴
DeformKirbyElevator	作业车塞满嘴
DeformKirbyRollerCoaster	云霄飞车塞满嘴
DeformKirbyCylinder	水管塞满嘴
BossGorilla	刚腕兽\n猩猛霸
WhispyPalm	南国树\n热带大树
BossLeopard	女爪豹\n卡洛凌
Metaknight	孤高的骑士\n魅塔骑士
Dedede	宿敌之暴君\n帝帝帝大王
BossArmadillo	舞转甲兽\n犰魔乱舞
MaskDedede	猛兽面具\n狂野 帝帝帝
BossLion	兽王\n狮王加尔夫
BossOrigin	侵略种\n菲克特·遗忘
BossOrigin_Sub	（幼体）
BossChimera	侵略种\n菲克特·遗忘
BossChimeraPerfect	完全体\n菲克特·艾菲里斯
BossGorillaEX	刚幻兽\n猩猛霸·幻
WhispyPalmEX	幻国树\n热带大树·幻
BossLeopardEX	幻爪豹\n卡洛凌·幻
MetaknightEX	孤高的幻梦\n魅塔骑士·幻
BossArmadilloEX	舞幻甲兽\n犰魔乱舞·幻
DededeEX	宿敌的幻梦\n帝帝帝大王·幻
MaskDededeEX	幻兽面具\n狂野 帝帝帝·幻
BossLionAndOrigin	附身兽\n狮王·遗忘
MorphoKnight	啜梦的极蝶\n冥蝶骑士
BossChimeraSoul	魂沌新物种\n混沌·艾菲里斯
GigantEdge	狂野刃
MisterFrosty	狂野冰霜
Bonkers	狂野锤星猩
MbossTornado	天鹅罗利那
AnimalWaddleDee	加鲁鲁菲
BrontoBurt	飞翅球球
Shotzo	黑大炮
Kabu	石像怪
Dekabu	大石像怪
Gordo	黑刺球
GordoLongShort	黑刺棒
Bouncy	弹跳蝴蝶结
Cappy	蘑菇怪
Scarfy	尖耳怪
Blipper	蛙镜鱼
Squishy	乌贼怪
Glunk	绿海葵
Gabon	骷髅怪
SnakeEnemy	佳布尔蛇
TackleEnemy	巴伐尔牛角
RabbitEnemy	拉比兔＆大拉比兔
Alligator	鳄佳布尔
WaterBigEnemy	气球高手
Walf	沃尔夫
Mumbies	芒比尸
Phanta	漂浮洛巴
SpookStep	恐怖踏步怪
Gigatzo	巨大炮
Pacto	帕克特
NormalEnemyWild	原始加鲁鲁菲
PoisonToadEnemy	毒毒蛙
BladeKnight	剑骑士
SirKibble	弯刀骑士
PoppyBrosJr	小波比兄弟
Chilly	粗眉雪人
Bomber	漫步大炸弹
Noddy	诺迪
NeedleEnemy	针猬
RangerEnemy	伯纳犬
DrillEnemy	狄古
HammerEnemy	牧吱斯
HotHead	炽热头
Needlous	针虫
Twister	扭转机
Corori	滚落粒
Totenga	托天甲
Foley	凤犁
MaxTomato	M番茄
EnergyDrink	元气饮料
CaptiveCage	被囚禁的瓦豆鲁迪
GoalPoint	被囚禁的瓦豆鲁迪们
CaptiveSelectBox	被囚禁轮盘
CaptiveSupportChara	被囚禁的艾菲灵
Blueprint	设计图
SoulSingle	狮王的灵魂
CoinCluster	硬币星之山
PointStar	硬币星
PointStarGreen	绿色硬币星
PointStarRed	红色硬币星
PointStarBlue	蓝色硬币星
ModelLifeUp	生命提升
ModelStrengthUp	攻击提升
ModelSpeedUp	速度提升
InvincibleCandy	彩虹棒棒糖
CanJuice	罐装果汁
Popcorn	爆米花
Steak	牛排
Canned	罐头
Mikan	蜜桔
Melon	哈密瓜
Corn	玉米
MilkPack	牛奶
Sushi	寿司
Candy	巧克力冰棒
BreadB	法国面包
Friedegg	荷包蛋
Babybottle	奶瓶
RoastChicken	烤鸡
Doughnut	甜甜圈
Makaron	马卡龙
Cherry	樱桃
WaterMelon	西瓜
Cake	草莓蛋糕
Pudding	布丁
Hamburger	汉堡
Omelet	煎蛋卷
Takoyaki	章鱼烧
Pumpkin	南瓜
Coffee	咖啡
Tomato	番茄
Meat	带骨肉
Onigiri	饭团
CupJuiceMall	杯装果汁
Potato	薯条
SweetsChocolate	板块巧克力
SweetsIceCream	雪糕
Cafefoodhamburger	卡比汉堡
Cafefoodcake	汽车塞满嘴蛋糕
StarBlock	星星方块
DeformCar	汽车
DeformCone	三角锥
DeformStairs	阶梯
DeformRingSign	霓虹灯圈圈
DeformRingBoat	小船
DeformGlider	滑翔翼拱门
DeformPipe	给水管
DeformWaterTank	储水槽
DeformLocker	置物柜
DeformCoinLocker	硬币置物柜
DeformRingGear	齿轮圈圈
DeformRingClock	时钟圈圈
Turtle	龟塔洛斯
TurtleBig	建筑龟塔洛斯
TurtleBigLava	红通通龟塔洛斯
ArrowBoardShop	箭头看板
PopFlower	波普之花
PopFlowerTulip	郁金香
GroupSwitch	开关
BlockBomb	炸弹方块
FuseCannon	大炮
TreasureChest	宝箱
HardNuts	硬邦邦坚果
TargetSwitch	目标开关
Stake	桩
DeformCoaster	太空惊奇乐园号
DeformGocart	赛车
DeformLightbulb	灯泡
StarRocket	回旋星际火箭
SurpriseBoard	惊吓外星人板
ParadeCar	疯狂巡游车
DeformElevator	作业车
DeformVendingMachine	自动贩卖机
DeformCylinder	水管
BlockCrumble	崩塌方块
SolarPanel	太阳能板开关
WarpStar	传送之星
DeformDumpCar	巨大联结车
DeformConeIce	冰淇淋甜筒
DeformConeSpeaker	锥形扬声器
FollowingBird	迷路的雏鸟
FacePanel	露脸纪念板
WitheredFlower	绽放的花
Windmill	风车开关
Nail	钉子
LanternSwitch	提灯开关
Fishes	鱼
BossArmadilloPartner	手工跳舞娃娃
Crab	螃蟹
DollSupportChara	手工艾菲灵
GhostGordo	幽灵黑刺球
SandStatue	动物沙像
LizardWall	蜥蜴
Radio	收录音机
SandStatueSnow	动物雪像
WantedNotice	通缉令
DollKirby	手工卡比
KirbyAndDedede	宿命的对手们
KirbyAndMetaknight	和魅塔骑士的战斗
NormalEnemySleep	休息的野兽
TreasureHunt	探巡队财宝大发现
ChallengeAllClear	稀有石大师！
BossLionAndLeopard	狮王＆卡洛
BossLeopardAndSoul	吼吼、吼噜……！\n（狮王、起来吧……！）
ClearDance	一起冒险！
WaddleDee	瓦豆鲁迪
TownAbilityRoom	武器店瓦豆鲁迪
TownFoodShop	咖啡店员瓦豆鲁迪
TownCafeJob	咖啡店员卡比
TownToolShop	道具店瓦豆鲁迪
TownDeliveryservice	快递员瓦豆鲁迪
TownArena	实况瓦豆鲁迪
TownTheaterRoom	电影院瓦豆鲁迪
TownLive	豆鲁迪士
TownTamakoro	滚球店瓦豆鲁迪
TownKnow	知识渊博瓦豆鲁迪
TownFishing	钓鱼池卡比
CarshopSignboard	汽车商店的看板
MallEntrance	阿莱布尔购物中心的看板
CompanyBoard	莱特隆工程的看板
ParkEntranceStatue	惊奇乐园的标志
ParkMascot	惊奇克斯＆惊奇利
Name\FoodName.msbt
MaxTomato	M番茄
EnergyDrink	元气饮料
Food1	汽车塞满嘴蛋糕
Food2	卡比汉堡
Name\GiftItemName.msbt
StockItem_EnergyDrink	元气饮料
StockItem_EnergyDrink_Multiple	元气饮料
StockItem_MaxTomato	M番茄
StockItem_MaxTomato_Multiple	M番茄
StockItem_Food1	汽车塞满嘴蛋糕
StockItem_Food1_Multiple	汽车塞满嘴蛋糕
StockItem_Food2	卡比汉堡
StockItem_Food2_Multiple	卡比汉堡
StockItem_LifeUp	生命提升
StockItem_LifeUp_Multiple	生命提升
StockItem_StrengthUp	攻击提升
StockItem_StrengthUp_Multiple	攻击提升
StockItem_SpeedUp	速度提升
StockItem_SpeedUp_Multiple	速度提升
StockItem_Generic	库存道具
FoodDinner_Steak	牛排
FoodDinner_Steak_Multiple	牛排
FoodDinner_Canned	罐头
FoodDinner_Canned_Multiple	罐头
FoodDrink_CanJuice	罐装果汁
FoodDrink_CanJuice_Multiple	罐装果汁
FoodDrink_CupJuice	杯装果汁
FoodDrink_CupJuice_Multiple	杯装果汁
FoodSweets_Chocolate	板块巧克力
FoodSweets_Chocolate_Multiple	板块巧克力
FoodSweets_IceCream	雪糕
FoodSweets_IceCream_Multiple	雪糕
FoodJunk_Popcorn	爆米花
FoodJunk_Popcorn_Multiple	爆米花
FoodJunk_Potato	薯条
FoodJunk_Potato_Multiple	薯条
FoodDinner_BreadB	法国面包
FoodDinner_BreadB_Multiple	法国面包
FoodDinner_Onigiri	饭团
FoodDinner_Onigiri_Multiple	饭团
FoodDinner_Omelet	煎蛋卷
FoodDinner_Omelet_Multiple	煎蛋卷
FoodDinner_Meat	带骨肉
FoodDinner_Meat_Multiple	带骨肉
FoodDinner_RoastChicken	烤鸡
FoodDinner_RoastChicken_Multiple	烤鸡
FoodDinner_Sushi	寿司
FoodDinner_Sushi_Multiple	寿司
FoodDrink_MilkPack	牛奶
FoodDrink_MilkPack_Multiple	牛奶
FoodDrink_Babybottle	奶瓶
FoodDrink_Babybottle_Multiple	奶瓶
FoodDrink_Coffee	咖啡
FoodDrink_Coffee_Multiple	咖啡
FoodDrink_MelonSoda	冰淇淋汽水
FoodDrink_MelonSoda_Multiple	冰淇淋汽水
FoodFruit_Mikan	蜜桔
FoodFruit_Mikan_Multiple	蜜桔
FoodFruit_Melon	哈密瓜
FoodFruit_Melon_Multiple	哈密瓜
FoodFruit_Banana	香蕉
FoodFruit_Banana_Multiple	香蕉
FoodFruit_WaterMelon	西瓜
FoodFruit_WaterMelon_Multiple	西瓜
FoodFruit_Cherry	樱桃
FoodFruit_Cherry_Multiple	樱桃
FoodJunk_Hotdog	热狗
FoodJunk_Hotdog_Multiple	热狗
FoodJunk_Hamburger	汉堡
FoodJunk_Hamburger_Multiple	汉堡
FoodJunk_Takoyaki	章鱼烧
FoodJunk_Takoyaki_Multiple	章鱼烧
FoodLight_Friedegg	荷包蛋
FoodLight_Friedegg_Multiple	荷包蛋
FoodSweets_IceCandy	巧克力冰棒
FoodSweets_IceCandy_Multiple	巧克力冰棒
FoodSweets_Doughnut	甜甜圈
FoodSweets_Doughnut_Multiple	甜甜圈
FoodSweets_Makaron	马卡龙
FoodSweets_Makaron_Multiple	马卡龙
FoodSweets_ShortCake	草莓蛋糕
FoodSweets_ShortCake_Multiple	草莓蛋糕
FoodSweets_SoftCream	冰淇淋
FoodSweets_SoftCream_Multiple	冰淇淋
FoodSweets_Pudding	布丁
FoodSweets_Pudding_Multiple	布丁
FoodVegetable_Carrot	胡萝卜
FoodVegetable_Carrot_Multiple	胡萝卜
FoodVegetable_Corn	玉米
FoodVegetable_Corn_Multiple	玉米
FoodVegetable_Greenpepper	青椒
FoodVegetable_Greenpepper_Multiple	青椒
FoodVegetable_Pumpkin	南瓜
FoodVegetable_Pumpkin_Multiple	南瓜
FoodVegetable_Tomato	番茄
FoodVegetable_Tomato_Multiple	番茄
Food_Generic	食物
CoinStar	硬币星
CoinStar_Multiple	硬币星
RarePiece	稀有石
RarePiece_Multiple	稀有石
Name\MgameBallDifficultyName.msbt
NormalLv1	{[0104|8500]}
NormalLv2	{[0104|8500]}{[0104|8500]}
NormalLv3	{[0104|8500]}{[0104|8500]}{[0104|8500]}
HardLv1	激难{[0106|8600]}
HardLv2	激难{[0106|8600]}{[0106|8600]}
HardLv3	激难{[0106|8600]}{[0106|8600]}{[0106|8600]}
Name\MgameBallDifficultyStar.msbt
NormalLv1	{[0103|8200]}
NormalLv2	{[0103|8200]}{[0103|8200]}
NormalLv3	{[0103|8200]}{[0103|8200]}{[0103|8200]}
HardLv1	{[0105|8400]}
HardLv2	{[0105|8400]}{[0105|8400]}
HardLv3	{[0105|8400]}{[0105|8400]}{[0105|8400]}
Name\MgameFoodDifficultyName.msbt
Easy	简单打工
Normal	忙碌打工
Hard	极限打工
Name\MgameFoodModeName.msbt
SoloEasy	一人 简单打工
SoloNormal	一人 忙碌打工
SoloHard	一人 极限打工
MultiEasy	两人 简单打工
MultiNormal	两人 忙碌打工
MultiHard	两人 极限打工
Name\MovieName.msbt
SimpleCredit	制作人员名单
StoryOpening	卡比\n和神秘旋涡
FirstCarDeform	不可思议！\n塞满嘴变形
Level0ToTown	WELCOME TO THE\nNEW WORLD！
FollowWaddleDee	那些瓦豆们\n也来到这个世界
TownAttacked	小镇也被破坏\n大掠夺
MeetSupportChara	我是艾菲灵
AppearBossGorilla	在购物中心\n回响的吼声
AppearMetaKnight	剑的对手\n也来到这个世界
AppearWhispyPalm	恐怖的热带
AppearLeopard	危险的\n马戏团表演
AppearDedede	意想不到的\n野兽王
AfterBeatDedede	悲伤的卡比
AppearBossArmadillo	不眠谷的\n收藏家
AppearDededeWild	沉淀于思想的\n蒙面
AfterBeatDededeWild	该本大爷……\n出场了吧！
LaboratoryElevator	紧张刺激的\n发现梦幻游览
LaboratoryElevator__SingleLine	紧张刺激的发现梦幻游览
AppearBossLion	统率星球的顶点
AfterBeatBossLion	转化·\n幼态延续
AppearBossChimera	ID-F86
AfterBeatBossChimera	再会的双子
AppearBossChimeraPerfect	完美\n生命形式
AppearPopStar	这个世界也是、\n那个世界也是
DumpTruckAttack	无敌的\nGOODBYE！
StoryEnding	飞翔的决心～\nNo night lasts forever
NormalCredit	结局
EstoryOpening	前往幻梦的绝岛
AppearBossLionEx	沉睡牢笼的狮王
AppearBossLionSoul	迸发出的思想
AppearMorphoKnight	那个梦蝶\n也来到这个绝岛
EstoryEnding	卡比\n和大家的心愿
EstoryCredit	真 结局
AppearBossChimeraPerfectSoul	侵蚀星球的新物种
AfterBeatBossChimeraPerfectSoul	找寻\n善良之光
Name\MusicName.msbt
OneShot_K15_DemoOpening1	卡比和神秘旋涡
Loop_K15_Grassland1	穿越新世界
OneShot_K15_DemoDeformFirstTime1	不可思议！塞满嘴变形
OneShot_K15_TitleDemo1	WELCOME TO THE NEW WORLD！
OneShot_K15_DemoAttackTown1	小镇也被破坏大掠夺
Loop_K15_Cave1	穿过隧道
Loop_K15_HalRoom1	秘密区域：HAL房间
Loop_K15_Shopping1	一起去阿莱布尔购物中心吧
OneShot_K15_PreBoss	恐怖野兽的味道
Loop_K15_Boss1	VS. 危险野兽
Loop_K15_Beach1	游泳吧！广阔海滩
Loop_K15_Glider1	BLUE BLUE BREEZE
Loop_K15_Cave2	顺流地下水道
Loop_K15_Park1	欢迎光临惊奇乐园
Loop_K15_Park4	赛道GO！
Loop_K15_Park3	惊吓鬼屋
Loop_K15_Park5	漆黑恐怖
Loop_K15_Park2	惊奇乐园巡游之梦
Loop_K15_Snow2	北边的白色街道
Loop_K15_Snow1	极冷·地铁
Loop_K15_Bridge1_Stest	暴风雪桥梁之战
OneShot_K15_PreBossDedede	意想不到的野兽王
Loop_K15_BossDedede1	帝帝帝的呼喊
Loop_K15_Desert1	生命起源大荒野
