AbilityList.msbt
$TownAbilityListAttackText	こうげき{r2[りょく]}力{/r2}
$FileSelectSubTitleStandardText	ワイルドモード
$FileSelectTitleText	ファイルをえらぶ
$FileSelectDeleteText	ファイルをけす
$FileSelectNetConnectText	インターネットせってい
Town.msbt
TownName	ワドルディの{r2[まち]}町{/r2}
Title_TheaterRoom	ワドルディシアター
Title_AbilityRoom	ワドルディのぶき{r2[や]}屋{/r2}
Title_CapsuleToy	ガチャルポン
Title_DeliveryService	おとどけワドル{r2[びん]}便{/r2}
Title_KirbyHouse	カービィハウス
Title_FoodShop	ワドルディカフェ
Title_MgameFood	はたらく！ワドルディカフェ
Title_Arena	コロシアム
Title_LookoutTower	てんぼう{r2[だい]}台{/r2}
Title_Pharmacy	ワドルディのどうぐ{r2[や]}屋{/r2}
Title_MgameFish	ドキドキ！せつなのつりぼり
Title_MgameBall	コロコロ！タマコロカービィ
Title_StreetLive	{r2[まち]}町{/r2}かどワドライブ
$FigureListGuideText	コレクション
$CapsuleToyTurnText	まわす
$Entry	{r2[たいかい]}大会{/r2}エントリー{r2[ちゅう]}中{/r2}
$ConnectInfo	インターネット
$UpdateInfo	{size[6400]}じょうほうこうしん{size[6400]}
$Slash	/
$TipIn	{color[ff4d2fff]}{[0100|8000]}{color[000000ff]}1 いれる
$Auto	AUTO
$Music	TRACK No.
$MovieSelectSkipText	スキップ
FigureSeries1	{r2[ボリューム]}Vol.{/r2}１
FigureSeries2	{r2[ボリューム]}Vol.{/r2}２
FigureSeries3	{r2[ボリューム]}Vol.{/r2}３
FigureSeries4	{r2[ボリューム]}Vol.{/r2}４
ShoppingWindow_Name_MaxTomato	マキシムトマト
ShoppingWindow_Name_EnergyDrink	{r2[げんき]}元気{/r2}ドリンク
ShoppingWindow_Name_Food1	くるまほおばりケーキ
ShoppingWindow_Name_Food2	カービィバーガー
ShoppingWindow_Name_LifeUp	ライフアップ
ShoppingWindow_Name_StrengthUp	アタックアップ
ShoppingWindow_Name_SpeedUp	スピードアップ
ShoppingWindow_Detail_MaxTomato	{r2[たいりょく]}体力{/r2}が すべて かいふくする
ShoppingWindow_Detail_EnergyDrink	{r2[たいりょく]}体力{/r2}が かなり かいふくする
ShoppingWindow_Detail_Food1	{r2[たいりょく]}体力{/r2}が かいふくする
ShoppingWindow_Detail_Food2	{r2[たいりょく]}体力{/r2}が かいふくする
ShoppingWindow_Detail_LifeUp	{r2[たいりょく]}体力{/r2}が ２ばいになる\n２ばい よりおおくは ならない
ShoppingWindow_Detail_StrengthUp	２００{r2[びょうかん]}秒間{/r2} こうげき{r2[りょく]}力{/r2}が アップする\n５コまで かさねて つかえる
ShoppingWindow_Detail_SpeedUp	２００{r2[びょうかん]}秒間{/r2} スピードが アップする\n５コまで かさねて つかえる
Wmap.msbt
$StageListGuidetText	ステージリスト
$FigureListGuideText	コレクション
$BackToTown	ワドルディの{r2[まち]}町{/r2}へ
$Slash	/
ToTown	ワドルディの{r2[まち]}町{/r2}へ
$StageStartStart	スタート
$WmapComebackCountSlash	/
AddComebackedCount_Complete	ワドルディ コンプリート！
FindPlace	しらべる
ToNewContinent	{r2[きんそく]}禁足{/r2}の{r2[しま]}島{/r2}へ
ToFirstContinent	はじまりの{r2[たいりく]}大陸{/r2}へ
StageList_CstageModeName	トレジャーロードリスト
StageList_StageModeName	ステージリスト
TreasureRoadSearchHint	あやしい{r2[ばしょ]}場所{/r2}を\nしらべよう
TreasureRoadEvolvedHint	{[0309|0000]}に\nしんか させよう
TreasureRoadEstoryHint	ものがたりを \nすすめよう
$StageListClose	とじる
$EstoryCountSlash	/
CstageZoneName_Copy_Normal	ノーマル\nトレジャー
CstageZoneName_Copy_Bomb	ボム\nトレジャー
CstageZoneName_Copy_ChainBomb	チェインボム\nトレジャー
CstageZoneName_Copy_SearchBomb	オートサーチボム\nトレジャー
CstageZoneName_Copy_TimeCrash	タイムクラッシュ\nトレジャー
CstageZoneName_Copy_Cutter	カッター\nトレジャー
CstageZoneName_Copy_ChakramCutter	チャクラムカッター\nトレジャー
CstageZoneName_Copy_MetalCutter	フルメタルカッター\nトレジャー
CstageZoneName_Copy_Drill	ドリル\nトレジャー
CstageZoneName_Copy_PencilDrill	ペンシルドリル\nトレジャー
CstageZoneName_Copy_TwinDrill	ツインズドリル\nトレジャー
CstageZoneName_Copy_Fire	ファイア\nトレジャー
CstageZoneName_Copy_VolcanoFire	ボルケーノファイア\nトレジャー
CstageZoneName_Copy_DragonFire	ドラゴニックファイア\nトレジャー
CstageZoneName_Copy_Hammer	ハンマー\nトレジャー
CstageZoneName_Copy_ToyHammer	ピコピコハンマー\nトレジャー
CstageZoneName_Copy_RockHammer	ワイルドハンマー\nトレジャー
CstageZoneName_Copy_DededeHammer	マスクドハンマー\nトレジャー
CstageZoneName_Copy_Ice	アイス\nトレジャー
CstageZoneName_Copy_FrostyIce	フロストアイス\nトレジャー
CstageZoneName_Copy_BlizzardIce	ブリザードアイス\nトレジャー
CstageZoneName_Copy_Needle	ニードル\nトレジャー
CstageZoneName_Copy_JunkNeedle	ジャンクニードル\nトレジャー
CstageZoneName_Copy_CrystalNeedle	クリスタルニードル\nトレジャー
CstageZoneName_Copy_Ranger	レンジャー\nトレジャー
CstageZoneName_Copy_EliteRanger	ノーブルレンジャー\nトレジャー
CstageZoneName_Copy_SpaceRanger	スペースレンジャー\nトレジャー
CstageZoneName_Copy_Sword	ソード\nトレジャー
CstageZoneName_Copy_GigantSword	ギガントソード\nトレジャー
CstageZoneName_Copy_MetaSword	メタナイトソード\nトレジャー
CstageZoneName_Copy_MorphoSword	バルフレイソード\nトレジャー
CstageZoneName_Copy_Tornado	トルネイド\nトレジャー
CstageZoneName_Copy_SwanTornado	スワロトルネイド\nトレジャー
CstageZoneName_Copy_StormTornado	ストームトルネイド\nトレジャー
CstageZoneName_Deform_Car	くるまほおばり\nトレジャー
CstageZoneName_Deform_Cone	さんかくほおばり\nトレジャー
CstageZoneName_Deform_Cylinder	どかんほおばり\nトレジャー
CstageZoneName_Deform_Elevator	さぎょうしゃ\nほおばりトレジャー
CstageZoneName_Deform_Lightbulb	でんきゅうほおばり\nトレジャー
CstageZoneName_Deform_Ring	わっかほおばり\nトレジャー
CstageZoneName_Deform_Stairs	かいだんほおばり\nトレジャー
CstageZoneName_Deform_VendingMachine	じはんきほおばり\nトレジャー
CstageZoneName_Deform_WaterBalloon	みずふうせん\nほおばりトレジャー
CstageZoneName_Deform_Mix	ほおばりオンパレード\nトレジャー
CstageAbilityName_Deform_Mix	ほおばりオンパレード
StageList_CstageZoneName	{[030c]} トレジャー
StageList_CstageZoneName_Deform_Mix	ほおばりオンパレード トレジャー
Name\AbilityName.msbt
Kirby	カービィ
BandanaWaddleDee	バンダナワドルディ
Copy_Normal	ノーマル
Copy_Bomb	ボム
Copy_ChainBomb	チェインボム
Copy_SearchBomb	オートサーチボム
Copy_Crash	クラッシュ
Copy_TimeCrash	タイムクラッシュ
Copy_Cutter	カッター
Copy_ChakramCutter	チャクラムカッター
Copy_MetalCutter	フルメタルカッター
Copy_Drill	ドリル
Copy_PencilDrill	ペンシルドリル
Copy_TwinDrill	ツインズドリル
Copy_Fire	ファイア
Copy_VolcanoFire	ボルケーノファイア
Copy_DragonFire	ドラゴニックファイア
Copy_Hammer	ハンマー
Copy_ToyHammer	ピコピコハンマー
Copy_RockHammer	ワイルドハンマー
Copy_DededeHammer	マスクドハンマー
Copy_Ice	アイス
Copy_FrostyIce	フロストアイス
Copy_BlizzardIce	ブリザードアイス
Copy_Needle	ニードル
Copy_JunkNeedle	ジャンクニードル
Copy_CrystalNeedle	クリスタルニードル
Copy_Ranger	レンジャー
Copy_EliteRanger	ノーブルレンジャー
Copy_SpaceRanger	スペースレンジャー
Copy_Sleep	スリープ
Copy_DeepSleep	ディープスリープ
Copy_Sword	ソード
Copy_GigantSword	ギガントソード
Copy_MetaSword	メタナイトソード
Copy_MorphoSword	バルフレイソード
Copy_Tornado	トルネイド
Copy_SwanTornado	スワロトルネイド
Copy_StormTornado	ストームトルネイド
Deform_Car	くるまほおばり
Deform_Coaster	ジェットコースターほおばり
Deform_Cone	さんかくほおばり
Deform_Cylinder	どかんほおばり
Deform_DumpCar	モンスタートレーラーほおばり
Deform_Elevator	さぎょうしゃほおばり
Deform_Glider	アーチほおばり
Deform_Lightbulb	でんきゅうほおばり
Deform_Locker	ロッカーほおばり
Deform_Ring	わっかほおばり
Deform_Stairs	かいだんほおばり
Deform_VendingMachine	じはんきほおばり
Deform_WaterBalloon	みずふうせんほおばり
Deform_WaterTank	ドームほおばり
Name\AreaName.msbt
Level1	ネイチェル{r2[そうげん]}草原{/r2}
Level2	エバーブルグ{r2[かいがん]}海岸{/r2}
Level3	ワンダリア{r2[あとち]}跡地{/r2}
Level4	ホワイティホルンズ
Level5	オリジネシア{r2[こうやだいち]}荒野大地{/r2}
Level6	レッドガル{r2[きんそくち]}禁足地{/r2}
Level7	ラボ・ディスカバール
Estory	{r2[ぜっとう]}絶島{/r2}ドリーミー・フォルガ
Name\ArenaCompetitionName.msbt
CartelOfMetaKnight	メタナイトカップ
BossBattle	The アルティメットカップ
BossBattleExtra	The アルティメットカップＺ
Name\BossName.msbt
GigantEdge	ワイルドエッジ
BossGorillaPrefix	剛腕獣
BossGorilla	ゴルルムンバ
BossGorillaExPrefix	剛幻獣
BossGorillaEx	ゴルルムンバ·幻
WhispyPalmPrefix	南国樹
WhispyPalm	トロピカルウッズ
WhispyPalmExPrefix	幻国樹
WhispyPalmEx	トロピカルウッズ·幻
BossLeopardPrefix	女爪豹
BossLeopard	キャロライン
BossLeopardExPrefix	幻爪豹
BossLeopardEx	キャロライン·幻
DededePrefix	宿敵の暴君
Dedede	デデデ大王
DededeExPrefix	宿敵の幻夢
DededeEx	デデデ大王·幻
DededeWildPrefix	猛獣仮面
DededeWild	ワイルド デデデ
DededeWildExPrefix	幻獣仮面
DededeWildEx	ワイルド デデデ·幻
BossLionPrefix	獣王
BossLion	レオンガルフ
BossLionExPrefix	憑依獣
BossLionEx	レオン·フォルガ
BossArmadilloPrefix	踊転甲獣
BossArmadillo	アルマパラパ
BossArmadilloExPrefix	踊幻甲獣
BossArmadilloEx	アルマパラパ·幻
BossChimeraPrefix	侵略種
BossChimera	フェクト·フォルガ
BossChimeraExPrefix	思念獣
BossChimeraEx	ソウル·フォルガ
BossChimeraPerfectPrefix	完全体
BossChimeraPerfect	フェクト·エフィリス
BossChimeraPerfectSoulPrefix	{r2[こんとんしんしゅ]}魂沌新種{/r2}
BossChimeraPerfectSoul	カオス·エフィリス
Bonkers	ワイルドボンカース
MisterFrosty	ワイルドフロスト
MbossTornado	スワロリーナ
BonkersGigantEdge	ワイルドボンカース ＆ ワイルドエッジ
MisterFrostyMbossTornado	ワイルドフロスト ＆ スワロリーナ
MetaKnightPrefix	孤高の騎士
MetaKnight	メタナイト
MetaKnightExPrefix	孤高の幻夢
MetaKnightEx	メタナイト·幻
MorphoKnightPrefix	{r2[ゆめすする]}夢啜{/r2}る{r2[ごくちょう]}極蝶{/r2}
MorphoKnight	バルフレイナイト
MrSandbag	サンドバッグさん
TwinGigantEdge	ツインワイルドエッジ
TwinBonkers	ツインワイルドボンカース
TwinMisterFrosty	ツインワイルドフロスト
TwinMbossTornado	ツインスワロリーナ
Name\CstageName.msbt
BombStage01	ストライク！\n{r2[み]}三{/r2}つ{r2[ご]}子{/r2}スイッチ
BombStage02	かかげてポイ！\nばくだんブロック
BombStageChainBomb01	たたかえ！\nチェインボムのしれん
BombStageSearchBomb01	ポイっとなげこめ！\nサーチでオン
CrashStageTimeCrash01	{r2[とき]}時間{/r2}をとめて！\nスローワールド
CutterStage01	なげて！\nおたからキャッチ
CutterStage02	なげてチャージ！\nはなしてキャッチ
CutterStageChakramCutter01	くるっともどって！\nスイッチオン
CutterStageMetalCutter01	キンコン！\nきわめてカベはんしゃ
DrillStage01	たたかえ！\nドリルのしれん
DrillStage02	まよってもぐって！\nフェンスメイズ
DrillStagePencilDrill01	ほってもぐって！\nフェンスをぬけて
DrillStageTwinDrill01	ドリルにせまる！\nクレイジーパレードカー
FireStage01	もやして{r2[はし]}走{/r2}って！\nたいほうへ
FireStage02	ぎゃく{r2[そう]}走{/r2}！\nコンベアダッシュ
FireStageVolcanoFire01	ともして！\nランタンスイッチ
FireStageDragonFire01	とかしてすべって！\nたいほうへ
HammerStage01	ガツンと！\nクイうち{r2[みち]}道{/r2}づくり
HammerStage02	たたかえ！\nハンマーのしれん
HammerStageToyHammer01	ピコッと！\nクギうちクライム
HammerStageRockHammer01	たたかえ！\nワイルドハンマーのしれん
IceStage01	こちこち！\nブリザードスケート
IceStage02	すべる{r2[みち]}道{/r2}！\nハイスピードスケート
IceStageFrostyIce01	たたかえ！\nフロストアイスのしれん
IceStageBlizzardIce01	ひやしてさがして！\nマグマスケート
NeedleStage01	ころがれ！\nニードルロード
NeedleStageJunkNeedle01	たたかえ！\nジャンクニードルのしれん
NeedleStageCrystalNeedle01	いそげ！\nくずれるニードルロード
NormalStage01	ステキにムテキ！\n{r2[おお]}大{/r2}あばれ
NormalStage02	カービィの\nすいこみ{r2[だいけっせん]}大決戦{/r2}！
RangerStage01	あてろ！\nかなたのターゲット
RangerStage02	ねらって{r2[まわ]}回{/r2}って！\nターゲットタワー
RangerStageEliteRanger01	たたかえ！\nノーブルレンジャーのしれん
RangerStageSpaceRanger01	うってながされ！\nきょうふのコンベアおとし
SwordStage01	みきわめて！\nどっちのロープカット
SwordStage02	たたかえ！\nソードのしれん
SwordStageGigantSword01	たたかえ！\nギガントソードのしれん
SwordStageMorphoSword01	たたかえ！\nバルフレイソードのしれん
TornadoStage01	{r2[と]}飛{/r2}んでこえろ！\nトゲトゲロード
TornadoStage02	こごえる{r2[すい]}水{/r2}めん！\n{r2[み]}三{/r2}つ{r2[ご]}子{/r2}スイッチ
TornadoStageSwanTornado01	{r2[と]}飛{/r2}んで{r2[まわ]}回{/r2}せ！\nかざ{r2[ぐるま]}車{/r2}アイランド
TornadoStageStormTornado01	たたかえ！\nストームトルネイドのしれん
DeformCarStage01	かけぬけてゲット！\nぐるぐるサーキット
DeformCarStage02	{r2[と]}飛{/r2}びこえろ！\nコンベアサーキット
DeformConeStage01	アタック！\nパイプだらけロード
DeformConeStage02	つきさして！\nアップダウンタワー
DeformCylinderStage01	ジャンプだ！\nゴロゴロカービィ
DeformElevatorStage01	のびてちぢんで！\nさぎょうしゃロード
DeformLightbulbStage01	てらせ！\nまよいのゴーストメイズ
DeformRingStage01	げきとつ！\nわっかボートレース
DeformRingStage02	ふーふー！\nかざ{r2[ぐるま]}車{/r2}シューティング
DeformStairsStage01	はこべ！\nかいだん{r2[だい]}大{/r2}いどう
DeformVmachineStage01	うってすすめ！\nじはんきのぼうけん
DeformWballoonStage01	{r2[みず]}水{/r2}にながして！\nスリップパレード
DeformMixStage01	カービィの\nほおばりマスター！
HammerStageDededeHammer01	たたかえ！\nマスクドハンマーのしれん
SwordStageMetaSword01	たたかえ！\nメタナイトソードのしれん
StageList_QuestionTitle	？？？
Name\Difficulty.msbt
Casual	はるかぜモード
Standard	ワイルドモード
Name\EstoryStageName.msbt
EstoryStage01	フォルガトゥン・チェル
EstoryStage02	フォルガトゥン・ブルグ
EstoryStage03	フォルガトゥン・ダリア
EstoryStage04	フォルガトゥン・ホルンズ
EstoryStage05	フォルガトゥン・ネシア
EstoryStage06	フォルガトゥン・ガル
EstoryStage07	フォルガトゥン・ランド
Name\FigureName.msbt
KirbyNormal	カービィ
SupportChara	エフィリン
BandanaWaddleDee	バンダナワドルディ
KirbyIce	アイス
KirbyFrostyIce	フロストアイス
KirbyIceBlizzard	ブリザードアイス
KirbyCutter	カッター
KirbyCutterChakram	チャクラムカッター
KirbyCutterMetal	フルメタルカッター
KirbyCrash	クラッシュ
KirbyCrashTime	タイムクラッシュ
KirbySleep	スリープ
KirbyDeep	ディープスリープ
KirbySword	ソード
KirbySwordGalactic	ギガントソード
KirbySwordMeta	メタナイトソード
KirbyMorpho	バルフレイソード
KirbyTornado	トルネイド
Swan	スワロトルネイド
KirbyStorm	ストームトルネイド
KirbyNeedle	ニードル
KirbyNeedleJunk	ジャンクニードル
KirbyNeedleCrystal	クリスタルニードル
KirbyHammer	ハンマー
KirbyHammerToy	ピコピコハンマー
KirbyHammerRock	ワイルドハンマー
KirbyDedede	マスクドハンマー
