AbilityList.msbt
$TownAbilityListAttackText	Power
WmapGuideToCstage_00	{[1901|00cd]}There must be a {color[ff4d2fff]}{[0101|8100]} Rare Stone {color[000000ff]}waiting at\nthe end of each {color[ff4d2fff]}Treasure Road{color[000000ff]}. Hmm...
WmapBlueprint_00	{[1401]}{[1909|00cd]}Let's head {color[ff4d2fff]}back to town{color[000000ff]} and hand over that\nnew {color[ff4d2fff]}blueprint{color[000000ff]} you just got!
WmapBackToTown_00	{[1907|00cd]}If you need to rush back to town, you can\njust press {color[ff4d2fff]}{[0401|0100]}{color[000000ff]} on the World Map!
WmapTurboMoveFirst_00	{color[ff4d2fff]}{[1907|01cd]}{color[000000ff]}Hold down {color[ff4d2fff]}{[040a|6100]} {color[000000ff]}while you tilt the control\nstick to move a bit faster!
WmapTurboMove_00	{color[ff4d2fff]}{[1907|01cd]}{color[000000ff]}Hold down {color[ff4d2fff]}{[040a|6100]} {color[000000ff]}while you tilt the control\nstick to move a bit faster!
WmapBossStageUnlocked_00	{[1905|05cd]}The next boss might be tough... Should we\nhead back to town and prepare first?
WmapUrgeSleep_00	{[1402]}{[1902|01cd]}You're low on health, Kirby... Maybe we\nshould head back to town and rest up!
WmapArea1BrokenTown_00	{[1907|01cd]}C'mon, Kirby! Let's go save those poor,\ncaptured Waddle Dees!
WmapArea1_00	{[1401]}{[1900|02cd]}Ahhh. It's nice to be surrounded by all of\nthis greenery...right, Kirby?
WmapArea2_00	{[1401]}{[1907|04cd]}The ocean looks so beautiful! We should\ngo for a swim while we're here.
WmapArea3_00	{[1401]}{[1901|03cd]}Whoa! It's an amusement park! There are\nso many rides here... I can't wait!
WmapArea4_00	{[1402]}{[1903|03cd]}Brrr! We're not gonna stay here too long,\nright? I might f-f-freeze...
WmapArea5_00	{[1907|03cd]}This place is just sand, sand, and more\nsand! I wonder how far it goes...
WmapArea6_00	{[1402]}{[1902|02cd]}Gosh! So much lava! If we don't keep\nmoving, we might start to melt!
WmapArea7_00	{[1901|00cd]}Kirby... I'm scared... But we can't stop now.\nWe have to keep going!
EstoryWmapFirst_00	{[1902|01cd]}This place feels like it's made from super-\nstrong psychic energy... Let's be careful.
EstoryWmap1_00	{[1902|01cd]}This place feels like it's made from super-\nstrong psychic energy... Let's be careful.
EstoryWmap2_00	{[1901|00cd]}I'm not scared...'cause I've got you right by\nmy side, Kirby! Right? Right!
EstoryWmap3_00	{[1906|02cd]}This place feels unstable. It's like we're\ninside someone's dream...
WmapCommon1_00	{[1401]}{[1900|00cd]}When I'm with you, Kirby, everything\nbecomes an adventure!
WmapCommon2_00	{[1907|01cd]}Hey, Kirby! Where should we go next?
WmapCommon3_00	{[1401]}{[1900|02cd]}Adventures get me so excited...especially\nwhen I'm with you, Kirby!
EstorySoulRestNum_00	{[1905|00cd]}There must be {color[ff4d2fff]}{[0301|0000]} pieces of Leon's Soul\n{color[000000ff]}hidden around here somewhere...
EstorySoulLast_00	{[1905|04cd]}There's only {color[ff4d2fff]}one piece of Leon's Soul {color[000000ff]}left\nto find here! But...where is it?
EstorySoulCompleted_00	{[1905|05cd]}I think we got all the pieces of Leon's Soul\nin this area...
EstoryPresentItem_00	{[1901|00cd]}Whoa! We have to stop Leongar!\nHere, Kirby—use this!
TitleMenu.msbt
TopBtnContinue	Continue
TopBtnContinueP2	Continue Co-op
TopBtnFileSelect	Select File
TopBtnGameStart	Start
TopMenuFileName	File {[0301|0000]}
$TitleMenuCopyright	©HAL Laboratory, Inc. / Nintendo
$FileSelectFileName1Text	File 1
$FileSelectFileName2Text	File 2
$FileSelectFileName3Text	File 3
$FileSelectPercentText	%
$FileSelectSubTitleCasualText	Spring-Breeze Mode
$FileSelectSubTitleStandardText	Wild Mode
$FileSelectTitleText	Select a File
$FileSelectDeleteText	Erase File
$FileSelectNetConnectText	Online Settings
Town.msbt
TownName	Waddle Dee Town
Title_TheaterRoom	Waddle Dee Cinema
Title_AbilityRoom	Waddle Dee's Weapons Shop
Title_CapsuleToy	Gotcha Machine Alley
Title_DeliveryService	Waddle Dee-liveries
Title_KirbyHouse	Kirby's House
Title_FoodShop	Waddle Dee Café
Title_MgameFood	Waddle Dee Café: Help Wanted!
Title_Arena	Colosseum
Title_LookoutTower	Observation Tower
Title_Pharmacy	Waddle Dee's Item Shop
Title_MgameFish	Flash Fishing
Title_MgameBall	Tilt-and-Roll Kirby
Title_StreetLive	Waddle Live! Corner Stage
$FigureListGuideText	Collection
$CapsuleToyTurnText	Turn Crank
$Entry	Now Entered in Tournament
$ConnectInfo	Online
$UpdateInfo	Update Data
$Slash	/
$TipIn	Toss in a {color[ff4d2fff]}{[0100|8000]}{color[000000ff]}
$Auto	Auto
$Music	Track No.
$MovieSelectSkipText	Browse
FigureSeries1	Vol. 1
FigureSeries2	Vol. 2
FigureSeries3	Vol. 3
FigureSeries4	Vol. 4
ShoppingWindow_Name_MaxTomato	Maxim Tomato
ShoppingWindow_Name_EnergyDrink	Energy Drink
ShoppingWindow_Name_Food1	Car-Mouth Cake
ShoppingWindow_Name_Food2	Kirby Burger
ShoppingWindow_Name_LifeUp	Life Up
ShoppingWindow_Name_StrengthUp	Attack Boost
ShoppingWindow_Name_SpeedUp	Speed Boost
ShoppingWindow_Detail_MaxTomato	Recover all of your health.
ShoppingWindow_Detail_EnergyDrink	Recover a lot of your health.
ShoppingWindow_Detail_Food1	Recover some of your health.
ShoppingWindow_Detail_Food2	Recover some of your health.
ShoppingWindow_Detail_LifeUp	Doubles your health. Your health cannot\nexceed double the normal amount.
ShoppingWindow_Detail_StrengthUp	Increases your attack power for 200\nseconds. Stack up to five at once!
ShoppingWindow_Detail_SpeedUp	Increases your speed for 200 seconds.\nStack up to five at once!
Wmap.msbt
$StageListGuidetText	Stage List
$FigureListGuideText	Collection
$BackToTown	To Waddle Dee Town
$Slash	/
ToTown	To Waddle Dee\nTown
$StageStartStart	Start
$WmapComebackCountSlash	/
AddComebackedCount_Complete	All Waddle Dees\nSaved!
FindPlace	Search
ToNewContinent	To the\nForbidden Island
ToFirstContinent	To Arrival\nContinent
StageList_CstageModeName	Treasure Road List
StageList_StageModeName	Stage List
TreasureRoadSearchHint	Search the World Map\nfor suspicious places
TreasureRoadEvolvedHint	Evolve this ability to\n{[0309|0000]}
TreasureRoadEstoryHint	Progress through\nmore of the story!
$StageListClose	Close
$EstoryCountSlash	/
CstageZoneName_Copy_Normal	Normal\nTreasure
CstageZoneName_Copy_Bomb	Bomb\nTreasure
CstageZoneName_Copy_ChainBomb	Chain Bomb\nTreasure
CstageZoneName_Copy_SearchBomb	Homing Bomb\nTreasure
CstageZoneName_Copy_TimeCrash	Time Crash\nTreasure
CstageZoneName_Copy_Cutter	Cutter\nTreasure
CstageZoneName_Copy_ChakramCutter	Chakram Cutter\nTreasure
CstageZoneName_Copy_MetalCutter	Buzz-Saw\nCutter Treasure
CstageZoneName_Copy_Drill	Drill\nTreasure
CstageZoneName_Copy_PencilDrill	Pencil Drill\nTreasure
CstageZoneName_Copy_TwinDrill	Twin Drill\nTreasure
CstageZoneName_Copy_Fire	Fire\nTreasure
CstageZoneName_Copy_VolcanoFire	Volcano Fire\nTreasure
CstageZoneName_Copy_DragonFire	Dragon Fire\nTreasure
CstageZoneName_Copy_Hammer	Hammer\nTreasure
CstageZoneName_Copy_ToyHammer	Toy Hammer\nTreasure
CstageZoneName_Copy_RockHammer	Wild Hammer\nTreasure
CstageZoneName_Copy_DededeHammer	Masked Hammer\nTreasure
CstageZoneName_Copy_Ice	Ice\nTreasure
CstageZoneName_Copy_FrostyIce	Frosty Ice\nTreasure
CstageZoneName_Copy_BlizzardIce	Blizzard Ice\nTreasure
CstageZoneName_Copy_Needle	Needle\nTreasure
CstageZoneName_Copy_JunkNeedle	Clutter Needle\nTreasure
CstageZoneName_Copy_CrystalNeedle	Crystal Needle\nTreasure
CstageZoneName_Copy_Ranger	Ranger\nTreasure
CstageZoneName_Copy_EliteRanger	Noble Ranger\nTreasure
CstageZoneName_Copy_SpaceRanger	Space Ranger\nTreasure
CstageZoneName_Copy_Sword	Sword\nTreasure
CstageZoneName_Copy_GigantSword	Gigant Sword\nTreasure
CstageZoneName_Copy_MetaSword	Meta Knight\nSword Treasure
CstageZoneName_Copy_MorphoSword	Morpho Knight\nSword Treasure
CstageZoneName_Copy_Tornado	Tornado\nTreasure
CstageZoneName_Copy_SwanTornado	Fleur Tornado\nTreasure
CstageZoneName_Copy_StormTornado	Storm Tornado\nTreasure
CstageZoneName_Deform_Car	Car Mouth\nTreasure
CstageZoneName_Deform_Cone	Cone Mouth\nTreasure
CstageZoneName_Deform_Cylinder	Pipe Mouth\nTreasure
CstageZoneName_Deform_Elevator	Scissor-Lift\nMouth Treasure
CstageZoneName_Deform_Lightbulb	Light-Bulb\nMouth Treasure
CstageZoneName_Deform_Ring	Ring Mouth\nTreasure
CstageZoneName_Deform_Stairs	Stairs Mouth\nTreasure
CstageZoneName_Deform_VendingMachine	Vending Mouth\nTreasure
CstageZoneName_Deform_WaterBalloon	Water-Balloon\nMouth Treasure
CstageZoneName_Deform_Mix	Multimouth\nTreasure
CstageAbilityName_Deform_Mix	Multimouth
StageList_CstageZoneName	{[030c]}\nTreasure
StageList_CstageZoneName_Deform_Mix	Multimouth\nTreasure
Name\AbilityName.msbt
Kirby	Kirby
BandanaWaddleDee	Bandana Waddle Dee
Copy_Normal	Normal
Copy_Bomb	Bomb
Copy_ChainBomb	Chain Bomb
Copy_SearchBomb	Homing Bomb
Copy_Crash	Crash
Copy_TimeCrash	Time Crash
Copy_Cutter	Cutter
Copy_ChakramCutter	Chakram Cutter
Copy_MetalCutter	Buzz-Saw Cutter
Copy_Drill	Drill
Copy_PencilDrill	Pencil Drill
Copy_TwinDrill	Twin Drill
Copy_Fire	Fire
Copy_VolcanoFire	Volcano Fire
Copy_DragonFire	Dragon Fire
Copy_Hammer	Hammer
Copy_ToyHammer	Toy Hammer
Copy_RockHammer	Wild Hammer
Copy_DededeHammer	Masked Hammer
Copy_Ice	Ice
Copy_FrostyIce	Frosty Ice
Copy_BlizzardIce	Blizzard Ice
Copy_Needle	Needle
Copy_JunkNeedle	Clutter Needle
Copy_CrystalNeedle	Crystal Needle
Copy_Ranger	Ranger
Copy_EliteRanger	Noble Ranger
Copy_SpaceRanger	Space Ranger
Copy_Sleep	Sleep
Copy_DeepSleep	Deep Sleep
Copy_Sword	Sword
Copy_GigantSword	Gigant Sword
Copy_MetaSword	Meta Knight Sword
Copy_MorphoSword	Morpho Knight Sword
Copy_Tornado	Tornado
Copy_SwanTornado	Fleur Tornado
Copy_StormTornado	Storm Tornado
Deform_Car	Car Mouth
Deform_Coaster	Coaster Mouth
Deform_Cone	Cone Mouth
Deform_Cylinder	Pipe Mouth
Deform_DumpCar	Big-Rig Mouth
Deform_Elevator	Scissor-Lift Mouth
Deform_Glider	Arch Mouth
Deform_Lightbulb	Light-Bulb Mouth
Deform_Locker	Storage Mouth
Deform_Ring	Ring Mouth
Deform_Stairs	Stairs Mouth
Deform_VendingMachine	Vending Mouth
Deform_WaterBalloon	Water-Balloon Mouth
Deform_WaterTank	Dome Mouth
Name\AreaName.msbt
Level1	Natural Plains
Level2	Everbay Coast
Level3	Wondaria Remains
Level4	Winter Horns
Level5	Originull Wasteland
Level6	Redgar Forbidden\nLands
Level7	Lab Discovera
Estory	Isolated Isles:\nForgo Dreams
Name\ArenaCompetitionName.msbt
CartelOfMetaKnight	Meta Knight Cup
BossBattle	The Ultimate Cup
BossBattleExtra	The Ultimate Cup Z
Name\BossName.msbt
GigantEdge	Wild Edge
BossGorillaPrefix	Strong-Armed Beast
BossGorilla	Gorimondo
BossGorillaExPrefix	Strong-Armed Illusion
BossGorillaEx	Phantom Gorimondo
WhispyPalmPrefix	Unfriendly Fronds
WhispyPalm	Tropic Woods
WhispyPalmExPrefix	Illusory Fronds
WhispyPalmEx	Phantom Tropic Woods
BossLeopardPrefix	Lethal Leopard
BossLeopard	Clawroline
BossLeopardExPrefix	Illusory Leopard
BossLeopardEx	Phantom Clawroline
DededePrefix	His Royal Nemesis
Dedede	King Dedede
DededeExPrefix	His Illusory Nemesis
DededeEx	Phantom King Dedede
DededeWildPrefix	His Primal Nemesis
DededeWild	Forgo Dedede
DededeWildExPrefix	Illusory Primal Nemesis
DededeWildEx	Phantom Forgo Dedede
BossLionPrefix	King of the Beasts
BossLion	Leongar
BossLionExPrefix	Possessed Beast
BossLionEx	Forgo Leon
BossArmadilloPrefix	Armor-Plated Prancer
BossArmadillo	Sillydillo
BossArmadilloExPrefix	Armor-Plated Illusion
BossArmadilloEx	Phantom Sillydillo
BossChimeraPrefix	Invasive Species
BossChimera	Fecto Forgo
BossChimeraExPrefix	Psychic Beast
BossChimeraEx	Soul Forgo
BossChimeraPerfectPrefix	Ultimate Life-Form
BossChimeraPerfect	Fecto Elfilis
BossChimeraPerfectSoulPrefix	Species Born of Chaos
BossChimeraPerfectSoul	Chaos Elfilis
Bonkers	Wild Bonkers
MisterFrosty	Wild Frosty
MbossTornado	Fleurina
BonkersGigantEdge	Wild Bonkers & Wild Edge
MisterFrostyMbossTornado	Wild Frosty & Fleurina
MetaKnightPrefix	The Lone Swordsman
MetaKnight	Meta Knight
MetaKnightExPrefix	The Lone Illusion
MetaKnightEx	Phantom Meta Knight
MorphoKnightPrefix	Fluttering Dream Eater
MorphoKnight	Morpho Knight
MrSandbag	Mr. Sandbag
TwinGigantEdge	Twin Wild Edge
TwinBonkers	Twin Wild Bonkers
TwinMisterFrosty	Twin Wild Frosty
TwinMbossTornado	Twin Fleurina
Name\CstageName.msbt
BombStage01	Triple Strike!\nBowling for Switches
BombStage02	Toss 'Em!\nHit the Bomb Blocks
BombStageChainBomb01	Cast a Line!\nChain Bomb Trial
BombStageSearchBomb01	Seek the Switches!\nHoming Bomb Hunt
CrashStageTimeCrash01	Stop Time!\nSlow-World Scramble
CutterStage01	Throw and Catch!\nTreasure Collecting
CutterStage02	Line 'Em Up!\nToss and Return
CutterStageChakramCutter01	Fling, Twirl, Return!\nHit the Switches
CutterStageMetalCutter01	Off the Wall!\nRicochet Switches
DrillStage01	Dig and Destroy!\nDrill Trial
DrillStage02	Dig and Explore!\nMaze of Fences
DrillStagePencilDrill01	Dig and Dash!\nPath of Fences
DrillStageTwinDrill01	Dig and Duck!\nRunaway Parade
FireStage01	Fast and Fiery!\nRace to the Cannon
FireStage02	Burn over the Belts!\nConveyor Dash
FireStageVolcanoFire01	Light 'Em Up!\nLantern Switches
FireStageDragonFire01	Melt and Glide!\nRace to the Cannon
HammerStage01	Hammer Road!\nHit the Stakes
HammerStage02	Whack Attack!\nHammer Trial
HammerStageToyHammer01	Smack to the Top!\nHit the Nails
HammerStageRockHammer01	Whack Attack!\nWild Hammer Trial
IceStage01	Freeze and Fling!\nSkating on Ice
IceStage02	Sliding Road!\nHigh-Speed Skating
IceStageFrostyIce01	Freezing Fight!\nFrosty Ice Trial
IceStageBlizzardIce01	Freeze and Find!\nMagma Skating
NeedleStage01	Roll On!\nNeedle Road
NeedleStageJunkNeedle01	Roll Up and Throw!\nClutter Needle Trial
NeedleStageCrystalNeedle01	Rush and Roll!\nFalling Needle Road
NormalStage01	Sweet Success!\nInvincible Rampage
NormalStage02	Kirby's Inhale\nShowdown
RangerStage01	Ready, Aim, Fire!\nDistant Targets
RangerStage02	Revolve and Aim!\nTower of Targets
RangerStageEliteRanger01	Long Shots!\nNoble Ranger Trial
RangerStageSpaceRanger01	Shoot and Scoot!\nConveyor Targets
SwordStage01	Slash Wisely!\nRope-Cutting Quiz
SwordStage02	Slash and Slice!\nSword Trial
SwordStageGigantSword01	Slash and Slice!\nGigant Sword Trial
SwordStageMorphoSword01	Slash! Morpho\nKnight Sword Trial
TornadoStage01	Up and Over!\nAcross Spike Road
TornadoStage02	Triple Strike!\nOver Freezing Water
TornadoStageSwanTornado01	Swirl and Twirl!\nTurn the Windmills
TornadoStageStormTornado01	Whirl 'Em Away!\nStorm Tornado Trial
DeformCarStage01	Collection Laps!\nCircling Circuit
DeformCarStage02	Speed and Swerve!\nConveyor Circuit
DeformConeStage01	Burst and Rise!\nA Path Full of Pipes
DeformConeStage02	Pierce the Floor!\nUp-and-Down Tower
DeformCylinderStage01	Roll and Jump!\nPipe-Ramp Path
DeformElevatorStage01	Stretch and Collect!\nScissor-Lift Road
DeformLightbulbStage01	Shine and Seek!\nInto the Ghost Maze
DeformRingStage01	Gust for Glory!\nRing-Boating Rush
DeformRingStage02	With Gusto!\nTurn the Windmills
DeformStairsStage01	Step It Up!\nMoving the Stairs
DeformVmachineStage01	Pop Shots!\nA Vending Adventure
DeformWballoonStage01	Wash 'Em Away!\nSlippery Parade
DeformMixStage01	Kirby, the Master\nof Mouthfuls!
HammerStageDededeHammer01	Attack! Masked\nHammer Trial
SwordStageMetaSword01	Slash! Meta Knight\nSword Trial
StageList_QuestionTitle	???
Name\Difficulty.msbt
Casual	Spring-Breeze Mode
Standard	Wild Mode
Name\EstoryStageName.msbt
EstoryStage01	Forgo Plains
EstoryStage02	Forgo Bay
EstoryStage03	Forgo Park
EstoryStage04	Forgo Horns
EstoryStage05	Forgo Wasteland
EstoryStage06	Forgo Zone
EstoryStage07	Forgo Land
Name\FigureName.msbt
KirbyNormal	Kirby
SupportChara	Elfilin
BandanaWaddleDee	Bandana Waddle Dee
KirbyIce	Ice
KirbyFrostyIce	Frosty Ice
KirbyIceBlizzard	Blizzard Ice
KirbyCutter	Cutter
KirbyCutterChakram	Chakram Cutter
KirbyCutterMetal	Buzz-Saw Cutter
KirbyCrash	Crash
KirbyCrashTime	Time Crash
KirbySleep	Sleep
KirbyDeep	Deep Sleep
KirbySword	Sword
KirbySwordGalactic	Gigant Sword
KirbySwordMeta	Meta Knight Sword
KirbyMorpho	Morpho Knight Sword
KirbyTornado	Tornado
Swan	Fleur Tornado
KirbyStorm	Storm Tornado
KirbyNeedle	Needle
KirbyNeedleJunk	Clutter Needle
KirbyNeedleCrystal	Crystal Needle
KirbyHammer	Hammer
KirbyHammerToy	Toy Hammer
KirbyHammerRock	Wild Hammer
KirbyDedede	Masked Hammer
KirbyFire	Fire
KirbyFireVolcano	Volcano Fire
KirbyFireDragon	Dragon Fire
KirbyBomb	Bomb
KirbyBombChain	Chain Bomb
KirbyBombChainSearch	Homing Bomb
KirbyDrill	Drill
KirbyPencilDrill	Pencil Drill
KirbyDrillTwin	Twin Drill
KirbyRanger	Ranger
KirbyEliteRanger	Noble Ranger
KirbySpace	Space Ranger
DeformKirbyCar	Car-Mouth Kirby
DeformKirbyCone	Cone-Mouth Kirby
DeformKirbyStairs	Stairs-Mouth Kirby
DeformKirbyRing	Ring-Mouth Kirby
DeformKirbyRingBoat	Boating Ring-Mouth\nKirby
DeformKirbyGlider	Arch-Mouth Kirby
DeformKirbyWaterBalloon	Water-Balloon-\nMouth Kirby
DeformKirbyDumpCar	Big-Rig-Mouth Kirby
DeformKirbyLightbulb	Light-Bulb-Mouth\nKirby
DeformKirbyLocker	Storage-Mouth Kirby
DeformKirbyLockerBig	Bolted-Storage-\nMouth Kirby
DeformKirbyWaterTank	Dome-Mouth Kirby
DeformKirbyVendingMachine	Vending-Mouth Kirby
DeformKirbyElevator	Scissor-Lift-Mouth\nKirby
DeformKirbyRollerCoaster	Coaster-Mouth Kirby
DeformKirbyCylinder	Pipe-Mouth Kirby
BossGorilla	Strong-Armed Beast\nGorimondo
WhispyPalm	Unfriendly Fronds\nTropic Woods
BossLeopard	Lethal Leopard\nClawroline
Metaknight	The Lone Swordsman\nMeta Knight
Dedede	His Royal Nemesis\nKing Dedede
BossArmadillo	Armor-Plated Prancer\nSillydillo
MaskDedede	His Primal Nemesis\nForgo Dedede
BossLion	King of the Beasts\nLeongar
BossOrigin	Invasive Species\nFecto Forgo
BossOrigin_Sub	 (Larva)
BossChimera	Invasive Species\nFecto Forgo
BossChimeraPerfect	Ultimate Life-Form\nFecto Elfilis
BossGorillaEX	Strong-Armed Illusion\nPhantom Gorimondo
WhispyPalmEX	Illusory Fronds\nPhantom Tropic Woods
BossLeopardEX	Illusory Leopard\nPhantom Clawroline
MetaknightEX	The Lone Illusion\nPhantom Meta Knight
BossArmadilloEX	Armor-Plated Illusion\nPhantom Sillydillo
DededeEX	His Illusory Nemesis\nPhantom King Dedede
MaskDededeEX	Illusory Primal Nemesis\nPhantom Forgo Dedede
BossLionAndOrigin	Possessed Beast\nForgo Leon
MorphoKnight	Fluttering Dream Eater\nMorpho Knight
BossChimeraSoul	Species Born of Chaos\nChaos Elfilis
GigantEdge	Wild Edge
MisterFrosty	Wild Frosty
Bonkers	Wild Bonkers
MbossTornado	Fleurina
AnimalWaddleDee	Awoofy
BrontoBurt	Bronto Burt
Shotzo	Shotzo
Kabu	Kabu
Dekabu	Big Kabu
Gordo	Gordo
GordoLongShort	Gordo Bar
Bouncy	Bouncy
Cappy	Cappy
Scarfy	Scarfy
Blipper	Blipper
Squishy	Squishy
Glunk	Glunk
Gabon	Gabon
SnakeEnemy	Sssnacker
TackleEnemy	Buffahorn
