glossary.msbt
gl_799	クッパケーキ
sys_reward_exp_hsmm02_hsmg502_lose1	げきとう！アイスホッケーの1{r2[ぷん]}分{/r2}ルールで{r2[か]}勝{/r2}たなかった
sys_reward_exp_hsmm02_hsmg502_lose2	げきとう！アイスホッケーの3{r2[ふん]}分{/r2}ルールで{r2[か]}勝{/r2}たなかった
sys_reward_exp_hsmm02_hsmg502_lose3	げきとう！アイスホッケーの5{r2[ふん]}分{/r2}ルールで{r2[か]}勝{/r2}たなかった
sys_reward_exp_hsmm02_rankC	ウデマエがCに{r2[あ]}上{/r2}がった
sys_reward_exp_hsmm02_rankB	ウデマエがBに{r2[あ]}上{/r2}がった
sys_reward_exp_hsmm02_rankA	ウデマエがAに{r2[あ]}上{/r2}がった
sys_reward_exp_hsmm02_rankS	ウデマエがSに{r2[あ]}上{/r2}がった
sys_reward_exp_hsmm02_rankMAX	ウデマエランクMAX
sys_reward_exp_hsmm03_5_1st	5ラウンド{r2[せってい]}設定{/r2}で1{r2[い]}位{/r2}になる
sys_reward_exp_hsmm03_5_2nd	5ラウンド{r2[せってい]}設定{/r2}で2{r2[い]}位{/r2}になる
sys_reward_exp_hsmm03_5_3rd	5ラウンド{r2[せってい]}設定{/r2}で3{r2[い]}位{/r2}になる
sys_reward_exp_hsmm03_5_4th	5ラウンド{r2[せってい]}設定{/r2}で4{r2[い]}位{/r2}になる
sys_reward_exp_hsmm03_10_1st	10ラウンド{r2[せってい]}設定{/r2}で1{r2[い]}位{/r2}になる
sys_reward_exp_hsmm03_10_2nd	10ラウンド{r2[せってい]}設定{/r2}で2{r2[い]}位{/r2}になる
sys_reward_exp_hsmm03_10_3rd	10ラウンド{r2[せってい]}設定{/r2}で3{r2[い]}位{/r2}になる
sys_reward_exp_hsmm03_10_4th	10ラウンド{r2[せってい]}設定{/r2}で4{r2[い]}位{/r2}になる
sys_reward_exp_hsmm03_15_1st	15ラウンド{r2[せってい]}設定{/r2}で1{r2[い]}位{/r2}になる
sys_reward_exp_hsmm03_15_2nd	15ラウンド{r2[せってい]}設定{/r2}で2{r2[い]}位{/r2}になる
sys_reward_exp_hsmm03_15_3rd	15ラウンド{r2[せってい]}設定{/r2}で3{r2[い]}位{/r2}になる
sys_reward_exp_hsmm03_15_4th	15ラウンド{r2[せってい]}設定{/r2}で4{r2[い]}位{/r2}になる
sys_reward_exp_hsmm04_3_win	3{r2[しょう]}勝{/r2}ルールで{r2[か]}勝{/r2}った
sys_reward_exp_hsmm04_5_win	5{r2[しょう]}勝{/r2}ルールで{r2[か]}勝{/r2}った
sys_reward_exp_hsmm04_10_win	10{r2[しょう]}勝{/r2}ルールで{r2[か]}勝{/r2}った
sys_reward_exp_hsmm04_3_lose	3{r2[しょう]}勝{/r2}ルールで{r2[ま]}負{/r2}けた
sys_reward_exp_hsmm04_5_lose	5{r2[しょう]}勝{/r2}ルールで{r2[ま]}負{/r2}けた
sys_reward_exp_hsmm04_10_lose	10{r2[しょう]}勝{/r2}ルールで{r2[ま]}負{/r2}けた
sys_reward_exp_hsmm05_stg1	ステージ 1クリア
sys_reward_exp_hsmm05_stg2	ステージ 2クリア
sys_reward_exp_hsmm05_stg3	ステージ 3クリア
sys_reward_exp_hsmm05_stg4	ステージ 4クリア
sys_reward_exp_hsmm05_stg5	ステージ 5クリア
sys_reward_exp_hsmm05_stg6	ステージ 6クリア
sys_reward_exp_hsmm06_duel_win	デュエルミニゲームで{r2[か]}勝{/r2}った
sys_reward_exp_hsmm06_duel_lose	デュエルミニゲームで{r2[か]}勝{/r2}たなかった
sys_reward_exp_bonus_friend	{color[ff3502ff]}オンラインボーナス{color[000000ff]}
sys_reward_exp_takeout	{r2[も]}持{/r2}ち{r2[かえ]}帰{/r2}った{r2[けいけんち]}経験値{/r2}
sys_reward_exp_bonus_x	{color[ff3502ff]}×[0]{color[000000ff]}
sys_unlock_mw_name	[0]
sys_unlock_mw_type00	[0]の\r\nスゴロク{r2[ずかん]}図鑑{/r2}、ミュージック、\r\nカードデザインが\r\nキノピオショップに{r2[ついか]}追加{/r2}されました！
sys_unlock_mw_type01	キャラクター{r2[ずかん]}図鑑{/r2}に\r\n[0]が{r2[ついか]}追加{/r2}されました！
sys_unlock_mw_type02	3{r2[にん]}人{/r2}チャレンジ\r\n[0]が{r2[ついか]}追加{/r2}されました！
sys_unlock_mw_type03	{r2[あたら]}新{/r2}しいスタンプが\r\nキノピオショップに{r2[ついか]}追加{/r2}されました！
sys_unlock_mw_type04	スタッフクレジットが{r2[かいほう]}解放{/r2}されました！
sys_unlock_mw_type05	{r2[あたら]}新{/r2}しいカードデザインが\r\nキノピオショップに{r2[ついか]}追加{/r2}されました！
sys_unlock_mw_type06	{r2[あたら]}新{/r2}しい{r2[ずかん]}図鑑{/r2}のページが\r\nキノピオショップに{r2[ついか]}追加{/r2}されました！
sys_rank_userName	[0]
sys_rank_bonus	[0]
sys_rank_bonus_plus	+[0]
sys_rank_bonus_minus	-[0]
sys_rank_rivalName	[0]
sys_rank_tier_s	S
sys_rank_tier_a	A
sys_rank_tier_b	B
sys_rank_tier_c	C
sys_rank_tier_d	D
sys_rank_hsmg000_bonus00	{r2[か]}勝{/r2}ち
sys_rank_hsmg000_bonus01	ゲコクジョウ{r2[か]}勝{/r2}ち
sys_rank_hsmg000_bonus02	{r2[ま]}負{/r2}け
sys_rank_hsmg000_bonus03	ひきわけ
sys_rank_hsmg501_bonus00	スパイクボーナス
sys_rank_hsmg501_bonus01	ナイスブロック！
sys_rank_hsmg501_bonus02	パーフェクト！
sys_rank_hsmg502_bonus00	ゴールボーナス
sys_rank_hsmg502_bonus01	ナイスタックル！
sys_rank_hsmg502_bonus02	ハットトリック
sys_rank_hsmg502_bonus03	パーフェクト！
sys_rank_hsmg503_bonus00	ゴールボーナス
sys_rank_hsmg503_bonus01	マルチゴール！
sys_rank_hsmg503_bonus02	カンペキシュート！
sys_rank_hsmg503_bonus03	ハットトリック
sys_rank_hsmg503_bonus04	パーフェクト！
sys_rank_hsmg601_bonus00	コンボボーナス
sys_rank_hsmg601_bonus01	{r2[あっしょう]}圧勝{/r2}ボーナス
sys_rank_hsmg601_bonus02	{r2[せっせん]}接戦{/r2}ボーナス
sys_rank_hsmg602_bonus00	コンボボーナス
sys_rank_hsmg602_bonus01	{r2[あっしょう]}圧勝{/r2}ボーナス
sys_rank_hsmg602_bonus02	{r2[せっせん]}接戦{/r2}ボーナス
sys_rank_hsmg603_bonus00	コンボボーナス
sys_rank_hsmg603_bonus01	{r2[あっしょう]}圧勝{/r2}ボーナス
sys_rank_hsmg603_bonus02	{r2[せっせん]}接戦{/r2}ボーナス
sys_error_mw_B00	{r2[つうしん]}通信{/r2}が{r2[せつだん]}切断{/r2}されました。\r\nオフラインに{r2[き]}切{/r2}りかえます。
sys_error_mw_B01	{size[8200]}{color[ff3502ff]}{[0001|0400]}[0]{[0001|ffff]}{color[000000ff]}{size[6400]}{color[110c1dff]}さんが{r2[せつだん]}切断{/r2}されました。{color[000000ff]}
sys_error_mw_B02	{size[8200]}{color[ff3502ff]}{[0001|0400]}[0]{[0001|ffff]}{color[000000ff]}{size[6400]}{color[110c1dff]}さんが{r2[せつだん]}切断{/r2}されました。\r\nホストが{color[000000ff]}{size[8200]}{color[ff3502ff]}{[0001|0400]}[1]{[0001|ffff]}{color[000000ff]}{size[6400]}{color[110c1dff]}さんに{r2[か]}変{/r2}わりました。{color[000000ff]}
sys_error_mw_B03	{r2[つうしん]}通信{/r2}が{r2[せつだん]}切断{/r2}されました。\r\nオンライン{r2[つうしん]}通信{/r2}を{r2[しゅうりょう]}終了{/r2}します。
sys_error_mw_B05	{r2[せつぞく]}接続{/r2}がタイムアウトになりました。
sys_error_mw_B06	{size[8200]}{color[ff3502ff]}{[0001|0400]}[0]{[0001|ffff]}{color[000000ff]}{size[6400]}{color[110c1dff]}さんが{r2[せつだん]}切断{/r2}されました。\r\nホストがぬけたので、\r\nあなたが{r2[ぼうけん]}冒険{/r2}を{r2[ひ]}引{/r2}きつぎました。\r\nターンの{r2[はじ]}始{/r2}めに\r\n{r2[ちゅうだん]}中断{/r2}データが{r2[さくせい]}作成{/r2}されます。{color[000000ff]}
sys_error_mw_B07	{r2[つうしん]}通信{/r2}が{r2[せつだん]}切断{/r2}されました。
sys_error_mw_B08	{r2[さんかしゃ]}参加者{/r2}がいなくなったので、\r\nゲームを{r2[しゅうりょう]}終了{/r2}します。
sys_error_mw_C00	{r2[さんか]}参加{/r2}できませんでした。
sys_error_mw_C02	{r2[へや]}部屋{/r2}の{r2[にんずう]}人数{/r2}がいっぱいです。\r\nもう{r2[いちどにんずう]}一度人数{/r2}を{r2[き]}決{/r2}めてください。
sys_error_mw_D00	{r2[へや]}部屋{/r2}が{r2[み]}見{/r2}つかりませんでした。
sys_error_mw_H01	{r2[さんかしゃ]}参加者{/r2}が{r2[み]}見{/r2}つかりませんでした。\r\nもう{r2[いちど]}一度{/r2}{r2[さが]}探{/r2}しますか？
sys_error_mw_H01_a0	{r2[さが]}探{/r2}す
sys_error_mw_H01_a2	やめる
sys_error_mw_I00	ランキングデータが\r\n{r2[しゅとく]}取得{/r2}できませんでした。
sys_error_mw_J00	Nintendo Switch Online アプリと\r\n{r2[れんけい]}連携{/r2}していないため、\r\nボイスチャットを{r2[かいし]}開始{/r2}できませんでした。
sys_error_mw_K00	ボイスチャットができませんでした。
sys_retry_play_team	VS
sys_retry_play_stage	どのステージで{r2[あそ]}遊{/r2}びますか？
sys_retry_play_start	ゲームスタート！
sys_retry_play_normal	ノーマルモード
sys_retry_play_endless	エンドレスモード
sys_retry_play_next	{r2[つぎ]}次{/r2}へ
sys_pause_mgRank_header	クリアランク{r2[じょうけん]}条件{/r2}
sys_pause_mgRank_A	A
sys_pause_mgRank_B	B
sys_pause_mgRank_C	C
sys_pause_mgRank_D	D
sys_pause_mgRank_details	[0]
sys_mgRank_hsmg102_3_A	{r2[のこ]}残{/r2}り15{r2[びょういじょう]}秒以上{/r2}
sys_mgRank_hsmg102_3_B	{r2[のこ]}残{/r2}り14～10{r2[びょう]}秒{/r2}
sys_mgRank_hsmg102_3_C	{r2[のこ]}残{/r2}り9～5{r2[びょう]}秒{/r2}
sys_mgRank_hsmg102_3_D	{r2[のこ]}残{/r2}り4～1{r2[びょう]}秒{/r2}
sys_mgRank_hsmg111_3_A	90～81ポイント\r\n({r2[せいぞん]}生存{/r2}{r2[じかん]}時間{/r2}を{r2[てんすう]}点数{/r2}とする)
sys_mgRank_hsmg111_3_B	80～61ポイント
sys_mgRank_hsmg111_3_C	60～41ポイント
sys_mgRank_hsmg111_3_D	40～30ポイント
sys_mgRank_hsmg106_3_A	{r2[のこ]}残{/r2}り20{r2[びょう]}秒{/r2}{r2[いじょう]}以上{/r2}
sys_mgRank_hsmg106_3_B	{r2[のこ]}残{/r2}り19～13{r2[びょう]}秒{/r2}
sys_mgRank_hsmg106_3_C	{r2[のこ]}残{/r2}り12～6{r2[びょう]}秒{/r2}
sys_mgRank_hsmg106_3_D	{r2[のこ]}残{/r2}り5～1{r2[びょう]}秒{/r2}
sys_mgRank_hsmg113_3_A	3{r2[にん]}人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg113_3_B	{r2[ふたり]}2人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg113_3_C	プレイヤーが{r2[ひとり]}1人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg113_3_D	CPUが{r2[ひとり]}1人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg109_3_A	3{r2[にん]}人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg109_3_B	{r2[ふたり]}2人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg109_3_C	プレイヤーが{r2[ひとり]}1人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg109_3_D	CPUが{r2[ひとり]}1人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg101_3_A	3{r2[にん]}人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg101_3_B	{r2[ふたり]}2人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg101_3_C	プレイヤーが{r2[ひとり]}1人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg101_3_D	CPUが{r2[ひとり]}1人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg114_3_A	3{r2[にん]}人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg114_3_B	{r2[ふたり]}2人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg114_3_C	プレイヤーが{r2[ひとり]}1人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg114_3_D	CPUが{r2[ひとり]}1人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg110_3_A	10{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}に\r\nプレイヤーがタックル
sys_mgRank_hsmg110_3_B	20{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}にプレイヤーがタックル \r\nまたは10{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}にCPUがタックル
sys_mgRank_hsmg110_3_C	{r2[じかんない]}時間内{/r2}にプレイヤーがタックル\r\nまたは20{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}にCPUがタックル
sys_mgRank_hsmg110_3_D	{r2[じかん]}時間{/r2}{r2[ぎ]}切{/r2}れで{r2[しょうり]}勝利{/r2} または\r\n{r2[じかんない]}時間内{/r2}にCPUがタックル
sys_mgRank_hsmg115_3_A	3{r2[にん]}人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg115_3_B	{r2[ふたり]}2人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg115_3_C	プレイヤーが{r2[ひとり]}1人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg115_3_D	CPUが{r2[ひとり]}1人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg103_3_A	10{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}にプレイヤーが{r2[あ]}当{/r2}てる
sys_mgRank_hsmg103_3_B	20{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}にプレイヤーが{r2[あ]}当{/r2}てる\r\nまたは10{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}にCPUが{r2[あ]}当{/r2}てる
sys_mgRank_hsmg103_3_C	{r2[じかんない]}時間内{/r2}にプレイヤーが{r2[あ]}当{/r2}てる\r\nまたは20{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}にCPUが{r2[あ]}当{/r2}てる
sys_mgRank_hsmg103_3_D	{r2[じかん]}時間{/r2}{r2[ない]}内{/r2}にCPUが{r2[あ]}当{/r2}てる
sys_mgRank_hsmg107_3_A	10{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}に\r\nプレイヤーがつぶす
sys_mgRank_hsmg107_3_B	20{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}にプレイヤーがつぶす\r\nまたは10{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}にCPUがつぶす
sys_mgRank_hsmg107_3_C	{r2[じかんない]}時間内{/r2}にプレイヤーがつぶす\r\nまたは20{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}にCPUがつぶす
sys_mgRank_hsmg107_3_D	{r2[じかんない]}時間内{/r2}にCPUがつぶす
sys_mgRank_hsmg105_3_A	8{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}に{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg105_3_B	12{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}に{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg105_3_C	16{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}に{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg105_3_D	{r2[じかんない]}時間内{/r2}に{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg112_3_A	{r2[のこ]}残{/r2}り30～18{r2[びょう]}秒{/r2}
sys_mgRank_hsmg112_3_B	{r2[のこ]}残{/r2}り17～11{r2[びょう]}秒{/r2}
sys_mgRank_hsmg112_3_C	{r2[のこ]}残{/r2}り10～6{r2[びょう]}秒{/r2}
sys_mgRank_hsmg112_3_D	{r2[のこ]}残{/r2}り5～1{r2[びょう]}秒{/r2} または\r\n{r2[ぜん]}全{/r2}ゴールCPUが{r2[き]}決{/r2}める
sys_mgRank_hsmg108_3_A	3{r2[にん]}人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg108_3_B	{r2[ふたり]}2人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg108_3_C	プレイヤーが{r2[ひとり]}1人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg108_3_D	CPUが{r2[ひとり]}1人{/r2}{r2[のこ]}残{/r2}って{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg104_3_A	38{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}に{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg104_3_B	43{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}に{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg104_3_C	48{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}に{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg104_3_D	49{r2[びょう]}秒{/r2}{r2[いじょう]}以上{/r2}で{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg102_1_A	300～150％\r\n(3{r2[にん]}人{/r2}のゴールまでのきょり)
sys_mgRank_hsmg102_1_B	149～100％
sys_mgRank_hsmg102_1_C	99～50％
sys_mgRank_hsmg102_1_D	49～1%
sys_mgRank_hsmg111_1_A	{r2[のこ]}残{/r2}り11{r2[びょう]}秒{/r2}{r2[いじょう]}以上{/r2}で\r\n{r2[すべ]}全{/r2}ての{r2[まと]}的{/r2}に{r2[あ]}当{/r2}てる
sys_mgRank_hsmg111_1_B	{r2[のこ]}残{/r2}り11{r2[びょう]}秒{/r2}{r2[いじょう]}以上{/r2}で\r\n{r2[まと]}的{/r2}を{r2[のこ]}残{/r2}して{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg111_1_C	{r2[のこ]}残{/r2}り10～5{r2[びょう]}秒{/r2}
sys_mgRank_hsmg111_1_D	{r2[のこ]}残{/r2}り4～1{r2[びょう]}秒{/r2}
sys_mgRank_hsmg106_1_A	20{r2[びょう]}秒{/r2}{r2[いじょう]}以上{/r2}、{r2[かお]}顔{/r2}を{r2[だ]}出{/r2}す
sys_mgRank_hsmg106_1_B	15～19{r2[びょう]}秒{/r2}、{r2[かお]}顔{/r2}を{r2[だ]}出{/r2}す
sys_mgRank_hsmg106_1_C	10～14{r2[びょう]}秒{/r2}、{r2[かお]}顔{/r2}を{r2[だ]}出{/r2}す
sys_mgRank_hsmg106_1_D	5～9{r2[びょう]}秒{/r2}、{r2[かお]}顔{/r2}を{r2[だ]}出{/r2}す
sys_mgRank_hsmg113_1_A	8{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}に{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg113_1_B	12{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}に{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg113_1_C	16{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}に{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg113_1_D	{r2[じかんない]}時間内{/r2}に{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg109_1_A	15{r2[びょういない]}秒以内{/r2}に{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg109_1_B	20{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}に{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg109_1_C	25{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}に{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg109_1_D	{r2[じかんない]}時間内{/r2}に{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg101_1_A	{r2[のこ]}残{/r2}り30～21{r2[びょう]}秒{/r2}
sys_mgRank_hsmg101_1_B	{r2[のこ]}残{/r2}り20～11{r2[びょう]}秒{/r2}
sys_mgRank_hsmg101_1_C	{r2[のこ]}残{/r2}り10～6{r2[びょう]}秒{/r2}
sys_mgRank_hsmg101_1_D	{r2[のこ]}残{/r2}り5～1{r2[びょう]}秒{/r2}
sys_mgRank_hsmg114_1_A	ラウンド2までに{r2[ぜんいん]}全員{/r2}{r2[はっけん]}発見{/r2}
sys_mgRank_hsmg114_1_B	ラウンド3までに{r2[ぜんいん]}全員{/r2}{r2[はっけん]}発見{/r2}
sys_mgRank_hsmg114_1_C	なし
sys_mgRank_hsmg114_1_D	なし
sys_mgRank_hsmg110_1_A	15{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}にトライ
sys_mgRank_hsmg110_1_B	20{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}にトライ
sys_mgRank_hsmg110_1_C	25{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}にトライ
sys_mgRank_hsmg110_1_D	{r2[じかんない]}時間内{/r2}にトライ
sys_mgRank_hsmg115_1_A	2ラウンド{r2[いない]}以内{/r2}に{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg115_1_B	3ラウンド{r2[め]}目{/r2}で{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg115_1_C	4ラウンド{r2[め]}目{/r2}で{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg115_1_D	5ラウンド{r2[め]}目{/r2}で{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg103_1_A	{r2[しょうり]}勝利{/r2}する
sys_mgRank_hsmg103_1_B	なし
sys_mgRank_hsmg103_1_C	なし
sys_mgRank_hsmg103_1_D	なし
sys_mgRank_hsmg107_1_A	{r2[しょうり]}勝利{/r2}する
sys_mgRank_hsmg107_1_B	なし
sys_mgRank_hsmg107_1_C	なし
sys_mgRank_hsmg107_1_D	なし
sys_mgRank_hsmg105_1_A	8{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}に{r2[しょうり]}勝利{/r2}
sys_mgRank_hsmg105_1_B	12{r2[びょう]}秒{/r2}{r2[いない]}以内{/r2}に{r2[しょうり]}勝利{/r2}
