glossary.msbt
gl_799	酷霸王蛋糕
sys_reward_exp_hsmm03_10_2nd	设置为10回合并成为第2名
sys_reward_exp_hsmm03_10_3rd	设置为10回合并成为第3名
sys_reward_exp_hsmm03_10_4th	设置为10回合并成为第4名
sys_reward_exp_hsmm03_15_1st	设置为15回合并成为第1名
sys_reward_exp_hsmm03_15_2nd	设置为15回合并成为第2名
sys_reward_exp_hsmm03_15_3rd	设置为15回合并成为第3名
sys_reward_exp_hsmm03_15_4th	设置为15回合并成为第4名
sys_reward_exp_hsmm04_3_win	在3胜规则下获胜
sys_reward_exp_hsmm04_5_win	在5胜规则下获胜
sys_reward_exp_hsmm04_10_win	在10胜规则下获胜
sys_reward_exp_hsmm04_3_lose	在3胜规则下失败
sys_reward_exp_hsmm04_5_lose	在5胜规则下失败
sys_reward_exp_hsmm04_10_lose	在10胜规则下失败
sys_reward_exp_hsmm05_stg1	通过关卡1
sys_reward_exp_hsmm05_stg2	通过关卡2
sys_reward_exp_hsmm05_stg3	通过关卡3
sys_reward_exp_hsmm05_stg4	通过关卡4
sys_reward_exp_hsmm05_stg5	通过关卡5
sys_reward_exp_hsmm05_stg6	通过关卡6
sys_reward_exp_hsmm06_duel_win	在决斗小游戏中获胜
sys_reward_exp_hsmm06_duel_lose	在决斗小游戏中没有获胜
sys_reward_exp_bonus_friend	{color[ff3502ff]}线上奖励{color[000000ff]}
sys_reward_exp_takeout	带回的经验值
sys_reward_exp_bonus_x	{color[ff3502ff]}×[0]{color[000000ff]}
sys_unlock_mw_name	[0]
sys_unlock_mw_type00	[0]的\r\n棋盘游戏图鉴、音乐和\r\n卡片设计已被加入\r\n奇诺比奥商店！
sys_unlock_mw_type01	[0]已被加入\r\n角色图鉴！
sys_unlock_mw_type02	[0]已被加入\r\n3人挑战赛！
sys_unlock_mw_type03	新的贴图\r\n已被加入奇诺比奥商店！
sys_unlock_mw_type04	制作人员名单已开放！
sys_unlock_mw_type05	新的卡片设计\r\n已被加入奇诺比奥商店！
sys_unlock_mw_type06	新的图鉴页面\r\n已被加入奇诺比奥商店！
sys_rank_userName	[0]
sys_rank_bonus	[0]
sys_rank_bonus_plus	+[0]
sys_rank_bonus_minus	-[0]
sys_rank_rivalName	[0]
sys_rank_tier_s	S
sys_rank_tier_a	A
sys_rank_tier_b	B
sys_rank_tier_c	C
sys_rank_tier_d	D
sys_rank_hsmg000_bonus00	胜利
sys_rank_hsmg000_bonus01	逆势获胜
sys_rank_hsmg000_bonus02	失败
sys_rank_hsmg000_bonus03	平手
sys_rank_hsmg501_bonus00	扣杀奖励
sys_rank_hsmg501_bonus01	漂亮的拦网！
sys_rank_hsmg501_bonus02	完美！
sys_rank_hsmg502_bonus00	进球奖励
sys_rank_hsmg502_bonus01	漂亮的冲撞！
sys_rank_hsmg502_bonus02	帽子戏法
sys_rank_hsmg502_bonus03	完美！
sys_rank_hsmg503_bonus00	进球奖励
sys_rank_hsmg503_bonus01	多次进球！
sys_rank_hsmg503_bonus02	完美射门！
sys_rank_hsmg503_bonus03	帽子戏法
sys_rank_hsmg503_bonus04	完美！
sys_rank_hsmg601_bonus00	连击奖励
sys_rank_hsmg601_bonus01	完胜奖励
sys_rank_hsmg601_bonus02	均势奖励
sys_rank_hsmg602_bonus00	连击奖励
sys_rank_hsmg602_bonus01	完胜奖励
sys_rank_hsmg602_bonus02	均势奖励
sys_rank_hsmg603_bonus00	连击奖励
sys_rank_hsmg603_bonus01	完胜奖励
sys_rank_hsmg603_bonus02	均势奖励
sys_error_mw_B00	连接已断开。\r\n将切换到离线模式。
sys_error_mw_B01	{size[8200]}{color[ff3502ff]}{[0001|0400]}[0]{[0001|ffff]}{color[000000ff]}{size[6400]}{color[110c1dff]}已断开。{color[000000ff]}
sys_error_mw_B02	{size[8200]}{color[ff3502ff]}{[0001|0400]}[0]{[0001|ffff]}{color[000000ff]}{size[6400]}{color[110c1dff]}已断开。\r\n房主已变为{color[000000ff]}{size[8200]}{color[ff3502ff]}{[0001|0400]}[1]{[0001|ffff]}{color[000000ff]}{size[6400]}{color[110c1dff]}。{color[000000ff]}
sys_error_mw_B03	连接已断开。\r\n将结束线上连接。
sys_error_mw_B05	连接已超时。
sys_error_mw_B06	{size[8200]}{color[ff3502ff]}{[0001|0400]}[0]{[0001|ffff]}{color[000000ff]}{size[6400]}{color[110c1dff]}已断开。\r\n因为房主已离开，\r\n所以会由你继续冒险。\r\n回合开始时，\r\n将创建中断数据。{color[000000ff]}
sys_error_mw_B07	连接已断开。
sys_error_mw_B08	没有参加者，\r\n所以将结束游戏。
sys_error_mw_C00	无法参加。
sys_error_mw_C02	房间人数已满，\r\n请重新决定人数。
sys_error_mw_D00	没有找到房间。
sys_error_mw_H01	没有找到参加者。\r\n要再找一次吗？
sys_error_mw_H01_a0	寻找
sys_error_mw_H01_a2	退出
sys_error_mw_I00	无法获取排名数据。
sys_error_mw_J00	因尚未与\r\nNintendo Switch Online app关联，\r\n故无法开始语音聊天。
sys_error_mw_K00	无法进行语音聊天。
sys_retry_play_team	VS
sys_retry_play_stage	要游玩哪个关卡？
sys_retry_play_start	游戏开始！
sys_retry_play_normal	标准模式
sys_retry_play_endless	无尽模式
sys_retry_play_next	下一步
sys_pause_mgRank_header	过关等级条件
sys_pause_mgRank_A	A
sys_pause_mgRank_B	B
sys_pause_mgRank_C	C
sys_pause_mgRank_D	D
sys_pause_mgRank_details	[0]
sys_mgRank_hsmg102_3_A	还剩15秒以上
sys_mgRank_hsmg102_3_B	还剩14～10秒
sys_mgRank_hsmg102_3_C	还剩9～5秒
sys_mgRank_hsmg102_3_D	还剩4～1秒
sys_mgRank_hsmg111_3_A	90～81分\r\n（剩余时间将换算成分数）
sys_mgRank_hsmg111_3_B	80～61分
sys_mgRank_hsmg111_3_C	60～41分
sys_mgRank_hsmg111_3_D	40～30分
sys_mgRank_hsmg106_3_A	还剩20秒以上
sys_mgRank_hsmg106_3_B	还剩19～13秒
sys_mgRank_hsmg106_3_C	还剩12～6秒
sys_mgRank_hsmg106_3_D	还剩5～1秒
sys_mgRank_hsmg113_3_A	还剩3人并获胜
sys_mgRank_hsmg113_3_B	还剩2人并获胜
sys_mgRank_hsmg113_3_C	还剩1个玩家并获胜
sys_mgRank_hsmg113_3_D	CPU还剩1人并获胜
sys_mgRank_hsmg109_3_A	还剩3人并获胜
sys_mgRank_hsmg109_3_B	还剩2人并获胜
sys_mgRank_hsmg109_3_C	玩家还剩1人并获胜
sys_mgRank_hsmg109_3_D	CPU还剩1人并获胜
sys_mgRank_hsmg101_3_A	还剩3人并获胜
sys_mgRank_hsmg101_3_B	还剩2人并获胜
sys_mgRank_hsmg101_3_C	玩家还剩1人并获胜
sys_mgRank_hsmg101_3_D	CPU还剩1人并获胜
sys_mgRank_hsmg114_3_A	还剩3人并获胜
sys_mgRank_hsmg114_3_B	还剩2人并获胜
sys_mgRank_hsmg114_3_C	玩家还剩1人并获胜
sys_mgRank_hsmg114_3_D	CPU还剩1人并获胜
sys_mgRank_hsmg110_3_A	10秒内玩家\r\n使出冲撞
sys_mgRank_hsmg110_3_B	20秒内玩家使出冲撞\r\n或者10秒内CPU使出冲撞
sys_mgRank_hsmg110_3_C	规定时间内玩家使出冲撞\r\n或者20秒内CPU使出冲撞
sys_mgRank_hsmg110_3_D	时间结束获胜\r\n或者时间内CPU使出冲撞
sys_mgRank_hsmg115_3_A	还剩3人并获胜
sys_mgRank_hsmg115_3_B	还剩2人并获胜
sys_mgRank_hsmg115_3_C	玩家还剩1人并获胜
sys_mgRank_hsmg115_3_D	CPU还剩1人并获胜
sys_mgRank_hsmg103_3_A	10秒内玩家击中目标
sys_mgRank_hsmg103_3_B	20秒内玩家击中目标\r\n或者10秒内CPU击中目标
sys_mgRank_hsmg103_3_C	规定时间内玩家击中目标\r\n或者20秒内CPU击中目标
sys_mgRank_hsmg103_3_D	规定时间内CPU击中目标
sys_mgRank_hsmg107_3_A	10秒内玩家压扁目标
sys_mgRank_hsmg107_3_B	20秒内玩家压扁目标\r\n或者10秒内CPU压扁目标
sys_mgRank_hsmg107_3_C	规定时间内玩家压扁目标\r\n或者20秒内CPU压扁目标
sys_mgRank_hsmg107_3_D	规定时间内CPU压扁目标
sys_mgRank_hsmg105_3_A	8秒内获胜
sys_mgRank_hsmg105_3_B	12秒内获胜
sys_mgRank_hsmg105_3_C	16秒内获胜
sys_mgRank_hsmg105_3_D	规定时间内获胜
sys_mgRank_hsmg112_3_A	还剩30～18秒
sys_mgRank_hsmg112_3_B	还剩17～11秒
sys_mgRank_hsmg112_3_C	还剩10～6秒
sys_mgRank_hsmg112_3_D	还剩5～1秒\r\n或者CPU射入全部进球
sys_mgRank_hsmg108_3_A	还剩3人并获胜
sys_mgRank_hsmg108_3_B	还剩2人并获胜
sys_mgRank_hsmg108_3_C	玩家还剩1人并获胜
sys_mgRank_hsmg108_3_D	CPU还剩1人并获胜
sys_mgRank_hsmg104_3_A	38秒内获胜
sys_mgRank_hsmg104_3_B	43秒内获胜
sys_mgRank_hsmg104_3_C	48秒内获胜
sys_mgRank_hsmg104_3_D	49秒以上获胜
sys_mgRank_hsmg102_1_A	300～150％\r\n(3人距离终点的距离)
sys_mgRank_hsmg102_1_B	149～100％
sys_mgRank_hsmg102_1_C	99～50％
sys_mgRank_hsmg102_1_D	49～1%
sys_mgRank_hsmg111_1_A	还剩11秒以上\r\n射中全部箭靶
sys_mgRank_hsmg111_1_B	还剩11秒以上\r\n未射中所有箭靶并获胜
sys_mgRank_hsmg111_1_C	还剩10～5秒
sys_mgRank_hsmg111_1_D	还剩4～1秒
sys_mgRank_hsmg106_1_A	探头时间在20秒以上
sys_mgRank_hsmg106_1_B	探头时间在15～19秒
sys_mgRank_hsmg106_1_C	探头时间在10～14秒
sys_mgRank_hsmg106_1_D	探头时间在5～9秒
sys_mgRank_hsmg113_1_A	8秒内获胜
sys_mgRank_hsmg113_1_B	12秒内获胜
sys_mgRank_hsmg113_1_C	16秒内获胜
sys_mgRank_hsmg113_1_D	规定时间内获胜
sys_mgRank_hsmg109_1_A	15秒内获胜
sys_mgRank_hsmg109_1_B	20秒内获胜
sys_mgRank_hsmg109_1_C	25秒内获胜
sys_mgRank_hsmg109_1_D	规定时间内获胜
sys_mgRank_hsmg101_1_A	还剩30～21秒
sys_mgRank_hsmg101_1_B	还剩20～11秒
sys_mgRank_hsmg101_1_C	还剩10～6秒
sys_mgRank_hsmg101_1_D	还剩5～1秒
sys_mgRank_hsmg114_1_A	2回合内找出所有人
sys_mgRank_hsmg114_1_B	3回合内找出所有人
sys_mgRank_hsmg114_1_C	无
sys_mgRank_hsmg114_1_D	无
sys_mgRank_hsmg110_1_A	15秒内触地得分
sys_mgRank_hsmg110_1_B	20秒内触地得分
sys_mgRank_hsmg110_1_C	25秒内触地得分
sys_mgRank_hsmg110_1_D	规定时间内触地得分
sys_mgRank_hsmg115_1_A	在2回合内获胜
sys_mgRank_hsmg115_1_B	在第3回合获胜
sys_mgRank_hsmg115_1_C	在第4回合获胜
sys_mgRank_hsmg115_1_D	在第5回合获胜
sys_mgRank_hsmg103_1_A	获胜
sys_mgRank_hsmg103_1_B	无
sys_mgRank_hsmg103_1_C	无
sys_mgRank_hsmg103_1_D	无
sys_mgRank_hsmg107_1_A	获胜
sys_mgRank_hsmg107_1_B	无
sys_mgRank_hsmg107_1_C	无
sys_mgRank_hsmg107_1_D	无
sys_mgRank_hsmg105_1_A	8秒内获胜
sys_mgRank_hsmg105_1_B	12秒内获胜
sys_mgRank_hsmg105_1_C	16秒内获胜
sys_mgRank_hsmg105_1_D	规定时间内获胜
sys_mgRank_hsmg112_1_A	丢0～2分
sys_mgRank_hsmg112_1_B	丢3～4分
sys_mgRank_hsmg112_1_C	丢5～7分
sys_mgRank_hsmg112_1_D	丢8～9分
sys_mgRank_hsmg108_1_A	在达到第1个树桩前获胜
sys_mgRank_hsmg108_1_B	在达到第2个跳台前获胜
sys_mgRank_hsmg108_1_C	在达到终点前的\r\n栅栏前获胜
sys_mgRank_hsmg108_1_D	在到达终点前获胜
sys_mgRank_hsmg104_1_A	无任何失误并抵达终点
sys_mgRank_hsmg104_1_B	失误1次以内并抵达终点
sys_mgRank_hsmg104_1_C	失误2次以内并抵达终点
sys_mgRank_hsmg104_1_D	失误3次以上并抵达终点
sys_pause_bd00_text01	如果要想游玩更长时间，\r\n可以通过延长回合来增加回合数。\r\n不过，在最终回合时无法进行延长。
sys_pause_bd00_text02	和朋友一起游玩时，\r\n只有创建房间的人才可以延长回合。
sys_pause_bd00_text03	如果延长回合，最后5回合里的变化，\r\n如决斗以及格子上的金币增减数目等\r\n将会恢复原状。
sys_pause_bd00_text04	地图上黄色的小点是星星兑换所的\r\n候选地。奇诺比珂飞走后，\r\n一定会落到某一个黄点上。
sys_pause_bd00_text05	在棋盘游戏中，还可以通过键来发送贴图。\r\n快去看看都有哪些贴图吧。\r\n有时也可以推动来更改哦。
sys_pause_bd01_text00	在美味可口的蛋糕上收集星星吧！\r\n但是，在决出谁是超级巨星之前，\r\n可不许偷吃蛋糕啊。
sys_pause_bd01_text01	使用草莓进行装饰吧。\r\n小的草莓需要5金币，大的需要30金币。\r\n它们能为你夺取金币和星星。
sys_pause_bd01_text02	栗宝宝的抽奖必定能中1次。\r\n当谁都没有中奖时，\r\n如果还剩1个种子的话，必定会中奖。
sys_pause_bd01_text03	如果停在自己用草莓装饰过的格子上的话，\r\n就能获得金币，而且草莓也不会消失。
sys_pause_bd01_text04	小草莓很有活力，\r\n在夺取他人的金币后，\r\n有时也不会消失。
sys_pause_bd01_text05	在这个蛋糕的中间，\r\n有一个巧克力王冠。\r\n成为超级巨星后，或许能得到它。
sys_pause_bd01_text06	酷霸王在含有很多香蕉，\r\n并淋有焦糖酱的大布丁那里。\r\n接下来酷霸王可能会将它吃掉。
sys_pause_bd02_text00	在空间站取胜的关键在于\r\n如何不被酷霸王炮击中。
sys_pause_bd02_text01	如果被酷霸王炮击中，就会失去身上所有的金币。\r\n所以千万不能被它击中。
sys_pause_bd02_text02	对于超速的违法者，热心工作的\r\n木乔巡警会一路追查到底。
sys_pause_bd02_text03	中间的倒数显示“1”时要特殊注意。\r\n看清楚哪条才是危险的路线，赶快逃走吧。
sys_pause_bd02_text04	搭乘狂奔太空船的是\r\n砰砰或咚咚。
sys_pause_bd02_text05	好像有个UFO降落在了某个地方。\r\n到底发生了什么呢？
sys_pause_bd02_text06	据说酷霸王炮好像是由\r\n太阳能电池板提供能量的。
sys_pause_bd03_text00	这是森林深处的地图。\r\n进入这片森林的人几乎都迷失了方向。\r\n请谨慎前进。
sys_pause_bd03_text01	告示板上的箭头会不断地变换方向。\r\n如果前进时不仔细确认，\r\n就会绕一个很大很大的弯路。
sys_pause_bd03_text02	大大的树上会落下树果。\r\n抓住自己喜欢的树果，就会有事情发生。
sys_pause_bd03_text03	森林深处很可疑。因为那里有一棵可疑的树，\r\n所以一定会发生可疑的事情吧。
sys_pause_bd03_text04	这里是绿意盎然的森林。\r\n很多动物都居住在这里，\r\n不过动物们好像有时也会迷路。
sys_pause_bd03_text05	如果把金币交给黄鼹鼠，\r\n它会帮你更改箭头的方向。\r\n每次需要的金币数都会根据它的心情而变化。
sys_pause_bd03_text06	会从大树那里获赠的树果。\r\n从树上会落下2个树果，种类各不相同，\r\n请注意不要获得奇怪的树果。
sys_pause_bd04_text00	在2座岛屿之间来回穿梭！\r\n只前往有着星星的岛屿是无法获胜的。\r\n先预测接下来的发展，然后再前进吧。
sys_pause_bd04_text01	你可以随意提高咚咚的通行费，\r\n不过提高后就无法降低，\r\n所以注意不要把费用提高的太多。
sys_pause_bd04_text02	由于大嘴鱼的恶作剧，星星的所在地\r\n会在2座岛屿之间变来变去。\r\n当星星处在当前的岛上时，赶快去获得它吧。
sys_pause_bd04_text03	2座岛屿有着耀西的外形。\r\n有很多西瓜的是西瓜岛。\r\n真是随意的命名方式呢。
sys_pause_bd04_text04	2座岛屿有着耀西的外形。\r\n有很多哈密瓜的是哈密瓜岛。\r\n真是很好记的命名方式呢。
sys_pause_bd04_text05	可以看到远处有一艘破船。\r\n不知道它在那里多久了，\r\n但据说那是一艘运送水果的船。
sys_pause_bd04_text06	西瓜、哈密瓜、苹果还有香蕉……\r\n还有很多形状奇特的水果。\r\n据说成为超级巨星后，可以随便吃。
sys_pause_bd05_text00	进入黑夜后，鬼怪会聚集在一起！\r\n如果你在白天接近鬼怪出没的场所，\r\n那么在晚上应该就能看到它们。
sys_pause_bd05_text01	砰砰在晚上会变得一动不动。\r\n如果没能在白天通过，\r\n或许晚上会无法前行。
sys_pause_bd05_text02	如果想让哎哎将自己传送到别处，\r\n那么推荐晚上去找它，因为晚上的价格更便宜。
sys_pause_bd05_text03	鬼怪会在夜晚聚集，\r\n但有1个地方，白天会出现害羞幽灵。\r\n那是哪里呢？
sys_pause_bd05_text04	卡美克的洋馆每到晚上就会传出很大的喧闹声。\r\n他们每晚都在里面干什么呢？\r\n喧闹开始后，好像转眼间就到白天了。
sys_pause_bd05_text05	白天纹丝不动的秋千到了晚上\r\n就会自己动起来。\r\n但是，秋千上并没有任何人，好可怕啊。
sys_pause_bd05_text06	如果停在哎哎的通道上，\r\n好像就会受其波及而被传送。\r\n免费的传送真的好棒呢。
sys_pause_hsmm01_text00	可以随意游玩100个小游戏。\r\n能够好好练习。
sys_pause_hsmm01_text01	在这里好好练习后，\r\n再去和其他人对战吧。
sys_pause_hsmm01_text02	可以随意游玩\r\n自己喜欢的小游戏。\r\n请好好地享受吧。
sys_pause_hsmm02_text00	可以乐享火热激烈的运动游戏，\r\n也可以悠闲地游玩益智游戏。
sys_pause_hsmm02_text01	在2vs2运动中，\r\n可以乐享紧张激烈的对战游戏。
sys_pause_hsmm02_text02	对战益智游戏中的火热脑力比拼。\r\n使出全力，争取获得胜利吧。
sys_pause_hsmm02_text03	可以在高分挑战中慢慢游玩。\r\n因为这是和自己的战斗。
sys_pause_hsmm03_text00	根据小游戏的排名可以获得金币。\r\n总之，多多收集金币吧！
sys_pause_hsmm03_text01	在金币小游戏中，可以直接获取\r\n游戏中获得的金币。\r\n这可是收集大量金币的机会啊。
sys_pause_hsmm03_text02	奖励小游戏的金币是平时的2倍。\r\n这是逆转的好机会！
sys_pause_hsmm04_text00	分成2vs2进行队伍对战！\r\n2人好好配合进行战斗吧！
sys_pause_hsmm04_text01	2人之间的配合将经受考验。\r\n要想获胜，必须考虑他人。
sys_pause_hsmm04_text02	不管面对怎样的困难，也要齐心协力迎头而上。\r\n2人争取获得胜利吧。
sys_pause_hsmm05_3_text00	3人相互配合，\r\n在1vs3小游戏中争取获得全胜吧！
sys_pause_hsmm05_3_text01	如果输了就游戏结束！\r\n3人相互配合获取胜利吧。
sys_pause_hsmm05_1_text00	在1vs3小游戏中面对3位敌人，\r\n争取获得全胜吧！
sys_pause_hsmm05_1_text01	如果输了就游戏结束！\r\n战胜挡在前面的3人，获得胜利吧。
sys_pause_hsmm06_text00	以第1名为目标，和世界各地的人对战！\r\n如果输了就游戏结束，所以不断获胜吧！
sys_pause_hsmm06_text01	向世界各地的人挑战，\r\n看看自己到底有多厉害吧！
sys_pause_hsmm06_text02	在与世界各地的人的火热对战中获胜，\r\n将全世界展现自己的实力吧。
sys_pause_hsmm07_text00	在每天都会变换的推荐小游戏组合包中，\r\n和世界各地的人进行对战。
sys_pause_hsmm07_text01	仔细观察，不要漏看。\r\n漏看的话，只能靠运气了。
sys_pause_hsmm07_text02	快速完成小游戏，\r\n比其他人更快地获得胜利吧。
sys_pause_hsmm07_text03	比对手收集更多的金币，\r\n争取获得胜利吧。
sys_pause_hsmm07_text04	尽可能比对手存活的更长，\r\n生存到最后就能获得胜利。
sys_pause_hsmm07_text05	获胜的关键是要仔细观察。\r\n仔细观察并好好思考吧。
sys_pause_hsmm07_text06	2人之间的全力对决。\r\n只有1人才能获得最后的胜利。
sys_pause_hsmm07_text07	比别人更快地跑完全程吧。\r\n各就各位……预备，开始！
