glossary.msbt
gl_799	庫巴蛋糕
sys_unlock_mw_type04	工作人員名單已解鎖！
sys_unlock_mw_type05	新的卡片設計\r\n已新增到奇諾比奧商店了！
sys_unlock_mw_type06	新的圖鑑頁面\r\n已新增到奇諾比奧商店了！
sys_rank_userName	[0]
sys_rank_bonus	[0]
sys_rank_bonus_plus	+[0]
sys_rank_bonus_minus	-[0]
sys_rank_rivalName	[0]
sys_rank_tier_s	S
sys_rank_tier_a	A
sys_rank_tier_b	B
sys_rank_tier_c	C
sys_rank_tier_d	D
sys_rank_hsmg000_bonus00	獲勝
sys_rank_hsmg000_bonus01	以弱勝強
sys_rank_hsmg000_bonus02	失敗
sys_rank_hsmg000_bonus03	平手
sys_rank_hsmg501_bonus00	扣殺獎勵
sys_rank_hsmg501_bonus01	漂亮攔網！
sys_rank_hsmg501_bonus02	完美！
sys_rank_hsmg502_bonus00	進球獎勵
sys_rank_hsmg502_bonus01	漂亮攔阻！
sys_rank_hsmg502_bonus02	帽子戲法
sys_rank_hsmg502_bonus03	完美！
sys_rank_hsmg503_bonus00	進球獎勵
sys_rank_hsmg503_bonus01	多次進球！
sys_rank_hsmg503_bonus02	完美射門！
sys_rank_hsmg503_bonus03	帽子戲法
sys_rank_hsmg503_bonus04	完美！
sys_rank_hsmg601_bonus00	連擊獎勵
sys_rank_hsmg601_bonus01	大獲全勝獎勵
sys_rank_hsmg601_bonus02	勢均力敵獎勵
sys_rank_hsmg602_bonus00	連擊獎勵
sys_rank_hsmg602_bonus01	大獲全勝獎勵
sys_rank_hsmg602_bonus02	勢均力敵獎勵
sys_rank_hsmg603_bonus00	連擊獎勵
sys_rank_hsmg603_bonus01	大獲全勝獎勵
sys_rank_hsmg603_bonus02	勢均力敵獎勵
sys_error_mw_B00	通訊已中斷。\r\n將切換成離線。
sys_error_mw_B01	{color[ff3502ff]}{[0001|0400]}{size[8200]}[0]{size[6400]}{[0001|ffff]}{color[000000ff]}{color[110c1dff]}已中斷連線。{color[000000ff]}
sys_error_mw_B02	{color[ff3502ff]}{[0001|0400]}{size[8200]}[0]{size[6400]}{[0001|ffff]}{color[000000ff]}{color[110c1dff]}已中斷連線。\r\n房間主人已變為{color[000000ff]}{color[ff3502ff]}{[0001|0400]}{size[8200]}[1]{size[6400]}{[0001|ffff]}{color[000000ff]}{color[110c1dff]}。{color[000000ff]}
sys_error_mw_B03	通訊已中斷。\r\n將結束線上通訊。
sys_error_mw_B05	連線已超時。
sys_error_mw_B06	{color[ff3502ff]}{[0001|0400]}{size[8200]}[0]{size[6400]}{[0001|ffff]}{color[000000ff]}{color[110c1dff]}已中斷連線。\r\n由於房間主人已離開，\r\n所以由你繼承了此冒險。\r\n將在回合開始時創建中斷資料。{color[000000ff]}
sys_error_mw_B07	通訊已中斷。
sys_error_mw_B08	由於沒有參加者，\r\n所以將結束遊戲。
sys_error_mw_C00	無法參加。
sys_error_mw_C02	房間人數已達上限。\r\n請再次決定房間人數。
sys_error_mw_D00	找不到房間。
sys_error_mw_H01	找不到參加者。\r\n要再尋找一次嗎？
sys_error_mw_H01_a0	尋找
sys_error_mw_H01_a2	退出
sys_error_mw_I00	無法取得排名資料。
sys_error_mw_J00	尚未與Nintendo Switch Online\r\n應用程式連動，\r\n所以無法開始語音聊天。
sys_error_mw_K00	無法進行語音聊天。
sys_retry_play_team	VS
sys_retry_play_stage	要遊玩哪個關卡？
sys_retry_play_start	遊戲開始！
sys_retry_play_normal	標準模式
sys_retry_play_endless	永無止境模式
sys_retry_play_next	下一步
sys_pause_mgRank_header	過關等級條件
sys_pause_mgRank_A	A
sys_pause_mgRank_B	B
sys_pause_mgRank_C	C
sys_pause_mgRank_D	D
sys_pause_mgRank_details	[0]
sys_mgRank_hsmg102_3_A	剩下15秒以上
sys_mgRank_hsmg102_3_B	剩下14～10秒
sys_mgRank_hsmg102_3_C	剩下9～5秒
sys_mgRank_hsmg102_3_D	剩下4～1秒
sys_mgRank_hsmg111_3_A	90～81分\r\n（把生存時間換算成分數）
sys_mgRank_hsmg111_3_B	80～61分
sys_mgRank_hsmg111_3_C	60～41分
sys_mgRank_hsmg111_3_D	40～30分
sys_mgRank_hsmg106_3_A	剩下20秒以上
sys_mgRank_hsmg106_3_B	剩下19～13秒
sys_mgRank_hsmg106_3_C	剩下12～6秒
sys_mgRank_hsmg106_3_D	剩下5～1秒
sys_mgRank_hsmg113_3_A	剩下3人獲勝
sys_mgRank_hsmg113_3_B	剩下2人獲勝
sys_mgRank_hsmg113_3_C	剩下1個玩家獲勝
sys_mgRank_hsmg113_3_D	剩下1位CPU獲勝
sys_mgRank_hsmg109_3_A	剩下3人獲勝
sys_mgRank_hsmg109_3_B	剩下2人獲勝
sys_mgRank_hsmg109_3_C	剩下1位玩家獲勝
sys_mgRank_hsmg109_3_D	剩下1位CPU獲勝
sys_mgRank_hsmg101_3_A	剩下3人獲勝
sys_mgRank_hsmg101_3_B	剩下2人獲勝
sys_mgRank_hsmg101_3_C	剩下1位玩家獲勝
sys_mgRank_hsmg101_3_D	剩下1位CPU獲勝
sys_mgRank_hsmg114_3_A	剩下3人獲勝
sys_mgRank_hsmg114_3_B	剩下2人獲勝
sys_mgRank_hsmg114_3_C	剩下1位玩家獲勝
sys_mgRank_hsmg114_3_D	剩下1位CPU獲勝
sys_mgRank_hsmg110_3_A	玩家在10秒內使出攔阻
sys_mgRank_hsmg110_3_B	玩家在20秒內使出攔阻\r\n或CPU在10秒內使出攔阻
sys_mgRank_hsmg110_3_C	玩家在規定時間內使出攔阻\r\n或CPU在20秒內使出攔阻
sys_mgRank_hsmg110_3_D	時間結束獲勝\r\n或CPU在時間內使出攔阻
sys_mgRank_hsmg115_3_A	剩下3人獲勝
sys_mgRank_hsmg115_3_B	剩下2人獲勝
sys_mgRank_hsmg115_3_C	剩下1位玩家獲勝
sys_mgRank_hsmg115_3_D	剩下1位CPU獲勝
sys_mgRank_hsmg103_3_A	玩家在10秒內擊中
sys_mgRank_hsmg103_3_B	玩家在20秒內擊中\r\n或CPU在10秒內擊中
sys_mgRank_hsmg103_3_C	玩家在規定時間內擊中\r\n或CPU在20秒內擊中
sys_mgRank_hsmg103_3_D	CPU在規定時間內擊中
sys_mgRank_hsmg107_3_A	玩家在10秒內壓扁
sys_mgRank_hsmg107_3_B	玩家在20秒內壓扁\r\n或CPU在10秒內壓扁
sys_mgRank_hsmg107_3_C	玩家在規定時間內壓扁\r\n或CPU在20秒內壓扁
sys_mgRank_hsmg107_3_D	CPU在規定時間內壓扁
sys_mgRank_hsmg105_3_A	8秒內獲勝
sys_mgRank_hsmg105_3_B	12秒內獲勝
sys_mgRank_hsmg105_3_C	16秒內獲勝
sys_mgRank_hsmg105_3_D	規定時間內獲勝
sys_mgRank_hsmg112_3_A	剩下30～18秒
sys_mgRank_hsmg112_3_B	剩下17～11秒
sys_mgRank_hsmg112_3_C	剩下10～6秒
sys_mgRank_hsmg112_3_D	剩下5～1秒\r\n或CPU射進所有球
sys_mgRank_hsmg108_3_A	剩下3人獲勝
sys_mgRank_hsmg108_3_B	剩下2人獲勝
sys_mgRank_hsmg108_3_C	剩下1位玩家獲勝
sys_mgRank_hsmg108_3_D	剩下1位CPU獲勝
sys_mgRank_hsmg104_3_A	38秒內獲勝
sys_mgRank_hsmg104_3_B	43秒內獲勝
sys_mgRank_hsmg104_3_C	48秒內獲勝
sys_mgRank_hsmg104_3_D	49秒以上獲勝
sys_mgRank_hsmg102_1_A	300～150％\r\n（3人到終點的距離）
sys_mgRank_hsmg102_1_B	149～100％
sys_mgRank_hsmg102_1_C	99～50％
sys_mgRank_hsmg102_1_D	49～1%
sys_mgRank_hsmg111_1_A	剩下11秒以上\r\n並射中所有箭靶
sys_mgRank_hsmg111_1_B	剩下11秒以上\r\n未射中所有箭靶並獲勝
sys_mgRank_hsmg111_1_C	剩下10～5秒
sys_mgRank_hsmg111_1_D	剩下4～1秒
sys_mgRank_hsmg106_1_A	探出頭20秒以上
sys_mgRank_hsmg106_1_B	探出頭15～19秒
sys_mgRank_hsmg106_1_C	探出頭10～14秒
sys_mgRank_hsmg106_1_D	探出頭5～9秒
sys_mgRank_hsmg113_1_A	8秒內獲勝
sys_mgRank_hsmg113_1_B	12秒內獲勝
sys_mgRank_hsmg113_1_C	16秒內獲勝
sys_mgRank_hsmg113_1_D	規定時間內獲勝
sys_mgRank_hsmg109_1_A	15秒內獲勝
sys_mgRank_hsmg109_1_B	20秒內獲勝
sys_mgRank_hsmg109_1_C	25秒內獲勝
sys_mgRank_hsmg109_1_D	規定時間內獲勝
sys_mgRank_hsmg101_1_A	剩下30～21秒
sys_mgRank_hsmg101_1_B	剩下20～11秒
sys_mgRank_hsmg101_1_C	剩下10～6秒
sys_mgRank_hsmg101_1_D	剩下5～1秒
sys_mgRank_hsmg114_1_A	在2回合內找出所有人
sys_mgRank_hsmg114_1_B	在3回合內找出所有人
sys_mgRank_hsmg114_1_C	無
sys_mgRank_hsmg114_1_D	無
sys_mgRank_hsmg110_1_A	15秒內達陣得分
sys_mgRank_hsmg110_1_B	20秒內達陣得分
sys_mgRank_hsmg110_1_C	25秒內達陣得分
sys_mgRank_hsmg110_1_D	規定時間內達陣得分
sys_mgRank_hsmg115_1_A	2回合內獲勝
sys_mgRank_hsmg115_1_B	在第3回合獲勝
sys_mgRank_hsmg115_1_C	在第4回合獲勝
sys_mgRank_hsmg115_1_D	在第5回合獲勝
sys_mgRank_hsmg103_1_A	獲勝
sys_mgRank_hsmg103_1_B	無
sys_mgRank_hsmg103_1_C	無
sys_mgRank_hsmg103_1_D	無
sys_mgRank_hsmg107_1_A	獲勝
sys_mgRank_hsmg107_1_B	無
sys_mgRank_hsmg107_1_C	無
sys_mgRank_hsmg107_1_D	無
sys_mgRank_hsmg105_1_A	8秒內獲勝
sys_mgRank_hsmg105_1_B	12秒內獲勝
sys_mgRank_hsmg105_1_C	16秒內獲勝
sys_mgRank_hsmg105_1_D	規定時間內獲勝
sys_mgRank_hsmg112_1_A	失去0～2分
sys_mgRank_hsmg112_1_B	失去3～4分
sys_mgRank_hsmg112_1_C	失去5～7分
sys_mgRank_hsmg112_1_D	失去8～9分
sys_mgRank_hsmg108_1_A	在到達第1個樹樁前獲勝
sys_mgRank_hsmg108_1_B	在到達第2個跳台前獲勝
sys_mgRank_hsmg108_1_C	在終點附近的柵欄前獲勝
sys_mgRank_hsmg108_1_D	在抵達終點前獲勝
sys_mgRank_hsmg104_1_A	無任何失誤抵達終點
sys_mgRank_hsmg104_1_B	失誤1次以內抵達終點
sys_mgRank_hsmg104_1_C	失誤2次以內抵達終點
sys_mgRank_hsmg104_1_D	失誤3次以內抵達終點
sys_pause_bd00_text01	如果想要延長遊玩時間，\r\n可以進行一次回合延長，讓回合數增加。\r\n不過，在最後回合時無法進行延長。
sys_pause_bd00_text02	和朋友遊玩時，\r\n只有創建房間的人可以進行回合延長。
sys_pause_bd00_text03	一旦進行回合延長，\r\n在最後5回合才有的變化，如決鬥、\r\n格子上金幣數量的增減等，將全部恢復原狀。
sys_pause_bd00_text04	地圖上的黃色小圓點，是星星兌換所的候補地點。\r\n當奇諾比珂飛起來的時候，\r\n必定會降落到其中一個黃色小圓點上。
sys_pause_bd00_text05	在雙陸遊戲，按鍵都能發送貼圖。\r\n快去確認看看有什麼貼圖吧。\r\n有時候也可以推動來更改喔。
sys_pause_bd01_text00	在美味的蛋糕上收集星星！\r\n但是，在決定出超級巨星之前，\r\n不能偷吃蛋糕喔。
sys_pause_bd01_text01	用草莓來裝飾吧。\r\n小草莓要5金幣，大草莓要30金幣。\r\n各自會幫忙奪取金幣或星星回來。
sys_pause_bd01_text02	栗寶寶的籤一定會中獎1次。\r\n如果之前都沒人中獎，\r\n那麼剩下的那1個種子絕對會中獎。
sys_pause_bd01_text03	如果停在自己用草莓裝飾過的格子上，\r\n就可以獲得金幣，草莓也不會消失。
sys_pause_bd01_text04	小草莓非常有精神，\r\n在奪取他人的金幣後，\r\n也有可能不會消失。
sys_pause_bd01_text05	這個蛋糕的正中央\r\n有一頂巧克力皇冠。\r\n成為超級巨星後，或許就能得到它。
sys_pause_bd01_text06	庫巴身處的地方是一個\r\n有滿滿香蕉並淋上焦糖醬的大布丁。\r\n說不定哪天庫巴會忍不住把它吃掉呢。
sys_pause_bd02_text00	如何不被庫巴炮擊中，\r\n就是在宇宙站獲勝的關鍵。
sys_pause_bd02_text01	如果被庫巴炮擊中，就會失去所有的金幣。\r\n所以絕對不能被擊中喔。
sys_pause_bd02_text02	對於違規超速的人，熱心工作的\r\n木喬巡警會追查到天涯海角。
sys_pause_bd02_text03	當中央的數字倒數到「1」的時候就要注意了。\r\n看清楚危險的路線，趕快逃跑吧。
sys_pause_bd02_text04	狂奔的太空船上\r\n坐著砰砰或咚咚。
sys_pause_bd02_text05	好像有UFO墜落在某個地方了。\r\n到底發生什麼事了呢？
sys_pause_bd02_text06	聽說庫巴炮是透過\r\n太陽能板提供的能量運作的。
sys_pause_bd03_text00	這是在森林深處的地圖。\r\n幾乎所有進入這片森林的人都會迷路，\r\n要謹慎地前進喔。
sys_pause_bd03_text01	告示板上的箭頭會不斷地改變方向。\r\n如果沒有仔細確認就前進的話，\r\n可能會繞到很遠很遠的地方喔。
sys_pause_bd03_text02	巨大的樹會掉下果實。\r\n接住自己喜歡的果實，就會有事情發生。
sys_pause_bd03_text03	森林的盡頭很可疑。有可疑的樹，\r\n就一定會有可疑的事情發生吧。
sys_pause_bd03_text04	這裡是綠意盎然的森林。\r\n有很多動物居住在這裡，\r\n不過動物們好像偶爾也會迷路。
sys_pause_bd03_text05	只要給黃鼴鼠金幣，\r\n牠就會幫你改變箭頭的方向。\r\n不過每次需要的金幣數量會隨著牠的心情而改變。
sys_pause_bd03_text06	大樹贈送的果實。\r\n掉下來的2顆果實種類不一樣，\r\n看來1個跟金幣有關，另1個跟骰子有關呢。
sys_pause_bd04_text00	來回穿梭兩座島！\r\n只前往星星所在的島是無法獲勝的。\r\n一面預測接下來會發生的事，一面前進吧。
sys_pause_bd04_text01	玩家可以隨意調高咚咚的通行費，\r\n但是只能往上調，不能往下調。\r\n所以要小心不要調得太高喔。
sys_pause_bd04_text02	因為大嘴魚的惡作劇，\r\n星星的位置會在兩座島之間換來換去。\r\n如果星星在眼前，就趕快去獲取吧。
sys_pause_bd04_text03	兩座耀西形狀的島。\r\n有很多西瓜的是西瓜島。\r\n這種命名方式還真隨意啊。
sys_pause_bd04_text04	兩座耀西形狀的島。\r\n有很多哈密瓜的是哈密瓜島。\r\n這種命名方式還真好記啊。
sys_pause_bd04_text05	在盡頭處有一艘壞掉的船。\r\n雖然不知道它在那裡多久了，\r\n不過據說那是一艘運送水果的船。
sys_pause_bd04_text06	西瓜、哈密瓜、蘋果跟香蕉……\r\n還有很多奇形怪狀的水果。\r\n聽說成為超級巨星後，就能吃水果吃到飽喔。
sys_pause_bd05_text00	到了晚上，鬼怪們就會聚集在一起！\r\n白天靠近鬼怪可能出沒的地方，\r\n到了晚上，應該就能遇到了。
sys_pause_bd05_text01	砰砰到了晚上就會動彈不得。\r\n如果不趁著白天通過，\r\n晚上可能就無法往想走的方向前進。
sys_pause_bd05_text02	如果要讓哎哎將自己傳送到別處，\r\n推薦到了晚上再去找它，因為這樣會比較便宜。
sys_pause_bd05_text03	雖然鬼怪到了晚上才會聚集，\r\n但有一個地方，白天就會出現害羞幽靈喔。\r\n那個地方是哪裡呢？
sys_pause_bd05_text04	卡美克的洋館每到晚上就會傳出很大的喧鬧聲。\r\n裡面的人整晚都在做什麼呢？\r\n聽說開始喧鬧後，沒多久就會天亮了。
sys_pause_bd05_text05	白天完全不會動的鞦韆\r\n到了晚上就會自己動起來。\r\n而且鞦韆上沒有任何人，好可怕啊。
sys_pause_bd05_text06	如果停在哎哎的通道上，\r\n可能會被波及而傳送到別的地方。\r\n竟然可以免費傳送，真是太幸運了。
sys_pause_hsmm01_text00	可以隨意遊玩100個小遊戲。\r\n要好好練習喔。
sys_pause_hsmm01_text01	先在這裡好好練習，\r\n再跟世界各地的人對戰吧。
sys_pause_hsmm01_text02	可以隨意遊玩\r\n自己喜歡的小遊戲。\r\n盡情享受遊玩的樂趣吧。
sys_pause_hsmm02_text00	可以遊玩緊張刺激的運動遊戲，\r\n也可以悠閒地遊玩益智遊戲。
sys_pause_hsmm02_text01	遊玩2vs2運動遊戲，\r\n體驗一場掌心冒汗的熱血對戰吧。
sys_pause_hsmm02_text02	用對戰益智遊戲進行激烈的頭腦戰。\r\n使盡全力，贏得勝利吧。
sys_pause_hsmm02_text03	可以在高分挑戰中慢慢遊玩。\r\n這是一場跟自己的戰鬥。
sys_pause_hsmm03_text00	根據小遊戲的排名獲得金幣。\r\n總之多多收集金幣吧！
sys_pause_hsmm03_text01	可以直接得到\r\n在金幣小遊戲中獲得的金幣。\r\n這是多多收集金幣的好機會喔。
sys_pause_hsmm03_text02	獎勵小遊戲的金幣是平常的2倍。\r\n這是反敗為勝的好機會！
sys_pause_hsmm04_text00	2vs2的分隊對戰！\r\n2人相互配合，一起戰鬥吧！
sys_pause_hsmm04_text01	2人的羈絆將受到考驗。\r\n想要獲勝，就要多為他人著想。
sys_pause_hsmm04_text02	2人同心協力面對一切困難，\r\n一起贏得勝利吧。
sys_pause_hsmm05_3_text00	3人同心協力，在1vs3小遊戲中，\r\n以全勝為目標吧！
sys_pause_hsmm05_3_text01	失敗就會結束！\r\n3人同心協力，一起贏得勝利吧。
sys_pause_hsmm05_1_text00	在1vs3小遊戲中，與3位敵人對抗，\r\n以全勝為目標吧！
sys_pause_hsmm05_1_text01	失敗就會結束！\r\n戰勝擋在前面的3人，一路過關斬將吧。
sys_pause_hsmm06_text00	以第1名為目標，與世界各地的人對戰！\r\n失敗就會結束，所以要一直贏下去喔！
sys_pause_hsmm06_text01	你的實力到哪裡？\r\n向全世界發起挑戰吧！
sys_pause_hsmm06_text02	在與世界各地的人激烈的對戰中獲勝，\r\n向全世界展示自己的實力吧。
sys_pause_hsmm07_text00	以每日推薦的小遊戲組合包\r\n與世界各地的人一決勝負。
sys_pause_hsmm07_text01	仔細查看，小心不要錯過了。\r\n錯過的話，就只能靠運氣了。
sys_pause_hsmm07_text02	快速過關小遊戲，\r\n以比其他人更快的速度獲勝吧。
sys_pause_hsmm07_text03	比對手收集更多的金幣，\r\n贏得勝利吧。
sys_pause_hsmm07_text04	努力比對手生存得更久，\r\n能生存到最後就獲勝。
sys_pause_hsmm07_text05	仔細觀察就是勝利的關鍵。\r\n仔細觀察，好好思考吧。
sys_pause_hsmm07_text06	只屬於2人的正式比賽。\r\n冠軍只有1個。
sys_pause_hsmm07_text07	比其他人更快跑完全程吧。\r\n預備備……起！
sys_pause_hsmm07_text08	對手不一定只有3人。\r\n比其他人生存得更久吧。
sys_pause_hsmm07_text09	1vs3的小遊戲。\r\n不要放棄，贏得勝利吧。
sys_pause_hsmm07_text10	一直跳躍，\r\n比其他人跳得更高更多吧。
sys_pause_hsmm07_text11	雖然不是運動小遊戲，\r\n但這些遊戲也都是名副其實的運動。
sys_pause_hsmm07_text12	1vs3的金幣小遊戲。\r\n多多收集金幣吧。
sys_pause_hsmm07_text13	讓對手掉下去的同時，\r\n自己則要避免掉下去。
sys_pause_hsmm07_text14	你的技巧就是獲勝的關鍵。\r\n用精密的操作贏得勝利吧。
sys_pause_hsmm07_text15	追趕別人，被別人追趕……\r\n不讓對手逃掉，自己則要努力逃跑。
sys_pause_hsmm07_text16	在妨礙對手的同時，\r\n要想盡辦法生存到最後，獲得勝利。
sys_pause_hsmm07_text17	仔細查看，迅速做出決定吧。\r\n反應速度很重要。
sys_pause_hsmm07_text18	總之就是要好好瞄準。\r\n擊中對手，贏得勝利吧。
sys_pause_hsmm07_text19	比其他人收集得更多。\r\n收集到最多的人就獲勝。
sys_pause_hsmm07_text20	緊張刺激的互相推擠。\r\n推開對手，贏得勝利吧。
sys_pause_hsmm07_text21	1vs3的小遊戲。\r\n越危險就要越冷靜。
sys_checkNetwork_mw00	正在連接網路
sys_check_Network_first	連接網路後，玩家的資料\r\n可能會在遊戲內或網站上公開。
sys_check_Network_first_2	線上遊玩適用於\r\n「Nintendo Account使用條款」。\r\n請遵從使用條款，\r\n遊玩時請多體諒\r\n其他玩家的感受。
sys_check_Network_first_a0	連接
sys_check_Network_first_a1	不連接
sys_check_Network_ver	更新軟體後，\r\n才能進行線上遊玩。
sys_password_host_header	設定密碼
sys_password_host_order	請設定4位數的密碼。
sys_password_host_enter	OK
sys_password_client_header	輸入密碼
sys_password_client_order	請輸入4位數的密碼。
sys_password_client_enter	OK
sys_roomID_header	輸入房間ID
sys_roomID_order	請輸入房間ID。
sys_roomID_enter	OK
inst_hsmg901_rule	請用鎚子敲擊，\r\n讓火箭起飛！
inst_hsmg901_ctrl00	連按向上舉起
inst_hsmg901_ctrl01	敲擊
inst_hsmg902_rule	請朝著裡面裝有\r\n想要的道具的氣球射箭！
inst_hsmg902_ctrl00	射箭
inst_hsmg903_rule	請讓它正好停在\r\n想要的道具上！
inst_hsmg903_ctrl00	按下開關
inst_hsmg904_rule	請從鞦韆跳到木桶上！
