affection.txt
msg_affection_talk_01	这位优秀的训练家，\c\n可以让我看看你和宝可梦的\n关系好不好吗？
msg_A01_z02_01_talk_0045	虽然听说旅馆Z也是个不错的旅馆，\n但被身高3米的男人俯视让我害怕。
msg_A01_z02_01_talk_0046	棱镜塔的高度\n大概是多少啊？
msg_A01_z02_01_talk_0001	n/a
msg_A01_z02_01_talk_0002	必须得回家打扫卫生……\n我是无所谓，但宝可梦会生气的。
msg_A01_z02_01_talk_0003	宝可梦呀……如果陷入昏厥\n是会讨厌训练家的哦……
msg_A01_z02_01_talk_0004	怎样才能在深夜从家里溜出来呢？
msg_A01_z02_01_talk_0005	为了能在ZA登峰战中获胜，\n我们决定要一起组队哦。
msg_A01_z02_01_talk_0006	问题是我晚上没法从家里出来。\n家长会让宝可梦监视我。
msg_A01_z02_01_talk_0007	我带着的宝可梦可是很强的哦。
msg_A01_z02_01_talk_0008	关于下一份工作的安排，你觉得\n和游戏主播卡娜莉打对战怎么样？
msg_A01_z02_01_talk_0009	喂喂！\n我哪里打得赢卡娜莉啊。
msg_A01_z02_01_talk_0010	原来如果派出搭档宝可梦，\n就会被野生宝可梦盯上啊。
msg_A01_z02_01_talk_0011	宝可梦增加得太多，\n都没法悠闲地散步了！
msg_A01_z02_01_talk_0012	正义社啊……\n皙白他有点……
msg_A01_z02_01_talk_0013	要是你想变强\n就加入正义社吧。
msg_e1842c6c5fabea18dda334865f5afdaf	[~ 170]
msg_A01_z02_02_talk_0001	用招式击中野生宝可梦，\n趁它晕头转向的时候捉住它！
msg_A01_z02_02_speech_0002	有人会帮忙把投出去的\n精灵球捡回来哦。
msg_A01_z02_02_speech_0003	当我看着鲤鱼王的时候，\n内心萌生出的感情是什么？
msg_A01_z02_02_speech_0004	我正在郊外的田地里栽培\n给野生宝可梦吃的食物哦。
msg_A01_z02_02_talk_0006	有坏人想要让\n城市里的野生宝可梦变多。
msg_A01_z02_02_talk_0007	睡前别玩手机洛托姆，\n早点睡觉比较好。
msg_A01_z02_02_talk_0111	如果想要长期相处下去，\n好好了解对方是非常重要的。
msg_A01_z02_02_talk_0115	在学校也有关于宝可梦的课哦。
msg_A01_z02_02_talk_0116	虽然能更了解宝可梦让人高兴，\n但是作业好多啊……
msg_01d8fe7314b5e8e2fa48bb063ae5a102	[~ 180]
msg_A01_z02_03_talk_0001	让宝可梦超级进化的\n训练家也变多了呢。
msg_A01_z02_03_talk_0002	因为如果在ZA登峰战拿到好名次，\n似乎就能得到超级环哦。
msg_A01_z02_03_talk_0003	如果没有超级环的话，\n石头馆是不会卖超级石的。
msg_A01_z02_03_talk_0004	虽然我想描绘宝可梦战斗的样子，\n但要是被招式击中就危险了……
msg_A01_z02_03_talk_0005	就算野生宝可梦做了坏事，\n那也可能是为了生存呀。
msg_A01_z02_03_speech_0006	自从街上的宝可梦变多以后，\n神奇的东西也变多了呢～
msg_A01_z02_03_speech_0007	超级结晶……\n为什么大楼上也会有啊？
msg_A01_z02_03_speech_0008	密阿雷从那以后\n也完全变了呀。
msg_A01_z02_03_speech_0009	如果是相同种族的宝可梦，\n我可能分不清哪只是我的搭档。
msg_A01_z02_03_talk_0010	野生宝可梦首先\n会对搭档宝可梦发起攻击。
msg_A01_z02_03_talk_0011	巷子里也是有宝可梦的。\n小心别因为贸然靠近被攻击了哦。
msg_A01_z02_03_talk_0112	城市里的宝可梦变多了，\n这里面有商机啊！
msg_A01_z02_03_talk_0113	据说街区是按照靠近中央广场的顺序，\n像1号街区、2号街区这样依次排序的。
msg_A01_z02_03_talk_0114	全市最强的宝可梦训练家，\n这个头衔听起来是多么地悦耳啊。
msg_A01_z02_03_talk_0117	宝可梦越来越多，\n最后这里会不会变成宝可梦的城市啊？
msg_A01_z02_03_talk_0118	原来在密阿雷市\n也有头目啊……！
msg_A01_z02_03_talk_0119	即使是相同种族的宝可梦\n也会存在各种不同的尺寸。\c\n我想把所有尺寸的宝可梦都集齐。
msg_A01_z02_03_talk_0120	虽说是工作，\n但还是会觉得超级结晶很碍事。
msg_A01_z02_03_speech_0140	在ZA登峰战，埋伏对手\n似乎是很有效的策略啊。
msg_A01_z02_03_talk_0211	n/a
msg_7fe0664f69a82a5fffa657f1e369c46e	[~ 201]
msg_A01_z02_04_talk_0047	好想吃伽勒尔的咖喱！\n好想吃缤纷蕈菇咖喱！
msg_A01_z02_04_talk_0048	营养当然也很重要，\n但吃自己喜欢的东西更重要。
msg_A01_z02_04_talk_0135	如果训练家感到紧张，\n那连宝可梦也会跟着紧张哦。
msg_A01_z02_04_speech_0139	一想到世上也有稀奇的宝可梦，\n就能把AZ当成普通人了。
msg_A01_z02_04_talk_0001	如果派出搭档宝可梦，\n就会更容易被野生宝可梦察觉。
msg_A01_z02_04_talk_0002	虽然要是能去对面感觉很厉害，\n但我也没有非去不可的事情啊。
msg_A01_z02_04_talk_0003	这种问题\n应该去了之后再考虑。
msg_A01_z02_04_talk_0004	彩虹虽然很美，却会逐渐消失……\n不可以一直追着它不放呀。
msg_A01_z02_04_talk_0005	城市里的宝可梦越来越多\n真的是件好事吗？
msg_A01_z02_04_talk_0006	有人因为宝可梦变多而高兴，\n也有人因为和宝可梦的距离变得过近\r\n而离开密阿雷。
msg_5baa6f0c905ba2547416de84d78a8851	[~ 212]
msg_A01_z02_05_speech_0001	宝可梦会对人的东西感兴趣\n还真是稀奇。
msg_A01_z02_05_speech_0002	在密阿雷市，\n每天肯定都会发生点什么。
msg_A01_z02_05_talk_0003	让宝可梦携带先制之爪的话，\n偶尔能快速地使出招式哦。
msg_A01_z02_05_talk_0004	我曾经很喜欢山羊速多乐，\n但现在街上的宝可梦变多，\r\n坐骑山羊也变得躁动不安了。
msg_A01_z02_05_talk_0005	就算5年前的事件导致人口流失了，\n招揽野生宝可梦进来也太……
msg_A01_z02_05_talk_0072	虽说旅馆Z也是家不错的旅馆，\n但要住的话还是要住秀丽世呀。
msg_A01_z02_05_talk_0073	关于旅馆Z老板的那个传闻，\n到底有多少是真的啊？
msg_A01_z02_05_talk_0074	如果你在找旅馆Z的话，\n这条巷子深处就是。
msg_A01_z02_05_speech_0074	如果你在找旅馆Z……[VAR BD0A(000A)]Text_icon1
msg_A01_z02_05_talk_0154	要是宝可梦受伤了，\n我会立刻带它去宝可梦中心回复！\c\n毕竟宝可梦可是\n在替我战斗啊。
msg_A01_z02_05_talk_0159	要是宝可梦口渴了，\n我就会从这台饮水机接水给它喝。
msg_e65afa3089ce05cddc6cf1bf2701dee1	[~ 224]
msg_A01_z02_06_talk_0001	这里要从有很多观光客的城市\n变成有很多宝可梦的城市了。
msg_A01_z02_06_talk_0002	就算宝可梦变多，人的生活\n好像也不会有太大变化。
msg_A01_z02_06_talk_0003	从出生时起周围就有宝可梦，\n这难道不是一件很不得了的事吗？
msg_A01_z02_06_talk_0004	宝可梦对战这茬事儿呀，是没有什么\n必胜法和正确答案的……差不多哇～
msg_A01_z02_06_talk_0005	叫1号野生特区是因为当时\n就已经有增设的计划了吗？
msg_A01_z02_06_speech_0006	旅行指南里没提到这个啊。
msg_A01_z02_06_speech_0007	和人聊着聊着一天就过去了。\n真开心啊。
msg_A01_z02_06_talk_0008	有人在把宝可梦引到城市里来。\n我猜肯定是喜欢宝可梦的人干的。
msg_A01_z02_06_talk_0009	建议你让宝可梦事先\n携带好文柚果之类的树果哦。
msg_A01_z02_06_talk_0010	建造野生特区这件事\n让我很震惊。
msg_A01_z02_06_talk_0011	野生特区建成以后，\n需要绕远路的情况变多了。\c\n但多亏如此，我感觉自己\n对密阿雷的各种地方更熟悉了。
msg_A01_z02_06_speech_0012	先下手为强！
msg_A01_z02_06_talk_0013	在野生特区，\n只要派出了搭档宝可梦，\r\n野生宝可梦就会有反应对吧？
msg_A01_z02_06_talk_0014	如果宝可梦的属性和招式的属性一致，\n招式的威力就会提高。
msg_A01_z02_06_talk_0015	宝可梦只能学会4个招式。\n要学会某个招式就得忘掉某个。
msg_A01_z02_06_talk_0016	如果野生宝可梦变多的话，\n野生特区也就会变多吧。
msg_A01_z02_06_talk_0133	对战才是宝可梦的精髓呀。\n当然，只是好好疼爱它们也是可以的。
msg_A01_z02_06_talk_0134	不去对战也没关系，只要可爱就够了。\n当然，让宝可梦去对战我也可以理解。
msg_A01_z02_06_talk_0136	我要在时尚服饰馆\n找到符合自己风格的衣服！
msg_A01_z02_06_talk_0137	如果要回应别人的期待，工作就会变多……\n真不知道这究竟是好事还是坏事。
msg_A01_z02_06_speech_0138	城市会改变。\n曾经喜欢的景色也会改变。
msg_A01_z02_06_talk_0144	走在小巷里就会有种\n好像在探险的感觉。
msg_A01_z02_06_talk_0145	我来告诉你冲刺的诀窍吧！\n按[VAR BD0A(0006)]Cancel冲刺！
msg_fabe7a9db4b79f8def308b0466e2ccd1	[~ 248]
msg_A01_z03_01_talk_0057	总而言之，精灵球这东西\n还是多带一些比较好。
msg_A01_z03_01_talk_0058	好像有人会帮忙把没丢中\n宝可梦的球捡回来哦。
msg_A01_z03_01_talk_0059	球要是没丢中就浪费了，\n所以我都会好好瞄准宝可梦再投。
msg_A01_z03_01_speech_0060	我想和宝可梦到街头表演。\n成为街头艺人是我的梦想！
msg_c2b1579ad32802d7cc3ff6060abd7363	[~ 253]
msg_A01_z03_01_speech_0061	按住[VAR BD0A(0002)]ZL键好好瞄准之后\n再投精灵球吧！
msg_A01_z03_01_speech_0062	有时身边有其他人在\n反而会更感到孤独。
msg_A01_z03_01_speech_0063	可触摸全息这项技术\n好像是阔星公司的发明。
msg_A01_z03_01_speech_0064	分布在市里各种地方的广告柱\n在100多年以前就有了哦。
msg_A01_z03_01_speech_0065	原来小蘑菇这东西\n在爱好者之间很受欢迎啊。
msg_ed92fbddbc2b7fcc538de44f2be00fee	[~ 259]
msg_A01_r01_talk_0010	这把椅子……\c\n真不错呀～！！\c\n从哪个角度看都很完美！\n怎会有如此迷人的设计！
msg_A01_r01_talk_0020	能说出无关紧要的话，\n也算是某种才能吧……
msg_A01_r01_speech_0030	新咖啡的招牌女店员\n就是他们的魅力所在呀～
msg_A01_r01_speech_0106	移动餐车新咖啡\n在中央广场是很出名的。
msg_A01_r01_speech_0107	我每天都来的理由\n究竟是咖啡还是店员呢？
msg_A01_r01_speech_0108	我每次都忍不住\n会点相同的东西……
msg_A01_r01_speech_0109	说到密阿雷，\n那就不得不提到可颂。
msg_A01_r01_speech_0110	新咖啡的可颂\n真是绝了。
msg_A01_r01_speech_0200	欢迎光临～！[VAR BD0A(000A)]Text_icon1
msg_A01_r01_speech_0201	这里有本店引以为豪的\n烘焙咖啡哦。[VAR BD0A(000A)]Text_icon1
msg_A01_r01_speech_0202	您要来一杯在密阿雷\n很受欢迎的咖啡吗？[VAR BD0A(000A)]Text_icon1
msg_A01_r01_speech_0203	就算不能到塔的上面去，\n也还有这里的咖啡可以喝啊。[VAR BD0A(000A)]Text_icon1
msg_A01_r01_speech_0204	要是客人数量不增加，\n这生意就要做不下去了。[VAR BD0A(000A)]Text_icon1
msg_A01_r01_speech_0205	来喝杯咖啡吧。[VAR BD0A(000A)]Text_icon1
msg_A01_r01_speech_0206	虽然你应该已经饱了，\n但还是来喝杯咖啡吧。[VAR BD0A(000A)]Text_icon1
msg_a1f100372967ef2cac3e1c0112cbf704	[~ 275]
msg_A01_r02_speech_0001	嗯？\n好像出事了？
msg_A01_r02_speech_0002	刚才那只宝可梦\n拿着个旅行包呢。
msg_A01_r02_speech_0020	密阿雷就像迷宫一样对吧？\n我太喜欢了。
msg_A01_r02_talk_0049	负责都市开发的阔星公司，\n他们提倡的理念很崇高嘛。
msg_A01_r02_talk_0050	和宝可梦一起生活的城市……\c\n再继续拉近宝可梦和人的距离，\n对于彼此来说真的是幸福的吗？
msg_A01_r02_talk_0051	呆火驼明明是我捉到的，\n却和我女儿的关系更亲……
msg_A01_r02_talk_0052	我的小呆火驼，\n是我自己在照顾它哦！
msg_A01_r02_talk_0053	让呆火驼对战这方面，\n我是家里最强的。
msg_A01_r02_speech_0055	我好想和宝可梦比比看\n谁能先从车站跑到棱镜塔啊～
msg_A01_r02_speech_0056	毕竟人和宝可梦的\n生存法则是不同的啊。
msg_A01_r02_talk_0181	树上会不会也有宝可梦呀？
msg_A01_r02_talk_0186	垃圾要好好扔进垃圾桶！\n要是你看到有东西掉在地上也捡一下吧。
msg_A01_r02_talk_0189	我刚才在向她请教\n有关宝可梦对战战术的问题。
msg_A01_r02_talk_0190	虽然战术也很重要，\n但你还是先把属性相克关系记住吧。
msg_A01_r02_talk_0191	我很擅长决定三明治里面\n要放什么食材哦。
msg_A01_r02_talk_0192	我会把自己的那份三明治\n分给女儿或宝可梦。
msg_A01_r02_talk_0193	我是从帕底亚来的，\n所以很擅长做三明治。
msg_A01_r02_talk_0194	只要有宝可梦待在身边，\n心里就会变得暖暖的。
msg_A01_r02_talk_0195	感觉寂寞或者无聊的时候，\n只要把宝可梦从球里放出来就好了。
msg_A01_r02_talk_0196	人生就像奔流的河水一样对吧？\n不知怎的我突然就这么觉得。
msg_A01_r02_speech_0197	如果宝可梦聚集到城市里，\n大家就能变成更强的训练家。
msg_A01_r02_talk_0198	从别人那里得到的宝可梦变得太强了，\n不听我的指示啊……
msg_A01_r02_talk_0199	像这种时候，\n就要提升自己的级别呀。
msg_A01_r02_talk_0200	要是跑远了还会被骂，\n大人怎么这么任性啊～
msg_A01_r02_talk_0201	唉～为什么妈妈们在一起\n有那么多话可说呢？
msg_dce621af8119df040ee3a8ecfc3a2e8d	[~ 301]
msg_A01_r03_speech_0001	有时候从屋顶上面走\n还要来得更快呢。
msg_A01_r03_speech_0002	到谱通餐馆吃顿饭好了。
msg_A01_r03_speech_0003	观光客很多的城市……\n也就会有很多的邂逅吧。
msg_A01_r03_speech_0004	我要去卖小蘑菇\n赚零花钱咯。
msg_A01_r03_talk_0005	喂，你去给我\n买10个精灵球来呗。
msg_A01_r03_talk_0006	我才不要呢。\n反正你就是想要纪念球吧？
msg_A01_r03_speech_0007	孤独的人们相聚会让城市出现，\n但还是会过素昧平生的生活。
msg_A01_r03_speech_0008	宝可梦变多的话，\n当然会让人很开心啦。
msg_A01_r03_speech_0009	密阿雷格雷派饼\n也变得没那么难买到啦～
msg_A01_r03_speech_0010	我倒觉得有更多人能尝到\n特色点心的味道是件好事啊。
msg_A01_r03_speech_0011	密阿雷的咖啡馆之争，\n最终还是要凭实力来定胜负……
msg_A01_r03_talk_0095	你找木根工程有什么事吗？
msg_A01_r03_talk_0096	来电伍的成员形形色色，\n也有很多只是喜欢看直播的粉丝。
msg_A01_r03_talk_0097	下一次卡娜莉狂热问答\n什么时候才会办啊？
msg_A01_r03_talk_0098	光是自己发的评论得到回应，\n心里就会变得很温暖。
msg_A01_r03_talk_0099	听说密阿雷市是\n以棱镜塔为中心发展建成的。
msg_A01_r03_talk_0100	我也是卡娜莉的粉丝哦。\c\n不过我没法像某些狂热粉丝一样\n打扮得那么用力就是了。
msg_A01_r03_talk_0101	要记得用翻滚来华丽地\n避开宝可梦的招式哦！
msg_A01_r03_talk_0123	如果野生特区变多，\n需要绕的路也就会变多。
msg_A01_r03_talk_0125	在密阿雷这座城市，\n光是跑步就能享受到观光的乐趣。
msg_A01_r03_talk_0126	也有些宝可梦是只有\n在下水道里才能遇到的。
msg_A01_r03_talk_0129	在铺设好的道路上行走，\n对于宝可梦来说也需要适应吧。
msg_A01_r03_talk_0130	听说出租车司机之间\n会互相交换信息，\r\n所以他们都很了解密阿雷哦。
msg_A01_r03_talk_0131	要是撞上宝可梦就危险了，\n所以在市里玩轮滑的人也\r\n在不知不觉间变少了啊～
msg_A01_r03_talk_0132	以前如果付不起出租车费，\n就要和司机打宝可梦对战。
msg_A01_r03_talk_0012	我按照塔拉刚的指示\n组装好脚手架速力酷了。\r\n最后再把那个放上去就完成啦！
msg_A01_r03_speech_0102	……你好。\n宝可梦真是好棒呀。
msg_69dce31f87812371de1888661c952dc9	[~ 329]
msg_1cd387551cfd58afe6610f5d07077210	[~ 330]
msg_0d5a4d0911d9076f79f4e568293cd5d2	[~ 331]
msg_e42e558877f3531eb9af6325bf55a5e6	[~ 332]
msg_46fb6fcd128582fd3f2441fd71b320db	[~ 333]
msg_81ce83157e466f8d7ff9a217cd939590	[~ 334]
msg_28cebe8034554f7213cfb0c6cbe94ca7	[~ 335]
msg_ab1bbf12dc558eb43a433b04ecec0828	[~ 336]
msg_88a7a5b4b2f997067483bf29ad1805c8	[~ 337]
msg_6232f7ffd6c0ef605e10178ec0aa4561	[~ 338]
msg_902dac9192d65ee54fe368ed93237a14	[~ 339]
msg_29419545aeeb95c7f73d2e403dcfac62	[~ 340]
msg_86c34e501e2915147ead612f96adf256	[~ 341]
msg_37ad3d45edab98cfd80211a971221c7b	[~ 342]
msg_918ea25809e35f80c3350a5033ef89bb	[~ 343]
msg_A01_r04_talk_0142	要是店门口变成野生特区，\n那客人就要变少了吧……
msg_A01_r04_talk_0143	听说宝可梦研究所的所长\n去了离这里很远的地区。
msg_A01_r04_speech_0146	您要来一个吗？
msg_A01_r04_talk_0146	免费送您一个\n密阿雷格雷派饼。
msg_A01_r04_talk_0146_01	密阿雷格雷派饼\n每位只能送一个。
msg_A01_r04_speech_0147	但凡能使用\n碎岩这个招式……！[VAR BD0A(000A)]Text_icon1
msg_A01_r04_talk_0147	如果要进入野生特区，\n伤药之类的道具也很重要哦。
msg_A01_r04_talk_0155	欢迎来到和宝可梦共同生活的城市，\n密阿雷市。
msg_A01_r04_talk_0156	祝你也能找到自己心仪的\n咖啡馆和宝可梦呀。
msg_A01_r04_talk_0160	和宝可梦一起在咖啡馆放松……\n那是无比美妙的时光。
msg_A01_r04_talk_0161	我会和波波一起享用一杯咖啡。\n这是和宝可梦搞好关系的秘诀哦。
msg_A01_r04_talk_0168	即使是从艺术家的视角来看，\n宝可梦也是杰作啊。
msg_A01_r04_talk_0169	那些生活在城市里的宝可梦\n平时都是在哪里睡觉的呢？
msg_A01_r04_talk_0170	并不是所有人\n都希望与宝可梦共同生活。\r\n毕竟也有人不喜欢宝可梦。
msg_A01_r04_speech_0177	现在店里客满了！
msg_A01_r04_talk_0177	n/a
msg_A01_r04_speech_0010	我得小心别让信件\n被野生宝可梦抢走了。
msg_A01_r04_speech_0020	科学的力量好厉害！\n围住野生特区的全息好厉害！
msg_A01_r04_speech_0030	我要学习宝可梦知识，\n总有一天要当上博士！
msg_A01_r04_talk_0040	听说密阿雷的都市开发\n是市长的独断。\r\n这要是真的就太离谱了。
msg_A01_r04_talk_0050	如果这个城市竣工后实现了\n人和宝可梦共同生活，就会变得与众不同吧！
msg_A01_r04_speech_0060	密阿雷的老旧建筑很多，\n它们的修复工程也在进行中哦。
msg_637b14f25f7dbfd5dae7500149945327	[~ 366]
msg_Ev_m02_0060_speech_03_f	喂～！\n你也爬上来呀！
msg_Ev_m02_0060_speech_03_m	哎～！\n你也爬上来嘛。
msg_t1_last_battle_speech_35	密阿雷市……\n是要变成什么样子啊……
msg_t1_i011_speech_01	来交换彩色螺丝咯～\n来换卡娜莉玩偶咯～[VAR BD0A(000A)]Text_icon1
msg_Ev_sub_103_001_speech_01	这怎么行！
msg_Ev_sub_103_001_speech_02	我可是顾客啊！
msg_A01_r01_talk_0100	欢迎光临。
msg_A01_r01_talk_0101	请在指定的位置等待。[VAR 0114(0017)]
msg_t1_last_battle_25	如果没法改变现状，\n大概生意就要做不下去了。[VAR 0114(0017)]
msg_A01_r01_talk_0102	谢谢惠顾。[VAR 0114(0017)]
msg_A01_r01_talk_0103	赶快追上你的同伴啊。[VAR 0114(0018)]
msg_A01_r01_talk_0104	你倒是赶快去集合地点啊。[VAR 0114(0018)]
t1_A02.txt
msg_A02_z01_01_speech_01	被宝可梦弄坏的地方\n我会马上修好的。
msg_A02_z01_01_talk_0002	如果想知道对方是怎样的人，\n只要问对方喜欢什么宝可梦就好。
msg_A02_z01_01_talk_0003	要是有只学习宝可梦知识的\n学校就好了，你不觉得吗？
msg_A02_z01_01_talk_0004	好是好……但要是在那里\n成了差生的话，不是很难受吗？
msg_A02_z01_01_talk_0005	不要用现实去打击梦想啦。\n就算输了可能也会有收获呀。
msg_A02_z01_01_talk_0006	如果在下雨的话，\n火属性招式的威力就会变弱哦。
