Adventure.txt
MID_ADV_アドベンチャー外へ出る	Go outside?
MID_DIE_CASUAL_ジーク	$t1$Wmジーク|7$w0|$Wsジーク|$Wa$SvpV_DIE_CASUAL_ZEAK_00|$E苦,汗|Rngh... Blast!$k$p$SvpV_DIE_CASUAL_ZEAK_01|I fear I cannot die until I know the\nemperor's wishes will be fulfilled.$k$p$SvpV_DIE_CASUAL_ZEAK_02|I must retreat for now.$k
MID_DIE_CASUAL_マイセン	$t1$Wmマイセン|7$w0|$Wsマイセン|$Wa$SvpV_DIE_CASUAL_MAISEN_00|$E苦,汗|Damn me and my recklessness...$k$p$SvpV_DIE_CASUAL_MAISEN_01|Forgive me, but I must fall back.$k
MID_DIE_CASUAL_セリカ	$t1$Wmセリカ|7$w0|$Wsセリカ|$Wa$SvpV_DIE_CASUAL_CELLICA_00|$E苦,汗|It seems I was...a little too optimistic...$k$p$SvpV_DIE_CASUAL_CELLICA_01|Forgive me. I leave the rest to you.$k
MID_DIE_CASUAL_メイ	$t1$Wmメイ|7$w0|$Wsメイ|$Wa$E苦,汗|$SvpV_DIE_CASUAL_MAY_00|Damn! ...Man, that's gonna bruise\nin the morning.$k$p$SvpV_DIE_CASUAL_MAY_01|Sorry, Celica! I have to fall back!$k
MID_DIE_CASUAL_ボーイ	$t1$Wmボーイ|7$w0|$Wsボーイ|$Wa$SvpV_DIE_CASUAL_BOOWY_00|$E苦,汗|Oof... Got a little too excited there...$k$p$SvpV_DIE_CASUAL_BOOWY_01|Sorry, Celica, but I'm gonna have to\nstep back...$k
MID_DIE_CASUAL_ジェニー	$t1$Wmジェニー|7$w0|$Wsジェニー|$Wa$SvpV_DIE_CASUAL_JENNY_00|$E悲,汗|This...this is too much...$k$p$SvpV_DIE_CASUAL_JENNY_01|Can...can I be excused, Celica?\nI'm really sorry...$k
MID_DIE_CASUAL_コンラート	$t1$Wm仮面の騎士|7$w0|$Ws仮面の騎士|$Wa$SvpV_DIE_CASUAL_CONRAD_00|$E苦,汗|Rgh... They took me by surprise.$k$p$SvpV_DIE_CASUAL_CONRAD_01|A tactical retreat is sound strategy at\nthis point. I'm leaving the front line!$k
MID_DIE_CASUAL_セーバー	$t1$Wmセーバー|7$w0|$Wsセーバー|$Wa$SvpV_DIE_CASUAL_SAVOR_00|$E苦,汗|Augh... Damned rookie mistake...$k$p$SvpV_DIE_CASUAL_SAVOR_01|Sorry, but I gotta pull back.\nI ain't ready to die just yet!$k
MID_DIE_CASUAL_バルボ	$t1$Wmバルボ|7$w0|$Wsバルボ|$Wa$SvpV_DIE_CASUAL_VALBO_00|$E苦,汗|Yowch... This looks pretty bad.$k$p$SvpV_DIE_CASUAL_VALBO_01|Sorry, but I've got to retreat.\nIt's up to you guys now.$k
MID_DIE_CASUAL_カムイ	$t1$Wmカムイ|7$w0|$Wsカムイ|$Wa$SvpV_DIE_CASUAL_KAMUI_00|$E苦,汗|Yeah, that hurts. If I stick around,\nI'm history.$k$p$SvpV_DIE_CASUAL_KAMUI_01|Guess I bow out here.\nGood luck cleaning up my mess!$k
MID_DIE_CASUAL_レオ	$t1$Wmレオ|7$w0|$Wsレオ|$Wa$SvpV_DIE_CASUAL_LEO_00|$E苦,汗|Gods, that was REALLY painful!$k$p$SvpV_DIE_CASUAL_LEO_01|Sorry, but can I fall back for a bit?\nOh, and thanks!$k
MID_DIE_CASUAL_パオラ	$t1$Wmパオラ|7$w0|$Wsパオラ|$Wa$SvpV_DIE_CASUAL_PAOLA_00|$E苦,汗|Ngh... I underestimated them...$k$p$SvpV_DIE_CASUAL_PAOLA_01|Forgive me, but I must fall back lest\nI become a liability.$k
MID_DIE_CASUAL_カチュア	$t1$Wmカチュア|7$w0|$Wsカチュア|$Wa$SvpV_DIE_CASUAL_KACHUA_00|$E苦,汗|Ugh... This pain runs deep.$k$p$SvpV_DIE_CASUAL_KACHUA_01|I'm no use out here like this.\nForgive me.$k
MID_DIE_CASUAL_アトラス	$t1$Wmアトラス|7$w0|$Wsアトラス|$Wa$SvpV_DIE_CASUAL_ATLAS_00|$E苦,汗|Agh... That looks serious.$k$p$SvpV_DIE_CASUAL_ATLAS_01|I can't leave my little brothers alone.\nI've gotta sit this one out.$k
MID_DIE_CASUAL_ジェシー	$t1$Wmジェシー|7$w0|$Wsジェシー|$Wa$SvpV_DIE_CASUAL_JESEY_00|$E苦,汗|Ow! Ow ow ow ow ouch.\nYeah, this one feels pretty serious.$k$p$SvpV_DIE_CASUAL_JESEY_01|Sorry, can I take a breather?\nDying's not on my priority list today.$k
MID_DIE_CASUAL_ソニア	$t1$Wmソニア|7$w0|$Wsソニア|$Wa$SvpV_DIE_CASUAL_SONYA_00|$E苦,汗|Well, this is damn infuriating...$k$p$SvpV_DIE_CASUAL_SONYA_01|Sorry, but I'm done for the day.\nScars aren't really my style.$k
MID_DIE_CASUAL_ディーン	$t1$Wmディーン|7$w0|$Wsディーン|$Wa$SvpV_DIE_CASUAL_DEEN_00|$E苦,汗|Hrm... I'm cut deeper than I thought.$k$p$SvpV_DIE_CASUAL_DEEN_01|I'm falling back.$k
MID_DIE_CASUAL_エスト	$t1$Wmエスト|7$w0|$Wsエスト|$Wa$SvpV_DIE_CASUAL_EST_00|$E苦,汗|Owwwww! That really stings...$k$p$SvpV_DIE_CASUAL_EST_01|Sorry, but can you all handle the\nrest for me?$k
MID_DIE_CASUAL_ノーマ	$t1$Wmノーマ|7$w0|$Wsノーマ|$Wa$SvpV_DIE_CASUAL_NORMA_00|$E苦,汗|Oh, dear. I've gone and overdone it.$k$p$SvpV_DIE_CASUAL_NORMA_01|Probably best if I stand back and leave\nthis to you youngsters.$k
MID_DIE_CASUAL_ベルクト	$t1$Wmベルクト|7$w0|$Wsベルクト|$Wa$SvpV_DIE_CASUAL_BERKUT_00|$E苦,汗|Perhaps I underestimated them...$k$p$SvpV_DIE_CASUAL_BERKUT_01|Carry on without me. I'll find a place\nto recover...$k
MID_DIE_CASUAL_フェルナン	$t1$Wmフェルナン|7$w0|$Wsフェルナン|$Wa$SvpV_DIE_CASUAL_FERNAND_00|$E苦,汗|They have more skill than I\ngave them credit for.$k$p$SvpV_DIE_CASUAL_FERNAND_01|I must retreat—you deal with the rest.$k
支援会話_アルム_エフィ.txt
MID_支援会話_アルム_エフィ_C	$t1$Wmアルム|7$w0|$Wmエフィ|3$w0|$Wsエフィ|$Wa$SvpV_RELIANCE_ARUM_EFI_C_00|There you are, Alm!$k\n$Wsアルム|$Wa$SvpV_RELIANCE_ARUM_EFI_C_01|Hello, Faye. How's it going?$k\n$Wsエフィ|$Wa$SvpV_RELIANCE_ARUM_EFI_C_02|$E笑,|I'm doing just fine now.$k$p$SvpV_RELIANCE_ARUM_EFI_C_03|Seeing your face is always a bright\nspot in my day.$k\n$Wsアルム|$Wa$SvpV_RELIANCE_ARUM_EFI_C_04|$E笑,|Heh. Well, I'm glad it's not a low point.$k\n$Wsエフィ|$Wa$SvpV_RELIANCE_ARUM_EFI_C_05|$E通常,|Now, shall I head back out there and\nslay more of your enemies for you?!$k\n$Wsアルム|$Wa$SvpV_RELIANCE_ARUM_EFI_C_06|$E驚,|Slay...enemies for me? Um...$k$p$SvpV_RELIANCE_ARUM_EFI_C_07|$E通常,|Er, I would hope you're doing it for a\nbetter reason than just...me.$k\n$Wsエフィ|$Wa$SvpV_RELIANCE_ARUM_EFI_C_08|Oh! Is THAT what you want?\n...Because I'll do it.$k$p$SvpV_RELIANCE_ARUM_EFI_C_09|$E笑,|I'll fight for any cause you desire!$k$p$SvpV_RELIANCE_ARUM_EFI_C_10|Just promise you'll be watching, Alm!\nPromise to look at me!$k\n$Wsアルム|$Wa$SvpV_RELIANCE_ARUM_EFI_C_11|Faye, I... Look, just please be careful,\nall right?$k
MID_支援会話_アルム_エフィ_B	$t1$Wmアルム|7$w0|$Wmエフィ|3$w0|$Wsエフィ|$Wa$SvpV_RELIANCE_ARUM_EFI_B_00|Alm!$k\n$Wsアルム|$Wa$SvpV_RELIANCE_ARUM_EFI_B_01|Hey, Faye. How are things?$k\n$Wsエフィ|$Wa$SvpV_RELIANCE_ARUM_EFI_B_02|$E笑,|Things are UTTERLY FANTASTIC!\n...Aren't you going to ask me why?$k\n$Wsアルム|$Wa$E驚,|$SvpV_RELIANCE_ARUM_EFI_B_03|Um...$k$p$SvpV_RELIANCE_ARUM_EFI_B_04|Wh...why?$k\n$Wsエフィ|$Wa$SvpV_RELIANCE_ARUM_EFI_B_05|$E通常,|Well! Remember when you sat next to\nme at dinner yesterday?$k$p$SvpV_RELIANCE_ARUM_EFI_B_06|You gave me that leftover heel of bread\nyou didn't want!$k\n$Wsアルム|$Wa$E通常,|$SvpV_RELIANCE_ARUM_EFI_B_07|You're excited about...bread?$k\n$Wsエフィ|$Wa$E笑,|$SvpV_RELIANCE_ARUM_EFI_B_08|No, silly! You touched my hand!\n...I was up all night thinking about it.$k$p$SvpV_RELIANCE_ARUM_EFI_B_09|$E驚,|Oh, but don't worry—I drank a bunch of\ntea, so I'm ready to kill in your name!$k$p$SvpV_RELIANCE_ARUM_EFI_B_10|$E通常,|Just point me at your enemies and\nwatch me go!$k\n$Wsエフィ|$Wd$w0|$Wsアルム|$Wa$E驚,|$SvpV_RELIANCE_ARUM_EFI_B_11|Um, that's... Wow.$k$p$SvpV_RELIANCE_ARUM_EFI_B_12|$E通常,|I'm guess I'm glad she's able to find\nhappiness in the...little things?$k$p$SvpV_RELIANCE_ARUM_EFI_B_13|(But I'm worried about the toll this war\nis taking on her...)$k
MID_支援会話_アルム_エフィ_A	$t1$Wmアルム|7$w0|$Wmエフィ|3$w0|$Wsエフィ|$Wa$SvpV_RELIANCE_ARUM_EFI_A_00|$E悲,|Alm...$k\n$Wsアルム|$Wa$SvpV_RELIANCE_ARUM_EFI_A_01|Hey, Faye...$k\n$Wsエフィ|$Wa$E特殊1,|$SvpV_RELIANCE_ARUM_EFI_A_02|Our journey will be over soon, won't it?$k$p$SvpV_RELIANCE_ARUM_EFI_A_03|And because of that, there's something\nI need to tell you.$k$p$SvpV_RELIANCE_ARUM_EFI_A_04|$E悲,|I know now probably isn't the best time\nin the world, but I have to get it out.$k\n$Wsアルム|$Wa$SvpV_RELIANCE_ARUM_EFI_A_05|All right. I'm listening.$k\n$Wsエフィ|$Wa$E通常,|$SvpV_RELIANCE_ARUM_EFI_A_06|There's a dream I have...\nOr more of a wish, I suppose.$k$p$SvpV_RELIANCE_ARUM_EFI_A_07|But I dream that after the war is over,\nyou'll return with me to Ram Village.$k$p$SvpV_RELIANCE_ARUM_EFI_A_08|We'll have a little garden...\nWe'll hunt our own food...$k$p$SvpV_RELIANCE_ARUM_EFI_A_09|$E悲,|And we'll never have to fight another\nbattle for as long as we live!$k$p$SvpV_RELIANCE_ARUM_EFI_A_10|Pretty good dream, don't you think?$k\n$Wsアルム|$Wa$E驚,|$SvpV_RELIANCE_ARUM_EFI_A_11|Yeah, it's...it's nice.$k\n$Wsエフィ|$Wa$E通常,|$SvpV_RELIANCE_ARUM_EFI_A_12|So do you think it'll come true?$k\n$Wsアルム|$Wa$E悲,|$SvpV_RELIANCE_ARUM_EFI_A_13|I'm sorry, Faye, but...no.$k$p$SvpV_RELIANCE_ARUM_EFI_A_14|I'm not going back to the village.\nI can't. Not anymore.$k$p$SvpV_RELIANCE_ARUM_EFI_A_15|There are too many things left for\nme to do.$k$p$SvpV_RELIANCE_ARUM_EFI_A_16|$E怒,|But I'll always be thankful for you and\nall my friends back home.$k$p$SvpV_RELIANCE_ARUM_EFI_A_17|I never would have found my place in\nthe world if it wasn't for you.$k$p$SvpV_RELIANCE_ARUM_EFI_A_18|$E通常,|You're very special to me, Faye.\nJust...not in the way you want.$k$p$SvpV_RELIANCE_ARUM_EFI_A_19|So knowing all that, will you keep\njourneying with me anyway?$k\n$Wsエフィ|$Wa$E通常,|$SvpV_RELIANCE_ARUM_EFI_A_20|Oh, I suppose. This IS a pretty\ngrand adventure, after all.$k$p$SvpV_RELIANCE_ARUM_EFI_A_21|Still, I thought that if I came with you,\nwe'd find something together that...$k$p$SvpV_RELIANCE_ARUM_EFI_A_22|$E特殊1,|Oh, never mind. I should have known\nsuch a thing wasn't really possible.$k$p$SvpV_RELIANCE_ARUM_EFI_A_23|But I'd like to keep my feelings for you,\nif that's all right. At least until we part?$k$p$SvpV_RELIANCE_ARUM_EFI_A_24|$E笑,|Will you allow me that much?$k\n$Wsアルム|$Wa$E通常,|$SvpV_RELIANCE_ARUM_EFI_A_25|Of course, Faye.$k
支援会話_アルム_クレア.txt
MID_支援会話_アルム_クレア_C	$t1$Wmアルム|7$w0|$Wmクレア|3$w0|$Wsクレア|$Wa$SvpV_RELIANCE_ARUM_CLEA_C_00|Ah! Salutations, Alm.$k\n$Wsアルム|$Wa$E笑,|$SvpV_RELIANCE_ARUM_CLEA_C_01|H-hello, Clair...$k\n$Wsクレア|$Wa$E怒,|$SvpV_RELIANCE_ARUM_CLEA_C_02|And just what are you guffawing at?$k$p$SvpV_RELIANCE_ARUM_CLEA_C_03|Such behavior is unspeakably boorish!$k\n$Wsアルム|$Wa$E通常,|$SvpV_RELIANCE_ARUM_CLEA_C_04|Sorry! Sorry. Very sorry.$k$p$SvpV_RELIANCE_ARUM_CLEA_C_05|It's just...who says, "Salutations!"\non a battlefield?$k\n$Wsクレア|$Wa$E驚,|$SvpV_RELIANCE_ARUM_CLEA_C_06|Wh— Bu— I say it!$k$p$SvpV_RELIANCE_ARUM_CLEA_C_07|$E悲,|Oh, very well. How would our fearless\nleader have me greet him instead?$k\n$Wsアルム|$Wa$E笑,|$SvpV_RELIANCE_ARUM_CLEA_C_08|Ha ha! I'm not criticizing the way you\nspeak, Clair.$k$p$SvpV_RELIANCE_ARUM_CLEA_C_09|In fact, I like that about you.$k\n$Wsクレア|$Wa$E通常,照|$SvpV_RELIANCE_ARUM_CLEA_C_10|Y-you do?$k
MID_支援会話_アルム_クレア_B	$t1$Wmアルム|7$w0|$Wmクレア|3$w0|$Wsクレア|$Wa$SvpV_RELIANCE_ARUM_CLEA_B_00|$E通常,汗|Oh! Alm! Salutations and...um...\nfelicitations?$k\n$Wsアルム|$Wa$E驚,|$SvpV_RELIANCE_ARUM_CLEA_B_01|Hey, Clair. How are you—\nwait, "felicitations"?$k\n$Wsクレア|$Wa$E悲,汗|$SvpV_RELIANCE_ARUM_CLEA_B_02|Was that too much? I fear these are\nrather difficult to devise.$k\n$Wsアルム|$Wa$E驚,|$SvpV_RELIANCE_ARUM_CLEA_B_03|You're...inventing new greetings?$k$p$SvpV_RELIANCE_ARUM_CLEA_B_04|Is this because of what I said?$k\n$Wsクレア|$Wa$E驚,汗|$SvpV_RELIANCE_ARUM_CLEA_B_05|What? No! Perish the thought!\n...I merely felt like being creative.$k$p$SvpV_RELIANCE_ARUM_CLEA_B_06|$E悲,|*sigh* Oh, posh. Fine. I admit it.$k$p$SvpV_RELIANCE_ARUM_CLEA_B_07|You said you liked my greetings, and I\nperhaps...wanted you to like me more.$k\n$Wsアルム|$Wa$E通常,|$SvpV_RELIANCE_ARUM_CLEA_B_08|But Clair, I like you the way you ARE.$k$p$SvpV_RELIANCE_ARUM_CLEA_B_09|You're proud, overbearing, and don't\ngive a damn what people think of you.$k\n$Wsクレア|$Wa$E怒,|$SvpV_RELIANCE_ARUM_CLEA_B_10|I am NOT overbearing! A boy will\ntake that back at once!$k$p$SvpV_RELIANCE_ARUM_CLEA_B_11|I'm the queen of Zofian high society!\nWhy should I care what YOU think?$k\n$Wsアルム|$Wa$E笑,|$SvpV_RELIANCE_ARUM_CLEA_B_12|Ha ha ha! THERE'S the Clair I like.$k\n$Wsクレア|$Wa$E悲,照|$SvpV_RELIANCE_ARUM_CLEA_B_13|Ugh!$k
MID_支援会話_アルム_クレア_A	$t1$Wmアルム|7$w0|$Wmクレア|3$w0|$Wsクレア|$Wa$SvpV_RELIANCE_ARUM_CLEA_A_00|Salutations, Alm!$k\n$Wsアルム|$Wa$SvpV_RELIANCE_ARUM_CLEA_A_01|Salutations, Clair.$k\n$Wsクレア|$Wa$SvpV_RELIANCE_ARUM_CLEA_A_02|Tell me, were you not mesmerized and\nbewitched by my fighting today?$k\n$Wsアルム|$Wa$SvpV_RELIANCE_ARUM_CLEA_A_03|Oh, riveted! How could I look away?\nYou're like a Valkyrie descended.$k$p$SvpV_RELIANCE_ARUM_CLEA_A_04|$E笑,|I know that I'LL never trifle with the\nqueen of high society.$k\n$Wsクレア|$Wa$Eキメ,|$SvpV_RELIANCE_ARUM_CLEA_A_05|Ha! Not if you value your life.$k$p$SvpV_RELIANCE_ARUM_CLEA_A_06|$E笑,|Heh. And oh dear,\na Valkyrie... Goodness!$k\n$Wsアルム|$Wa$E笑,|$SvpV_RELIANCE_ARUM_CLEA_A_07|Heh heh. I'm glad you enjoyed that.$k\n$Wsクレア|$Wa$Eキメ,|$SvpV_RELIANCE_ARUM_CLEA_A_08|Truth be told, I needed a good chuckle.$k$p$SvpV_RELIANCE_ARUM_CLEA_A_09|$E通常,|Alm, may I tell you something?$k$p$SvpV_RELIANCE_ARUM_CLEA_A_10|When you said you like me the way I am,\nthat meant a great deal to me.$k$p$SvpV_RELIANCE_ARUM_CLEA_A_11|Because I care for you too—and how we\nlaugh together over the silliest things.$k$p$SvpV_RELIANCE_ARUM_CLEA_A_12|$E笑,|I feel simply wonderful when we are\ntogether.$k\n$Wsアルム|$Wa$E驚,照|$SvpV_RELIANCE_ARUM_CLEA_A_13|Wow. Thanks, Clair.$k$p$SvpV_RELIANCE_ARUM_CLEA_A_14|$E通常,|That's very nice of you to say.\nYou're kind of making me blush...$k\n$Wsクレア|$Wa$Eキメ,|$SvpV_RELIANCE_ARUM_CLEA_A_15|Ha ha ha.$k
支援会話_アルム_マイセン.txt
MID_支援会話_アルム_マイセン_C	$t1$Wmアルム|7$w0|$Wmマイセン|3$w0|$Wsマイセン|$Wa$SvpV_RELIANCE_ARUM_MAISEN_C_00|Alm.$k\n$Wsアルム|$Wa$E悲,|$SvpV_RELIANCE_ARUM_MAISEN_C_01|Grandfather.$k\n$Wsマイセン|$Wa$E怒,|$SvpV_RELIANCE_ARUM_MAISEN_C_02|So it seems we must finally take up\nswords together.$k$p$SvpV_RELIANCE_ARUM_MAISEN_C_03|I knew this day would come.$k\n$Wsアルム|$Wa$E悲,|$SvpV_RELIANCE_ARUM_MAISEN_C_04|I'm sorry, Grandfather, but...$k$p$SvpV_RELIANCE_ARUM_MAISEN_C_05|Well, I'm not sure I'm ready to talk\nto you just yet.$k$p$SvpV_RELIANCE_ARUM_MAISEN_C_06|Can you give me a little more time to\nprocess what happened?$k\n$Wsマイセン|$Wa$E悲,|$SvpV_RELIANCE_ARUM_MAISEN_C_07|Of course.$k
MID_支援会話_アルム_マイセン_B	$t1$Wmアルム|7$w0|$Wmマイセン|3$w0|$Wsアルム|$Wa$SvpV_RELIANCE_ARUM_MAISEN_B_00|Grandfather!$k\n$Wsマイセン|$Wa$E笑,|$SvpV_RELIANCE_ARUM_MAISEN_B_01|So you've decided to speak with me?$k\n$Wsアルム|$Wa$E悲,|$SvpV_RELIANCE_ARUM_MAISEN_B_02|Yes, but I'd like a chance to explain\nmyself first.$k$p$SvpV_RELIANCE_ARUM_MAISEN_B_03|When I first learned what happened,\nI felt deceived.$k$p$SvpV_RELIANCE_ARUM_MAISEN_B_04|You should have told me about my\nfather and where I was from.$k$p$SvpV_RELIANCE_ARUM_MAISEN_B_05|But, while I felt deceived, that wasn't\nthe thing that hurt me.$k$p$SvpV_RELIANCE_ARUM_MAISEN_B_06|What hurt me was...$k$p$SvpV_RELIANCE_ARUM_MAISEN_B_07|finding out that you're not really my\ngrandfather.$k\n$Wsマイセン|$Wa$E悲,|$SvpV_RELIANCE_ARUM_MAISEN_B_08|You will always be my grandson, Alm.$k$p$SvpV_RELIANCE_ARUM_MAISEN_B_09|$E通常,|You and Celica are like blood to me.$k$p$SvpV_RELIANCE_ARUM_MAISEN_B_10|I never would have known the joys of\nfamily had I not met you.$k\n$Wsアルム|$Wa$E通常,|$SvpV_RELIANCE_ARUM_MAISEN_B_11|Then let's remain a family—$k$p$SvpV_RELIANCE_ARUM_MAISEN_B_12|you can be my grandfather,\nand I your grandson.$k$p$SvpV_RELIANCE_ARUM_MAISEN_B_13|$E笑,|Er, if that's all right?$k\n$Wsマイセン|$Wa$E笑,|$SvpV_RELIANCE_ARUM_MAISEN_B_14|I would have it no other way.$k
MID_支援会話_アルム_マイセン_A	$t1$Wmアルム|7$w0|$Wmマイセン|3$w0|$Wsマイセン|$Wa$SvpV_RELIANCE_ARUM_MAISEN_A_00|Your skill with a sword has improved\nmarkedly, Alm.$k$p$SvpV_RELIANCE_ARUM_MAISEN_A_01|I hardly recognize you as the boy I\ntrained in Ram Village.$k$p$SvpV_RELIANCE_ARUM_MAISEN_A_02|$E笑,|It seems war was a far better teacher\nthan I.$k\n$Wsアルム|$Wa$E驚,|$SvpV_RELIANCE_ARUM_MAISEN_A_03|Don't be daft.$k$p$SvpV_RELIANCE_ARUM_MAISEN_A_04|$E通常,|I never would have survived this long\nwithout all I learned from you.$k$p$SvpV_RELIANCE_ARUM_MAISEN_A_05|I only joined the Deliverance to prove\nsome of your greatness lives on in me.$k\n$Wsマイセン|$Wa$E通常,|$SvpV_RELIANCE_ARUM_MAISEN_A_06|The Deliverance...$k$p$SvpV_RELIANCE_ARUM_MAISEN_A_07|$E悲,|When that boy Lukas came to see me,\nI knew the gears were starting to turn.$k$p$SvpV_RELIANCE_ARUM_MAISEN_A_08|Nothing could stop you from choosing\nthe path you were meant to be on.$k$p$SvpV_RELIANCE_ARUM_MAISEN_A_09|$E笑,|I am glad I could be one of the tiny\nforces that helped get you there.$k\n$Wsアルム|$Wa$E悲,|$SvpV_RELIANCE_ARUM_MAISEN_A_10|Tiny? Hardly!$k\n$Wsマイセン|$Wa$E通常,|$SvpV_RELIANCE_ARUM_MAISEN_A_11|I will be with you to the end—until you\nfinish what fate has in store for you.$k$p$SvpV_RELIANCE_ARUM_MAISEN_A_12|It was your father's wish, and now it is\nmine as well.$k$p$SvpV_RELIANCE_ARUM_MAISEN_A_13|$E怒,|It will not be much longer.\nStay focused, boy.$k\n$Wsアルム|$Wa$E通常,|$SvpV_RELIANCE_ARUM_MAISEN_A_14|I will.$k
支援会話_エフィ_シルク.txt
MID_支援会話_エフィ_シルク_C	$t1$Wmエフィ|7$w0|$Wmシルク|3$w0|$Wsシルク|$Wa$SvpV_RELIANCE_EFI_SILK_C_00|$E通常,|Hello, Faye.$k\n$Wsエフィ|$Wa$E通常,|$SvpV_RELIANCE_EFI_SILK_C_01|Oh, Silque! We seem to keep running\ninto each other here on the battlefield.$k\n$Wsシルク|$Wa$SvpV_RELIANCE_EFI_SILK_C_02|Yes, well, I was hoping we could get\nto know each other better.$k$p$SvpV_RELIANCE_EFI_SILK_C_03|There are so few of us women fighting\nalongside Sir Alm, after all.$k$p$SvpV_RELIANCE_EFI_SILK_C_04|$E笑,|And there are many things I wish to talk\nabout that aren't for the ears of men.$k\n$Wsエフィ|$Wa$E悲,|$SvpV_RELIANCE_EFI_SILK_C_05|Well, um...$k$p$SvpV_RELIANCE_EFI_SILK_C_06|I don't think that kind of friendship\nis for me. Sorry.$k\n$Wsシルク|$Wa$E驚,|$SvpV_RELIANCE_EFI_SILK_C_07|Huh?$k\n$Wsエフィ|$Wa$E通常,|$SvpV_RELIANCE_EFI_SILK_C_08|I'd rather spend time near Alm than\nstand about gossiping. No offense.$k$p$SvpV_RELIANCE_EFI_SILK_C_09|Anyway... Good luck, I guess!$k\n$Wsエフィ|$Wd$w0|$Wsシルク|$Wa$E悲,汗|$SvpV_RELIANCE_EFI_SILK_C_10|What in Mila's name just happened?$k
MID_支援会話_エフィ_シルク_B	$t1$Wmエフィ|7$w0|$Wmシルク|3$w0|$Wsシルク|$Wa$SvpV_RELIANCE_EFI_SILK_B_00|$E怒,|Faye! There you are!$k\n$Wsエフィ|$Wa$E悲,|$SvpV_RELIANCE_EFI_SILK_B_01|Hello again, Silque.\nYou sure are persistent.$k\n$Wsシルク|$Wa$E通常,|$SvpV_RELIANCE_EFI_SILK_B_02|I would like to make a proposal.$k$p$SvpV_RELIANCE_EFI_SILK_B_03|If you don't like gossip, why don't we\ntalk about Sir Alm?$k$p$SvpV_RELIANCE_EFI_SILK_B_04|$E笑,|He's something we can bond over,\ndon't you think?$k\n$Wsエフィ|$Wa$E苦,|$SvpV_RELIANCE_EFI_SILK_B_05|Talking about Alm isn't fun unless\nAlm himself is there.$k$p$SvpV_RELIANCE_EFI_SILK_B_06|$E特殊1,|Look, it's okay. Not everyone has to be\nfriends, right?$k\n$Wsエフィ|$Wd$w0|$Wsシルク|$Wa$E驚,|$SvpV_RELIANCE_EFI_SILK_B_07|Faye? ...Faye?$k$p$SvpV_RELIANCE_EFI_SILK_B_08|$E苦,汗|*sigh* I've lost her again...$k
MID_支援会話_エフィ_シルク_A	$t1$Wmエフィ|7$w0|$Wmシルク|3$w0|$Wsエフィ|$Wa$SvpV_RELIANCE_EFI_SILK_A_00|$E通常,|Hello, Silque.$k\n$Wsシルク|$Wa$E驚,|$SvpV_RELIANCE_EFI_SILK_A_01|Faye?$k$p$SvpV_RELIANCE_EFI_SILK_A_02|I thought you'd never speak to\nme again.$k\n$Wsエフィ|$Wa$E悲,|$SvpV_RELIANCE_EFI_SILK_A_03|Weeeell...$k$p$SvpV_RELIANCE_EFI_SILK_A_04|After you stopped approaching me,\nI realized I kinda...miss your company.$k$p$SvpV_RELIANCE_EFI_SILK_A_05|$E特殊1,|I guess I needed a friend after all.$k$p$SvpV_RELIANCE_EFI_SILK_A_06|Sorry I was so rude.$k\n$Wsシルク|$Wa$Eキメ,|$SvpV_RELIANCE_EFI_SILK_A_07|Oh, it's all right. It's just nice to feel\nmissed.$k$p$SvpV_RELIANCE_EFI_SILK_A_08|And now we can finally talk!$k\n$Wsエフィ|$Wa$E通常,|$SvpV_RELIANCE_EFI_SILK_A_09|Hee hee. You're a good person, Silque,\neven if your tongue does like to wag.$k$p$SvpV_RELIANCE_EFI_SILK_A_10|$E笑,|I'm still not one for gossip, but I would\nlike to know more about you.$k$p$SvpV_RELIANCE_EFI_SILK_A_11|Maybe we can talk again soon?$k\n$Wsシルク|$Wa$E笑,|$SvpV_RELIANCE_EFI_SILK_A_12|That would be lovely!$k
