Adventure.txt
MID_ADV_アドベンチャー外へ出る	要到外头吗？
死人の沼.txt
MID_OP1	$t3$Wmセリカ|h$w0|$Wmセーバー|5$w0|$Wsセリカ|$Wa$SvpV_SC_4_10_OP1_00|$E悲,|真是个诡异的地方……$k$p$SvpV_SC_4_10_OP1_01|听说这里被称为\n亡者沼泽呢。$k\n$Wsセーバー|$Wa$E悲,|$SvpV_SC_4_10_OP1_02|真是既潮湿\n又让人觉得不舒服的地方。$k$p$SvpV_SC_4_10_OP1_03|赶快收拾掉敌人，\n继续前进吧。$k\n$Wsセリカ|$Wa$E特殊1,|$SvpV_SC_4_10_OP1_04|也是，就这么做吧。$k\n$Wsセーバー|$Wd$w0|$Wmジュダ|5$VF隠|$w0|$TcTlp_EvEff_SwampAura_Over|0|$Wsジュダ|$Wa$VNMPID_???|$SvpV_SC_4_10_OP1_05|安蒂洁呀……$k\n$SbpBGM_EVT_FEAR|0|$TdTlp_EvEff_SwampAura_Over|$Wsセリカ|$Wa$E驚,|$SvpV_SC_4_10_OP1_06|诶？$k\n$Wsジュダ|$Wd$w0|$Wmセーバー|5$w0|$Wsセーバー|$Wa$E怒,|$SvpV_SC_4_10_OP1_07|怎么了？\n赛莉卡。$k\n$Wsセリカ|$Wa$E驚,|$SvpV_SC_4_10_OP1_08|刚刚，好像有人叫我……$k\n$Wsセーバー|$Wa$E怒,|$SvpV_SC_4_10_OP1_09|是吗？\n我什么都没有听到啊……$k\n$Wsセリカ|$Wa$E悲,|$SvpV_SC_4_10_OP1_10|是吗……？\n我听错了吗？$k\n$Sbs1000|
MID_BT1	$t0$Wmガルシア|0$w0|$Wsガルシア|$Wa$SvpV_SC_4_10_BT1_00|$E笑,|哦呵呵……\n尽管来吧。$k$p$SvpV_SC_4_10_BT1_01|我要将你们沉入沼泽底。$k
MID_BOSS_DIE1	$t0$Wmガルシア|0$w0|$Wsガルシア|$Wa$SvpV_SC_4_10_BOSS_DIE1_00|$E驚,|太蠢了……！\n我怎么会……$k
MID_ED1	$t3$Wmセリカ|h$w0|$Wmセーバー|5$w0|$Wsセーバー|$Wa$SvpV_SC_4_10_ED1_00|$E通常,|呼……\n结束了。$k$p$SvpV_SC_4_10_ED1_01|好，快走吧。\n赛莉卡。$k\n$Wsセリカ|$Wa$E悲,|$SvpV_SC_4_10_ED1_02|嗯……$k\n$Wsセーバー|$Wd$w0|$Wmジュダ|5$VF隠|$w0|$TcTlp_EvEff_SwampAura_Over|0|$SbpBGM_EVT_FEAR|0|$Wsジュダ|$Wa$VNMPID_???|$SvpV_SC_4_10_ED1_03|安蒂洁呀……\n……到这里来……$k$p$SvpV_SC_4_10_ED1_04|到我的身边来……$k$p$SvpV_SC_4_10_ED1_05|如果……你想……\n拯救米拉和那个小毛头的话……$k\n$Wsセリカ|$Wa$E驚,汗|$TdTlp_EvEff_SwampAura_Over|$SvpV_SC_4_10_ED1_06|……\n你说什么！？$k$p$SvpV_SC_4_10_ED1_07|$Eキメ,汗|你究竟是谁？$k\n$Wsセリカ|$Wd$w0|$Sbs4000|$SspSE_EVT_0_APPEAR_BUSH|$w500|$SswSE_EVT_G_HUMAN_RUN2_FLAT|$Wsジュダ|$Wd$w0|$Wmセーバー|5$w0|$Wsセーバー|$Wa$SvpV_SC_4_10_ED1_08|$E驚,|喂，赛莉卡？\n你要去哪里啊？$k
MID_ED2	$t0$Wmジュダ|6$w0|$SbpBGM_EVT_SCHEME|0|$Wsジュダ|$Wa$SvpV_SC_4_10_ED2_00|$E通常,|嘿嘿嘿……\n你来了，安蒂洁。$k$p$SvpV_SC_4_10_ED2_01|拥有命运圣痕的\n索菲亚公主……$k\n$Wsジュダ|$Wd$w0|$Wmセリカ|6$w0|$Wsセリカ|$Wa$E驚,汗|$SvpV_SC_4_10_ED2_02|！？\n你是……？$k\n$Wsセリカ|$Wd$w0|$Wmジュダ|6$w0|$Wsジュダ|$Wa$SvpV_SC_4_10_ED2_03|我叫朱达。$k$p$SvpV_SC_4_10_ED2_04|是伟大的多玛大人\n最亲近的手下……$k\n$Wsジュダ|$Wd$w0|$Wmセリカ|6$w0|$Wsセリカ|$Wa$E驚,|$SvpV_SC_4_10_ED2_05|你就是朱达……！$k$p$SvpV_SC_4_10_ED2_06|$Eキメ,|那米拉大人\n在你那边是吗？$k\n$Wsセリカ|$Wd$w0|$Wmジュダ|6$w0|$Wsジュダ|$Wa$E通常,|$SvpV_SC_4_10_ED2_07|是啊，没错。$k$p$SvpV_SC_4_10_ED2_08|安蒂洁，如果想要我释放米拉，\n就和我做个交易吧。$k\n$Wsジュダ|$Wd$w0|$Wmセリカ|6$w0|$Wsセリカ|$Wa$E怒,|$SvpV_SC_4_10_ED2_09|交易……？$k\n$Wsセリカ|$Wd$w0|$Wmジュダ|6$w0|$Wsジュダ|$Wa$Eキメ,|$SvpV_SC_4_10_ED2_10|嗯。\n我想要的是你。$k$p$SvpV_SC_4_10_ED2_11|如果你愿意\n把灵魂献给多玛大人，$k$p$SvpV_SC_4_10_ED2_12|我就放米拉回索菲亚。$k\n$Wsジュダ|$Wd$w0|$Wmセリカ|6$w0|$Wsセリカ|$Wa$E驚,汗|$SvpV_SC_4_10_ED2_13|你说什么！？\n我的灵魂……？$k$p$SvpV_SC_4_10_ED2_14|$E怒,汗|你为什么想要那种东西？$k\n$Wsセリカ|$Wd$w0|$Wmジュダ|6$w0|$Wsジュダ|$Wa$E悲,|$SvpV_SC_4_10_ED2_15|安蒂洁呀……\n你不觉得奇怪吗？$k$p$SvpV_SC_4_10_ED2_16|创造出这个利盖尔帝国\n和索菲亚王国$k$p$SvpV_SC_4_10_ED2_17|这两个国家的\n伟大神龙异变。$k$p$SvpV_SC_4_10_ED2_18|$E怒,|多玛大人寻求足以\n瓦解世界平衡的力量，$k$p$SvpV_SC_4_10_ED2_19|米拉不断赐予索菲亚的\n国民恩惠，直到他们堕落。$k\n$Wsジュダ|$Wd$w0|$Wmセリカ|6$w0|$Wsセリカ|$Wa$E悲,|$SvpV_SC_4_10_ED2_20|……那是……$k\n$Wsセリカ|$Wd$w0|$Wmジュダ|6$w0|$Wsジュダ|$Wa$E悲,|$SvpV_SC_4_10_ED2_21|多玛大人的灵魂，\n正如龙的宿命一般，被疯狂侵蚀。$k$p$SvpV_SC_4_10_ED2_22|再这样下去，这个利盖尔只会跟着\n走向灭亡。$k$p$SvpV_SC_4_10_ED2_23|$E苦,|就像索菲亚的大地，因为少了米拉\n而干涸一样。$k\n$Wsジュダ|$Wd$w0|$Wmセリカ|6$w0|$Wsセリカ|$Wa$E驚,汗|$SvpV_SC_4_10_ED2_24|这……\n疯狂……！？$k$p$SvpV_SC_4_10_ED2_25|$Eキメ,汗|你的意思是这样下去，\n米拉大人和多玛最后都只能灭亡吗？$k\n$Wsセリカ|$Wd$w0|$Wmジュダ|6$w0|$Wsジュダ|$Wa$Eキメ,|$SvpV_SC_4_10_ED2_26|没错。\n所以需要安蒂洁的灵魂。$k$p$SvpV_SC_4_10_ED2_27|流着索菲亚王族的血，\n并且拥有圣痕，是难得一见的灵魂……$k$p$SvpV_SC_4_10_ED2_28|只要有你的灵魂，\n多玛大人也能存活下来。$k$p$SvpV_SC_4_10_ED2_29|$E笑,|米拉也能获得释放，\n所有的人民都得到拯救。$k$p$SvpV_SC_4_10_ED2_30|那个叫做阿鲁姆的小毛头，\n也没有理由需要再战斗下去。$k\n$Wsジュダ|$Wd$w0|$Wmセリカ|6$w0|$Wsセリカ|$Wa$E驚,|$SvpV_SC_4_10_ED2_31|…………！$k\n$Wsセリカ|$Wd$w0|$Wmジュダ|6$w0|$Wsジュダ|$Wa$E通常,|$SvpV_SC_4_10_ED2_32|如何？\n这不是个会吃亏的交易吧？$k\n$Wsジュダ|$Wd$w0|$Wmセリカ|6$w0|$Wsセリカ|$Wa$E悲,|$SvpV_SC_4_10_ED2_33|…………\n……这……$k$p$SvpV_SC_4_10_ED2_34|我可以……相信你吗……？$k\n$Wsセリカ|$Wd$w0|$Wmジュダ|6$w0|$Wsジュダ|$Wa$Eキメ,|$SvpV_SC_4_10_ED2_35|当然。\n不过，不用急着现在回答我。$k$p$SvpV_SC_4_10_ED2_36|我随时都在\n多玛之塔等着你。$k$p$SvpV_SC_4_10_ED2_37|$E笑,|嘿嘿嘿嘿……$k\n$Sbs3000|
MID_ED3	$t3$Wmセリカ|h$w0|$Wsセリカ|$Wa$SvpV_SC_4_10_ED3_00|$E悲,|…………$k\n$SswSE_EVT_G_HUMAN_RUN1_FLAT|$Wmセーバー|5$w0|$Wsセーバー|$Wa$E悲,|$SvpV_SC_4_10_ED3_01|原来你在这里，\n赛莉卡！$k\n$Wsセリカ|$Wa$E驚,|$SvpV_SC_4_10_ED3_02|啊……$k\n$Wsセーバー|$Wa$Eキメ,|$SvpV_SC_4_10_ED3_03|到底发生了什么事？\n你平常不会这样的。$k\n$Wsセリカ|$Wa$E悲,|$SvpV_SC_4_10_ED3_04|…………\n对不起……$k\n$Wsセーバー|$Wa$E怒,|$SvpV_SC_4_10_ED3_05|……？$k$p$SvpV_SC_4_10_ED3_06|赛莉卡，怎么了？\n你脸色很差。$k\n$Wsセリカ|$Wa$E怒,|$SvpV_SC_4_10_ED3_07|……没什么事。\n我们赶紧上路吧。$k\n$Wsセリカ|$Wd$w0|$Wsセーバー|$Wa$E怒,|$SvpV_SC_4_10_ED3_08|…………\n赛莉卡……？$k
水門.txt
MID_OP1	$t3$Wmアルム|h$w0|$Wsアルム|$Wa$SvpV_SC_3_08_OP1_00|$E驚,|这就是索菲亚的水闸……\n竟然如此巨大……！$k\n$Wmルカ|5$w0|$Wsルカ|$Wa$SvpV_SC_3_08_OP1_01|是啊。$k$p$SvpV_SC_3_08_OP1_02|$E悲,|光是这个溃决时的灾害\n就让人无法想像。$k\n$Wsアルム|$Wa$E怒,|$SvpV_SC_3_08_OP1_03|嗯。\n得快点儿将它开放才行……$k
MID_OP1_2	$t0$Wmアルム|6$w0|$Wmタタラ|0$w0|$SbpBGM_EVT_ENEMY2|0|$Wsタタラ|$Wa$SvpV_SC_3_08_OP1_04|哈哈哈……\n你们来了，解放军们。$k\n$Wsアルム|$Wa$E怒,|$SvpV_SC_3_08_OP1_05|！！\n你就是塔塔拉吧！$k\n$Wsタタラ|$Wa$SvpV_SC_3_08_OP1_06|是啊。$k$p$SvpV_SC_3_08_OP1_07|还有这位是\n我的新手下……$k
MID_OP1_3	$t0$Wmアルム|6$w0|$Wm敵デューテ|0$w0|$Ws敵デューテ|$Wa$SvpV_SC_3_08_OP1_08|…………$k\n$Wsアルム|$Wa$E驚,|$SvpV_SC_3_08_OP1_09|啊，\n那个人是……$k\n$Ws敵デューテ|$Wd$w0|$Wmタタラ|0$w0|$Wsタタラ|$Wa$E怒,|$SvpV_SC_3_08_OP1_10|快上吧，迪优特。$k$p$SvpV_SC_3_08_OP1_11|让那些不畏惧多玛大人的\n愚昧人们受到天谴吧。$k$p$SvpV_SC_3_08_OP1_12|$Eキメ,|用你的辉光消灭他们吧！！$k
MID_OP2	$t0$Wmアルム|6$w0|$SspSE_EVT_3_MAGIC_ATTACK2|$w2100|$Wsアルム|$Wa$SvpV_SC_3_08_OP2_00|$E苦,汗|哇啊……！$k\n$Wsアルム|$Wd$w0|$Wm敵デューテ|6$w0|$Ws敵デューテ|$Wa$SvpV_SC_3_08_OP2_01|塔塔拉大人的敌人……\n杀掉……$k\n$Ws敵デューテ|$Wd$w0|$Wmクレーベ|6$w0|$Wsクレーベ|$Wa$E怒,|$SvpV_SC_3_08_OP2_02|你在做什么？\n阿鲁姆！$k$p$SvpV_SC_3_08_OP2_03|快点儿攻击那个女孩。\n你会被她给杀了！$k\n$Wsクレーベ|$Wd$w0|$Wmアルム|6$w0|$Wsアルム|$Wa$E苦,汗|$SvpV_SC_3_08_OP2_04|唔……\n我不要！$k$p$SvpV_SC_3_08_OP2_05|$E怒,|我和鲁特约定好了。\n说我会平安救出他的妹妹……！$k\n$Wsアルム|$Wd$w0|$Wmクレーベ|6$w0|$Wsクレーベ|$Wa$E驚,|$SvpV_SC_3_08_OP2_06|阿鲁姆……$k\n$Wsクレーベ|$Wd$w0|$Wmアルム|6$w0|$Wsアルム|$Wa$Eキメ,|$SvpV_SC_3_08_OP2_07|各位！\n小心迪优特的魔法！$k$p$SvpV_SC_3_08_OP2_08|不过，拜托\n千万不要夺取她的性命……！$k
MID_BT1	$t0$Wmリュート|0$w0|$Wsリュート|$Wa$SvpV_SC_3_08_BT1_00|$E怒,|阿鲁姆！$k$p$SvpV_SC_3_08_BT1_01|只要打败塔塔拉，\n迪优特应该就会恢复正常了。$k$p$SvpV_SC_3_08_BT1_02|$E苦,|拜托，救救我的妹妹……！$k\n$Sbs1000|
MID_BT2	$t0$Wm敵デューテ|0$w0|$Ws敵デューテ|$Wa$SvpV_SC_3_08_BT2_00|违背塔塔拉大人的\n家伙……$k$p$SvpV_SC_3_08_BT2_01|……我要杀了你们。$k
MID_BOSS_DIE1	$t0$Wmデューテ|0$w0|$Wsデューテ|$Wa$SvpV_SC_3_08_BOSS_DIE1_00|$E悲,汗|……啊……$k$p$SvpV_SC_3_08_BOSS_DIE1_01|我究竟\n在做什麼……？$k$p$SvpV_SC_3_08_BOSS_DIE1_02|好痛啊，\n鲁特哥哥……$k
MID_BT3	$t0$Wmデューテ|0$w0|$Wsデューテ|$Wa$SvpV_SC_3_08_BT3_00|$E驚,|……诶？$k$p$SvpV_SC_3_08_BT3_01|我在这种地方\n做什么？$k$p$SvpV_SC_3_08_BT3_02|$E怒,|鲁特哥哥，\n你在哪里？$k
MID_BT4	$t0$Wmタタラ|0$w0|$Wsタタラ|$Wa$SvpV_SC_3_08_BT4_00|$E笑,|哈哈哈……$k$p$SvpV_SC_3_08_BT4_01|$Eキメ,|你们这些家伙\n自以为能$k$p$SvpV_SC_3_08_BT4_02|打败塔塔拉大人吗！？$k
MID_BOSS_DIE2	$t0$Wmタタラ|0$w0|$Wsタタラ|$Wa$SvpV_SC_3_08_BOSS_DIE2_00|$E悲,|什么……！？$k$p$SvpV_SC_3_08_BOSS_DIE2_01|怎么会……\n啊啊，多玛大人……！$k
水門内部_3.txt
MID_ADV1_おじさん1	$t3$Wmおじさん|5$w0|$Wmアルム|h$w0|$Wsおじさん|$Wa$SvpV_SC_3_27_ADV1_GENTLEMAN1_00|$E驚,|叫我打开水闸？\n那是不可能的。$k$p$SvpV_SC_3_27_ADV1_GENTLEMAN1_01|$E通常,|若不先开启米拉神殿的水闸，\n可是会造成洪水的。$k
MID_ADV1_おじさん2	$t3$Wmアルム|h$w0|$Wmおじさん|5$w0|$Wsおじさん|$Wa$SvpV_SC_3_27_ADV1_GENTLEMAN2_00|神殿的水闸也开启了，\n我们快点儿也打开这边的吧。$k$p$SvpV_SC_3_27_ADV1_GENTLEMAN2_01|$Eキメ,|……不过还真奇怪啊。$k$p$SvpV_SC_3_27_ADV1_GENTLEMAN2_02|只有索菲亚王族的人\n能开启米拉神殿的水闸……$k\n$Wsアルム|$Wa$E驚,|$SvpV_SC_3_27_ADV1_GENTLEMAN2_03|诶……？$k\n$Wsおじさん|$Wa$E通常,|$SvpV_SC_3_27_ADV1_GENTLEMAN2_04|难道是传言中还活着的\n安蒂洁公主出现了吗？$k$p$SvpV_SC_3_27_ADV1_GENTLEMAN2_05|$E笑,|我乱说的。\n哈哈哈……$k
MID_ADV1_おじさん2_2	$t3$Wmアルム|h$w0|$SlpSE_EVT_3_WATERGATE_WATERFALL2|0|$Wsアルム|$Wa$SvpV_SC_3_27_ADV1_GENTLEMAN2_06|$E悲,|安蒂洁……$k$p$SvpV_SC_3_27_ADV1_GENTLEMAN2_07|可开启水闸的\n索菲亚王族……$k$p$SvpV_SC_3_27_ADV1_GENTLEMAN2_08|$E驚,|……哦，赛莉卡。\n你……$k\n$SlsSE_EVT_3_WATERGATE_WATERFALL2|3000|
MID_EV3	$t3$Wmジュダ|5$w0|$SbpBGM_EVT_SERIOUS|0|$Wsジュダ|$Wa$SvpV_SC_3_27_EV3_00|哦哦……\n水闸已经打开了。$k$p$SvpV_SC_3_27_EV3_01|嘿嘿嘿……\n这只是侥幸。$k$p$SvpV_SC_3_27_EV3_02|那个小姑娘\n一定会来找米拉的。$k$p$SvpV_SC_3_27_EV3_03|既然自投罗网了，\n我哪有理由拒绝呢。$k$p$SvpV_SC_3_27_EV3_04|就让我亲自上前迎接吧……$k\n$Sbs3000|
水門内部_4.txt
MID_OP1	$t3$Wmアルム|h$w0|$Wsアルム|$Wa$SvpV_SC_4_01_OP1_00|$E悲,|…………$k\n$Wmクレーベ|5$w0|$Wsクレーベ|$Wa$SvpV_SC_4_01_OP1_01|阿鲁姆，可以说几句话吗？$k\n$Wsアルム|$Wa$E通常,|$SvpV_SC_4_01_OP1_02|克雷贝！\n收到回信了吗？$k\n$Wsクレーベ|$Wa$E悲,|$SvpV_SC_4_01_OP1_03|很可惜……$k$p$SvpV_SC_4_01_OP1_04|还是放弃比较明智吧。\n这就是利盖尔帝国无言的回答了。$k$p$SvpV_SC_4_01_OP1_05|$E怒,|皇帝鲁道夫\n完全没有回应停战交涉的意思。$k$p$SvpV_SC_4_01_OP1_06|他一定是打算继续侵略索菲亚。$k\n$Wsアルム|$Wa$E悲,|$SvpV_SC_4_01_OP1_07|这样啊……$k\n$Wsクレーベ|$Wa$E悲,|$SvpV_SC_4_01_OP1_08|士兵们的体力也差不多到极限了。$k$p$SvpV_SC_4_01_OP1_09|毕竟利盖尔的气温，\n比索菲亚低多了。$k$p$SvpV_SC_4_01_OP1_10|让他们继续在这里等候，\n也只是白白消耗体力而已。$k\n$Wsアルム|$Wa$E通常,|$SvpV_SC_4_01_OP1_11|我知道了，克雷贝。\n出发吧……$k\n$Wsクレーベ|$Wa$E通常,|$SvpV_SC_4_01_OP1_12|那么，\n我去传令给士兵们。$k$p$SvpV_SC_4_01_OP1_13|终于要\n向利盖尔帝国进军了。$k\n$Wsクレーベ|$Wd$w0|$Wc$SswSE_EVT_4_HUMAN_WALK2_FLAT|$Wsアルム|$Wa$E悲,|$SvpV_SC_4_01_OP1_14|…………$k$p$SvpV_SC_4_01_OP1_15|我到底\n要往哪里去呢……$k\n$Wmグレイ|5$w0|$Wsグレイ|$Wa$E通常,|$SvpV_SC_4_01_OP1_16|哦哦，阿鲁姆！$k$p$SvpV_SC_4_01_OP1_17|我听说了。\n终于要出发了是吧。$k\n$Wsアルム|$Wa$E通常,|$SvpV_SC_4_01_OP1_18|嗯。\n从这里开始就是利盖尔领土了，$k$p$SvpV_SC_4_01_OP1_19|$E悲,|一定要比之前\n更绷紧神经才行……$k\n$Wsグレイ|$Wa$E怒,|$SvpV_SC_4_01_OP1_20|…………$k$p$SvpV_SC_4_01_OP1_21|$E通常,|喂，喂，\n怎么一副愁眉苦脸的？$k$p$SvpV_SC_4_01_OP1_22|反正都交给我吧！$k$p$SvpV_SC_4_01_OP1_23|我们已经不像在\n拉姆村的时候那样了。$k$p$SvpV_SC_4_01_OP1_24|哎呀～如果我表现得太杰出，\n搞不好克莱尔会爱上我呢。$k$p$SvpV_SC_4_01_OP1_25|$E笑,|要是罗宾因为这样哭着说要回村子，\n该怎么好呢？$k\n$Wsアルム|$Wa$E笑,|$SvpV_SC_4_01_OP1_26|哈哈哈……\n那就头痛了呢。$k$p$SvpV_SC_4_01_OP1_27|$E通常,|谢谢你，格莱。\n我很期待你的表现。$k\n$Wsグレイ|$Wa$E通常,|$SvpV_SC_4_01_OP1_28|遵命！$k$p$SvpV_SC_4_01_OP1_29|$E苦,|……不过说真的，利盖尔的风\n还真是冷呢。$k$p$SvpV_SC_4_01_OP1_30|开战前都快觉得不行了。$k\n$Wsアルム|$Wa$E驚,|$SvpV_SC_4_01_OP1_31|诶？\n是吗？$k\n$Wsグレイ|$Wa$E驚,|$SvpV_SC_4_01_OP1_32|你不觉得冷啊？\n真厉害。$k\n$Wsアルム|$Wa$E悲,|$SvpV_SC_4_01_OP1_33|与其说是不冷……$k$p$SvpV_SC_4_01_OP1_34|该怎么说呢？我似乎\n很熟悉这种感觉……$k\n$Wsグレイ|$Wa$E怒,|$SvpV_SC_4_01_OP1_35|啊？\n什么意思？$k\n$Wsアルム|$Wa$E通常,|$SvpV_SC_4_01_OP1_36|……只是有那种感觉啦。\n我们走吧。$k
水門内部_C.txt
MID_ADV_C_デューテ	$Sbs1000|$t3$Wmデューテ|3$w0|$Wsデューテ|$Wa$SvpV_SC_3_27_ADV1_DYUTE_00|啊，\n鲁特哥哥！$k\n$SbpBGM_EVT_DAILY|0|$Wmリュート|7$w0|$Wsリュート|$Wa$E笑,|$SvpV_SC_3_27_ADV1_DYUTE_01|啊，迪优特！\n你恢复正常了。$k\n$Wsデューテ|$Wa$SvpV_SC_3_27_ADV1_DYUTE_02|$E驚,|嗯？\n我恢复正常？什么意思？$k$p$SvpV_SC_3_27_ADV1_DYUTE_03|$E苦,|哥哥你又说些\n莫名其妙的话了……$k$p………………\n………………$k$p$SvpV_SC_3_27_ADV1_DYUTE_05|$E驚,|什么！？\n我被塔塔拉控制心灵？$k$p$SvpV_SC_3_27_ADV1_DYUTE_06|$E悲,|原来是那样……\n对不起，给大家添麻烦了。$k$p$SvpV_SC_3_27_ADV1_DYUTE_07|我什么都记不得了……$k\n$Wsリュート|$Wa$E笑,|$SvpV_SC_3_27_ADV1_DYUTE_08|没关系。\n都过去了，迪优特。$k$p$SvpV_SC_3_27_ADV1_DYUTE_09|只要你平安回来，\n那就……$k\n$Wsデューテ|$Wa$E通常,|$SvpV_SC_3_27_ADV1_DYUTE_10|哥哥……\n对不起，让你担心了。$k$p$SvpV_SC_3_27_ADV1_DYUTE_11|$E笑,|解放军的各位，也谢谢你们！$k$p$SvpV_SC_3_27_ADV1_DYUTE_12|$E通常,|哥哥要和大家一起去吧。$k$p$SvpV_SC_3_27_ADV1_DYUTE_13|$Eキメ,|诶，我也可以一起去吗？\n我还是很强的啊！$k\n$Sbs1000|
MID_ADV_C_デューテ_SELECT	要让迪优特成为伙伴吗？
MID_ADV_C_デューテ2	$SbpBGM_EVT_DESTINY_A|2000|$t3$Wmデューテ|5$w0|$Wmアルム|h$w0|$Wsデューテ|$Wa$SvpV_SC_3_27_ADV1_DYUTE2_00|$E怒,|什么，不行吗！？\n为什么？$k$p$SvpV_SC_3_27_ADV1_DYUTE2_01|哼，你可不要后悔了！$k
MID_ADV2_C_デューテ	$t3$Wmデューテ|5$w0|$Wmアルム|h$w0|$Wsデューテ|$Wa$SvpV_SC_3_27_ADV2_DYUTE_00|哦，什么呀？$k$p$SvpV_SC_3_27_ADV2_DYUTE_01|$Eキメ,|你们很需要我的力量吗？\n老实说就好了嘛。$k
MID_C_EV1	$t3$Wmアルム|h$w0|$Wmリュート|5$w0|$Wsアルム|$Wa$SvpV_SC_3_27_EV1_00|$E笑,|哈哈哈……\n迪优特真有活力。$k\n$Wsリュート|$Wa$E悲,|$SvpV_SC_3_27_EV1_01|抱歉，阿鲁姆。$k$p$SvpV_SC_3_27_EV1_02|那家伙从小就备受疼爱，\n很容易就得意忘形……$k$p$SvpV_SC_3_27_EV1_03|$E通常,|我也很伤脑筋。$k\n$Wsアルム|$Wa$E通常,|$SvpV_SC_3_27_EV1_04|不过，我很羡慕你们兄妹感情好啊。$k$p$SvpV_SC_3_27_EV1_05|能帮你找回妹妹，\n真是太好了。$k\n$Wsリュート|$Wa$SvpV_SC_3_27_EV1_06|阿鲁姆……$k$p$SvpV_SC_3_27_EV1_07|对你的感谢，\n说尽千言万语也不够。$k$p$SvpV_SC_3_27_EV1_08|$Eキメ,|我发誓会对你\n更加忠心耿耿。$k\n$Wsアルム|$Wa$E驚,|$SvpV_SC_3_27_EV1_09|什……什么忠心耿耿啊……\n你太夸张了。$k\n$Wsリュート|$Wa$E笑,|$SvpV_SC_3_27_EV1_10|哈哈哈……\n有什么关系。$k$p$SvpV_SC_3_27_EV1_11|你是我们的国王啊。$k\n$Wsリュート|$Wd$w0|$SspSE_EVT_3_HUMAN_WALK1_FLOOR|$w1000|$Wsアルム|$Wa$E通常,|$SvpV_SC_3_27_EV1_12|真是的……\n鲁特你太爱说笑了。$k\n$Wmクレーベ|5$w0|$Wsクレーベ|$Wa$SvpV_SC_3_27_EV1_13|阿鲁姆。$k\n$Wsアルム|$Wa$E驚,|$SvpV_SC_3_27_EV1_14|啊……\n克雷贝。$k\n$SbpBGM_EVT_DESTINY_A|0|$Wsクレーベ|$Wa$SvpV_SC_3_27_EV1_15|那个……能救出她，\n真是太好了。$k\n$Wsアルム|$Wa$E通常,|$SvpV_SC_3_27_EV1_16|诶……$k$p$SvpV_SC_3_27_EV1_17|没想到克雷贝也会说那种话啊。$k\n$Wsクレーベ|$Wa$E笑,|$SvpV_SC_3_27_EV1_18|哈哈……\n我自己也这么觉得。$k$p$SvpV_SC_3_27_EV1_19|$E通常,|……你果然\n比我更有王的肚量。$k\n$Wsアルム|$Wa$E驚,|$SvpV_SC_3_27_EV1_20|诶？\n你在说什么？$k\n$Wsクレーベ|$Wa$E悲,|$SvpV_SC_3_27_EV1_21|不管是玛蒂尔达或克莱尔……\n我当时都选择舍弃一途。$k$p$SvpV_SC_3_27_EV1_22|我当然也知道\n不能有私人情感。$k$p$SvpV_SC_3_27_EV1_23|但是，也许是做出了让自己难受的抉择，\n而感到安心了吧。$k$p$SvpV_SC_3_27_EV1_24|$E通常,|告诉自己这样就不会遭到责难了。$k\n$Wsアルム|$Wa$E怒,|$SvpV_SC_3_27_EV1_25|克雷贝，你别……！$k\n$Wsクレーベ|$Wa$SvpV_SC_3_27_EV1_26|不，听我说完。$k$p$SvpV_SC_3_27_EV1_27|看着你即使接受我的批评，\n却依旧决意救她，$k$p$SvpV_SC_3_27_EV1_28|我才终于知道自己有多软弱。$k$p$SvpV_SC_3_27_EV1_29|并且了解真正值得尊敬的为何物……$k$p$SvpV_SC_3_27_EV1_30|$E笑,|谢谢你，阿鲁姆。\n是你让我明白这些道理的。$k\n$Wsアルム|$Wa$E通常,|$SvpV_SC_3_27_EV1_31|克雷贝……$k
MID_ADV3_C_デューテ1	$t3$Wmデューテ|5$w0|$Wsデューテ|$Wa$SvpV_SC_3_27_ADV3_DYUTE1_00|$E驚,|啊，\n是刚刚那群人！$k$p$SvpV_SC_3_27_ADV3_DYUTE1_01|$E悲,|诶，这是怎么回事？\n我完全想不起来……$k$p…………\n…………$k$p$SvpV_SC_3_27_ADV3_DYUTE1_03|$E驚,|诶！？\n我被塔塔拉控制心灵了？$k$p$SvpV_SC_3_27_ADV3_DYUTE1_04|$E悲,|原来是那样……\n对不起，给大家添麻烦了。$k$p$SvpV_SC_3_27_ADV3_DYUTE1_05|$E通常,|我叫迪优特！\n请多多指教。$k$p$SvpV_SC_3_27_ADV3_DYUTE1_06|诶，如果可以，我可以帮你们啊。\n能不能带我一起去？$k
MID_ADV3_C_デューテ_SELECT	要让迪优特成为伙伴吗？
MID_ADV3_C_デューテ_確認	迪优特成为伙伴了。
MID_ADV3_C_デューテ2	$t3$Wmデューテ|5$w0|$Wsデューテ|$Wa$SvpV_SC_3_27_ADV3_DYUTE2_00|$E怒,|什么，不行吗！？\n为什么？$k$p$SvpV_SC_3_27_ADV3_DYUTE2_01|哼，你可不要后悔了！$k
MID_ADV4_C_デューテ	$t3$Wmデューテ|5$w0|$Wsデューテ|$Wa$SvpV_SC_3_27_ADV4_DYUTE_00|$E通常,|哦，什么呀？$k$p$SvpV_SC_3_27_ADV4_DYUTE_01|$Eキメ,|你们很需要我的力量吗？\n老实说就好了嘛。$k
