AlbumSave_UI.msbt
AlbumSave_Top_Help	アルバムにほぞんしたいしゃしんを　えらんでください
LT_Tips_067_Info	ポケモンにむかって　{color[0000]}メロディ{color[ffff]}をつかってみよう。\n{color[0000]}おんがくにはんのう{color[ffff]}して　ふだんとは　ちがうこうどうが　みられるかもしれない。\nメロディをならす： {[0301|00cd]} で　ならす\nメロディをとめる： メロディがなっているとき　{[0301|00cd]} で　ていし
LT_Tips_068_Info	はやくすすみたいときは　{color[0000]}ターボ{color[ffff]}をつかってみよう。\n{color[0000]}はやくすすむ{color[ffff]}ことで　ふだんとは　ちがうようすが　さつえいできるかもしれない。\nターボ： {[0301|00cd]}
LT_Tips_069_Info	その1：ポケモンを　さつえいすると　ずかんにページができるよ！\nその2：うまっていない　{color[0000]}★のしゃしん{color[ffff]}を　さつえいして　{color[0000]}★1～4{color[ffff]}　すべてうめよう！
LT_Tips_070_Info	その1：{color[0000]}ちょうさレベル{color[ffff]}は　ルートごとにあるよ\nその2：そのルートでの　はかせのひょうかが　{color[0000]}ちょうさポイント{color[ffff]}になるよ\nその3：{color[0000]}いろいろなポケモン{color[ffff]}や　{color[0000]}とったことのない　★のしゃしん{color[ffff]}を　はかせにみせよう！
LT_Tips_071_Info	その1：{color[0000]}たくさんのしゅるい{color[ffff]}の　ポケモンを　さつえいしよう！\nその2：{color[0000]}たかいスコア{color[ffff]}のしゃしんを　たくさんとろう！
LT_Tips_072_Info	{color[0000]}1かいのちょうさ{color[ffff]}で　さつえいできるまいすうは　{color[0000]}72まい{color[ffff]}まで。\nはじめての　ルートいがいでは　{color[0000]}0まい{color[ffff]}になったら\n{color[0000]}ちょうさしゅうりょうになる{color[ffff]}ので　のこりまいすうに　きをつけよう！
LT_Tips_073_Info	さつえいしたしゃしんの　タイトルは　{color[0000]}へんこうすることができる{color[ffff]}。\n{color[0000]}すきな　タイトル{color[ffff]}をつけて　どんなシーンを　とったのか\nせかいじゅうの　ともだちに　つたえよう！\n「アルバム」など　＞　しゃしんせんたく　＞　「タイトル」
LT_Tips_074_Info	さつえいしたしゃしんは　{color[0000]}Nintendo Switchのアルバム{color[ffff]}に　ほぞんすることができる。\n「アルバム」　＞　しゃしんせんたく　＞　「Switchにほぞん」
LT_Tips_075_Info	{color[0000]}レンティル ポケモンしぜんかがくけんきゅうじょ{color[ffff]}（つうしょう：{color[0000]}ベースキャンプ{color[ffff]}）\nには　さまざまな　ポケモンたちが　じゆうに　でいりしている。\n{color[0000]}ムーランド{color[ffff]}や　{color[0000]}タブンネ{color[ffff]}は　{color[0000]}カガミはかせ{color[ffff]}と\nいっしょに　くらしている　{color[0000]}あいぼう{color[ffff]}のような　そんざい。
LT_Tips_076_Info	{color[0000]}リタ{color[ffff]}が　さつえいした　ふうけいしゃしん。\n{color[0000]}レンティルちほう{color[ffff]}とは　すこしちがう　ふんいきだが\nココが　どこなのかは　わからない。
TipsSns_Lines.msbt
Mis_Stage001_003_01_Head	たべてねるばしょ
Mis_Stage001_003_01_Info1	このあたりで　ねむる\nポケモンが　いるんだよ。\nほかのポケモンが　いたら\nでてくるかもしれないね。
Mis_Stage001_003_01_Info2	よく　みつけられたね！\nヘラクロスは　こうぶつの\nじゅえきを　すえる\nこのきが　おきにいりなんだよ。
Mis_Stage001_004_01_Head	しんあいなるライバル
Mis_Stage001_004_01_Info1	カイロスには　よくケンカする\nあいてが　いるんだけど\nなかよしでも　あるんだよ。
Mis_Stage001_004_01_Info2	うんうん！\nこうして　ケンカしたあとも\nわらいあえる　ライバルって\nいいものだよね。
Mis_Stage001_006_01_Head	はなばたけでかくれんぼ
Mis_Stage001_006_01_Info1	はなばたけで　かくれんぼしてる\nポケモンたちが　いるみたい。\nみつけたら　おしえてね！
Mis_Stage001_006_01_Info2	わぁ！　すっごくかわいい！\nみつけてくれて　ありがとう！
Mis_Stage001_007_01_Head	つばさがなくても
Mis_Stage001_007_01_Info1	ねぇねぇ！　ドードリオって\nとべるんだって！\nキミ　みたことある？？
Mis_Stage001_007_01_Info2	わっ　すごーい！\nほんとに　そらをとんでるみたい！
Mis_Stage001_008_01_Head	ポケモンど～こだ？
Mis_Stage001_008_01_Info1	このへんに　ポケモンが\nかくれてるって　はかせが\nいってたよ！\nみつけられるかな？
Mis_Stage001_008_01_Info2	せいか～い！\nわたし　みつけられなくて\nはかせに　こたえ\nきいちゃった。
Mis_Stage001_010_01_Head	かいがのような
Mis_Stage001_010_01_Info1	スワンナたちが　とびたつ\nしゅんかんを　みたこと　あるかな？\nとても　うつくしいから\nぜひ　さつえいしてみてね。
Mis_Stage001_010_01_Info2	お！　みられたんだね！\nほんとうに　かいがのように\nうつくしい　しゅんかんだよね。
Mis_Stage001_015_01_Head	みずべではねるもの
Mis_Stage001_015_01_Info1	コイキングが　ピジョットに\nガシッて　つかまれてたの！\nすっごく　ビックリして\nとりのがしちゃった･･････。
Mis_Stage001_015_01_Info2	コイキングー！\nピジョットの　すに　つれて\nいかれちゃったのかなぁ？
Mis_Stage001_016_01_Head	ケムッソの？？？
Mis_Stage001_016_01_Info1	ちょっと　めをはなしたら\nスバメが　にげてったの。\nなにが　おきたのかな？
Mis_Stage001_016_01_Info2	ケムッソって\nこんな　はんげきできたんだね！
Mis_Stage001_017_01_Head	スワンナのように
Mis_Stage001_017_01_Info1	コアルヒーってね\nそら　とべるんだよ！\nちっちゃいから\nとりのがさないようにね！
Mis_Stage001_017_01_Info2	ちっちゃい　つばさで\nいっしょうけんめい　とんでて\nかわいいね！
Mis_Stage001_019_01_Head	こんがりかじつ
Mis_Stage001_019_01_Info1	かじつが　やかれる　しゅんかんを\nみたことは　あるかな？\nどんなポケモンの　こうどうか\nしらべてみてね。
Mis_Stage001_019_01_Info2	お　ちょうさできたんだね！\nでんげきで　かじつを　やくなんて\nちょっと　ビックリだよね。
Mis_Stage001_032_01_Head	しんちくいわい
Mis_Stage001_032_01_Info1	ビッパのすが　かんせいしたのは\nしってるかな？\nきっと　すのなかにも\nかくれているはずだよ。
Mis_Stage001_032_01_Info2	お！　かおを　だしてるね。\nふわりんご　よろこんでくれたかな？
Mis_Stage001_048_01_Head	えがおのじょうけん
Mis_Stage001_048_01_Info1	ピジョットって　クールだよね。\nふわりんご　あげたら\nなかよく　なれないかなぁ？
Mis_Stage001_048_01_Info2	ニッコニコだね！\nこんなに　なかよしに\nなれるなんて　すごいよ！
Mis_Stage001_061_01_Head	はなばたけにげんきを
Mis_Stage001_061_01_Info1	フラージェスが　たまに\nしぜんのちからを　あつめるような\nかわった　こうどうを　するんだ。\nしらべてみて　くれるかな？
Mis_Stage001_061_01_Info2	ありがとう！\nこうして　はなばたけを\nうつくしく　たもっていたんだね。
Mis_Stage001_065_01_Head	こわがらないで
Mis_Stage001_065_01_Info1	うーん　どうしても\nキュワワーが　にげちゃうの。\nどうすれば　なかよくなれるかな？
Mis_Stage001_065_01_Info2	わぁ！　ふわりんご\nたべてくれたんだ！\nわたしも　なかよく　なれるかな？
Mis_Stage001_074_01_Head	メガニウムのともだち
Mis_Stage001_074_01_Info1	メガニウムって　このあたりにくると\nキョロキョロするよね。\nともだちを　さがしてるのかなぁ？
Mis_Stage001_074_01_Info2	あえたんだ～！　よかったぁ！\nでも　きゅうに　でてきたから\nビックリしちゃった　みたいだね。
Mis_Stage001_076_01_Head	ひめられし1ぽん
Mis_Stage001_076_01_Info1	ホーホーの　もう1ぽんの\nあしを　みたことは　あるかな？\nぜひ　ちょうさしてみてね。
Mis_Stage001_076_01_Info2	ちょうさできたんだね！\nこれは　なかなか\nきちょうな　しゅんかんだね。
Mis_Stage001_078_01_Head	ヤミカラスのしょくたく
Mis_Stage001_078_01_Info1	けいかいしんが　つよいポケモンは\nあんしんできる　ナワバリの\nなかだと　ふわりんごを\nたべてくれることがあるよ。
Mis_Stage001_078_01_Info2	お！　ヤミカラスが\nたべるところを\nみられたんだね！
Mis_Stage001_081_01_Head	とんでビックリ
Mis_Stage001_081_01_Info1	とんできたところを　とったら\nビックリしたみたい！\nもうすこし　ちゃんと\nうつしたかったなぁ。
Mis_Stage001_081_01_Info2	バッチリ　とれてるね！\nわたしも　こんなふうに\nとれるように　なりたいな。
Mis_Stage001_086_01_Head	じょおうさまとダンス
Mis_Stage001_086_01_Info1	ミツハニーたちは\nビークインが　だいすきなんだ。\nミツあつめいがいの　こうどうも\nよく　かんさつしてみてね。
Mis_Stage001_086_01_Info2	たのしそうに　ダンスしているね！\nなかが　いいことが\nよく　つたわってくるよ。
Mis_Stage001_087_01_Head	おおきなあくび
Mis_Stage001_087_01_Info1	ドダイトスの　あくびって\nどんなかんじなのかなぁ･･････\nちょっと　きにならない？
Mis_Stage001_087_01_Info2	わぁ！　おっきい　あくび！\nすごく　ねむたかったのかな。
Mis_Stage001_089_01_Head	はたらくのはだれのため？
Mis_Stage001_089_01_Info1	ミツハニーたちが　はたらく\nりゆうは　しっているかな？\nこのあたりを　かんさつしていたら\nわかるかもしれないよ。
Mis_Stage001_089_01_Info2	うんうん！　ミツハニーたちは\nビークインのために\nはたらいているんだよ。
Mis_Stage001_091_01_Head	だいいどうのしゅんかん
Mis_Stage001_091_01_Info1	モジャンボが　すごい\nいどうしてるの　みちゃった！\nでも　なかなか　とれないの。\nおねがいしてもいい？
Mis_Stage001_091_01_Info2	すっごい　はくりょく！\nありがと～！
Mis_Stage001_095_01_Head	こうえんのまぼろし
Mis_Stage001_095_01_Info1	いいこと　おしえて　あげよっか！\nはなばたけには　とくべつな\nポケモンが　かくれてるんだよ。\nよろこんでるトコ　かわいいの～！
Mis_Stage001_095_01_Info2	みつけられたんだね！\nまえは　いなかった　きがするけど\nおはなに　にてるから\nみおとしてたのかなぁ？
Mis_Stage001_097_01_Head	だいそうげんのずつきたいかい
Mis_Stage001_097_01_Info1	バッフロンたちがね　いきなり\nケンカしだしたの！\nもう　ビックリだよね！
Mis_Stage001_097_01_Info2	そうそう！\nあたまが　ふかふかだから\nいたくないのかなぁ･･････？
Mis_Stage001_099_01_Head	おだやかなよるのねむり
Mis_Stage001_099_01_Info1	よるになると　ドダイトスのそばで\nふだん　みかけない\nポケモンが　ねているよ。\nさがしてみてね。
Mis_Stage001_099_01_Info2	よく　みつけられたね！\nぐっすり　ねむっているのは\nニンフィアの　おちつく\nはどうの　おかげかもしれないね。
Mis_Stage001_112_01_Head	ワンハンドフリーズ
Mis_Stage001_112_01_Info1	しぜんこうえんにいる\nサルノリたちは　たまに\nおもしろい　うごきをするんだよ。\nよく　かんさつしてみてね。
Mis_Stage001_112_01_Info2	おっ　ちょうさできたんだね！\nじっくり　かんさつしているときに\nふと　ふだんと　ちがうようすが\nみられると　うれしいよね。
