AlbumSave_UI.msbt
AlbumSave_Top_Help	請選擇想要儲存到相簿的照片。
Mis_Stage007_036_01_Info2	原來是送給大顎蟻了啊！\n沙漠蜻蜓真體貼呢。\n謝謝{[0a00|ffcd0200604f0200b359]}告訴我！
Mis_Stage007_049_01_Head	大岩蛇的大跳躍
Mis_Stage007_049_01_Info1	正當我拿好相機\n要拍下禿鷹娜的時候啊！\n大岩蛇牠就突然……！\n{[0a00|ffcd0200604f0200b359]}八成也會嚇一跳的！
Mis_Stage007_049_01_Info2	怎麼樣？嚇到了吧？\n{[0a00|ffcd0200604f0200b359]}能拍到牠，這也算是我的功勞。\n儘管感謝我吧！
Mis_Stage007_055_01_Head	飛天刺球仙人掌
Mis_Stage007_055_01_Info1	之前我看到刺球仙人掌在飛喔！\n菲爾不肯相信，\n所以我想拿照片給他看，\n但是總是拍不到……
Mis_Stage007_055_01_Info2	謝謝{[0a00|ffcd0200604f0200b359]}～！\n這樣一來，菲爾也會相信我了吧。
Mis_Stage007_060_01_Head	禿鷹娜的餐桌
Mis_Stage007_060_01_Info1	我看禿鷹娜總是在尋找食物，\n但牠們究竟是在哪裡進食呢？
Mis_Stage007_060_01_Info2	謝謝{[0a00|ffcd0200604f0200b359]}幫我調查！\n原來這裡就是\n禿鷹娜進食的地方啊。
Mis_Stage007_064_00_01_Head	鬃岩狼人的回應
Mis_Stage007_064_00_01_Info1	鬃岩狼人好像很容易\n對搜尋的聲音有反應喔。\n要是這個資訊有助於{[0a00|ffcd0200604f0200b359]}的調查，\n那麼我會很高興的。
Mis_Stage007_064_00_01_Info2	哦！我給的資訊\n這麼快就派上用場啦！\n謝謝！
Mis_Stage007_117_01_Head	滾啊滾啊……停！
Mis_Stage007_117_01_Info1	滾個不停的穿山鼠\n在停下來的瞬間還挺帥氣的耶。\n{[0a00|ffcd0200604f0200b359]}知道嗎？
Mis_Stage007_117_01_Info2	對吧？是不是很帥？\n天哪，{[0a00|ffcd0200604f0200b359]}竟然拍下來了！\n這不是很難拍到嗎？
Mis_Stage007_121_01_Head	袋獸育兒記
Mis_Stage007_121_01_Info1	袋獸在確定能放心餵食後，\n才會把食物給小孩。\n雖然這景象不太容易見到，\n但{[0a00|ffcd0200604f0200b359]}仔細觀察看看吧。
Mis_Stage007_121_01_Info2	哦！{[0a00|ffcd0200604f0200b359]}見到了啊！\n袋獸的警戒心很強，\n所以要拍到一定很不容易吧？\n{[0a00|ffcd0200604f0200b359]}做得很好喔。
Mis_Stage007_127_01_Head	帥氣的班基拉斯
Mis_Stage007_127_01_Info1	我拍到這張時，鬃岩狼人\n已經逃到另一邊去了。\n要是班基拉斯的話，\n這種岩石應該難不倒牠吧？
Mis_Stage007_127_01_Info2	太酷了～！\n班基拉斯果然超帥的！\n這是怎麼拍的？\n我也想拍到！
Mis_Stage007_129_01_Head	在沙漠捉迷藏
Mis_Stage007_129_01_Info1	這附近好像有大顎蟻躲著呢。\n{[0a00|ffcd0200604f0200b359]}能找得到牠嗎？
Mis_Stage007_129_01_Info2	{[0a00|ffcd0200604f0200b359]}的眼睛真利啊！\n看來這隻大顎蟻\n好像是在躲鬃岩狼人喔。
Mis_Stage007_138_01_Head	驚嚇大狂奔
Mis_Stage007_138_01_Info1	我說呀，要是我告訴{[0a00|ffcd0200604f0200b359]}\n我看到了光電傘蜥在水面上跑，\n{[0a00|ffcd0200604f0200b359]}會相信嗎？
Mis_Stage007_138_01_Info2	謝謝{[0a00|ffcd0200604f0200b359]}相信我～！\n而且還拍了照片回來呢！\n要是菲爾看到這張照片\n應該也會嚇一跳吧？
Mis_Stage007_141_01_Head	劃過夜空的7顆星星
Mis_Stage007_141_01_Info1	我們知道小隕星的核心\n一共有7種顏色。\n如果能一次把牠們全拍齊，\n想必很壯觀吧。
Mis_Stage007_141_01_Info2	哦哦！這張照片太棒了！\n真的很壯觀呢。\n看樣子，我也不能掉以輕心囉。
Mis_Stage007_268_01_Head	沙包蛇的逆襲
Mis_Stage007_268_01_Info1	原本是鬃岩狼人在逼近沙包蛇，\n結果一轉眼就變成了\n鬃岩狼人在逃跑呢。\n這究竟是發生了什麼事啊？
Mis_Stage007_268_01_Info2	天啊！\n牠竟然贏過鬃岩狼人了！\n沙包蛇還真強啊！
Mis_Stage008_021_01_Head	震動的火山
Mis_Stage008_021_01_Info1	我在怪顎龍的附近\n才剛聽到了好大的聲音，\n馬上就掉了一堆東西下來耶！\n那是怎麼回事啊？
Mis_Stage008_021_01_Info2	原來是生氣的怪顎龍\n在撞牆壁啊！\n竟然能讓火山搖晃起來，\n牠也太酷了吧！
Mis_Stage008_035_01_Head	讓翅膀休息
Mis_Stage008_035_01_Info1	化石翼龍不擅長走路，\n所以在保持警戒時是不會降到地面的。\n若說牠有吃輕蘋果的時候，\n那大概就是牠降落到地面的時候吧。
Mis_Stage008_035_01_Info2	哦！{[0a00|ffcd0200604f0200b359]}捕捉到\n罕見的瞬間呢！\n嗯。很完美！
Mis_Stage008_039_01_Head	攀爬熔岩瀑布
Mis_Stage008_039_01_Info1	莉塔說她看到\n熔岩蟲在攀爬熔岩的瀑布耶！\n真的有這種事嗎？
Mis_Stage008_039_01_Info2	哇！牠真的在攀爬耶！\n這下我得向莉塔道歉了！
Mis_Stage008_072_01_Head	1700度的火焰
Mis_Stage008_072_01_Info1	火伊布吐出的火焰\n遠遠超過1000度。\n不過，牠的火對新壹號不成問題，\n所以{[0a00|ffcd0200604f0200b359]}一定要拍看看喔！
Mis_Stage008_072_01_Info2	嗯～真是驚人的火焰！\n{[0a00|ffcd0200604f0200b359]}拍得很確實。不錯喔！
Mis_Stage008_104_01_Head	在火山捉迷藏
Mis_Stage008_104_01_Info1	在火山，不是到處都有小火龍嗎？\n如果找到很多小火龍的話，\n會不會發生什麼事呢？
Mis_Stage008_104_01_Info2	原來有這麼多小火龍啊！\n大家聚集在一起，\n感覺好像很開心呢～！
Mis_Stage008_109_01_Head	火神蛾的對話
Mis_Stage008_109_01_Info1	{[0a00|ffcd0200604f0200b359]}能幫我調查一下\n2隻火神蛾彼此在\n溝通的情景嗎？
Mis_Stage008_109_01_Info2	謝謝！{[0a00|ffcd0200604f0200b359]}幫了我一個大忙呢。\n我會立刻用來做研究的！
Mis_Stage008_132_01_Head	迷路的小貓怪
Mis_Stage008_132_01_Info1	小貓怪嚇了一跳就躲起來了。\n好想找個方法把牠帶回\n倫琴貓的身邊喔～
Mis_Stage008_132_01_Info2	牠能見到倫琴貓，真是太好了！\n這是{[0a00|ffcd0200604f0200b359]}的功勞吧？謝謝{[0a00|ffcd0200604f0200b359]}～！
Mis_Stage008_175_01_Head	灼熱的能量
Mis_Stage008_175_01_Info1	這一帶的霓光能反應\n好像很強呢。\n我有預感只要有點衝擊，\n就會發生什麼事情。
Mis_Stage008_175_01_Info2	我的預感成真了！\n從照片我就能感受到\n牠正在散發著驚人的熱氣！
Mis_Stage008_181_01_Head	隆隆石藏起來的手
Mis_Stage008_181_01_Info1	隆隆石雖然有4隻手，\n但我卻幾乎沒見過\n牠使用前面那雙手呢。\n究竟是會用在什麼時候呢？
Mis_Stage008_181_01_Info2	原來如此！\n牠在吃東西的時候\n也會用到那雙手啊！
Mis_Stage008_187_01_Head	燃起的爆炸氣浪
Mis_Stage008_187_01_Info1	這裡似乎是火爆獸的地盤呢。\n要是有看起來很強的寶可夢接近，\n牠大概會生氣吧。
Mis_Stage008_187_01_Info2	好驚人的震撼力啊！\n光是看著照片，\n我就快要被震懾住了。
Mis_Stage008_198_01_Head	彩虹的碎片
Mis_Stage008_198_01_Info1	火山裡好像有被稱為\n傳說的寶可夢呢。\n多留意一下天空的話，\n說不定能知道什麼喔。
Mis_Stage008_198_01_Info2	鳳王的照片可不是\n那麼輕易就能拍到的喔！\n嗯，{[0a00|ffcd0200604f0200b359]}果然很不簡單。
Mis_Stage008_203_01_Head	興致高昂！
Mis_Stage008_203_01_Info1	我在拍煤炭龜時，\n牠突然用後腳站了起來！\n我被牠嚇一跳，\n就這樣錯過拍攝的時機了～
Mis_Stage008_203_01_Info2	對了對了，就是這種感覺！\n牠平常總是很悠閒，\n所以這讓人有點意外呢！
Mis_Stage008_207_01_Head	唱歌的龍
Mis_Stage008_207_01_Info1	我在這附近聽到了\n好像很開心的哼唱聲。\n會是什麼樣的寶可夢\n在唱歌呢？
Mis_Stage008_207_01_Info2	原來是七夕青鳥！\n謝謝{[0a00|ffcd0200604f0200b359]}幫我調查！
Mis_Stage008_217_01_Head	挑釁的姿勢
Mis_Stage008_217_01_Info1	猛火猴把屁股朝向怪顎龍時，\n怪顎龍很生氣。但我忍不住覺得\n那個模樣好可愛喔！\n好想再靠近一點看啊～
Mis_Stage008_217_01_Info2	哇～！謝謝{[0a00|ffcd0200604f0200b359]}～！\n果然很可愛對吧？
Mis_Stage008_218_01_Head	透視能力
Mis_Stage008_218_01_Info1	倫琴貓在尋找東西時，\n會使用透視能力。\n這時候牠的眼睛會發光，\n{[0a00|ffcd0200604f0200b359]}應該能立刻認出來喔。
Mis_Stage008_218_01_Info2	對對對！\n牠這是在尋找迷路的小貓怪吧？\n真是體貼的寶可夢呢。
Mis_Stage008_235_01_Head	群雄割據的空隙
Mis_Stage008_235_01_Info1	雖然始祖大鳥的警戒心很重，\n但如果是在牠放心的狀態下，\n應該就會願意吃輕蘋果了吧？
Mis_Stage008_235_01_Info2	嗯！看來牠願意吃了呢！\n謝謝{[0a00|ffcd0200604f0200b359]}幫我去調查！
Mis_Stage008_247_01_Head	狩獵的瞬間
Mis_Stage008_247_01_Info1	烈箭鷹抓走輕蘋果的那一瞬間！\n雖然那個樣子超～帥氣的，\n可是我根本就沒辦法拍好呢。
Mis_Stage008_247_01_Info2	呃！{[0a00|ffcd0200604f0200b359]}拍到了喔！\n太厲害了！一清二楚耶！\n{[0a00|ffcd0200604f0200b359]}是怎麼拍的啊～！
Mis_Stage009_025_01_Head	在雪原捉迷藏
Mis_Stage009_025_01_Info1	這隻凍原熊看起來\n像不像是在找什麼東西？\n真想幫牠一起找呢～
Mis_Stage009_025_01_Info2	原來牠是在找噴嚏熊啊！\n牠們能相見真是太好了！
Mis_Stage009_029_01_Head	雪原的決鬥
Mis_Stage009_029_01_Info1	我在流冰那裡\n看到了超酷的戰鬥喔！\n{[0a00|ffcd0200604f0200b359]}看到的話，\n大概也會熱血沸騰吧！
Mis_Stage009_029_01_Info2	啊！{[0a00|ffcd0200604f0200b359]}也看到啦！\n而且還拍得一清二楚！\n我也要再去一次！
Mis_Stage009_042_01_Head	象牙豬的怒火
Mis_Stage009_042_01_Info1	象牙豬和2隻瑪狃拉互瞪，\n看得我都忍不住緊張起來了！\n……咦，我沒拍到照片！
Mis_Stage009_042_01_Info2	對吧？對吧？\n是不是很緊張？\n下次我一定要拍下來！
Mis_Stage009_090_01_Head	俯瞰雪原
Mis_Stage009_090_01_Info1	我總覺得看到了\n什麼東西在懸崖上。\n{[0a00|ffcd0200604f0200b359]}能不能調查一下這一帶呢？
Mis_Stage009_090_01_Info2	謝謝！\n原來是冰伊布啊。\n牠應該是從這裡在\n觀察雪原的狀況吧。
Mis_Stage009_144_01_Head	抓住好時機
Mis_Stage009_144_01_Info1	這張照片相當可惜對吧？\n要怎麼樣才能拍得更好呢？
Mis_Stage009_144_01_Info2	這是{[0a00|ffcd0200604f0200b359]}拍的嗎！？\n我說呀，{[0a00|ffcd0200604f0200b359]}是怎麼拍到的？\n告訴我嘛！
Mis_Stage009_145_01_Head	能安心入睡的地方
Mis_Stage009_145_01_Info1	寶可夢常常會把這樣的洞穴\n當作自己的住處。\n別的地方似乎也有這樣的洞穴，\n{[0a00|ffcd0200604f0200b359]}可以去調查一下喔。
Mis_Stage009_145_01_Info2	哦！洞穴裡有六尾呢！\n在像這樣的地方，\n牠大概就能安心地入睡吧。
Mis_Stage009_147_01_Head	白海獅的餐桌
Mis_Stage009_147_01_Info1	白海獅似乎不會在\n水中吃輕蘋果呢。\n難道牠吃東西時\n有某個固定的地方嗎？
Mis_Stage009_147_01_Info2	原來如此！\n牠都在流冰上吃東西啊。\n謝謝{[0a00|ffcd0200604f0200b359]}幫我調查！
Mis_Stage009_148_01_Head	同心協力
Mis_Stage009_148_01_Info1	那隻迷唇姐在祈想著什麼，\n但光靠牠自己1隻好像難以實現呢。\n要是能再多添加一些力量的話，\n好像就會發生什麼了……
Mis_Stage009_148_01_Info2	謝謝！我想只要迷唇姐同心協力，\n一定就能讓各式各樣的事情發生吧。
Mis_Stage009_149_01_Head	跳舞的大尾立
Mis_Stage009_149_01_Info1	我看到了好～可愛的\n大尾立喔！\n真希望{[0a00|ffcd0200604f0200b359]}也能見到\n牠跳舞的時候。
Mis_Stage009_149_01_Info2	對吧？是不是很可愛？\n謝謝{[0a00|ffcd0200604f0200b359]}去看了牠～！
Mis_Stage009_151_01_Head	小山豬挖這裡
Mis_Stage009_151_01_Info1	這一帶的地下好像有溫泉呢。\n我想想……如果是小山豬的話，\n說不定就能挖到喔。
Mis_Stage009_151_01_Info2	嗯！太棒了！\n看到溫泉湧出來，\n小山豬應該也很高興吧？
Mis_Stage009_152_01_Head	送禮物給朋友
Mis_Stage009_152_01_Info1	信使鳥看起來\n總是很忙碌呢。\n要怎麼樣才能跟牠\n變得要好呢？
Mis_Stage009_152_01_Info2	{[0a00|ffcd0200604f0200b359]}收到牠送的禮物了！？\n也教教我要怎麼跟牠\n變得要好嘛～！
Mis_Stage009_153_01_Head	盔甲鳥的飛行秀
Mis_Stage009_153_01_Info1	盔甲鳥飛行的模樣很棒耶！\n我們來比比看\n誰能拍到更帥的照片吧！
Mis_Stage009_153_01_Info2	咦！太帥了！！\n不過，我的照片也……\n嗯～\n我們的勝負還是留到下次吧！
Mis_Stage009_154_01_Head	向天上的光許願
Mis_Stage009_154_01_Info1	聽說在天空發光的時候，\n會出現特別的寶可夢喔！\n不知道那會是什麼樣的寶可夢？
Mis_Stage009_154_01_Info2	謝謝{[0a00|ffcd0200604f0200b359]}幫我拍下來～！\n水君這種寶可夢真是\n好～漂亮喔！
Mis_Stage009_155_01_Head	向夜空吼叫
Mis_Stage009_155_01_Info1	在這之後，大狼犬\n就朝著天空吼叫呢。\n那是什麼樣的時候去了？\n呃……我忘了！
Mis_Stage009_155_01_Info2	沒錯～沒錯～！\n啊！牠可能是在告訴夥伴\n「大尾立逃走啦～」也說不定喔？
Mis_Stage009_156_01_Head	坐立不安的雪童子
Mis_Stage009_156_01_Info1	總覺得雪童子們\n看起來坐立不安呢。\n是不是上面有什麼呢？
Mis_Stage009_156_01_Info2	原來牠們是在擔心\n搖搖欲墜的冰柱啊！\n謝謝{[0a00|ffcd0200604f0200b359]}幫我調查！
Mis_Stage009_157_01_Head	冰之鎧甲
Mis_Stage009_157_01_Info1	冰鬼護有時候會披上冰之鎧甲。\n如果{[0a00|ffcd0200604f0200b359]}遇見那樣的景象，\n一定要拍下來喔。
Mis_Stage009_157_01_Info2	哦！拍得很完美呢！\n牠就是像這樣凍結空氣中的水分\n來保護自己的喔。
Mis_Stage009_158_01_Head	冰之遊樂場
Mis_Stage009_158_01_Info1	這裡不是有海豹球嗎？\n然後啊……\n接下來就是秘密了！\n{[0a00|ffcd0200604f0200b359]}拍到的話要告訴我喔～！
Mis_Stage009_158_01_Info2	哦！{[0a00|ffcd0200604f0200b359]}看到啦！\n牠竟然會頂球，\n是不是很驚人呀！
Mis_Stage009_159_01_Head	尋寶探險隊
Mis_Stage009_159_01_Info1	嗯～這些波加曼們盯著水裡看，\n究竟是在做什麼呢？
Mis_Stage009_159_01_Info2	原來是在找寶物啊！\n牠們找到寶物好像很開心呢。
Mis_Stage009_161_01_Head	一片白色世界
Mis_Stage009_161_01_Info1	明明到剛才都還很晴朗，\n然後就突然吹起暴風雪，\n眼前變得一片白茫茫了！\n那究竟是怎麼回事呢？
Mis_Stage009_161_01_Info2	原來是暴雪王造成的啊！\n謝謝{[0a00|ffcd0200604f0200b359]}幫忙調查～！
Mis_Stage009_162_01_Head	夥伴留下的記號
Mis_Stage009_162_01_Info1	哦？這個傷痕是……\n如果是瑪狃拉，\n說不定就會知道上面寫著什麼喔。
Mis_Stage009_162_01_Info2	嗯！藍蒂爾的瑪狃拉\n果然也會透過樹上的爪痕\n來留訊息給夥伴。
Mis_Stage009_163_01_Head	雪壁的另一邊
Mis_Stage009_163_01_Info1	吹著暴風雪時，\n有什麼東西鑽進了雪壁裡！\n我想那應該是某種寶可夢……
Mis_Stage009_163_01_Info2	原來是雪妖女啊！\n我一直以為那裡沒路了，\n所以嚇了一大跳呢！
Mis_Stage009_167_01_Head	雙倍多多冰加油
Mis_Stage009_167_01_Info1	雙倍多多冰\n被冰岩怪嚇得逃走了。\n給牠輕蘋果的話，\n牠會不會打起精神來呢？
Mis_Stage009_167_01_Info2	啊！{[0a00|ffcd0200604f0200b359]}給了牠輕蘋果嗎？\n謝謝{[0a00|ffcd0200604f0200b359]}～！
Mis_Stage009_168_01_Head	高傲的戰士
Mis_Stage009_168_01_Info1	勇士雄鷹的性格高傲，\n不太肯向人敞開心房吧？\n如果是{[0a00|ffcd0200604f0200b359]}，會怎麼做呢？
Mis_Stage009_168_01_Info2	這真是驚人啊！\n勇士雄鷹竟然願意吃下輕蘋果。\n嗯，{[0a00|ffcd0200604f0200b359]}果然厲害！
Mis_Stage009_170_01_Head	冰雪巨龍的心情色彩
Mis_Stage009_170_01_Info1	冰雪巨龍的鰭會隨著\n牠的心情而改變顏色呢。\n仔細觀察看看它是在\n什麼樣的時候變色吧。
Mis_Stage009_170_01_Info2	哦！{[0a00|ffcd0200604f0200b359]}拍到了呢！\n除了這個顏色以外，\n它還會變成其他顏色。\n{[0a00|ffcd0200604f0200b359]}下次可以再觀察看看喔！
Mis_Stage009_172_01_Head	激情的一面
Mis_Stage009_172_01_Info1	{[0a00|ffcd0200604f0200b359]}見過冰岩怪激情的一面嗎？\n仔細觀察看看吧。
Mis_Stage009_172_01_Info2	哦！{[0a00|ffcd0200604f0200b359]}見到了啊！\n冰岩怪平時很溫順，\n所以這個模樣有點令人意外吧？
Mis_Stage009_173_01_Head	有東西衝出來了！
Mis_Stage009_173_01_Info1	在這附近有個好大的傢伙\n飛衝過來呢！\n那到底是什麼啊？？
Mis_Stage009_173_01_Info2	原來是好勝毛蟹！\n謝謝{[0a00|ffcd0200604f0200b359]}幫我調查喔！
Mis_Stage009_269_01_Head	在暴風雪中
Mis_Stage009_269_01_Info1	雪吞蟲一發現有人在拍攝，\n就會馬上躲起來。\n但前陣子牠們一口氣跑出來呢。\n是發生了什麼事嗎？
Mis_Stage009_269_01_Info2	哦～！原來是因為雪絨蛾來了，\n所以牠們安心了呀！\n雪吞蟲們好像很高興呢！
Mis_Stage009_270_01_Head	像細雪一樣
Mis_Stage009_270_01_Info1	{[0a00|ffcd0200604f0200b359]}看過雪絨蛾的鱗粉嗎？\n那就像雪一樣，非常漂亮喔。
Mis_Stage009_270_01_Info2	哦！{[0a00|ffcd0200604f0200b359]}拍到了呢！\n這張照片拍得很夢幻，\n非常出色喔！
Mis_Stage010_020_01_Head	嗡蝠是美食家
Mis_Stage010_020_01_Info1	嗡蝠是美食家，所以牠在\n吃東西前會做一件事喔。\n牠會做什麼事，\n就由{[0a00|ffcd0200604f0200b359]}去親眼看看吧。
Mis_Stage010_020_01_Info2	對對對！\n牠會像這樣發射超音波\n來確認食物好不好吃喔。
Mis_Stage010_045_01_Head	寶石王國
Mis_Stage010_045_01_Info1	小碎鑽的群體裡\n說不定會有一位公主喔。\n要是牠們在一起的話，\n{[0a00|ffcd0200604f0200b359]}說不定就能拍到幸福的小碎鑽囉。
Mis_Stage010_045_01_Info2	嗯，真不錯！\n這張照片很清楚地拍出了\n小碎鑽們的喜悅呢！
Mis_Stage010_046_01_Head	悄悄地睡覺
Mis_Stage010_046_01_Info1	{[0a00|ffcd0200604f0200b359]}看過在睡覺的勾魂眼嗎？\n至於牠在什麼地方睡嘛～\n……是秘密！
Mis_Stage010_046_01_Info2	{[0a00|ffcd0200604f0200b359]}這麼快就找到了啊！\n該不會其實{[0a00|ffcd0200604f0200b359]}早就知道了？
Mis_Stage010_067_01_Head	豎起體毛
Mis_Stage010_067_01_Info1	{[0a00|ffcd0200604f0200b359]}看，這張的雷伊布好生氣，\n難道是這後面有什麼嗎？\n當時的氣氛超緊張的呢。
Mis_Stage010_067_01_Info2	咦？這是發生了什麼事？\n{[0a00|ffcd0200604f0200b359]}說是產生了「磁場」？\n雖然我不太懂，不過好酷啊！
Mis_Stage010_107_01_Head	大鋼蛇的小憩
