Text/archive_MES
ARC_CHARA_PL0000_001	Cereza
LV_000945_0010_CER	That was not fun.
Text/sidestory
BK_9000_0000_JEA	“What...What could this be?!\nCereza...No!”
BK_9010_0000_NAR	We have heard the tale of an unlikely friendship\nbetween a young witch and a lost demon.\nBut there is a secret chapter hidden \nin its pages that remains untold.
BK_9010_0010_NAR	Those of you who have read that tale to its conclusion\nmay recall this part of the story.\nIt is here the secret chapter begins.
BK_9010_0020_NAR	This is a story of two young witches\nwho were joined by a powerful bond.\nFrom this time forth, it must forever remain a secret,\nnever to be repeated.
BK_9010_0030_CER	“Am I...back in the forest?”
BK_9010_0040_CER	“Cheshire?\nWhere are you, Cheshire!?”
BK_9010_0050_CER	
BK_9010_0060_CER	“Where am I?\nCheshire?\nCheshire, where are you?”
BK_9010_0070_CER	
BK_9010_0080_NAR	Trapped within a strange void,\nCereza had been petrified by \na mysterious force.
BK_9010_0090_NAR	And as for Cheshire, he was nowhere \nto be seen. Could this too have been \nthe work of the faeries?
BK_9010_0100_SIN	“My thanks...\nThe faeries' power resonated through \nyour memories to guide me here.”
BK_9010_0110_SIN	“I'm surprised that one so young was able to resist my power.\nBut I shall have you before long.”
BK_9020_0000_JEA	“Cereza!”
BK_9020_0010_JEA	“Oh no, I figured she could handle \nthat forest without my help.\n...But this power is unlike anything \nI've ever felt before.”
BK_9020_0020_JEA	“It goes against all Umbran teachings,\nbut I have no choice.”
BK_9020_0030_NAR	For years, this young girl had protected Cereza,\nalways being sure to watch over her from afar.\n\nHer name was Jeanne, \nand she too was an Umbra Witch \njust beginning her training.
BK_9020_0040_NAR	Unlike Cereza, Jeanne lived in the Umbra \nWitch village. Though forbidden, she often \nsnuck out to meet her rival; the two never \nmissed a chance to compare strength.
BK_9020_0050_JEA	“I swear, that girl likes to keep me busy.”
BK_9020_0060_NAR	Jeanne's technique split her soul from her \nbody. She flew towards Avalon Forest.
BK_9020_0070_NAR	Jeanne had been warned about \nthe risks of Soul Projection, \nbut that stayed her hand nary a moment.
BK_9020_0080_NAR	For she aspired to surpass Cereza and become \nthe strongest of all the Umbra Witches,\na goal that allowed no room for cowardice.
BK_9020_0090_JEA	“I'm sure of it now...\nSomething is afoot in this forest, \nand it's not just the faeries.”
BK_9020_0100_JEA	“Cereza, where are you...?”
BK_9020_0110_NAR	Jeanne had successfully arrived \nin Avalon. The forest air was tinged \nwith a vile presence.
SM_009010_0000_NAR	As Jeanne proceeded through the woods,\nshe noticed something peculiar.
SM_009010_0010_JEA	“Is that...Cereza's stuffed cat? \nShe must be in trouble, I knew it!”
SM_009010_0020_JEA	“As I thought...this is no faerie magic!”
SM_009010_0030_NAR	[FONT:9 ]Who are you?[FONT:N ]\nCheshire's voice alarmed Jeanne.
SM_009010_0040_JEA	“Who's there?! Show yourself!”
SM_009010_0050_NAR	[FONT:9 ]Don't play dumb.\nYou trapped me in here, didn't you?[FONT:N ]\nCheshire said as he struggled\nto break free.
SM_009010_0060_NAR	But it took all his strength just to \nkeep from being swallowed. \nHe could barely move an inch.
SM_009010_0070_JEA	“You're...a demon?\nWhat are you doing there?\nWhere's Cereza?”
SM_009010_0080_NAR	[FONT:9 ]Cereza...how do you know the girl?[FONT:N ]\nEyes narrowed, Cheshire studied \nJeanne with new interest.
SM_009010_0090_JEA	“I'm an Umbra Witch...\n...apprentice, Jeanne.\nI've come to save Cereza.”
SM_009010_0100_JEA	“What have you done with her?\nGet out here and explain yourself!”
SM_009010_0110_NAR	[FONT:9 ]Hmph. Like I know where that brat is.[FONT:N ]\nCheshire said, trying unsuccessfully to hide\nthe desperation in his voice.
SM_009010_0120_JEA	“Wait...a demon, here...\nDid Cereza summon you?”
SM_009010_0130_NAR	Jeanne knew Cereza well.\nSeeing the demon-possessed stuffed cat, \nshe instantly grasped the situation.
SM_009010_0140_NAR	She thought for a moment,\nthen had a truly devilish idea.
SM_009010_0150_JEA	“I have a proposition for you demon:\nI'll get you unstuck, but in return\nyou help me find Cereza.”
SM_009010_0160_NAR	[FONT:9 ]Find Cereza...?[FONT:N ]\nThe demon eyed Jeanne suspiciously.
SM_009010_0170_JEA	“That's the deal.\nIf you say you'll help me, I'll move you \nto a body in a less precarious position.\nI have just the thing.”
SM_009010_0180_NAR	Jeanne produced a stuffed animal \nof her own: a handsome red stuffed cat.
SM_009010_0190_NAR	Compared to Cheshire's tattered felt,\nits velvet fur had a rich sheen. \nNevertheless...
SM_009010_0200_NAR	[FONT:9 ]Like I'd trust a human - you're all the same!\nYou won't trick me![FONT:N ]\nCheshire barked at Jeanne.
SM_009010_0210_JEA	“Fine by me. \nBest of luck then.”
SM_009010_0220_NAR	Jeanne turned her back on \nthe prideful demon, and prepared \nto set off on her own.
SM_009010_0230_NAR	[FONT:9 ]W-wait![FONT:N ] Cheshire yelled, \nunable to conceal his distress.
SM_009010_0240_NAR	And with good reason. \nIn a moment he would be \nsucked into that void for good.
SM_009010_0250_NAR	[FONT:9 ]All right, let me into that blasted cat!\nBut if this is a trick, you're lunch![FONT:N ]\nThe demon reluctantly agreed to Jeanne's plan.
SM_009010_0260_JEA	“Very well demon. Now...into the vessel you go!”
SM_009010_0270_JEA	“To think this would come in handy here.\n...Demon. Speak your name.”
SM_009010_0280_NAR	[FONT:9 ]I don't have one![FONT:N ]\nThe demon showed his gratitude the only \nway he knew how: an angry roar.
SM_009010_0290_JEA	“I see.\nThen I shall call you Charles.”
SM_009010_0300_NAR	[FONT:9 ]Charles?![FONT:N ] Perhaps the demon had \ngrown more attached to the name \n'Cheshire' than he cared to admit.
SM_009010_0310_JEA	“What's the fuss?\nAny name will do, right?\nOff we go now, Charles.\nWe've no time to waste.”
SM_009010_0320_JEA	That was sooner than expected.\nI've held up my end of the bargain. \nNow earn your keep!
SM_009010_0330_NAR	Cheshire was not fond of his new name,\nbut now was not the time: \nany protest would have to wait.
SM_009010_0340_NAR	Thus began Jeanne and Chesh-\nI mean, Jeanne and Charles's search for Cereza.
BK_9040_0000_JEA	“Cereza...!? \nIt's faint, but I can sense her magic.\nAnd she's not alone...”
BK_9040_0010_NAR	Something put Jeanne's nerves on edge.\nThis presence belonged to no faerie.
BK_9040_0020_NAR	[FONT:9 ]Look! Over there![FONT:N ]\nCharles had spotted something.
BK_9040_0030_NAR	Jeanne followed Charles's gaze.\nShe could see a small figure \nfloating in the distance.
BK_9040_0040_NAR	It was Cereza. \nShe was unnaturally still,\nfrozen by some unknown power.
BK_9040_0050_NAR	 \nJeanne looked at Cereza's face. \nIt was as pale as ice.
BK_9040_0060_JEA	“Cereza!”
BK_9040_0070_JEA	
BK_9040_0080_NAR	So close! Whoever was behind this \nwas determined to keep the girls apart. \nCharles bared his fangs \nand began to growl.
BK_9040_0090_NAR	The source of Jeanne's unease \nappeared before them now.\nHe was suspended in the air like a fell spectre.
BK_9040_0100_NAR	Fixed by his gaze,\nneither dared to so much as breathe.
BK_9040_0110_JEA	“You're the one who was speaking \nto me before. Who are you?”
BK_9040_0120_SIN	“So we meet again, my brave friend.\nOr, perhaps introductions are in order.
BK_9040_0130_SIN	Yes...You may call me...\nhe who affirms all phenomena.”
BK_9040_0140_JEA	“My, that's quite a mouthful.\nYou're worse than no-name over there.\nNo matter.\nAnyone crossing the Umbra will pay.”
BK_9040_0150_SIN	“Arch-Eve Origin.
BK_9040_0160_SIN	To think that her continued defiance \nwould bring me to this place.”
BK_9040_0170_SIN	“A slight miscalculation, but she \nwill be mine soon nonetheless. \nAnd then, I will affirm my world!”
BK_9040_0180_NAR	As he spoke, the spectre's eyes grew crazed.\nThey smouldered with a dark energy.
BK_9040_0190_NAR	But Jeanne and Charles did not back down.
BK_9040_0200_JEA	“What absolute poppycock.\nI won't let you lay a finger \non my Umbran sister.”
BK_9040_0210_JEA	“Return Cereza,\nor prepare to feel the wrath of the Umbra!”
BK_9050_0000_JEA	“What's the matter?\nDon't tell me you're giving up already.”
BK_9050_0010_NAR	[FONT:9 ]He probably tastes horrible.\nI better swallow him in one gulp.[FONT:N ]\nThe demon was already licking his chops.
BK_9050_0020_NAR	But the spectre was unphased.\nAs he got to his feet, \na faint smile crossed his lips.
BK_9050_0030_SIN	“You still don't understand, \ndo you Jeanne? What will \nhappen if you oppose me...”
BK_9050_0040_JEA	“How...how do you know my name?!”
BK_9050_0050_SIN	“I will show you, Jeanne;\ngive you a glimpse at what will happen\nif you continue along your current path.”
BK_9050_0060_NAR	Jeanne and Charles found they were unable to move.\nThe spectre had them in his spell.
BK_9050_0070_NAR	A moment later, a torrent of horrible visions \nbegan to flood into Jeanne's mind.
BK_9050_0080_JEA	
BK_9050_0090_NAR	It was a vision of Jeanne as \na grown woman... dealt a fatal \nblow by an unknown assailant.
BK_9050_0100_NAR	[FONT:9 ]Stop these stupid tricks! I'll rip you apart![FONT:N ]\nCharles tried with all his might,\nbut he could not move.
BK_9050_0110_SIN	“Jeanne.\nI have shown you a vision of \nthings to come. If you do not \ndistance yourself from her,\nthat future will certainly find you.
BK_9050_0120_SIN	 \nBut this fate is not yet determined.\nLeave now and it may yet be avoided.”
BK_9050_0130_NAR	The spectre rose once again.\nSuspended mid-air, he looked down on \nthem with his piercing gaze.\nHe slowly turned to face Cereza.
BK_9050_0140_SIN	“...Arch-Eve Origin.\nYou cannot resist much longer.\nSoon you will give me \nthat which I desire.”
BK_9050_0150_SIN	“Then, finally, phenomenal affirmation will be realised!”
BK_9050_0160_SIN	
BK_9050_0170_JEA	“...I told you. You won't lay a finger on my Umbran sister!”
BK_9050_0180_NAR	Jeanne stood tall in defiance.
BK_9050_0190_SIN	“Perhaps I was too soft.\nWitness your cruel fate, once more.”
BK_9050_0200_SIN	“You too...?!”
BK_9050_0210_NAR	[FONT:9 ]That pipsqueak made a promise to me\nshe has yet to fulfil. You can't have her![FONT:N ]\nThe beast gave a fierce roar.
BK_9050_0220_SIN	“Jeanne, you have seen what awaits you.\nYet still, you would face me...?”
BK_9050_0230_JEA	“I won't run away.\nI am going to be the strongest witch of all!”
BK_9060_0000_JEA	“Charles!”
BK_9060_0010_SIN	“...Perhaps I was not clear?\nI will achieve Phenomenal Affirmation!\nThe two of you altering that is a statistical impossibility.”
BK_9060_0020_NAR	The spectre's right hand began to glow with an icy glimmer.
BK_9060_0030_JEA	“Stop!”
BK_9060_0040_SIN	“Yes...\nThat is what you humans say \nin the face of defeat.
BK_9060_0050_SIN	And when those pleas go unanswered...\nThat is when you witness true despair.”
BK_9060_0060_JEA	“No...No...let go of him!”
BK_9060_0070_NAR	Charles screamed out in agony.\nThe spectral flames were slowly eating \nthrough his body, tearing him apart.
BK_9060_0080_SIN	“After I'm finished with him, you're next.\nI tried to warn you not to get involved...\nIt's a pity you would not listen.”
BK_9060_0090_JEA	“Cereza, wake up!”
BK_9060_0100_JEA	“Cereza...Cereza!
BK_9060_0110_JEA	Open your eyes, you fool!”
BK_9060_0120_SIN	“Impossible.\nArch-Eve Origin is under my spell.\nShe will not wake again, ever.”
BK_9060_0130_JEA	“Cereza, did you forget our promise?\nWe swore to become stronger...together!
BK_9060_0140_JEA	Keep your promise.\nIf you've any pride as an Umbra Witch...\nNow's the time to prove it!”
BK_9060_0150_NAR	The room was flooded with \na light as bright as a sun.\nFor a moment, everything around them \nseemed to dissolve in the radiant glow.
BK_9060_0160_SIN	“What...what is happening?\nArch-Eve Origin...\nCould she have awakened?!”
BK_9060_0170_SIN	
BK_9070_0000_SIN	
BK_9070_0010_NAR	The spectre's blood-curdling \nscream seemed to\nshatter the air itself.
BK_9070_0020_SIN	“This...is unfathomable!
BK_9070_0030_SIN	Jeanne...\nyou have made your choice...\n...That fate is now immutable!”
BK_9070_0040_JEA	“I will not fear my fate.\nWhatever may come,\nI will stand and face it.”
BK_9070_0050_SIN	
BK_9070_0060_NAR	His power extinguished, \nthe spectre's body flickered, \nthen faded away.
BK_9070_0070_NAR	As if in response,\ncracks and fissures burst all around them,\nand the world began to crumble.
BK_9070_0080_JEA	“It's...all falling apart.\nWas this all just his illusion?
BK_9070_0090_JEA	Cereza?!”
SM_009020_0100_NAR	The colour had begun \nto return to Cereza's cheeks.
SM_009020_0110_NAR	She was not yet awake,\nbut from the faint smile on her face,\nshe appeared to be having a pleasant dream.
SM_009020_0120_JEA	“I think she'll be all right.\nThey will be able to return to the forest,\nand...it looks like my time is almost up.”
SM_009020_0130_NAR	Jeanne's body had grown faint.\nHer technique had reached its limit; her \ntravelling soul yearned to return to her body.
SM_009020_0140_JEA	“Well Charles, which will it be?”
SM_009020_0150_NAR	[FONT:9 ]Which? What do you mean, which?[FONT:N ]\nCharles returned with a puzzled look.
SM_009020_0160_JEA	“I'm asking, \nwill you go back to that tattered doll,\nor shall I send you home to Inferno?”
SM_009020_0170_NAR	Charles blinked incredulously.\nHome...to Inferno?\nThis was something unexpected.\nDid Jeanne have such a power?
SM_009020_0180_NAR	For a moment, Charles simply \nstared at Jeanne, saying nothing.\nFinally, he spoke.
SM_009020_0190_NAR	[FONT:9 ]You think I'd trust you with that?\nJust keep it simple. \nPut me back where you found me.[FONT:N ]
SM_009020_0200_JEA	“I see.\nHave it your way.”
SM_009020_0210_JEA	“But come on, you must like \nthat body. Better than the lump \nof scraps Cereza drags around.”
SM_009020_0220_NAR	[FONT:9 ]Hmph, I hate them both the same.[FONT:N ]\nCharles grumbled in his usual \nirritated manner.
SM_009020_0230_NAR	[FONT:9 ]Besides, you're too rough for my taste.\nAt least the pipsqueak gives me a break \nonce in a while.[FONT:N ]
SM_009020_0240_JEA	“Heh, that so.”
SM_009020_0250_NAR	Seeing through his act, \nJeanne smiled at the flustered demon.\nShe used her Umbran Arts \nto grant his wish, and returned \nhim to his former body.
SM_009020_0260_CER	“Cheshire...there you are.\nI'm gone for a minute and \nyou get yourself lost again.”
SM_009020_0270_NAR	With a peaceful expression on her face,\nshe gave Cheshire a big squeeze.
SM_009020_0280_NAR	Cheshire sighed and furrowed his brow.\nBut somewhere deep down, he was relieved.
SM_009020_0290_JEA	“Farewell, Charles...no, Cheshire.”
SM_009020_0300_JEA	“And don't you dare tell Cereza \nwhat happened here. I mean it.”
SM_009020_0310_NAR	[FONT:9 ]I don't take orders from humans.[FONT:N ]
SM_009020_0320_NAR	[FONT:9 ]But, you saved me back there.\nI suppose I can make an exception this once.[FONT:N ]\nCheshire added softly.
SM_009020_0330_JEA	“If I didn't know better,\nI'd swear I was talking to a human.\nTake care of my friend, furball.”
BK_9080_0340_JEA	“Whatever lies ahead...I'll be ready!\nI'm going to be the strongest witch of all!”
BK_9080_0350_NAR	Thus concludes the adventure of Jeanne and Charles.
BK_9080_0360_NAR	We have seen how Cereza and Cheshire's journey went from here,\nbut what of Jeanne? What happened to her after learning of her fate?
BK_9080_0370_NAR	It may not be possible to change one's destiny.\nHowever, Jeanne's indomitable spirit and steadfast resolve\nwill surely guide her down a true path.
BK_9080_0380_NAR	Let us wish her success in her journey,\nand put this chapter away in a safe place.
BK_9080_0390_NAR	Forevermore, this story will remain our little secret...
LV_009000_0000_JEA	So this is the infamous faerie forest...\nBut there's something else here...I'm sure of it.
LV_009000_1000_JEA	The elder would really give me an earful if she knew I was here – whatever, I'm used to her lectures.
LV_009000_2000_JEA	Cereza, where are you?\nThat girl, always getting herself into trouble...
LV_009005_0000_JEA	What...is that?
LV_009010_0000_JEA	Elemental control? Impressive.\nFor a demon Cereza summoned, you're not half bad.
LV_009015_0000_NAR	[FONT:10 ]You know that little crybaby?[FONT:N ]
LV_009015_0010_NAR	Charles eyed Jeanne suspiciously as he spoke.
LV_009015_0020_JEA	Crybaby? Oh, you mean Cereza.
LV_009015_0030_JEA	She may blubber from time to time,\nbut look past the tears and you'll \nfind a truly spectacular power.
LV_009015_0040_JEA	Cereza and I have a duty to become stronger. \nWe must protect the legacy of the Umbra.
