Text/archive_MES
ARC_CHARA_PL0000_001	瑟蕾莎
MENU_HELP_TXT_228_01	可以借助人魂的力量\n來開啟各地的人魂大門。
MENU_HELP_TXT_228_02	開啟大門所需的人魂數量\n會依門而有所不同。\n徹底搜尋周圍，看看是否有人魂吧。
MENU_HELP_TXT_229_01	有些人魂只要受到幫助\n就會跟在瑟蕾莎的後頭走。\n但是，人魂一旦遭受攻擊\n就會瞬間倒下。
MENU_HELP_TXT_230_01	石靈小柴貓\n在踐踏森林裡的大蘑菇後，\n可以跳得很高。\n活用這招來探索高處吧。
MENU_HELP_TXT_231_01	按下[BTN:L1 ]，\n可以吸收森林各處的元素碎片。\n元素碎片一經吸收便無法重生。
MENU_HELP_TXT_232_01	小柴貓的攻擊可以破壞\n祠裡的元素核心。\n為了幫助瑟蕾莎達成她的目標，\n請肆無忌憚地盡量破壞吧。
MENU_HELP_TXT_233_01	阿瓦隆結晶\n是非～常甜的魔力結晶。\n小柴貓的技能\n要使用阿瓦隆結晶來學習。
MENU_HELP_TXT_234_01	縞瑪瑙薔薇\n是魔界薔薇的花瓣。\n瑟蕾莎的技能\n要使用縞瑪瑙薔薇來學習。
MENU_HELP_TXT_235_01	煉獄果實\n是珍貴的魔界水果。\n小柴貓的強力技能\n要使用煉獄果實來學習。
MENU_HELP_TXT_236_01	月之珍珠\n是純粹的魔力結晶。\n瑟蕾莎的強力技能\n要使用月之珍珠來學習。
MENU_HELP_TXT_237_01	曼德拉草的根\n就保存在綠色的礦石裡，\n是魔女的調製素材之一。\n可用來製作可用道具。
MENU_HELP_TXT_238_01	獨角獸的角\n就保存在紅色的礦石裡，\n是魔女的調製素材之一。\n可用來製作可用道具。
MENU_HELP_TXT_239_01	烤蠑螈\n就保存在黃色的礦石裡，\n是魔女的調製素材之一。\n可用來製作可用道具。
MENU_HELP_TXT_240_01	命櫻花瓣\n是花瓣形狀的小巧寶石。\n集滿5個便能合成命櫻之花，\n增加瑟蕾莎的體力最大值。
MENU_HELP_TXT_241_01	魔法蝴蝶\n是蝴蝶形狀的淡紫色水滴。\n攝取後可提升專注力，\n縮短再次使用魔導術所需的時間。
MENU_HELP_TXT_242_01	新月水晶\n是蘊藏了力量的新月形結晶。\n吸收後可稍微回復魔力。
MENU_HELP_TXT_243_01	療癒藥水\n是裝在花瓣形瓶子裡的可用道具。\n按下[BTN:DP_U ]使用後，\n可稍微恢復瑟蕾莎的體力。
MENU_HELP_TXT_244_01	暗影糖漿是裝在蝶形瓶子裡的可用道具。\n按下[BTN:DP_L ]使用後，\n瑟蕾莎會暫時變為無敵狀態，\n並縮短再次使用魔導術所需的時間。
MENU_HELP_TXT_245_01	惡魔調噴霧\n是裝在新月形瓶子裡的可用道具。\n按下[BTN:DP_R ]使用後，\n可暫時讓小柴貓不消耗魔力。
MENU_HELP_TXT_246_01	爆風雞尾酒\n是裝在尖銳瓶子裡的可用道具。\n按下[BTN:DP_D ]使用後，會引發衝擊波，\n讓周圍的敵人失去意識。
MENU_HELP_TXT_247_01	在森林裡迷路時，\n就調查各地的森林路標吧！\n森林路標會指示前往附近\n魔女藏身處的路徑。
MENU_HELP_TXT_248_01	當調查許願燈籠時，\n或是在故事的轉折點，\n畫面右下角會出現圖示，\n並自動記錄故事。
MENU_HELP_TXT_249_01	在世界地圖或帶路時，\n伊古妮絲會推薦\n靠近目的地的區域。
MENU_HELP_TXT_249_02	迷路時，試著移動到\n有足跡標誌的區域吧。\n應該可以在那附近\n找到白狼的足跡。
MENU_HELP_TXT_250_01	當小柴貓跟瑟蕾莎距離較遠，\n或者附近有迷迭香時，\n無法讓小柴貓回到抱抱模式。
MENU_HELP_TXT_250_02	仔細觀察周遭地形，\n思考讓兩人會合的方式吧。
MENU_HELP_TXT_999_01	？？？
Text/option_MES
OPTION_COMMON_01	是
OPTION_COMMON_02	否
OPTION_COMMON_03	顯示
OPTION_COMMON_04	隱藏
OPTION_CATEGORY_01	基本
OPTION_CATEGORY_02	畫面
OPTION_CATEGORY_03	聲音
OPTION_CATEGORY_04	語言
OPTION_CATEGORY_05	遊戲難度
OPTION_LANGUAGE_01	聲音語言
OPTION_LANGUAGE_02	顯示語言
OPTION_LANGUAGE_TYPE_00	主機語言
OPTION_LANGUAGE_TYPE_01	日本語
OPTION_LANGUAGE_TYPE_02	English
OPTION_LANGUAGE_TYPE_04	Français
OPTION_LANGUAGE_TYPE_05	Italiano
OPTION_LANGUAGE_TYPE_06	Deutsch
OPTION_LANGUAGE_TYPE_07	Español
OPTION_LANGUAGE_TYPE_08	簡體中文
OPTION_LANGUAGE_TYPE_09	繁體中文
OPTION_LANGUAGE_TYPE_10	한국어
OPTION_LANGUAGE_TYPE_11	Русский
OPTION_SOUNDLANGUAGE_TYPE_00	日語
OPTION_SOUNDLANGUAGE_TYPE_01	英語
OPTION_ACCESS_TYPE_00	弱
OPTION_ACCESS_TYPE_01	普通
OPTION_ACCESS_TYPE_02	弱爆
OPTION_ACCESS_TYPE_03	普通
OPTION_ACCESS_TYPE_04	不減少
OPTION_ACCESS_TYPE_05	較少
OPTION_ACCESS_TYPE_06	不承受
OPTION_ACCESS_TYPE_07	自己來
OPTION_ACCESS_TYPE_08	自動
OPTION_ACCESS_TYPE_09	長按後放開
OPTION_ACCESS_TYPE_10	按一下
OPTION_MENU_CONTROL_01	震動
OPTION_MENU_CONTROL_04	遊玩方式說明
OPTION_MENU_CONTROL_05	自動翻頁
OPTION_MENU_CONTROL_06	森林路標
OPTION_MENU_CONTROL_06_01	床邊故事
OPTION_MENU_CONTROL_06_03	禁忌傳說
OPTION_MENU_SOUND_01	背景音樂音量
OPTION_MENU_SOUND_02	音效音量
OPTION_MENU_SOUND_03	語音音量
OPTION_MENU_SOUND_04	旁白位置
OPTION_MENU_GRAPHIC_01	亮度設定（TV模式）
OPTION_MENU_GRAPHIC_02	亮度設定（手提模式）
OPTION_MENU_GRAPHIC_07	兩人的資訊
OPTION_MENU_GRAPHIC_11	TV模式
OPTION_MENU_GRAPHIC_12	手提模式
OPTION_MENU_GRAPHIC_13	體力資訊
OPTION_MENU_GRAPHIC_14	道具資訊
OPTION_MENU_GRAPHIC_15	變身資訊
OPTION_MENU_GRAPHIC_21	畫面明亮時
OPTION_MENU_GRAPHIC_22	畫面昏暗時
OPTION_HUD_TYPE_01	保持顯示
OPTION_HUD_TYPE_02	保持不顯示
OPTION_HUD_TYPE_03	自動顯示
OPTION_HUD_TYPE_04	分別決定
OPTION_HUD_TYPE_05	全部顯示
OPTION_HUD_TYPE_06	全部隱藏
OPTION_NARR_POS_01	前方
OPTION_NARR_POS_02	左側
OPTION_NARR_POS_03	右側
OPTION_NARR_POS_04	後方
OPTION_ACCESS_01	承受的傷害
OPTION_ACCESS_02	魔力計量條
OPTION_ACCESS_03	束縛連擊與咬殺！
OPTION_ACCESS_04	敵人的強度
OPTION_ACCESS_05	魔女脈衝
OPTION_DIALOG_TITLE_00	更改設定
OPTION_DIALOG_TITLE_02	返回標題
OPTION_DIALOG_TITLE_03	更改語言
OPTION_FORMAT_TITLE_00	恢復原狀（基本）
OPTION_FORMAT_TITLE_01	恢復原狀（畫面）
OPTION_FORMAT_TITLE_02	恢復原狀（聲音）
OPTION_FORMAT_TITLE_03	恢復原狀（語言）
OPTION_FORMAT_TITLE_05	恢復原狀（全部）
OPTION_FORMAT_TITLE_06	恢復原狀（遊戲難度）
Text/option
OPTION_DIALOG_TXT_00	已更改設定。\n是否套用更改後的內容？
OPTION_DIALOG_TXT_02	即將返回標題。\n尚未儲存的資料將會消失。\n是否確定繼續？
OPTION_DIALOG_TXT_03	語言設定有變更。\n要記錄目前的設定嗎？\n※若要記錄，將返回標題畫面。
OPTION_DIALOG_FORMAT_TXT_00	將使基本設定恢復原狀。\n是否確定繼續？
OPTION_DIALOG_FORMAT_TXT_01	將使畫面設定恢復原狀。\n是否確定繼續？
OPTION_DIALOG_FORMAT_TXT_02	將使聲音設定恢復原狀。\n是否確定繼續？
OPTION_DIALOG_FORMAT_TXT_03	將使語言設定恢復原狀。\n是否確定繼續？
OPTION_DIALOG_FORMAT_TXT_05	將使語言以外的所有設定恢復原狀。\n是否確定繼續？
OPTION_DIALOG_FORMAT_TXT_06	將使遊戲難度設定恢復原狀。\n是否確定繼續？
OPTION_EXPLAIN_TXT_00	決定基本的設定。
OPTION_EXPLAIN_TXT_01	決定關於畫面的設定。
OPTION_EXPLAIN_TXT_02	決定關於聲音的設定。
OPTION_EXPLAIN_TXT_03	決定關於語言的設定。
OPTION_EXPLAIN_TXT_04	決定關於遊戲難度的設定。
OPTION_EXPLAIN_TXT_05	可決定遊戲難度。\n※於「禁忌傳說」中無法更改。
OPTION_EXPLAIN_TXT_10	決定控制器是否震動。
OPTION_EXPLAIN_TXT_12	決定關於遊戲方式的說明。
OPTION_EXPLAIN_TXT_13	決定劇情事件中是否自動翻頁。
OPTION_EXPLAIN_TXT_14	決定是否顯示森林路標。
OPTION_EXPLAIN_TXT_20	決定TV模式時的亮度。
OPTION_EXPLAIN_TXT_21	決定手提模式時的亮度。
OPTION_EXPLAIN_TXT_22	決定是否顯示\n關於體力、道具、變身的資訊。
OPTION_EXPLAIN_TXT_30	決定音效的音量。
OPTION_EXPLAIN_TXT_31	決定背景音樂的音量。
OPTION_EXPLAIN_TXT_32	決定語音的音量。
OPTION_EXPLAIN_TXT_33	決定旁白的播放位置。
OPTION_EXPLAIN_TXT_40	決定聲音語言。
OPTION_EXPLAIN_TXT_41	決定顯示語言。
OPTION_EXPLAIN_TXT_42	返回標題。
OPTION_EXPLAIN_TXT_51	決定瑟蕾莎及小柴貓承受的傷害量。
OPTION_EXPLAIN_TXT_52	決定小柴貓的魔力計量條消耗量。
OPTION_EXPLAIN_TXT_53	決定如何使出「束縛連擊」和「咬殺！」。
OPTION_EXPLAIN_TXT_54	決定敵人的強度。
OPTION_EXPLAIN_TXT_55	決定是否手動推動[BTN:LS ]來使出魔女脈衝。
OPTION_EXPLAIN_TXT_56	決定要何時顯示\n關於體力的資訊。
OPTION_EXPLAIN_TXT_57	決定要何時顯示\n關於道具的資訊。
OPTION_EXPLAIN_TXT_58	決定何時顯示\n關於變身的資訊。
OPTION_EXPLAIN_TXT_59	決定瑟蕾莎及小柴貓承受的傷害量。\n※無法在標題畫面變更。
OPTION_EXPLAIN_TXT_60	決定小柴貓的魔力計量條消耗量。\n※無法在標題畫面變更。
OPTION_EXPLAIN_TXT_61	決定如何使出「束縛連擊」和「咬殺！」。\n※無法在標題畫面變更。
OPTION_EXPLAIN_TXT_62	決定敵人的強度。\n※無法在標題畫面變更。
OPTION_EXPLAIN_TXT_63	決定是否手動推動[BTN:LS ]來使出魔女脈衝。\n※無法在標題畫面變更。
OPTION_EXPLAIN_TXT_64	決定是否顯示森林路標。\n※無法在標題畫面變更。
OPTION_EXPLAIN_TXT_65	遊戲難度無法在標題更改。
OPTION_EXPLAIN_TXT_66	遊戲難度\n於「禁忌傳說」中無法更改。
OPTION_EXPLAIN_TXT_67	只能在標題更改語言。
OPTION_NARR_POS_TXT_01	將旁白的播放位置設在前方。\n※此為預設設定。
OPTION_NARR_POS_TXT_02	將旁白的播放位置設在左側。
OPTION_NARR_POS_TXT_03	將旁白的播放位置設在右側。
OPTION_NARR_POS_TXT_04	將旁白的播放位置設在後方。
Text/Prologue
BK_0000_0000_NAR	從前從前，\n有個地方住著能操控神秘力量的\n光明一族「流明賢者」和\n黑暗一族「暗影魔女」。\n
BK_0000_0010_NAR	賢者和魔女為了避免紛爭，\n制定了嚴格的規定來疏遠彼此。\n然而卻有賢者和魔女結為連理，\n誕下了一個孩子。
BK_0000_0020_NAR	那是個如寶石般美麗的女孩。
BK_0000_0030_NAR	不過，她的父母也因此受罰，\n賢者被流放到了遠方，\n魔女則遭到囚禁，\n必須永遠待在陰暗的牢房裡。\n
BK_0000_0040_NAR	雖然女孩是在魔女的村落長大的，\n但周遭的魔女都十分厭惡這女孩。
BK_0000_0050_NAR	對女孩而言，唯有偷偷去牢裡\n探望母親的時候才能感到希望。
BK_0000_0060_NAR	\n即使身處狹窄冰冷的牢房裡，\n母親也總是笑著面對女孩，給她無限的愛。
BK_0000_0070_NAR	然而，就連這小小的幸福\n也有劃下句點的時候。
BK_0000_0080_NAR	女孩迎來10歲生日的那天，\n她的母親被封印到了\n更深層的黑暗之中。
BK_0000_0090_NAR	女孩拚命地緊追在後，\n想要救出母親，\n但憑她弱小的力量根本無能為力……\n
BK_0000_0100_NAR	女孩成了孤獨一人，她唯一的慰藉\n就只有母親做給她的小柴貓布偶。
BK_0000_0110_NAR	時光流逝——
BK_0000_0120_NAR	女孩現在與城外的邊緣魔女同住，\n如今她已稍微有點成長了。\n
BK_0000_0130_NAR	她現在與那位邊緣魔女一同生活，\n埋首於嚴厲的修行。
BK_0000_0140_NAR	夢想有朝一日成為強大的魔女，\n把母親救出來——
BK_0000_0150_NAR	女孩的名字，叫做瑟蕾莎。
SM_000010_0000_CER	得加快腳步才行……
IN_0000_0000_WIA	不淨之子！
IN_0000_0010_WIB	污穢不堪……
IN_0000_0020_WIC	不要靠過來！
IN_0000_0030_WID	滾出這個村子！
SM_000020_0000_CER	「媽咪……」
SM_000020_0020_JEA	「你在做什麼！？」
SM_000020_0040_JEA	「快啊瑟蕾莎，沒時間了！\n要是錯過這次機會，\n你和你的母親就再也……」\n
SM_000020_0050_CER	「貞德……可是，我……」
SM_000020_0060_JEA	「真受不了你。」
SM_000020_0070_JEA	「走吧，跟我來！」
SM_000020_0080_JEA	「瑟蕾莎！！」
IN_0010_0000_JEA	瑟蕾莎你怎麼了！？\n別拖拖拉拉的！
IN_0010_0010_JEA	瑟蕾莎，用這個！
IN_0010_0030_CER	知、知道了！
IN_0010_0040_JEA	就快到了，動作快！
IN_0025_0000_JEA	快過來！
IN_0025_0001_JEA	你在幹嘛？
IN_0025_0002_JEA	瑟蕾莎！
IN_0025_0003_JEA	會被發現的！
IN_0025_0004_JEA	這邊！
SM_000030_0000_JEA	「糟糕，被發現了嗎？\n我來引開那些傢伙……\n接下來你就一個人前進吧！」
SM_000030_0010_CER	「貞德等一下！我一個人……」
BK_0010_0010_CER	「你是……誰？」
BK_0010_0020_LUC	「我來……給你力量……\n救出母親的力量……」
BK_0010_0030_CER	「力量……？」
BK_0010_0040_LUC	「來阿瓦隆森林……\n如此一來\n白狼便會引導你……」
BK_0010_0050_CER	「好……！我一定會去的！」
BK_0010_0060_CER	「又是那個夢……不過……」
BK_0010_0070_NAR	那是她幾乎每晚都會做的惡夢。\n但是，今天的夢和以往有些許不同。
BK_0010_0080_NAR	瑟蕾莎把今天的夢告訴了\n她的朋友——小柴貓。
BK_0010_0090_CER	「有個不可思議的男孩\n出現在我的夢中，\n他說只要我去阿瓦隆森林，\n就會給我力量。」
BK_0010_0100_CER	「有了那個力量，\n我就能救出媽咪了……」
BK_0010_0110_CER	「可是，那座森林……」
BK_0010_0120_NAR	阿瓦隆森林裡\n住著會襲擊人類的妖精，\n是絕對不能接近的禁地。
BK_0010_0130_MOR	「瑟蕾莎，你在做什麼？」
BK_0010_0140_NAR	她的老師摩根娜\n正一臉不悅地站在那裡。
SM_000040_0000_MOR	「不去工作還在這裡打瞌睡，\n你還真是一派輕鬆啊。」
SM_000040_0010_CER	「對不起，摩根娜。\n我只是想稍微休息一下，\n不知不覺就……」
SM_000040_0030_NAR	話還沒說完，摩根娜就用\n嚴厲的眼神瞪著瑟蕾莎。
SM_000040_0040_CER	「我馬上做。」
SM_000040_0050_NAR	雖然嘴上這麼說，\n但瑟蕾莎還是忍不住\n一直去想阿瓦隆森林的事。
SM_000040_0060_NAR	摩根娜注意到瑟蕾莎的心不在焉，\n於是嚴厲地對她說……
SM_000040_0070_MOR	「瑟蕾莎，那座森林怎麼了嗎？\n你應該沒有忘記吧？」
SM_000040_0090_MOR	「那座森林裡\n棲息著恐怖的妖精，\n所以絕對不可以靠近。」
SM_000040_0100_CER	「這、這我當然知道。」
SM_000040_0110_MOR	「那麼，\n請在日落之前處理完剩下的工作。」
SM_000040_0120_CER	「遵命——首先是汲水對吧。」
SM_000040_0130_MOR	「回答力求簡短扼要」
SM_000040_0140_NAR	摩根娜雖然是位嚴苛的老師，\n但瑟蕾莎很喜歡她。
SM_000040_0150_NAR	摩根娜和瑟蕾莎一樣，\n都被逐出魔女一族，\n她同時也是瑟蕾莎的恩人，\n是她收留了孤苦無依的瑟蕾莎。
SM_000040_0160_NAR	每天的工作\n對瑟蕾莎而言也是一種修行。
SM_000040_0170_NAR	為了不辜負摩根娜的期待，\n瑟蕾莎朝附近的水井走去。
SM_000040_0180_MOR	嗯——！
SM_000050_0000_NAR	交出裝滿水的水桶之後，\n摩根娜滿意地點點頭。
SM_000050_0010_MOR	「接下來去採收調製要用到的香草。」
SM_000050_0020_NAR	瑟蕾莎聽到摩根娜這麼說，\n不禁露出了苦瓜臉。
SM_000050_0040_NAR	因為瑟蕾莎很不喜歡這項工作。\n
SM_000050_0050_MOR	「你有什麼意見嗎？」
SM_000050_0060_CER	「才、才沒有！」
SM_000050_0070_NAR	瑟蕾莎認分地朝農田走去。\n
SM_000055_0000_CER	「好耶！」
SM_000055_0010_NAR	事情很順利，讓瑟蕾莎喜出望外。
SM_000055_0020_NAR	畢竟以往她總是會因為\n無法適當運用魔力而失敗。
SM_000055_0030_CER	「摩根娜一定也會很吃驚的！」
SM_000055_0040_NAR	瑟蕾莎的心情好極了，\n正當她要開始採收時，\n她發現庭院一角綻放著美麗的花朵。
SM_000055_0070_CER	「那些花，\n說不定和摩根娜很相襯……？」
SM_000060_0000_NAR	瑟蕾莎得意洋洋地\n交出收穫滿滿的籃子。
SM_000060_0010_CER	「摩根娜你看！\n我今天採收了這麼多喔！」
SM_000060_0020_CER	「還有這個，\n紫花地丁開得很漂亮，\n感覺跟你很相襯……」
SM_000060_0030_NAR	籃子裡還有一個\n紫花地丁做成的花環。
SM_000060_0040_NAR	但是摩根娜仍然面不改色，\n用一如既往的口吻說道……
SM_000060_0050_MOR	「採收這些量是理所當然的事，\n別因此得意忘形。」
SM_000060_0070_MOR	「還有，你今天的頭髮\n看起來沒什麼光澤……\n不會是偷懶沒做保養吧？」
SM_000060_0080_CER	「我才沒偷懶！\n雖然今天的確還沒保養……」
SM_000060_0100_MOR	「頭髮是暗影魔女的魔導器之一，\n也是召喚惡魔的必要物件。\n\n因此，對魔女而言，\n頭髮跟性命同樣重要。\n你應該很清楚吧？」
SM_000060_0110_CER	「那還用說！我一定\n會在訓練前做好保養的。」
SM_000060_0120_MOR	「很好。\n那就請你繼續完成工作吧，\n再拖下去天就要黑了。」
SM_000060_0130_NAR	摩根娜如是說，\n隨後便回到了家中。
SM_000060_0140_CER	「遵命——」
SM_000060_0150_NAR	瑟蕾莎有時候會因為\n摩根娜態度嚴厲而感到沮喪。
SM_000060_0160_NAR	但瑟蕾莎能感受到，\n摩根娜的嚴厲態度還包含了\n對自己的愛。
SM_000060_0170_NAR	努力做完剩下的工作吧。\n瑟蕾莎重新打起精神，\n朝著家中走去。
SM_000060_0185_NAR	那天晚上——
SM_000060_0090_MOR	聽好了，瑟蕾莎。
BK_0020_0000_NAR	工作結束後，\n便開始每天的魔導術訓練。
BK_0020_0010_NAR	而今天，\n終於可以將至今所學的\n召喚術付諸實行了。
BK_0020_0020_MOR	「今天的訓練要用到這個。」
BK_0020_0030_NAR	那是一個閃閃發亮的魔導器，\n會讓人不自覺地將目光移到它身上。
BK_0020_0050_MOR	「這個魔導器是用來輔助\n技術尚未熟練的見習魔女。」
BK_0020_0060_MOR	「再加上今天是陰曆二月的滿月之夜，\n是魔力最為高漲的日子，\n正好適合召喚惡魔。\n\n懂了嗎，瑟蕾莎？」
BK_0020_0080_MOR	「你今天特別有幹勁呢。」
BK_0020_0090_CER	「還好啦！」
BK_0020_0100_NAR	瑟蕾莎幹勁十足，\n想著一定要成功使出召喚術。\n
BK_0020_0120_NAR	過程出奇地順利，\n瑟蕾莎熟練地按照步驟展開召喚。然後……
BK_0020_0140_NAR	大事不妙了。\n召喚出來的惡魔必須寄宿在頭髮上，\n否則便無法操縱。
BK_0020_0160_NAR	就在情況危急之時，\n惡魔消亡了。\n沒有宿主的惡魔，\n終將因魔力枯竭而死。
BK_0020_0180_MOR	「今天的訓練就到此為止吧。」
BK_0020_0190_CER	「再、再讓我試一次！\n這次我絕對……」
BK_0020_0200_NAR	摩根娜轉過身去，\n根本不聽瑟蕾莎說。
BK_0020_0210_MOR	「哪有魔女怕惡魔的？\n這個訓練對你而言\n似乎還太早了。」\n
BK_0020_0220_NAR	摩根娜吩咐瑟蕾莎把魔導器收好，\n隨後便揚長而去了。
SM_000070_0000_NAR	摩根娜離開後，\n瑟蕾莎開始把今天發生的事\n說給朋友小柴貓聽。\n
SM_000070_0010_CER	「我好想快點成為獨當一面的魔女……\n如此一來，就能立刻把媽咪——」\n
SM_000070_0020_NAR	此時，她想起了在夢中\n那位不可思議的少年曾對自己說……
SM_000070_0030_LUC	「我來……給你力量……\n救出母親的力量……」
SM_000070_0040_CER	「沒錯，只要我去阿瓦隆森林……」
