Text/archive
ARC_ARCHIVE_TXT_01	在故事中登场的人物。
TUT_TUTORIAL_TEXT_w102	一起前进的状态称为抱抱模式。\n在两人分头前进时按下[BTN:L1 ]，\n小柴猫就会变回玩偶。
TUT_TUTORIAL_TEXT_w120	有红色拱门的区域\n为“魔女藏身处”，\n靠近后瑟蕾莎就会记住这个地方。\n路过时不妨靠近试试吧。
TUT_TUTORIAL_TEXT_w125	这是白狼的足迹。\n沿着足迹一路追过去，\n应该就能接近目标了。\n再找找别处有没有足迹吧。
TUT_TUTORIAL_TEXT_w130	在这片森林里有时会发现\n某人散落的笔记。\n按下[BTN:L1 ]可从记录档案中\n查看捡到的笔记。
TUT_TUTORIAL_TEXT_w140	森林中到处都有被妖精抓住的人魂。\n要是遇见了，就按下[BTN:L1 ]\n解救他们吧。
TUT_TUTORIAL_TEXT_w141	其中还会有些\n心存烦恼的人魂。\n如果能帮他们解决烦恼，\n说不定会有好事发生。
TUT_TUTORIAL_TEXT_w160	在妖精制造的扭曲空间中，\n会出现各种幻象迷惑前行的人。\n按下[BTN:L2 ]照亮周围，\n可以找到一些隐藏的事物。
TUT_TUTORIAL_TEXT_w165	在扭曲空间中无法用\n普通的方法攻击袭来的妖精。\n按下[BTN:L2 ]持续以光照射\n即可发动攻击。
TUT_TUTORIAL_TEXT_w170	妖精们制造的幻象源头\n叫幻影妖域提尔纳诺。\n森林中有若干个提尔纳诺。
TUT_TUTORIAL_TEXT_w171	摧毁藏在最深处的核心，\n离开提尔纳诺吧。\n也可以按下[BTN:START ]\n打开菜单，暂时逃走。
TUT_TUTORIAL_TEXT_w260	通过更换服装，可以更换\n瑟蕾莎和小柴猫的服装。\n偶尔试着换一件衣服，\n换一种心情吧！
TUT_TUTORIAL_TEXT_w270	伊古妮丝会带领瑟蕾莎\n前往已发现的魔女藏身处。\n故地重游，\n说不定会有新的发现……？
TUT_TUTORIAL_TEXT_w280	可以在魔女藏身处再次挑战\n曾被破坏过核心的提尔纳诺。\n别担心！即使有错过的宝箱，\n也可以再次回收。
TUT_TUTORIAL_TEXT_w281	此外，还可挑战计时模式，\n比拼提尔纳诺的攻略时长。
TUT_TUTORIAL_TEXT_w282	在计时模式中，\n可根据评价获得奖励。\n不断进行挑战，\n争取获得所有奖励吧。
TUT_TUTORIAL_TEXT_w300	可选择要记录的页面，\n记录下故事进度。\n建议在各个节点进行记录。
TUT_TUTORIAL_TEXT_w310	森林各处都沉睡着“元素碎片”，\n按下[BTN:L1 ]进行调查，\n可将它的力量吸收到魔导器中。
TUT_TUTORIAL_TEXT_w311	每当魔导器中的力量储满时，\n可增加少许魔力计量条的上限。
TUT_TUTORIAL_TEXT_w320	破坏了木之元素核心，\n获得了木之力！\n按下[BTN:Y ]可使小柴猫\n变身为“木灵小柴猫”。
TUT_TUTORIAL_TEXT_w321	按下[BTN:R2 ]，木灵小柴猫\n就会发动木之技能。\n由于威力强大，\n积极使用可让战况变得更有利！
TUT_TUTORIAL_TEXT_w322	另外，变身为木灵小柴猫时，\n按下[BTN:R1 ]可伸出舌头抓住物品。\n长按[BTN:R1 ]能拉动抓住的物品。
TUT_TUTORIAL_TEXT_w323	但变身时使用技能将消耗魔力。\n请注意小柴猫头上显示的剩余魔力。\n在抱抱模式下，魔力将徐徐回复。
TUT_TUTORIAL_TEXT_w325	变身为木灵小柴猫时，按下[BTN:Y ]\n可使小柴猫变回原来的样子。\n请注意，反击只能在\n不变身的状态下发动。
TUT_TUTORIAL_TEXT_w326	再来复习一遍，\n变身为木灵小柴猫\n也是按下[BTN:Y ]。\n可在右下角确认是否已变身。
TUT_TUTORIAL_TEXT_w330	破坏了石之元素核心，\n获得了石之力！\n按下[BTN:B ]可使小柴猫\n变身为“石灵小柴猫”。
TUT_TUTORIAL_TEXT_w331	按下[BTN:R1 ]，\n石灵小柴猫会发动践踏。\n通过践踏，\n可以挤压或破坏脚下的物品。
TUT_TUTORIAL_TEXT_w332	石灵小柴猫身体坚硬，\n可以抵御大部分的攻击。\n但每次抵御攻击时，\n魔力都会减少。
TUT_TUTORIAL_TEXT_w333	石灵小柴猫使用践踏，\n可使藏在地里的敌人无所遁形，\n激起的冲击波可使周围敌人昏迷，\n在战斗中也非常实用。
TUT_TUTORIAL_TEXT_w340	破坏了水之元素核心，\n获得了水之力！\n按下[BTN:X ]可使小柴猫\n变身为水灵小柴猫。
TUT_TUTORIAL_TEXT_w343	按下[BTN:R1 ]，水灵小柴猫\n就会喷出水柱激流。\n水柱的射程远，气势足，\n对准各种物品喷射看看吧。
TUT_TUTORIAL_TEXT_w350	破坏了火之元素核心，\n获得了火之力！\n按下[BTN:A ]可使小柴猫\n变身为火灵小柴猫。
TUT_TUTORIAL_TEXT_w351	按下[BTN:R1 ]可使火灵小柴猫\n射出火焰弹。\n被火焰弹击中的物品会燃烧。
TUT_TUTORIAL_TEXT_w390	在损坏的物品旁，\n按住[BTN:L2 ]的同时旋转[BTN:LS ]，\n可以发动魔导术“回复”，\n使损坏的物品恢复原样。
TUT_TUTORIAL_TEXT_w400	按下[BTN:L1 ]回避敌人的攻击，\n将发动魔女时间，\n可暂时以超高速行动。\n用觉醒的力量讨伐摩根娜吧！
TUT_TUTORIAL_TEXT_w410	敌人发动攻击时，\n头上会显示标志。\n此时可按下[BTN:L2 ]，\n牢牢抓住对手。
TUT_TUTORIAL_TEXT_w411	在牢牢束缚对手后，\n捉住对手的时间会延长，\n给予对手的伤害也会增加。\n用新获得的力量迎击强敌吧。
TUT_TUTORIAL_TEXT_w420	水灵小柴猫\n在水中无拘无束。\n跳进水里，按下[BTN:RS ]\n就能熟练地游起泳来。
TUT_TUTORIAL_TEXT_w421	但请注意，\n只有水灵小柴猫可以游泳。\n跳入水中后，小柴猫\n将自动变身为水灵小柴猫。
TUT_TUTORIAL_TEXT_w430	水珠即为水之元素碎片，\n调查水珠可以吸收水之力，\n改变水位。
TUT_TUTORIAL_TEXT_w440	一部分妖精在战斗时，\n会布下屏障。\n当屏障存在时，\n对对手发动的大部分攻击将无效。
TUT_TUTORIAL_TEXT_w441	屏障分为几类，\n并且分别有不同的弱点。\n要攻破石之屏障，引发爆炸\n或者发动强力攻击会非常有效。
TUT_TUTORIAL_TEXT_w450	切换成抱抱模式后，\n消耗的魔力会慢慢回复。\n要时常回复魔力哦。
TUT_TUTORIAL_TEXT_w460	小柴猫不仅能用爪子与牙齿攻击，\n还能反弹敌人的攻击，\n即反击。
TUT_TUTORIAL_TEXT_w461	看准敌人的攻击，\n抓准时机按下[BTN:R1 ]，\n可使小柴猫反弹攻击并反击。\n
TUT_TUTORIAL_TEXT_w462	受到反击的敌人将暂时昏迷。\n但请注意，\n部分攻击是无法反弹的，\n千万不可大意。
TUT_TUTORIAL_TEXT_w480	石灵小柴猫可以在\n森林中的巨大蘑菇上\n进行践踏和跳跃，\n还可以借此跳到更高处！
TUT_TUTORIAL_TEXT_w490	小柴猫的攻击可以破坏\n神祠中的元素核心。
TUT_TUTORIAL_TEXT_w510	将人魂带到目的地吧。\n请注意，\n人魂一受到伤害就会消失！
TUT_TUTORIAL_TEXT_w511	人魂是非常脆弱的。\n稍微受到一点伤害就会消失。\n请一定要谨慎带路哦！
TUT_TUTORIAL_TEXT_w550	如果在森林里迷了路，\n就调查一下“森林路标”吧。\n它会引导你找到魔女藏身处。
TUT_TUTORIAL_TEXT_w560	帮助一定数量的人魂之后，\n就到人魂秘密基地里\n找柯尔姆吧。\n说不定能得到一些谢礼。
TUT_TUTORIAL_TEXT_w561	柯尔姆有话想说时，\n地图上将显示人魂标志，\n别错过了。
TUT_TUTORIAL_TEXT_w630	在濒死的敌人附近\n长按[BTN:R2 ]后放开，\n即可使用蓄力突击，\n给予敌人致命一击。
TUT_TUTORIAL_TEXT_w640	靠近被荆棘束缚捉住的敌人，\n长按[BTN:R2 ]后放开，\n即可使用蓄力突击，\n发动强力的协作攻击。
TUT_TUTORIAL_TEXT_w650	魔导术计量条增加两个，\n瑟蕾莎可连续使用荆棘束缚了！
TUT_TUTORIAL_TEXT_w651	连续发动荆棘束缚，\n可同时抓住两个敌人。
TUT_TUTORIAL_TEXT_w660	部分飞行敌人经不起打，\n光用荆棘束缚就能打倒，\n遇上飞行的敌人\n要记得将他们打落在地。
TUT_TUTORIAL_TEXT_w670	在世界地图中，\n或在带路时出现的足迹标志，\n代表着伊古妮丝推荐的地点。\n如果迷了路，就去那里看看吧。
TUT_TUTORIAL_TEXT_w680	当小柴猫与瑟蕾莎离得太远，\n或是距离迷迭香太近时，\n小柴猫便无法切换为抱抱模式。\n想办法让他们会合吧。
TUT_TUTORIAL_TEXT_w690	让小柴猫撞到柱子上，\n制造机会安抚它吧。\n即便柱子被撞坏，\n也可以通过回复将其修复。
TUT_TUTORIAL_TEXT_w700	用荆棘束缚抓住敌人后，\n在其附近长按[BTN:R2 ]后放开，\n即可发动连携技能。\n该技能威力强大，\n多多灵活运用吧！
TUT_TUTORIAL_TEXT_w710	可使用所持的可用道具。\n多多使用，\n让战况变得更有利吧！
TUT_TUTORIAL_TEXT_w720	在计时模式中，\n朝着最快纪录努力，\n和自己一较高下吧！
TUT_TUTORIAL_TEXT_w721	越过起跑线或开始战斗后计时开始。\n将根据攻略时长\n进行评价。
TUT_TUTORIAL_TEXT_w722	在计时模式中，\n拾取时钟可减少时间。\n请注意，受到伤害时，\n时间将会增加。
TUT_TUTORIAL_TEXT_w730	瑟蕾莎骑在小柴猫身上，\n并给予它魔力，\n可激发出小柴猫隐藏的力量，\n使其变为觉醒状态！
TUT_TUTORIAL_TEXT_w731	按下[BTN:L1 ]，\n觉醒后的小柴猫可进行回避；\n按下[BTN:R1 ]，\n可发动强大的攻击。
TUT_TUTORIAL_TEXT_w732	另外，按下[BTN:A ][BTN:B ][BTN:X ][BTN:Y ]，\n可发动火、石、水、木之攻击。\n用真正的力量决一胜负吧！
TUT_TUTORIAL_TEXT_w740	瑟蕾莎无法独自打倒敌人。\n灵活运用魔导术，\n制造逃跑的机会吧！
TUT_TUTORIAL_TEXT_w750	获得的炼狱果实\n可以让小柴猫\n学习强力的技能。
TUT_TUTORIAL_TEXT_w751	森林各处都长有炼狱果实，\n其位置已被详细标记在了地图上。
TUT_TUTORIAL_TEXT_w752	在森林中还沉睡着能让\n瑟蕾莎觉醒强力技能的东西。\n根据地图上的详细标记，\n搜索各个地方吧！
TUT_TUTORIAL_TEXT_w900	长按[BTN:L2 ]，\n贞德也可发动荆棘束缚。\n贞德的拘束术范围很广，\n可一次捉住圆圈内的敌人。
TUT_TUTORIAL_TEXT_w910	虽然发动一次后再次发动\n所需时间间隔比瑟蕾莎长，\n但如果能同时卷入\n更多敌人……？
TUT_TUTORIAL_TEXT_b000	瑟蕾莎和小柴猫能在这里学习技能。
TUT_TUTORIAL_TEXT_b001	右侧的是小柴猫的技能。
TUT_TUTORIAL_TEXT_b002	小柴猫的技能\n需要通过阿瓦隆结晶来学习。
TUT_TUTORIAL_TEXT_b003	将光标移到该技能上……
TUT_TUTORIAL_TEXT_b004	长按学习该技能吧。
TUT_TUTORIAL_TEXT_b005	左侧的是瑟蕾莎的技能。
TUT_TUTORIAL_TEXT_b006	瑟蕾莎的技能\n需要通过缟玛瑙蔷薇来学习。
TUT_TUTORIAL_TEXT_b007	学会各种各样的技能，\n在森林探险时发挥它们的作用吧。
TUT_TUTORIAL_TEXT_d001	伊古妮丝会引导瑟蕾莎前往已发现的魔女藏身处。
TUT_TUTORIAL_TEXT_d002	选择并前往想去的地方吧。
TUT_TUTORIAL_TEXT_d003	这是伊古妮丝推荐的标记，将它作为前进时的参考吧。
TUT_TUTORIAL_TEXT_e001	已解锁“调制道具”。
TUT_TUTORIAL_TEXT_e002	选择“调制道具”……
TUT_TUTORIAL_TEXT_e003	试试看吧。
TUT_TUTORIAL_TEXT_e004	瑟蕾莎可使用材料制作道具。
TUT_TUTORIAL_TEXT_e005	这是材料。\n材料可以在森林中拾取。
TUT_TUTORIAL_TEXT_e006	这是可用道具。\n获得道具后可以进行调制。
TUT_TUTORIAL_TEXT_e007	试着调制一下疗愈药水吧。
TUT_TUTORIAL_TEXT_e008	确定好制作的数量后……
TUT_TUTORIAL_TEXT_e009	开始调制！
TUT_TUTORIAL_TEXT_e010	放入材料后，就开始搅拌大缸吧。
TUT_TUTORIAL_TEXT_e011	大功告成！
TUT_TUTORIAL_TEXT_e012	长按[BTN:DP ]即可使用制作出的道具。
TUT_TUTORIAL_TEXT_e013	另外，按下[BTN:Y ]即可查看效果，多多参考吧。
TUT_TUTORIAL_TEXT_f001	已解锁“提尔纳诺”。
TUT_TUTORIAL_TEXT_g001	已解锁“更换服装”。
TUT_TUTORIAL_TEXT_ph000	瑟蕾莎移动
TUT_TUTORIAL_TEXT_ph001	（朝悬崖方向推）飞跃
TUT_TUTORIAL_TEXT_ph002	跳跃
TUT_TUTORIAL_TEXT_ph003	打水
TUT_TUTORIAL_TEXT_ph004	（按住[BTN:L1 ]）拉／推箱子
TUT_TUTORIAL_TEXT_ph005	爬上／爬下梯子
TUT_TUTORIAL_TEXT_ph006	拿起水桶
TUT_TUTORIAL_TEXT_ph007	（长按）跳舞
TUT_TUTORIAL_TEXT_ph008	（推摇杆）魔女脉冲
TUT_TUTORIAL_TEXT_ph009	（长按）跳舞
TUT_TUTORIAL_TEXT_ph010	（推摇杆）魔女脉冲
TUT_TUTORIAL_TEXT_ph011	瑟蕾莎移动
TUT_TUTORIAL_TEXT_ph012	（长按）荆棘束缚
TUT_TUTORIAL_TEXT_ph013	投掷小柴猫
TUT_TUTORIAL_TEXT_ph014	拉长小柴猫
TUT_TUTORIAL_TEXT_ph015	狗尾草跳跃
TUT_TUTORIAL_TEXT_ph016	吸收木之力
TUT_TUTORIAL_TEXT_ph017	吸收石之力
TUT_TUTORIAL_TEXT_ph018	吸收水之力
TUT_TUTORIAL_TEXT_ph019	吸收火之力
TUT_TUTORIAL_TEXT_ph020	（旋转）回复
TUT_TUTORIAL_TEXT_ph022	变身为木灵小柴猫
TUT_TUTORIAL_TEXT_ph023	变身为石灵小柴猫
TUT_TUTORIAL_TEXT_ph024	变身为水灵小柴猫
TUT_TUTORIAL_TEXT_ph025	变身为火灵小柴猫
TUT_TUTORIAL_TEXT_ph026	（长按）荆棘牢笼
TUT_TUTORIAL_TEXT_ph027	（长按）跳舞
TUT_TUTORIAL_TEXT_ph028	（推摇杆）魔女脉冲
TUT_TUTORIAL_TEXT_ph029	破坏核心
TUT_TUTORIAL_TEXT_ph030	瑟蕾莎移动
TUT_TUTORIAL_TEXT_ph031	拉长小柴猫
TUT_TUTORIAL_TEXT_ph032	切换为解放模式
TUT_TUTORIAL_TEXT_ph033	切换为抱抱模式
TUT_TUTORIAL_TEXT_ph034	抱住人魂
TUT_TUTORIAL_TEXT_ph035	投掷人魂
TUT_TUTORIAL_TEXT_ph036	吸收水之力
TUT_TUTORIAL_TEXT_ph037	通过抱抱模式回复魔力
TUT_TUTORIAL_TEXT_ph038	破坏元素核心
TUT_TUTORIAL_TEXT_ph039	用魔导器之光照亮
TUT_TUTORIAL_TEXT_ph040	学习技能
TUT_TUTORIAL_TEXT_ph041	（长按）荆棘束缚
TUT_TUTORIAL_TEXT_ph042	躲避
TUT_TUTORIAL_TEXT_ph043	（长按）荆棘束缚
TUT_TUTORIAL_TEXT_ph044	（长按）多重束缚
TUT_TUTORIAL_TEXT_ph045	（长按）荆棘束缚
TUT_TUTORIAL_TEXT_ph046	（长推）魔女脉冲
TUT_TUTORIAL_TEXT_ph047	（推动两次）魔女脉冲
TUT_TUTORIAL_TEXT_ph048	拿起篮子
TUT_TUTORIAL_TEXT_ph049	（长按）捉住第1个
TUT_TUTORIAL_TEXT_ph050	（长按）再捉1个
TUT_TUTORIAL_TEXT_ch000	移动恶魔
TUT_TUTORIAL_TEXT_ch001	攻击
TUT_TUTORIAL_TEXT_ch002	（朝悬崖方向推）向上爬
TUT_TUTORIAL_TEXT_ch003	跳跃
TUT_TUTORIAL_TEXT_ch004	反击
TUT_TUTORIAL_TEXT_ch005	抓挠攻击
TUT_TUTORIAL_TEXT_ch006	小柴猫移动
TUT_TUTORIAL_TEXT_ch007	抓挠攻击
TUT_TUTORIAL_TEXT_ch008	（长按）拉动
TUT_TUTORIAL_TEXT_ch010	（石灵小柴猫）践踏
TUT_TUTORIAL_TEXT_ch011	（水灵小柴猫）游泳
TUT_TUTORIAL_TEXT_ch012	（水灵小柴猫）水柱激流
TUT_TUTORIAL_TEXT_ch013	（水灵小柴猫）水柱激流
TUT_TUTORIAL_TEXT_ch014	（火灵小柴猫）火焰弹
TUT_TUTORIAL_TEXT_ch015	（石灵小柴猫）践踏
TUT_TUTORIAL_TEXT_ch016	变身为木灵小柴猫
TUT_TUTORIAL_TEXT_ch017	变身为石灵小柴猫
TUT_TUTORIAL_TEXT_ch018	变身为水灵小柴猫
TUT_TUTORIAL_TEXT_ch019	变身为火灵小柴猫
TUT_TUTORIAL_TEXT_ch020	（水灵小柴猫）水柱激流
TUT_TUTORIAL_TEXT_ch021	解除变身
TUT_TUTORIAL_TEXT_ch022	解除变身
TUT_TUTORIAL_TEXT_ch023	解除变身
TUT_TUTORIAL_TEXT_ch024	解除变身
TUT_TUTORIAL_TEXT_ch025	反击
TUT_TUTORIAL_TEXT_ch026	（长按）拉动
TUT_TUTORIAL_TEXT_ch027	左右移动
TUT_TUTORIAL_TEXT_ch028	跳跃
TUT_TUTORIAL_TEXT_ch029	滑行
TUT_TUTORIAL_TEXT_ch030	（长按后松开）咬杀！
TUT_TUTORIAL_TEXT_ch031	（长按后松开）束缚连击
TUT_TUTORIAL_TEXT_ch032	躲避
Text/tutorial_MES
TUT_TUTORIAL_NAME_w000	调查
TUT_TUTORIAL_NAME_w010	许愿灯笼
TUT_TUTORIAL_NAME_w011	许愿灯笼
TUT_TUTORIAL_NAME_w020	魔女脉冲
TUT_TUTORIAL_NAME_w022	魔女脉冲（一直推动）
TUT_TUTORIAL_NAME_w023	魔女脉冲（推动两次）
TUT_TUTORIAL_NAME_w024	魔女脉冲
TUT_TUTORIAL_NAME_w025	魔女脉冲（连续）
TUT_TUTORIAL_NAME_w026	魔女脉冲（连续）
TUT_TUTORIAL_NAME_w030	瑟蕾莎的体力
TUT_TUTORIAL_NAME_w031	瑟蕾莎的体力
TUT_TUTORIAL_NAME_w040	基础战斗知识
TUT_TUTORIAL_NAME_w041	基础战斗知识
TUT_TUTORIAL_NAME_w050	两人分头前进
TUT_TUTORIAL_NAME_w051	两人分头前进
TUT_TUTORIAL_NAME_w060	迷迭香
TUT_TUTORIAL_NAME_w070	荆棘束缚
TUT_TUTORIAL_NAME_w080	一起前进
TUT_TUTORIAL_NAME_w081	一起前进
TUT_TUTORIAL_NAME_w090	投掷小柴猫
TUT_TUTORIAL_NAME_w100	切换模式
TUT_TUTORIAL_NAME_w101	切换模式
TUT_TUTORIAL_NAME_w102	切换模式
TUT_TUTORIAL_NAME_w120	魔女藏身处
TUT_TUTORIAL_NAME_w125	狼的足迹
TUT_TUTORIAL_NAME_w130	笔记
TUT_TUTORIAL_NAME_w140	人魂
TUT_TUTORIAL_NAME_w141	人魂
TUT_TUTORIAL_NAME_w160	魔导器之光
TUT_TUTORIAL_NAME_w165	魔导器之光（照亮敌人）
TUT_TUTORIAL_NAME_w170	幻影妖域提尔纳诺
TUT_TUTORIAL_NAME_w171	幻影妖域提尔纳诺
TUT_TUTORIAL_NAME_w260	更换服装
TUT_TUTORIAL_NAME_w270	伊古妮丝的带路
TUT_TUTORIAL_NAME_w280	提尔纳诺
TUT_TUTORIAL_NAME_w281	提尔纳诺
