CommonMsg\CuiMsgWin.msbt
Msg_Network_Error	发生连接错误。
d5abfcdd-3bd9-42b0-9b79-eaa797756d1b	那是……{color[0100]}章鱼狙击兵{color[ffff]}？
fb9168da-4df9-41da-8ac6-a0a4b64d7a63	哇！到处都是墨汁——
LogicMsg\fogZones.msbt
41e9917b-0e53-4399-8bb7-cae53b5f56c1	呜哇，一下子出现了好多！
66c44b04-add5-410e-a54a-1831632fcbe6	还有哦！
6c25cf90-bc21-4b1e-b489-28d796833a00	还剩1只！
856ac6d5-4465-4a6b-86cf-1cc52bf51ce7	又来了！！
881118d8-a71d-4b65-83f8-341fabaf554b	这里是……终点吧？
91a7fa06-76ea-49ae-9b3c-ec56a6c88750	还是不要贸然闯过去比较好哦～
d3abef05-8d14-44b8-a5e6-ee51d7016845	上面好像也有什么东西，小心啊，3号！
f3741973-9475-4c37-9492-5490960a0a8d	是{color[0100]}终极发射{color[ffff]}！\n用它就能冲出重围了吧？
LogicMsg\forwardShoot.msbt
34b2dfb9-28cd-4570-ae51-4dceb28fd7f5	好像只要你到那里就会开始！
3a97942b-91f5-4300-a078-6c562217fdef	冲刺！冲刺——！
6964651b-b2c5-40c2-a1fb-80633c821b50	还剩10个！最后冲刺！！
a0eaf0c0-4fd9-4612-81ca-11171449a289	要注意墨汁剩余量哦～
dbf7ef0c-b96c-4cdd-bf7f-992912e4af0f	还剩一半！
LogicMsg\indoor.msbt
1fd2bb2c-c4e3-4638-89b6-c048d7571161	咦？没有{color[0100]}钥匙{color[ffff]}？
2d3a4e4c-0f62-4488-9526-d7fd075a4c3a	这里是2楼吧？唔……有点高啊……
2e70a00b-956d-4d80-be3d-d3a5ca2a8200	唔……这附近会不会有{[031a|0000803f00000000]}{color[0100]}钥匙{color[ffff]}呢？
370f19bc-76ce-4160-9730-2bbd96a5207d	发现{color[0100]}钥匙{color[ffff]}啦～
5f32135c-4c04-4b9b-8a56-bc802fc60c05	哦，能看见{color[0100]}终点{color[ffff]}了。
6c1ba049-6e57-4285-b765-be543fcc74db	又拿到{color[0100]}钥匙{color[ffff]}啦——！
7300bfab-b5c5-4f65-a9aa-608c10919f85	桥搭好啦！这样就能前往终点了！
a83c0d89-c421-4c5e-a440-cfff145a527c	太棒啦，拿到{color[0100]}钥匙{color[ffff]}了！
bcdb4de6-985a-46ee-8380-1574b53cb664	有敌人，小心前进。
f449c6f0-c98f-4d15-b55a-6dc88a84fe08	{color[0100]}钥匙{color[ffff]}出现啦～
f9f2839a-8134-4261-94a8-571852743fb1	是{color[0100]}鲨鱼坐骑{color[ffff]}！\n面向想要前进的方向，按{[0308|cdcc4c3f00000000]}突击——！
ff35ff10-9143-4fe9-9ba0-4da82ca4411d	看见{color[0100]}终点{color[ffff]}了——！
LogicMsg\inkLimitHard.msbt
1e7cd79d-dce8-499b-96c4-e40ed42f8d72	“我觉得你还算鱿型。”\n司令是这么说的哦！
1f6aff1b-79ec-4d84-a406-1d8d4ad9590e	墨汁剩余量很少了！
252d9f91-4477-4bac-a4a4-65d2d8827262	哇！居然没用墨汁就抵达了终点！
26b04506-69d9-471c-b49a-29f50dd9da01	接下来只要向终点前进就行了！
2f4cf82a-b402-4bc3-80d4-ceb922b6a9fb	唔……还没抵达终点吗？
49f8fc1e-49d9-4ca7-a5e0-5f11424db937	我相信如今的3号\n一定能顺利渡过难关！
4c182a8e-1e87-40ff-a8cc-9293e60a2f08	已经用掉一半墨汁了哦！
5354c6be-0b1f-47e8-83fb-a52e3a1294fd	“不战而胜……相当鱿型。”\n司令是这么说的哦。
6c84acc7-cb37-4588-8da3-3864867d58e7	墨汁不会回复，要小心使用！
799e64b8-7e16-42da-85c2-eb09e218c741	啊，墨汁用完了……
94088b0e-137d-419b-b837-208304637622	“我觉得你很鱿型哦！”\n司令是这么说的哦！！
968a6426-da9c-43ce-8bb5-09988c9578b6	快要抵达终点了哦！\n总算是要结束了呢。
a9ffc2bd-51f1-406e-ba47-2808653a0143	你已经能熟练使用{color[0100]}窄域标记枪{color[ffff]}了呢！\n3号真厉害！！
ad4dac46-5dd2-4aa1-8e78-84a811d23991	你只靠那么一点墨汁\n就击倒了很多章鱼呢～
ca8e1cfc-6b5a-4cfa-b27e-6da684547a6a	你该不会……\n将章鱼全都解决掉了吧？！
ea2e69e5-6033-4562-af8b-8f0c5cf8ebaa	要小心翼翼地前进哦，3号。
f50349d9-b5ea-4c44-9926-060c8ec59e79	“从表现上来看，没有问题。”\n司令是这么说的哦。
fccaf659-1f66-4cbe-97e7-32c6f06c17f4	虽然使用了墨汁，\n但你在没击倒任何1只章鱼的情况下抵达终点了呢！
LogicMsg\inkLimitPaintFes.msbt
00987464-72db-497a-8190-64e5580f3f98	意思是……要瞄准{color[0100]}涂色轮子{color[ffff]}中央的鲑鱼卵射击吗？
03673d1d-345b-4e53-94c7-d34f552fdf00	注意墨汁剩余量～
302d87b1-edd1-440e-a025-a68a0ae6fdf1	啊！前方有{color[0100]}喷泉{color[ffff]}！
3bec5c04-043b-4087-a1f2-28979f6ee813	跟在{color[0100]}涂色轮子{color[ffff]}后面前进吧——！
4b858e0a-a8d4-4cd0-82a9-aa5dce75b99d	这里有好多{color[0100]}开关{color[ffff]}哦。
58bbe6ef-d4b7-4126-855e-6b45e24538da	得好好考虑使用的场合才行。
944a7729-e68c-473f-8133-d8034775ec4b	墨汁快要用完了哦！
9cd0cb9a-d4c0-482d-bfa7-14c162c19c22	在这里好像不能回复墨汁。
d0398d88-e6ac-4aee-a30d-330fb622fd44	不错呀，3号～真厉害。
dbee848b-7c73-42bf-b68f-806702fbc9ee	墨汁用完了……
faf060f4-bc50-49d4-a8a1-433319f76292	要全部涂上好像很困难呢……
LogicMsg\inkRailMountain.msbt
07c55aad-0782-4f62-a149-64c0071102d1	这里的{color[0100]}墨汁轨道{color[ffff]}是往空中延伸的吗？
0b8bde31-3bdd-4fd4-aaa0-350938113e22	涂涂棒就像波浪一样呢……得看准时机才行啊。
3c4de050-7fc2-4e5f-a96b-a177a4bf692d	成功通过了呢！真厉害！
3e74964f-2904-45a5-a24a-12e68334ba16	感觉被{color[0100]}涂涂棒{color[ffff]}打到会很疼……
4b0c4e44-0d80-4fff-a11c-2d828c892de8	呼～真是惊险～
509a09a1-29ab-4e4e-b10a-dc7f1b90d5a3	仔细观察{color[0100]}涂涂棒{color[ffff]}的动作吧——！
6fbc3caf-6125-4d28-9f8e-a4c045793d5c	墨汁发射的攻击距离不够啊……按{[030a|0000803f00000000]}用{color[0100]}炸弹{color[ffff]}或许够得到？
75228c14-13e6-4772-89db-097c1a364140	绕后成功♪解决它们吧！
7ac618bb-af8c-4976-a922-4abb7c1a8732	获得了所有炸鱿鱼圈呢♪
7e30121e-97cc-48a8-8451-4f49ffd64464	“{color[0100]}墨汁轨道{color[ffff]}会告诉你正确的前进道路。”\n司令这么说了哦。
8cca503f-6281-46b1-bcd9-c4f32bc5f920	在{color[0100]}墨汁轨道{color[ffff]}上也可以按{[0301|0000803f00000000]}跳跃哦。
92954aac-ffdd-4ab7-b653-198bded7e6d7	发现远处有{color[0100]}章鱼狙击兵{color[ffff]}！提高警惕！
9e544886-658f-4930-9cf1-42aa58c374d5	是{color[0100]}墨汁轨道{color[ffff]}，总之先攻击它吧。
b8485cda-84b7-49f3-800e-67ed05340c28	有很多小型立足处哦！
LogicMsg\jetPack.msbt
2656ff55-cea7-461a-a1a8-5fcf530f7f65	发现{color[0100]}章鱼狙击兵{color[ffff]}！提高警惕！
2919dd76-3ed3-438f-aa3d-616d50565ba9	好～
345c74fc-c01e-4e74-a1d0-0f7b1435d0fd	按{[0301|0000803f00000000]}可以稍微浮起来哦！
599cbc08-e944-48f8-98c2-08a9a99ca644	使用{color[0100]}喷射背包{color[ffff]}时，也可以按{[030b|0000803f00000000]}潜伏哦～
77ac6a55-e1cb-405a-90f6-c8f0b22b504a	哇！{color[0100]}涂涂棒{color[ffff]}真碍事啊——！
7bac03f2-c848-4220-a6a7-284640847259	距离感很重要哦。
83a40641-78bb-45ff-b8ba-9a20ff3e4a6e	这里要下去哦。
8eca937e-4583-4917-8ee9-45bd280eaba3	这正中间的是{color[0100]}炸弹气球{color[ffff]}吧？
ea4e4c69-7f6c-407d-83d6-142be67fb87d	{color[0100]}跳跃点{color[ffff]}出现了！
f5d2bf5c-a3ef-417f-b0b2-cc9f46b0484a	唔……3号，你能行吗？
f7ee40f1-715e-441b-b899-7791b54a586f	太好了！
LogicMsg\kagidumeClimb.msbt
33ddac1a-e715-4388-bee0-975523a7a26b	哦～用{color[0100]}触手喷射{color[ffff]}就能通过了呢。
3e92ad06-15d4-4a1c-baf2-ee7a087871f3	唔，{color[0100]}章鱼指挥官{color[ffff]}啊……
40403802-1b62-43e2-9e53-665707665a5b	需要{[031a|0000803f00000000]}{color[0100]}钥匙{color[ffff]}呢。
56bcbfe1-be5f-47b1-82ec-3649d4f25bcc	好厉害——！
5b3ca3b1-3ff7-4034-a1c9-6991ecfb40c8	太好啦！
5c2c670a-974b-40ab-85f6-d53e5ef8d24b	英雄孤影，奔于大地，舞于天空～
693606a9-9719-4327-ab89-3dcde823c632	哇，是{color[0100]}章鱼狙击兵{color[ffff]}！
74424548-736a-4f89-86ca-12863b04f66a	啊，是{color[0100]}钥匙{color[ffff]}！
7a5064b4-e08c-4f11-85d5-a9643bf42f2e	靠近一点干掉它吧～
81a437b4-63a0-4933-9d14-dfb46338544d	前方发现巨大的门！
85db272e-1ab6-4d36-ab6d-3626cefb4351	唯有墨汁飞沫留于身后——
88471ac6-7a1e-4087-991e-3ad065f2ef16	咚——！
8b93e8f1-5b1b-4d3a-b33c-df0c3bba985c	灵活利用高处吧。
9730631c-e7ab-416c-b9b5-ea4d1b149d4e	有看起来很棘手的守门者在呢……
9b6aadae-58ac-449c-93e4-c88ba0bb4803	那只章鱼很强，要小心。
ab0993d9-10c8-4eee-b36e-74c10fcaefa0	发现好东西了！不过好像拿不到？！
b4b2b6cb-8065-408b-8746-2c5854247d79	离章鱼好远啊，按{color[0100]}{[030a|0000803f00000000]}{color[ffff]}用{color[0100]}触手喷射{color[ffff]}过去如何？
be3d419f-f996-4046-a126-d7149d62c065	门也开了呢。
d0fe5ae6-0970-4a0f-9fd5-c81a467a1ed0	漂亮！
d1ad3b28-5822-4ddd-89be-4108efc93573	3号，太好啦！
e314d767-dcde-4cb1-8f85-c350b7a51b53	真是毫无遗漏～
LogicMsg\kanitank.msbt
295f05bc-049c-41b3-b66a-e13be46cbb36	掉下来啦，那就爬墙回去吧！
393251fe-9af7-445e-8461-b7024a7b39f8	3号，你好敏锐啊，一个都没落下呢～
48ac2f9b-0105-4fd7-a13e-283902f0802d	这样就破坏掉所有标靶了吧？
52a985ee-a99c-4598-a5e5-e735cfd0c893	好像有什么厉害的东西出现了——！！
671d18af-c6df-4bc3-9999-e1e42f729d7c	虽然它善于应对来自正面的攻击，但也不是无敌的哦。
7ed21598-7e29-46d7-8c33-2074c727c848	好像就算进行跳跃也够不到啊……
841d74eb-3c8b-41e3-be2c-d381d37a70d6	好啦，开关全部涂好了。
a33b1f67-bd33-4198-877c-ae1c182fb621	动起来了……这是什么啊？
a6c4213b-a8f1-45c6-9052-1951180afea2	拿出你的勇气，跳吧——！
aa8dcba2-05f6-4b77-bbf8-b6da6bf859c4	按{[030c|0000803f00000000]}{color[0100]}连射墨汁{color[ffff]}，按{[030a|0000803f00000000]}发射{color[0100]}加农炮{color[ffff]}，轰轰——！
ae360007-2433-48af-94f1-4fff521698d7	按{[030b|0000803f00000000]}变形时，可以按{[0301|0000803f00000000]}进行跳跃哦。
c4ec7899-81bc-4227-a124-dc34165d1cc6	哇啊，脸打开了——！
cd7d3bfe-c1d2-4a5d-8016-133709c0a6c7	按{[030b|0000803f00000000]}{color[0100]}变形{color[ffff]}！变形时可以滚动或爬上墙壁哦！
ce553624-dfa2-4c1b-8474-874be52b98af	动作是不是变了？
d5071914-401f-4263-88dd-d02cb2f2acf3	总之先试着往上爬吧。
e363cc07-e964-4ef1-95c8-18dd28407011	太厉害了！去试试破坏更多{[0318|0000803f00000000]}{color[0100]}标靶{color[ffff]}吧！
LogicMsg\LaunchPadWorld.msbt
4e8b9051-2560-4d37-8033-c3dd14eb3654	鲼——！{[0405]}（大姐头——！）\x0f\x04\x05
66257e90-944d-44f6-9952-bb3eabdde395	只要将宝物卖掉，就能稍微减轻财政上的负担，\n让大家过上安心一些的生活。
6b786032-0556-42f6-b21b-98704cddb6da	鱼浆帮的各位\n为什么会盯上宝物啊？
71217ddf-2270-49e4-a013-b6fd21b79dac	其实，蛮颓镇的财政情况很不妙……\n所以我们想为受苦的镇民们做些什么。
9bba56d3-c861-4a1f-8abf-fbc71033df64	真没想到，原来你们心地这么善良。
08e83b0f-327b-41a0-9a67-f473797243c1	所需的物品有3件……
119b6802-4b5f-4eb5-8680-7a8960cf6afd	居然很正常地加入了对话……
124d4a2e-bac1-4664-b26d-490b2b13d5d1	如果想涂上新的颜色，\n就必须先舍弃某物……
24e4bd9e-bdfc-428d-8b52-482fbec38cd0	你的头脑充满了丰富的经验，实在是太美了……\n它的精华一定无可挑剔。
2c37b6c3-0025-4610-b3dc-b8addf67d8de	爷爷应该在更上面的地方……\n鼓足精神前进吧！
2c6b1709-ced4-4648-8432-242055fab416	现在的世界失去了平衡。
310d9b6b-e68c-4e63-bd71-d797eee64837	我听不懂你在说什么，赶紧给我松绑！
37b988b5-a494-491e-aa12-f05c8b0b75cd	嗯……看来情况变得很不得了呢……
37e93cf2-24d0-46b9-aded-1ee9433b2cb3	不必多说，你肯定会帮忙的吧？
424ea49b-c15e-4ead-ba3f-0c939b8042e5	所以我制造出了绒毛墨汁……\n并且收集了大量金鲑鱼卵。
578b79e3-214a-427f-914c-9b50de941021	感觉很危险啊……\n抓紧时间吧，3号！
60635a61-f72f-4b9f-a1fa-db2530e8d180	拜托了，3号，请你帮帮忙吧！
6350126b-3ef9-4ad7-9ad0-ca09e0b4090a	各位的工作表现真的相当出色哦。
672a8b0a-b3c2-41c2-9fdc-7961d29cf7c7	喂～你有在听我说话吗？
76aa7cf7-8b5d-4ed7-ac3a-779576f7d7c6	涂墨的同时，一定会有事物被覆盖。
782b95b0-e0ef-496e-8b6b-806af7b94ec8	我将拯救这个地球上的\n所有生命……
786e3a44-d228-4b61-a0a2-30cfa35b2455	好疼！你不要吸啊！！\n啊？！
795e7776-bc53-4c71-a4c2-a4547ed29e33	你、你到底在说些什么？\n莫非是在说梦话吗？
8238efc5-6a86-4d96-8228-579f9c9814ae	我必须把这一切恢复成应有的样子。
96b15df9-567b-469a-83fb-95cf8136e15d	什……别靠近我！
a684bb0b-551c-4d4d-acdd-eefe74437cb3	啊……咦～～～
bd1e958c-a233-4f81-8cc7-2dc35d2a685b	你就作为地球的代表，\n为我提供协助吧。
c7f4f901-fd48-4d96-9671-805c61560a0b	然后就能打开通往新时代的大门了。
caf38b73-bbfa-4f7d-909a-fa84d9dbd9f9	鲼！{[0405]}（好，出发吧！）\x0f\x04\x05
ce851d6f-84d4-4b70-adbd-ed19657b7d01	放心吧……你马上就能获得自由了。
d1161297-75ee-4f83-91a1-0f34225d1b9b	正确的容器、正确的灵魂，以及……\n能够正确引导这两者的头脑。
d73abc52-4a26-41be-a3c9-a10e0a8957c2	说起来，我总感觉在哪里见过大姐头她们……\n是我的错觉吗？
d83a6ff6-db13-4d73-8d6a-fc706cba5c40	喂，那个叫什么熊先生的，\n你把我绑起来到底是打算做什么！
de144b64-2bef-448d-a332-f83433a8a0fb	什么？！拯救所有生命？
e84f631b-0ed6-4987-9624-7c23a3828710	哺乳类和鱼贝类……\n两者的地位互换了。
LogicMsg\liftOnTheWater.msbt
324b2f3e-bfde-49ca-813a-3d92214fe9f2	干得漂亮！
4613feb0-962c-4d73-bbe0-61d0bded0463	终于到终点了，\n辛苦了！
5a6a3c20-f1f6-4f8c-bd44-40195e2d92d0	漂亮～接下来就剩抵达终点了。
7f43ba32-3855-4ab2-8b2d-95525be3e540	向下前进～
8104e11f-0a53-426f-b932-04d7f15730ac	哦，前方发现敌人，\n提高警惕！
951a2fc9-f77d-43a1-9a2a-9be6526565de	哇——好多螺旋桨踏板啊！\n移动过去时要小心！！
a5f75457-2dc9-4f8e-834b-a6acde24e5aa	走下踏板时小心一点。
d9f9b9a0-ffcf-408b-91d5-a0613b92110e	{color[0100]}章鱼指挥官{color[ffff]}有点棘手啊……\n只能藏身在柱子后面慢慢靠近了。
db61f4fe-0f4b-49dc-a66f-1af41c6dbe2a	咻～地一下过去哦。
dd38eaf8-e732-47b4-a445-4d2679e56c8e	前面到底怎么回事……
e6266e66-9bc8-4469-a20f-8dc0df997e2a	正前方发现终点！\n……但是似乎没办法直接过去。
ec162189-120e-40f7-b6e2-d3b0914fa097	抵达目的地～\n在墙壁上涂墨登上去吧。
LogicMsg\lineMarker.msbt
01b7bdef-67cb-4600-83b4-b41f2b3b601b	做得好。
0aa2d2ec-a062-4020-8ea9-7931f01eae06	1、2、3、4……看来没那么容易搞定呢。
3221f919-94d0-4b86-b30a-6484baaeefde	太好了——！原来如此啊！
324dc23c-f647-449b-9bb1-43549413e836	唔！这次有3个{color[0100]}开关{color[ffff]}！
47a3ef17-3a52-4936-903d-93af510c973f	好——！那就不断投掷{color[0100]}标线器{color[ffff]}吧——！
512b8555-0dfc-432d-8c4d-e023b54b3bfe	干得漂亮——！
59d8632c-cb72-40e7-994a-654d1d28b6d4	看准时机打破{color[0100]}炸弹气球{color[ffff]}吧。
7f705d7c-46c5-4937-88c4-aeb9cef83add	原来如此，接下来是旁边的。
91f20dd4-0091-4ce4-b8b5-e38b90ede127	咦？这里是怎么回事啊？！
9c2f95b9-f586-4192-a688-e3d38e5029f7	那个{color[0100]}开关{color[ffff]}有点远啊。
aa2f4e4f-8596-4d74-832e-26d38414ae3f	啊！旋转方向改变了！
b3143fe9-7ed3-45f9-bdd2-10d34a222138	真厉害啊，3号。
b6be2ea8-9186-40b1-923d-422f1c374bf9	太快了吧！
c0e079d2-ec35-41e9-ab66-e5f0d11aeda3	这是最后1个了吧，辛苦了～3号。
c4cf31dd-7c38-4b3d-954e-c0b019e8c357	呃，1号，出力的又不是你……
ca5b5e25-f3f0-426e-a319-8ca38cffb246	玻璃对面的{color[0100]}开关{color[ffff]}在旋转！
d331b6cb-575a-45e3-a75e-48fa1c1f215d	还有敌人哦！
d984ea43-b9f2-443c-a994-e451b4cc8f95	好像动起来了……
dfab8c6f-2d70-4884-8f19-da18c682c4e8	用{color[0100]}标线器{color[ffff]}的话，应该很轻松吧。
LogicMsg\mazeClimb.msbt
596d2f8a-63ee-4c00-98ec-2f9d8de1109a	抵达终点——！！
3bf6a58a-b72f-4f43-bba9-e9a87102fb3c	这个出口出不去啊……
85cf0139-bcf1-48cb-8768-4032313c16be	……是要爬上去吗？
a9897acb-efc1-4ee5-bc2a-b749b8f132d4	哇哇，动起来了！
LogicMsg\missileAirship.msbt
095d3008-f8a4-45be-9896-945fe7096116	真令人兴奋！
09fb313c-a6fd-4caa-8f1e-0bde2ff7d5d6	这个{color[0100]}章鱼导弹兵{color[ffff]}……应该能乘上去吧？
39d22a31-8078-40f2-8618-223f1d5e3f28	感觉这里很喧闹呢……
4f1978ba-5dd1-48f9-afe2-1f2f0d168c9a	呀！是死路？！\n先下去一次吧！
556db72a-d62d-4015-bdab-1c5c6cf1fcf2	3号！小心前面！！
5f1f2aad-1d6f-46cb-b8df-c4e524a1d643	请注意！\n本飞船即将抵达终点——！
678316a5-2e89-48c4-9a54-916cac3a9dda	下船时请小心脚下～
ad0f2628-6478-4e32-8b09-03e20e0d412f	路好像通了呢～
b26b894a-66cd-4ddd-b9e5-5b2e42ff5fcb	乘上去吧——！
c4f1b68d-5489-4242-824e-2a45572ab8ed	攻击又要来了！！！
LogicMsg\Msn_LastBoss01.msbt
14e090a0-ad4d-49b3-b282-a66c43f18975	熊先生坐下了！他可能有什么企图！
47c3f0f4-af13-49cb-b04e-7765e70f89bc	熊先生想要翻滚……？
5c7e2651-66a4-4bb4-beb0-a423e3a38b06	哇！绒毛墨汁的{[0316|0000803f00000000]}{color[0100]}核心{color[ffff]}出现了？！
5eafff55-1554-4069-9ed4-6e76eae1e1ad	要不射击那颜色怪怪的地方吧？
76931577-5e70-4013-b718-cea1a9a7bf6c	快转了半圈了！坚持住啊，3号——！！
857e292b-d85d-4555-879c-ac60aa30c84e	好极了！{color[0100]}核心{color[ffff]}出现了！！
b40eab39-2c05-4490-9388-6c28ed8412b9	熊先生的肚子上有颜色怪怪的地方········
b833dc76-cfa8-48f8-a5e3-2cefa214b43e	是金鲑鱼卵！这个或许能派上用场……！
c5269e9f-fc25-4e20-b635-0fde232b354b	他好像又要翻滚了！提高警惕！
cd16b0b0-c294-4093-87f8-e70e59855fe6	3号和小鲑鱼干得好！这下可以前进了！
daae7b48-be3b-4ece-9ff4-3c18f03027e7	就是现在，3号！做个了结吧——！！
fe9b924a-0c3a-4338-b6b5-0a0a4bda6170	火箭在旋转！快冲刺，不然会掉下去！
LogicMsg\Msn_LastBoss02.msbt
07bd2e1e-2509-4735-964f-df0864dcf19f	噢！奏效了！
1bf6d535-17ab-4ddb-a558-b732df112665	保持这个状态继续压制吧！！
20c3b73e-003b-4cca-8e4f-70d75bf125f8	要是打中那个，会被炸飞的——！
2516864f-2b4d-4985-934b-7449e58dfd01	哇，敌人过来了——！
38e20e07-db3e-4e82-aded-669366e3c847	鲼！{[0405]}（还剩1分钟！）\x0f\x04\x05
405f7ea6-69b1-472a-8305-5f3b2d4bcd16	要看准你与核心之间的距离！
4405a677-71c3-4133-a4fa-2a4a5df7d38c	哦——！大鲑鱼大人，好机会！\n就是那里——！
5022fa50-212e-4ab3-b32f-ebf4cd7772a2	背后毫无防备呢～！
54315d73-6f63-4a15-a37f-1c914e0b8ff5	使用吸墨机吸取时，移动速度会变慢，要注意哦。
5458b414-d635-45c9-a687-69b6e0d5b755	将吸取到的能量全数奉还！！
582a300d-dd7a-4a3f-9e23-00b3769ba352	哼！不错！
590bafcb-c7eb-4f6d-9b0c-a0a3af789b4b	鲼鲼！{[0405]}（趁现在，吸取核心！！）\x0f\x04\x05
5eb2b808-0591-4f3b-840b-eac634111485	假的核心可能{color[0100]}无法被吸取{color[ffff]}……不妙啊～
5f7de01d-7332-4a0b-bacc-e6a1d679076c	决不放弃！这是战场上的铁则——！！！
5fb66589-550b-4db9-97c2-8f49480100e4	还剩30秒！！
7589e7e7-88ba-4bfd-9ce9-a157c767e4ad	按{[030b|0000803f00000000]}乘上蛸壶王者后，\n推动{[0307|cdcc4c3f00000000]}来移动吧！
81860e16-bae3-4663-9fc1-8ea5106a460a	哼……！无法吸取假的核心！
8b8a0510-c57f-4fd1-a397-9488eebd3afd	啊——！快没时间了！！
8c58f4b3-8880-4d61-b773-cc5d2f413253	明明吸取了所有核心，他还是没停下来！\n该怎么办才好啊——！！
8d3d03bd-a2ff-4066-b5b3-e66d8f4429e5	还剩3分钟！加油！
919e96d5-8c8d-4f2e-9691-af2c448fd6d8	鲼——！{[0405]}（要吸取了哦！）\x0f\x04\x05
93825f65-ce08-4d18-b61a-884d256302e6	按住{[030c|0000803f00000000]}的时候，吸墨机会咻～地伸长哦！
9da62711-da15-438a-a2e0-4d49204e33c9	按{[030b|0000803f00000000]}乘上去，然后推动{[0307|cdcc4c3f00000000]}来移动！
9f0b1ca9-27bb-479e-b733-2211cd72ad08	控制准星，好好瞄准敌人！
a421dc52-08e6-42ad-9756-08fd7aab7e8b	好——！还剩最后一个了！！
ba7312a7-c322-45cd-944f-7b819776234c	上啊——————！！！
c02a89a2-6987-4eb0-97af-d9051f68fd8f	敌人来了！小心！
c5954c67-61eb-4658-9d8f-7c514d50a337	喂，芥末章鱼，这边！
c5f0c63e-fb2d-427b-92ab-4a0c3ae695f2	还剩2分钟了！
c700b25f-f1d9-4871-8ad9-616340785ac9	按住{[030c|0000803f00000000]}的时候，{color[0100]}吸墨机会伸长{color[ffff]}，\n瞄准核心来吸取吧！
