CommonMsg\CuiMsgWin.msbt
Msg_Network_Error	通信エラーが発生しました
6c25cf90-bc21-4b1e-b489-28d796833a00	あと１体！
856ac6d5-4465-4a6b-86cf-1cc52bf51ce7	また来た！！
881118d8-a71d-4b65-83f8-341fabaf554b	ゴール… だよね？
91a7fa06-76ea-49ae-9b3c-ec56a6c88750	うかつに飛びこまないほうが いいかもね～
d3abef05-8d14-44b8-a5e6-ee51d7016845	上にも何かいるみたいだよ、気をつけて３号！
f3741973-9475-4c37-9492-5490960a0a8d	{color[0100]}ウルトラショット{color[ffff]}！\nこれでなんとか 切り抜けられるかな？
LogicMsg\forwardShoot.msbt
34b2dfb9-28cd-4570-ae51-4dceb28fd7f5	あっちに着いたら始まるみたい！
3a97942b-91f5-4300-a078-6c562217fdef	ダッシュダッシュー！
6964651b-b2c5-40c2-a1fb-80633c821b50	あと１０個！ ラストスパート！！
a0eaf0c0-4fd9-4612-81ca-11171449a289	インク残量に気をつけてこ～
dbf7ef0c-b96c-4cdd-bf7f-992912e4af0f	あと半分！
LogicMsg\indoor.msbt
1fd2bb2c-c4e3-4638-89b6-c048d7571161	あれ？ {color[0100]}カギ{color[ffff]}ないね？
2d3a4e4c-0f62-4488-9526-d7fd075a4c3a	ここは２階かな？ うぅ、ちょっと高い…
2e70a00b-956d-4d80-be3d-d3a5ca2a8200	うーん、どっかに{[031a|0000803f00000000]}{color[0100]}カギ{color[ffff]}ないかな？
370f19bc-76ce-4160-9730-2bbd96a5207d	{color[0100]}カギ{color[ffff]}はっけ～ん
5f32135c-4c04-4b9b-8a56-bc802fc60c05	お、{color[0100]}ゴール{color[ffff]}が見える
6c1ba049-6e57-4285-b765-be543fcc74db	またまた {color[0100]}カギ{color[ffff]}ゲットー！
7300bfab-b5c5-4f65-a9aa-608c10919f85	橋ができたよ！ これでゴールに行けるね！
a83c0d89-c421-4c5e-a440-cfff145a527c	やったね、{color[0100]}カギ{color[ffff]}ゲット！
bcdb4de6-985a-46ee-8380-1574b53cb664	敵おるね、注意して進も
f449c6f0-c98f-4d15-b55a-6dc88a84fe08	{color[0100]}カギ{color[ffff]}出たよ～
f9f2839a-8134-4261-94a8-571852743fb1	{color[0100]}サメライド{color[ffff]}だね！\n行きたい方を見て {[0308|cdcc4c3f00000000]}押して突撃だー！
ff35ff10-9143-4fe9-9ba0-4da82ca4411d	{color[0100]}ゴール{color[ffff]}見えたー！
LogicMsg\inkLimitHard.msbt
1e7cd79d-dce8-499b-96c4-e40ed42f8d72	「まあまあ イカしてると思う」\nって、 司令も言ってるよ！
1f6aff1b-79ec-4d84-a406-1d8d4ad9590e	インク、残り少ないよ！
252d9f91-4477-4bac-a4a4-65d2d8827262	わわ！ 一度もインク使わずにゴールまで来ちゃったよ！
26b04506-69d9-471c-b49a-29f50dd9da01	あとはゴールを目指すのみ！
2f4cf82a-b402-4bc3-80d4-ceb922b6a9fb	うぅ… ゴールはまだー？
49f8fc1e-49d9-4ca7-a5e0-5f11424db937	今の３号なら、うまく乗りこえられるって 信じてるよ！
4c182a8e-1e87-40ff-a8cc-9293e60a2f08	インク半分使っちゃったよ！
5354c6be-0b1f-47e8-83fb-a52e3a1294fd	「戦わずして勝つ… かなりイカしている」\nと、 司令も言っとるよ
6c84acc7-cb37-4588-8da3-3864867d58e7	インクは回復しないから 気をつけて！
799e64b8-7e16-42da-85c2-eb09e218c741	あ、 インクなくなっちゃった…
94088b0e-137d-419b-b837-208304637622	「けっこう イカしてると思う！」\nって、 司令も言ってるよ！！
968a6426-da9c-43ce-8bb5-09988c9578b6	もうすぐ ゴールだよ！\nなんとか たどり着けたね
a9ffc2bd-51f1-406e-ba47-2808653a0143	{color[0100]}シャープマーカー{color[ffff]}使いこなせてるね！\n３号 すごい！！
ad4dac46-5dd2-4aa1-8e78-84a811d23991	あんだけのインクで\nけっこうな数のタコ倒したね～
ca8e1cfc-6b5a-4cfa-b27e-6da684547a6a	もしかして、タコたち 全部やっつけちゃった？！
ea2e69e5-6033-4562-af8b-8f0c5cf8ebaa	気をつけて進むんよ ３号
f50349d9-b5ea-4c44-9926-060c8ec59e79	「カツヤクとしては 文句なしだ」\nと、 司令も言っとるよ
fccaf659-1f66-4cbe-97e7-32c6f06c17f4	インクは使ったけど、１体も倒さずにゴールできたね！
LogicMsg\inkLimitPaintFes.msbt
00987464-72db-497a-8190-64e5580f3f98	{color[0100]}ヌリホイール{color[ffff]}の真ん中にイクラ… 撃て、と？
03673d1d-345b-4e53-94c7-d34f552fdf00	インク残量に注意～
302d87b1-edd1-440e-a025-a68a0ae6fdf1	あっ、道の先に{color[0100]}カンケツセン{color[ffff]}が！
3bec5c04-043b-4087-a1f2-28979f6ee813	{color[0100]}ヌリホイール{color[ffff]}の後ろ、ついてこー！
4b858e0a-a8d4-4cd0-82a9-aa5dce75b99d	{color[0100]}スイッチ{color[ffff]}がいっぱいあるよ
58bbe6ef-d4b7-4126-855e-6b45e24538da	使いどころ考えてかんとね
944a7729-e68c-473f-8133-d8034775ec4b	インク、もうほとんどないよ！
9cd0cb9a-d4c0-482d-bfa7-14c162c19c22	ここではインクが回復しないみたい
d0398d88-e6ac-4aee-a30d-330fb622fd44	ナ～イス３号、やるじゃん
dbee848b-7c73-42bf-b68f-806702fbc9ee	インク使い切っちゃったね…
faf060f4-bc50-49d4-a8a1-433319f76292	全部塗るの大変そうやね…
LogicMsg\inkRailMountain.msbt
07c55aad-0782-4f62-a149-64c0071102d1	ここの{color[0100]}インクレール{color[ffff]}、空中にのびてる？
0b8bde31-3bdd-4fd4-aaa0-350938113e22	ウェーブしとる… タイミングが大切やね
3c4de050-7fc2-4e5f-a96b-a177a4bf692d	わたりきったね！ ナイス！
3e74964f-2904-45a5-a24a-12e68334ba16	{color[0100]}ヌリヌリ棒{color[ffff]}、当たったら痛そう…
4b0c4e44-0d80-4fff-a11c-2d828c892de8	ふ～… ヒヤヒヤしたわ～
509a09a1-29ab-4e4e-b10a-dc7f1b90d5a3	{color[0100]}ヌリヌリ棒{color[ffff]}の動き、よく見てこー！
6fbc3caf-6125-4d28-9f8e-a4c045793d5c	インク届かないね… {[030a|0000803f00000000]}{color[0100]}ボム{color[ffff]}なら届くかな？
75228c14-13e6-4772-89db-097c1a364140	背中いただき♪ とっちめちゃって！
7ac618bb-af8c-4976-a922-4abb7c1a8732	イカフライ 残さずゲット♪
7e30121e-97cc-48a8-8451-4f49ffd64464	「進むべき道は {color[0100]}インクレール{color[ffff]}が示してくれる」\nと、司令は言っとったよ
8cca503f-6281-46b1-bcd9-c4f32bc5f920	{color[0100]}インクレール{color[ffff]}の上でも {[0301|0000803f00000000]}でジャンプできるかんね
92954aac-ffdd-4ab7-b653-198bded7e6d7	遠方に {color[0100]}タコスナイパー{color[ffff]}発見！ 注意されたし！
9e544886-658f-4930-9cf1-42aa58c374d5	{color[0100]}インクレール{color[ffff]}だ、とりま撃っとこ
b8485cda-84b7-49f3-800e-67ed05340c28	小さい足場がたくさんあるよ！
LogicMsg\jetPack.msbt
2656ff55-cea7-461a-a1a8-5fcf530f7f65	{color[0100]}タコスナイパー{color[ffff]}発見！ 注意されたし！
2919dd76-3ed3-438f-aa3d-616d50565ba9	オッケ～
345c74fc-c01e-4e74-a1d0-0f7b1435d0fd	{[0301|0000803f00000000]}で ちょっとだけ うき上がるよ！
599cbc08-e944-48f8-98c2-08a9a99ca644	{color[0100]}ジェットパック{color[ffff]}中も {[030b|0000803f00000000]}で センプクできるかんね
77ac6a55-e1cb-405a-90f6-c8f0b22b504a	わ！ {color[0100]}ヌリヌリ棒{color[ffff]}がジャマだよー！
7bac03f2-c848-4220-a6a7-284640847259	距離感が大切やね
83a40641-78bb-45ff-b8ba-9a20ff3e4a6e	ここ 下りてくっぽい
8eca937e-4583-4917-8ee9-45bd280eaba3	真ん中に見えるの、 {color[0100]}ボム風船{color[ffff]}じゃね？
ea4e4c69-7f6c-407d-83d6-142be67fb87d	{color[0100]}ジャンプポイント{color[ffff]}出たよ！
f5d2bf5c-a3ef-417f-b0b2-cc9f46b0484a	む… ３号、いけそ？
f7ee40f1-715e-441b-b899-7791b54a586f	やったね！
LogicMsg\kagidumeClimb.msbt
33ddac1a-e715-4388-bee0-975523a7a26b	お～ {color[0100]}ショクワンダー{color[ffff]}なら こえていけるか
3e92ad06-15d4-4a1c-baf2-ee7a087871f3	む、{color[0100]}タココマンダー{color[ffff]}か
40403802-1b62-43e2-9e53-665707665a5b	{[031a|0000803f00000000]}{color[0100]}カギ{color[ffff]}が必要やね
56bcbfe1-be5f-47b1-82ec-3649d4f25bcc	やるー！
5b3ca3b1-3ff7-4034-a1c9-6991ecfb40c8	やったね！
5c2c670a-974b-40ab-85f6-d53e5ef8d24b	地を駆け 宙を舞う 影ひとつ～
693606a9-9719-4327-ab89-3dcde823c632	わわ、{color[0100]}タコスナイパー{color[ffff]}！
74424548-736a-4f89-86ca-12863b04f66a	あ、{color[0100]}カギ{color[ffff]}だ！
7a5064b4-e08c-4f11-85d5-a9643bf42f2e	近づいて とっちめよ～
81a437b4-63a0-4933-9d14-dfb46338544d	前方に 大きな門を確認！
85db272e-1ab6-4d36-ab6d-3626cefb4351	後に残るは インクのしぶきー
88471ac6-7a1e-4087-991e-3ad065f2ef16	ドーン！
8b93e8f1-5b1b-4d3a-b33c-df0c3bba985c	高い場所を うまく利用してこ
9730631c-e7ab-416c-b9b5-ea4d1b149d4e	やっかいそうな門番もおるね…
9b6aadae-58ac-449c-93e4-c88ba0bb4803	アイツ けっこう強いから注意ね
ab0993d9-10c8-4eee-b36e-74c10fcaefa0	いいもの発見！ でも取れないよ？！
b4b2b6cb-8065-408b-8746-2c5854247d79	タコ遠いね、{color[0100]}{[030a|0000803f00000000]}ショクワンダー {color[ffff]}いっとく？
be3d419f-f996-4046-a126-d7149d62c065	門も開いたね
d0fe5ae6-0970-4a0f-9fd5-c81a467a1ed0	ナイス！
d1ad3b28-5822-4ddd-89be-4108efc93573	よっしゃー！
e314d767-dcde-4cb1-8f85-c350b7a51b53	ぬけ目ないね～
LogicMsg\kanitank.msbt
295f05bc-049c-41b3-b66a-e13be46cbb36	落ちちゃったね、カベ登ってもどろう！
393251fe-9af7-445e-8461-b7024a7b39f8	さすが３号、見のがさないね～
48ac2f9b-0105-4fd7-a13e-283902f0802d	これでマト全部 壊せたんじゃね？
52a985ee-a99c-4598-a5e5-e735cfd0c893	なんかスッゴイの出てきたー！！
671d18af-c6df-4bc3-9999-e1e42f729d7c	正面からの攻撃に強いけど、無敵じゃないかんね
7ed21598-7e29-46d7-8c33-2074c727c848	ジャンプしても届かなそうだね…
841d74eb-3c8b-41e3-be2c-d381d37a70d6	よし、スイッチ全部塗った
a33b1f67-bd33-4198-877c-ae1c182fb621	動き出した…なんね、コレ？
a6c4213b-a8f1-45c6-9052-1951180afea2	勇気を出して、ジャーンプ！
aa8dcba2-05f6-4b77-bbf8-b6da6bf859c4	{[030c|0000803f00000000]}で{color[0100]}連射ショット{color[ffff]}、{[030a|0000803f00000000]}で{color[0100]}カノン砲{color[ffff]}をドッカーン！
ae360007-2433-48af-94f1-4fff521698d7	{[030b|0000803f00000000]}で変形中は {[0301|0000803f00000000]}でジャンプもできるよ
c4ec7899-81bc-4227-a124-dc34165d1cc6	わあ、顔が開いたー！
cd7d3bfe-c1d2-4a5d-8016-133709c0a6c7	{[030b|0000803f00000000]}で{color[0100]}変形{color[ffff]}！ 転がって、カベも登れるよ
ce553624-dfa2-4c1b-8474-874be52b98af	なんか動き変わった？
d5071914-401f-4263-88dd-d02cb2f2acf3	とりま、上に登ってみよっか
e363cc07-e964-4ef1-95c8-18dd28407011	すごいすごい！ もっと{[0318|0000803f00000000]}{color[0100]}マト{color[ffff]}壊してみようよ！
LogicMsg\LaunchPadWorld.msbt
4e8b9051-2560-4d37-8033-c3dd14eb3654	エイーッ！{[0405]}（アネゴーッ！）\x0f\x04\x05
66257e90-944d-44f6-9952-bb3eabdde395	オタカラ売れば 少しは足しになるさかい\nひと安心やねぇ
6b786032-0556-42f6-b21b-98704cddb6da	すりみ連合のみんなは、\nなんでオタカラを ねらってたの？
71217ddf-2270-49e4-a013-b6fd21b79dac	実は、バンカラ街の財政は大ピンチでのう…\n街のもんが苦しんどるのを なんとかしたかったんじゃ
9bba56d3-c861-4a1f-8abf-fbc71033df64	なんだ、意外とイイヤツらじゃん
08e83b0f-327b-41a0-9a67-f473797243c1	必要なものは３つ…
119b6802-4b5f-4eb5-8680-7a8960cf6afd	フツ～に会話に入ってくる…
124d4a2e-bac1-4664-b26d-490b2b13d5d1	そして何も消さずに\n新しい色を塗ることはできない…
24e4bd9e-bdfc-428d-8b52-482fbec38cd0	ケイケンを積み上げた キミの頭脳は美しい…\nそのエキスであれば申し分ない
2c37b6c3-0025-4610-b3dc-b8addf67d8de	おじいちゃんは ずっと上の方にいるはず…\n気を引きしめて行かんとね！
2c6b1709-ced4-4648-8432-242055fab416	今は世界がバランスを失っているんだ
310d9b6b-e68c-4e63-bd71-d797eee64837	よぅわからんが、さっさとナワを解かんか！
37b988b5-a494-491e-aa12-f05c8b0b75cd	えーと、すごいコトになってそうだね
37e93cf2-24d0-46b9-aded-1ee9433b2cb3	当然、付き合うてくれはるんやろ？
424ea49b-c15e-4ead-ba3f-0c939b8042e5	そのためのケバインク…\nそれに、そのための金イクラなんだ
578b79e3-214a-427f-914c-9b50de941021	アブない感じはするわ…\n急ぐよ、３号！
60635a61-f72f-4b9f-a1fa-db2530e8d180	３号お願い、力を貸して！
6350126b-3ef9-4ad7-9ad0-ca09e0b4090a	みんな、本当によく働いてくれたよ
672a8b0a-b3c2-41c2-9fdc-7961d29cf7c7	お～いィ… ワシの話、聞いておるか？
76aa7cf7-8b5d-4ed7-ac3a-779576f7d7c6	何かを塗れば、何かが消える
782b95b0-e0ef-496e-8b6b-806af7b94ec8	ワタシはこれから この地球に生きる\nすべての者を救う…
786e3a44-d228-4b61-a0a2-30cfa35b2455	アイタ！ チューッとするでない！！\nあッ？！
795e7776-bc53-4c71-a4c2-a4547ed29e33	な、何を言うとるんじゃ おヌシは？\n寝ぼけておるのか？
8238efc5-6a86-4d96-8228-579f9c9814ae	あるべきカタチに してあげなくてはね
96b15df9-567b-469a-83fb-95cf8136e15d	な… 近よるでない！
a684bb0b-551c-4d4d-acdd-eefe74437cb3	あ… あ～れ～～
bd1e958c-a233-4f81-8cc7-2dc35d2a685b	キミは地球の代表として、\nその手伝いをしてくれたまえ
c7f4f901-fd48-4d96-9671-805c61560a0b	そして、新しい時代のトビラを開くこともできる
caf38b73-bbfa-4f7d-909a-fa84d9dbd9f9	エイ！{[0405]}（さあ行こう！）\x0f\x04\x05
ce851d6f-84d4-4b70-adbd-ed19657b7d01	安心するといい… すぐ自由になれるよ
d1161297-75ee-4f83-91a1-0f34225d1b9b	正しき器、正しき魂、そして…\nそれらを正しく導ける頭脳だよ
d73abc52-4a26-41be-a3c9-a10e0a8957c2	にしても、アネゴたちの顔 どっかで見たような…\n気のせいかのう？
d83a6ff6-db13-4d73-8d6a-fc706cba5c40	クマサンとやら、ワシをしばりつけて\nどうするつもりじゃ！
de144b64-2bef-448d-a332-f83433a8a0fb	ファ？！ すべての者を救うじゃと？
e84f631b-0ed6-4987-9624-7c23a3828710	哺乳類と魚介類…\n入れ替わってしまった者たちを
LogicMsg\liftOnTheWater.msbt
324b2f3e-bfde-49ca-813a-3d92214fe9f2	ナイス ナイス！
4613feb0-962c-4d73-bbe0-61d0bded0463	やっとゴールに着いたね\nおつかれさま！
5a6a3c20-f1f6-4f8c-bd44-40195e2d92d0	ナ～イス あとはゴールだけやね
7f43ba32-3855-4ab2-8b2d-95525be3e540	下へ まいりま～す
8104e11f-0a53-426f-b932-04d7f15730ac	おっと、 前方に敵を発見\n注意されたし！
951a2fc9-f77d-43a1-9a2a-9be6526565de	わー プロペラリフトがたくさん！\n乗り移るときは 気をつけて！！
a5f75457-2dc9-4f8e-834b-a6acde24e5aa	気をつけて おりよっか
d9f9b9a0-ffcf-408b-91d5-a0613b92110e	{color[0100]}タココマンダー{color[ffff]}がやっかいやね… \n柱にかくれつつ 近づいていくしかないな
db61f4fe-0f4b-49dc-a66f-1af41c6dbe2a	スイ～ッとね
dd38eaf8-e732-47b4-a445-4d2679e56c8e	この先 どうなってんだろ…
e6266e66-9bc8-4469-a20f-8dc0df997e2a	正面に ゴール確認！\n…でも すぐには行けなさそう
ec162189-120e-40f7-b6e2-d3b0914fa097	とうちゃ～く\nカベ塗って のぼろっか
LogicMsg\lineMarker.msbt
01b7bdef-67cb-4600-83b4-b41f2b3b601b	グッジョブ
0aa2d2ec-a062-4020-8ea9-7931f01eae06	１、２、３、４… 一筋縄じゃいかなそうやね
3221f919-94d0-4b86-b30a-6484baaeefde	やったー！ なるほどね！
324dc23c-f647-449b-9bb1-43549413e836	む！ 今度は{color[0100]}スイッチ{color[ffff]}が３つ！
47a3ef17-3a52-4936-903d-93af510c973f	よーし！ {color[0100]}ラインマーカー{color[ffff]}投げまくるよー！
512b8555-0dfc-432d-8c4d-e023b54b3bfe	ナイスー！
59d8632c-cb72-40e7-994a-654d1d28b6d4	タイミングを見計らって {color[0100]}ボム風船{color[ffff]}にド～ンやね
7f705d7c-46c5-4937-88c4-aeb9cef83add	なるほど、次は横ね
91f20dd4-0091-4ce4-b8b5-e38b90ede127	え？ ここどーなってるの？！
9c2f95b9-f586-4192-a688-e3d38e5029f7	あの{color[0100]}スイッチ{color[ffff]}、ちょっと遠いね
aa2f4e4f-8596-4d74-832e-26d38414ae3f	あ！ 回転方向が変わった！
b3143fe9-7ed3-45f9-bdd2-10d34a222138	やるね、３号
b6be2ea8-9186-40b1-923d-422f1c374bf9	はっや！
c0e079d2-ec35-41e9-ab66-e5f0d11aeda3	これで最後かな、おつかれ～３号
c4cf31dd-7c38-4b3d-954e-c0b019e8c357	いや、１号がやるわけじゃないんよ…
ca5b5e25-f3f0-426e-a319-8ca38cffb246	ガラスの向こうで {color[0100]}スイッチ{color[ffff]}が回ってる！
d331b6cb-575a-45e3-a75e-48fa1c1f215d	まだいるよ！
d984ea43-b9f2-443c-a994-e451b4cc8f95	なんか動き出したよ…
dfab8c6f-2d70-4884-8f19-da18c682c4e8	{color[0100]}ラインマーカー{color[ffff]}なら ヨユ～っしょ
LogicMsg\mazeClimb.msbt
596d2f8a-63ee-4c00-98ec-2f9d8de1109a	ゴーーール！！
3bf6a58a-b72f-4f43-bba9-e9a87102fb3c	この出口はハズレだったか…
85cf0139-bcf1-48cb-8768-4032313c16be	…登れってコト？
a9897acb-efc1-4ee5-bc2a-b749b8f132d4	わわっ、動いた！
LogicMsg\missileAirship.msbt
095d3008-f8a4-45be-9896-945fe7096116	ワクワク！
09fb313c-a6fd-4caa-8f1e-0bde2ff7d5d6	この{color[0100]}タコミサイル{color[ffff]}は 上に乗れそうじゃね？
39d22a31-8078-40f2-8618-223f1d5e3f28	なんか さわがしい所やね…
4f1978ba-5dd1-48f9-afe2-1f2f0d168c9a	ぎゃ！ 行き止まり？！\nいったん降りよ！
556db72a-d62d-4015-bdab-1c5c6cf1fcf2	３号！ 前方注意！！
5f1f2aad-1d6f-46cb-b8df-c4e524a1d643	アテンション・プリーズ！\n当機は間もなく ゴールにとうちゃくしまーす！
678316a5-2e89-48c4-9a54-916cac3a9dda	お足元にお気をつけて お降りくださ～い
ad0f2628-6478-4e32-8b09-03e20e0d412f	行き止まりじゃなくなったみたいやね～
b26b894a-66cd-4ddd-b9e5-5b2e42ff5fcb	レッツ ラーイド！
c4f1b68d-5489-4242-824e-2a45572ab8ed	もう１回 来るよ！！！
LogicMsg\Msn_LastBoss01.msbt
14e090a0-ad4d-49b3-b282-a66c43f18975	クマサン座ってる！ 何かしてくるかも！
47c3f0f4-af13-49cb-b04e-7765e70f89bc	クマサン、転がろうとしてる…？
5c7e2651-66a4-4bb4-beb0-a423e3a38b06	わッ！ ケバインクの {[0316|0000803f00000000]}{color[0100]}コア{color[ffff]}出てきた？！
5eafff55-1554-4069-9ed4-6e76eae1e1ad	あの変な色のトコ、撃ってみる？
76931577-5e70-4013-b718-cea1a9a7bf6c	半周くらいしたかも！ ふんばれ 3号ー！！
857e292b-d85d-4555-879c-ac60aa30c84e	ィよし！ {color[0100]}コア{color[ffff]}出たよ！！
b40eab39-2c05-4490-9388-6c28ed8412b9	クマサンのおなか、色が変なトコあるね
b833dc76-cfa8-48f8-a5e3-2cefa214b43e	金イクラだ！ これ、使えるかも…！
c5269e9f-fc25-4e20-b635-0fde232b354b	また転がるつもりっぽい！ 気をつけて！
