CommonMsg\CuiMsgWin.msbt
Msg_Network_Error	發生通訊錯誤。
77aa8809-80ad-4f22-a52f-d8d98736fdf1	你跟小鮭魚真是合作無間呢。
7b27ede6-c1c9-4641-bbe7-fdda6f78166d	小心牆壁！
7f2f3297-9f65-4381-8943-2a7ded57f424	很好，順利通過了。
7f7ef945-36f2-4464-822b-26f480fdb89c	轟——！
80de6497-3350-4ea5-b418-2d71dff34abc	這台裝置也好大喔～
812c43fb-ed45-4e1c-bdf6-b9c2cbaf904b	{color[0100]}鑰匙{color[ffff]}跟{color[0100]}鮭魚卵{color[ffff]}從天而降了……
8b615815-4c19-4e54-8562-30eac1d6f0dd	{color[0100]}鑰匙{color[ffff]}到手！馬上帶去{color[0100]}門{color[ffff]}那裡吧～
8defac15-140d-4f00-8d58-4f0825f312b8	輪到小鮭魚大顯身手了。
90912841-09fe-438f-ba6b-78ce19996432	小鮭魚，加油啊——！
9348b884-6799-4d84-a7c3-95442e6fe714	看來得爬上牆壁呢。
984e20a6-57b3-41b0-931d-7cc8e8265221	有好多{color[0100]}炸彈氣球{color[ffff]}跟{color[0100]}轉轉開關{color[ffff]}喔。
b0642773-6b2c-4115-9beb-2f1833c02acc	順利抵達——！
c717bd03-96a7-46f9-ab51-3100b0e5f8fb	嗯……雖然是看得到{[031a|0000803f00000000]}{color[0100]}鑰匙{color[ffff]}沒錯……
ede02543-c556-47ec-89c0-b5df84bad7b1	芝麻開門！出現{color[0100]}跳躍點{color[ffff]}了呢。
eff160ab-b2e0-4ad8-81c1-d547b0188e06	很好！到手了♪
LogicMsg\dieCutting.msbt
272d8490-91e2-42c0-8868-f8836d972cf4	好耶！完成了！
4182c9c6-a44c-4e3a-8bf9-57678a27adea	這是什麼？總覺得好像在哪看過的樣子……
42db31ea-9c2b-4928-b6b1-efcdca1f50cd	沒關係的，別介意！\n沉著冷靜地進攻吧！
458e5e6e-38b2-47fe-b285-f72b1b083cff	啊！要用這個看看完成之後的樣子嗎？
6993ef7d-ea58-4769-ac53-4c825a89fa88	必須仔細地比對，謹慎地動作才行。
6c92dd11-6960-4da7-aecc-b7207d940c7b	一旦毀掉需要的木箱可就完蛋了！\n睜大眼睛仔細地比對吧！
7239c43a-a753-460e-a78a-f8ab10a1d5d6	嗯，看來左邊的是範例。
79e5828f-4287-43ee-a157-a82d0b25f65d	嗯～好像在哪看過的樣子……
7e9d47e2-5efe-45da-967e-3edd35b846a3	{[0405]}…………\x0f\x04\x05
81dfb674-1ad3-4e98-851d-dab1ff6588a3	有很多立足處可以按下{[030a|0000803f00000000]}靠{color[0100]}觸手噴射{color[ffff]}飛躍過去呢！
90757e58-3cfd-4b1e-969a-ef1fbb908c7f	{color[0100]}迴旋潑桶{color[ffff]}的墨汁會以拋物線潑灑出去，\n要多加注意喔～
99e84346-adcc-4a32-936d-79859bbab28d	{[0405]}…………\x0f\x04\x05
a32fe856-865d-412b-a799-a1233705f020	也許從遠處可以看出不一樣的東西。
a889ec2e-d131-4245-b674-ee0f41104f30	想立刻邁向終點沒問題♪\n想四處悠閒漫步也可以♪
a92b8578-0739-44d2-b231-2174a993378d	沒關係的，別介意！\n沉著冷靜地進攻吧！
ba8b2fba-02e7-4a88-8fc6-db674e0fc40c	仔細觀察周遭！這是戰場的鐵則！
cf74fc31-9d8e-4ed5-9c15-71842f909756	完全蓄力後會貫穿木箱造成破壞，\n要多加注意喔～
d1e6e852-2623-4cd2-8bcb-02fc42716ded	沒關係的，別介意！\n沉著冷靜地進攻吧！
d9c88c5f-2b17-464e-83af-49780860420e	只要短按{[030c|0000803f00000000]}就可以把墨汁潑得更遠喔～
fc743b58-e36f-463e-9894-b73e10e79382	哇，後面的部分感覺有點複雜耶——
LogicMsg\dozer.msbt
18375e4b-7580-42bd-8b0e-dd264cfab199	如果讓小鮭魚站到{color[0100]}章魚推進灑墨機{color[ffff]}上頭的話，會發生什麼事呢？
3668f355-4dd5-479d-ad10-794e30c5b406	好了，打起精神來收集鮭魚卵吧——！
9239e5c1-af89-469a-ba5c-97b3e99ee5c4	還剩一半！加油！
acf40376-a26c-4f64-9754-b920c46ef875	冰壺炸彈可以穿越{color[0100]}章魚推進灑墨機{color[ffff]}喔！
bd62d873-27d7-4691-bf5c-299cc323698f	要是被{color[0100]}章魚推進灑墨機{color[ffff]}發現了，就躲到墨汁裡避避風頭吧。
LogicMsg\easyKagidume.msbt
013a698e-d38f-4ee6-a9d9-e7bf9c611ce6	抵達頂層～
26664be1-97e5-4dc2-b046-503c50a43162	你可以咻一聲地攀到遠方的牆壁上喔！
34fd5abe-43be-4d13-9ae5-2ee7c3e96e3e	按下{[030a|0000803f00000000]}伸長手臂～
4eab797f-9996-411d-aaa0-63385c0e95a7	火力十足！
602791b3-1070-4ed7-a7ae-b1e0353e4023	要休息一下嗎？
62431fe6-7d89-4a1d-b472-17bf154bdc7e	帥呆了～♪
8df0a558-e5f5-4246-b553-af030096dcef	哇……還滿高的耶……！
98482ecc-435d-4363-9e7c-441b304f3831	帥氣地抵達終點吧！
9da84c8a-4cc5-4715-9caf-fb8b83f98cca	呼……已經爬得很高了呢。
a5c4a2c8-ac3c-4f63-99ed-998f0309e62f	太棒了！
b59f8b49-2717-477c-863a-f32df9d9c993	按下{[0301|0000803f00000000]}跳躍～！
b7a19997-6056-4ffc-af1a-3f67250769c8	還順便發現了{color[0100]}章魚狙擊兵{color[ffff]}呢～
b7dc2cdb-4d9e-41c2-97c6-c57d2cdbf045	好耶！
b8a9d582-31b4-4052-ae80-2c0b05a58f87	即使是無法塗墨的牆壁也能攀在上面喔！
c47c420b-4814-482b-b67e-a26a5fc8f419	真是厲害～
c95ef8ad-e0a7-4466-958f-43e3cc468a42	不錯喔♪
cb6a1967-7acd-4e38-8fee-5f9f4c932e98	冷靜地觀察四周吧。
cfa7908f-de17-4c75-a56a-4bdaa5263804	很好！
de747c94-358d-4657-a402-8750f5f635f7	也許伸長手臂就能接近了？
e5ae0f97-1dd9-4e6d-b27b-cb4fc23c57a0	好像得沿著柱子才能過去呢。
ebe1f166-cf6c-408d-8871-40c78eb53ec4	發現{color[0100]}終點{color[ffff]}！
fea5b734-d7a1-403c-9524-2f483a138e6c	按下{[0301|0000803f00000000]}從牆上跳躍！
LogicMsg\escapeFromShinking.msbt
05917a8b-9846-4f03-9ebc-1db7d205e6ad	一直在往下沉耶！\n3號，總之就先往上走吧！
0ae5f2e6-5f08-480b-86b0-d56b7858fff3	最後衝刺～！動作快！
4a63707b-a8ec-460f-b559-a809d9fc1548	地板是不是開始下沉了啊！？\n後面的路也崩塌了耶！！
5b422237-8082-4a69-81ed-b85caf70658e	！！！？
8832c3d8-7caf-4e65-945a-f79d2397bfc8	已經看得到頂層了喔！
a91853f2-9cd5-49dc-93d0-4d2f0231a114	嗯，看來是不會迷路了。
dad96356-000b-4f8d-b520-590c24791459	一鼓作氣地爬上去吧，頂層就是終點了。
LogicMsg\EX01.msbt
18bbd126-4acd-4099-b3b2-6ad9c801cd0c	喔～安全了。
3a9e70dc-bcf0-404a-ad73-c0fa71d5eeb8	接下來好像也得用到{color[0100]}魷魚登頂{color[ffff]}，\n3號，你要仔細地看著上面喔！
57ba1eb7-b557-4858-a35e-805d1a6d49f4	順利抵達——！\n……接著是{color[0100]}跳躍點{color[ffff]}！
655be6c1-d290-43e1-b0e2-344f4b1b6abd	好極了～
6c33d03a-c557-43a8-8002-509dc5db8e3f	看來得往下走才行。
8427df56-c753-4fdf-929c-05b6e62633e2	很好！
a359defc-2036-400b-a6d9-ca6dfe24f5ee	哇，要小心腳步喔。
a448547a-c7b3-45dd-9160-e68aff42382d	別輕易放棄，加油！
b521ba12-b367-4028-9906-df6762bc289a	做得好！
c04a9c6a-a5c6-44ed-8591-f2c6346db1a2	現在朝著立足處按下{[0301|0000803f00000000]}使出{color[0100]}魷魚滾行{color[ffff]}吧。
d37fdfb0-36f6-466b-85a2-ed952a4e5b1a	哇，這裡也要小心腳步喔！
d72cef4c-3cfe-4c8b-97da-2e4ec3d46b70	好，出發吧！
d9e8e02f-575c-4476-84c5-b23064537992	有點過頭了耶，\n用{color[0100]}魷魚滾行{color[ffff]}飛躍到先前那裡也許行得通。
ee5f0c1b-728f-4fed-8a5a-5aa902a05ae5	好像可以把墨汁塗到那個正在旋轉的地方喔！
LogicMsg\EX02.msbt
12e257b0-65c3-4094-9209-221fb43102c3	呼……我還以為沒救了！
463e383b-511e-49f3-955b-08ae14e37632	全面進攻吧——！
64cd2b37-6234-4985-aa5f-1e714b79be66	好耶～不過終點看起來還很遠，\n接下來也要好好努力喔！
afdd96e1-52c6-48ed-bfb7-37f49c10512e	接下來得摧毀所有的{color[0100]}標靶{color[ffff]}嗎？
LogicMsg\EX03.msbt
22539bad-881b-463f-93c8-8f1735db4e4d	是{color[0100]}章魚導彈兵{color[ffff]}的車站呢。
3cb6e9f7-7a6e-47eb-8c97-9f5f84bc0a4b	呼——真是捏了把冷汗耶。
4ce4d2a1-310c-4522-bd18-e466c2671294	好了，繼續前進吧。
530a685e-46d4-44b2-bc2f-b8632736eec1	啊，該轉乘囉～
65fd376b-37b7-4f6b-80e5-4f005061e83e	這次是{color[0100]}蛇方塊{color[ffff]}呢，\n我想應該不用多做說明了吧。
6899fef3-4267-4716-be12-657117d1a1a5	後面的方塊開始縮過來了喔！\n3號，動作快！
76978fa3-9274-4ced-ae5e-04a8d72b16eb	順利抵達——！
96f7d1d6-6d4f-4f15-95a6-da999ee4be97	所以終點站就是終點囉？
9c20e33e-1fab-4d87-89d9-74596a9b059a	啊！可以看到終點囉！
d83154b8-01fc-48de-a840-77ab0316d0f3	如果3號跟小鮭魚攜手合作的話應該就沒問題了！
e009de83-0063-4efe-8c0f-6d81842a253a	跳得好！
e8293ce1-3217-401a-b658-fc334911d623	發現{color[0100]}章魚指揮官{color[ffff]}！\n務必小心！
LogicMsg\EX04.msbt
c365fb39-46d1-4141-a930-e3067fb9b903	遠遠的那裡就是終點了吧？
b94869fd-1c6f-49f6-8603-13613b6c0db8	呼～這下全收拾完了吧？
39bbb21a-1abb-4b4c-8e80-c697c3bc8fe3	有東西過來了！
c1f8bf16-4035-4480-abf3-dd6f140ae9b9	{color[0100]}特殊罐頭{color[ffff]}出現了！
550e2c40-300a-49c9-9a59-9fbb0074a66e	看來似乎是還沒結束。
3f9af97a-fb90-473d-9e57-3321de494cdf	看來每取得一個罐頭，下一個就會接著出現。
562c0cb6-b4cf-48c5-9ff6-532cd49be2a5	既然你有實力能撐到現在，那肯定沒問題！
c1400f65-1954-43a6-ba76-7cb3f3f6e606	3號，你很厲害耶，做得好！
ed69d6bd-4b38-4271-85e7-78d545dea1a8	嗯嗯，超魷型的♪
1041e5cf-246b-405c-8ecd-4c05ced0ce08	這樣就全搞定了吧？
8032c2a4-5460-4072-b055-119a783f9379	啊！{color[0100]}盔甲{color[ffff]}出現了！
6b5845d3-4dde-473c-87ae-debbab730775	還剩3隻！
11e8d2d7-66d9-44dd-b30d-cd706d4cd22a	還剩3隻，要小心點喔。
c04d8748-7e36-49f2-97be-657eb106fefa	還剩3隻，再多撐一下吧，3號。
f620dbc0-1edd-446a-a571-398f81165087	哇！又來了啦！！
LogicMsg\fastDraw.msbt
124c80c6-bf6d-424f-b228-594cc440820e	能夠冷靜應對的3號真是了不起。
19f142d4-a758-4119-8f69-6ab9a083c866	居然還有假動作，真是太危險了！
24c324f0-f257-40b0-b2eb-85aadb90de24	太痛快了！
33dd44d1-5eab-41c0-a56e-2dd03e340b92	大豐收♪
3473f6ff-99a1-4c1d-a273-be7be7d01824	哦，成功了嗎？
5242126d-1a21-4210-9a07-e725b418b0cf	好耶——！
5a63982a-0629-435c-9535-5bd578552cd8	站到{color[0100]}踩踏開關{color[ffff]}上就會開始了。
642e1e60-70e1-4e26-97d8-df1476f50588	嗯，小心別把紅色的{color[0100]}失敗氣球{color[ffff]}打破囉。
a9eaf34c-3cc4-4b21-bf92-9b271975e435	做得好～
cabe2968-4cd7-48b8-8c56-427dcefa2eb2	越來越接近終點了呢。
cfdc359e-dd29-4fa0-bf81-387ffe4ed38a	我都眼花了——
LogicMsg\fireWorks.msbt
13637932-d8e7-4880-932f-da55e1f1ae60	啊！我看到終點在上面了！\n雖然好像在移動，不過這對3號來說應該很容易吧！
3b48aafa-3b0f-4818-a5bc-39e32c86209d	厲害喔！
515d7e5b-41d8-41d0-af5a-033691b0535f	有看似可以往上爬的路出現了，\n對章魚保持戒備並謹慎前進吧～
98f1800d-9aa7-4462-9f16-27cd7ef1f64d	大概又有別的地方可以讓你往上爬了吧？
a10d9bda-6992-44ca-a820-383dcce9fe43	做得好～
b890076e-e92a-415b-bb37-ef856dda00cb	看來已經可以爬到終點了！
cb6e56a6-3382-43b4-a4ab-f5f5231c4b58	不錯喔！
LogicMsg\first.msbt
0bb83321-9f48-4d79-bd3b-e3f096d8bfbd	這是最後一個了！！\n再來只要用輸送軌道一路衝到底就行！
101d4c85-869d-4450-b5d7-d8e789c7139b	很好～
11093102-d31c-4298-a518-74fd1b2c923f	感覺就算從這裡跳躍也是過不去……
150de615-8f3c-4817-abe1-67f3b36099f0	3號，做得好～！
1e6e0414-c755-41f1-b1a7-243b8c14ef11	站在上面的時候也可以按下{[0301|0000803f00000000]}跳躍喔！
353ce7bd-212b-4905-adb2-d694700ca498	在幻界也要充滿活力地邁進喔——！
3e70151e-e3fa-4cf7-bf53-697dafb378d7	第1個{color[0100]}門{color[ffff]}，開啟！
3fa81dec-0396-48ea-a530-35e27911a8c1	站在{color[0100]}輸送軌道{color[ffff]}上時，可以按下{[030c|0000803f00000000]}發射墨汁喔！
48a50b15-8b20-49d2-89c2-c4242b52821d	對面有{color[0100]}墨汁軌道{color[ffff]}呢，\n小鮭魚應該過得去？
5b67909c-4ff0-4341-8711-e6acef1c371e	啊，是罐頭！
685b1c8b-b21a-47c5-99ca-0f838dca1725	第3把！這樣一來就拿到所有{color[0100]}鑰匙{color[ffff]}了。
750c4a94-c7e8-498f-bb24-a929203fc0fe	拿到第1把{color[0100]}鑰匙{color[ffff]}！\n保持這個氣勢吧！
79b54a22-d07f-4da2-99b5-07e0b894ac88	在{color[0100]}跳躍墊{color[ffff]}上面\n按住{[0301|0000803f00000000]}就能跳得非～常高！
8142aab4-21ca-413d-bcc1-816e57def6cd	第2個門也開了～
8f55f1cb-6c05-4775-adfb-482273a5c884	3號，辛苦囉～\n你跨出了探索幻界的第一步了。
9149a031-393b-40c6-86b5-2a8de05907ef	按下{[0308|cdcc4c3f00000000]}就能發動{color[0100]}終極發射{color[ffff]}！\n然後再按下{[030c|0000803f00000000]}就會「轟」！
93a66f83-c9d6-4209-97f5-db582a03e051	在並排的輸送軌道上，可以利用{[0301|0000803f00000000]}\n移動到旁邊的軌道上喔！
a258a141-a865-4775-9092-1c4b2b4ecad2	順利抵達～辛苦囉～
b31225e7-1c5a-4fc3-990a-5740cca3429b	前方發現3個{[031b|0000803f00000000]}{color[0100]}門{color[ffff]}以及3把{[031a|0000803f00000000]}{color[0100]}鑰匙{color[ffff]}！\n請求確認——！
bddf4324-8069-4c4a-bc6b-2c1186857d47	這東西是{color[0100]}吸墨器{color[ffff]}，\n它會把發現的所有墨汁通通吸光喔！
ce9c53ab-5568-453f-9a93-6ba19591feeb	如果發射墨汁或是投擲小鮭魚的話，\n會不會發生什麼事呢？
d0bc97c5-2b3e-4db7-bfe7-ca3b3074494d	這裡好多有的沒的裝置喔。
dea53ff1-d9ff-4e2d-8b44-287648fe3296	只要按下{[030b|0000803f00000000]}就可以穿越{color[0100]}鐵絲網{color[ffff]}囉！
f091c212-cf5c-4970-b04b-3cac1c9de4bb	我感受到有微風在吹拂呢～♪
fe499a3f-63a3-49bd-a15d-3d158c211078	很好，拿到第2把了～
LogicMsg\fogMaze.msbt
0a5c19e2-9f91-49b5-b5e4-90c29ec4eab0	他背對著你！這可是個大好機會！
24fb0647-9323-490c-b6d7-dc9c7726b60a	3號，辛苦囉～\n剛才那樣感覺真是古怪呢。
25db09c5-5b56-4ac9-b73d-696bf360b76d	咦？回到這裡了？\n也就是說，前面是……要小心喔，3號！
397f308b-7886-4e80-b83c-29d7bd0beb77	這扇門……\n剛才應該就是從另一邊走這過來的吧？
39bbf6a5-365f-4552-9b65-ebfffed7fef2	很好！
47b6bbc1-96d2-4d10-8197-cad144897c88	雖然回不去了，但是船到橋頭自然直啦。
57bdf9ac-0a0b-4945-9519-de38c37027b0	視線不良，立足處也很糟，而且還有隻背對我們的章魚……\n總之，小心點吧，3號。
6b36bb04-79e9-4aba-9021-7862bafaa4cf	真是爬上了一個不得了的地方呢……
7058210c-9e71-4d55-9163-58f63d94282b	做得好！
7d893147-6fb4-4fff-b83b-893ed68f65f9	咦！？剛才是不是已經爬過那裡了啊？
a818f6d9-18bf-4d35-b048-f2b90d400723	好大的門！\n既然門已經開了，那就進去吧！
a82eda97-74ec-4ea3-9448-5d1c87e8623d	啊——！剛才走過的路崩塌了！
aa965b63-386b-4a89-81a3-435ffb918ab9	章魚做事還真是一絲不苟耶。
d5abfcdd-3bd9-42b0-9b79-eaa797756d1b	那是……{color[0100]}章魚狙擊兵{color[ffff]}？
fb9168da-4df9-41da-8ac6-a0a4b64d7a63	哇！到處都是墨汁耶——
LogicMsg\fogZones.msbt
41e9917b-0e53-4399-8bb7-cae53b5f56c1	唔！冒出一大群來了！
66c44b04-add5-410e-a54a-1831632fcbe6	還沒完呢！
6c25cf90-bc21-4b1e-b489-28d796833a00	還剩1隻！
856ac6d5-4465-4a6b-86cf-1cc52bf51ce7	又來了！！
881118d8-a71d-4b65-83f8-341fabaf554b	這裡……就是終點吧？
91a7fa06-76ea-49ae-9b3c-ec56a6c88750	可能還是不要隨便闖進去比較好喔～
d3abef05-8d14-44b8-a5e6-ee51d7016845	上面好像也有什麼東西在喔，\n小心點吧，3號！
f3741973-9475-4c37-9492-5490960a0a8d	{color[0100]}終極發射{color[ffff]}！\n有了這招應該就能度過難關了吧？
LogicMsg\forwardShoot.msbt
34b2dfb9-28cd-4570-ae51-4dceb28fd7f5	好像只要到了那裡就會開始了！
3a97942b-91f5-4300-a078-6c562217fdef	衝刺、衝刺——！
6964651b-b2c5-40c2-a1fb-80633c821b50	還剩10個！最後衝刺！！
a0eaf0c0-4fd9-4612-81ca-11171449a289	要記得注意墨汁的存量喔～
dbf7ef0c-b96c-4cdd-bf7f-992912e4af0f	還剩一半！
LogicMsg\indoor.msbt
1fd2bb2c-c4e3-4638-89b6-c048d7571161	咦？沒有{color[0100]}鑰匙{color[ffff]}？
2d3a4e4c-0f62-4488-9526-d7fd075a4c3a	這裡是2樓嗎？唔……有點高耶……
2e70a00b-956d-4d80-be3d-d3a5ca2a8200	嗯……{[031a|0000803f00000000]}{color[0100]}鑰匙{color[ffff]}會不會就在某個地方呢？
370f19bc-76ce-4160-9730-2bbd96a5207d	發現{color[0100]}鑰匙{color[ffff]}囉～
5f32135c-4c04-4b9b-8a56-bc802fc60c05	哦，可以看到{color[0100]}終點{color[ffff]}了。
6c1ba049-6e57-4285-b765-be543fcc74db	又拿到{color[0100]}鑰匙{color[ffff]}了——！
7300bfab-b5c5-4f65-a9aa-608c10919f85	橋已經架好囉！這樣一來就能前往終點了！
a83c0d89-c421-4c5e-a440-cfff145a527c	好耶，{color[0100]}鑰匙{color[ffff]}到手！
bcdb4de6-985a-46ee-8380-1574b53cb664	有敵人呢，前進時小心點吧。
f449c6f0-c98f-4d15-b55a-6dc88a84fe08	{color[0100]}鑰匙{color[ffff]}出現囉～
f9f2839a-8134-4261-94a8-571852743fb1	是{color[0100]}鯊魚坐騎{color[ffff]}！\n朝著想前進的方向按下{[0308|cdcc4c3f00000000]}突襲吧！
ff35ff10-9143-4fe9-9ba0-4da82ca4411d	可以看到{color[0100]}終點{color[ffff]}了——！
LogicMsg\inkLimitHard.msbt
1e7cd79d-dce8-499b-96c4-e40ed42f8d72	「我覺得還算魷型」\n司令是這麼說的喔！
1f6aff1b-79ec-4d84-a406-1d8d4ad9590e	墨汁存量所剩無幾囉！
252d9f91-4477-4bac-a4a4-65d2d8827262	哇！你一滴墨汁都沒用就抵達終點了耶！
26b04506-69d9-471c-b49a-29f50dd9da01	接下來只要邁向終點就行了！
2f4cf82a-b402-4bc3-80d4-ceb922b6a9fb	唔……還沒到終點嗎～？
49f8fc1e-49d9-4ca7-a5e0-5f11424db937	我相信以3號現在的能力\n一定可以順利度過難關的！
4c182a8e-1e87-40ff-a8cc-9293e60a2f08	已經用掉一半的墨汁囉！
5354c6be-0b1f-47e8-83fb-a52e3a1294fd	「不戰而勝……相當魷型」\n司令是這麼說的喔！
6c84acc7-cb37-4588-8da3-3864867d58e7	墨汁是不會回復的，要注意喔！
799e64b8-7e16-42da-85c2-eb09e218c741	啊，墨汁耗盡了……
94088b0e-137d-419b-b837-208304637622	「我覺得還滿魷型的！」\n司令是這麼說的喔！
968a6426-da9c-43ce-8bb5-09988c9578b6	已經快到終點囉！\n總算是要抵達了！
a9ffc2bd-51f1-406e-ba47-2808653a0143	你運用{color[0100]}窄域標記槍{color[ffff]}的方式還真是熟練！\n3號，你真厲害！！
ad4dac46-5dd2-4aa1-8e78-84a811d23991	你光靠那麼一點墨汁\n就打倒了不少章魚呢～
ca8e1cfc-6b5a-4cfa-b27e-6da684547a6a	你該不會……\n打倒所有的章魚了吧！？
ea2e69e5-6033-4562-af8b-8f0c5cf8ebaa	3號，前進時要小心點喔。
f50349d9-b5ea-4c44-9926-060c8ec59e79	「你的活躍表現無可挑剔」\n司令是這麼說的喔！
fccaf659-1f66-4cbe-97e7-32c6f06c17f4	雖然有用到墨汁，\n不過你沒有擊倒任何敵人就抵達終點了呢！
LogicMsg\inkLimitPaintFes.msbt
00987464-72db-497a-8190-64e5580f3f98	{color[0100]}塗色輪子{color[ffff]}的正中間有鮭魚卵……要射擊看看嗎？
03673d1d-345b-4e53-94c7-d34f552fdf00	要注意墨汁的存量喔～
302d87b1-edd1-440e-a025-a68a0ae6fdf1	啊，這條路前面有{color[0100]}噴泉{color[ffff]}！
3bec5c04-043b-4087-a1f2-28979f6ee813	跟在{color[0100]}塗色輪子{color[ffff]}的後面往前走吧——！
4b858e0a-a8d4-4cd0-82a9-aa5dce75b99d	有好多{color[0100]}開關{color[ffff]}喔！
58bbe6ef-d4b7-4126-855e-6b45e24538da	得好好地想一下該怎麼使用。
944a7729-e68c-473f-8133-d8034775ec4b	墨汁已經所剩不多囉！
9cd0cb9a-d4c0-482d-bfa7-14c162c19c22	墨汁在這裡好像不會回復。
d0398d88-e6ac-4aee-a30d-330fb622fd44	好耶～！\n3號，挺不賴的嘛！
dbee848b-7c73-42bf-b68f-806702fbc9ee	墨汁已經耗盡了……
faf060f4-bc50-49d4-a8a1-433319f76292	要全部都塗墨好像挺困難的……
LogicMsg\inkRailMountain.msbt
07c55aad-0782-4f62-a149-64c0071102d1	這裡的{color[0100]}墨汁軌道{color[ffff]}延伸到半空中了嗎？
0b8bde31-3bdd-4fd4-aaa0-350938113e22	感覺就像波浪一樣……時機會是關鍵所在。
3c4de050-7fc2-4e5f-a96b-a177a4bf692d	順利通過了！好耶！
3e74964f-2904-45a5-a24a-12e68334ba16	感覺被{color[0100]}塗塗棒{color[ffff]}打到應該會很痛……
4b0c4e44-0d80-4fff-a11c-2d828c892de8	呼～真是捏了把冷汗耶～
509a09a1-29ab-4e4e-b10a-dc7f1b90d5a3	仔細地看清楚{color[0100]}塗塗棒{color[ffff]}的動向吧！
6fbc3caf-6125-4d28-9f8e-a4c045793d5c	墨汁無法觸及耶……用{[030a|0000803f00000000]}{color[0100]}炸彈{color[ffff]}應該就行了吧？
75228c14-13e6-4772-89db-097c1a364140	繞背成功♪好好地教訓他們吧！
7ac618bb-af8c-4976-a922-4abb7c1a8732	所有的炸魷魚圈都到手了♪
7e30121e-97cc-48a8-8451-4f49ffd64464	「{color[0100]}墨汁軌道{color[ffff]}會顯現你該走的路」\n司令是這麼說的喔！
8cca503f-6281-46b1-bcd9-c4f32bc5f920	在{color[0100]}墨汁軌道{color[ffff]}上也能按下{[0301|0000803f00000000]}跳躍喔！
