00_glossary.msbt
01_msg_with_voice.msbt
mng_cmn_go	ゴー！
kinopad_topics_txt_02_03_2	\r\nあまりいい{r2[ばしょ]}場所{/r2}じゃなかったら、\r\n{r2[おも]}思{/r2}い{r2[き]}切{/r2}ってスターが{r2[つぎ]}次{/r2}の{r2[ばしょ]}場所{/r2}に{r2[いどう]}移動{/r2}するのを\r\n{r2[ま]}待{/r2}っても いいかもしれませんよ。
kinopad_topics_txt_03_00	{r2[なかま]}仲間{/r2}{r2[あつ]}集{/r2}めは とっても{r2[だいじ]}大事{/r2}！\r\n{r2[なかま]}仲間{/r2}もサイコロを{r2[ふ]}振{/r2}ってくれるので\r\nスターに たどり{r2[つ]}着{/r2}きやすくなるぞ！\r\n{r2[なかま]}仲間{/r2}は4{r2[にん]}人{/r2}までつれて{r2[ある]}歩{/r2}けるので、\r\nライバルより たくさん{r2[あつ]}集{/r2}めよう！
kinopad_topics_txt_03_01	{r2[と]}停{/r2}まりたいマスがあったら、サイコロをチェック！\r\n{r2[じぶん]}自分{/r2}の{r2[も]}持{/r2}っている サイコロを くらべて、\r\nどのサイコロが {r2[いちばん]}一番{/r2}{r2[と]}停{/r2}まりやすいか {r2[かんが]}考{/r2}えてみよう！\r\nきっと、いい{r2[けっか]}結果{/r2}になるぞ！\r\nサイコロを{r2[つか]}使{/r2}い{r2[わ]}分{/r2}けられたら、{r2[いちにんまえ]}一人前{/r2}だ！
kinopad_topics_txt_03_02	ライバルがみんな、{r2[ちか]}近{/r2}くにいる{r2[とき]}時{/r2}\r\nそのまま{r2[いっしょ]}一緒{/r2}に スターを{r2[めざ]}目指{/r2}さず、 \r\n{r2[ひとり]}1人{/r2}だけ {r2[ちが]}違{/r2}うルートを{r2[すす]}進{/r2}むのもいいぞ！
kinopad_topics_txt_03_02_1	\r\n{r2[だれ]}誰{/r2}もいない{r2[ばしょ]}場所{/r2}は、{r2[つぎ]}次{/r2}にスターが{r2[いどう]}移動{/r2}してきたり\r\n{r2[めあたら]}目新{/r2}しいイベントが {r2[ま]}待{/r2}っていることが{r2[おお]}多{/r2}いんだ！\r\nぬけがけして、{r2[だ]}出{/r2}し{r2[ぬ]}抜{/r2}くといいぞ！
kinopad_topics_txt_03_03	スタート{r2[いち]}位置{/r2}から {r2[とお]}遠{/r2}くにあるアイテムショップは\r\nいいアイテムが {r2[う]}売{/r2}られていることが{r2[おお]}多{/r2}い！ \r\n{r2[さいたん]}最短{/r2}で{r2[うご]}動{/r2}くだけじゃなく、たまには\r\n{r2[とおまわ]}遠回{/r2}りして、いいアイテムを{r2[か]}買{/r2}ってみよう！\r\nアイテムの{r2[ちから]}力{/r2}で、{r2[ぎゃくてん]}逆転{/r2}をねらうんだ！
kinopad_topics_txt_04_00	お{r2[たから]}宝{/r2}が{r2[ねむ]}眠{/r2}る{r2[こだい]}古代{/r2}{r2[いせき]}遺跡{/r2}。\r\nカギを{r2[つか]}使{/r2}って、{r2[たからばこ]}宝箱{/r2}を{r2[あ]}開{/r2}けましょう。\r\n{r2[うん]}運{/r2}が{r2[よ]}良{/r2}ければ、スターが2つ{r2[はい]}入{/r2}っていることも！
kinopad_topics_txt_04_00_1	\r\n{r2[とお]}通{/r2}せんぼするバッタンも、{r2[とき]}時{/r2}にはライバルの{r2[つうこう]}通行{/r2}を\r\nジャマしてくれる、にくめないヤツです。
kinopad_topics_txt_04_00_2	\r\n{r2[おお]}大{/r2}きな{r2[いわ]}岩{/r2}が{r2[ころ]}転{/r2}がってくる{r2[みち]}道{/r2}は、\r\nとにかく、かけぬけること！
kinopad_topics_txt_04_01	ボムキングには ご{r2[ようじん]}用心{/r2}。\r\n{r2[まわ]}周{/r2}りのマスには、ふむとカウントを{r2[すす]}進{/r2}める\r\nしかけが{r2[かく]}隠{/r2}されてます。\r\nゼロになると、{r2[まわ]}周{/r2}りにいる{r2[ひと]}人{/r2}は、チームのコインが\r\n{r2[はんぶん]}半分{/r2}になってしまいます。
kinopad_topics_txt_04_01_1	\r\n{r2[み]}見{/r2}すごしちゃいけないのが、{r2[きんこう]}金鉱{/r2}です。\r\nスターが ほり{r2[だ]}出{/r2}せますよ！\r\nツルハシをお{r2[わす]}忘{/r2}れなく。
kinopad_topics_txt_04_02	トロピカルな{r2[しまじま]}島々{/r2}を、{r2[い]}行{/r2}き{r2[き]}来{/r2}する{r2[だいぼうけん]}大冒険{/r2}。
kinopad_topics_txt_04_02_1	{r2[おな]}同{/r2}じ{r2[いろ]}色{/r2}の{r2[どかん]}土管{/r2}は、つながっています。\r\n{r2[どかん]}土管{/r2}の{r2[まえ]}前{/r2}の「！マス」にうまく{r2[と]}停{/r2}まって、\r\n{r2[い]}行{/r2}きたい{r2[しま]}島{/r2}にワープしましょう。
kinopad_topics_txt_04_02_2	\r\n{r2[ぎん]}銀{/r2}のピックを{r2[つか]}使{/r2}って、スイカの{r2[うえ]}上{/r2}に{r2[のぼ]}登{/r2}り、\r\nスターとコインを{r2[て]}手{/r2}に{r2[い]}入{/r2}れましょう！\r\n{r2[ぎん]}銀{/r2}のピックは1つしかありません。{r2[はや]}早{/r2}いもの{r2[が]}勝{/r2}ちです！
kinopad_topics_txt_04_03	タワーがそびえるゴージャスな{r2[まち]}街{/r2}。\r\nガチャマシーンでアタリを{r2[ひ]}引{/r2}けば、なんと…\r\nスターが もらえちゃいます！
kinopad_topics_txt_04_03_1	\r\n{r2[みぎした]}右下{/r2}のショップは、{r2[あや]}怪{/r2}しげですが、\r\n{r2[か]}買{/r2}い{r2[もの]}物{/r2}をすれば、ガチャチケットをくれるいいお{r2[みせ]}店{/r2}。
kinopad_topics_txt_04_03_2	\r\n{r2[じみ]}地味{/r2}にコインを ねだってくるドッスンは、\r\nうまく{r2[りよう]}利用{/r2}しちゃいましょう。
kinopad_topics_txt_05_00	{r2[ふたり]}2人{/r2}{r2[どうじ]}同時{/r2}にスターマスをねらう{r2[とき]}時{/r2}は、ワープボックスが\r\n{r2[べんり]}便利{/r2}！ だけど、それだけじゃないんです。
kinopad_topics_txt_05_00_1	\r\n{r2[きけん]}危険{/r2}なエリアをかわしたい{r2[とき]}時{/r2}や、{r2[いどう]}移動{/r2}しにくい{r2[ところ]}所{/r2}にいる\r\nチームの{r2[なかま]}仲間{/r2}を{r2[たす]}助{/r2}けたい{r2[とき]}時{/r2}にも{r2[つか]}使{/r2}えます！
kinopad_topics_txt_05_00_2	\r\nワープボックスを{r2[つか]}使{/r2}えば、ふたりがかりでライバルを\r\nふんで、コインをたくさん{r2[よこど]}横取{/r2}りすることも…。
kinopad_topics_txt_05_01	マリオパーティ2on2の{r2[かく]}各{/r2}マップには、\r\nそのマップにしかない{r2[とくべつ]}特別{/r2}なアイテムがあります。
kinopad_topics_txt_05_01_1	\r\n{r2[はや]}早{/r2}いもの{r2[が]}勝{/r2}ちなので、ライバルチームより{r2[さき]}先{/r2}に\r\n{r2[と]}取{/r2}りに{r2[い]}行{/r2}きましょう！
kinopad_topics_txt_05_01_2	\r\nでも、ドミノ{r2[いせき]}遺跡{/r2}の「{r2[たからばこ]}宝箱{/r2}のカギ」だけは{r2[なんこ]}何個{/r2}も\r\n{r2[で]}出{/r2}てきます。{r2[と]}取{/r2}れなくても あせらずに！
kinopad_topics_txt_05_02	テレンベルを{r2[つか]}使{/r2}う{r2[とき]}時{/r2}は、ライバルがいる{r2[いち]}位置{/r2}や\r\n{r2[なかま]}仲間{/r2}の{r2[かず]}数{/r2}に{r2[ちゅうもく]}注目{/r2}して！
kinopad_topics_txt_05_02_1	\r\n{r2[とお]}遠{/r2}くからスターマスをねらっていたり、キケンな\r\n{r2[ばしょ]}場所{/r2}にいるのなら、{r2[つぎ]}次{/r2}はたくさん{r2[いどう]}移動{/r2}したいはず。\r\nそんな{r2[とき]}時{/r2}こそチャンスですよ！
kinopad_topics_txt_05_02_2	\r\n{r2[なかま]}仲間{/r2}がたくさんいるライバルは、その{r2[ぶん]}分{/r2}{r2[いどう]}移動{/r2}する{r2[かず]}数{/r2}も\r\n{r2[おお]}多{/r2}いから、ねらい{r2[め]}目{/r2}になるんです！
kinopad_topics_txt_05_03	2{r2[ばい]}倍{/r2}カードを{r2[つか]}使{/r2}って{r2[だいぎゃくてん]}大逆転{/r2}をねらうなら、\r\nずばり、ラストスパートで{r2[つか]}使{/r2}いましょう！
kinopad_topics_txt_05_03_1	\r\nなんと、{r2[いちど]}一度{/r2}にスターが4つゲットできるんです！\r\nさらにさらに、{r2[ふたり]}2人{/r2}{r2[どうじ]}同時{/r2}にスターマスに{r2[と]}停{/r2}まれば、\r\n{r2[いちど]}一度{/r2}に8つも、スターがゲットできちゃいます！！
kinopad_topics_txt_05_03_2	\r\nでも、その{r2[ぶん]}分{/r2}のコインはもちろん{r2[ひつよう]}必要{/r2}ですよ。
kinopad_topics_txt_06_00	2on2 で{r2[だいじ]}大事{/r2}なのは、ふたりの{r2[いち]}位置{/r2}{r2[ど]}取{/r2}り。
kinopad_topics_txt_06_00_1	\r\n{r2[ちか]}近{/r2}くを{r2[いどう]}移動{/r2}して、{r2[おな]}同{/r2}じマスに{r2[と]}停{/r2}まり\r\nYeah! で 2コインゲットをねらうのか？\r\nそれとも、マップの{r2[さゆう]}左右{/r2}や{r2[じょうげ]}上下{/r2}に わかれて\r\nスターを ねらいやすくするか？
kinopad_topics_txt_06_00_2	\r\nよく{r2[はな]}話{/r2}し{r2[あ]}合{/r2}って、{r2[すす]}進{/r2}むルートを{r2[き]}決{/r2}めるといいぞ！
kinopad_topics_txt_06_01	ライバルをふむと、コインをうばえるぞ！\r\n{r2[いどうちゅう]}移動中{/r2}にふめば、1コイン。\r\n{r2[おな]}同{/r2}じマスに{r2[と]}停{/r2}まってふめば、3～5コイン。
kinopad_topics_txt_06_01_1	\r\n{r2[つぎ]}次{/r2}のターンに、ライバルがスターに{r2[つ]}着{/r2}きそうな{r2[とき]}時{/r2}は、\r\n{r2[とく]}特{/r2}に ガンガンふみまくろう！\r\nうまくいけば、コインが{r2[た]}足{/r2}りなくなって\r\nライバルが スターゲットできなくなるぞ！
kinopad_topics_txt_06_02	やみくもに、スターを{r2[めざ]}目指{/r2}すだけじゃなく\r\n{r2[なかま]}仲間{/r2}を{r2[て]}手{/r2}に{r2[い]}入{/r2}れた{r2[ほう]}方{/r2}が いい{r2[ばあい]}場合{/r2}もあるんだ！
kinopad_topics_txt_06_02_1	\r\n{r2[とく]}特{/r2}に{r2[ぜんはん]}前半{/r2}は、たくさん{r2[なかま]}仲間{/r2}を{r2[あつ]}集{/r2}めた{r2[ほう]}方{/r2}が\r\n{r2[こうはん]}後半{/r2}の{r2[たたか]}戦{/r2}いが {r2[ゆうり]}有利{/r2}になるからな。\r\n{r2[すこ]}少{/r2}し{r2[さき]}先{/r2}のことも{r2[かんが]}考{/r2}えて、{r2[こうどう]}行動{/r2}してみるといいぞ！
kinopad_topics_txt_06_03	{r2[とき]}時{/r2}には、マスがない{r2[ばしょ]}場所{/r2}に {r2[と]}停{/r2}まるのもいいぞ！\r\n{r2[なに]}何{/r2}もない{r2[ところ]}所{/r2}には、「{r2[かく]}隠{/r2}しブロック」が\r\n{r2[で]}出{/r2}てくることが あるからな。\r\n「{r2[かく]}隠{/r2}しブロック」には、スターが{r2[はい]}入{/r2}っていることもある。\r\n1つでも{r2[み]}見{/r2}つけられたら、{r2[おお]}大{/r2}きいぞ！
kinopad_topics_txt_08_00	{r2[しゃしん]}写真{/r2}を{r2[と]}撮{/r2}ってくれるポイントって{r2[し]}知{/r2}ってますか？\r\nすごーく{r2[たか]}高{/r2}い{r2[たき]}滝{/r2}の{r2[らっかちゅう]}落下中{/r2}に{r2[と]}撮{/r2}ってくれますよ！\r\nビビった{r2[かお]}顔{/r2}にならないように{r2[き]}気{/r2}を{r2[つ]}付{/r2}けてくださいね。
kinopad_topics_txt_08_01	このジャングルに{r2[くわ]}詳{/r2}しいわたしが \r\nここに{r2[せいそく]}生息{/r2}する{r2[なぞ]}謎{/r2}の3{r2[だいせいぶつ]}大生物{/r2}を{r2[おし]}教{/r2}えてやるぞ！
kinopad_topics_txt_08_02	{r2[きょだい]}巨大{/r2}な うずを{r2[はっせい]}発生{/r2}させて さそい{r2[こ]}込{/r2}み、\r\n{r2[なにもの]}何者{/r2}も{r2[に]}逃{/r2}がさない{r2[おそ]}恐{/r2}ろしい{r2[せいぶつ]}生物{/r2}。
kinopad_topics_txt_08_03	ぶつかると{r2[そらたか]}空高{/r2}く{r2[と]}飛{/r2}ばされてしまう\r\n{r2[きょうりょく]}強力{/r2}なパワーを{r2[も]}持{/r2}った{r2[せいぶつ]}生物{/r2}。
kinopad_topics_txt_08_04	{r2[なぞ]}謎{/r2}の{r2[のうりょく]}能力{/r2}でコースを{r2[か]}変{/r2}えてしまう、\r\n{r2[おそ]}恐{/r2}ろしくかっこいい{r2[せいぶつ]}生物{/r2}。\r\nどこかにいるので、まだ{r2[であ]}出会{/r2}ってなかったら\r\nすぐに{r2[たんけん]}探検{/r2}に でかけるんだ！
kinopad_topics_txt_09_00	なりきりビートは、{r2[た]}立{/r2}ちあがってノリノリで\r\nプレイすることが{r2[だいじ]}大事{/r2}！\r\nビートに{r2[の]}乗{/r2}って{r2[あし]}足{/r2}ぶみしたり、{r2[かた]}肩{/r2}をゆらしたり、\r\n{r2[からだ]}体{/r2}{r2[ぜんたい]}全体{/r2}でリズムをきざむと、アクションするタイミングが\r\nつかみやすくなりますよ。
kinopad_topics_txt_09_01	は、{r2[かる]}軽{/r2}く{r2[ふ]}振{/r2}る だけで{r2[だいじょうぶ]}大丈夫{/r2}です！\r\nアクションする{r2[とき]}時{/r2}は、{r2[ふ]}振{/r2}る！ {r2[と]}止{/r2}める！ の\r\nメリハリが{r2[だいじ]}大事{/r2}ですよ。
kinopad_topics_txt_09_02	プレイヤーキャラの{r2[あしもと]}足元{/r2}にあるリングは、\r\nピッタリのタイミングで{r2[ひか]}光{/r2}ります。\r\nうまくタイミングが{r2[と]}取{/r2}れない{r2[とき]}時{/r2}は、\r\n{r2[み]}見{/r2}ながらプレイしてみましょう。
kinopad_topics_txt_09_03	キャラクターになりきって{r2[あそ]}遊{/r2}ぶゲームなので、\r\n{r2[ほか]}他{/r2}の{r2[ひと]}人{/r2}のなりきりプレイを {r2[み]}見{/r2}るのも\r\nすごく{r2[たの]}楽{/r2}しいんです！\r\nぜひ{r2[まわ]}周{/r2}りの{r2[ひと]}人{/r2}にもを{r2[わた]}渡{/r2}して、なりきって\r\nもらいましょう！
kinopad_topics_txt_10_00	チャレンジロードは、ちょっとや そっとじゃ\r\nクリアできません。\r\nステージの{r2[とちゅう]}途中{/r2}でやめても{r2[つづ]}続{/r2}きから{r2[あそ]}遊{/r2}べるので、\r\n{r2[けしき]}景色{/r2}でも{r2[たの]}楽{/r2}しみながら{r2[いっぽ]}一歩{/r2}{r2[いっぽ]}一歩{/r2} {r2[ちゃくじつ]}着実{/r2}に{r2[すす]}進{/r2}みましょう。\r\nクリアした{r2[さき]}先{/r2}には、きっと{r2[なに]}何{/r2}かあるはずです。
kinopad_topics_txt_10_01	クリアできなくても、あきらめる{r2[ひつよう]}必要{/r2}はありません。\r\nミスが{r2[つづ]}続{/r2}いたら、コカメックが{r2[たす]}助{/r2}けてくれます。\r\nクリアしていないマスは{r2[あかいろ]}赤色{/r2}のままなので、\r\n{r2[あと]}後{/r2}でもう{r2[いちど]}一度{/r2}チャレンジしてみましょう！
kinopad_topics_txt_11_00	ここでは {r2[すべ]}全{/r2}てのミニゲームが{r2[あそ]}遊{/r2}べます。\r\nちょっとだけ{r2[あそ]}遊{/r2}びたいなら、オススメです！
kinopad_topics_txt_11_00_1	\r\n{r2[き]}気{/r2}に{r2[い]}入{/r2}ったゲームがあれば、「お{r2[き]}気{/r2}に{r2[い]}入{/r2}り」に\r\n{r2[とうろく]}登録{/r2}しちゃいましょう！\r\nマークがつくので、{r2[えら]}選{/r2}びやすくなります。
kinopad_topics_txt_11_00_2	\r\nもう{r2[すこ]}少{/r2}し{r2[ないよう]}内容{/r2}を{r2[し]}知{/r2}りたいときは\r\n「くわしくみる」を{r2[えら]}選{/r2}んでください。\r\nルールや{r2[あそ]}遊{/r2}んだ{r2[かいすう]}回数{/r2}も{r2[かくにん]}確認{/r2}できますよ。
kinopad_topics_txt_11_01	どのミニゲームで{r2[あそ]}遊{/r2}ぶか{r2[まよ]}迷{/r2}ったら、\r\n「おまかせモードであそぶ」がオススメです。\r\nおまかせでミニゲームが{r2[えら]}選{/r2}ばれるので{r2[べんり]}便利{/r2}ですよ。
kinopad_topics_txt_11_01_1	\r\n/で、ジャンルを{r2[き]}切{/r2}り{r2[か]}替{/r2}えると、その{r2[なか]}中{/r2}から\r\n{r2[えら]}選{/r2}ばれます。
kinopad_topics_txt_11_02	パネルを{r2[えら]}選{/r2}んで{r2[じんち]}陣地{/r2}を{r2[ふ]}増{/r2}やす{r2[たんじゅん]}単純{/r2}なゲームですが、\r\n{r2[おく]}奥{/r2}が{r2[ふか]}深{/r2}いですよね～。\r\nはさんだパネルが{r2[じぶん]}自分{/r2}の{r2[いろ]}色{/r2}に{r2[か]}変{/r2}わって、\r\n{r2[いっき]}一気{/r2}に{r2[ふ]}増{/r2}えた{r2[とき]}時{/r2}は、{r2[さいこう]}最高{/r2}ですね！
kinopad_topics_txt_11_02_1	\r\nオススメは 4つの{r2[かど]}角{/r2}のパネルです！\r\n{r2[ほか]}他{/r2}のパネルに はさまれないので、{r2[かくじつ]}確実{/r2}に{r2[と]}取{/r2}りに\r\nいきましょう！
kinopad_topics_txt_11_03	パネルを{r2[えら]}選{/r2}んだ{r2[とき]}時{/r2}に、さらに もう1{r2[まい]}枚{/r2}パネルを{r2[えら]}選{/r2}べる\r\nラッキーな「+1」パネルが4{r2[まい]}枚{/r2}{r2[かく]}隠{/r2}されています。\r\n10ラウンド{r2[め]}目{/r2}にはライバルのパネルをうばえる\r\n「よこどりチャンス」もあるので、\r\n{r2[さいご]}最後{/r2}まで あきらめずに{r2[たたか]}戦{/r2}いましょう！
kinopad_topics_txt_11_04	ミニゲームの{r2[ごうけい]}合計{/r2}ポイントを{r2[きそ]}競{/r2}うゲームなので、\r\n{r2[すべ]}全{/r2}てで{r2[こうとくてん]}高得点{/r2}をねらわないと{r2[か]}勝{/r2}てません。\r\nライバルのジャマより、{r2[じぶん]}自分{/r2}のプレイに{r2[しゅうちゅう]}集中{/r2}したほうが\r\n{r2[とくてん]}得点{/r2}を{r2[の]}伸{/r2}ばしやすいですよ。
kinopad_topics_txt_11_04_1	\r\n「カスタム」で{r2[あそ]}遊{/r2}ぶと、{r2[じゆう]}自由{/r2}にミニゲームを{r2[えら]}選{/r2}べるので\r\n{r2[にがて]}苦手{/r2}なミニゲームを{r2[れんしゅう]}練習{/r2}して、{r2[こうとくてん]}高得点{/r2}を{r2[めざ]}目指{/r2}しましょう！
kinopad_topics_txt_11_05	{r2[いま]}今{/r2}までに{r2[だ]}出{/r2}した{r2[きろく]}記録{/r2}を{r2[かくにん]}確認{/r2}できます。\r\n{r2[きろく]}記録{/r2}が{r2[ひく]}低{/r2}いミニゲームがあったら、フリープレイで\r\nすごい{r2[きろく]}記録{/r2}をねらってみましょう！
kinopad_topics_txt_14_00	オンラインアスロンは、インターネット{r2[たいせん]}対戦{/r2}で{r2[あそ]}遊{/r2}べます。\r\n{r2[みし]}見知{/r2}らぬライバルたちと{r2[きそ]}競{/r2}う「ワールドマッチ」と\r\nフレンドと{r2[たいせん]}対戦{/r2}する「フレンドマッチ」が{r2[えら]}選{/r2}べます。
kinopad_topics_txt_14_00_1	\r\nワールドマッチは、{r2[たいせん]}対戦{/r2}するミニゲームが{r2[ちが]}違{/r2}う\r\n「キノピオカップ」「キノピコカップ」\r\n「カメックカップ」の3つの{r2[たたか]}戦{/r2}いがあり、\r\n{r2[さんせん]}参戦{/r2}するタイミングで{r2[か]}変{/r2}わります。
kinopad_topics_txt_14_00_2	\r\nワールドマッチの{r2[きろく]}記録{/r2}は、{r2[せかい]}世界{/r2}で{r2[なんい]}何位{/r2}なのかも\r\nわかるので、まだ{r2[あそ]}遊{/r2}んでないなら{r2[うで]}腕{/r2}{r2[だめ]}試{/r2}しのつもりで\r\n{r2[ちょうせん]}挑戦{/r2}してみましょう！
kinopad_topics_txt_14_01	このゲームの{r2[つよ]}強{/r2}さは、ウデマエで{r2[はんだん]}判断{/r2}できます。\r\n{r2[かこ]}過去{/r2}5{r2[せん]}戦{/r2}の{r2[せいせき]}成績{/r2}で、SからEのウデマエが{r2[あた]}与{/r2}えられます。\r\nS+が{r2[いちばん]}一番{/r2}のウデマエです。
kinopad_topics_txt_14_01_1	\r\nSやAの{r2[つよ]}強{/r2}い{r2[あいて]}相手{/r2}との{r2[たたか]}戦{/r2}いは、{r2[きあい]}気合{/r2}を{r2[い]}入{/r2}れてください！\r\nウデマエは、みんなの{r2[けっか]}結果{/r2}で{r2[か]}変{/r2}わるので\r\n{r2[き]}気{/r2}を{r2[ぬ]}抜{/r2}いてると、いつのまにか{r2[さ]}下{/r2}がってしまうことも…
